actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
16,PT10M57.00S,2021-12-29T03:12:24.3Z,1,REGULAR,freethrow,2 of 2,[],1628963,,,1610612758,2,0,2021-12-29T03:12:24Z,160000,,,0,,M. Bagley III Free Throw 2 of 2 (2 PTS),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,Made,,,,,,,,,,2.0,,,,,,,,,
17,PT10M40.00S,2021-12-29T03:12:41.6Z,1,REGULAR,2pt,Jump Shot,[],1629652,94.30026281208936,67.8921568627451,1610612760,2,0,2021-12-29T03:12:47Z,170000,89.0,1.0,1,right,MISS L. Dort 8' driving floating Shot,[1629652],1610612760.0,OKC,driving floating,,,Dort,L. Dort,,,,,8.95,Missed,,,,,,,,,,,,,,,,,,,
18,PT10M37.00S,2021-12-29T03:12:44.6Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612758,2,0,2021-12-29T03:12:47Z,180000,,,0,,M. Bagley III REBOUND (Off:0 Def:1),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
19,PT10M34.00S,2021-12-29T03:12:47.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203084,18.347568988173457,94.11764705882352,1610612758,2,0,2021-12-29T03:18:07Z,190000,-221.0,120.0,1,left,MISS H. Barnes 25' running pullup 3PT,[203084],1610612758.0,SAC,running pullup,,,Barnes,H. Barnes,,,,,25.11,Missed,,,,,,,,,,,,,,,,,,,
20,PT10M30.00S,2021-12-29T03:12:51.5Z,1,REGULAR,rebound,defensive,[],1629676,,,1610612760,2,0,2021-12-29T03:12:57Z,200000,,,0,,I. Roby REBOUND (Off:0 Def:1),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
21,PT10M24.00S,2021-12-29T03:13:00.5Z,1,REGULAR,foul,personal,['2freethrow'],1626158,,,1610612760,2,0,2021-12-29T03:13:13Z,210000,,,0,,R. Holmes shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1626158, 1628983]",1610612758.0,SAC,shooting,,,Holmes,R. Holmes,,,,,,,,,,,204059.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,
23,PT10M24.00S,2021-12-29T03:13:17.0Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,2,1,2021-12-29T03:13:17Z,230000,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (1 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
24,PT10M24.00S,2021-12-29T03:13:34.2Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,2,2,2021-12-29T03:13:34Z,240000,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (2 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Made,,,,,,,,,,2.0,,,,,,,,,
25,PT10M13.00S,2021-12-29T03:13:47.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203084,6.652431011826544,47.794117647058826,1610612758,2,2,2021-12-29T03:13:53Z,250000,11.0,10.0,1,left,MISS H. Barnes driving DUNK - blocked,"[203084, 1629676]",1610612758.0,SAC,driving,,,Barnes,H. Barnes,,,,,1.49,Missed,,,,,,,,,,,Roby,1629676.0,,,,,,,
49,PT10M13.00S,2021-12-29T03:13:47.3Z,1,REGULAR,block,,[],1629676,,,1610612758,2,2,2021-12-29T03:16:57Z,255000,,,0,,I. Roby BLOCK (1 BLK),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,
26,PT10M09.00S,2021-12-29T03:13:51.3Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,2,2,2021-12-29T03:13:53Z,260000,,,0,,L. Dort REBOUND (Off:0 Def:2),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,25.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
27,PT10M07.00S,2021-12-29T03:13:53.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628983,92.9862023653088,45.09803921568628,1610612760,2,4,2021-12-29T03:14:01Z,270000,-25.0,13.0,1,right,S. Gilgeous-Alexander running Layup (4 PTS),[1628983],1610612760.0,OKC,running,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,2.79,Made,,,,,,,,,,4.0,,,,,,,,,
28,PT09M51.00S,2021-12-29T03:14:09.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,13.485545335085414,54.166666666666664,1610612758,2,4,2021-12-29T03:14:17Z,280000,-21.0,74.0,1,left,MISS T. Haliburton 7' driving floating Shot,[1630169],1610612758.0,SAC,driving floating,,,Haliburton,T. Haliburton,,,,,7.72,Missed,,,,,,,,,,,,,,,,,,,
29,PT09M47.00S,2021-12-29T03:14:13.0Z,1,REGULAR,rebound,offensive,[],1626158,,,1610612758,2,4,2021-12-29T03:14:13Z,290000,,,0,,R. Holmes REBOUND (Off:1 Def:1),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,28.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
30,PT09M47.00S,2021-12-29T03:14:13.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626158,5.590000152587891,50.0,1610612758,4,4,2021-12-29T03:14:13Z,300000,0.0,0.0,1,left,R. Holmes tip Layup (2 PTS),[1626158],1610612758.0,SAC,tip,,,Holmes,R. Holmes,,,,,0.0,Made,,,,,,,,,,2.0,,,,,,,,,
31,PT09M36.00S,2021-12-29T03:14:24.0Z,1,REGULAR,3pt,Jump Shot,[],1629652,70.25295663600527,76.9607843137255,1610612760,4,7,2021-12-29T03:14:29Z,310000,135.0,227.0,1,right,L. Dort 26' 3PT  (3 PTS) (S. Gilgeous-Alexander 1 AST),"[1629652, 1628983]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,26.41,Made,,,,,,,,,,3.0,,,S. Gilgeous-Alexander,1628983.0,1.0,,,,
33,PT09M18.00S,2021-12-29T03:14:44.0Z,1,REGULAR,foul,personal,['2freethrow'],1630598,,,1610612758,4,7,2021-12-29T03:14:58Z,330000,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Bagley III 2 FT),"[1630598, 1628963]",1610612760.0,OKC,shooting,,,Wiggins,A. Wiggins,,,,,,,,,,,204059.0,1.0,0.0,Bagley III,1628963.0,,,,,,,,,,
35,PT09M18.00S,2021-12-29T03:15:13.5Z,1,REGULAR,freethrow,1 of 2,[],1628963,,,1610612758,4,7,2021-12-29T03:15:13Z,350000,,,0,,MISS M. Bagley III Free Throw 1 of 2,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,Missed,,,,,,,,,,,,,,,,,,,
36,PT09M18.00S,2021-12-29T03:15:13.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,4,7,2021-12-29T03:15:13Z,360000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,
37,PT09M18.00S,2021-12-29T03:15:28.1Z,1,REGULAR,freethrow,2 of 2,[],1628963,,,1610612758,5,7,2021-12-29T03:15:28Z,370000,,,0,,M. Bagley III Free Throw 2 of 2 (3 PTS),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,Made,,,,,,,,,,3.0,,,,,,,,,
38,PT09M05.00S,2021-12-29T03:15:42.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,92.85479632063075,45.83333333333333,1610612760,5,9,2021-12-29T03:17:57Z,380000,-21.0,15.0,1,right,L. Dort driving finger roll Layup (5 PTS),[1629652],1610612760.0,OKC,driving finger roll,,,Dort,L. Dort,,,,,2.55,Made,,,,,,,,,,5.0,,,,,,,,,
39,PT08M54.00S,2021-12-29T03:15:52.9Z,1,REGULAR,3pt,Jump Shot,[],203084,6.783837056504599,3.6764705882352944,1610612758,8,9,2021-12-29T03:15:58Z,390000,232.0,11.0,1,left,H. Barnes 3PT  (3 PTS) (T. Haliburton 1 AST),"[203084, 1630169]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,23.19,Made,,,,,,,,,,3.0,,,T. Haliburton,1630169.0,1.0,,,,
41,PT08M40.00S,2021-12-29T03:16:06.5Z,1,REGULAR,3pt,Jump Shot,[],1629652,66.17936925098554,49.01960784313725,1610612760,8,12,2021-12-29T03:16:11Z,410000,-5.0,265.0,1,right,L. Dort 26' 3PT  (8 PTS) (P. Watson 1 AST),"[1629652, 1628778]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,26.54,Made,,,,,,,,,,8.0,,,P. Watson,1628778.0,1.0,,,,
43,PT08M28.00S,2021-12-29T03:16:18.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626158,18.2161629434954,38.970588235294116,1610612758,10,12,2021-12-29T03:16:25Z,430000,55.0,119.0,1,left,R. Holmes 13' Jump Shot (4 PTS) (T. Haliburton 2 AST),"[1626158, 1630169]",1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,13.09,Made,,,,,,,,,,4.0,,,T. Haliburton,1630169.0,2.0,,,,
45,PT08M14.00S,2021-12-29T03:16:33.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629676,93.38042049934296,49.50980392156863,1610612760,10,14,2021-12-29T03:16:39Z,450000,-2.0,10.0,1,right,I. Roby cutting DUNK (2 PTS) (S. Gilgeous-Alexander 2 AST),"[1629676, 1628983]",1610612760.0,OKC,cutting,,,Roby,I. Roby,,,,,1.0,Made,,,,,,,,,,2.0,,,S. Gilgeous-Alexander,1628983.0,2.0,,,,
47,PT08M07.00S,2021-12-29T03:16:42.6Z,1,REGULAR,foul,personal,['2freethrow'],1628983,,,1610612758,10,14,2021-12-29T03:17:06Z,470000,,,0,,S. Gilgeous-Alexander shooting personal FOUL (1 PF) (Fox 2 FT),"[1628983, 1628368]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,1626300.0,1.0,0.0,Fox,1628368.0,,,,,,,,,,
50,PT08M07.00S,2021-12-29T03:17:06.9Z,1,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,10,14,2021-12-29T03:17:06Z,490000,,,0,,MISS D. Fox Free Throw 1 of 2,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Missed,,,,,,,,,,,,,,,,,,,
51,PT08M07.00S,2021-12-29T03:17:06.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,10,14,2021-12-29T03:17:06Z,500000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,
52,PT08M07.00S,2021-12-29T03:17:18.3Z,1,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,11,14,2021-12-29T03:17:18Z,510000,,,0,,D. Fox Free Throw 2 of 2 (1 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
53,PT07M54.00S,2021-12-29T03:17:31.9Z,1,REGULAR,turnover,bad pass,[],1629652,,,1610612760,11,14,2021-12-29T03:17:37Z,520000,,,0,,L. Dort bad pass TURNOVER (1 TO),"[1629652, 1626158]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,1.0,Holmes,1626158.0,
54,PT07M54.00S,2021-12-29T03:17:31.9Z,1,REGULAR,steal,,[],1626158,,,1610612758,11,14,2021-12-29T03:17:34Z,530000,,,0,,R. Holmes STEAL (1 STL),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M49.00S,2021-12-29T03:17:36.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630169,30.042706964520367,24.019607843137255,1610612758,14,14,2021-12-29T03:17:45Z,540000,130.0,230.0,1,left,T. Haliburton 26' 3PT running (3 PTS) (D. Fox 1 AST),"[1630169, 1628368]",1610612758.0,SAC,running,,,Haliburton,T. Haliburton,,,,,26.41,Made,,,,,,,,,,3.0,,,D. Fox,1628368.0,1.0,,,,
57,PT07M34.00S,2021-12-29T03:17:51.9Z,1,REGULAR,2pt,Jump Shot,[],1628983,93.9060446780552,71.32352941176471,1610612760,14,14,2021-12-29T03:18:01Z,560000,107.0,5.0,1,right,MISS S. Gilgeous-Alexander 10' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,10.67,Missed,,,,,,,,,,,,,,,,,,,
58,PT07M30.00S,2021-12-29T03:17:55.9Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612758,14,14,2021-12-29T03:18:01Z,570000,,,0,,M. Bagley III REBOUND (Off:0 Def:2),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,57.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
59,PT07M28.00S,2021-12-29T03:17:58.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628368,5.732588699080158,53.67647058823529,1610612758,16,14,2021-12-29T03:24:14Z,580000,-18.0,1.0,1,left,D. Fox running finger roll Layup (3 PTS),[1628368],1610612758.0,SAC,running finger roll,,,Fox,D. Fox,,,,,1.85,Made,,,,,,,,,,3.0,,,,,,,,,
60,PT07M12.00S,2021-12-29T03:18:13.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,93.24901445466492,53.67647058823529,1610612760,16,14,2021-12-29T03:24:26Z,590000,18.0,11.0,1,right,MISS L. Dort driving reverse Layup,[1629652],1610612760.0,OKC,driving reverse,,,Dort,L. Dort,,,,,2.14,Missed,,,,,,,,,,,,,,,,,,,
61,PT07M09.00S,2021-12-29T03:18:16.9Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612758,16,14,2021-12-29T03:18:20Z,600000,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,60.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
62,PT07M05.00S,2021-12-29T03:18:20.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203084,6.521024967148489,45.83333333333333,1610612758,16,14,2021-12-29T03:23:39Z,610000,21.0,9.0,1,left,MISS H. Barnes driving reverse Layup,[203084],1610612758.0,SAC,driving reverse,,,Barnes,H. Barnes,,,,,2.26,Missed,,,,,,,,,,,,,,,,,,,
63,PT07M02.00S,2021-12-29T03:18:23.6Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,16,14,2021-12-29T03:18:28Z,620000,,,0,,L. Dort REBOUND (Off:0 Def:3),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,62.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
64,PT06M52.00S,2021-12-29T03:18:34.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629676,89.56964520367937,45.34313725490196,1610612760,16,14,2021-12-29T03:18:41Z,630000,-23.0,46.0,1,right,MISS I. Roby floating Shot,[1629676],1610612760.0,OKC,floating,,,Roby,I. Roby,,,,,5.11,Missed,,,,,,,,,,,,,,,,,,,
65,PT06M50.00S,2021-12-29T03:18:36.0Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,16,14,2021-12-29T03:18:41Z,640000,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,64.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
66,PT06M41.00S,2021-12-29T03:18:44.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626158,5.732588699080158,49.50980392156863,1610612758,18,14,2021-12-29T03:18:50Z,650000,2.0,1.0,1,left,R. Holmes alley-oop DUNK (6 PTS) (D. Fox 2 AST),"[1626158, 1628368]",1610612758.0,SAC,alley-oop,,,Holmes,R. Holmes,,,,,0.29,Made,,,,,,,,,,6.0,,,D. Fox,1628368.0,2.0,,,,
68,PT06M28.00S,2021-12-29T03:18:59.4Z,1,REGULAR,foul,personal,['2freethrow'],1626158,,,1610612760,18,14,2021-12-29T03:19:20Z,670000,,,0,,R. Holmes shooting personal FOUL (2 PF) (Gilgeous-Alexander 2 FT),"[1626158, 1628983]",1610612758.0,SAC,shooting,,,Holmes,R. Holmes,,,,,,,,,,,204059.0,2.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,
70,PT06M28.00S,2021-12-29T03:19:23.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,18,14,2021-12-29T03:19:23Z,690000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M28.00S,2021-12-29T03:19:24.4Z,1,REGULAR,substitution,out,[],1630169,,,1610612760,18,14,2021-12-29T03:21:49Z,700000,,,0,,SUB out: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M28.00S,2021-12-29T03:19:24.4Z,1,REGULAR,substitution,out,[],1626158,,,1610612760,18,14,2021-12-29T03:21:49Z,710000,,,0,,SUB out: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M28.00S,2021-12-29T03:19:24.4Z,1,REGULAR,substitution,out,[],1630598,,,1610612760,18,14,2021-12-29T03:21:49Z,720000,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M28.00S,2021-12-29T03:19:24.4Z,1,REGULAR,substitution,out,[],1628778,,,1610612760,18,14,2021-12-29T03:21:49Z,730000,,,0,,SUB out: P. Watson,[1628778],1610612760.0,OKC,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M28.00S,2021-12-29T03:19:24.4Z,1,REGULAR,substitution,in,[],1627745,,,1610612760,18,14,2021-12-29T03:21:49Z,740000,,,0,,SUB in: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M28.00S,2021-12-29T03:19:24.4Z,1,REGULAR,substitution,in,[],1627741,,,1610612760,18,14,2021-12-29T03:21:49Z,750000,,,0,,SUB in: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M28.00S,2021-12-29T03:19:24.4Z,1,REGULAR,substitution,in,[],1629026,,,1610612760,18,14,2021-12-29T03:21:49Z,760000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M28.00S,2021-12-29T03:19:24.4Z,1,REGULAR,substitution,in,[],1630177,,,1610612760,18,14,2021-12-29T03:21:49Z,770000,,,0,,SUB in: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M28.00S,2021-12-29T03:22:04.6Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,18,15,2021-12-29T03:22:04Z,780000,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (5 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Made,,,,,,,,,,5.0,,,,,,,,,
80,PT06M28.00S,2021-12-29T03:22:15.3Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,18,16,2021-12-29T03:22:15Z,790000,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (6 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Made,,,,,,,,,,6.0,,,,,,,,,
81,PT06M12.00S,2021-12-29T03:22:31.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628963,12.959921156373195,49.50980392156863,1610612758,18,16,2021-12-29T03:26:32Z,800000,2.0,69.0,1,left,MISS M. Bagley III 6' driving Hook,[1628963],1610612758.0,SAC,driving,,,Bagley III,M. Bagley III,,,,,6.93,Missed,,,,,,,,,,,,,,,,,,,
82,PT06M10.00S,2021-12-29T03:22:33.3Z,1,REGULAR,rebound,defensive,[],1629676,,,1610612760,18,16,2021-12-29T03:22:35Z,810000,,,0,,I. Roby REBOUND (Off:0 Def:2),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,81.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
83,PT06M09.00S,2021-12-29T03:22:36.8Z,1,REGULAR,turnover,out-of-bounds,[],1630177,,,1610612760,18,16,2021-12-29T03:22:52Z,820000,,,0,,T. Maledon bad pass out-of-bounds TURNOVER (1 TO),[1630177],1610612760.0,OKC,bad pass,,,Maledon,T. Maledon,,,,,,,,,,,1628159.0,,,,,,,,,,,1.0,,,
84,PT05M59.00S,2021-12-29T03:22:49.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203084,31.882391590013142,57.107843137254896,1610612758,21,16,2021-12-29T03:22:55Z,830000,-36.0,247.0,1,left,H. Barnes 24' 3PT pullup (6 PTS) (D. Fox 3 AST),"[203084, 1628368]",1610612758.0,SAC,pullup,,,Barnes,H. Barnes,,,,,24.97,Made,,,,,,,,,,6.0,,,D. Fox,1628368.0,3.0,,,,
85,PT05M42.00S,2021-12-29T03:23:06.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,87.86136662286465,35.294117647058826,1610612760,21,16,2021-12-29T03:23:13Z,840000,-74.0,62.0,1,right,MISS S. Gilgeous-Alexander 9' turnaround Shot - blocked,"[1628983, 1627745]",1610612760.0,OKC,turnaround,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,9.59,Missed,,,,,,,,,,,Jones,1627745.0,,,,,,,
86,PT05M42.00S,2021-12-29T03:23:06.7Z,1,REGULAR,block,,[],1627745,,,1610612760,21,16,2021-12-29T03:23:10Z,850000,,,0,,D. Jones BLOCK (1 BLK),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
