actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
186,PT10M11.00S,2022-04-04T01:44:00.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203087,6.521024967148489,44.36274509803921,1610612758,21,34,2022-04-04T01:44:04Z,1820000,28.0,9.0,1,left,J. Lamb Layup (5 PTS) (D. DiVincenzo 2 AST),"[203087, 1628978]",1610612758.0,SAC,,,,Lamb,J. Lamb,,,,,,,,,,2.95,Made,,5.0,D. DiVincenzo,1628978.0,2.0,,,,,,,,,
188,PT10M02.00S,2022-04-04T01:44:13.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,21,34,2022-04-04T01:44:13Z,1840000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT10M00.00S,2022-04-04T01:44:26.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629308,93.24901445466492,44.6078431372549,1610612744,21,36,2022-04-04T01:44:32Z,1850000,-27.0,11.0,1,right,J. Toscano-Anderson cutting Layup (2 PTS) (J. Poole 2 AST),"[1629308, 1629673]",1610612744.0,GSW,cutting,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,2.92,Made,,2.0,J. Poole,1629673.0,2.0,,,,,,,,,
191,PT09M50.00S,2022-04-04T01:44:35.0Z,2,REGULAR,3pt,Jump Shot,[],1626168,31.09395532194481,58.82352941176471,1610612758,21,36,2022-04-04T01:44:40Z,1870000,-44.0,240.0,1,left,MISS T. Lyles 24' 3PT,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,24.38,Missed,,,,,,,,,,,,,,
192,PT09M46.00S,2022-04-04T01:44:39.0Z,2,REGULAR,rebound,defensive,[],202357,,,1610612744,21,36,2022-04-04T01:44:40Z,1880000,,,0,,N. Bjelica REBOUND (Off:0 Def:5),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,191.0,,,,,5.0,5.0,0.0,,,,,,
193,PT09M31.00S,2022-04-04T01:44:55.0Z,2,REGULAR,3pt,Jump Shot,[],1627814,89.70105124835742,95.34313725490196,1610612744,21,36,2022-04-04T01:45:00Z,1890000,227.0,44.0,1,right,MISS D. Lee 3PT,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,23.1,Missed,,,,,,,,,,,,,,
194,PT09M28.00S,2022-04-04T01:44:58.0Z,2,REGULAR,rebound,defensive,[],1628367,,,1610612758,21,36,2022-04-04T01:45:00Z,1900000,,,0,,J. Jackson REBOUND (Off:1 Def:1),[1628367],1610612758.0,SAC,,,,Jackson,J. Jackson,,,,,,,,,,,,193.0,,,,,2.0,1.0,1.0,,,,,,
195,PT09M18.00S,2022-04-04T01:45:07.2Z,2,REGULAR,3pt,Jump Shot,[],1628978,17.559132720105126,95.34313725490196,1610612758,21,36,2022-04-04T01:45:12Z,1910000,-227.0,113.0,1,left,MISS D. DiVincenzo 25' 3PT,[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,25.31,Missed,,,,,,,,,,,,,,
196,PT09M16.00S,2022-04-04T01:45:09.2Z,2,REGULAR,rebound,defensive,[],1629308,,,1610612744,21,36,2022-04-04T01:45:12Z,1920000,,,0,,J. Toscano-Anderson REBOUND (Off:0 Def:1),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,195.0,,,,,1.0,1.0,0.0,,,,,,
197,PT09M08.00S,2022-04-04T01:45:17.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202357,93.51182654402102,46.32352941176471,1610612744,21,38,2022-04-04T01:45:23Z,1930000,-18.0,8.0,1,right,N. Bjelica driving reverse Layup (4 PTS) (J. Kuminga 2 AST),"[202357, 1630228]",1610612744.0,GSW,driving reverse,,,Bjelica,N. Bjelica,,,,,,,,,,2.03,Made,,4.0,J. Kuminga,1630228.0,2.0,,,,,,,,,
199,PT09M01.00S,2022-04-04T01:45:29.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,21,38,2022-04-04T01:45:29Z,1950000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M01.00S,2022-04-04T01:47:58.8Z,2,REGULAR,substitution,out,[],1628978,,,1610612758,21,38,2022-04-04T01:48:36Z,1960000,,,0,,SUB out: D. DiVincenzo,[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M01.00S,2022-04-04T01:47:58.8Z,2,REGULAR,substitution,out,[],1629002,,,1610612758,21,38,2022-04-04T01:48:36Z,1970000,,,0,,SUB out: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M01.00S,2022-04-04T01:47:58.8Z,2,REGULAR,substitution,out,[],1626168,,,1610612758,21,38,2022-04-04T01:48:36Z,1980000,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT09M01.00S,2022-04-04T01:47:58.8Z,2,REGULAR,substitution,in,[],1630558,,,1610612758,21,38,2022-04-04T01:48:36Z,1990000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M01.00S,2022-04-04T01:47:58.8Z,2,REGULAR,substitution,in,[],1627745,,,1610612758,21,38,2022-04-04T01:48:36Z,2000000,,,0,,SUB in: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M01.00S,2022-04-04T01:47:58.8Z,2,REGULAR,substitution,in,[],203084,,,1610612758,21,38,2022-04-04T01:48:36Z,2010000,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M46.00S,2022-04-04T01:48:52.6Z,2,REGULAR,3pt,Jump Shot,[],1630558,12.302890932982917,96.32352941176471,1610612758,21,38,2022-04-04T01:48:57Z,2020000,-232.0,63.0,1,left,MISS D. Mitchell 24' 3PT,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,24.0,Missed,,,,,,,,,,,,,,
207,PT08M43.00S,2022-04-04T01:48:55.6Z,2,REGULAR,rebound,defensive,[],202357,,,1610612744,21,38,2022-04-04T01:48:57Z,2030000,,,0,,N. Bjelica REBOUND (Off:0 Def:6),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,206.0,,,,,6.0,6.0,0.0,,,,,,
208,PT08M38.00S,2022-04-04T01:49:00.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629673,93.11760840998686,53.18627450980392,1610612744,21,40,2022-04-04T01:49:08Z,2040000,16.0,12.0,1,right,J. Poole running Layup (8 PTS) (J. Toscano-Anderson 1 AST),"[1629673, 1629308]",1610612744.0,GSW,running,,,Poole,J. Poole,,,,,,,,,,2.0,Made,,8.0,J. Toscano-Anderson,1629308.0,1.0,,,,,,,,,
210,PT08M17.00S,2022-04-04T01:49:23.2Z,2,REGULAR,turnover,out-of-bounds,[],203087,,,1610612758,21,40,2022-04-04T01:49:32Z,2060000,,,0,,J. Lamb bad pass out-of-bounds TURNOVER (1 TO),[203087],1610612758.0,SAC,bad pass,,,Lamb,J. Lamb,,,,,2002.0,,,,,,,,,,,,,,,1.0,,,,,
211,PT08M01.00S,2022-04-04T01:49:43.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202357,86.28449408672799,96.56862745098039,1610612744,21,43,2022-04-04T01:49:48Z,2070000,233.0,76.0,1,right,N. Bjelica 24' 3PT  (7 PTS) (J. Kuminga 3 AST),"[202357, 1630228]",1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,24.5,Made,,7.0,J. Kuminga,1630228.0,3.0,,,,,,,,,
213,PT07M42.00S,2022-04-04T01:50:01.8Z,2,REGULAR,3pt,Jump Shot,[],203087,7.5722733245729295,96.32352941176471,1610612758,21,43,2022-04-04T01:50:07Z,2090000,-232.0,19.0,1,left,MISS J. Lamb 3PT,[203087],1610612758.0,SAC,,,,Lamb,J. Lamb,,,,,,,,,,23.24,Missed,,,,,,,,,,,,,,
214,PT07M38.00S,2022-04-04T01:50:05.8Z,2,REGULAR,rebound,defensive,[],1630228,,,1610612744,21,43,2022-04-04T01:50:07Z,2100000,,,0,,J. Kuminga REBOUND (Off:0 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,213.0,,,,,1.0,1.0,0.0,,,,,,
215,PT07M38.00S,2022-04-04T01:50:09.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,21,43,2022-04-04T01:50:09Z,2110000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M29.00S,2022-04-04T01:50:34.9Z,2,REGULAR,turnover,out-of-bounds,[],1629308,,,1610612744,21,43,2022-04-04T01:50:47Z,2120000,,,0,,J. Toscano-Anderson lost ball out-of-bounds TURNOVER (1 TO),[1629308],1610612744.0,GSW,lost ball,,,Toscano-Anderson,J. Toscano-Anderson,,,,,2003.0,,,,,,,,,,,,,,,1.0,,,,,
217,PT07M14.00S,2022-04-04T01:50:54.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627745,6.783837056504599,43.38235294117647,1610612758,23,43,2022-04-04T01:50:59Z,2130000,33.0,11.0,1,left,D. Jones driving Layup (2 PTS) (D. Mitchell 2 AST),"[1627745, 1630558]",1610612758.0,SAC,driving,,,Jones,D. Jones,,,,,,,,,,3.5,Made,,2.0,D. Mitchell,1630558.0,2.0,,,,,,,,,
219,PT06M56.00S,2022-04-04T01:51:12.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,93.24901445466492,45.09803921568628,1610612744,23,45,2022-04-04T01:51:18Z,2150000,-25.0,11.0,1,right,J. Poole driving Layup (10 PTS) (N. Bjelica 3 AST),"[1629673, 202357]",1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,,,,,,2.69,Made,,10.0,N. Bjelica,202357.0,3.0,,,,,,,,,
221,PT06M40.00S,2022-04-04T01:51:30.6Z,2,REGULAR,foul,personal,['2freethrow'],1629308,,,1610612758,23,45,2022-04-04T01:51:57Z,2170000,,,0,,J. Toscano-Anderson shooting personal FOUL (3 PF) (Jones 2 FT),"[1629308, 1627745]",1610612744.0,GSW,shooting,,,Toscano-Anderson,J. Toscano-Anderson,,,,,2002.0,3.0,0.0,Jones,1627745.0,,,,,,,,,,,,,,,,
223,PT06M40.00S,2022-04-04T01:52:01.1Z,2,REGULAR,freethrow,1 of 2,[],1627745,,,1610612758,24,45,2022-04-04T01:52:01Z,2190000,,,0,,D. Jones Free Throw 1 of 2 (3 PTS),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,Made,,3.0,,,,,,,,,,,,
224,PT06M40.00S,2022-04-04T01:52:03.6Z,2,REGULAR,substitution,out,[],203087,,,1610612758,24,45,2022-04-04T01:52:18Z,2200000,,,0,,SUB out: J. Lamb,[203087],1610612758.0,SAC,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M40.00S,2022-04-04T01:52:03.6Z,2,REGULAR,substitution,out,[],1629673,,,1610612758,24,45,2022-04-04T01:52:18Z,2210000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M40.00S,2022-04-04T01:52:03.6Z,2,REGULAR,substitution,in,[],203200,,,1610612758,24,45,2022-04-04T01:52:18Z,2220000,,,0,,SUB in: J. Holiday,[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M40.00S,2022-04-04T01:52:03.6Z,2,REGULAR,substitution,in,[],203952,,,1610612758,24,45,2022-04-04T01:52:18Z,2230000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M40.00S,2022-04-04T01:52:21.2Z,2,REGULAR,freethrow,2 of 2,[],1627745,,,1610612758,25,45,2022-04-04T01:52:21Z,2240000,,,0,,D. Jones Free Throw 2 of 2 (4 PTS),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,Made,,4.0,,,,,,,,,,,,
229,PT06M18.00S,2022-04-04T01:52:44.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630228,87.72996057818659,43.627450980392155,1610612744,25,45,2022-04-04T01:52:51Z,2250000,-32.0,63.0,1,right,MISS J. Kuminga 7' fadeaway Shot,[1630228],1610612744.0,GSW,fadeaway,,,Kuminga,J. Kuminga,,,,,,,,,,7.04,Missed,,,,,,,,,,,,,,
230,PT06M16.00S,2022-04-04T01:52:46.5Z,2,REGULAR,rebound,defensive,[],1627745,,,1610612758,25,45,2022-04-04T01:52:51Z,2260000,,,0,,D. Jones REBOUND (Off:0 Def:1),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,229.0,,,,,1.0,1.0,0.0,,,,,,
231,PT06M07.00S,2022-04-04T01:52:55.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627745,11.514454664914586,49.01960784313725,1610612758,25,45,2022-04-04T01:53:07Z,2270000,5.0,56.0,1,left,MISS D. Jones Hook - blocked,"[1627745, 1630228]",1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,5.59,Missed,,,,,,,,,,,,Kuminga,1630228.0,
232,PT06M07.00S,2022-04-04T01:52:55.5Z,2,REGULAR,block,,[],1630228,,,1610612758,25,45,2022-04-04T01:52:58Z,2280000,,,0,,J. Kuminga BLOCK (1 BLK),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M02.00S,2022-04-04T01:53:00.5Z,2,REGULAR,rebound,defensive,[],203952,,,1610612744,25,45,2022-04-04T01:53:07Z,2290000,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,231.0,,,,,1.0,1.0,0.0,,,,,,
234,PT05M59.00S,2022-04-04T01:53:04.9Z,2,REGULAR,3pt,Jump Shot,[],202357,73.27529566360053,83.33333333333334,1610612744,25,48,2022-04-04T01:53:31Z,2300000,167.0,199.0,1,right,N. Bjelica 25' 3PT  (10 PTS) (A. Wiggins 4 AST),"[202357, 203952]",1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,25.94,Made,,10.0,A. Wiggins,203952.0,4.0,,,,,,,,,
235,PT05M59.00S,2022-04-04T01:53:22.4Z,2,REGULAR,foul,technical,['1freethrow'],1627745,,,1610612758,25,48,2022-04-04T01:56:09Z,2310000,,,0,,D. Jones technical FOUL (1 Tech),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,1628172.0,0.0,1.0,,,,,,,,,,,,,,,,,,
237,PT05M59.00S,2022-04-04T01:53:39.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,25,48,2022-04-04T01:53:39Z,2320000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT05M59.00S,2022-04-04T01:56:22.0Z,2,REGULAR,freethrow,1 of 1,[],1627814,,,1610612758,25,49,2022-04-04T01:56:22Z,2330000,,,0,,D. Lee technical Free Throw 1 of 1 (5 PTS),[1627814],1610612744.0,GSW,technical,,,Lee,D. Lee,,,,,,,,,,,Made,,5.0,,,,,,,,,,,,
239,PT05M39.00S,2022-04-04T01:56:53.3Z,2,REGULAR,2pt,Jump Shot,[],203084,5.863994743758213,67.8921568627451,1610612758,25,49,2022-04-04T01:56:58Z,2340000,-89.0,3.0,1,left,MISS H. Barnes 8' fadeaway Shot,[203084],1610612758.0,SAC,fadeaway,,,Barnes,H. Barnes,,,,,,,,,,8.95,Missed,,,,,,,,,,,,,,
240,PT05M37.00S,2022-04-04T01:56:55.5Z,2,REGULAR,rebound,defensive,[],202357,,,1610612744,25,49,2022-04-04T01:56:55Z,2350000,,,0,,N. Bjelica REBOUND (Off:0 Def:7),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,239.0,,,,,7.0,7.0,0.0,,,,,,
241,PT05M15.00S,2022-04-04T01:57:24.6Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612744,25,49,2022-04-04T01:57:29Z,2360000,,,0,,GSW shot clock Team TURNOVER,[],1610612744.0,GSW,,,,,,,,,,2002.0,,,,,,,,,,,,,,,,,,,,
242,PT05M06.00S,2022-04-04T01:57:37.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203200,4.812746386333772,96.56862745098039,1610612758,28,49,2022-04-04T01:57:42Z,2370000,-233.0,-7.0,1,left,J. Holiday 3PT  (3 PTS) (D. Mitchell 3 AST),"[203200, 1630558]",1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,,,,23.29,Made,,3.0,D. Mitchell,1630558.0,3.0,,,,,,,,,
244,PT04M45.00S,2022-04-04T01:57:59.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630228,92.85479632063075,50.0,1610612744,28,51,2022-04-04T01:58:09Z,2390000,0.0,15.0,1,right,J. Kuminga DUNK (10 PTS) (N. Bjelica 4 AST),"[1630228, 202357]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,1.47,Made,,10.0,N. Bjelica,202357.0,4.0,,,,,,,,,
246,PT04M40.00S,2022-04-04T01:58:06.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630228,,,1610612758,28,51,2022-04-04T01:58:28Z,2410000,,,0,,J. Kuminga shooting personal FOUL (2 PF) (Jackson 2 FT),"[1630228, 1628367]",1610612744.0,GSW,shooting,,,Kuminga,J. Kuminga,,,,,2003.0,2.0,0.0,Jackson,1628367.0,,,,,,,,,,,,,,,,
248,PT04M40.00S,2022-04-04T01:58:30.7Z,2,REGULAR,freethrow,1 of 2,[],1628367,,,1610612758,29,51,2022-04-04T01:58:59Z,2430000,,,0,,J. Jackson Free Throw 1 of 2 (3 PTS),[1628367],1610612758.0,SAC,,,,Jackson,J. Jackson,,,,,,,,,,,Made,,3.0,,,,,,,,,,,,
249,PT04M40.00S,2022-04-04T01:58:32.2Z,2,REGULAR,substitution,out,[],202357,,,1610612758,29,51,2022-04-04T01:58:48Z,2440000,,,0,,SUB out: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT04M40.00S,2022-04-04T01:58:32.2Z,2,REGULAR,substitution,out,[],1629308,,,1610612758,29,51,2022-04-04T01:58:48Z,2450000,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT04M40.00S,2022-04-04T01:58:32.2Z,2,REGULAR,substitution,in,[],203110,,,1610612758,29,51,2022-04-04T01:58:48Z,2460000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT04M40.00S,2022-04-04T01:58:32.2Z,2,REGULAR,substitution,in,[],1629673,,,1610612758,29,51,2022-04-04T01:58:48Z,2470000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT04M40.00S,2022-04-04T01:58:30.7Z,2,REGULAR,freethrow,2 of 2,[],1628367,,,1610612758,29,51,2022-04-04T01:58:59Z,2480000,,,0,,MISS J. Jackson Free Throw 2 of 2,[1628367],1610612758.0,SAC,,,,Jackson,J. Jackson,,,,,,,,,,,Missed,,,,,,,,,,,,,,
254,PT04M35.00S,2022-04-04T01:58:35.7Z,2,REGULAR,rebound,defensive,[],1630228,,,1610612744,29,51,2022-04-04T01:58:59Z,2490000,,,0,,J. Kuminga REBOUND (Off:0 Def:2),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,253.0,,,,,2.0,2.0,0.0,,,,,,
255,PT04M25.00S,2022-04-04T01:59:12.1Z,2,REGULAR,foul,personal,[],1628367,,,1610612744,29,51,2022-04-04T01:59:19Z,2500000,,,0,,J. Jackson personal FOUL (2 PF),"[1628367, 1627814]",1610612758.0,SAC,,,,Jackson,J. Jackson,,,,,2003.0,2.0,0.0,Lee,1627814.0,,,,,,,,,,,,,,,,
257,PT04M25.00S,2022-04-04T01:59:23.0Z,2,REGULAR,substitution,out,[],1628367,,,1610612744,29,51,2022-04-04T01:59:30Z,2520000,,,0,,SUB out: J. Jackson,[1628367],1610612758.0,SAC,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT04M25.00S,2022-04-04T01:59:23.0Z,2,REGULAR,substitution,in,[],1628978,,,1610612744,29,51,2022-04-04T01:59:30Z,2530000,,,0,,SUB in: D. DiVincenzo,[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M20.00S,2022-04-04T01:59:48.5Z,2,REGULAR,violation,kicked ball,[],1627745,,,1610612744,29,51,2022-04-04T01:59:54Z,2540000,,,0,,D. Jones kicked ball VIOLATION,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,2002.0,,,,,,,,,,,,,,,,,,,,
260,PT04M14.00S,2022-04-04T02:00:07.2Z,2,REGULAR,3pt,Jump Shot,[],203952,66.04796320630749,46.32352941176471,1610612744,29,51,2022-04-04T02:00:13Z,2550000,-18.0,267.0,1,right,MISS A. Wiggins 26' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,26.72,Missed,,,,,,,,,,,,,,
261,PT04M12.00S,2022-04-04T02:00:09.2Z,2,REGULAR,rebound,defensive,[],203084,,,1610612758,29,51,2022-04-04T02:00:13Z,2560000,,,0,,H. Barnes REBOUND (Off:1 Def:4),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,260.0,,,,,5.0,4.0,1.0,,,,,,
262,PT04M04.00S,2022-04-04T02:00:18.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627745,12.302890932982917,52.94117647058824,1610612758,29,51,2022-04-04T02:00:24Z,2570000,-15.0,63.0,1,left,MISS D. Jones 6' driving Layup,[1627745],1610612758.0,SAC,driving,,,Jones,D. Jones,,,,,,,,,,6.48,Missed,,,,,,,,,,,,,,
263,PT04M01.00S,2022-04-04T02:00:21.7Z,2,REGULAR,rebound,defensive,[],1630228,,,1610612744,29,51,2022-04-04T02:00:24Z,2580000,,,0,,J. Kuminga REBOUND (Off:0 Def:3),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,262.0,,,,,3.0,3.0,0.0,,,,,,
264,PT03M58.00S,2022-04-04T02:00:24.1Z,2,REGULAR,turnover,bad pass,[],1630228,,,1610612744,29,51,2022-04-04T02:01:22Z,2590000,,,0,,J. Kuminga bad pass TURNOVER (1 TO),"[1630228, 1628978]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,1.0,DiVincenzo,1628978.0,,,
265,PT03M58.00S,2022-04-04T02:00:24.1Z,2,REGULAR,steal,,[],1628978,,,1610612758,29,51,2022-04-04T02:00:29Z,2600000,,,0,,D. DiVincenzo STEAL (1 STL),[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT03M58.00S,2022-04-04T02:00:32.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203110,,,1610612758,29,51,2022-04-04T02:00:39Z,2610000,,,0,,D. Green personal FOUL (1 PF) (DiVincenzo 2 FT),"[203110, 1628978]",1610612744.0,GSW,,,,Green,D. Green,,,,,1628172.0,1.0,0.0,DiVincenzo,1628978.0,,,,,,,,,,,,,,,,
268,PT03M58.00S,2022-04-04T02:00:58.1Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1628978,,,1610612758,30,51,2022-04-04T02:00:58Z,2630000,,,0,,D. DiVincenzo Free Throw 1 of 2 (1 PTS),[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,Made,,1.0,,,,,,,,,,,,
269,PT03M58.00S,2022-04-04T02:01:10.7Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1628978,,,1610612758,31,51,2022-04-04T02:01:10Z,2640000,,,0,,D. DiVincenzo Free Throw 2 of 2 (2 PTS),[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,Made,,2.0,,,,,,,,,,,,
270,PT03M49.00S,2022-04-04T02:01:21.4Z,2,REGULAR,3pt,Jump Shot,[],203952,71.56701708278581,82.84313725490196,1610612744,31,54,2022-04-04T02:01:28Z,2650000,164.0,215.0,1,right,A. Wiggins 27' 3PT  (11 PTS) (D. Lee 2 AST),"[203952, 1627814]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,27.04,Made,,11.0,D. Lee,1627814.0,2.0,,,,,,,,,
272,PT03M41.00S,2022-04-04T02:01:32.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203110,,,1610612758,31,54,2022-04-04T02:01:52Z,2670000,,,0,,D. Green shooting personal FOUL (2 PF) (Mitchell 2 FT),"[203110, 1630558]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,2003.0,2.0,0.0,Mitchell,1630558.0,,,,,,,,,,,,,,,,
274,PT03M41.00S,2022-04-04T02:02:06.1Z,2,REGULAR,timeout,full,['team'],0,,,1610612758,31,54,2022-04-04T02:02:06Z,2690000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT03M41.00S,2022-04-04T02:02:08.0Z,2,REGULAR,instantreplay,challenge,[],0,,,1610612758,31,54,2022-04-04T02:03:21Z,2700000,,,0,,,[],1610612744.0,GSW,support,,,,,,,,,2003.0,,,,,,,,,,,,,,,,,,,,
276,PT03M41.00S,2022-04-04T02:03:25.6Z,2,REGULAR,substitution,out,[],1630228,,,1610612758,31,54,2022-04-04T02:03:44Z,2710000,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
