actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
97,PT04M36.00S,2022-01-13T03:25:01.5Z,1,REGULAR,rebound,defensive,[],203090,,,1610612758,17,26,2022-01-13T03:25:05Z,940000,,,0,,M. Harkless REBOUND (Off:0 Def:1),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,96.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
98,PT04M26.00S,2022-01-13T03:25:10.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203084,5.601182654402102,44.85294117647059,1610612758,19,26,2022-01-13T03:25:16Z,950000,26.0,0.0,1,left,H. Barnes Layup (5 PTS) (A. Len 1 AST),"[203084, 203458]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,2.57,Made,,,,,,,,,,5.0,A. Len,203458.0,1.0,,,,,,
100,PT04M19.00S,2022-01-13T03:25:21.0Z,1,REGULAR,turnover,out-of-bounds,[],1626169,,,1610612747,19,26,2022-01-13T03:25:28Z,970000,,,0,,S. Johnson lost ball out-of-bounds TURNOVER (1 TO),[1626169],1610612747.0,LAL,lost ball,,,Johnson,S. Johnson,,,,,,,,,,,1204.0,,,,,,,,,,,1.0,,,
101,PT04M19.00S,2022-01-13T03:25:24.0Z,1,REGULAR,substitution,out,[],1628370,,,1610612758,19,26,2022-01-13T03:25:34Z,980000,,,0,,SUB out: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M19.00S,2022-01-13T03:25:24.0Z,1,REGULAR,substitution,in,[],1630559,,,1610612758,19,26,2022-01-13T03:25:34Z,990000,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M06.00S,2022-01-13T03:25:47.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203458,5.863994743758213,55.14705882352941,1610612758,19,26,2022-01-13T03:25:53Z,1000000,-26.0,3.0,1,left,MISS A. Len Layup,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,2.58,Missed,,,,,,,,,,,,,,,,,,,
104,PT04M05.00S,2022-01-13T03:25:49.9Z,1,REGULAR,rebound,offensive,[],1628368,,,1610612758,19,26,2022-01-13T03:25:49Z,1010000,,,0,,D. Fox REBOUND (Off:1 Def:0),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,103.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
105,PT04M05.00S,2022-01-13T03:25:56.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629659,,,1610612758,19,26,2022-01-13T03:26:07Z,1020000,,,0,,T. Horton-Tucker shooting personal FOUL (1 PF) (Fox 2 FT),"[1629659, 1628368]",1610612747.0,LAL,shooting,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,203593.0,1.0,0.0,Fox,1628368.0,,,,,,,,,,
107,PT04M05.00S,2022-01-13T03:26:17.1Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1628368,,,1610612758,20,26,2022-01-13T03:26:17Z,1040000,,,0,,D. Fox Free Throw 1 of 2 (5 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Made,,,,,,,,,,5.0,,,,,,,,,
108,PT04M05.00S,2022-01-13T03:26:21.9Z,1,REGULAR,substitution,out,[],203084,,,1610612758,20,26,2022-01-13T03:26:25Z,1050000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M05.00S,2022-01-13T03:26:21.9Z,1,REGULAR,substitution,in,[],1630558,,,1610612758,20,26,2022-01-13T03:26:25Z,1060000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M05.00S,2022-01-13T03:26:40.5Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1628368,,,1610612758,21,26,2022-01-13T03:26:40Z,1070000,,,0,,D. Fox Free Throw 2 of 2 (6 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Made,,,,,,,,,,6.0,,,,,,,,,
111,PT03M49.00S,2022-01-13T03:27:05.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202340,89.96386333771353,56.86274509803921,1610612747,21,26,2022-01-13T03:27:10Z,1080000,34.0,42.0,1,right,MISS A. Bradley Layup - blocked,"[202340, 203090]",1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,5.41,Missed,,,,,,,,,,,,,,Harkless,203090.0,,,,
112,PT03M49.00S,2022-01-13T03:27:05.2Z,1,REGULAR,block,,[],203090,,,1610612747,21,26,2022-01-13T03:27:08Z,1090000,,,0,,M. Harkless BLOCK (1 BLK),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M49.00S,2022-01-13T03:27:05.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,21,26,2022-01-13T03:27:10Z,1100000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,111.0,,,,,,,,,,,,,,,,,,
114,PT03M49.00S,2022-01-13T03:27:10.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,21,26,2022-01-13T03:27:10Z,1110000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M41.00S,2022-01-13T03:27:36.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],2544,82.21090670170827,76.22549019607843,1610612747,21,28,2022-01-13T03:28:47Z,1120000,131.0,115.0,1,right,L. James 17' turnaround fadeaway Jump Shot (8 PTS),[2544],1610612747.0,LAL,turnaround fadeaway,,,James,L. James,,,,,17.42,Made,,,,,,,,,,8.0,,,,,,,,,
116,PT03M34.00S,2022-01-13T03:27:44.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627741,5.338370565045992,55.14705882352941,1610612758,21,28,2022-01-13T03:27:49Z,1130000,-26.0,-2.0,1,left,MISS B. Hield running Layup,[1627741],1610612758.0,SAC,running,,,Hield,B. Hield,,,,,2.58,Missed,,,,,,,,,,,,,,,,,,,
117,PT03M32.00S,2022-01-13T03:27:46.1Z,1,REGULAR,rebound,defensive,[],1629659,,,1610612747,21,28,2022-01-13T03:27:49Z,1140000,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:1),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,116.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
118,PT03M27.00S,2022-01-13T03:27:54.3Z,1,REGULAR,foul,personal,['2freethrow'],203090,,,1610612747,21,28,2022-01-13T03:28:13Z,1150000,,,0,,M. Harkless shooting personal FOUL (1 PF) (James 2 FT),"[203090, 2544]",1610612758.0,SAC,shooting,,,Harkless,M. Harkless,,,,,,,,,,,203593.0,1.0,0.0,James,2544.0,,,,,,,,,,
120,PT03M27.00S,2022-01-13T03:28:21.4Z,1,REGULAR,freethrow,1 of 2,[],2544,,,1610612747,21,28,2022-01-13T03:28:57Z,1170000,,,0,,MISS L. James Free Throw 1 of 2,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Missed,,,,,,,,,,,,,,,,,,,
121,PT03M27.00S,2022-01-13T03:28:21.4Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612747,21,28,2022-01-13T03:28:57Z,1180000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,120.0,,,,,,,,,,,,,,,,,,
122,PT03M27.00S,2022-01-13T03:28:22.3Z,1,REGULAR,substitution,out,[],1628368,,,1610612747,21,28,2022-01-13T03:28:42Z,1190000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M27.00S,2022-01-13T03:28:22.3Z,1,REGULAR,substitution,out,[],1626169,,,1610612747,21,28,2022-01-13T03:28:42Z,1200000,,,0,,SUB out: S. Johnson,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M27.00S,2022-01-13T03:28:22.3Z,1,REGULAR,substitution,out,[],202340,,,1610612747,21,28,2022-01-13T03:28:42Z,1210000,,,0,,SUB out: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M27.00S,2022-01-13T03:28:22.3Z,1,REGULAR,substitution,in,[],1630169,,,1610612747,21,28,2022-01-13T03:28:42Z,1220000,,,0,,SUB in: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M27.00S,2022-01-13T03:28:22.3Z,1,REGULAR,substitution,in,[],201566,,,1610612747,21,28,2022-01-13T03:28:42Z,1230000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M27.00S,2022-01-13T03:28:22.3Z,1,REGULAR,substitution,in,[],2730,,,1610612747,21,28,2022-01-13T03:28:42Z,1240000,,,0,,SUB in: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M27.00S,2022-01-13T03:28:21.4Z,1,REGULAR,freethrow,2 of 2,[],2544,,,1610612747,21,28,2022-01-13T03:28:57Z,1250000,,,0,,MISS L. James Free Throw 2 of 2,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Missed,,,,,,,,,,,,,,,,,,,
129,PT03M24.00S,2022-01-13T03:28:24.4Z,1,REGULAR,rebound,defensive,[],203090,,,1610612758,21,28,2022-01-13T03:28:57Z,1260000,,,0,,M. Harkless REBOUND (Off:0 Def:2),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,128.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
130,PT03M13.00S,2022-01-13T03:29:07.5Z,1,REGULAR,3pt,Jump Shot,[],203090,7.966491458607096,3.431372549019608,1610612758,21,28,2022-01-13T03:29:11Z,1270000,233.0,22.0,1,left,MISS M. Harkless 3PT,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,23.39,Missed,,,,,,,,,,,,,,,,,,,
131,PT03M10.00S,2022-01-13T03:29:10.5Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,21,28,2022-01-13T03:29:11Z,1280000,,,0,,R. Westbrook REBOUND (Off:1 Def:2),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,130.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
132,PT03M04.00S,2022-01-13T03:29:16.4Z,1,REGULAR,3pt,Jump Shot,[],2544,70.51576872536137,75.98039215686273,1610612747,21,28,2022-01-13T03:29:23Z,1290000,130.0,225.0,1,right,MISS L. James 25' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,25.95,Missed,,,,,,,,,,,,,,,,,,,
133,PT03M01.00S,2022-01-13T03:29:19.4Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612758,21,28,2022-01-13T03:29:23Z,1300000,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,132.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
134,PT02M58.00S,2022-01-13T03:29:25.4Z,1,REGULAR,foul,offensive,[],203458,,,1610612758,21,28,2022-01-13T03:30:00Z,1310000,,,0,,A. Len offensive FOUL (1 PF),"[203458, 1630559]",1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,1204.0,1.0,0.0,Reaves,1630559.0,,,,,,,,,,
136,PT02M58.00S,2022-01-13T03:29:25.4Z,1,REGULAR,turnover,offensive foul,[],203458,,,1610612758,21,28,2022-01-13T03:30:00Z,1330000,,,0,,A. Len offensive foul TURNOVER (1 TO),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,2882.0,,,,,,,,,,,1.0,,,
137,PT02M58.00S,2022-01-13T03:29:43.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,21,28,2022-01-13T03:29:43Z,1340000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M58.00S,2022-01-13T03:31:50.8Z,1,REGULAR,substitution,out,[],2544,,,1610612747,21,28,2022-01-13T03:32:08Z,1350000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M58.00S,2022-01-13T03:31:50.8Z,1,REGULAR,substitution,in,[],2772,,,1610612747,21,28,2022-01-13T03:32:08Z,1360000,,,0,,SUB in: T. Ariza,[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M42.00S,2022-01-13T03:32:37.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629659,86.67871222076215,25.245098039215684,1610612747,21,28,2022-01-13T03:32:44Z,1370000,-124.0,73.0,1,right,MISS T. Horton-Tucker 14' fadeaway Shot,[1629659],1610612747.0,LAL,fadeaway,,,Horton-Tucker,T. Horton-Tucker,,,,,14.36,Missed,,,,,,,,,,,,,,,,,,,
141,PT02M39.00S,2022-01-13T03:32:40.3Z,1,REGULAR,rebound,offensive,[],2730,,,1610612747,21,28,2022-01-13T03:32:40Z,1380000,,,0,,D. Howard REBOUND (Off:1 Def:0),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,140.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
142,PT02M37.00S,2022-01-13T03:32:42.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",2730,92.19776609724047,49.26470588235294,1610612747,21,30,2022-01-13T03:33:14Z,1390000,-4.0,21.0,1,right,D. Howard putback Layup (2 PTS),[2730],1610612747.0,LAL,putback,,,Howard,D. Howard,,,,,2.11,Made,,,,,,,,,,2.0,,,,,,,,,
143,PT02M20.00S,2022-01-13T03:33:00.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",203090,6.521024967148489,41.66666666666667,1610612758,23,30,2022-01-13T03:33:19Z,1400000,42.0,9.0,1,left,M. Harkless driving Layup (2 PTS),[203090],1610612758.0,SAC,driving,,,Harkless,M. Harkless,,,,,4.26,Made,,,,,,,,,,2.0,,,,,,,,,
144,PT02M20.00S,2022-01-13T03:33:06.1Z,1,REGULAR,violation,defensive goaltending,[],2730,,,1610612758,23,30,2022-01-13T03:33:19Z,1410000,,,0,,D. Howard defensive goaltending VIOLATION,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,1204.0,,,,,,,,,,,,,,
145,PT02M03.00S,2022-01-13T03:33:25.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,92.72339027595268,55.14705882352941,1610612747,23,32,2022-01-13T03:33:30Z,1420000,26.0,16.0,1,right,T. Horton-Tucker driving Layup (4 PTS) (T. Ariza 1 AST),"[1629659, 2772]",1610612747.0,LAL,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,3.02,Made,,,,,,,,,,4.0,T. Ariza,2772.0,1.0,,,,,,
147,PT01M51.00S,2022-01-13T03:33:39.0Z,1,REGULAR,turnover,out-of-bounds,[],1630169,,,1610612758,23,32,2022-01-13T03:33:48Z,1440000,,,0,,T. Haliburton bad pass out-of-bounds TURNOVER (1 TO),[1630169],1610612758.0,SAC,bad pass,,,Haliburton,T. Haliburton,,,,,,,,,,,203593.0,,,,,,,,,,,1.0,,,
148,PT01M35.00S,2022-01-13T03:33:57.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201566,93.77463863337714,39.21568627450981,1610612747,23,32,2022-01-13T03:34:03Z,1450000,-54.0,6.0,1,right,MISS R. Westbrook driving Layup - blocked,"[201566, 1630558]",1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,5.42,Missed,,,,,,,,,,,,,,Mitchell,1630558.0,,,,
170,PT01M35.00S,2022-01-13T03:33:57.2Z,1,REGULAR,block,,[],1630558,,,1610612747,23,32,2022-01-13T03:37:13Z,1455000,,,0,,D. Mitchell BLOCK (1 BLK),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M32.00S,2022-01-13T03:34:00.2Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612758,23,32,2022-01-13T03:34:03Z,1460000,,,0,,B. Hield REBOUND (Off:0 Def:2),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,148.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
150,PT01M23.00S,2022-01-13T03:34:10.0Z,1,REGULAR,2pt,Jump Shot,[],1630169,18.873193166885677,17.401960784313726,1610612758,25,32,2022-01-13T03:34:14Z,1470000,163.0,125.0,1,left,T. Haliburton 20' pullup Jump Shot (2 PTS),[1630169],1610612758.0,SAC,pullup,,,Haliburton,T. Haliburton,,,,,20.54,Made,,,,,,,,,,2.0,,,,,,,,,
151,PT00M58.20S,2022-01-13T03:34:35.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2772,92.46057818659659,44.6078431372549,1610612747,25,32,2022-01-13T03:34:41Z,1480000,-27.0,18.0,1,right,MISS T. Ariza driving Layup,[2772],1610612747.0,LAL,driving,,,Ariza,T. Ariza,,,,,3.27,Missed,,,,,,,,,,,,,,,,,,,
152,PT00M56.10S,2022-01-13T03:34:37.8Z,1,REGULAR,rebound,offensive,[],2772,,,1610612747,25,32,2022-01-13T03:41:43Z,1490000,,,0,,T. Ariza REBOUND (Off:2 Def:0),[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,151.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
153,PT00M51.40S,2022-01-13T03:35:12.8Z,1,REGULAR,foul,personal,['2freethrow'],203090,,,1610612747,25,32,2022-01-13T03:49:56Z,1555000,,,0,,M. Harkless shooting personal FOUL (2 PF) (Westbrook 2 FT),"[203090, 201566]",1610612758.0,SAC,shooting,,,Harkless,M. Harkless,,,,,,,,,,,2882.0,2.0,0.0,Westbrook,201566.0,,,,,,,,,,
155,PT00M51.40S,2022-01-13T03:35:15.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],201566,,,1610612747,25,33,2022-01-13T03:48:22Z,1561250,,,0,,R. Westbrook Free Throw 1 of 2 (3 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Made,,,,,,,,,,3.0,,,,,,,,,
159,PT00M51.40S,2022-01-13T03:35:15.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],201566,,,1610612747,25,34,2022-01-13T03:48:22Z,1563125,,,0,,R. Westbrook Free Throw 2 of 2 (4 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Made,,,,,,,,,,4.0,,,,,,,,,
157,PT00M51.40S,2022-01-13T03:35:18.3Z,1,REGULAR,substitution,in,[],1629056,,,1610612758,25,34,2022-01-13T03:48:22Z,1565000,,,0,,SUB in: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M51.40S,2022-01-13T03:35:18.3Z,1,REGULAR,substitution,out,[],203090,,,1610612758,25,34,2022-01-13T03:48:22Z,1567500,,,0,,SUB out: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M40.20S,2022-01-13T03:36:06.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630558,14.668199737187912,61.76470588235294,1610612758,27,34,2022-01-13T03:42:31Z,1570000,-59.0,85.0,1,left,D. Mitchell 10' driving floating Jump Shot (2 PTS),[1630558],1610612758.0,SAC,driving floating,,,Mitchell,D. Mitchell,,,,,10.37,Made,,,,,,,,,,2.0,,,,,,,,,
161,PT00M31.90S,2022-01-13T03:36:16.5Z,1,REGULAR,turnover,bad pass,[],1629659,,,1610612747,27,34,2022-01-13T03:36:20Z,1580000,,,0,,T. Horton-Tucker bad pass TURNOVER (1 TO),"[1629659, 1630558]",1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,1.0,Mitchell,1630558.0,
162,PT00M31.90S,2022-01-13T03:36:16.5Z,1,REGULAR,steal,,[],1630558,,,1610612758,27,34,2022-01-13T03:36:18Z,1590000,,,0,,D. Mitchell STEAL (1 STL),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M22.70S,2022-01-13T03:36:25.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627741,30.305519053876477,73.52941176470588,1610612758,27,34,2022-01-13T03:36:33Z,1610000,-118.0,232.0,1,left,MISS B. Hield 26' running 3PT,[1627741],1610612758.0,SAC,running,,,Hield,B. Hield,,,,,26.05,Missed,,,,,,,,,,,,,,,,,,,
165,PT00M21.00S,2022-01-13T03:36:27.4Z,1,REGULAR,rebound,offensive,[],1630558,,,1610612758,27,34,2022-01-13T03:36:27Z,1620000,,,0,,D. Mitchell REBOUND (Off:1 Def:0),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,164.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
166,PT00M19.90S,2022-01-13T03:36:29.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627741,6.389618922470433,44.85294117647059,1610612758,29,34,2022-01-13T03:36:35Z,1630000,26.0,8.0,1,left,B. Hield driving Layup (2 PTS) (A. Len 2 AST),"[1627741, 203458]",1610612758.0,SAC,driving,,,Hield,B. Hield,,,,,2.68,Made,,,,,,,,,,2.0,A. Len,203458.0,2.0,,,,,,
167,PT00M02.70S,2022-01-13T03:36:48.2Z,1,REGULAR,3pt,Jump Shot,[],201566,65.39093298291722,39.21568627450981,1610612747,29,34,2022-01-13T03:44:22Z,1640000,-54.0,273.0,1,right,MISS R. Westbrook 27' pullup 3PT,[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,27.81,Missed,,,,,,,,,,,,,,,,,,,
168,PT00M02.70S,2022-01-13T03:36:48.2Z,1,REGULAR,rebound,defensive,[],203458,,,1610612758,29,34,2022-01-13T03:37:02Z,1650000,,,0,,A. Len REBOUND (Off:0 Def:1),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,167.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
169,PT00M00.00S,2022-01-13T03:36:57.0Z,1,REGULAR,period,end,[],0,,,1610612758,29,34,2022-01-13T03:36:57Z,1660000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-01-13T03:39:07.4Z,2,REGULAR,substitution,out,['startperiod'],203458,,,1610612758,29,34,2022-01-13T03:39:35Z,1670000,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-01-13T03:39:07.4Z,2,REGULAR,substitution,out,['startperiod'],2730,,,1610612758,29,34,2022-01-13T03:39:35Z,1680000,,,0,,SUB out: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2022-01-13T03:39:07.4Z,2,REGULAR,substitution,in,['startperiod'],1629002,,,1610612758,29,34,2022-01-13T03:39:35Z,1690000,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2022-01-13T03:39:07.4Z,2,REGULAR,substitution,in,['startperiod'],2544,,,1610612758,29,34,2022-01-13T03:39:35Z,1700000,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2022-01-13T03:39:42.0Z,2,REGULAR,period,start,[],0,,,1610612758,29,34,2022-01-13T03:39:42Z,1710000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT11M47.00S,2022-01-13T03:39:54.3Z,2,REGULAR,3pt,Jump Shot,[],1629056,6.783837056504599,95.58823529411765,1610612758,32,34,2022-01-13T03:39:58Z,1720000,-228.0,11.0,1,left,T. Davis 3PT  (3 PTS) (T. Haliburton 5 AST),"[1629056, 1630169]",1610612758.0,SAC,,,,Davis,T. Davis,,,,,22.82,Made,,,,,,,,,,3.0,T. Haliburton,1630169.0,5.0,,,,,,
178,PT11M29.00S,2022-01-13T03:40:11.9Z,2,REGULAR,3pt,Jump Shot,[],1629659,92.9862023653088,3.1862745098039214,1610612747,32,34,2022-01-13T03:40:16Z,1740000,-234.0,13.0,1,right,MISS T. Horton-Tucker 3PT,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,23.45,Missed,,,,,,,,,,,,,,,,,,,
179,PT11M26.00S,2022-01-13T03:40:14.9Z,2,REGULAR,rebound,defensive,[],1630558,,,1610612758,32,34,2022-01-13T03:40:16Z,1750000,,,0,,D. Mitchell REBOUND (Off:1 Def:1),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,178.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
180,PT11M16.00S,2022-01-13T03:40:24.1Z,2,REGULAR,3pt,Jump Shot,[],1630558,25.837713534822605,81.86274509803921,1610612758,32,34,2022-01-13T03:40:28Z,1760000,-159.0,190.0,1,left,MISS D. Mitchell 24' 3PT,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,24.83,Missed,,,,,,,,,,,,,,,,,,,
181,PT11M13.00S,2022-01-13T03:40:27.1Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,32,34,2022-01-13T03:40:28Z,1770000,,,0,,L. James REBOUND (Off:0 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,180.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
182,PT10M56.00S,2022-01-13T03:40:44.7Z,2,REGULAR,3pt,Jump Shot,[],1630559,69.07030223390277,34.55882352941176,1610612747,32,34,2022-01-13T03:40:49Z,1780000,-77.0,238.0,1,right,MISS A. Reaves 25' 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,25.04,Missed,,,,,,,,,,,,,,,,,,,
