actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
91,PT06M27.00S,2022-01-20T03:24:32.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630595,,,1610612758,11,11,2022-01-20T03:24:49Z,910000,,,0,,C. Cunningham shooting personal FOUL (2 PF) (Barnes 2 FT),"[1630595, 203084]",1610612765.0,DET,shooting,,,Cunningham,C. Cunningham,,,,,,,,,,,1193.0,,2.0,0.0,Barnes,203084.0,,,,,,,,,
93,PT06M27.00S,2022-01-20T03:24:54.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203084,,,1610612758,12,11,2022-01-20T03:24:54Z,930000,,,0,,H. Barnes Free Throw 1 of 2 (3 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,,,,,,,,,,,3.0,,,,,,,,
94,PT06M27.00S,2022-01-20T03:24:57.3Z,1,REGULAR,substitution,out,[],1630595,,,1610612758,12,11,2022-01-20T03:25:09Z,940000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT06M27.00S,2022-01-20T03:24:57.3Z,1,REGULAR,substitution,in,[],203585,,,1610612758,12,11,2022-01-20T03:25:09Z,950000,,,0,,SUB in: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT06M27.00S,2022-01-20T03:25:29.4Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203084,,,1610612758,13,11,2022-01-20T03:25:29Z,960000,,,0,,H. Barnes Free Throw 2 of 2 (4 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,,,,,,,,,,,4.0,,,,,,,,
97,PT06M07.00S,2022-01-20T03:25:52.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203585,85.75886990801577,48.529411764705884,1610612765,13,13,2022-01-20T03:25:58Z,970000,-7.0,81.0,1,right,R. McGruder 8' pullup Jump Shot (2 PTS) (S. Bey 2 AST),"[203585, 1630180]",1610612765.0,DET,pullup,,,McGruder,R. McGruder,,,,,8.17,Made,,,,,,,,,,,2.0,S. Bey,1630180.0,2.0,,,,,
99,PT05M59.00S,2022-01-20T03:26:00.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1628368,19.267411300919843,42.8921568627451,1610612758,15,13,2022-01-20T03:26:06Z,990000,36.0,129.0,1,left,D. Fox 13' pullup Jump Shot (6 PTS),[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,13.34,Made,,,,,,,,,,,6.0,,,,,,,,
100,PT05M44.00S,2022-01-20T03:26:17.1Z,1,REGULAR,foul,personal,['2freethrow'],1627745,,,1610612765,15,13,2022-01-20T03:26:38Z,1000000,,,0,,D. Jones shooting personal FOUL (1 PF) (Diallo 2 FT),"[1627745, 1628977]",1610612758.0,SAC,shooting,,,Jones,D. Jones,,,,,,,,,,,101284.0,,1.0,0.0,Diallo,1628977.0,,,,,,,,,
102,PT05M44.00S,2022-01-20T03:26:54.3Z,1,REGULAR,freethrow,1 of 2,[],1628977,,,1610612765,15,14,2022-01-20T03:26:54Z,1020000,,,0,,H. Diallo Free Throw 1 of 2 (1 PTS),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,Made,,,,,,,,,,,1.0,,,,,,,,
103,PT05M44.00S,2022-01-20T03:26:55.1Z,1,REGULAR,substitution,out,[],1628963,,,1610612765,15,14,2022-01-20T03:27:06Z,1030000,,,0,,SUB out: M. Bagley III,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT05M44.00S,2022-01-20T03:26:55.1Z,1,REGULAR,substitution,out,[],1630191,,,1610612765,15,14,2022-01-20T03:27:06Z,1040000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT05M44.00S,2022-01-20T03:26:55.1Z,1,REGULAR,substitution,in,[],1629002,,,1610612765,15,14,2022-01-20T03:27:06Z,1050000,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT05M44.00S,2022-01-20T03:26:55.1Z,1,REGULAR,substitution,in,[],203482,,,1610612765,15,14,2022-01-20T03:27:06Z,1060000,,,0,,SUB in: K. Olynyk,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT05M44.00S,2022-01-20T03:26:54.3Z,1,REGULAR,freethrow,2 of 2,[],1628977,,,1610612765,15,14,2022-01-20T03:27:28Z,1070000,,,0,,MISS H. Diallo Free Throw 2 of 2,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
108,PT05M41.00S,2022-01-20T03:26:57.3Z,1,REGULAR,rebound,defensive,[],1629002,,,1610612758,15,14,2022-01-20T03:27:28Z,1080000,,,0,,C. Metu REBOUND (Off:0 Def:1),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,107.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
109,PT05M22.00S,2022-01-20T03:27:45.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,14.799605781865965,46.81372549019608,1610612758,15,14,2022-01-20T03:27:54Z,1090000,16.0,87.0,1,left,MISS D. Fox 8' fadeaway Shot,[1628368],1610612758.0,SAC,fadeaway,,,Fox,D. Fox,,,,,8.8,Missed,,,,,,,,,,,,,,,,,,,
110,PT05M19.00S,2022-01-20T03:27:48.9Z,1,REGULAR,rebound,defensive,[],203482,,,1610612765,15,14,2022-01-20T03:27:54Z,1100000,,,0,,K. Olynyk REBOUND (Off:0 Def:1),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,109.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
111,PT05M12.00S,2022-01-20T03:27:56.1Z,1,REGULAR,3pt,Jump Shot,[],202709,68.9388961892247,31.61764705882353,1610612765,15,14,2022-01-20T03:28:01Z,1110000,-92.0,239.0,1,right,MISS C. Joseph 25' 3PT,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,25.65,Missed,,,,,,,,,,,,,,,,,,,
112,PT05M08.00S,2022-01-20T03:28:00.1Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,15,14,2022-01-20T03:28:01Z,1120000,,,0,,H. Barnes REBOUND (Off:0 Def:2),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,111.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
113,PT05M00.00S,2022-01-20T03:28:08.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203084,5.995400788436268,35.294117647058826,1610612758,15,14,2022-01-20T03:28:13Z,1130000,74.0,4.0,1,left,MISS H. Barnes 7' driving Hook,[203084],1610612758.0,SAC,driving,,,Barnes,H. Barnes,,,,,7.36,Missed,,,,,,,,,,,,,,,,,,,
114,PT04M57.00S,2022-01-20T03:28:11.0Z,1,REGULAR,rebound,defensive,[],1628977,,,1610612765,15,14,2022-01-20T03:28:13Z,1140000,,,0,,H. Diallo REBOUND (Off:0 Def:3),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,113.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
115,PT04M50.00S,2022-01-20T03:28:18.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628977,94.03745072273325,45.588235294117645,1610612765,15,16,2022-01-20T03:28:24Z,1150000,-22.0,4.0,1,right,H. Diallo driving reverse Layup (3 PTS),[1628977],1610612765.0,DET,driving reverse,,,Diallo,H. Diallo,,,,,2.24,Made,,,,,,,,,,,3.0,,,,,,,,
116,PT04M43.00S,2022-01-20T03:28:25.7Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1628368,7.178055190538765,59.31372549019608,1610612758,17,16,2022-01-20T03:28:55Z,1160000,-47.0,15.0,1,left,D. Fox Jump Shot (8 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,4.9,Made,,,,,,,,,,,8.0,,,,,,,,
117,PT04M43.00S,2022-01-20T03:28:29.0Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203482,,,1610612758,17,16,2022-01-20T03:28:47Z,1170000,,,0,,K. Olynyk shooting personal FOUL (1 PF) (Fox 1 FT),"[203482, 1628368]",1610612765.0,DET,shooting,,,Olynyk,K. Olynyk,,,,,,,,,,,101284.0,,1.0,0.0,Fox,1628368.0,,,,,,,,,
119,PT04M43.00S,2022-01-20T03:28:39.5Z,1,REGULAR,substitution,out,[],1630180,,,1610612758,17,16,2022-01-20T03:28:46Z,1190000,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT04M43.00S,2022-01-20T03:28:39.5Z,1,REGULAR,substitution,in,[],1626168,,,1610612758,17,16,2022-01-20T03:28:46Z,1200000,,,0,,SUB in: T. Lyles,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT04M43.00S,2022-01-20T03:28:56.9Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1628368,,,1610612758,18,16,2022-01-20T03:28:56Z,1210000,,,0,,D. Fox Free Throw 1 of 1 (9 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Made,,,,,,,,,,,9.0,,,,,,,,
122,PT04M30.00S,2022-01-20T03:29:12.1Z,1,REGULAR,3pt,Jump Shot,[],203585,74.58935611038108,15.441176470588236,1610612765,18,19,2022-01-20T03:29:17Z,1220000,-173.0,186.0,1,right,R. McGruder 25' 3PT  (5 PTS) (K. Olynyk 1 AST),"[203585, 203482]",1610612765.0,DET,,,,McGruder,R. McGruder,,,,,25.42,Made,,,,,,,,,,,5.0,K. Olynyk,203482.0,1.0,,,,,
124,PT04M04.00S,2022-01-20T03:29:38.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627745,6.783837056504599,49.26470588235294,1610612758,20,19,2022-01-20T03:29:43Z,1240000,4.0,11.0,1,left,D. Jones cutting DUNK (2 PTS) (B. Hield 1 AST),"[1627745, 1627741]",1610612758.0,SAC,cutting,,,Jones,D. Jones,,,,,1.19,Made,,,,,,,,,,,2.0,B. Hield,1627741.0,1.0,,,,,
126,PT03M49.00S,2022-01-20T03:29:52.5Z,1,REGULAR,3pt,Jump Shot,[],1626168,72.7496714848883,17.647058823529413,1610612765,20,22,2022-01-20T03:29:59Z,1260000,-162.0,204.0,1,right,T. Lyles 26' 3PT  (3 PTS) (C. Joseph 2 AST),"[1626168, 202709]",1610612765.0,DET,,,,Lyles,T. Lyles,,,,,26.01,Made,,,,,,,,,,,3.0,C. Joseph,202709.0,2.0,,,,,
128,PT03M33.00S,2022-01-20T03:30:08.6Z,1,REGULAR,2pt,Jump Shot,[],1627745,21.76412614980289,28.676470588235293,1610612758,20,22,2022-01-20T03:30:13Z,1280000,107.0,152.0,1,left,MISS D. Jones 18' Jump Shot,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,18.57,Missed,,,,,,,,,,,,,,,,,,,
129,PT03M30.00S,2022-01-20T03:30:11.6Z,1,REGULAR,rebound,defensive,[],202709,,,1610612765,20,22,2022-01-20T03:30:13Z,1290000,,,0,,C. Joseph REBOUND (Off:0 Def:1),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,128.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
130,PT03M17.00S,2022-01-20T03:30:24.8Z,1,REGULAR,turnover,bad pass,[],202709,,,1610612765,20,22,2022-01-20T03:30:28Z,1300000,,,0,,C. Joseph bad pass TURNOVER (1 TO),"[202709, 1627745]",1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,1.0,,,,,,,,,Jones,1627745.0,,,
131,PT03M17.00S,2022-01-20T03:30:24.8Z,1,REGULAR,steal,,[],1627745,,,1610612758,20,22,2022-01-20T03:30:26Z,1310000,,,0,,D. Jones STEAL (1 STL),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT03M12.00S,2022-01-20T03:30:29.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627741,26.888961892247043,10.049019607843137,1610612758,20,22,2022-01-20T03:30:37Z,1320000,200.0,200.0,1,left,MISS B. Hield 28' running 3PT,[1627741],1610612758.0,SAC,running,,,Hield,B. Hield,,,,,28.29,Missed,,,,,,,,,,,,,,,,,,,
133,PT03M09.00S,2022-01-20T03:30:32.3Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612765,20,22,2022-01-20T03:30:37Z,1330000,,,0,,T. Lyles REBOUND (Off:0 Def:1),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,132.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
134,PT03M03.00S,2022-01-20T03:30:38.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203482,74.32654402102497,16.42156862745098,1610612765,20,22,2022-01-20T03:30:45Z,1340000,-168.0,189.0,1,right,MISS K. Olynyk 25' running 3PT,[203482],1610612765.0,DET,running,,,Olynyk,K. Olynyk,,,,,25.27,Missed,,,,,,,,,,,,,,,,,,,
135,PT03M00.00S,2022-01-20T03:30:41.7Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,20,22,2022-01-20T03:30:45Z,1350000,,,0,,D. Fox REBOUND (Off:0 Def:2),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,134.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
145,PT02M54.00S,2022-01-20T03:30:43.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,10.463206307490145,57.59803921568627,1610612758,20,22,2022-01-20T03:32:32Z,1355000,-38.0,46.0,1,left,MISS D. Fox driving Layup - blocked,"[1628368, 202709]",1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,5.96,Missed,,,,,,,,,,,,,,,,,Joseph,202709.0,
146,PT02M54.00S,2022-01-20T03:30:43.1Z,1,REGULAR,block,,[],202709,,,1610612758,20,22,2022-01-20T03:32:32Z,1357500,,,0,,C. Joseph BLOCK (1 BLK),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M54.00S,2022-01-20T03:30:43.1Z,1,REGULAR,rebound,defensive,[],202709,,,1610612765,20,22,2022-01-20T03:32:32Z,1358750,,,0,,C. Joseph REBOUND (Off:0 Def:2),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,145.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
138,PT02M48.00S,2022-01-20T03:30:53.9Z,1,REGULAR,3pt,Jump Shot,[],1626168,93.77463863337714,3.431372549019608,1610612765,20,22,2022-01-20T03:32:35Z,1380000,-233.0,6.0,1,right,MISS T. Lyles 3PT,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,23.29,Missed,,,,,,,,,,,,,,,,,,,
139,PT02M43.00S,2022-01-20T03:30:58.9Z,1,REGULAR,rebound,offensive,[],203585,,,1610612765,20,22,2022-01-20T03:30:58Z,1390000,,,0,,R. McGruder REBOUND (Off:1 Def:0),[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,138.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
140,PT02M39.00S,2022-01-20T03:31:02.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202709,76.03482260183968,12.009803921568627,1610612765,20,25,2022-01-20T03:32:35Z,1400000,-190.0,173.0,1,right,C. Joseph 25' 3PT  (5 PTS) (R. McGruder 1 AST),"[202709, 203585]",1610612765.0,DET,,,,Joseph,C. Joseph,,,,,25.68,Made,,,,,,,,,,,5.0,R. McGruder,203585.0,1.0,,,,,
142,PT02M26.00S,2022-01-20T03:31:18.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628977,,,1610612758,20,25,2022-01-20T03:31:29Z,1420000,,,0,,H. Diallo personal FOUL (2 PF) (Barnes 2 FT),"[1628977, 203084]",1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,1198.0,,2.0,0.0,Barnes,203084.0,,,,,,,,,
144,PT02M26.00S,2022-01-20T03:31:33.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,20,25,2022-01-20T03:31:33Z,1440000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT02M26.00S,2022-01-20T03:31:35.0Z,1,REGULAR,substitution,out,[],1628368,,,1610612758,20,25,2022-01-20T03:34:10Z,1450000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT02M26.00S,2022-01-20T03:31:35.0Z,1,REGULAR,substitution,out,[],1628977,,,1610612758,20,25,2022-01-20T03:34:10Z,1460000,,,0,,SUB out: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT02M26.00S,2022-01-20T03:31:35.0Z,1,REGULAR,substitution,in,[],1630558,,,1610612758,20,25,2022-01-20T03:34:10Z,1470000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT02M26.00S,2022-01-20T03:31:35.0Z,1,REGULAR,substitution,in,[],1628367,,,1610612758,20,25,2022-01-20T03:34:10Z,1480000,,,0,,SUB in: J. Jackson,[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT02M26.00S,2022-01-20T03:34:33.8Z,1,REGULAR,freethrow,1 of 2,[],203084,,,1610612758,21,25,2022-01-20T03:34:33Z,1490000,,,0,,H. Barnes Free Throw 1 of 2 (5 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,,,,,,,,,,,5.0,,,,,,,,
153,PT02M26.00S,2022-01-20T03:34:47.6Z,1,REGULAR,freethrow,2 of 2,[],203084,,,1610612758,22,25,2022-01-20T03:34:47Z,1500000,,,0,,H. Barnes Free Throw 2 of 2 (6 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,,,,,,,,,,,6.0,,,,,,,,
154,PT02M05.00S,2022-01-20T03:35:12.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203084,,,1610612765,22,25,2022-01-20T03:35:27Z,1510000,,,0,,H. Barnes shooting personal FOUL (1 PF) (Olynyk 2 FT),"[203084, 203482]",1610612758.0,SAC,shooting,,,Barnes,H. Barnes,,,,,,,,,,,1193.0,,1.0,0.0,Olynyk,203482.0,,,,,,,,,
156,PT02M05.00S,2022-01-20T03:35:32.0Z,1,REGULAR,freethrow,1 of 2,[],203482,,,1610612765,22,26,2022-01-20T03:35:32Z,1530000,,,0,,K. Olynyk Free Throw 1 of 2 (1 PTS),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,Made,,,,,,,,,,,1.0,,,,,,,,
157,PT02M05.00S,2022-01-20T03:35:45.2Z,1,REGULAR,freethrow,2 of 2,[],203482,,,1610612765,22,27,2022-01-20T03:35:45Z,1540000,,,0,,K. Olynyk Free Throw 2 of 2 (2 PTS),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,Made,,,,,,,,,,,2.0,,,,,,,,
158,PT01M56.00S,2022-01-20T03:35:56.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203084,5.995400788436268,52.94117647058824,1610612758,24,27,2022-01-20T03:36:46Z,1550000,-15.0,4.0,1,left,H. Barnes driving reverse Layup (8 PTS),[203084],1610612758.0,SAC,driving reverse,,,Barnes,H. Barnes,,,,,1.52,Made,,,,,,,,,,,8.0,,,,,,,,
159,PT01M45.00S,2022-01-20T03:36:06.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202709,93.24901445466492,57.107843137254896,1610612765,24,27,2022-01-20T03:36:14Z,1560000,36.0,11.0,1,right,MISS C. Joseph reverse Layup - blocked,"[202709, 1630558]",1610612765.0,DET,reverse,,,Joseph,C. Joseph,,,,,3.72,Missed,,,,,,,,,,,,,,,,,Mitchell,1630558.0,
163,PT01M45.00S,2022-01-20T03:36:06.3Z,1,REGULAR,block,,[],1630558,,,1610612765,24,27,2022-01-20T03:36:14Z,1565000,,,0,,D. Mitchell BLOCK (1 BLK),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT01M42.00S,2022-01-20T03:36:09.3Z,1,REGULAR,rebound,offensive,[],202709,,,1610612765,24,27,2022-01-20T03:36:14Z,1570000,,,0,,C. Joseph REBOUND (Off:1 Def:2),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,159.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
161,PT01M41.00S,2022-01-20T03:36:10.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1626168,94.03745072273325,33.82352941176471,1610612765,24,29,2022-01-20T03:36:20Z,1580000,-81.0,4.0,1,right,T. Lyles 8' floating Jump Shot (5 PTS) (C. Joseph 3 AST),"[1626168, 202709]",1610612765.0,DET,floating,,,Lyles,T. Lyles,,,,,8.1,Made,,,,,,,,,,,5.0,C. Joseph,202709.0,3.0,,,,,
164,PT01M30.00S,2022-01-20T03:36:20.8Z,1,REGULAR,3pt,Jump Shot,[],1630558,27.020367936925098,18.137254901960784,1610612758,24,29,2022-01-20T03:36:26Z,1600000,159.0,201.0,1,left,MISS D. Mitchell 25' 3PT,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,25.69,Missed,,,,,,,,,,,,,,,,,,,
165,PT01M26.00S,2022-01-20T03:36:24.8Z,1,REGULAR,rebound,defensive,[],202709,,,1610612765,24,29,2022-01-20T03:36:26Z,1610000,,,0,,C. Joseph REBOUND (Off:1 Def:3),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,164.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
166,PT01M15.00S,2022-01-20T03:36:36.1Z,1,REGULAR,3pt,Jump Shot,[],203585,92.59198423127464,2.941176470588235,1610612765,24,29,2022-01-20T03:36:44Z,1620000,-235.0,17.0,1,right,MISS R. McGruder 3PT,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,23.59,Missed,,,,,,,,,,,,,,,,,,,
167,PT01M11.00S,2022-01-20T03:36:40.1Z,1,REGULAR,rebound,defensive,[],1629002,,,1610612758,24,29,2022-01-20T03:36:44Z,1630000,,,0,,C. Metu REBOUND (Off:0 Def:2),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,166.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
168,PT01M04.00S,2022-01-20T03:36:48.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627745,5.863994743758213,48.529411764705884,1610612758,26,29,2022-01-20T03:36:53Z,1640000,7.0,3.0,1,left,D. Jones reverse DUNK (4 PTS) (D. Mitchell 1 AST),"[1627745, 1630558]",1610612758.0,SAC,reverse,,,Jones,D. Jones,,,,,0.78,Made,,,,,,,,,,,4.0,D. Mitchell,1630558.0,1.0,,,,,
170,PT00M46.50S,2022-01-20T03:37:05.9Z,1,REGULAR,2pt,Jump Shot,[],203482,79.188567674113,73.2843137254902,1610612765,26,29,2022-01-20T03:37:11Z,1660000,116.0,143.0,1,right,MISS K. Olynyk 18' Jump Shot,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,18.45,Missed,,,,,,,,,,,,,,,,,,,
171,PT00M45.00S,2022-01-20T03:37:07.4Z,1,REGULAR,rebound,offensive,[],203585,,,1610612765,26,29,2022-01-20T03:37:11Z,1670000,,,0,,R. McGruder REBOUND (Off:2 Def:0),[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,170.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
172,PT00M44.80S,2022-01-20T03:37:10.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203585,93.11760840998686,46.32352941176471,1610612765,26,31,2022-01-20T03:41:50Z,1680000,-18.0,12.0,1,right,R. McGruder putback Layup (7 PTS),[203585],1610612765.0,DET,putback,,,McGruder,R. McGruder,,,,,2.21,Made,,,,,,,,,,,7.0,,,,,,,,
173,PT00M35.50S,2022-01-20T03:37:21.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203482,,,1610612758,26,31,2022-01-20T03:37:43Z,1690000,,,0,,K. Olynyk shooting personal FOUL (2 PF) (Mitchell 2 FT),"[203482, 1630558]",1610612765.0,DET,shooting,,,Olynyk,K. Olynyk,,,,,,,,,,,101284.0,,2.0,0.0,Mitchell,1630558.0,,,,,,,,,
175,PT00M35.50S,2022-01-20T03:37:50.4Z,1,REGULAR,freethrow,1 of 2,[],1630558,,,1610612758,26,31,2022-01-20T03:38:24Z,1710000,,,0,,MISS D. Mitchell Free Throw 1 of 2,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,Missed,,,,,,,,,,,,,,,,,,,
176,PT00M35.50S,2022-01-20T03:37:50.4Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612758,26,31,2022-01-20T03:38:24Z,1720000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,175.0,,,,,,,,,,,,,,,,,,
177,PT00M35.50S,2022-01-20T03:37:52.4Z,1,REGULAR,substitution,out,[],203084,,,1610612758,26,31,2022-01-20T03:38:01Z,1730000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT00M35.50S,2022-01-20T03:37:52.4Z,1,REGULAR,substitution,out,[],202709,,,1610612758,26,31,2022-01-20T03:38:01Z,1740000,,,0,,SUB out: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT00M35.50S,2022-01-20T03:37:52.4Z,1,REGULAR,substitution,in,[],1629056,,,1610612758,26,31,2022-01-20T03:38:01Z,1750000,,,0,,SUB in: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT00M35.50S,2022-01-20T03:37:52.4Z,1,REGULAR,substitution,in,[],1630240,,,1610612758,26,31,2022-01-20T03:38:01Z,1760000,,,0,,SUB in: S. Lee,[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
