actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
88,PT05M32.00S,2022-02-09T03:24:27.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626157,78.66294349540078,8.823529411764707,1610612750,15,14,2022-02-09T03:24:35Z,860000,-206.0,148.0,1,right,MISS K. Towns 25' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,25.36,Missed,,,,,,,,,,,,,,,,,,
89,PT05M30.00S,2022-02-09T03:24:29.9Z,1,REGULAR,rebound,defensive,[],1630558,,,1610612758,15,14,2022-02-09T03:24:29Z,870000,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,88.0,1.0,1.0,0.0,,,,,,,,,,,,,,
90,PT05M25.00S,2022-02-09T03:24:36.0Z,1,REGULAR,turnover,out-of-bounds,[],1630558,,,1610612758,15,14,2022-02-09T03:24:45Z,880000,,,0,,D. Mitchell bad pass out-of-bounds TURNOVER (3 TO),[1630558],1610612758.0,SAC,bad pass,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,202035.0,3.0,,,,,,,,
91,PT05M25.00S,2022-02-09T03:24:39.0Z,1,REGULAR,substitution,out,[],1628368,,,1610612750,15,14,2022-02-09T03:25:05Z,890000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M25.00S,2022-02-09T03:24:39.0Z,1,REGULAR,substitution,in,[],1630186,,,1610612750,15,14,2022-02-09T03:25:05Z,900000,,,0,,SUB in: J. Ramsey,[1630186],1610612758.0,SAC,,,,Ramsey,J. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,
176,PT05M25.00S,2022-02-09T03:24:39.0Z,1,REGULAR,substitution,out,[],1629020,,,1610612750,15,14,2022-02-09T03:37:46Z,905000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,
177,PT05M25.00S,2022-02-09T03:24:39.0Z,1,REGULAR,substitution,in,[],1630183,,,1610612750,15,14,2022-02-09T03:37:46Z,907500,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M10.00S,2022-02-09T03:25:16.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630183,86.02168199737189,35.294117647058826,1610612750,15,16,2022-02-09T03:25:27Z,910000,-74.0,79.0,1,right,J. McDaniels 10' DUNK (2 PTS) (K. Towns 2 AST),"[1630183, 1626157]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,10.78,Made,,,,,2.0,K. Towns,1626157.0,2.0,,,,,,,,,,
95,PT04M56.00S,2022-02-09T03:25:29.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627745,8.360709592641262,49.754901960784316,1610612758,17,16,2022-02-09T03:25:37Z,930000,1.0,26.0,1,left,D. Jones Jump Shot (6 PTS) (D. Mitchell 2 AST),"[1627745, 1630558]",1610612758.0,SAC,,,,Jones,D. Jones,,,,,2.61,Made,,,,,6.0,D. Mitchell,1630558.0,2.0,,,,,,,,,,
99,PT04M47.00S,2022-02-09T03:25:39.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201976,92.46057818659659,54.166666666666664,1610612750,17,16,2022-02-09T03:35:31Z,970000,21.0,18.0,1,right,MISS P. Beverley Jump Shot,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,2.78,Missed,,,,,,,,,,,,,,,,,,
100,PT04M39.00S,2022-02-09T03:25:47.6Z,1,REGULAR,rebound,defensive,[],1627745,,,1610612758,17,16,2022-02-09T03:26:04Z,980000,,,0,,D. Jones REBOUND (Off:0 Def:2),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,99.0,2.0,2.0,0.0,,,,,,,,,,,,,,
101,PT04M37.00S,2022-02-09T03:25:49.9Z,1,REGULAR,3pt,Jump Shot,[],1630558,26.757555847568987,18.137254901960784,1610612758,17,16,2022-02-09T03:26:07Z,990000,159.0,199.0,1,left,MISS D. Mitchell 25' 3PT,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,25.49,Missed,,,,,,,,,,,,,,,,,,
102,PT04M32.00S,2022-02-09T03:25:54.8Z,1,REGULAR,rebound,offensive,[],203084,,,1610612758,17,16,2022-02-09T03:25:54Z,1000000,,,0,,H. Barnes REBOUND (Off:1 Def:2),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,101.0,3.0,2.0,1.0,,,,,,,,,,,,,,
103,PT04M28.00S,2022-02-09T03:25:58.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630186,26.231931668856767,77.69607843137256,1610612758,17,16,2022-02-09T03:26:12Z,1010000,-138.0,194.0,1,left,MISS J. Ramsey 3PT,[1630186],1610612758.0,SAC,,,,Ramsey,J. Ramsey,,,,,23.84,Missed,,,,,,,,,,,,,,,,,,
104,PT04M26.00S,2022-02-09T03:26:00.8Z,1,REGULAR,rebound,defensive,[],1627736,,,1610612750,17,16,2022-02-09T03:26:00Z,1020000,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,103.0,1.0,1.0,0.0,,,,,,,,,,,,,,
105,PT04M19.00S,2022-02-09T03:26:07.5Z,1,REGULAR,3pt,Jump Shot,[],1630183,92.72339027595268,2.941176470588235,1610612750,17,19,2022-02-09T03:26:31Z,1030000,-235.0,16.0,1,right,J. McDaniels 3PT  (5 PTS) (K. Towns 3 AST),"[1630183, 1626157]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,23.58,Made,,,,,5.0,K. Towns,1626157.0,3.0,,,,,,,,,,
109,PT03M56.00S,2022-02-09T03:26:30.9Z,1,REGULAR,2pt,Jump Shot,[],1627745,14.14257555847569,80.88235294117648,1610612758,19,19,2022-02-09T03:26:44Z,1070000,-154.0,80.0,1,left,D. Jones 17' Jump Shot (8 PTS) (J. Ramsey 1 AST),"[1627745, 1630186]",1610612758.0,SAC,,,,Jones,D. Jones,,,,,17.41,Made,,,,,8.0,J. Ramsey,1630186.0,1.0,,,,,,,,,,
111,PT03M45.00S,2022-02-09T03:26:41.3Z,1,REGULAR,2pt,Layup,[],201976,91.5407358738502,65.93137254901961,1610612750,19,19,2022-02-09T03:26:47Z,1090000,80.0,27.0,1,right,MISS P. Beverley 8' driving Layup - blocked,"[201976, 1627745]",1610612750.0,MIN,driving,,,Beverley,P. Beverley,,,,,8.41,Missed,,,,,,,,,,,,,,,Jones,1627745.0,,
184,PT03M45.00S,2022-02-09T03:26:41.3Z,1,REGULAR,block,,[],1627745,,,1610612750,19,19,2022-02-09T03:39:59Z,1095000,,,0,,D. Jones BLOCK (2 BLK),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M45.00S,2022-02-09T03:26:41.3Z,1,REGULAR,rebound,defensive,[],1630186,,,1610612758,19,19,2022-02-09T03:26:47Z,1100000,,,0,,J. Ramsey REBOUND (Off:0 Def:1),[1630186],1610612758.0,SAC,,,,Ramsey,J. Ramsey,,,,,,,111.0,1.0,1.0,0.0,,,,,,,,,,,,,,
113,PT03M37.00S,2022-02-09T03:26:49.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203090,6.521024967148489,44.6078431372549,1610612758,21,19,2022-02-09T03:27:03Z,1110000,27.0,9.0,1,left,M. Harkless running Layup (6 PTS) (D. Jones 2 AST),"[203090, 1627745]",1610612758.0,SAC,running,,,Harkless,M. Harkless,,,,,2.84,Made,,,,,6.0,D. Jones,1627745.0,2.0,,,,,,,,,,
115,PT03M23.00S,2022-02-09T03:27:04.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,93.51182654402102,55.14705882352941,1610612750,21,21,2022-02-09T03:27:19Z,1130000,26.0,8.0,1,right,K. Towns driving Layup (9 PTS),[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,2.71,Made,,,,,9.0,,,,,,,,,,,,,
116,PT03M23.00S,2022-02-09T03:27:09.0Z,1,REGULAR,foul,personal,['1freethrow'],1627745,,,1610612750,21,21,2022-02-09T03:27:50Z,1140000,,,0,,D. Jones shooting personal FOUL (2 PF) (Towns 1 FT),"[1627745, 1626157]",1610612758.0,SAC,shooting,,,Jones,D. Jones,,,,,,,,,,,,,,,202041.0,,2.0,0.0,Towns,1626157.0,,,,
118,PT03M23.00S,2022-02-09T03:27:21.4Z,1,REGULAR,substitution,out,[],203090,,,1610612750,21,21,2022-02-09T03:28:27Z,1160000,,,0,,SUB out: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M23.00S,2022-02-09T03:27:21.4Z,1,REGULAR,substitution,out,[],1627745,,,1610612750,21,21,2022-02-09T03:28:27Z,1170000,,,0,,SUB out: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M23.00S,2022-02-09T03:27:21.4Z,1,REGULAR,substitution,out,[],1630162,,,1610612750,21,21,2022-02-09T03:28:27Z,1180000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M23.00S,2022-02-09T03:27:21.4Z,1,REGULAR,substitution,out,[],201976,,,1610612750,21,21,2022-02-09T03:28:27Z,1190000,,,0,,SUB out: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M23.00S,2022-02-09T03:27:21.4Z,1,REGULAR,substitution,in,[],1629002,,,1610612750,21,21,2022-02-09T03:28:27Z,1200000,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M23.00S,2022-02-09T03:27:21.4Z,1,REGULAR,substitution,in,[],203458,,,1610612750,21,21,2022-02-09T03:28:27Z,1210000,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M23.00S,2022-02-09T03:27:21.4Z,1,REGULAR,substitution,in,[],1627752,,,1610612750,21,21,2022-02-09T03:28:27Z,1220000,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M23.00S,2022-02-09T03:27:21.4Z,1,REGULAR,substitution,in,[],1629162,,,1610612750,21,21,2022-02-09T03:28:27Z,1230000,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M23.00S,2022-02-09T03:27:50.8Z,1,REGULAR,freethrow,1 of 1,[],1626157,,,1610612750,21,22,2022-02-09T03:27:50Z,1240000,,,0,,K. Towns Free Throw 1 of 1 (10 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
127,PT03M10.00S,2022-02-09T03:28:04.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203084,5.863994743758213,54.90196078431373,1610612758,23,22,2022-02-09T03:28:11Z,1250000,-25.0,3.0,1,left,H. Barnes Layup (4 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,2.46,Made,,,,,4.0,,,,,,,,,,,,,
128,PT03M02.00S,2022-02-09T03:28:11.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627736,81.2910643889619,5.392156862745098,1610612750,23,25,2022-02-09T03:28:17Z,1260000,-223.0,123.0,1,right,M. Beasley 25' 3PT  (3 PTS) (J. McLaughlin 1 AST),"[1627736, 1629162]",1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,25.49,Made,,,,,3.0,J. McLaughlin,1629162.0,1.0,,,,,,,,,,
130,PT02M50.00S,2022-02-09T03:28:23.2Z,1,REGULAR,2pt,Jump Shot,[],1630186,16.507884362680684,25.735294117647058,1610612758,23,25,2022-02-09T03:28:32Z,1280000,121.0,103.0,1,left,MISS J. Ramsey 15' floating Shot,[1630186],1610612758.0,SAC,floating,,,Ramsey,J. Ramsey,,,,,15.89,Missed,,,,,,,,,,,,,,,,,,
131,PT02M46.00S,2022-02-09T03:28:27.2Z,1,REGULAR,rebound,defensive,[],1629162,,,1610612750,23,25,2022-02-09T03:28:32Z,1290000,,,0,,J. McLaughlin REBOUND (Off:0 Def:1),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,130.0,1.0,1.0,0.0,,,,,,,,,,,,,,
132,PT02M42.00S,2022-02-09T03:28:31.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627736,90.62089356110381,3.1862745098039214,1610612750,23,28,2022-02-09T03:32:38Z,1300000,-234.0,36.0,1,right,M. Beasley 3PT running (6 PTS) (J. McLaughlin 2 AST),"[1627736, 1629162]",1610612750.0,MIN,running,,,Beasley,M. Beasley,,,,,23.68,Made,,,,,6.0,J. McLaughlin,1629162.0,2.0,,,,,,,,,,
134,PT02M21.00S,2022-02-09T03:28:54.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,15.062417871222076,39.950980392156865,1610612758,25,28,2022-02-09T03:29:01Z,1320000,50.0,89.0,1,left,H. Barnes 10' Jump Shot (6 PTS) (D. Mitchell 3 AST),"[203084, 1630558]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,10.23,Made,,,,,6.0,D. Mitchell,1630558.0,3.0,,,,,,,,,,
136,PT02M21.00S,2022-02-09T03:28:59.1Z,1,REGULAR,foul,personal,['1freethrow'],1627752,,,1610612758,25,28,2022-02-09T03:29:13Z,1340000,,,0,,T. Prince shooting personal FOUL (1 PF) (Barnes 1 FT),"[1627752, 203084]",1610612750.0,MIN,shooting,,,Prince,T. Prince,,,,,,,,,,,,,,,202035.0,,1.0,0.0,Barnes,203084.0,,,,
138,PT02M21.00S,2022-02-09T03:29:12.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,25,28,2022-02-09T03:30:51Z,1360000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M21.00S,2022-02-09T03:29:14.1Z,1,REGULAR,substitution,out,[],1630558,,,1610612758,25,28,2022-02-09T03:31:59Z,1370000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M21.00S,2022-02-09T03:29:14.1Z,1,REGULAR,substitution,out,[],1626157,,,1610612758,25,28,2022-02-09T03:31:59Z,1380000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M21.00S,2022-02-09T03:29:14.1Z,1,REGULAR,substitution,in,[],1628368,,,1610612758,25,28,2022-02-09T03:31:59Z,1390000,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M21.00S,2022-02-09T03:29:14.1Z,1,REGULAR,substitution,in,[],1629675,,,1610612758,25,28,2022-02-09T03:31:59Z,1400000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M21.00S,2022-02-09T03:32:23.1Z,1,REGULAR,freethrow,1 of 1,[],203084,,,1610612758,26,28,2022-02-09T03:32:23Z,1410000,,,0,,H. Barnes Free Throw 1 of 1 (7 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
147,PT02M07.00S,2022-02-09T03:32:39.0Z,1,REGULAR,3pt,Jump Shot,[],1630183,91.67214191852825,96.81372549019608,1610612750,26,31,2022-02-09T03:32:51Z,1420000,234.0,26.0,1,right,J. McDaniels 3PT  (8 PTS) (J. McLaughlin 3 AST),"[1630183, 1629162]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,23.55,Made,,,,,8.0,J. McLaughlin,1629162.0,3.0,,,,,,,,,,
149,PT01M44.00S,2022-02-09T03:33:05.6Z,1,REGULAR,foul,personal,['2freethrow'],1630183,,,1610612758,26,31,2022-02-09T03:33:17Z,1440000,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Barnes 2 FT),"[1630183, 203084]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,201638.0,,1.0,0.0,Barnes,203084.0,,,,
151,PT01M44.00S,2022-02-09T03:33:32.3Z,1,REGULAR,freethrow,1 of 2,[],203084,,,1610612758,27,31,2022-02-09T03:33:32Z,1460000,,,0,,H. Barnes Free Throw 1 of 2 (8 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
152,PT01M44.00S,2022-02-09T03:33:45.3Z,1,REGULAR,freethrow,2 of 2,[],203084,,,1610612758,28,31,2022-02-09T03:33:45Z,1470000,,,0,,H. Barnes Free Throw 2 of 2 (9 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
153,PT01M29.00S,2022-02-09T03:34:00.9Z,1,REGULAR,3pt,Jump Shot,[],1627736,90.48948751642575,3.6764705882352944,1610612750,28,31,2022-02-09T03:34:05Z,1480000,-232.0,37.0,1,right,MISS M. Beasley 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,23.45,Missed,,,,,,,,,,,,,,,,,,
154,PT01M26.00S,2022-02-09T03:34:03.9Z,1,REGULAR,rebound,defensive,[],1629002,,,1610612758,28,31,2022-02-09T03:34:05Z,1490000,,,0,,C. Metu REBOUND (Off:0 Def:1),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,153.0,1.0,1.0,0.0,,,,,,,,,,,,,,
155,PT01M17.00S,2022-02-09T03:34:13.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629002,7.835085413929041,45.83333333333333,1610612758,30,31,2022-02-09T03:34:17Z,1500000,21.0,21.0,1,left,C. Metu driving Layup (2 PTS) (D. Fox 3 AST),"[1629002, 1628368]",1610612758.0,SAC,driving,,,Metu,C. Metu,,,,,2.96,Made,,,,,2.0,D. Fox,1628368.0,3.0,,,,,,,,,,
157,PT01M05.00S,2022-02-09T03:34:25.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629675,92.19776609724047,51.71568627450981,1610612750,30,33,2022-02-09T03:34:34Z,1520000,9.0,21.0,1,right,N. Reid driving DUNK (2 PTS),[1629675],1610612750.0,MIN,driving,,,Reid,N. Reid,,,,,2.25,Made,,,,,2.0,,,,,,,,,,,,,
158,PT01M01.00S,2022-02-09T03:34:30.7Z,1,REGULAR,turnover,bad pass,[],203458,,,1610612758,30,33,2022-02-09T03:34:39Z,1530000,,,0,,A. Len bad pass TURNOVER (1 TO),"[203458, 1629162]",1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,1.0,,,,,,,McLaughlin,1629162.0
159,PT01M01.00S,2022-02-09T03:34:30.7Z,1,REGULAR,steal,,[],1629162,,,1610612750,30,33,2022-02-09T03:34:32Z,1540000,,,0,,J. McLaughlin STEAL (1 STL),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M59.00S,2022-02-09T03:34:33.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629162,91.80354796320631,46.32352941176471,1610612750,30,35,2022-02-09T03:34:43Z,1550000,-18.0,25.0,1,right,J. McLaughlin Layup (2 PTS),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,3.06,Made,,,,,2.0,,,,,,,,,,,,,
161,PT00M49.00S,2022-02-09T03:34:43.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203458,6.915243101182654,51.225490196078425,1610612758,30,35,2022-02-09T03:34:48Z,1560000,-6.0,13.0,1,left,MISS A. Len DUNK,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,1.39,Missed,,,,,,,,,,,,,,,,,,
162,PT00M47.00S,2022-02-09T03:34:45.3Z,1,REGULAR,rebound,offensive,[],1630186,,,1610612758,30,35,2022-02-09T03:34:45Z,1570000,,,0,,J. Ramsey REBOUND (Off:1 Def:1),[1630186],1610612758.0,SAC,,,,Ramsey,J. Ramsey,,,,,,,161.0,2.0,1.0,1.0,,,,,,,,,,,,,,
163,PT00M41.10S,2022-02-09T03:34:51.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628368,27.283180026281208,21.568627450980394,1610612758,33,35,2022-02-09T03:34:55Z,1580000,142.0,204.0,1,left,D. Fox 24' 3PT  (5 PTS) (H. Barnes 2 AST),"[1628368, 203084]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,24.87,Made,,,,,5.0,H. Barnes,203084.0,2.0,,,,,,,,,,
165,PT00M34.80S,2022-02-09T03:35:01.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,91.80354796320631,41.911764705882355,1610612750,33,35,2022-02-09T03:35:06Z,1600000,-40.0,25.0,1,right,MISS J. McDaniels driving Layup,[1630183],1610612750.0,MIN,driving,,,McDaniels,J. McDaniels,,,,,4.72,Missed,,,,,,,,,,,,,,,,,,
166,PT00M32.60S,2022-02-09T03:35:03.9Z,1,REGULAR,rebound,defensive,[],1629002,,,1610612758,33,35,2022-02-09T03:35:06Z,1610000,,,0,,C. Metu REBOUND (Off:0 Def:2),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,165.0,2.0,2.0,0.0,,,,,,,,,,,,,,
168,PT00M29.20S,2022-02-09T03:35:23.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,8.754927726675426,52.94117647058824,1610612758,33,35,2022-02-09T03:35:55Z,1630000,-15.0,30.0,1,left,MISS D. Fox Layup - blocked,"[1628368, 1629162]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,3.32,Missed,,,,,,,,,,,,,,,McLaughlin,1629162.0,,
169,PT00M29.20S,2022-02-09T03:35:23.9Z,1,REGULAR,block,,[],1629162,,,1610612758,33,35,2022-02-09T03:35:26Z,1640000,,,0,,J. McLaughlin BLOCK (1 BLK),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,
170,PT00M29.20S,2022-02-09T03:35:23.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,33,35,2022-02-09T03:35:55Z,1650000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,168.0,,,,,,,,,,,,,,,,,
171,PT00M29.20S,2022-02-09T03:35:29.1Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630183,,,1610612758,33,35,2022-02-09T03:49:34Z,1660000,,,0,,J. McDaniels away-from-play personal FOUL (2 PF) (Metu 1 FT),"[1630183, 1629002]",1610612750.0,MIN,away-from-play,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,202035.0,,2.0,0.0,Metu,1629002.0,,,,
173,PT00M29.20S,2022-02-09T03:36:00.4Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],203084,,,1610612758,34,35,2022-02-09T03:38:13Z,1680000,,,0,,H. Barnes away-from-play Free Throw 1 of 1 (10 PTS),[203084],1610612758.0,SAC,away-from-play,,,Barnes,H. Barnes,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
174,PT00M21.90S,2022-02-09T03:37:29.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629675,,,1610612758,34,35,2022-02-09T03:37:41Z,1690000,,,0,,N. Reid shooting personal FOUL (1 PF) (Ramsey 2 FT),"[1629675, 1630186]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,,,,,,,,,,,202041.0,,1.0,0.0,Ramsey,1630186.0,,,,
178,PT00M21.90S,2022-02-09T03:37:53.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630186,,,1610612758,34,35,2022-02-09T03:37:53Z,1710000,,,0,,MISS J. Ramsey Free Throw 1 of 2,[1630186],1610612758.0,SAC,,,,Ramsey,J. Ramsey,,,,,,Missed,,,,,,,,,,,,,,,,,,
179,PT00M21.90S,2022-02-09T03:37:53.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,34,35,2022-02-09T03:37:53Z,1720000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,178.0,,,,,,,,,,,,,,,,,
180,PT00M21.90S,2022-02-09T03:37:53.2Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630186,,,1610612758,35,35,2022-02-09T03:38:53Z,1730000,,,0,,J. Ramsey Free Throw 2 of 2 (1 PTS),[1630186],1610612758.0,SAC,,,,Ramsey,J. Ramsey,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
181,PT00M00.30S,2022-02-09T03:38:27.5Z,1,REGULAR,2pt,Jump Shot,[],1627736,77.4802890932983,66.42156862745098,1610612750,35,35,2022-02-09T03:38:57Z,1740000,82.0,159.0,1,right,MISS M. Beasley 17' pullup Shot,[1627736],1610612750.0,MIN,pullup,,,Beasley,M. Beasley,,,,,17.91,Missed,,,,,,,,,,,,,,,,,,
182,PT00M00.30S,2022-02-09T03:38:27.5Z,1,REGULAR,rebound,defensive,[],1629002,,,1610612758,35,35,2022-02-09T03:38:57Z,1750000,,,0,,C. Metu REBOUND (Off:0 Def:3),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,181.0,3.0,3.0,0.0,,,,,,,,,,,,,,
183,PT00M00.00S,2022-02-09T03:38:39.1Z,1,REGULAR,period,end,[],0,,,1610612758,35,35,2022-02-09T03:38:39Z,1760000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2022-02-09T03:40:46.2Z,2,REGULAR,substitution,out,['startperiod'],203084,,,1610612758,35,35,2022-02-09T03:41:13Z,1770000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2022-02-09T03:40:46.2Z,2,REGULAR,substitution,out,['startperiod'],1627736,,,1610612758,35,35,2022-02-09T03:41:13Z,1780000,,,0,,SUB out: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,
