actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-02-25T03:11:20.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-02-25T03:11:20Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M51.00S,2022-02-25T03:11:29.6Z,1,REGULAR,jumpball,recovered,[],203932,,,1610612743,0,0,2022-02-25T03:11:29Z,40000,,,0,,Jump Ball N. Jokic vs. D. Sabonis: Tip to A. Gordon,"[203932, 203999, 1627734]",1610612743.0,DEN,startperiod,A. Gordon,203932.0,Gordon,A. Gordon,Jokic,203999.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2022-02-25T03:11:33.7Z,1,REGULAR,3pt,Jump Shot,[],201145,68.54467805519053,30.637254901960787,1610612743,0,3,2022-02-25T03:11:44Z,70000,-97.0,243.0,1,right,J. Green 26' 3PT  (3 PTS) (A. Gordon 1 AST),"[201145, 203932]",1610612743.0,DEN,,,,Green,J. Green,,,,,26.18,Made,3.0,A. Gordon,203932.0,1.0,,,,,,,,,,,,,,,
9,PT11M29.00S,2022-02-25T03:11:50.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,12.565703022339028,50.0,1610612758,2,3,2022-02-25T03:12:22Z,90000,0.0,66.0,1,left,D. Sabonis 6' turnaround Hook (2 PTS),[1627734],1610612758.0,SAC,turnaround,,,Sabonis,D. Sabonis,,,,,6.56,Made,2.0,,,,,,,,,,,,,,,,,,
10,PT11M05.00S,2022-02-25T03:12:14.5Z,1,REGULAR,2pt,Jump Shot,[],203932,77.4802890932983,50.98039215686274,1610612743,2,3,2022-02-25T03:12:58Z,100000,5.0,159.0,1,right,MISS A. Gordon 15' pullup Shot,[203932],1610612743.0,DEN,pullup,,,Gordon,A. Gordon,,,,,15.93,Missed,,,,,,,,,,,,,,,,,,,
11,PT11M01.00S,2022-02-25T03:12:18.5Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,2,3,2022-02-25T03:12:21Z,110000,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,
12,PT10M56.00S,2022-02-25T03:12:23.8Z,1,REGULAR,turnover,bad pass,[],1627734,,,1610612758,2,3,2022-02-25T03:12:31Z,120000,,,0,,D. Sabonis bad pass TURNOVER (1 TO),"[1627734, 1628420]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,1.0,Morris,1628420.0,,,,,,,,
13,PT10M56.00S,2022-02-25T03:12:23.8Z,1,REGULAR,steal,,[],1628420,,,1610612743,2,3,2022-02-25T03:12:31Z,130000,,,0,,M. Morris STEAL (1 STL),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
14,PT10M43.00S,2022-02-25T03:12:36.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201145,74.06373193166885,14.950980392156863,1610612743,2,3,2022-02-25T03:12:41Z,140000,-175.0,191.0,1,right,MISS J. Green 25' 3PT,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,25.94,Missed,,,,,,,,,,,,,,,,,,,
15,PT10M40.00S,2022-02-25T03:12:39.3Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,2,3,2022-02-25T03:12:41Z,150000,,,0,,D. Sabonis REBOUND (Off:0 Def:2),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,14.0,2.0,2.0,0.0,,,,,,,,,,,
16,PT10M33.00S,2022-02-25T03:12:46.2Z,1,REGULAR,3pt,Jump Shot,[],1627734,31.35676741130092,64.4607843137255,1610612758,5,3,2022-02-25T03:12:51Z,160000,-72.0,242.0,1,left,D. Sabonis 25' 3PT  (5 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,25.29,Made,5.0,,,,,,,,,,,,,,,,,,
17,PT10M16.00S,2022-02-25T03:13:03.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203932,88.78120893561103,34.55882352941176,1610612743,5,5,2022-02-25T03:13:12Z,170000,-77.0,53.0,1,right,A. Gordon 9' turnaround fadeaway Jump Shot (2 PTS) (J. Green 1 AST),"[203932, 201145]",1610612743.0,DEN,turnaround fadeaway,,,Gordon,A. Gordon,,,,,9.36,Made,2.0,J. Green,201145.0,1.0,,,,,,,,,,,,,,,
19,PT10M04.00S,2022-02-25T03:13:15.6Z,1,REGULAR,turnover,bad pass,[],203200,,,1610612758,5,5,2022-02-25T03:13:21Z,190000,,,0,,J. Holiday bad pass TURNOVER (1 TO),"[203200, 203999]",1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,1.0,Jokic,203999.0,,,,,,,,
20,PT10M04.00S,2022-02-25T03:13:15.6Z,1,REGULAR,steal,,[],203999,,,1610612743,5,5,2022-02-25T03:13:18Z,200000,,,0,,N. Jokic STEAL (1 STL),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
21,PT10M01.00S,2022-02-25T03:13:19.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203115,93.9060446780552,49.50980392156863,1610612743,5,7,2022-02-25T03:13:27Z,210000,-2.0,5.0,1,right,W. Barton running DUNK (2 PTS) (N. Jokic 1 AST),"[203115, 203999]",1610612743.0,DEN,running,,,Barton,W. Barton,,,,,0.54,Made,2.0,N. Jokic,203999.0,1.0,,,,,,,,,,,,,,,
23,PT09M45.00S,2022-02-25T03:13:34.0Z,1,REGULAR,3pt,Jump Shot,[],203090,28.465834428383708,74.26470588235294,1610612758,5,7,2022-02-25T03:13:39Z,230000,-121.0,215.0,1,left,MISS M. Harkless 24' 3PT,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,24.69,Missed,,,,,,,,,,,,,,,,,,,
24,PT09M43.00S,2022-02-25T03:13:36.0Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,5,7,2022-02-25T03:13:39Z,240000,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,,
25,PT09M33.00S,2022-02-25T03:13:46.6Z,1,REGULAR,3pt,Jump Shot,[],1628420,77.08607095926413,11.519607843137255,1610612743,5,7,2022-02-25T03:13:51Z,250000,-192.0,163.0,1,right,MISS M. Morris 25' 3PT,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,25.21,Missed,,,,,,,,,,,,,,,,,,,
26,PT09M30.00S,2022-02-25T03:13:49.6Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,5,7,2022-02-25T03:13:51Z,260000,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,
27,PT09M25.00S,2022-02-25T03:13:54.2Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",203084,11.12023653088042,46.81372549019608,1610612758,5,7,2022-02-25T03:17:16Z,270000,16.0,52.0,1,left,MISS H. Barnes driving floating Shot,[203084],1610612758.0,SAC,driving floating,,,Barnes,H. Barnes,,,,,5.44,Missed,,,,,,,,,,,,,,,,,,,
28,PT09M23.00S,2022-02-25T03:13:56.2Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,5,7,2022-02-25T03:14:01Z,280000,,,0,,A. Gordon REBOUND (Off:0 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,27.0,2.0,2.0,0.0,,,,,,,,,,,
29,PT09M16.00S,2022-02-25T03:14:06.0Z,1,REGULAR,foul,personal,['2freethrow'],203090,,,1610612743,5,7,2022-02-25T03:14:26Z,290000,,,0,,M. Harkless shooting personal FOUL (1 PF) (Barton 2 FT),"[203090, 203115]",1610612758.0,SAC,shooting,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,1201.0,1.0,0.0,Barton,203115.0,,,
31,PT09M16.00S,2022-02-25T03:14:31.1Z,1,REGULAR,freethrow,1 of 2,[],203115,,,1610612743,5,8,2022-02-25T03:14:31Z,310000,,,0,,W. Barton Free Throw 1 of 2 (3 PTS),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
32,PT09M16.00S,2022-02-25T03:14:47.4Z,1,REGULAR,freethrow,2 of 2,[],203115,,,1610612743,5,9,2022-02-25T03:14:47Z,320000,,,0,,W. Barton Free Throw 2 of 2 (4 PTS),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
33,PT09M05.00S,2022-02-25T03:15:00.7Z,1,REGULAR,3pt,Jump Shot,[],203200,29.911300919842315,68.13725490196079,1610612758,5,9,2022-02-25T03:15:06Z,330000,-91.0,229.0,1,left,MISS J. Holiday 24' 3PT,[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,24.6,Missed,,,,,,,,,,,,,,,,,,,
34,PT09M01.00S,2022-02-25T03:15:04.7Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,5,9,2022-02-25T03:15:06Z,340000,,,0,,A. Gordon REBOUND (Off:0 Def:3),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,33.0,3.0,3.0,0.0,,,,,,,,,,,
35,PT08M55.00S,2022-02-25T03:15:10.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203932,92.46057818659659,50.0,1610612743,5,11,2022-02-25T03:15:16Z,350000,0.0,18.0,1,right,A. Gordon driving Layup (4 PTS),[203932],1610612743.0,DEN,driving,,,Gordon,A. Gordon,,,,,1.84,Made,4.0,,,,,,,,,,,,,,,,,,
36,PT08M47.00S,2022-02-25T03:15:18.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628368,31.488173455978973,53.18627450980392,1610612758,8,11,2022-02-25T03:18:36Z,360000,-16.0,243.0,1,left,D. Fox 24' 3PT step back (3 PTS),[1628368],1610612758.0,SAC,step back,,,Fox,D. Fox,,,,,24.4,Made,3.0,,,,,,,,,,,,,,,,,,
37,PT08M28.00S,2022-02-25T03:15:37.9Z,1,REGULAR,turnover,bad pass,[],203115,,,1610612743,8,11,2022-02-25T03:15:41Z,370000,,,0,,W. Barton bad pass TURNOVER (1 TO),"[203115, 1627734]",1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,1.0,Sabonis,1627734.0,,,,,,,,
38,PT08M28.00S,2022-02-25T03:15:37.9Z,1,REGULAR,steal,,[],1627734,,,1610612758,8,11,2022-02-25T03:15:40Z,380000,,,0,,D. Sabonis STEAL (1 STL),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT08M23.00S,2022-02-25T03:15:42.6Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628368,10.726018396846255,51.225490196078425,1610612758,8,11,2022-02-25T03:19:09Z,390000,-6.0,48.0,1,left,MISS D. Fox driving floating Shot,[1628368],1610612758.0,SAC,driving floating,,,Fox,D. Fox,,,,,4.87,Missed,,,,,,,,,,,,,,,,,,,
40,PT08M20.00S,2022-02-25T03:15:45.6Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,8,11,2022-02-25T03:15:49Z,400000,,,0,,N. Jokic REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,39.0,1.0,1.0,0.0,,,,,,,,,,,
41,PT08M11.00S,2022-02-25T03:15:54.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,92.72339027595268,49.01960784313725,1610612743,8,13,2022-02-25T03:16:01Z,410000,-5.0,16.0,1,right,A. Gordon driving DUNK (6 PTS),[203932],1610612743.0,DEN,driving,,,Gordon,A. Gordon,,,,,1.66,Made,6.0,,,,,,,,,,,,,,,,,,
