actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
2,PT12M00.00S,2022-01-11T03:10:15.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-01-11T03:10:15Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2022-01-11T03:10:17.5Z,1,REGULAR,jumpball,recovered,[],1629636,,,1610612739,0,0,2022-01-11T03:10:17Z,40000,,,0,,Jump Ball J. Allen vs. A. Len: Tip to D. Garland,"[1629636, 1628386, 203458]",1610612739.0,CLE,startperiod,D. Garland,1629636.0,Garland,D. Garland,Allen,1628386.0,Len,203458.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2022-01-11T03:10:30.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,92.59198423127464,40.68627450980392,1610612739,0,2,2022-01-11T03:10:38Z,70000,-47.0,17.0,1,right,E. Mobley Hook (2 PTS) (L. Markkanen 1 AST),"[1630596, 1628374]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,4.96,Made,2.0,L. Markkanen,1628374.0,1.0,,,,,,,,,,,,,,,
9,PT11M21.00S,2022-01-11T03:10:50.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,6.1268068331143235,45.588235294117645,1610612758,0,2,2022-01-11T03:17:23Z,90000,22.0,5.0,1,left,MISS M. Bagley III driving finger roll Layup - blocked,"[1628963, 1628386]",1610612758.0,SAC,driving finger roll,,,Bagley III,M. Bagley III,,,,,2.27,Missed,,,,,Allen,1628386.0,,,,,,,,,,,,,
18,PT11M21.00S,2022-01-11T03:10:50.8Z,1,REGULAR,block,,[],1628386,,,1610612758,0,2,2022-01-11T03:11:43Z,95000,,,0,,J. Allen BLOCK (1 BLK),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
10,PT11M18.00S,2022-01-11T03:10:53.8Z,1,REGULAR,rebound,offensive,[],203458,,,1610612758,0,2,2022-01-11T03:11:43Z,100000,,,0,,A. Len REBOUND (Off:1 Def:0),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,
11,PT11M16.00S,2022-01-11T03:10:55.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203458,6.521024967148489,54.41176470588235,1610612758,0,2,2022-01-11T03:17:00Z,110000,-22.0,9.0,1,left,MISS A. Len driving finger roll Layup,[203458],1610612758.0,SAC,driving finger roll,,,Len,A. Len,,,,,2.38,Missed,,,,,,,,,,,,,,,,,,,
12,PT11M14.00S,2022-01-11T03:10:57.5Z,1,REGULAR,rebound,offensive,[],1628963,,,1610612758,0,2,2022-01-11T03:11:06Z,120000,,,0,,M. Bagley III REBOUND (Off:1 Def:0),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,11.0,1.0,0.0,1.0,,,,,,,,,
13,PT11M13.00S,2022-01-11T03:10:59.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628963,5.995400788436268,52.94117647058824,1610612758,2,2,2022-01-11T03:12:10Z,130000,-15.0,4.0,1,left,M. Bagley III tip Layup (2 PTS),[1628963],1610612758.0,SAC,tip,,,Bagley III,M. Bagley III,,,,,1.52,Made,2.0,,,,,,,,,,,,,,,,,,
14,PT10M55.00S,2022-01-11T03:11:16.9Z,1,REGULAR,3pt,Jump Shot,[],1629636,65.78515111695138,37.745098039215684,1610612739,2,2,2022-01-11T03:11:22Z,140000,-61.0,269.0,1,right,MISS D. Garland 27' 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,27.6,Missed,,,,,,,,,,,,,,,,,,,
15,PT10M50.00S,2022-01-11T03:11:21.9Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612758,2,2,2022-01-11T03:11:22Z,150000,,,0,,M. Bagley III REBOUND (Off:1 Def:1),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,14.0,2.0,1.0,1.0,,,,,,,,,
16,PT10M47.00S,2022-01-11T03:11:28.0Z,1,REGULAR,foul,personal,[],1630205,,,1610612758,2,2,2022-01-11T03:11:34Z,160000,,,0,,L. Stevens personal FOUL (1 PF),"[1630205, 1628368]",1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,1662.0,1.0,0.0,Fox,1628368.0,,,,
19,PT10M37.00S,2022-01-11T03:11:52.4Z,1,REGULAR,3pt,Jump Shot,[],203084,22.421156373193167,7.598039215686274,1610612758,2,2,2022-01-11T03:11:57Z,180000,212.0,158.0,1,left,MISS H. Barnes 26' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,26.46,Missed,,,,,,,,,,,,,,,,,,,
20,PT10M34.00S,2022-01-11T03:11:55.4Z,1,REGULAR,rebound,offensive,[],1628963,,,1610612758,2,2,2022-01-11T03:11:57Z,190000,,,0,,M. Bagley III REBOUND (Off:2 Def:1),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,19.0,3.0,1.0,2.0,,,,,,,,,
21,PT10M27.00S,2022-01-11T03:12:02.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628368,13.354139290407357,29.901960784313726,1610612758,2,2,2022-01-11T03:12:07Z,200000,100.0,73.0,1,left,MISS D. Fox 12' step back Shot,[1628368],1610612758.0,SAC,step back,,,Fox,D. Fox,,,,,12.42,Missed,,,,,,,,,,,,,,,,,,,
22,PT10M23.00S,2022-01-11T03:12:05.7Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,2,2,2022-01-11T03:12:05Z,210000,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,
23,PT10M19.00S,2022-01-11T03:12:11.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628374,92.59198423127464,42.8921568627451,1610612739,2,4,2022-01-11T03:12:28Z,220000,-36.0,17.0,1,right,L. Markkanen driving Layup (2 PTS) (D. Garland 1 AST),"[1628374, 1629636]",1610612739.0,CLE,driving,,,Markkanen,L. Markkanen,,,,,3.94,Made,2.0,D. Garland,1629636.0,1.0,,,,,,,,,,,,,,,
