actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
358,PT01M03.00S,2021-12-18T04:06:36.6Z,2,REGULAR,rebound,offensive,[],203500,,,1610612763,56,56,2021-12-18T04:06:36Z,3520000,,,0,,S. Adams REBOUND (Off:3 Def:4),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,357.0,7.0,4.0,3.0,,,,,,,,,,,,,,
359,PT01M01.00S,2021-12-18T04:06:42.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627741,,,1610612763,56,56,2021-12-18T04:06:52Z,3530000,,,0,,B. Hield shooting personal FOUL (2 PF) (Melton 2 FT),"[1627741, 1629001]",1610612758.0,SAC,shooting,,,Hield,B. Hield,,,,,,,,,,,,200833.0,2.0,0.0,Melton,1629001.0,,,,,,,,
361,PT01M01.00S,2021-12-18T04:07:02.2Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629001,,,1610612763,56,57,2021-12-18T04:07:02Z,3550000,,,0,,D. Melton Free Throw 1 of 2 (9 PTS),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
362,PT01M01.00S,2021-12-18T04:07:04.8Z,2,REGULAR,substitution,out,[],1629002,,,1610612763,56,57,2021-12-18T04:07:16Z,3560000,,,0,,SUB out: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,
363,PT01M01.00S,2021-12-18T04:07:04.8Z,2,REGULAR,substitution,in,[],1629674,,,1610612763,56,57,2021-12-18T04:07:16Z,3570000,,,0,,SUB in: N. Queta,[1629674],1610612758.0,SAC,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,
364,PT01M01.00S,2021-12-18T04:07:25.7Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629001,,,1610612763,56,58,2021-12-18T04:07:25Z,3580000,,,0,,D. Melton Free Throw 2 of 2 (10 PTS),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
365,PT00M39.50S,2021-12-18T04:07:52.5Z,2,REGULAR,3pt,Jump Shot,[],203090,89.43823915900131,95.58823529411765,1610612758,56,58,2021-12-18T04:07:57Z,3590000,228.0,47.0,1,right,MISS M. Harkless 3PT,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,23.27,Missed,,,,,,,,,,,,,,,,,,
366,PT00M36.50S,2021-12-18T04:07:55.5Z,2,REGULAR,rebound,defensive,[],203500,,,1610612763,56,58,2021-12-18T04:07:57Z,3600000,,,0,,S. Adams REBOUND (Off:3 Def:5),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,365.0,8.0,5.0,3.0,,,,,,,,,,,,,,
367,PT00M34.50S,2021-12-18T04:07:59.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629001,7.835085413929041,51.225490196078425,1610612763,56,58,2021-12-18T04:08:07Z,3610000,-6.0,21.0,1,left,MISS D. Melton running Layup - blocked,"[1629001, 203090]",1610612763.0,MEM,running,,,Melton,D. Melton,,,,,2.2,Missed,,,,,,,,,,,,,,Harkless,203090.0,,,
368,PT00M34.50S,2021-12-18T04:07:59.0Z,2,REGULAR,block,,[],203090,,,1610612763,56,58,2021-12-18T04:08:03Z,3620000,,,0,,M. Harkless BLOCK (2 BLK),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,
369,PT00M34.50S,2021-12-18T04:07:59.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,56,58,2021-12-18T04:08:07Z,3630000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,367.0,,,,,,,,,,,,,,,,,
370,PT00M34.50S,2021-12-18T04:08:05.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,56,58,2021-12-18T04:08:05Z,3640000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT00M30.80S,2021-12-18T04:08:22.6Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],203500,11.908672798948752,65.93137254901961,1610612763,56,58,2021-12-18T04:08:30Z,3650000,-80.0,59.0,1,left,MISS S. Adams 9' floating Shot,[203500],1610612763.0,MEM,floating,,,Adams,S. Adams,,,,,9.94,Missed,,,,,,,,,,,,,,,,,,
372,PT00M27.60S,2021-12-18T04:08:25.8Z,2,REGULAR,rebound,defensive,[],203084,,,1610612758,56,58,2021-12-18T04:08:30Z,3660000,,,0,,H. Barnes REBOUND (Off:1 Def:2),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,371.0,3.0,2.0,1.0,,,,,,,,,,,,,,
373,PT00M09.50S,2021-12-18T04:08:49.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,56,58,2021-12-18T04:08:49Z,3670000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT00M07.60S,2021-12-18T04:09:00.6Z,2,REGULAR,2pt,Jump Shot,[],1629674,82.9993429697766,67.40196078431373,1610612758,56,58,2021-12-18T04:09:04Z,3680000,87.0,107.0,1,right,MISS N. Queta 13' Jump Shot,[1629674],1610612758.0,SAC,,,,Queta,N. Queta,,,,,13.81,Missed,,,,,,,,,,,,,,,,,,
375,PT00M04.70S,2021-12-18T04:09:03.5Z,2,REGULAR,rebound,defensive,[],1626145,,,1610612763,56,58,2021-12-18T04:22:00Z,3690000,,,0,,T. Jones REBOUND (Off:0 Def:3),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,374.0,3.0,3.0,0.0,,,,,,,,,,,,,,
376,PT00M00.00S,2021-12-18T04:09:08.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203937,11.12023653088042,48.529411764705884,1610612763,56,58,2021-12-18T04:21:44Z,3700000,7.0,52.0,1,left,MISS K. Anderson driving Layup - blocked,"[203937, 1629674]",1610612763.0,MEM,driving,,,Anderson,K. Anderson,,,,,5.25,Missed,,,,,,,,,,,,,,Queta,1629674.0,,,
377,PT00M00.00S,2021-12-18T04:09:08.2Z,2,REGULAR,block,,[],1629674,,,1610612763,56,58,2021-12-18T04:09:11Z,3710000,,,0,,N. Queta BLOCK (1 BLK),[1629674],1610612758.0,SAC,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,
378,PT00M00.00S,2021-12-18T04:09:08.2Z,2,REGULAR,rebound,offensive,[],1628415,,,1610612763,56,58,2021-12-18T04:09:52Z,3720000,,,0,,D. Brooks REBOUND (Off:2 Def:0),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,376.0,2.0,0.0,2.0,,,,,,,,,,,,,,
379,PT00M00.00S,2021-12-18T04:09:40.8Z,2,REGULAR,period,end,[],0,,,1610612763,56,58,2021-12-18T04:09:40Z,3730000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT12M00.00S,2021-12-18T04:23:41.9Z,3,REGULAR,substitution,out,['startperiod'],203090,,,1610612763,56,58,2021-12-18T04:24:31Z,3740000,,,0,,SUB out: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,
381,PT12M00.00S,2021-12-18T04:23:41.9Z,3,REGULAR,substitution,out,['startperiod'],1629674,,,1610612763,56,58,2021-12-18T04:24:31Z,3750000,,,0,,SUB out: N. Queta,[1629674],1610612758.0,SAC,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,
382,PT12M00.00S,2021-12-18T04:23:41.9Z,3,REGULAR,substitution,out,['startperiod'],1629001,,,1610612763,56,58,2021-12-18T04:24:31Z,3760000,,,0,,SUB out: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,
383,PT12M00.00S,2021-12-18T04:23:41.9Z,3,REGULAR,substitution,out,['startperiod'],203937,,,1610612763,56,58,2021-12-18T04:24:31Z,3770000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,
384,PT12M00.00S,2021-12-18T04:23:41.9Z,3,REGULAR,substitution,in,['startperiod'],202684,,,1610612763,56,58,2021-12-18T04:24:31Z,3780000,,,0,,SUB in: T. Thompson,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
385,PT12M00.00S,2021-12-18T04:23:41.9Z,3,REGULAR,substitution,in,['startperiod'],1629002,,,1610612763,56,58,2021-12-18T04:24:31Z,3790000,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,
386,PT12M00.00S,2021-12-18T04:23:41.9Z,3,REGULAR,substitution,in,['startperiod'],1630217,,,1610612763,56,58,2021-12-18T04:24:31Z,3800000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,
387,PT12M00.00S,2021-12-18T04:23:41.9Z,3,REGULAR,substitution,in,['startperiod'],1628991,,,1610612763,56,58,2021-12-18T04:24:31Z,3810000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,
388,PT12M00.00S,2021-12-18T04:24:45.2Z,3,REGULAR,period,start,[],0,,,1610612758,56,58,2021-12-18T04:24:45Z,3820000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT11M38.00S,2021-12-18T04:25:06.5Z,3,REGULAR,2pt,Jump Shot,[],1627741,23.078186596583443,77.45098039215686,1610612758,56,58,2021-12-18T04:25:12Z,3830000,-137.0,164.0,1,left,MISS B. Hield 21' pullup Shot,[1627741],1610612758.0,SAC,pullup,,,Hield,B. Hield,,,,,21.42,Missed,,,,,,,,,,,,,,,,,,
390,PT11M35.00S,2021-12-18T04:25:09.5Z,3,REGULAR,rebound,defensive,[],1628991,,,1610612763,56,58,2021-12-18T04:25:12Z,3840000,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:4),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,389.0,4.0,4.0,0.0,,,,,,,,,,,,,,
391,PT11M27.00S,2021-12-18T04:25:17.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,86.67871222076215,46.07843137254902,1610612763,56,60,2021-12-18T04:25:23Z,3850000,-20.0,73.0,1,right,D. Brooks 7' floating Jump Shot (15 PTS),[1628415],1610612763.0,MEM,floating,,,Brooks,D. Brooks,,,,,7.53,Made,,,,,15.0,,,,,,,,,,,,,
392,PT11M09.00S,2021-12-18T04:25:35.0Z,3,REGULAR,3pt,Jump Shot,[],203084,30.17411300919842,28.921568627450984,1610612758,56,60,2021-12-18T04:26:26Z,3860000,105.0,231.0,1,left,MISS H. Barnes 25' pullup 3PT,[203084],1610612758.0,SAC,pullup,,,Barnes,H. Barnes,,,,,25.4,Missed,,,,,,,,,,,,,,,,,,
393,PT11M06.00S,2021-12-18T04:25:38.0Z,3,REGULAR,rebound,defensive,[],203500,,,1610612763,56,60,2021-12-18T04:25:39Z,3870000,,,0,,S. Adams REBOUND (Off:3 Def:6),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,392.0,9.0,6.0,3.0,,,,,,,,,,,,,,
394,PT10M55.00S,2021-12-18T04:25:49.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,87.59855453350855,36.76470588235294,1610612763,56,62,2021-12-18T04:27:14Z,3880000,-66.0,64.0,1,right,T. Jones 9' driving floating Jump Shot (5 PTS),[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,9.21,Made,,,,,5.0,,,,,,,,,,,,,
395,PT10M36.00S,2021-12-18T04:26:08.3Z,3,REGULAR,3pt,Jump Shot,[],1629002,22.28975032851511,9.068627450980392,1610612758,59,62,2021-12-18T04:26:13Z,3890000,205.0,157.0,1,left,C. Metu 25' 3PT  (10 PTS) (H. Barnes 4 AST),"[1629002, 203084]",1610612758.0,SAC,,,,Metu,C. Metu,,,,,25.8,Made,,,,,10.0,,,,,,H. Barnes,203084.0,4.0,,,,,
397,PT10M18.00S,2021-12-18T04:26:26.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,80.23981603153744,60.5392156862745,1610612763,59,62,2021-12-18T04:26:31Z,3910000,53.0,133.0,1,right,MISS D. Bane 14' pullup Shot,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,14.32,Missed,,,,,,,,,,,,,,,,,,
398,PT10M15.00S,2021-12-18T04:26:29.4Z,3,REGULAR,rebound,defensive,[],1629002,,,1610612758,59,62,2021-12-18T04:26:31Z,3920000,,,0,,C. Metu REBOUND (Off:0 Def:9),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,397.0,9.0,9.0,0.0,,,,,,,,,,,,,,
399,PT09M58.00S,2021-12-18T04:26:45.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629002,7.046649145860711,51.71568627450981,1610612758,59,62,2021-12-18T04:26:49Z,3930000,-9.0,14.0,1,left,MISS C. Metu driving DUNK,[1629002],1610612758.0,SAC,driving,,,Metu,C. Metu,,,,,1.62,Missed,,,,,,,,,,,,,,,,,,
400,PT09M56.00S,2021-12-18T04:26:47.7Z,3,REGULAR,rebound,defensive,[],1628415,,,1610612763,59,62,2021-12-18T04:26:49Z,3940000,,,0,,D. Brooks REBOUND (Off:2 Def:1),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,399.0,3.0,1.0,2.0,,,,,,,,,,,,,,
401,PT09M48.00S,2021-12-18T04:26:55.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203500,85.3646517739816,45.34313725490196,1610612763,59,62,2021-12-18T04:28:41Z,3950000,-23.0,85.0,1,right,MISS S. Adams 8' floating Shot,[203500],1610612763.0,MEM,floating,,,Adams,S. Adams,,,,,8.82,Missed,,,,,,,,,,,,,,,,,,
402,PT09M43.00S,2021-12-18T04:27:00.6Z,3,REGULAR,rebound,defensive,[],202684,,,1610612758,59,62,2021-12-18T04:27:03Z,3960000,,,0,,T. Thompson REBOUND (Off:2 Def:1),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,401.0,3.0,1.0,2.0,,,,,,,,,,,,,,
403,PT09M38.00S,2021-12-18T04:27:05.4Z,3,REGULAR,3pt,Jump Shot,[],1629002,30.962549277266753,70.83333333333334,1610612758,59,62,2021-12-18T04:27:14Z,3970000,-104.0,239.0,1,left,MISS C. Metu 26' 3PT,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,26.03,Missed,,,,,,,,,,,,,,,,,,
404,PT09M36.00S,2021-12-18T04:27:11.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612758,59,62,2021-12-18T04:27:11Z,3980000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,403.0,,,,,,,,,,,,,,,,,
405,PT09M36.00S,2021-12-18T04:27:12.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,59,62,2021-12-18T04:27:12Z,3990000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT09M21.00S,2021-12-18T04:27:38.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627741,11.383048620236531,62.00980392156863,1610612758,59,62,2021-12-18T04:30:03Z,4000000,-60.0,55.0,1,left,MISS B. Hield 8' driving floating Shot,[1627741],1610612758.0,SAC,driving floating,,,Hield,B. Hield,,,,,8.11,Missed,,,,,,,,,,,,,,,,,,
407,PT09M20.00S,2021-12-18T04:27:39.6Z,3,REGULAR,rebound,defensive,[],1628991,,,1610612763,59,62,2021-12-18T04:27:45Z,4010000,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:5),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,406.0,5.0,5.0,0.0,,,,,,,,,,,,,,
408,PT09M20.00S,2021-12-18T04:27:45.0Z,3,REGULAR,foul,personal,[],1627741,,,1610612763,59,62,2021-12-18T04:28:14Z,4020000,,,0,,B. Hield personal FOUL (3 PF),"[1627741, 1628991]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,200833.0,3.0,0.0,Jackson Jr.,1628991.0,,,,,,,,
410,PT09M03.00S,2021-12-18T04:28:11.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,93.64323258869908,53.431372549019606,1610612763,59,64,2021-12-18T04:28:18Z,4040000,17.0,7.0,1,right,J. Jackson Jr. driving Layup (10 PTS) (D. Bane 1 AST),"[1628991, 1630217]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,1.87,Made,,,,,10.0,,,,,,D. Bane,1630217.0,1.0,,,,,
412,PT08M40.00S,2021-12-18T04:28:35.4Z,3,REGULAR,turnover,lost ball,[],1629002,,,1610612758,59,64,2021-12-18T04:28:39Z,4060000,,,0,,C. Metu lost ball TURNOVER (2 TO),"[1629002, 1628991]",1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,2.0,Jackson Jr.,1628991.0
413,PT08M40.00S,2021-12-18T04:28:35.4Z,3,REGULAR,steal,,[],1628991,,,1610612763,59,64,2021-12-18T04:28:38Z,4070000,,,0,,J. Jackson Jr. STEAL (1 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,
414,PT08M33.00S,2021-12-18T04:28:41.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626145,93.24901445466492,44.85294117647059,1610612763,59,66,2021-12-18T04:28:47Z,4080000,-26.0,11.0,1,right,T. Jones driving Layup (7 PTS),[1626145],1610612763.0,MEM,driving,,,Jones,T. Jones,,,,,2.8,Made,,,,,7.0,,,,,,,,,,,,,
415,PT08M24.00S,2021-12-18T04:28:54.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,59,66,2021-12-18T04:28:54Z,4090000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT08M18.00S,2021-12-18T04:32:00.3Z,3,REGULAR,3pt,Jump Shot,[],203084,31.09395532194481,63.23529411764706,1610612758,62,66,2021-12-18T04:32:07Z,4100000,-66.0,240.0,1,left,H. Barnes 24' 3PT  (18 PTS) (T. Thompson 4 AST),"[203084, 202684]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,24.88,Made,,,,,18.0,,,,,,T. Thompson,202684.0,4.0,,,,,
418,PT07M58.00S,2021-12-18T04:32:21.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,92.59198423127464,53.18627450980392,1610612763,62,66,2021-12-18T04:33:15Z,4120000,16.0,17.0,1,right,MISS J. Jackson Jr. driving Layup,[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,2.33,Missed,,,,,,,,,,,,,,,,,,
419,PT07M55.00S,2021-12-18T04:32:26.5Z,3,REGULAR,rebound,offensive,[],1628991,,,1610612763,62,66,2021-12-18T04:32:26Z,4130000,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:5),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,418.0,6.0,5.0,1.0,,,,,,,,,,,,,,
420,PT07M55.00S,2021-12-18T04:32:27.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628991,93.38042049934296,52.94117647058824,1610612763,62,66,2021-12-18T04:32:45Z,4140000,15.0,10.0,1,right,MISS J. Jackson Jr. putback Layup,[1628991],1610612763.0,MEM,putback,,,Jackson Jr.,J. Jackson Jr.,,,,,1.76,Missed,,,,,,,,,,,,,,,,,,
421,PT07M55.00S,2021-12-18T04:32:27.8Z,3,REGULAR,rebound,offensive,[],203500,,,1610612763,62,66,2021-12-18T04:32:49Z,4150000,,,0,,S. Adams REBOUND (Off:4 Def:6),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,420.0,10.0,6.0,4.0,,,,,,,,,,,,,,
422,PT07M55.00S,2021-12-18T04:32:42.8Z,3,REGULAR,foul,personal,[],1627741,,,1610612763,62,66,2021-12-18T04:32:53Z,4160000,,,0,,B. Hield personal FOUL (4 PF),"[1627741, 203500]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,1363.0,4.0,0.0,Adams,203500.0,,,,,,,,
424,PT07M48.00S,2021-12-18T04:33:01.3Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1628415,83.65637319316689,70.34313725490196,1610612763,62,66,2021-12-18T04:33:09Z,4180000,102.0,101.0,1,right,MISS D. Brooks 14' fadeaway Shot,[1628415],1610612763.0,MEM,fadeaway,,,Brooks,D. Brooks,,,,,14.34,Missed,,,,,,,,,,,,,,,,,,
425,PT07M44.00S,2021-12-18T04:33:05.3Z,3,REGULAR,rebound,offensive,[],203500,,,1610612763,62,66,2021-12-18T04:33:09Z,4190000,,,0,,S. Adams REBOUND (Off:5 Def:6),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,424.0,11.0,6.0,5.0,,,,,,,,,,,,,,
426,PT07M42.00S,2021-12-18T04:33:07.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630217,93.38042049934296,53.67647058823529,1610612763,62,68,2021-12-18T04:33:38Z,4200000,18.0,10.0,1,right,D. Bane cutting Layup (9 PTS) (S. Adams 3 AST),"[1630217, 203500]",1610612763.0,MEM,cutting,,,Bane,D. Bane,,,,,2.08,Made,,,,,9.0,,,,,,S. Adams,203500.0,3.0,,,,,
428,PT07M18.00S,2021-12-18T04:33:30.8Z,3,REGULAR,3pt,Jump Shot,[],1629002,11.251642575558476,95.83333333333334,1610612758,62,68,2021-12-18T04:35:55Z,4220000,-229.0,53.0,1,left,MISS C. Metu pullup 3PT,[1629002],1610612758.0,SAC,pullup,,,Metu,C. Metu,,,,,23.53,Missed,,,,,,,,,,,,,,,,,,
429,PT07M18.00S,2021-12-18T04:33:30.8Z,3,REGULAR,rebound,defensive,[],1626145,,,1610612763,62,68,2021-12-18T04:33:41Z,4230000,,,0,,T. Jones REBOUND (Off:0 Def:4),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,428.0,4.0,4.0,0.0,,,,,,,,,,,,,,
430,PT07M12.00S,2021-12-18T04:33:37.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628415,93.38042049934296,50.0,1610612763,62,70,2021-12-18T04:33:45Z,4240000,0.0,10.0,1,right,D. Brooks running DUNK (17 PTS) (T. Jones 3 AST),"[1628415, 1626145]",1610612763.0,MEM,running,,,Brooks,D. Brooks,,,,,0.97,Made,,,,,17.0,,,,,,T. Jones,1626145.0,3.0,,,,,
432,PT06M57.00S,2021-12-18T04:33:53.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,6.652431011826544,63.23529411764706,1610612758,62,70,2021-12-18T04:36:59Z,4260000,-66.0,10.0,1,left,MISS H. Barnes 6' turnaround fadeaway Shot,[203084],1610612758.0,SAC,turnaround fadeaway,,,Barnes,H. Barnes,,,,,6.7,Missed,,,,,,,,,,,,,,,,,,
433,PT06M56.00S,2021-12-18T04:33:54.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612763,62,70,2021-12-18T04:34:22Z,4270000,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,432.0,,,,,,,,,,,,,,,,,
434,PT06M56.00S,2021-12-18T04:33:58.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,62,70,2021-12-18T04:33:58Z,4280000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT06M56.00S,2021-12-18T04:34:00.3Z,3,REGULAR,substitution,out,[],1629002,,,1610612763,62,70,2021-12-18T04:34:04Z,4290000,,,0,,SUB out: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,
436,PT06M56.00S,2021-12-18T04:34:00.3Z,3,REGULAR,substitution,in,[],203090,,,1610612763,62,70,2021-12-18T04:34:04Z,4300000,,,0,,SUB in: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,
437,PT06M40.00S,2021-12-18T04:34:28.9Z,3,REGULAR,foul,personal,['2freethrow'],203090,,,1610612763,62,70,2021-12-18T04:34:47Z,4310000,,,0,,M. Harkless shooting personal FOUL (3 PF) (Jackson Jr. 2 FT),"[203090, 1628991]",1610612758.0,SAC,shooting,,,Harkless,M. Harkless,,,,,,,,,,,,200833.0,3.0,0.0,Jackson Jr.,1628991.0,,,,,,,,
439,PT06M40.00S,2021-12-18T04:35:02.5Z,3,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,62,71,2021-12-18T04:35:02Z,4330000,,,0,,J. Jackson Jr. Free Throw 1 of 2 (11 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
440,PT06M40.00S,2021-12-18T04:35:21.2Z,3,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,62,72,2021-12-18T04:35:21Z,4340000,,,0,,J. Jackson Jr. Free Throw 2 of 2 (12 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
441,PT06M22.00S,2021-12-18T04:35:41.1Z,3,REGULAR,2pt,Jump Shot,[],1630169,17.427726675427067,25.98039215686275,1610612758,64,72,2021-12-18T04:38:24Z,4350000,120.0,111.0,1,left,T. Haliburton 16' pullup Jump Shot (12 PTS),[1630169],1610612758.0,SAC,pullup,,,Haliburton,T. Haliburton,,,,,16.37,Made,,,,,12.0,,,,,,,,,,,,,
442,PT06M16.00S,2021-12-18T04:35:46.5Z,3,REGULAR,turnover,bad pass,[],1628991,,,1610612763,64,72,2021-12-18T04:36:23Z,4360000,,,0,,J. Jackson Jr. bad pass TURNOVER (2 TO),"[1628991, 1627741]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,2.0,Hield,1627741.0
443,PT06M16.00S,2021-12-18T04:35:46.5Z,3,REGULAR,steal,,[],1627741,,,1610612758,64,72,2021-12-18T04:35:49Z,4370000,,,0,,B. Hield STEAL (3 STL),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,
