actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
183,PT09M33.00S,2021-11-09T03:40:29.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,38,39,2021-11-09T03:40:29Z,1810000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT09M24.00S,2021-11-09T03:40:51.5Z,2,REGULAR,2pt,Jump Shot,[],1627741,78.53153745072274,66.17647058823529,1610612758,40,39,2021-11-09T03:40:58Z,1820000,81.0,149.0,1,right,B. Hield 16' pullup Jump Shot (14 PTS),[1627741],1610612758.0,SAC,pullup,,,Hield,B. Hield,,,,,16.98,Made,14.0,,,,,,,,,,,,,,,,,,
185,PT09M09.00S,2021-11-09T03:41:06.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629661,7.835085413929041,53.18627450980392,1610612756,40,41,2021-11-09T03:41:12Z,1830000,-16.0,21.0,1,left,C. Johnson cutting Layup (2 PTS) (J. McGee 3 AST),"[1629661, 201580]",1610612756.0,PHX,cutting,,,Johnson,C. Johnson,,,,,2.64,Made,2.0,,,,,,,,,,,J. McGee,201580.0,3.0,,,,,
187,PT08M59.00S,2021-11-09T03:41:15.7Z,2,REGULAR,3pt,Jump Shot,[],1627741,67.23061760840999,40.19607843137255,1610612758,40,41,2021-11-09T03:41:40Z,1850000,-49.0,256.0,1,right,MISS B. Hield 26' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,26.02,Missed,,,,,,,,,,,,,,,,,,,
188,PT08M56.00S,2021-11-09T03:41:18.7Z,2,REGULAR,rebound,defensive,[],1627846,,,1610612756,40,41,2021-11-09T03:41:40Z,1860000,,,0,,A. Nader REBOUND (Off:0 Def:2),[1627846],1610612756.0,PHX,,,,Nader,A. Nader,,,,,,,,187.0,2.0,2.0,0.0,,,,,,,,,,,,,,
189,PT08M45.00S,2021-11-09T03:41:32.5Z,2,REGULAR,foul,personal,[],1630558,,,1610612756,40,41,2021-11-09T03:41:49Z,1870000,,,0,,D. Mitchell personal FOUL (2 PF),"[1630558, 101108]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,201639.0,2.0,0.0,Paul,101108.0,,,,,,,,,
191,PT08M45.00S,2021-11-09T03:41:48.9Z,2,REGULAR,substitution,out,[],203090,,,1610612756,40,41,2021-11-09T03:42:04Z,1890000,,,0,,SUB out: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT08M45.00S,2021-11-09T03:41:48.9Z,2,REGULAR,substitution,out,[],203458,,,1610612756,40,41,2021-11-09T03:42:04Z,1900000,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M45.00S,2021-11-09T03:41:48.9Z,2,REGULAR,substitution,out,[],201580,,,1610612756,40,41,2021-11-09T03:42:04Z,1910000,,,0,,SUB out: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M45.00S,2021-11-09T03:41:48.9Z,2,REGULAR,substitution,in,[],1628368,,,1610612756,40,41,2021-11-09T03:42:04Z,1920000,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M45.00S,2021-11-09T03:41:48.9Z,2,REGULAR,substitution,in,[],1626158,,,1610612756,40,41,2021-11-09T03:42:04Z,1930000,,,0,,SUB in: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M45.00S,2021-11-09T03:41:48.9Z,2,REGULAR,substitution,in,[],1626163,,,1610612756,40,41,2021-11-09T03:42:04Z,1940000,,,0,,SUB in: F. Kaminsky,[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M37.00S,2021-11-09T03:42:10.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627846,10.988830486202366,44.6078431372549,1610612756,40,41,2021-11-09T03:42:17Z,1950000,27.0,51.0,1,left,MISS A. Nader floating Shot,[1627846],1610612756.0,PHX,floating,,,Nader,A. Nader,,,,,5.75,Missed,,,,,,,,,,,,,,,,,,,
198,PT08M33.00S,2021-11-09T03:42:14.7Z,2,REGULAR,rebound,defensive,[],1628368,,,1610612758,40,41,2021-11-09T03:42:17Z,1960000,,,0,,D. Fox REBOUND (Off:0 Def:2),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,197.0,2.0,2.0,0.0,,,,,,,,,,,,,,
199,PT08M28.00S,2021-11-09T03:42:18.9Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1627741,86.41590013140605,81.61764705882352,1610612758,40,41,2021-11-09T03:42:27Z,1970000,158.0,75.0,1,right,MISS B. Hield 17' pullup Shot,[1627741],1610612758.0,SAC,pullup,,,Hield,B. Hield,,,,,17.51,Missed,,,,,,,,,,,,,,,,,,,
200,PT08M26.00S,2021-11-09T03:42:20.9Z,2,REGULAR,rebound,defensive,[],1626163,,,1610612756,40,41,2021-11-09T03:42:27Z,1980000,,,0,,F. Kaminsky REBOUND (Off:0 Def:2),[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,,199.0,2.0,2.0,0.0,,,,,,,,,,,,,,
201,PT08M21.00S,2021-11-09T03:42:27.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629661,5.995400788436268,64.2156862745098,1610612756,40,41,2021-11-09T03:42:38Z,1990000,-71.0,4.0,1,left,MISS C. Johnson 7' turnaround Shot,[1629661],1610612756.0,PHX,turnaround,,,Johnson,C. Johnson,,,,,7.12,Missed,,,,,,,,,,,,,,,,,,,
202,PT08M16.00S,2021-11-09T03:42:32.5Z,2,REGULAR,rebound,defensive,[],1626158,,,1610612758,40,41,2021-11-09T03:42:38Z,2000000,,,0,,R. Holmes REBOUND (Off:1 Def:3),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,201.0,4.0,3.0,1.0,,,,,,,,,,,,,,
203,PT08M09.00S,2021-11-09T03:42:38.6Z,2,REGULAR,2pt,Jump Shot,[],1630558,75.77201051248358,32.59803921568628,1610612758,42,41,2021-11-09T03:42:47Z,2010000,-87.0,175.0,1,right,D. Mitchell 19' pullup Jump Shot (5 PTS),[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,19.56,Made,5.0,,,,,,,,,,,,,,,,,,
204,PT07M54.00S,2021-11-09T03:42:52.9Z,2,REGULAR,3pt,Jump Shot,[],1626163,32.670827858081466,56.61764705882353,1610612756,42,41,2021-11-09T03:43:00Z,2020000,-33.0,255.0,1,left,MISS F. Kaminsky 25' 3PT,[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,25.67,Missed,,,,,,,,,,,,,,,,,,,
205,PT07M51.00S,2021-11-09T03:42:55.9Z,2,REGULAR,rebound,defensive,[],1630558,,,1610612758,42,41,2021-11-09T03:43:00Z,2030000,,,0,,D. Mitchell REBOUND (Off:1 Def:2),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,204.0,3.0,2.0,1.0,,,,,,,,,,,,,,
206,PT07M50.00S,2021-11-09T03:43:01.1Z,2,REGULAR,foul,offensive,[],1626158,,,1610612758,42,41,2021-11-09T03:43:14Z,2040000,,,0,,R. Holmes offensive FOUL (1 PF),"[1626158, 1629661]",1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,1627962.0,1.0,0.0,Johnson,1629661.0,,,,,,,,,
208,PT07M50.00S,2021-11-09T03:43:01.1Z,2,REGULAR,turnover,offensive foul,[],1626158,,,1610612758,42,41,2021-11-09T03:43:01Z,2060000,,,0,,R. Holmes offensive foul TURNOVER (1 TO),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,1627962.0,,,,,1.0,,,,,,,,
209,PT07M50.00S,2021-11-09T03:43:16.8Z,2,REGULAR,substitution,out,[],1627846,,,1610612756,42,41,2021-11-09T03:43:23Z,2070000,,,0,,SUB out: A. Nader,[1627846],1610612756.0,PHX,,,,Nader,A. Nader,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M50.00S,2021-11-09T03:43:16.8Z,2,REGULAR,substitution,in,[],203109,,,1610612756,42,41,2021-11-09T03:43:23Z,2080000,,,0,,SUB in: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M41.00S,2021-11-09T03:43:37.4Z,2,REGULAR,foul,personal,[],1630558,,,1610612756,42,41,2021-11-09T03:43:50Z,2090000,,,0,,D. Mitchell personal FOUL (3 PF),"[1630558, 101108]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,201639.0,3.0,0.0,Paul,101108.0,,,,,,,,,
213,PT07M41.00S,2021-11-09T03:43:57.7Z,2,REGULAR,substitution,out,[],1630558,,,1610612756,42,41,2021-11-09T03:44:08Z,2110000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M41.00S,2021-11-09T03:43:57.7Z,2,REGULAR,substitution,in,[],203084,,,1610612756,42,41,2021-11-09T03:44:08Z,2120000,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M35.00S,2021-11-09T03:44:19.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629013,31.35676741130092,35.53921568627451,1610612756,42,44,2021-11-09T03:44:27Z,2130000,72.0,242.0,1,left,L. Shamet 25' 3PT  (5 PTS) (C. Paul 1 AST),"[1629013, 101108]",1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,25.29,Made,5.0,,,,,,,,,,,C. Paul,101108.0,1.0,,,,,
217,PT07M16.00S,2021-11-09T03:44:38.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629056,90.75229960578186,43.627450980392155,1610612758,44,44,2021-11-09T03:44:50Z,2150000,-32.0,34.0,1,right,T. Davis driving reverse Layup (11 PTS) (H. Barnes 1 AST),"[1629056, 203084]",1610612758.0,SAC,driving reverse,,,Davis,T. Davis,,,,,4.69,Made,11.0,,,,,,,,,,,H. Barnes,203084.0,1.0,,,,,
219,PT07M00.00S,2021-11-09T03:44:54.6Z,2,REGULAR,3pt,Jump Shot,[],1629013,10.068988173455978,2.450980392156863,1610612756,44,44,2021-11-09T03:45:02Z,2170000,238.0,42.0,1,left,MISS L. Shamet 24' 3PT,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,24.14,Missed,,,,,,,,,,,,,,,,,,,
220,PT06M56.00S,2021-11-09T03:44:58.6Z,2,REGULAR,rebound,defensive,[],203084,,,1610612758,44,44,2021-11-09T03:45:02Z,2180000,,,0,,H. Barnes REBOUND (Off:0 Def:2),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,219.0,2.0,2.0,0.0,,,,,,,,,,,,,,
221,PT06M52.00S,2021-11-09T03:45:04.9Z,2,REGULAR,foul,personal,['2freethrow'],1629661,,,1610612758,44,44,2021-11-09T03:45:22Z,2190000,,,0,,C. Johnson shooting personal FOUL (1 PF) (Barnes 2 FT),"[1629661, 203084]",1610612756.0,PHX,shooting,,,Johnson,C. Johnson,,,,,,,,,,,,201639.0,1.0,0.0,Barnes,203084.0,,,,,,,,,
223,PT06M52.00S,2021-11-09T03:45:20.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,44,44,2021-11-09T03:45:20Z,2210000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M52.00S,2021-11-09T03:47:42.1Z,2,REGULAR,substitution,out,[],1627741,,,1610612758,44,44,2021-11-09T03:48:23Z,2220000,,,0,,SUB out: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M52.00S,2021-11-09T03:47:42.1Z,2,REGULAR,substitution,out,[],1629661,,,1610612758,44,44,2021-11-09T03:48:23Z,2230000,,,0,,SUB out: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M52.00S,2021-11-09T03:47:42.1Z,2,REGULAR,substitution,in,[],1629002,,,1610612758,44,44,2021-11-09T03:48:23Z,2240000,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M52.00S,2021-11-09T03:47:42.1Z,2,REGULAR,substitution,in,[],1628969,,,1610612758,44,44,2021-11-09T03:48:23Z,2250000,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M52.00S,2021-11-09T03:48:34.1Z,2,REGULAR,freethrow,1 of 2,[],203084,,,1610612758,45,44,2021-11-09T03:48:34Z,2260000,,,0,,H. Barnes Free Throw 1 of 2 (9 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
229,PT06M52.00S,2021-11-09T03:48:54.3Z,2,REGULAR,freethrow,2 of 2,[],203084,,,1610612758,46,44,2021-11-09T03:48:54Z,2270000,,,0,,H. Barnes Free Throw 2 of 2 (10 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
230,PT06M33.00S,2021-11-09T03:49:14.8Z,2,REGULAR,2pt,Jump Shot,[],1629013,26.49474375821288,34.55882352941176,1610612756,46,46,2021-11-09T03:49:21Z,2280000,77.0,197.0,1,left,L. Shamet 21' Jump Shot (7 PTS) (J. Crowder 2 AST),"[1629013, 203109]",1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,21.12,Made,7.0,,,,,,,,,,,J. Crowder,203109.0,2.0,,,,,
232,PT06M08.00S,2021-11-09T03:49:40.6Z,2,REGULAR,3pt,Jump Shot,[],1629002,70.77858081471747,77.45098039215686,1610612758,46,46,2021-11-09T03:49:47Z,2300000,137.0,222.0,1,right,MISS C. Metu 26' 3PT,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,26.12,Missed,,,,,,,,,,,,,,,,,,,
233,PT06M04.00S,2021-11-09T03:49:44.6Z,2,REGULAR,rebound,defensive,[],101108,,,1610612756,46,46,2021-11-09T03:49:47Z,2310000,,,0,,C. Paul REBOUND (Off:0 Def:2),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,232.0,2.0,2.0,0.0,,,,,,,,,,,,,,
234,PT05M58.00S,2021-11-09T03:49:51.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101108,19.530223390275953,48.03921568627451,1610612756,46,46,2021-11-09T03:49:57Z,2320000,10.0,131.0,1,left,MISS C. Paul 13' pullup Shot,[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,13.15,Missed,,,,,,,,,,,,,,,,,,,
235,PT05M54.00S,2021-11-09T03:49:55.3Z,2,REGULAR,rebound,defensive,[],1626158,,,1610612758,46,46,2021-11-09T03:49:57Z,2330000,,,0,,R. Holmes REBOUND (Off:1 Def:4),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,234.0,5.0,4.0,1.0,,,,,,,,,,,,,,
236,PT05M47.00S,2021-11-09T03:50:01.4Z,2,REGULAR,3pt,Jump Shot,[],1628368,67.88764783180025,33.82352941176471,1610612758,49,46,2021-11-09T03:50:08Z,2340000,-81.0,249.0,1,right,D. Fox 26' 3PT pullup (5 PTS),[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,26.22,Made,5.0,,,,,,,,,,,,,,,,,,
237,PT05M33.00S,2021-11-09T03:50:15.0Z,2,REGULAR,3pt,Jump Shot,[],1629013,23.47240473061761,10.294117647058822,1610612756,49,46,2021-11-09T03:50:21Z,2350000,199.0,168.0,1,left,MISS L. Shamet 26' 3PT,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,26.01,Missed,,,,,,,,,,,,,,,,,,,
238,PT05M29.00S,2021-11-09T03:50:19.0Z,2,REGULAR,rebound,defensive,[],203084,,,1610612758,49,46,2021-11-09T03:50:21Z,2360000,,,0,,H. Barnes REBOUND (Off:0 Def:3),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,237.0,3.0,3.0,0.0,,,,,,,,,,,,,,
239,PT05M24.00S,2021-11-09T03:50:24.1Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1628368,79.31997371879106,39.705882352941174,1610612758,51,46,2021-11-09T03:50:32Z,2370000,-51.0,142.0,1,right,D. Fox 15' pullup Jump Shot (7 PTS),[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,15.1,Made,7.0,,,,,,,,,,,,,,,,,,
241,PT05M04.00S,2021-11-09T03:50:44.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626163,9.017739816031538,43.13725490196079,1610612756,51,46,2021-11-09T03:50:52Z,2390000,34.0,32.0,1,left,MISS F. Kaminsky Hook - blocked,"[1626163, 1626158]",1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,4.71,Missed,,,,,,,,,,,,,,,Holmes,1626158.0,,,
242,PT05M04.00S,2021-11-09T03:50:44.3Z,2,REGULAR,block,,[],1626158,,,1610612756,51,46,2021-11-09T03:50:47Z,2400000,,,0,,R. Holmes BLOCK (1 BLK),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT04M59.00S,2021-11-09T03:50:49.3Z,2,REGULAR,rebound,offensive,[],1626163,,,1610612756,51,46,2021-11-09T03:50:52Z,2410000,,,0,,F. Kaminsky REBOUND (Off:1 Def:2),[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,,241.0,3.0,2.0,1.0,,,,,,,,,,,,,,
244,PT04M58.00S,2021-11-09T03:50:49.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626163,8.229303547963205,42.40196078431372,1610612756,51,48,2021-11-09T03:52:05Z,2420000,38.0,25.0,1,left,F. Kaminsky putback Layup (6 PTS),[1626163],1610612756.0,PHX,putback,,,Kaminsky,F. Kaminsky,,,,,4.54,Made,6.0,,,,,,,,,,,,,,,,,,
245,PT04M44.00S,2021-11-09T03:51:04.3Z,2,REGULAR,2pt,Jump Shot,[],1626158,78.26872536136662,49.754901960784316,1610612758,53,48,2021-11-09T03:51:18Z,2430000,-1.0,152.0,1,right,R. Holmes 15' Jump Shot (4 PTS) (H. Barnes 2 AST),"[1626158, 203084]",1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,15.18,Made,4.0,,,,,,,,,,,H. Barnes,203084.0,2.0,,,,,
247,PT04M36.00S,2021-11-09T03:51:11.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629013,8.623521681997373,41.17647058823529,1610612756,53,50,2021-11-09T03:51:22Z,2450000,44.0,29.0,1,left,L. Shamet cutting Layup (9 PTS) (C. Paul 2 AST),"[1629013, 101108]",1610612756.0,PHX,cutting,,,Shamet,L. Shamet,,,,,5.26,Made,9.0,,,,,,,,,,,C. Paul,101108.0,2.0,,,,,
249,PT04M23.00S,2021-11-09T03:51:25.0Z,2,REGULAR,turnover,lost ball,[],203084,,,1610612758,53,50,2021-11-09T03:51:29Z,2470000,,,0,,H. Barnes lost ball TURNOVER (2 TO),"[203084, 101108]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,2.0,,,,,,Paul,101108.0,
250,PT04M23.00S,2021-11-09T03:51:25.0Z,2,REGULAR,steal,,[],101108,,,1610612756,53,50,2021-11-09T03:51:27Z,2480000,,,0,,C. Paul STEAL (1 STL),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT04M18.00S,2021-11-09T03:51:30.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626163,9.017739816031538,45.588235294117645,1610612756,53,52,2021-11-09T03:51:37Z,2490000,22.0,32.0,1,left,F. Kaminsky running DUNK (8 PTS) (C. Paul 3 AST),"[1626163, 101108]",1610612756.0,PHX,running,,,Kaminsky,F. Kaminsky,,,,,3.91,Made,8.0,,,,,,,,,,,C. Paul,101108.0,3.0,,,,,
253,PT04M08.00S,2021-11-09T03:51:41.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,89.83245729303549,49.50980392156863,1610612758,55,52,2021-11-09T03:51:50Z,2510000,-2.0,43.0,1,right,D. Fox floating Jump Shot (9 PTS),[1628368],1610612758.0,SAC,floating,,,Fox,D. Fox,,,,,4.32,Made,9.0,,,,,,,,,,,,,,,,,,
254,PT04M08.00S,2021-11-09T03:51:46.0Z,2,REGULAR,foul,personal,['1freethrow'],1626163,,,1610612758,55,52,2021-11-09T03:52:00Z,2520000,,,0,,F. Kaminsky shooting personal FOUL (3 PF) (Fox 1 FT),"[1626163, 1628368]",1610612756.0,PHX,shooting,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,1628172.0,3.0,0.0,Fox,1628368.0,,,,,,,,,
256,PT04M08.00S,2021-11-09T03:52:02.2Z,2,REGULAR,substitution,out,[],1629056,,,1610612758,55,52,2021-11-09T03:53:20Z,2540000,,,0,,SUB out: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT04M08.00S,2021-11-09T03:52:02.2Z,2,REGULAR,substitution,out,[],101108,,,1610612758,55,52,2021-11-09T03:53:20Z,2550000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT04M08.00S,2021-11-09T03:52:02.2Z,2,REGULAR,substitution,out,[],1626163,,,1610612758,55,52,2021-11-09T03:53:20Z,2560000,,,0,,SUB out: F. Kaminsky,[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M08.00S,2021-11-09T03:52:02.2Z,2,REGULAR,substitution,out,[],1629013,,,1610612758,55,52,2021-11-09T03:53:20Z,2570000,,,0,,SUB out: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT04M08.00S,2021-11-09T03:52:02.2Z,2,REGULAR,substitution,in,[],1627741,,,1610612758,55,52,2021-11-09T03:53:20Z,2580000,,,0,,SUB in: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT04M08.00S,2021-11-09T03:52:02.2Z,2,REGULAR,substitution,in,[],1626166,,,1610612758,55,52,2021-11-09T03:53:20Z,2590000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT04M08.00S,2021-11-09T03:52:02.2Z,2,REGULAR,substitution,in,[],201580,,,1610612758,55,52,2021-11-09T03:53:20Z,2600000,,,0,,SUB in: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT04M08.00S,2021-11-09T03:52:02.2Z,2,REGULAR,substitution,in,[],1626164,,,1610612758,55,52,2021-11-09T03:53:20Z,2610000,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M08.00S,2021-11-09T03:52:25.7Z,2,REGULAR,freethrow,1 of 1,[],1628368,,,1610612758,56,52,2021-11-09T03:52:25Z,2620000,,,0,,D. Fox Free Throw 1 of 1 (10 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
265,PT03M53.00S,2021-11-09T03:52:42.7Z,2,REGULAR,2pt,Jump Shot,[],1628969,15.982260183968464,66.66666666666666,1610612756,56,54,2021-11-09T03:52:52Z,2630000,-83.0,98.0,1,left,M. Bridges 12' Jump Shot (4 PTS) (J. McGee 4 AST),"[1628969, 201580]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,12.84,Made,4.0,,,,,,,,,,,J. McGee,201580.0,4.0,,,,,
267,PT03M38.00S,2021-11-09T03:52:57.3Z,2,REGULAR,3pt,Jump Shot,[],203084,91.27792378449409,2.941176470588235,1610612758,59,54,2021-11-09T03:53:03Z,2650000,-235.0,29.0,1,right,H. Barnes 3PT  (13 PTS) (C. Metu 1 AST),"[203084, 1629002]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,23.71,Made,13.0,,,,,,,,,,,C. Metu,1629002.0,1.0,,,,,
269,PT03M17.00S,2021-11-09T03:53:18.6Z,2,REGULAR,turnover,bad pass,[],1626164,,,1610612756,59,54,2021-11-09T03:53:23Z,2670000,,,0,,D. Booker bad pass TURNOVER (3 TO),"[1626164, 203084]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,3.0,,,,,,Barnes,203084.0,
270,PT03M17.00S,2021-11-09T03:53:18.6Z,2,REGULAR,steal,,[],203084,,,1610612758,59,54,2021-11-09T03:53:20Z,2680000,,,0,,H. Barnes STEAL (1 STL),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT03M11.00S,2021-11-09T03:53:23.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629002,72.48685939553219,15.931372549019606,1610612758,59,54,2021-11-09T03:53:35Z,2690000,-170.0,206.0,1,right,MISS C. Metu 26' 3PT,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,26.74,Missed,,,,,,,,,,,,,,,,,,,
272,PT03M08.00S,2021-11-09T03:53:27.5Z,2,REGULAR,rebound,offensive,[],203084,,,1610612758,59,54,2021-11-09T03:53:27Z,2700000,,,0,,H. Barnes REBOUND (Off:1 Def:3),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,271.0,4.0,3.0,1.0,,,,,,,,,,,,,,
273,PT03M06.00S,2021-11-09T03:53:28.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",203084,90.48948751642575,38.48039215686275,1610612758,59,54,2021-11-09T03:53:38Z,2710000,-58.0,37.0,1,right,MISS H. Barnes 6' Jump Shot - blocked,"[203084, 203109]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,6.84,Missed,,,,,,,,,,,,,,,Crowder,203109.0,,,
