actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
2,PT12M00.00S,2021-10-23T02:11:32.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-10-23T02:11:32Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2021-10-23T02:11:36.8Z,1,REGULAR,jumpball,recovered,[],1629056,,,1610612758,0,0,2021-10-23T02:11:36Z,40000,,,0,,Jump Ball R. Holmes vs. R. Gobert: Tip to T. Davis,"[1629056, 1626158, 203497]",1610612758.0,SAC,startperiod,T. Davis,1629056.0,Davis,T. Davis,Holmes,1626158.0,Gobert,203497.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2021-10-23T02:11:47.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203084,93.64323258869908,53.18627450980392,1610612758,2,0,2021-10-23T02:11:55Z,70000,16.0,7.0,1,right,H. Barnes driving Layup (2 PTS) (D. Fox 1 AST),"[203084, 1628368]",1610612758.0,SAC,driving,,,Barnes,H. Barnes,,,,,1.75,Made,2.0,D. Fox,1628368.0,1.0,,,,,,,,,,,,,,,
9,PT11M27.00S,2021-10-23T02:12:04.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202711,7.835085413929041,55.63725490196079,1610612762,2,0,2021-10-23T02:12:17Z,90000,-28.0,21.0,1,left,MISS B. Bogdanovic driving Layup - blocked,"[202711, 1626158]",1610612762.0,UTA,driving,,,Bogdanovic,B. Bogdanovic,,,,,3.52,Missed,,,,,Holmes,1626158.0,,,,,,,,,,,,,
10,PT11M27.00S,2021-10-23T02:12:04.8Z,1,REGULAR,block,,[],1626158,,,1610612762,2,0,2021-10-23T02:12:08Z,100000,,,0,,R. Holmes BLOCK (1 BLK),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
11,PT11M27.00S,2021-10-23T02:12:04.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,2,0,2021-10-23T02:12:17Z,110000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,
12,PT11M27.00S,2021-10-23T02:12:10.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,2,0,2021-10-23T02:12:10Z,120000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,PT11M25.00S,2021-10-23T02:12:36.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,2,0,2021-10-23T02:12:36Z,130000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,PT11M22.00S,2021-10-23T02:12:50.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628378,4.812746386333772,97.30392156862744,1610612762,2,0,2021-10-23T02:12:59Z,140000,-237.0,-7.0,1,left,MISS D. Mitchell fadeaway 3PT,[1628378],1610612762.0,UTA,fadeaway,,,Mitchell,D. Mitchell,,,,,23.66,Missed,,,,,,,,,,,,,,,,,,,
15,PT11M19.00S,2021-10-23T02:12:53.0Z,1,REGULAR,rebound,defensive,[],1626158,,,1610612758,2,0,2021-10-23T02:12:59Z,150000,,,0,,R. Holmes REBOUND (Off:0 Def:1),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,
16,PT11M10.00S,2021-10-23T02:13:02.8Z,1,REGULAR,3pt,Jump Shot,[],203084,67.62483574244416,50.49019607843137,1610612758,5,0,2021-10-23T02:13:11Z,160000,2.0,252.0,1,right,H. Barnes 25' 3PT pullup (5 PTS) (R. Holmes 1 AST),"[203084, 1626158]",1610612758.0,SAC,pullup,,,Barnes,H. Barnes,,,,,25.18,Made,5.0,R. Holmes,1626158.0,1.0,,,,,,,,,,,,,,,
18,PT10M55.00S,2021-10-23T02:13:17.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,18.74178712220762,52.69607843137255,1610612762,5,0,2021-10-23T02:13:52Z,180000,-13.0,124.0,1,left,MISS D. Mitchell 12' driving floating Shot,[1628378],1610612762.0,UTA,driving floating,,,Mitchell,D. Mitchell,,,,,12.44,Missed,,,,,,,,,,,,,,,,,,,
19,PT10M52.00S,2021-10-23T02:13:20.1Z,1,REGULAR,rebound,defensive,[],1626158,,,1610612758,5,0,2021-10-23T02:13:29Z,190000,,,0,,R. Holmes REBOUND (Off:0 Def:2),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,18.0,2.0,2.0,0.0,,,,,,,,,
20,PT10M48.00S,2021-10-23T02:13:24.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629056,93.64323258869908,96.56862745098039,1610612758,5,0,2021-10-23T02:13:36Z,200000,233.0,7.0,1,right,MISS T. Davis running 3PT,[1629056],1610612758.0,SAC,running,,,Davis,T. Davis,,,,,23.29,Missed,,,,,,,,,,,,,,,,,,,
21,PT10M45.00S,2021-10-23T02:13:27.1Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,5,0,2021-10-23T02:13:36Z,210000,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,
22,PT10M42.00S,2021-10-23T02:13:34.9Z,1,REGULAR,foul,personal,[],1629056,,,1610612762,5,0,2021-10-23T02:13:55Z,220000,,,0,,T. Davis personal FOUL (1 PF),"[1629056, 203497]",1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,202037.0,1.0,0.0,Gobert,203497.0,,,,
24,PT10M32.00S,2021-10-23T02:14:03.5Z,1,REGULAR,3pt,Jump Shot,[],201144,33.065045992115635,46.07843137254902,1610612762,5,3,2021-10-23T02:14:10Z,240000,20.0,258.0,1,left,M. Conley 25' 3PT  (3 PTS) (B. Bogdanovic 1 AST),"[201144, 202711]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,25.9,Made,3.0,B. Bogdanovic,202711.0,1.0,,,,,,,,,,,,,,,
26,PT10M14.00S,2021-10-23T02:14:30.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,91.93495400788436,59.31372549019608,1610612758,5,3,2021-10-23T02:15:58Z,260000,47.0,23.0,1,right,MISS D. Fox turnaround fadeaway bank Shot,[1628368],1610612758.0,SAC,turnaround fadeaway bank,,,Fox,D. Fox,,,,,5.21,Missed,,,,,,,,,,,,,,,,,,,
