actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
184,PT11M34.00S,2021-12-31T23:39:06.8Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630169,,,1610612758,40,34,2021-12-31T23:39:06Z,1840000,,,0,,T. Haliburton Free Throw 2 of 2 (7 PTS),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
185,PT11M19.00S,2021-12-31T23:39:25.0Z,2,REGULAR,2pt,Jump Shot,[],203493,93.38042049934296,78.43137254901961,1610612742,40,36,2021-12-31T23:39:43Z,1850000,142.0,10.0,1,right,R. Bullock 14' pullup Jump Shot (5 PTS) (T. Pinson 1 AST),"[203493, 1629033]",1610612742.0,DAL,pullup,,,Bullock,R. Bullock,,,,,,,,,,Made,5.0,14.25,T. Pinson,1629033.0,1.0,,,,,,,,,
187,PT11M19.00S,2021-12-31T23:39:29.9Z,2,REGULAR,foul,personal,['1freethrow'],1630169,,,1610612742,40,36,2021-12-31T23:39:41Z,1870000,,,0,,T. Haliburton shooting personal FOUL (1 PF) (Bullock 1 FT),"[1630169, 203493]",1610612758.0,SAC,shooting,,,Haliburton,T. Haliburton,,,,,2714.0,1.0,0.0,Bullock,203493.0,,,,,,,,,,,,,,,
189,PT11M19.00S,2021-12-31T23:39:46.5Z,2,REGULAR,freethrow,1 of 1,[],203493,,,1610612742,40,37,2021-12-31T23:39:46Z,1890000,,,0,,R. Bullock Free Throw 1 of 1 (6 PTS),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
190,PT10M58.00S,2021-12-31T23:40:07.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626158,5.863994743758213,48.03921568627451,1610612758,42,37,2021-12-31T23:40:28Z,1900000,10.0,3.0,1,left,R. Holmes cutting Layup (6 PTS) (B. Hield 2 AST),"[1626158, 1627741]",1610612758.0,SAC,cutting,,,Holmes,R. Holmes,,,,,,,,,,Made,6.0,1.01,B. Hield,1627741.0,2.0,,,,,,,,,
192,PT10M40.00S,2021-12-31T23:40:26.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630182,93.38042049934296,54.166666666666664,1610612742,42,39,2021-12-31T23:40:32Z,1920000,21.0,10.0,1,right,J. Green Layup (8 PTS) (T. Pinson 2 AST),"[1630182, 1629033]",1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,Made,8.0,2.3,T. Pinson,1629033.0,2.0,,,,,,,,,
194,PT10M32.00S,2021-12-31T23:40:35.9Z,2,REGULAR,violation,kicked ball,[],204001,,,1610612758,42,39,2021-12-31T23:40:44Z,1940000,,,0,,K. Porzingis kicked ball VIOLATION,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,202007.0,,,,,,,,,,,,,,,,,,,
195,PT10M32.00S,2021-12-31T23:40:44.9Z,2,REGULAR,substitution,out,[],1630182,,,1610612758,42,39,2021-12-31T23:40:47Z,1950000,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
196,PT10M32.00S,2021-12-31T23:40:44.9Z,2,REGULAR,substitution,in,[],1627827,,,1610612758,42,39,2021-12-31T23:40:47Z,1960000,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,
199,PT10M25.00S,2021-12-31T23:41:02.0Z,2,REGULAR,3pt,Jump Shot,[],1629002,5.995400788436268,95.83333333333334,1610612758,42,39,2021-12-31T23:41:08Z,1990000,-229.0,4.0,1,left,MISS C. Metu 3PT,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,Missed,,22.92,,,,,,,,,,,,
200,PT10M22.00S,2021-12-31T23:41:05.3Z,2,REGULAR,rebound,defensive,[],203493,,,1610612742,42,39,2021-12-31T23:41:05Z,2000000,,,0,,R. Bullock REBOUND (Off:0 Def:2),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,199.0,2.0,2.0,0.0,,,,,
202,PT10M03.00S,2021-12-31T23:41:23.3Z,2,REGULAR,3pt,Jump Shot,[],1627827,90.22667542706965,96.32352941176471,1610612742,42,42,2021-12-31T23:41:42Z,2010000,232.0,39.0,1,right,D. Finney-Smith 3PT  (3 PTS) (T. Pinson 3 AST),"[1627827, 1629033]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,Made,3.0,23.49,T. Pinson,1629033.0,3.0,,,,,,,,,
204,PT09M40.00S,2021-12-31T23:41:46.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629002,14.273981603153747,64.4607843137255,1610612758,42,42,2021-12-31T23:41:52Z,2030000,-72.0,82.0,1,left,MISS C. Metu 10' turnaround Shot,[1629002],1610612758.0,SAC,turnaround,,,Metu,C. Metu,,,,,,,,,,Missed,,10.91,,,,,,,,,,,,
205,PT09M38.00S,2021-12-31T23:41:48.8Z,2,REGULAR,rebound,defensive,[],204001,,,1610612742,42,42,2021-12-31T23:41:52Z,2040000,,,0,,K. Porzingis REBOUND (Off:0 Def:2),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,204.0,2.0,2.0,0.0,,,,,
206,PT09M28.00S,2021-12-31T23:41:59.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629033,88.38699080157687,58.08823529411765,1610612742,42,42,2021-12-31T23:42:04Z,2050000,40.0,57.0,1,right,MISS T. Pinson 6' floating Shot,[1629033],1610612742.0,DAL,floating,,,Pinson,T. Pinson,,,,,,,,,,Missed,,6.96,,,,,,,,,,,,
207,PT09M25.00S,2021-12-31T23:42:02.7Z,2,REGULAR,rebound,defensive,[],1630169,,,1610612758,42,42,2021-12-31T23:42:04Z,2060000,,,0,,T. Haliburton REBOUND (Off:0 Def:2),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,206.0,2.0,2.0,0.0,,,,,
208,PT09M16.00S,2021-12-31T23:42:10.7Z,2,REGULAR,2pt,Jump Shot,[],1630558,5.995400788436268,70.34313725490196,1610612758,42,42,2021-12-31T23:42:15Z,2070000,-102.0,4.0,1,left,MISS D. Mitchell 10' pullup Shot,[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,,,,,,Missed,,10.18,,,,,,,,,,,,
209,PT09M13.00S,2021-12-31T23:42:13.7Z,2,REGULAR,rebound,defensive,[],203493,,,1610612742,42,42,2021-12-31T23:42:15Z,2080000,,,0,,R. Bullock REBOUND (Off:0 Def:3),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,208.0,3.0,3.0,0.0,,,,,
210,PT08M59.00S,2021-12-31T23:42:27.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,87.99277266754271,57.59803921568627,1610612742,42,44,2021-12-31T23:42:32Z,2090000,38.0,60.0,1,right,K. Porzingis 7' pullup Jump Shot (10 PTS) (J. Brunson 2 AST),"[204001, 1628973]",1610612742.0,DAL,pullup,,,Porzingis,K. Porzingis,,,,,,,,,,Made,10.0,7.14,J. Brunson,1628973.0,2.0,,,,,,,,,
212,PT08M45.00S,2021-12-31T23:42:41.9Z,2,REGULAR,3pt,Jump Shot,[],1630169,29.517082785808146,24.754901960784316,1610612758,45,44,2021-12-31T23:42:47Z,2110000,126.0,225.0,1,left,T. Haliburton 25' 3PT pullup (10 PTS),[1630169],1610612758.0,SAC,pullup,,,Haliburton,T. Haliburton,,,,,,,,,,Made,10.0,25.8,,,,,,,,,,,,
213,PT08M21.00S,2021-12-31T23:43:05.5Z,2,REGULAR,3pt,Jump Shot,[],1629033,68.9388961892247,30.392156862745097,1610612742,45,44,2021-12-31T23:43:11Z,2120000,-98.0,239.0,1,right,MISS T. Pinson 25' 3PT,[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,,Missed,,25.88,,,,,,,,,,,,
214,PT08M17.00S,2021-12-31T23:43:09.5Z,2,REGULAR,rebound,defensive,[],1626158,,,1610612758,45,44,2021-12-31T23:43:11Z,2130000,,,0,,R. Holmes REBOUND (Off:1 Def:4),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,213.0,5.0,4.0,1.0,,,,,
215,PT08M10.00S,2021-12-31T23:43:16.2Z,2,REGULAR,2pt,Jump Shot,[],1630169,24.655059132720105,45.09803921568628,1610612758,47,44,2021-12-31T23:43:21Z,2140000,25.0,179.0,1,left,T. Haliburton 18' step back Jump Shot (12 PTS),[1630169],1610612758.0,SAC,step back,,,Haliburton,T. Haliburton,,,,,,,,,,Made,12.0,18.1,,,,,,,,,,,,
216,PT07M56.00S,2021-12-31T23:43:31.8Z,2,REGULAR,3pt,Jump Shot,[],203493,73.01248357424441,83.33333333333334,1610612742,47,44,2021-12-31T23:43:36Z,2150000,167.0,201.0,1,right,MISS R. Bullock 26' 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,Missed,,26.13,,,,,,,,,,,,
217,PT07M52.00S,2021-12-31T23:43:34.4Z,2,REGULAR,rebound,defensive,[],1629002,,,1610612758,47,44,2021-12-31T23:43:34Z,2160000,,,0,,C. Metu REBOUND (Off:0 Def:1),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,216.0,1.0,1.0,0.0,,,,,
218,PT07M46.00S,2021-12-31T23:43:41.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629002,6.652431011826544,47.30392156862745,1610612758,49,44,2021-12-31T23:43:48Z,2170000,13.0,10.0,1,left,C. Metu cutting DUNK (7 PTS) (B. Hield 3 AST),"[1629002, 1627741]",1610612758.0,SAC,cutting,,,Metu,C. Metu,,,,,,,,,,Made,7.0,1.68,B. Hield,1627741.0,3.0,,,,,,,,,
220,PT07M46.00S,2021-12-31T23:43:47.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,49,44,2021-12-31T23:43:47Z,2190000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M46.00S,2021-12-31T23:45:29.7Z,2,REGULAR,substitution,out,[],1630558,,,1610612742,49,44,2021-12-31T23:46:45Z,2200000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M46.00S,2021-12-31T23:45:29.7Z,2,REGULAR,substitution,out,[],1626158,,,1610612742,49,44,2021-12-31T23:46:45Z,2210000,,,0,,SUB out: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M46.00S,2021-12-31T23:45:29.7Z,2,REGULAR,substitution,out,[],1627741,,,1610612742,49,44,2021-12-31T23:46:45Z,2220000,,,0,,SUB out: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M46.00S,2021-12-31T23:45:29.7Z,2,REGULAR,substitution,out,[],1629002,,,1610612742,49,44,2021-12-31T23:46:45Z,2230000,,,0,,SUB out: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M46.00S,2021-12-31T23:45:29.7Z,2,REGULAR,substitution,out,[],1628973,,,1610612742,49,44,2021-12-31T23:46:45Z,2240000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M46.00S,2021-12-31T23:45:29.7Z,2,REGULAR,substitution,out,[],1629033,,,1610612742,49,44,2021-12-31T23:46:45Z,2250000,,,0,,SUB out: T. Pinson,[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M46.00S,2021-12-31T23:45:29.7Z,2,REGULAR,substitution,in,[],1627745,,,1610612742,49,44,2021-12-31T23:46:45Z,2260000,,,0,,SUB in: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M46.00S,2021-12-31T23:45:29.7Z,2,REGULAR,substitution,in,[],1628963,,,1610612742,49,44,2021-12-31T23:46:45Z,2270000,,,0,,SUB in: M. Bagley III,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M46.00S,2021-12-31T23:45:29.7Z,2,REGULAR,substitution,in,[],203084,,,1610612742,49,44,2021-12-31T23:46:45Z,2280000,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M46.00S,2021-12-31T23:45:29.7Z,2,REGULAR,substitution,in,[],1628368,,,1610612742,49,44,2021-12-31T23:46:45Z,2290000,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M46.00S,2021-12-31T23:45:29.7Z,2,REGULAR,substitution,in,[],1628425,,,1610612742,49,44,2021-12-31T23:46:45Z,2300000,,,0,,SUB in: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M46.00S,2021-12-31T23:45:29.7Z,2,REGULAR,substitution,in,[],1630182,,,1610612742,49,44,2021-12-31T23:46:45Z,2310000,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M31.00S,2021-12-31T23:47:02.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630182,94.03745072273325,55.392156862745104,1610612742,49,44,2021-12-31T23:47:09Z,2320000,27.0,4.0,1,right,MISS J. Green driving Layup,[1630182],1610612742.0,DAL,driving,,,Green,J. Green,,,,,,,,,,Missed,,2.72,,,,,,,,,,,,
234,PT07M27.00S,2021-12-31T23:47:05.9Z,2,REGULAR,rebound,offensive,[],204001,,,1610612742,49,44,2021-12-31T23:47:05Z,2330000,,,0,,K. Porzingis REBOUND (Off:1 Def:2),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,233.0,3.0,2.0,1.0,,,,,
235,PT07M27.00S,2021-12-31T23:47:05.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",204001,94.40999984741211,50.0,1610612742,49,44,2021-12-31T23:47:05Z,2340000,0.0,0.0,1,right,MISS K. Porzingis tip Layup,[204001],1610612742.0,DAL,tip,,,Porzingis,K. Porzingis,,,,,,,,,,Missed,,0.0,,,,,,,,,,,,
236,PT07M25.00S,2021-12-31T23:47:07.5Z,2,REGULAR,rebound,offensive,[],204001,,,1610612742,49,44,2021-12-31T23:47:07Z,2350000,,,0,,K. Porzingis REBOUND (Off:2 Def:2),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,235.0,4.0,2.0,2.0,,,,,
237,PT07M25.00S,2021-12-31T23:47:07.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",204001,94.40999984741211,50.0,1610612742,49,46,2021-12-31T23:47:07Z,2360000,0.0,0.0,1,right,K. Porzingis tip Layup (12 PTS),[204001],1610612742.0,DAL,tip,,,Porzingis,K. Porzingis,,,,,,,,,,Made,12.0,0.0,,,,,,,,,,,,
238,PT07M20.00S,2021-12-31T23:47:23.2Z,2,REGULAR,foul,offensive,[],1627745,,,1610612758,49,46,2021-12-31T23:47:29Z,2370000,,,0,,D. Jones offensive FOUL (2 PF),"[1627745, 204001]",1610612758.0,SAC,,,,Jones,D. Jones,,,,,2714.0,2.0,0.0,Porzingis,204001.0,,,,,,,,,,,,,,,
240,PT07M20.00S,2021-12-31T23:47:23.2Z,2,REGULAR,turnover,offensive foul,[],1627745,,,1610612758,49,46,2021-12-31T23:47:23Z,2390000,,,0,,D. Jones offensive foul TURNOVER (1 TO),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,2714.0,,,,,,,,,,,,,,,1.0,,,,
241,PT07M02.00S,2021-12-31T23:47:52.6Z,2,REGULAR,foul,personal,[],1628368,,,1610612742,49,46,2021-12-31T23:48:01Z,2400000,,,0,,D. Fox personal FOUL (1 PF),"[1628368, 1627827]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,202007.0,1.0,0.0,Finney-Smith,1627827.0,,,,,,,,,,,,,,,
243,PT06M48.00S,2021-12-31T23:48:22.2Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612742,49,46,2021-12-31T23:48:27Z,2420000,,,0,,DAL shot clock Team TURNOVER,[],1610612742.0,DAL,,,,,,,,,,2714.0,,,,,,,,,,,,,,,,,,,
244,PT06M34.00S,2021-12-31T23:48:47.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628368,9.543363994743759,45.34313725490196,1610612758,49,46,2021-12-31T23:49:29Z,2430000,23.0,37.0,1,left,MISS D. Fox floating Shot,[1628368],1610612758.0,SAC,floating,,,Fox,D. Fox,,,,,,,,,,Missed,,4.39,,,,,,,,,,,,
245,PT06M34.00S,2021-12-31T23:48:47.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612758,49,46,2021-12-31T23:49:23Z,2440000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,244.0,,,,,,,,
246,PT06M34.00S,2021-12-31T23:48:54.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,49,46,2021-12-31T23:48:54Z,2450000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M25.00S,2021-12-31T23:49:11.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628963,5.075558475689881,95.83333333333334,1610612758,49,46,2021-12-31T23:49:26Z,2460000,-229.0,-5.0,1,left,MISS M. Bagley III 3PT,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,Missed,,22.93,,,,,,,,,,,,
248,PT06M24.00S,2021-12-31T23:49:12.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612742,49,46,2021-12-31T23:49:26Z,2470000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,247.0,,,,,,,,
249,PT06M24.00S,2021-12-31T23:49:16.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,49,46,2021-12-31T23:49:16Z,2480000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M02.00S,2021-12-31T23:49:39.9Z,2,REGULAR,3pt,Jump Shot,[],1628425,90.62089356110381,96.81372549019608,1610612742,49,46,2021-12-31T23:49:45Z,2490000,234.0,36.0,1,right,MISS S. Brown 3PT,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,Missed,,23.68,,,,,,,,,,,,
251,PT05M59.00S,2021-12-31T23:49:42.9Z,2,REGULAR,rebound,offensive,[],204001,,,1610612742,49,46,2021-12-31T23:49:45Z,2500000,,,0,,K. Porzingis REBOUND (Off:3 Def:2),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,250.0,5.0,2.0,3.0,,,,,
252,PT05M57.00S,2021-12-31T23:49:45.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203493,74.06373193166885,18.137254901960784,1610612742,49,49,2021-12-31T23:49:49Z,2510000,-159.0,191.0,1,right,R. Bullock 24' 3PT  (9 PTS) (K. Porzingis 3 AST),"[203493, 204001]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,Made,9.0,24.89,K. Porzingis,204001.0,3.0,,,,,,,,,
254,PT05M44.00S,2021-12-31T23:49:57.9Z,2,REGULAR,2pt,Jump Shot,[],1630169,5.995400788436268,23.03921568627451,1610612758,51,49,2021-12-31T23:50:03Z,2530000,135.0,4.0,1,left,T. Haliburton 13' pullup Jump Shot (14 PTS),[1630169],1610612758.0,SAC,pullup,,,Haliburton,T. Haliburton,,,,,,,,,,Made,14.0,13.49,,,,,,,,,,,,
255,PT05M28.00S,2021-12-31T23:50:17.4Z,2,REGULAR,foul,personal,[],1627745,,,1610612742,51,49,2021-12-31T23:50:40Z,2540000,,,0,,D. Jones personal FOUL (3 PF),"[1627745, 204001]",1610612758.0,SAC,,,,Jones,D. Jones,,,,,202007.0,3.0,0.0,Porzingis,204001.0,,,,,,,,,,,,,,,
257,PT05M28.00S,2021-12-31T23:50:39.8Z,2,REGULAR,substitution,out,[],204001,,,1610612742,51,49,2021-12-31T23:51:11Z,2560000,,,0,,SUB out: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M28.00S,2021-12-31T23:50:39.8Z,2,REGULAR,substitution,out,[],1628425,,,1610612742,51,49,2021-12-31T23:51:11Z,2570000,,,0,,SUB out: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M28.00S,2021-12-31T23:50:39.8Z,2,REGULAR,substitution,in,[],1628973,,,1610612742,51,49,2021-12-31T23:51:11Z,2580000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M28.00S,2021-12-31T23:50:39.8Z,2,REGULAR,substitution,in,[],1627737,,,1610612742,51,49,2021-12-31T23:51:11Z,2590000,,,0,,SUB in: M. Chriss,[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,,,,,,,,,,,,,,
261,PT05M28.00S,2021-12-31T23:51:13.1Z,2,REGULAR,substitution,out,[],1630169,,,1610612742,51,49,2021-12-31T23:51:17Z,2600000,,,0,,SUB out: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M28.00S,2021-12-31T23:51:13.1Z,2,REGULAR,substitution,out,[],1627745,,,1610612742,51,49,2021-12-31T23:51:17Z,2610000,,,0,,SUB out: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M28.00S,2021-12-31T23:51:13.1Z,2,REGULAR,substitution,in,[],1630558,,,1610612742,51,49,2021-12-31T23:51:17Z,2620000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
264,PT05M28.00S,2021-12-31T23:51:13.1Z,2,REGULAR,substitution,in,[],1626158,,,1610612742,51,49,2021-12-31T23:51:17Z,2630000,,,0,,SUB in: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,
265,PT05M23.00S,2021-12-31T23:51:18.4Z,2,REGULAR,foul,personal,['2freethrow'],1628963,,,1610612742,51,49,2021-12-31T23:51:29Z,2640000,,,0,,M. Bagley III shooting personal FOUL (2 PF) (Bullock 2 FT),"[1628963, 203493]",1610612758.0,SAC,shooting,,,Bagley III,M. Bagley III,,,,,1629175.0,2.0,0.0,Bullock,203493.0,,,,,,,,,,,,,,,
267,PT05M23.00S,2021-12-31T23:51:30.2Z,2,REGULAR,freethrow,1 of 2,[],203493,,,1610612742,51,49,2021-12-31T23:51:38Z,2660000,,,0,,MISS R. Bullock Free Throw 1 of 2,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,Missed,,,,,,,,,,,,,,
269,PT05M23.00S,2021-12-31T23:51:30.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,51,49,2021-12-31T23:51:38Z,2665000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,267.0,,,,,,,,
268,PT05M23.00S,2021-12-31T23:51:30.2Z,2,REGULAR,freethrow,2 of 2,[],203493,,,1610612742,51,50,2021-12-31T23:51:38Z,2670000,,,0,,R. Bullock Free Throw 2 of 2 (10 PTS),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,Made,10.0,,,,,,,,,,,,,
270,PT05M14.00S,2021-12-31T23:51:41.7Z,2,REGULAR,3pt,Jump Shot,[],1628963,29.122864651773984,72.79411764705883,1610612758,51,50,2021-12-31T23:51:48Z,2680000,-114.0,221.0,1,left,MISS M. Bagley III 24' 3PT,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,Missed,,24.89,,,,,,,,,,,,
271,PT05M10.00S,2021-12-31T23:51:45.7Z,2,REGULAR,rebound,defensive,[],1627737,,,1610612742,51,50,2021-12-31T23:51:48Z,2690000,,,0,,M. Chriss REBOUND (Off:0 Def:1),[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,,,,,,270.0,1.0,1.0,0.0,,,,,
272,PT04M57.00S,2021-12-31T23:51:58.5Z,2,REGULAR,2pt,Jump Shot,[],1628973,79.58278580814718,66.42156862745098,1610612742,51,52,2021-12-31T23:52:02Z,2700000,82.0,139.0,1,right,J. Brunson 16' pullup Jump Shot (9 PTS),[1628973],1610612742.0,DAL,pullup,,,Brunson,J. Brunson,,,,,,,,,,Made,9.0,16.18,,,,,,,,,,,,
273,PT04M46.00S,2021-12-31T23:52:09.6Z,2,REGULAR,3pt,Jump Shot,[],1630558,24.52365308804205,13.23529411764706,1610612758,51,52,2021-12-31T23:52:16Z,2710000,184.0,178.0,1,left,MISS D. Mitchell 25' 3PT,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,Missed,,25.59,,,,,,,,,,,,
274,PT04M41.00S,2021-12-31T23:52:14.6Z,2,REGULAR,rebound,defensive,[],1627737,,,1610612742,51,52,2021-12-31T23:52:16Z,2720000,,,0,,M. Chriss REBOUND (Off:0 Def:2),[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,,,,,,273.0,2.0,2.0,0.0,,,,,
275,PT04M34.00S,2021-12-31T23:52:22.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1627737,93.51182654402102,56.372549019607845,1610612742,51,54,2021-12-31T23:52:33Z,2730000,32.0,8.0,1,right,M. Chriss turnaround Jump Shot (4 PTS) (D. Finney-Smith 3 AST),"[1627737, 1627827]",1610612742.0,DAL,turnaround,,,Chriss,M. Chriss,,,,,,,,,,Made,4.0,3.3,D. Finney-Smith,1627827.0,3.0,,,,,,,,,
