actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
178,PT09M26.00S,2021-12-30T04:10:25.1Z,2,REGULAR,rebound,defensive,[],1628973,,,1610612742,25,32,2021-12-30T04:10:26Z,1770000,,,0,,J. Brunson REBOUND (Off:0 Def:2),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,177.0,2.0,2.0,0.0,,,,,,,,,,,,,
179,PT09M17.00S,2021-12-30T04:10:34.4Z,2,REGULAR,3pt,Jump Shot,[],1628425,93.11760840998686,3.6764705882352944,1610612742,25,35,2021-12-30T04:10:38Z,1780000,-232.0,12.0,1,right,S. Brown 3PT  (3 PTS) (J. Brunson 1 AST),"[1628425, 1628973]",1610612742.0,DAL,,,,Brown,S. Brown,,,,,23.19,Made,,,,,,,3.0,,,,,,J. Brunson,1628973.0,1.0,,,,
181,PT09M05.00S,2021-12-30T04:10:47.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,6.915243101182654,63.970588235294116,1610612758,27,35,2021-12-30T04:11:15Z,1800000,-70.0,13.0,1,left,T. Haliburton 7' driving floating bank Jump Shot (4 PTS),[1630169],1610612758.0,SAC,driving floating bank,,,Haliburton,T. Haliburton,,,,,7.1,Made,,,,,,,4.0,,,,,,,,,,,,
182,PT09M05.00S,2021-12-30T04:10:52.5Z,2,REGULAR,foul,personal,['1freethrow'],1629033,,,1610612758,27,35,2021-12-30T04:11:27Z,1810000,,,0,,T. Pinson shooting personal FOUL (1 PF) (Haliburton 1 FT),"[1629033, 1630169]",1610612742.0,DAL,shooting,,,Pinson,T. Pinson,,,,,,,,,,,,,,2002.0,1.0,0.0,Haliburton,1630169.0,,,,,,,
184,PT09M05.00S,2021-12-30T04:11:01.5Z,2,REGULAR,substitution,out,[],1629002,,,1610612758,27,35,2021-12-30T04:11:25Z,1830000,,,0,,SUB out: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT09M05.00S,2021-12-30T04:11:01.5Z,2,REGULAR,substitution,out,[],1630558,,,1610612758,27,35,2021-12-30T04:11:25Z,1840000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT09M05.00S,2021-12-30T04:11:01.5Z,2,REGULAR,substitution,out,[],1630182,,,1610612758,27,35,2021-12-30T04:11:25Z,1850000,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT09M05.00S,2021-12-30T04:11:01.5Z,2,REGULAR,substitution,in,[],1628963,,,1610612758,27,35,2021-12-30T04:11:25Z,1860000,,,0,,SUB in: M. Bagley III,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT09M05.00S,2021-12-30T04:11:01.5Z,2,REGULAR,substitution,in,[],1628368,,,1610612758,27,35,2021-12-30T04:11:25Z,1870000,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT09M05.00S,2021-12-30T04:11:01.5Z,2,REGULAR,substitution,in,[],1628373,,,1610612758,27,35,2021-12-30T04:11:25Z,1880000,,,0,,SUB in: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M05.00S,2021-12-30T04:11:28.7Z,2,REGULAR,freethrow,1 of 1,[],1630169,,,1610612758,28,35,2021-12-30T04:11:28Z,1890000,,,0,,T. Haliburton Free Throw 1 of 1 (5 PTS),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,Made,,,,,,,5.0,,,,,,,,,,,,
191,PT08M51.00S,2021-12-30T04:11:43.8Z,2,REGULAR,turnover,lost ball,[],1628373,,,1610612742,28,35,2021-12-30T04:11:48Z,1900000,,,0,,F. Ntilikina lost ball TURNOVER (1 TO),"[1628373, 1626158]",1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,1.0,Holmes,1626158.0,
192,PT08M51.00S,2021-12-30T04:11:43.8Z,2,REGULAR,steal,,[],1626158,,,1610612758,28,35,2021-12-30T04:11:46Z,1910000,,,0,,R. Holmes STEAL (1 STL),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M49.00S,2021-12-30T04:11:47.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628368,6.258212877792378,48.77450980392157,1610612758,30,35,2021-12-30T04:11:53Z,1920000,6.0,6.0,1,left,D. Fox running DUNK (7 PTS) (R. Holmes 2 AST),"[1628368, 1626158]",1610612758.0,SAC,running,,,Fox,D. Fox,,,,,0.88,Made,,,,,,,7.0,,,,,,R. Holmes,1626158.0,2.0,,,,
195,PT08M49.00S,2021-12-30T04:12:14.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,30,35,2021-12-30T04:12:14Z,1940000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M49.00S,2021-12-30T04:14:13.8Z,2,REGULAR,substitution,out,[],1629033,,,1610612742,30,35,2021-12-30T04:14:42Z,1950000,,,0,,SUB out: T. Pinson,[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M49.00S,2021-12-30T04:14:13.8Z,2,REGULAR,substitution,in,[],1627827,,,1610612742,30,35,2021-12-30T04:14:42Z,1960000,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M26.00S,2021-12-30T04:15:11.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628373,89.43823915900131,44.36274509803921,1610612742,30,37,2021-12-30T04:15:19Z,1970000,-28.0,47.0,1,right,F. Ntilikina driving Layup (5 PTS) (K. Porzingis 3 AST),"[1628373, 204001]",1610612742.0,DAL,driving,,,Ntilikina,F. Ntilikina,,,,,5.46,Made,,,,,,,5.0,,,,,,K. Porzingis,204001.0,3.0,,,,
200,PT08M10.00S,2021-12-30T04:15:29.7Z,2,REGULAR,foul,personal,['2freethrow'],1627827,,,1610612758,30,37,2021-12-30T04:15:39Z,1990000,,,0,,D. Finney-Smith shooting personal FOUL (2 PF) (Fox 2 FT),"[1627827, 1628368]",1610612742.0,DAL,shooting,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,1627964.0,2.0,0.0,Fox,1628368.0,,,,,,,
202,PT08M10.00S,2021-12-30T04:15:55.5Z,2,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,30,37,2021-12-30T04:15:55Z,2010000,,,0,,MISS D. Fox Free Throw 1 of 2,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Missed,,,,,,,,,,,,,,,,,,,
203,PT08M10.00S,2021-12-30T04:15:55.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,30,37,2021-12-30T04:15:55Z,2020000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,202.0,,,,,,,,,,,,,,,,
204,PT08M10.00S,2021-12-30T04:15:58.4Z,2,REGULAR,substitution,out,[],1627741,,,1610612758,30,37,2021-12-30T04:16:02Z,2030000,,,0,,SUB out: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M10.00S,2021-12-30T04:15:58.4Z,2,REGULAR,substitution,in,[],203084,,,1610612758,30,37,2021-12-30T04:16:02Z,2040000,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M10.00S,2021-12-30T04:16:11.7Z,2,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,31,37,2021-12-30T04:16:11Z,2050000,,,0,,D. Fox Free Throw 2 of 2 (8 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Made,,,,,,,8.0,,,,,,,,,,,,
207,PT07M56.00S,2021-12-30T04:16:30.5Z,2,REGULAR,3pt,Jump Shot,[],1628425,86.81011826544021,3.6764705882352944,1610612742,31,37,2021-12-30T04:16:36Z,2060000,-232.0,71.0,1,right,MISS S. Brown 24' 3PT,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,24.24,Missed,,,,,,,,,,,,,,,,,,,
208,PT07M53.00S,2021-12-30T04:16:33.5Z,2,REGULAR,rebound,offensive,[],1627827,,,1610612742,31,37,2021-12-30T04:16:36Z,2070000,,,0,,D. Finney-Smith REBOUND (Off:2 Def:2),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,207.0,4.0,2.0,2.0,,,,,,,,,,,,,
209,PT07M53.00S,2021-12-30T04:17:10.2Z,2,REGULAR,stoppage,other,[],0,,,1610612742,31,37,2021-12-30T04:17:10Z,2080000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M42.00S,2021-12-30T04:17:33.3Z,2,REGULAR,turnover,out-of-bounds,[],204001,,,1610612742,31,37,2021-12-30T04:17:41Z,2090000,,,0,,K. Porzingis bad pass out-of-bounds TURNOVER (2 TO),[204001],1610612742.0,DAL,bad pass,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,1627964.0,,,,,,,,2.0,,,
211,PT07M42.00S,2021-12-30T04:17:36.5Z,2,REGULAR,substitution,out,[],204001,,,1610612758,31,37,2021-12-30T04:17:43Z,2100000,,,0,,SUB out: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M42.00S,2021-12-30T04:17:36.5Z,2,REGULAR,substitution,in,[],203939,,,1610612758,31,37,2021-12-30T04:17:43Z,2110000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M31.00S,2021-12-30T04:18:00.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630169,20.97568988173456,49.50980392156863,1610612758,33,37,2021-12-30T04:18:05Z,2120000,2.0,145.0,1,left,T. Haliburton 14' pullup Jump Shot (7 PTS) (R. Holmes 3 AST),"[1630169, 1626158]",1610612758.0,SAC,pullup,,,Haliburton,T. Haliburton,,,,,14.47,Made,,,,,,,7.0,,,,,,R. Holmes,1626158.0,3.0,,,,
214,PT07M17.00S,2021-12-30T04:18:18.7Z,2,REGULAR,foul,personal,[],1630169,,,1610612742,33,37,2021-12-30T04:18:25Z,2130000,,,0,,T. Haliburton personal FOUL (2 PF),"[1630169, 203939]",1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,1628484.0,2.0,0.0,Powell,203939.0,,,,,,,
216,PT07M05.00S,2021-12-30T04:18:46.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,93.64323258869908,45.09803921568628,1610612742,33,39,2021-12-30T04:18:50Z,2150000,-25.0,7.0,1,right,J. Brunson Layup (9 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,2.56,Made,,,,,,,9.0,,,,,,,,,,,,
219,PT06M49.00S,2021-12-30T04:19:09.8Z,2,REGULAR,foul,personal,['2freethrow'],203939,,,1610612758,33,39,2021-12-30T04:19:51Z,2180000,,,0,,D. Powell shooting personal FOUL (1 PF) (Barnes 2 FT),"[203939, 203084]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,,,,,,,,,,1628484.0,1.0,0.0,Barnes,203084.0,,,,,,,
221,PT06M49.00S,2021-12-30T04:19:37.5Z,2,REGULAR,substitution,out,[],1626158,,,1610612758,33,39,2021-12-30T04:19:50Z,2200000,,,0,,SUB out: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M49.00S,2021-12-30T04:19:37.5Z,2,REGULAR,substitution,out,[],1628425,,,1610612758,33,39,2021-12-30T04:19:50Z,2210000,,,0,,SUB out: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M49.00S,2021-12-30T04:19:37.5Z,2,REGULAR,substitution,in,[],1627745,,,1610612758,33,39,2021-12-30T04:19:50Z,2220000,,,0,,SUB in: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M49.00S,2021-12-30T04:19:37.5Z,2,REGULAR,substitution,in,[],1630182,,,1610612758,33,39,2021-12-30T04:19:50Z,2230000,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M49.00S,2021-12-30T04:19:55.3Z,2,REGULAR,freethrow,1 of 2,[],203084,,,1610612758,34,39,2021-12-30T04:21:08Z,2240000,,,0,,H. Barnes Free Throw 1 of 2 (1 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,,,,,,,1.0,,,,,,,,,,,,
226,PT06M49.00S,2021-12-30T04:19:58.4Z,2,REGULAR,freethrow,2 of 2,[],203084,,,1610612758,35,39,2021-12-30T04:21:08Z,2250000,,,0,,H. Barnes Free Throw 2 of 2 (2 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,,,,,,,2.0,,,,,,,,,,,,
227,PT06M31.00S,2021-12-30T04:20:20.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628373,92.59198423127464,60.78431372549019,1610612742,35,39,2021-12-30T04:20:25Z,2260000,54.0,17.0,1,right,MISS F. Ntilikina driving Layup,[1628373],1610612742.0,DAL,driving,,,Ntilikina,F. Ntilikina,,,,,5.65,Missed,,,,,,,,,,,,,,,,,,,
228,PT06M29.00S,2021-12-30T04:20:22.0Z,2,REGULAR,rebound,defensive,[],1627745,,,1610612758,35,39,2021-12-30T04:20:25Z,2270000,,,0,,D. Jones REBOUND (Off:2 Def:2),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,227.0,4.0,2.0,2.0,,,,,,,,,,,,,
229,PT06M10.00S,2021-12-30T04:20:40.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,5.863994743758213,53.18627450980392,1610612758,37,39,2021-12-30T04:20:52Z,2280000,-16.0,3.0,1,left,M. Bagley III Layup (2 PTS) (T. Haliburton 3 AST),"[1628963, 1630169]",1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,1.61,Made,,,,,,,2.0,,,,,,T. Haliburton,1630169.0,3.0,,,,
231,PT06M01.00S,2021-12-30T04:20:52.8Z,2,REGULAR,foul,personal,[],1628368,,,1610612742,37,39,2021-12-30T04:21:03Z,2300000,,,0,,D. Fox personal FOUL (2 PF),"[1628368, 1628973]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,1627964.0,2.0,0.0,Brunson,1628973.0,,,,,,,
233,PT06M01.00S,2021-12-30T04:21:00.3Z,2,REGULAR,substitution,out,[],1628973,,,1610612742,37,39,2021-12-30T04:21:07Z,2320000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M01.00S,2021-12-30T04:21:00.3Z,2,REGULAR,substitution,in,[],202738,,,1610612742,37,39,2021-12-30T04:21:07Z,2330000,,,0,,SUB in: I. Thomas,[202738],1610612742.0,DAL,,,,Thomas,I. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT05M43.00S,2021-12-30T04:21:30.8Z,2,REGULAR,2pt,Jump Shot,[],202738,74.98357424441524,34.068627450980394,1610612742,37,39,2021-12-30T04:21:37Z,2340000,-80.0,183.0,1,right,MISS I. Thomas 19' step back Shot,[202738],1610612742.0,DAL,step back,,,Thomas,I. Thomas,,,,,19.93,Missed,,,,,,,,,,,,,,,,,,,
237,PT05M39.00S,2021-12-30T04:21:34.0Z,2,REGULAR,rebound,defensive,[],1628963,,,1610612758,37,39,2021-12-30T04:21:34Z,2350000,,,0,,M. Bagley III REBOUND (Off:0 Def:2),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,236.0,2.0,2.0,0.0,,,,,,,,,,,,,
238,PT05M29.00S,2021-12-30T04:21:43.9Z,2,REGULAR,3pt,Jump Shot,[],1630169,19.92444152431012,7.8431372549019605,1610612758,37,39,2021-12-30T04:21:48Z,2360000,211.0,135.0,1,left,MISS T. Haliburton 25' 3PT,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,25.02,Missed,,,,,,,,,,,,,,,,,,,
239,PT05M26.00S,2021-12-30T04:21:46.9Z,2,REGULAR,rebound,defensive,[],1628373,,,1610612742,37,39,2021-12-30T04:21:48Z,2370000,,,0,,F. Ntilikina REBOUND (Off:0 Def:1),[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,238.0,1.0,1.0,0.0,,,,,,,,,,,,,
240,PT05M24.00S,2021-12-30T04:21:50.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630182,93.38042049934296,53.18627450980392,1610612742,37,39,2021-12-30T04:21:57Z,2380000,16.0,10.0,1,right,MISS J. Green running Layup,[1630182],1610612742.0,DAL,running,,,Green,J. Green,,,,,1.86,Missed,,,,,,,,,,,,,,,,,,,
241,PT05M21.00S,2021-12-30T04:21:53.2Z,2,REGULAR,rebound,defensive,[],203084,,,1610612758,37,39,2021-12-30T04:21:57Z,2390000,,,0,,H. Barnes REBOUND (Off:0 Def:2),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,240.0,2.0,2.0,0.0,,,,,,,,,,,,,
242,PT05M16.00S,2021-12-30T04:21:57.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628963,5.469776609724048,46.07843137254902,1610612758,39,39,2021-12-30T04:22:03Z,2400000,20.0,-1.0,1,left,M. Bagley III running Layup (4 PTS) (T. Haliburton 4 AST),"[1628963, 1630169]",1610612758.0,SAC,running,,,Bagley III,M. Bagley III,,,,,1.96,Made,,,,,,,4.0,,,,,,T. Haliburton,1630169.0,4.0,,,,
244,PT04M57.00S,2021-12-30T04:22:16.0Z,2,REGULAR,2pt,Jump Shot,[],1628373,95.0886990801577,21.07843137254902,1610612742,39,39,2021-12-30T04:22:23Z,2420000,-145.0,-6.0,1,right,MISS F. Ntilikina 14' pullup Shot,[1628373],1610612742.0,DAL,pullup,,,Ntilikina,F. Ntilikina,,,,,14.47,Missed,,,,,,,,,,,,,,,,,,,
245,PT04M56.00S,2021-12-30T04:22:17.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612758,39,39,2021-12-30T04:22:23Z,2430000,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,244.0,,,,,,,,,,,,,,,,
246,PT04M56.00S,2021-12-30T04:22:23.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,39,39,2021-12-30T04:22:23Z,2440000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT04M43.00S,2021-12-30T04:22:38.3Z,2,REGULAR,3pt,Jump Shot,[],1628963,7.440867279894875,3.9215686274509802,1610612758,39,39,2021-12-30T04:22:44Z,2450000,230.0,17.0,1,left,MISS M. Bagley III 3PT,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,23.11,Missed,,,,,,,,,,,,,,,,,,,
248,PT04M39.00S,2021-12-30T04:22:42.3Z,2,REGULAR,rebound,defensive,[],203939,,,1610612742,39,39,2021-12-30T04:22:44Z,2460000,,,0,,D. Powell REBOUND (Off:0 Def:5),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,247.0,5.0,5.0,0.0,,,,,,,,,,,,,
249,PT04M19.00S,2021-12-30T04:23:01.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627827,89.56964520367937,49.26470588235294,1610612742,39,39,2021-12-30T04:23:05Z,2470000,-4.0,46.0,1,right,MISS D. Finney-Smith Hook,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,4.57,Missed,,,,,,,,,,,,,,,,,,,
250,PT04M17.00S,2021-12-30T04:23:03.4Z,2,REGULAR,rebound,defensive,[],203084,,,1610612758,39,39,2021-12-30T04:23:05Z,2480000,,,0,,H. Barnes REBOUND (Off:0 Def:3),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,249.0,3.0,3.0,0.0,,,,,,,,,,,,,
251,PT04M08.00S,2021-12-30T04:23:15.7Z,2,REGULAR,foul,personal,['2freethrow'],1630182,,,1610612758,39,39,2021-12-30T04:23:23Z,2490000,,,0,,J. Green shooting personal FOUL (2 PF) (Bagley III 2 FT),"[1630182, 1628963]",1610612742.0,DAL,shooting,,,Green,J. Green,,,,,,,,,,,,,,1627964.0,2.0,0.0,Bagley III,1628963.0,,,,,,,
253,PT04M08.00S,2021-12-30T04:23:51.0Z,2,REGULAR,freethrow,1 of 2,[],1628963,,,1610612758,40,39,2021-12-30T04:23:51Z,2510000,,,0,,M. Bagley III Free Throw 1 of 2 (5 PTS),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,Made,,,,,,,5.0,,,,,,,,,,,,
254,PT04M08.00S,2021-12-30T04:24:02.6Z,2,REGULAR,substitution,out,[],1628373,,,1610612758,40,39,2021-12-30T04:24:14Z,2520000,,,0,,SUB out: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT04M08.00S,2021-12-30T04:24:02.6Z,2,REGULAR,substitution,in,[],204001,,,1610612758,40,39,2021-12-30T04:24:14Z,2530000,,,0,,SUB in: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT04M08.00S,2021-12-30T04:24:34.0Z,2,REGULAR,freethrow,2 of 2,[],1628963,,,1610612758,41,39,2021-12-30T04:24:34Z,2540000,,,0,,M. Bagley III Free Throw 2 of 2 (6 PTS),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,Made,,,,,,,6.0,,,,,,,,,,,,
257,PT03M46.00S,2021-12-30T04:24:57.8Z,2,REGULAR,2pt,Jump Shot,[],204001,83.26215505913272,70.09803921568627,1610612742,41,39,2021-12-30T04:25:02Z,2550000,100.0,105.0,1,right,MISS K. Porzingis 14' turnaround Shot,[204001],1610612742.0,DAL,turnaround,,,Porzingis,K. Porzingis,,,,,14.52,Missed,,,,,,,,,,,,,,,,,,,
258,PT03M43.00S,2021-12-30T04:25:00.8Z,2,REGULAR,rebound,defensive,[],203084,,,1610612758,41,39,2021-12-30T04:25:02Z,2560000,,,0,,H. Barnes REBOUND (Off:0 Def:4),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,257.0,4.0,4.0,0.0,,,,,,,,,,,,,
259,PT03M34.00S,2021-12-30T04:25:10.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628963,10.463206307490145,54.65686274509803,1610612758,43,39,2021-12-30T04:25:14Z,2570000,-23.0,46.0,1,left,M. Bagley III driving Hook (8 PTS) (T. Haliburton 5 AST),"[1628963, 1630169]",1610612758.0,SAC,driving,,,Bagley III,M. Bagley III,,,,,5.15,Made,,,,,,,8.0,,,,,,T. Haliburton,1630169.0,5.0,,,,
261,PT03M34.00S,2021-12-30T04:25:19.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,43,39,2021-12-30T04:25:19Z,2590000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT03M11.00S,2021-12-30T04:28:40.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202738,92.59198423127464,46.07843137254902,1610612742,43,41,2021-12-30T04:28:45Z,2600000,-20.0,17.0,1,right,I. Thomas driving Layup (4 PTS),[202738],1610612742.0,DAL,driving,,,Thomas,I. Thomas,,,,,2.6,Made,,,,,,,4.0,,,,,,,,,,,,
263,PT02M54.00S,2021-12-30T04:28:56.4Z,2,REGULAR,turnover,bad pass,[],1628368,,,1610612758,43,41,2021-12-30T04:29:01Z,2610000,,,0,,D. Fox bad pass TURNOVER (2 TO),"[1628368, 1627827]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,2.0,Finney-Smith,1627827.0,
264,PT02M54.00S,2021-12-30T04:28:56.4Z,2,REGULAR,steal,,[],1627827,,,1610612742,43,41,2021-12-30T04:28:58Z,2620000,,,0,,D. Finney-Smith STEAL (1 STL),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT02M49.00S,2021-12-30T04:29:01.0Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1627827,72.61826544021025,79.41176470588235,1610612742,43,41,2021-12-30T04:30:27Z,2630000,147.0,205.0,1,right,MISS D. Finney-Smith 25' running pullup 3PT,[1627827],1610612742.0,DAL,running pullup,,,Finney-Smith,D. Finney-Smith,,,,,25.22,Missed,,,,,,,,,,,,,,,,,,,
266,PT02M47.00S,2021-12-30T04:29:03.0Z,2,REGULAR,rebound,defensive,[],1628963,,,1610612758,43,41,2021-12-30T04:29:07Z,2640000,,,0,,M. Bagley III REBOUND (Off:0 Def:3),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,265.0,3.0,3.0,0.0,,,,,,,,,,,,,
267,PT02M33.00S,2021-12-30T04:29:18.3Z,2,REGULAR,3pt,Jump Shot,[],1628368,31.750985545335087,57.107843137254896,1610612758,43,41,2021-12-30T04:29:22Z,2650000,-36.0,246.0,1,left,MISS D. Fox 24' 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,24.85,Missed,,,,,,,,,,,,,,,,,,,
268,PT02M29.00S,2021-12-30T04:29:22.3Z,2,REGULAR,rebound,offensive,[],1628963,,,1610612758,43,41,2021-12-30T04:29:22Z,2660000,,,0,,M. Bagley III REBOUND (Off:1 Def:3),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,267.0,4.0,3.0,1.0,,,,,,,,,,,,,
