actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
456,PT00M01.60S,2022-03-19T03:45:29.3Z,3,REGULAR,3pt,Jump Shot,[],1629002,8.492115637319317,3.431372549019608,1610612758,79,92,2022-03-19T03:50:37Z,4480000,233.0,27.0,1,left,MISS C. Metu running 3PT,[1629002],1610612758.0,SAC,running,,,Metu,C. Metu,,,,,23.44,Missed,,,,,,,,,,,,,,,,,,
457,PT00M01.60S,2022-03-19T03:45:29.3Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,79,92,2022-03-19T03:45:34Z,4490000,,,0,,D. Theis REBOUND (Off:1 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,456.0,4.0,3.0,1.0,,,,
458,PT00M00.00S,2022-03-19T03:45:36.5Z,3,REGULAR,3pt,Jump Shot,[],1628401,45.3515111695138,81.88572303921569,1610612738,79,92,2022-03-19T03:51:24Z,4500000,159.0,461.0,1,right,MISS D. White 48' running 3PT,[1628401],1610612738.0,BOS,running,,,White,D. White,,,,,48.8,Missed,,,,,,,,,,,,,,,,,,
459,PT00M00.00S,2022-03-19T03:45:36.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,79,92,2022-03-19T03:46:01Z,4510000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,458.0,,,,,,,
460,PT00M00.00S,2022-03-19T03:45:41.6Z,3,REGULAR,period,end,[],0,,,1610612738,79,92,2022-03-19T03:45:41Z,4520000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT12M00.00S,2022-03-19T03:46:15.8Z,4,REGULAR,substitution,out,['startperiod'],203200,,,1610612738,79,92,2022-03-19T03:48:23Z,4530000,,,0,,SUB out: J. Holiday,[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
462,PT12M00.00S,2022-03-19T03:46:15.8Z,4,REGULAR,substitution,out,['startperiod'],1627734,,,1610612738,79,92,2022-03-19T03:48:23Z,4540000,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,
463,PT12M00.00S,2022-03-19T03:46:15.8Z,4,REGULAR,substitution,out,['startperiod'],1626168,,,1610612738,79,92,2022-03-19T03:48:23Z,4550000,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,
464,PT12M00.00S,2022-03-19T03:46:15.8Z,4,REGULAR,substitution,out,['startperiod'],1627759,,,1610612738,79,92,2022-03-19T03:48:23Z,4560000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
465,PT12M00.00S,2022-03-19T03:46:15.8Z,4,REGULAR,substitution,in,['startperiod'],1630558,,,1610612738,79,92,2022-03-19T03:48:23Z,4570000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
466,PT12M00.00S,2022-03-19T03:46:15.8Z,4,REGULAR,substitution,in,['startperiod'],1627745,,,1610612738,79,92,2022-03-19T03:48:23Z,4580000,,,0,,SUB in: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,
467,PT12M00.00S,2022-03-19T03:46:15.8Z,4,REGULAR,substitution,in,['startperiod'],203084,,,1610612738,79,92,2022-03-19T03:48:23Z,4590000,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
468,PT12M00.00S,2022-03-19T03:46:15.8Z,4,REGULAR,substitution,in,['startperiod'],1629684,,,1610612738,79,92,2022-03-19T03:48:23Z,4600000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
469,PT12M00.00S,2022-03-19T03:48:19.1Z,4,REGULAR,period,start,[],0,,,1610612738,79,92,2022-03-19T03:48:24Z,4610000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT11M47.00S,2022-03-19T03:48:34.3Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,79,92,2022-03-19T03:48:34Z,4620000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT11M39.00S,2022-03-19T03:48:54.6Z,4,REGULAR,3pt,Jump Shot,[],1628401,77.61169513797634,8.823529411764707,1610612738,79,92,2022-03-19T03:48:59Z,4630000,-206.0,158.0,1,right,MISS D. White 25' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,25.95,Missed,,,,,,,,,,,,,,,,,,
472,PT11M36.00S,2022-03-19T03:48:57.6Z,4,REGULAR,rebound,defensive,[],1628978,,,1610612758,79,92,2022-03-19T03:48:59Z,4640000,,,0,,D. DiVincenzo REBOUND (Off:0 Def:2),[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,471.0,2.0,2.0,0.0,,,,
473,PT11M18.00S,2022-03-19T03:49:16.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203084,6.915243101182654,40.44117647058824,1610612758,79,92,2022-03-19T03:52:16Z,4650000,48.0,13.0,1,left,MISS H. Barnes Layup,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,4.94,Missed,,,,,,,,,,,,,,,,,,
474,PT11M15.00S,2022-03-19T03:49:19.3Z,4,REGULAR,rebound,defensive,[],1628401,,,1610612738,79,92,2022-03-19T03:49:23Z,4660000,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,473.0,1.0,1.0,0.0,,,,
475,PT11M10.00S,2022-03-19T03:49:24.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630202,93.11760840998686,3.6764705882352944,1610612738,79,95,2022-03-19T03:49:29Z,4670000,-232.0,12.0,1,right,P. Pritchard 3PT running (8 PTS) (D. White 3 AST),"[1630202, 1628401]",1610612738.0,BOS,running,,,Pritchard,P. Pritchard,,,,,23.19,Made,8.0,D. White,1628401.0,3.0,,,,,,,,,,,,,,
477,PT10M57.00S,2022-03-19T03:49:36.3Z,4,REGULAR,3pt,Jump Shot,[],1629002,10.988830486202366,3.1862745098039214,1610612758,79,95,2022-03-19T03:49:42Z,4690000,234.0,51.0,1,left,MISS C. Metu 3PT,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,23.95,Missed,,,,,,,,,,,,,,,,,,
478,PT10M54.00S,2022-03-19T03:49:39.3Z,4,REGULAR,rebound,defensive,[],1628401,,,1610612738,79,95,2022-03-19T03:49:42Z,4700000,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,477.0,2.0,2.0,0.0,,,,
480,PT10M49.00S,2022-03-19T03:49:45.0Z,4,REGULAR,3pt,Jump Shot,[],1630202,67.62483574244416,36.029411764705884,1610612738,79,98,2022-03-19T03:49:52Z,4710000,-70.0,252.0,1,right,P. Pritchard 26' 3PT  (11 PTS) (D. White 4 AST),"[1630202, 1628401]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,26.13,Made,11.0,D. White,1628401.0,4.0,,,,,,,,,,,,,,
482,PT10M35.00S,2022-03-19T03:50:01.8Z,4,REGULAR,foul,personal,[],1628401,,,1610612758,79,98,2022-03-19T03:50:18Z,4730000,,,0,,D. White personal FOUL (4 PF),"[1628401, 1629002]",1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,201245.0,,4.0,0.0,Metu,1629002.0,,,,,,,,
484,PT10M26.00S,2022-03-19T03:50:25.8Z,4,REGULAR,2pt,Jump Shot,[],1629002,6.389618922470433,27.450980392156865,1610612758,81,98,2022-03-19T03:50:29Z,4750000,113.0,8.0,1,left,C. Metu 11' floating Jump Shot (8 PTS) (D. DiVincenzo 8 AST),"[1629002, 1628978]",1610612758.0,SAC,floating,,,Metu,C. Metu,,,,,11.3,Made,8.0,D. DiVincenzo,1628978.0,8.0,,,,,,,,,,,,,,
486,PT10M07.00S,2022-03-19T03:50:47.8Z,4,REGULAR,foul,personal,['2freethrow'],1629002,,,1610612738,81,98,2022-03-19T03:51:06Z,4770000,,,0,,C. Metu shooting personal FOUL (3 PF) (Theis 2 FT),"[1629002, 1628464]",1610612758.0,SAC,shooting,,,Metu,C. Metu,,,,,,,,,,,201245.0,,3.0,0.0,Theis,1628464.0,,,,,,,,
488,PT10M07.00S,2022-03-19T03:51:12.3Z,4,REGULAR,freethrow,1 of 2,[],1628464,,,1610612738,81,99,2022-03-19T03:51:12Z,4790000,,,0,,D. Theis Free Throw 1 of 2 (5 PTS),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
489,PT10M07.00S,2022-03-19T03:51:32.9Z,4,REGULAR,freethrow,2 of 2,[],1628464,,,1610612738,81,100,2022-03-19T03:51:32Z,4800000,,,0,,D. Theis Free Throw 2 of 2 (6 PTS),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
490,PT09M57.00S,2022-03-19T03:51:50.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1630558,5.338370565045992,47.05882352941176,1610612758,83,100,2022-03-19T03:52:03Z,4810000,15.0,-2.0,1,left,D. Mitchell driving Layup (10 PTS),[1630558],1610612758.0,SAC,driving,,,Mitchell,D. Mitchell,,,,,1.49,Made,10.0,,,,,,,,,,,,,,,,,
491,PT09M57.00S,2022-03-19T03:51:53.6Z,4,REGULAR,violation,defensive goaltending,[],1629684,,,1610612758,83,100,2022-03-19T03:55:25Z,4820000,,,0,,G. Williams defensive goaltending VIOLATION,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,1627541.0,,,,,,,,,,,,,
492,PT09M42.00S,2022-03-19T03:52:22.1Z,4,REGULAR,turnover,out-of-bounds,[],1628401,,,1610612738,83,100,2022-03-19T03:52:31Z,4830000,,,0,,D. White bad pass out-of-bounds TURNOVER (2 TO),[1628401],1610612738.0,BOS,bad pass,,,White,D. White,,,,,,,,,,,2530.0,2.0,,,,,,,,,,,,
493,PT09M24.00S,2022-03-19T03:52:44.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630558,32.276609724047304,55.392156862745104,1610612758,83,100,2022-03-19T03:52:50Z,4840000,-27.0,251.0,1,left,MISS D. Mitchell 25' 3PT,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,25.23,Missed,,,,,,,,,,,,,,,,,,
494,PT09M20.00S,2022-03-19T03:52:48.9Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,83,100,2022-03-19T03:52:50Z,4850000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,493.0,3.0,3.0,0.0,,,,
495,PT09M07.00S,2022-03-19T03:53:01.7Z,4,REGULAR,3pt,Jump Shot,[],1630202,92.32917214191852,3.1862745098039214,1610612738,83,103,2022-03-19T03:53:07Z,4860000,-234.0,20.0,1,right,P. Pritchard 3PT  (14 PTS) (D. Theis 1 AST),"[1630202, 1628464]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,23.49,Made,14.0,D. Theis,1628464.0,1.0,,,,,,,,,,,,,,
497,PT08M56.00S,2022-03-19T03:53:15.8Z,4,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612758,83,103,2022-03-19T03:53:37Z,4880000,,,0,,D. Theis shooting personal FOUL (3 PF) (Metu 2 FT),"[1628464, 1629002]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,201245.0,,3.0,0.0,Metu,1629002.0,,,,,,,,
499,PT08M56.00S,2022-03-19T03:53:49.3Z,4,REGULAR,freethrow,1 of 2,[],1629002,,,1610612758,84,103,2022-03-19T03:53:49Z,4900000,,,0,,C. Metu Free Throw 1 of 2 (9 PTS),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
500,PT08M56.00S,2022-03-19T03:54:03.0Z,4,REGULAR,freethrow,2 of 2,[],1629002,,,1610612758,85,103,2022-03-19T03:54:03Z,4910000,,,0,,C. Metu Free Throw 2 of 2 (10 PTS),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
501,PT08M39.00S,2022-03-19T03:54:27.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,85.62746386333771,54.90196078431373,1610612738,85,105,2022-03-19T03:54:33Z,4920000,25.0,83.0,1,right,J. Tatum 8' driving floating Jump Shot (30 PTS) (D. White 5 AST),"[1628369, 1628401]",1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,8.62,Made,30.0,D. White,1628401.0,5.0,,,,,,,,,,,,,,
503,PT08M25.00S,2022-03-19T03:54:42.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629002,15.325229960578188,58.57843137254902,1610612758,85,105,2022-03-19T03:54:47Z,4940000,-43.0,92.0,1,left,MISS C. Metu 10' turnaround Shot,[1629002],1610612758.0,SAC,turnaround,,,Metu,C. Metu,,,,,10.11,Missed,,,,,,,,,,,,,,,,,,
504,PT08M22.00S,2022-03-19T03:54:45.2Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,85,105,2022-03-19T03:54:47Z,4950000,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,503.0,2.0,2.0,0.0,,,,
505,PT08M13.00S,2022-03-19T03:54:54.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.38042049934296,54.166666666666664,1610612738,85,107,2022-03-19T03:54:59Z,4960000,21.0,10.0,1,right,J. Tatum driving Layup (32 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,2.3,Made,32.0,,,,,,,,,,,,,,,,,
506,PT08M04.00S,2022-03-19T03:55:09.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,85,107,2022-03-19T03:55:09Z,4970000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT08M04.00S,2022-03-19T03:57:33.2Z,4,REGULAR,substitution,out,[],1629002,,,1610612758,85,107,2022-03-19T03:58:03Z,4980000,,,0,,SUB out: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,
508,PT08M04.00S,2022-03-19T03:57:33.2Z,4,REGULAR,substitution,out,[],203084,,,1610612758,85,107,2022-03-19T03:58:03Z,4990000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
509,PT08M04.00S,2022-03-19T03:57:33.2Z,4,REGULAR,substitution,in,[],203200,,,1610612758,85,107,2022-03-19T03:58:03Z,5000000,,,0,,SUB in: J. Holiday,[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
510,PT08M04.00S,2022-03-19T03:57:33.2Z,4,REGULAR,substitution,in,[],1626168,,,1610612758,85,107,2022-03-19T03:58:03Z,5010000,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,
511,PT07M47.00S,2022-03-19T03:58:18.4Z,4,REGULAR,3pt,Jump Shot,[],1626168,7.703679369250986,2.696078431372549,1610612758,85,107,2022-03-19T03:58:40Z,5020000,237.0,20.0,1,left,MISS T. Lyles 3PT,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,23.73,Missed,,,,,,,,,,,,,,,,,,
512,PT07M47.00S,2022-03-19T03:58:18.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,85,107,2022-03-19T03:58:40Z,5030000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,511.0,,,,,,,
513,PT07M47.00S,2022-03-19T03:58:27.0Z,4,REGULAR,foul,personal,[],1627745,,,1610612738,85,107,2022-03-19T03:59:06Z,5040000,,,0,,D. Jones loose ball personal FOUL (1 PF),"[1627745, 1628401]",1610612758.0,SAC,loose ball,,,Jones,D. Jones,,,,,,,,,,,1627541.0,,1.0,0.0,White,1628401.0,,,,,,,,
515,PT07M47.00S,2022-03-19T03:58:33.5Z,4,REGULAR,substitution,out,[],1627745,,,1610612738,85,107,2022-03-19T03:58:36Z,5060000,,,0,,SUB out: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,
516,PT07M47.00S,2022-03-19T03:58:33.5Z,4,REGULAR,substitution,in,[],1627734,,,1610612738,85,107,2022-03-19T03:58:36Z,5070000,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,
517,PT07M32.00S,2022-03-19T03:58:54.4Z,4,REGULAR,foul,personal,['2freethrow'],1628978,,,1610612738,85,107,2022-03-19T03:59:02Z,5080000,,,0,,D. DiVincenzo shooting personal FOUL (1 PF) (White 2 FT),"[1628978, 1628401]",1610612758.0,SAC,shooting,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,201245.0,,1.0,0.0,White,1628401.0,,,,,,,,
519,PT07M32.00S,2022-03-19T03:59:20.5Z,4,REGULAR,freethrow,1 of 2,[],1628401,,,1610612738,85,108,2022-03-19T03:59:20Z,5100000,,,0,,D. White Free Throw 1 of 2 (3 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
520,PT07M32.00S,2022-03-19T03:59:36.0Z,4,REGULAR,freethrow,2 of 2,[],1628401,,,1610612738,85,109,2022-03-19T03:59:36Z,5110000,,,0,,D. White Free Throw 2 of 2 (4 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
521,PT07M05.00S,2022-03-19T04:00:04.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,6.258212877792378,54.65686274509803,1610612758,85,109,2022-03-19T04:00:09Z,5120000,-23.0,6.0,1,left,MISS D. Mitchell driving Layup,[1630558],1610612758.0,SAC,driving,,,Mitchell,D. Mitchell,,,,,2.41,Missed,,,,,,,,,,,,,,,,,,
522,PT07M03.00S,2022-03-19T04:00:06.5Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,85,109,2022-03-19T04:00:26Z,5130000,,,0,,P. Pritchard REBOUND (Off:0 Def:3),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,521.0,3.0,3.0,0.0,,,,
523,PT07M00.00S,2022-03-19T04:00:12.6Z,4,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,85,109,2022-03-19T04:00:19Z,5140000,,,0,,J. Tatum bad pass out-of-bounds TURNOVER (2 TO),[1628369],1610612738.0,BOS,bad pass,,,Tatum,J. Tatum,,,,,,,,,,,2530.0,2.0,,,,,,,,,,,,
524,PT06M45.00S,2022-03-19T04:00:30.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628978,10.726018396846255,3.6764705882352944,1610612758,85,109,2022-03-19T04:00:35Z,5150000,232.0,48.0,1,left,MISS D. DiVincenzo 3PT,[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,23.66,Missed,,,,,,,,,,,,,,,,,,
525,PT06M43.00S,2022-03-19T04:00:32.6Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,85,109,2022-03-19T04:00:35Z,5160000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,524.0,4.0,4.0,0.0,,,,
526,PT06M36.00S,2022-03-19T04:00:40.5Z,4,REGULAR,3pt,Jump Shot,[],1629684,77.4802890932983,9.803921568627452,1610612738,85,109,2022-03-19T04:00:46Z,5170000,-201.0,159.0,1,right,MISS G. Williams 25' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,25.64,Missed,,,,,,,,,,,,,,,,,,
527,PT06M31.00S,2022-03-19T04:00:45.5Z,4,REGULAR,rebound,defensive,[],1627734,,,1610612758,85,109,2022-03-19T04:00:46Z,5180000,,,0,,D. Sabonis REBOUND (Off:5 Def:12),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,526.0,17.0,12.0,5.0,,,,
528,PT06M26.00S,2022-03-19T04:00:50.3Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630558,18.084756898817346,93.87254901960785,1610612758,85,109,2022-03-19T04:03:23Z,5190000,-219.0,117.0,1,left,MISS D. Mitchell 24' running pullup 3PT,[1630558],1610612758.0,SAC,running pullup,,,Mitchell,D. Mitchell,,,,,24.89,Missed,,,,,,,,,,,,,,,,,,
529,PT06M24.00S,2022-03-19T04:00:52.3Z,4,REGULAR,rebound,defensive,[],1628464,,,1610612738,85,109,2022-03-19T04:03:23Z,5200000,,,0,,D. Theis REBOUND (Off:1 Def:4),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,528.0,5.0,4.0,1.0,,,,
530,PT06M12.00S,2022-03-19T04:01:05.0Z,4,REGULAR,3pt,Jump Shot,[],1628369,66.70499342969777,50.49019607843137,1610612738,85,109,2022-03-19T04:01:11Z,5210000,2.0,260.0,1,right,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,26.05,Missed,,,,,,,,,,,,,,,,,,
531,PT06M07.00S,2022-03-19T04:01:10.0Z,4,REGULAR,rebound,offensive,[],1630202,,,1610612738,85,109,2022-03-19T04:01:14Z,5220000,,,0,,P. Pritchard REBOUND (Off:1 Def:3),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,530.0,4.0,3.0,1.0,,,,
532,PT06M00.00S,2022-03-19T04:01:16.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628401,71.43561103810775,78.67647058823529,1610612738,85,112,2022-03-19T04:01:22Z,5230000,143.0,216.0,1,right,D. White 25' 3PT  (7 PTS) (D. Theis 2 AST),"[1628401, 1628464]",1610612738.0,BOS,,,,White,D. White,,,,,25.93,Made,7.0,D. Theis,1628464.0,2.0,,,,,,,,,,,,,,
534,PT05M43.00S,2022-03-19T04:01:35.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,7.703679369250986,51.470588235294116,1610612758,87,112,2022-03-19T04:01:40Z,5250000,-7.0,20.0,1,left,D. Sabonis Layup (26 PTS) (J. Holiday 3 AST),"[1627734, 203200]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,2.12,Made,26.0,J. Holiday,203200.0,3.0,,,,,,,,,,,,,,
536,PT05M43.00S,2022-03-19T04:01:40.2Z,4,REGULAR,foul,personal,['1freethrow'],1629684,,,1610612758,87,112,2022-03-19T04:01:57Z,5270000,,,0,,G. Williams shooting personal FOUL (5 PF) (Sabonis 1 FT),"[1629684, 1627734]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,1627541.0,,5.0,1.0,Sabonis,1627734.0,,,,,,,,
538,PT05M43.00S,2022-03-19T04:02:02.9Z,4,REGULAR,freethrow,1 of 1,[],1627734,,,1610612758,87,112,2022-03-19T04:02:06Z,5290000,,,0,,MISS D. Sabonis Free Throw 1 of 1,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,Missed,,,,,,,,,,,,,,,,,,
539,PT05M41.00S,2022-03-19T04:02:04.9Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,87,112,2022-03-19T04:02:06Z,5300000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,538.0,5.0,5.0,0.0,,,,
540,PT05M22.00S,2022-03-19T04:02:24.2Z,4,REGULAR,foul,personal,['2freethrow'],1627734,,,1610612738,87,112,2022-03-19T04:02:46Z,5310000,,,0,,D. Sabonis shooting personal FOUL (3 PF) (Williams 2 FT),"[1627734, 1629684]",1610612758.0,SAC,shooting,,,Sabonis,D. Sabonis,,,,,,,,,,,1627541.0,,3.0,1.0,Williams,1629684.0,,,,,,,,
542,PT05M22.00S,2022-03-19T04:02:47.5Z,4,REGULAR,freethrow,1 of 2,[],1629684,,,1610612738,87,113,2022-03-19T04:03:10Z,5330000,,,0,,G. Williams Free Throw 1 of 2 (7 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
543,PT05M22.00S,2022-03-19T04:02:53.6Z,4,REGULAR,substitution,out,[],1628369,,,1610612738,87,113,2022-03-19T04:02:59Z,5340000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
544,PT05M22.00S,2022-03-19T04:02:53.6Z,4,REGULAR,substitution,in,[],1627759,,,1610612738,87,113,2022-03-19T04:02:59Z,5350000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
545,PT05M22.00S,2022-03-19T04:02:47.5Z,4,REGULAR,freethrow,2 of 2,[],1629684,,,1610612738,87,113,2022-03-19T04:03:10Z,5360000,,,0,,MISS G. Williams Free Throw 2 of 2,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Missed,,,,,,,,,,,,,,,,,,
546,PT05M19.00S,2022-03-19T04:02:50.5Z,4,REGULAR,rebound,defensive,[],1627734,,,1610612758,87,113,2022-03-19T04:03:10Z,5370000,,,0,,D. Sabonis REBOUND (Off:5 Def:13),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,545.0,18.0,13.0,5.0,,,,
547,PT05M10.00S,2022-03-19T04:03:20.2Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'defensivegoaltending']",1627734,6.521024967148489,62.745098039215684,1610612758,89,113,2022-03-19T04:03:30Z,5380000,-64.0,9.0,1,left,D. Sabonis 6' turnaround Hook (28 PTS) (T. Lyles 3 AST),"[1627734, 1626168]",1610612758.0,SAC,turnaround,,,Sabonis,D. Sabonis,,,,,6.43,Made,28.0,T. Lyles,1626168.0,3.0,,,,,,,,,,,,,,
