actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
270,PT02M25.00S,2021-11-04T02:55:13.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,6.1268068331143235,46.07843137254902,1610612740,48,45,2021-11-04T02:55:19Z,2690000,20.0,5.0,1,left,J. Hart driving Layup (2 PTS) (N. Alexander-Walker 2 AST),"[1628404, 1629638]",1610612740.0,NOP,driving,,,Hart,J. Hart,,,,,,,,2.03,Made,,,,,2.0,N. Alexander-Walker,1629638.0,2.0,,,,,,,,
272,PT02M14.00S,2021-11-04T02:55:22.8Z,2,REGULAR,2pt,Jump Shot,[],1630558,80.3712220762155,25.735294117647058,1610612758,48,45,2021-11-04T02:55:27Z,2710000,-121.0,132.0,1,right,MISS D. Mitchell 17' pullup Shot,[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,,,,17.93,Missed,,,,,,,,,,,,,,,,
273,PT02M12.00S,2021-11-04T02:55:24.8Z,2,REGULAR,rebound,defensive,[],1626195,,,1610612740,48,45,2021-11-04T02:55:27Z,2720000,,,0,,W. Hernangomez REBOUND (Off:0 Def:2),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,272.0,2.0,2.0,0.0,,,,,,,,,,,,
274,PT02M10.00S,2021-11-04T02:55:32.0Z,2,REGULAR,foul,personal,['2freethrow'],1630558,,,1610612740,48,45,2021-11-04T02:55:48Z,2730000,,,0,,D. Mitchell shooting personal FOUL (1 PF) (Temple 2 FT),"[1630558, 202066]",1610612758.0,SAC,shooting,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,1627534.0,1.0,0.0,Temple,202066.0,
276,PT02M10.00S,2021-11-04T02:55:56.3Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],202066,,,1610612740,48,46,2021-11-04T02:55:56Z,2750000,,,0,,G. Temple Free Throw 1 of 2 (4 PTS),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,Made,,,,,4.0,,,,,,,,,,,
277,PT02M10.00S,2021-11-04T02:55:58.2Z,2,REGULAR,substitution,out,[],1630558,,,1610612740,48,46,2021-11-04T02:56:05Z,2760000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT02M10.00S,2021-11-04T02:55:58.2Z,2,REGULAR,substitution,in,[],1630169,,,1610612740,48,46,2021-11-04T02:56:05Z,2770000,,,0,,SUB in: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT02M10.00S,2021-11-04T02:56:14.9Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],202066,,,1610612740,48,47,2021-11-04T02:56:14Z,2780000,,,0,,G. Temple Free Throw 2 of 2 (5 PTS),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,Made,,,,,5.0,,,,,,,,,,,
280,PT01M53.00S,2021-11-04T02:56:33.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,92.72339027595268,54.90196078431373,1610612758,50,47,2021-11-04T02:56:38Z,2790000,25.0,16.0,1,right,H. Barnes bank Jump Shot (9 PTS),[203084],1610612758.0,SAC,bank,,,Barnes,H. Barnes,,,,,,,,2.92,Made,,,,,9.0,,,,,,,,,,,
281,PT01M45.00S,2021-11-04T02:56:41.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629638,29.25427069645204,72.54901960784314,1610612740,50,47,2021-11-04T02:56:51Z,2800000,-113.0,222.0,1,left,MISS N. Alexander-Walker 24' 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,24.94,Missed,,,,,,,,,,,,,,,,
282,PT01M42.00S,2021-11-04T02:56:44.7Z,2,REGULAR,rebound,defensive,[],1626158,,,1610612758,50,47,2021-11-04T02:56:46Z,2810000,,,0,,R. Holmes REBOUND (Off:1 Def:5),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,281.0,6.0,5.0,1.0,,,,,,,,,,,,
283,PT01M31.00S,2021-11-04T02:56:59.0Z,2,REGULAR,foul,personal,['2freethrow'],1626195,,,1610612758,50,47,2021-11-04T02:57:12Z,2820000,,,0,,W. Hernangomez shooting personal FOUL (2 PF) (Barnes 2 FT),"[1626195, 203084]",1610612740.0,NOP,shooting,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,1627534.0,2.0,0.0,Barnes,203084.0,
285,PT01M31.00S,2021-11-04T02:57:40.4Z,2,REGULAR,freethrow,1 of 2,[],203084,,,1610612758,50,47,2021-11-04T02:57:40Z,2840000,,,0,,MISS H. Barnes Free Throw 1 of 2,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,Missed,,,,,,,,,,,,,,,,
286,PT01M31.00S,2021-11-04T02:57:40.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,50,47,2021-11-04T02:57:40Z,2850000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,285.0,,,,,,,,,,,,,,,
287,PT01M31.00S,2021-11-04T02:57:55.0Z,2,REGULAR,freethrow,2 of 2,[],203084,,,1610612758,51,47,2021-11-04T02:57:55Z,2860000,,,0,,H. Barnes Free Throw 2 of 2 (10 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,Made,,,,,10.0,,,,,,,,,,,
288,PT01M18.00S,2021-11-04T02:58:10.0Z,2,REGULAR,3pt,Jump Shot,[],1628984,19.530223390275953,6.127450980392156,1610612740,51,50,2021-11-04T02:58:15Z,2870000,219.0,131.0,1,left,D. Graham 25' 3PT  (14 PTS) (J. Hart 1 AST),"[1628984, 1628404]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,25.56,Made,,,,,14.0,J. Hart,1628404.0,1.0,,,,,,,,
290,PT00M59.70S,2021-11-04T02:58:29.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626158,93.38042049934296,47.30392156862745,1610612758,53,50,2021-11-04T02:58:36Z,2890000,-13.0,10.0,1,right,R. Holmes cutting DUNK (12 PTS) (H. Barnes 2 AST),"[1626158, 203084]",1610612758.0,SAC,cutting,,,Holmes,R. Holmes,,,,,,,,1.66,Made,,,,,12.0,H. Barnes,203084.0,2.0,,,,,,,,
292,PT00M53.70S,2021-11-04T02:58:37.9Z,2,REGULAR,foul,offensive,[],1628984,,,1610612740,53,50,2021-11-04T02:59:04Z,2910000,,,0,,D. Graham charge offensive FOUL (2 PF),"[1628984, 1628368]",1610612740.0,NOP,charge,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,1146.0,2.0,0.0,Fox,1628368.0,
294,PT00M53.70S,2021-11-04T02:58:37.9Z,2,REGULAR,turnover,offensive foul,[],1628984,,,1610612740,53,50,2021-11-04T02:58:37Z,2930000,,,0,,D. Graham offensive foul TURNOVER (1 TO),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,1.0,,,,,,,,,,,,,,,1146.0,,,,,
295,PT00M53.70S,2021-11-04T02:58:56.4Z,2,REGULAR,foul,technical,['1freethrow'],1628984,,,1610612758,53,50,2021-11-04T02:59:07Z,2940000,,,0,,D. Graham technical FOUL (1 Tech),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,1146.0,2.0,1.0,,,
296,PT00M53.70S,2021-11-04T02:59:08.2Z,2,REGULAR,freethrow,1 of 1,[],1630169,,,1610612758,54,50,2021-11-04T02:59:08Z,2950000,,,0,,T. Haliburton technical Free Throw 1 of 1 (5 PTS),[1630169],1610612758.0,SAC,technical,,,Haliburton,T. Haliburton,,,,,,,,,Made,,,,,5.0,,,,,,,,,,,
297,PT00M32.70S,2021-11-04T02:59:47.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628368,68.67608409986859,66.91176470588235,1610612758,54,50,2021-11-04T02:59:53Z,2960000,85.0,242.0,1,right,MISS D. Fox 25' pullup 3PT,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,,,,25.63,Missed,,,,,,,,,,,,,,,,
298,PT00M29.80S,2021-11-04T02:59:50.3Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612740,54,50,2021-11-04T02:59:53Z,2970000,,,0,,J. Hart REBOUND (Off:0 Def:3),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,297.0,3.0,3.0,0.0,,,,,,,,,,,,
299,PT00M28.30S,2021-11-04T02:59:54.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628404,6.915243101182654,53.18627450980392,1610612740,54,52,2021-11-04T03:00:02Z,2980000,-16.0,13.0,1,left,J. Hart running Layup (4 PTS),[1628404],1610612740.0,NOP,running,,,Hart,J. Hart,,,,,,,,2.02,Made,,,,,4.0,,,,,,,,,,,
302,PT00M04.60S,2021-11-04T03:01:03.5Z,2,REGULAR,instantreplay,request,[],0,,,1610612758,54,52,2021-11-04T03:04:48Z,3010000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,,,,,1146.0,,,,,SC - No Violation - Foul Before
300,PT00M04.60S,2021-11-04T03:01:03.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629638,,,1610612758,54,52,2021-11-04T03:12:38Z,3015000,,,0,,N. Alexander-Walker shooting personal FOUL (1 PF) (Haliburton 2 FT),"[1629638, 1630169]",1610612740.0,NOP,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,1146.0,1.0,0.0,Haliburton,1630169.0,
303,PT00M04.60S,2021-11-04T03:02:40.3Z,2,REGULAR,freethrow,1 of 2,[],1630169,,,1610612758,55,52,2021-11-04T03:03:31Z,3020000,,,0,,T. Haliburton Free Throw 1 of 2 (6 PTS),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,Made,,,,,6.0,,,,,,,,,,,
304,PT00M04.60S,2021-11-04T03:02:41.2Z,2,REGULAR,substitution,out,[],1626158,,,1610612758,55,52,2021-11-04T03:02:56Z,3030000,,,0,,SUB out: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT00M04.60S,2021-11-04T03:02:41.2Z,2,REGULAR,substitution,in,[],1630558,,,1610612758,55,52,2021-11-04T03:02:56Z,3040000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT00M04.60S,2021-11-04T03:02:40.3Z,2,REGULAR,freethrow,2 of 2,[],1630169,,,1610612758,56,52,2021-11-04T03:03:31Z,3050000,,,0,,T. Haliburton Free Throw 2 of 2 (7 PTS),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,Made,,,,,7.0,,,,,,,,,,,
307,PT00M02.70S,2021-11-04T03:03:17.2Z,2,REGULAR,foul,personal,[],1628368,,,1610612740,56,52,2021-11-04T03:15:20Z,3060000,,,0,,D. Fox take personal FOUL (2 PF),"[1628368, 1628984]",1610612758.0,SAC,take,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,1627534.0,2.0,0.0,Graham,1628984.0,
309,PT00M00.70S,2021-11-04T03:03:36.4Z,2,REGULAR,3pt,Jump Shot,[],1628984,41.343626806833115,47.30392156862745,1610612740,56,52,2021-11-04T03:03:48Z,3080000,13.0,336.0,1,left,MISS D. Graham 33' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,33.64,Missed,,,,,,,,,,,,,,,,
310,PT00M00.70S,2021-11-04T03:03:36.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,56,52,2021-11-04T03:03:48Z,3090000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,309.0,,,,,,,,,,,,,,,
311,PT00M00.00S,2021-11-04T03:03:44.3Z,2,REGULAR,period,end,[],0,,,1610612740,56,52,2021-11-04T03:03:44Z,3100000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT12M00.00S,2021-11-04T03:18:08.0Z,3,REGULAR,substitution,out,['startperiod'],1630558,,,1610612740,56,52,2021-11-04T03:18:58Z,3110000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT12M00.00S,2021-11-04T03:18:08.0Z,3,REGULAR,substitution,out,['startperiod'],1626195,,,1610612740,56,52,2021-11-04T03:18:58Z,3120000,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT12M00.00S,2021-11-04T03:18:08.0Z,3,REGULAR,substitution,in,['startperiod'],1626158,,,1610612740,56,52,2021-11-04T03:18:58Z,3130000,,,0,,SUB in: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2021-11-04T03:18:08.0Z,3,REGULAR,substitution,in,['startperiod'],202685,,,1610612740,56,52,2021-11-04T03:18:58Z,3140000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2021-11-04T03:18:52.5Z,3,REGULAR,period,start,[],0,,,1610612758,56,52,2021-11-04T03:18:59Z,3150000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT11M41.00S,2021-11-04T03:19:15.6Z,3,REGULAR,foul,personal,[],202685,,,1610612758,56,52,2021-11-04T03:19:36Z,3160000,,,0,,J. Valanciunas personal FOUL (1 PF),"[202685, 203090]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,1151.0,1.0,0.0,Harkless,203090.0,
319,PT11M36.00S,2021-11-04T03:19:39.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,19.267411300919843,47.794117647058826,1610612758,56,52,2021-11-04T03:19:47Z,3180000,11.0,129.0,1,left,MISS D. Fox 12' floating Shot,[1628368],1610612758.0,SAC,floating,,,Fox,D. Fox,,,,,,,,12.91,Missed,,,,,,,,,,,,,,,,
320,PT11M31.00S,2021-11-04T03:19:44.6Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,56,52,2021-11-04T03:19:47Z,3190000,,,0,,J. Valanciunas REBOUND (Off:1 Def:7),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,319.0,8.0,7.0,1.0,,,,,,,,,,,,
321,PT11M24.00S,2021-11-04T03:19:50.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,91.01511169513797,41.911764705882355,1610612740,56,52,2021-11-04T03:20:43Z,3200000,-40.0,32.0,1,right,MISS N. Alexander-Walker driving Layup,[1629638],1610612740.0,NOP,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,5.15,Missed,,,,,,,,,,,,,,,,
322,PT11M21.00S,2021-11-04T03:19:53.5Z,3,REGULAR,rebound,defensive,[],1630169,,,1610612758,56,52,2021-11-04T03:20:17Z,3210000,,,0,,T. Haliburton REBOUND (Off:0 Def:2),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,321.0,2.0,2.0,0.0,,,,,,,,,,,,
323,PT11M19.00S,2021-11-04T03:20:00.3Z,3,REGULAR,foul,offensive,[],1626158,,,1610612758,56,52,2021-11-04T03:20:10Z,3220000,,,0,,R. Holmes offensive FOUL (3 PF),"[1626158, 1629638]",1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,1627534.0,3.0,0.0,Alexander-Walker,1629638.0,
325,PT11M19.00S,2021-11-04T03:20:00.3Z,3,REGULAR,turnover,offensive foul,[],1626158,,,1610612758,56,52,2021-11-04T03:20:00Z,3240000,,,0,,R. Holmes offensive foul TURNOVER (1 TO),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,1.0,,,,,,,,,,,,,,,1627534.0,,,,,
326,PT11M02.00S,2021-11-04T03:20:27.4Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],202685,92.32917214191852,25.245098039215684,1610612740,56,54,2021-11-04T03:20:36Z,3250000,-124.0,20.0,1,right,J. Valanciunas 12' turnaround Jump Shot (7 PTS),[202685],1610612740.0,NOP,turnaround,,,Valanciunas,J. Valanciunas,,,,,,,,12.53,Made,,,,,7.0,,,,,,,,,,,
327,PT10M44.00S,2021-11-04T03:20:45.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,16.245072273324574,50.0,1610612758,58,54,2021-11-04T03:21:09Z,3260000,0.0,100.0,1,left,D. Fox 10' fadeaway Jump Shot (11 PTS) (M. Harkless 1 AST),"[1628368, 203090]",1610612758.0,SAC,fadeaway,,,Fox,D. Fox,,,,,,,,10.02,Made,,,,,11.0,M. Harkless,203090.0,1.0,,,,,,,,
328,PT10M22.00S,2021-11-04T03:21:07.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202685,85.75886990801577,47.794117647058826,1610612740,58,56,2021-11-04T03:21:13Z,3270000,-11.0,81.0,1,right,J. Valanciunas 8' Hook (9 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,8.21,Made,,,,,9.0,,,,,,,,,,,
329,PT10M03.00S,2021-11-04T03:21:29.7Z,3,REGULAR,foul,personal,['2freethrow'],1628984,,,1610612758,58,56,2021-11-04T03:21:47Z,3280000,,,0,,D. Graham shooting personal FOUL (3 PF) (Haliburton 2 FT),"[1628984, 1630169]",1610612740.0,NOP,shooting,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,1627534.0,3.0,1.0,Haliburton,1630169.0,
331,PT10M03.00S,2021-11-04T03:21:56.8Z,3,REGULAR,freethrow,1 of 2,[],1630169,,,1610612758,59,56,2021-11-04T03:21:56Z,3300000,,,0,,T. Haliburton Free Throw 1 of 2 (8 PTS),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,Made,,,,,8.0,,,,,,,,,,,
332,PT10M03.00S,2021-11-04T03:22:12.4Z,3,REGULAR,freethrow,2 of 2,[],1630169,,,1610612758,60,56,2021-11-04T03:22:12Z,3310000,,,0,,T. Haliburton Free Throw 2 of 2 (9 PTS),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,Made,,,,,9.0,,,,,,,,,,,
333,PT09M49.00S,2021-11-04T03:22:31.2Z,3,REGULAR,foul,personal,[],1626158,,,1610612740,60,56,2021-11-04T03:22:57Z,3320000,,,0,,R. Holmes personal FOUL (4 PF),"[1626158, 202685]",1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,1151.0,4.0,0.0,Valanciunas,202685.0,
335,PT09M49.00S,2021-11-04T03:22:53.7Z,3,REGULAR,foul,technical,['1freethrow'],1626158,,,1610612740,60,56,2021-11-04T03:23:43Z,3340000,,,0,,R. Holmes technical FOUL (1 Tech),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,1151.0,4.0,1.0,,,
336,PT09M49.00S,2021-11-04T03:23:27.9Z,3,REGULAR,freethrow,1 of 1,[],1628984,,,1610612740,60,57,2021-11-04T03:23:27Z,3350000,,,0,,D. Graham technical Free Throw 1 of 1 (15 PTS),[1628984],1610612740.0,NOP,technical,,,Graham,D. Graham,,,,,,,,,Made,,,,,15.0,,,,,,,,,,,
337,PT09M49.00S,2021-11-04T03:23:31.4Z,3,REGULAR,foul,technical,['1freethrow'],1626158,,,1610612740,60,57,2021-11-04T03:23:38Z,3360000,,,0,,R. Holmes technical FOUL (2 Tech),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,1146.0,4.0,2.0,,,
338,PT09M49.00S,2021-11-04T03:23:44.0Z,3,REGULAR,freethrow,1 of 1,[],1628984,,,1610612740,60,58,2021-11-04T03:23:44Z,3370000,,,0,,D. Graham technical Free Throw 1 of 1 (16 PTS),[1628984],1610612740.0,NOP,technical,,,Graham,D. Graham,,,,,,,,,Made,,,,,16.0,,,,,,,,,,,
339,PT09M49.00S,2021-11-04T03:23:45.4Z,3,REGULAR,substitution,out,[],1626158,,,1610612740,60,58,2021-11-04T03:23:54Z,3380000,,,0,,SUB out: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT09M49.00S,2021-11-04T03:23:45.4Z,3,REGULAR,substitution,in,[],203458,,,1610612740,60,58,2021-11-04T03:23:54Z,3390000,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT09M37.00S,2021-11-04T03:24:06.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202685,92.06636005256242,49.50980392156863,1610612740,60,58,2021-11-04T03:26:12Z,3400000,-2.0,22.0,1,right,MISS J. Valanciunas bank Hook,[202685],1610612740.0,NOP,bank,,,Valanciunas,J. Valanciunas,,,,,,,,2.22,Missed,,,,,,,,,,,,,,,,
342,PT09M35.00S,2021-11-04T03:24:08.2Z,3,REGULAR,rebound,defensive,[],203084,,,1610612758,60,58,2021-11-04T03:24:12Z,3410000,,,0,,H. Barnes REBOUND (Off:1 Def:3),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,341.0,4.0,3.0,1.0,,,,,,,,,,,,
343,PT09M30.00S,2021-11-04T03:24:13.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,17.559132720105126,50.49019607843137,1610612758,62,58,2021-11-04T03:24:43Z,3420000,-2.0,113.0,1,left,D. Fox 11' pullup Jump Shot (13 PTS) (H. Barnes 3 AST),"[1628368, 203084]",1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,,,,11.26,Made,,,,,13.0,H. Barnes,203084.0,3.0,,,,,,,,
345,PT09M19.00S,2021-11-04T03:24:25.1Z,3,REGULAR,3pt,Jump Shot,[],1628404,79.97700394218134,92.64705882352942,1610612740,62,61,2021-11-04T03:24:46Z,3440000,213.0,136.0,1,right,J. Hart 25' 3PT  (7 PTS) (D. Graham 6 AST),"[1628404, 1628984]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,25.27,Made,,,,,7.0,D. Graham,1628984.0,6.0,,,,,,,,
347,PT08M58.00S,2021-11-04T03:24:45.4Z,3,REGULAR,3pt,Jump Shot,[],203084,28.991458607095925,74.01960784313727,1610612758,65,61,2021-11-04T03:24:51Z,3460000,-120.0,220.0,1,left,H. Barnes 25' 3PT  (13 PTS) (A. Len 2 AST),"[203084, 203458]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,25.06,Made,,,,,13.0,A. Len,203458.0,2.0,,,,,,,,
349,PT08M44.00S,2021-11-04T03:25:00.8Z,3,REGULAR,turnover,bad pass,[],1629638,,,1610612740,65,61,2021-11-04T03:25:06Z,3480000,,,0,,N. Alexander-Walker bad pass TURNOVER (1 TO),"[1629638, 203084]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,1.0,Barnes,203084.0,,,,,,,,,,,,,,,,,,
350,PT08M44.00S,2021-11-04T03:25:00.8Z,3,REGULAR,steal,,[],203084,,,1610612758,65,61,2021-11-04T03:25:03Z,3490000,,,0,,H. Barnes STEAL (1 STL),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT08M38.00S,2021-11-04T03:25:06.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203458,6.652431011826544,47.794117647058826,1610612758,67,61,2021-11-04T03:25:29Z,3500000,11.0,10.0,1,left,A. Len running Layup (8 PTS) (T. Haliburton 4 AST),"[203458, 1630169]",1610612758.0,SAC,running,,,Len,A. Len,,,,,,,,1.49,Made,,,,,8.0,T. Haliburton,1630169.0,4.0,,,,,,,,
353,PT08M25.00S,2021-11-04T03:25:21.5Z,3,REGULAR,turnover,out-of-bounds,[],1628984,,,1610612740,67,61,2021-11-04T03:25:50Z,3520000,,,0,,D. Graham lost ball out-of-bounds TURNOVER (2 TO),[1628984],1610612740.0,NOP,lost ball,,,Graham,D. Graham,,,,,2.0,,,,,,,,,,,,,,,1627534.0,,,,,
354,PT08M17.00S,2021-11-04T03:25:35.8Z,3,REGULAR,foul,personal,['2freethrow'],1629638,,,1610612758,67,61,2021-11-04T03:26:42Z,3530000,,,0,,N. Alexander-Walker personal FOUL (2 PF) (Fox 2 FT),"[1629638, 1628368]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,1151.0,2.0,0.0,Fox,1628368.0,
356,PT08M17.00S,2021-11-04T03:26:01.8Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1628368,,,1610612758,67,61,2021-11-04T03:27:26Z,3550000,,,0,,MISS D. Fox Free Throw 1 of 2,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,Missed,,,,,,,,,,,,,,,,
366,PT08M17.00S,2021-11-04T03:26:01.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,67,61,2021-11-04T03:27:26Z,3555000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,356.0,,,,,,,,,,,,,,,
357,PT08M17.00S,2021-11-04T03:26:01.8Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1628368,,,1610612758,68,61,2021-11-04T03:27:26Z,3560000,,,0,,D. Fox Free Throw 2 of 2 (14 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,Made,,,,,14.0,,,,,,,,,,,
358,PT08M05.00S,2021-11-04T03:26:32.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,92.85479632063075,43.872549019607845,1610612740,68,63,2021-11-04T03:26:52Z,3570000,-31.0,15.0,1,right,N. Alexander-Walker Layup (9 PTS) (J. Valanciunas 1 AST),"[1629638, 202685]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,3.39,Made,,,,,9.0,J. Valanciunas,202685.0,1.0,,,,,,,,
359,PT07M51.00S,2021-11-04T03:26:45.4Z,3,REGULAR,3pt,Jump Shot,[],203458,31.882391590013142,49.754901960784316,1610612758,68,63,2021-11-04T03:26:54Z,3580000,1.0,247.0,1,left,MISS A. Len 24' 3PT,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,24.72,Missed,,,,,,,,,,,,,,,,
