actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
2,PT12M00.00S,2022-03-20T22:10:15.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-20T22:10:15Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-03-20T22:10:18.9Z,1,REGULAR,jumpball,recovered,[],203901,,,1610612756,0,0,2022-03-20T22:10:18Z,40000,,,0,,Jump Ball D. Ayton vs. D. Sabonis: Tip to E. Payton,"[203901, 1629028, 1627734]",1610612756.0,PHX,startperiod,E. Payton,203901.0,Payton,E. Payton,Ayton,1629028.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2022-03-20T22:10:33.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,0,0,2022-03-20T22:10:33Z,70000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2022-03-20T22:10:50.6Z,1,REGULAR,2pt,Jump Shot,[],203109,20.844283837056505,66.91176470588235,1610612756,0,0,2022-03-20T22:10:56Z,80000,-85.0,143.0,1,left,MISS J. Crowder 16' pullup Shot,[203109],1610612756.0,PHX,pullup,,,Crowder,J. Crowder,,,,,16.65,Missed,,,,,,,,,,,,,,,,,,,
9,PT11M36.00S,2022-03-20T22:10:53.6Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,0,0,2022-03-20T22:10:56Z,90000,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
10,PT11M18.00S,2022-03-20T22:11:11.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203084,92.72339027595268,44.85294117647059,1610612758,2,0,2022-03-20T22:11:17Z,100000,-26.0,16.0,1,right,H. Barnes cutting Layup (2 PTS) (D. Mitchell 1 AST),"[203084, 1630558]",1610612758.0,SAC,cutting,,,Barnes,H. Barnes,,,,,3.02,Made,,,,,2.0,D. Mitchell,1630558.0,1.0,,,,,,,,,,,
12,PT11M13.00S,2022-03-20T22:11:22.9Z,1,REGULAR,foul,personal,[],203200,,,1610612756,2,0,2022-03-20T22:11:28Z,120000,,,0,,J. Holiday personal FOUL (1 PF),"[203200, 203901]",1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,101284.0,1.0,0.0,Payton,203901.0,,,,,,
14,PT11M07.00S,2022-03-20T22:11:38.6Z,1,REGULAR,turnover,out-of-bounds,[],1626164,,,1610612756,2,0,2022-03-20T22:11:44Z,140000,,,0,,D. Booker bad pass out-of-bounds TURNOVER (1 TO),[1626164],1610612756.0,PHX,bad pass,,,Booker,D. Booker,,,,,,,,,,,,,,,202027.0,,,,,1.0,,,,,
15,PT10M55.00S,2022-03-20T22:11:58.5Z,1,REGULAR,foul,personal,[],1626164,,,1610612758,2,0,2022-03-20T22:12:03Z,150000,,,0,,D. Booker personal FOUL (1 PF),"[1626164, 203084]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,101284.0,1.0,0.0,Barnes,203084.0,,,,,,
17,PT10M43.00S,2022-03-20T22:12:22.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203084,92.46057818659659,3.431372549019608,1610612758,5,0,2022-03-20T22:12:26Z,170000,-233.0,18.0,1,right,H. Barnes 3PT  (5 PTS) (D. Mitchell 2 AST),"[203084, 1630558]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,23.35,Made,,,,,5.0,D. Mitchell,1630558.0,2.0,,,,,,,,,,,
