actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-01-15T03:10:37.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-01-15T03:10:37Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-01-15T03:10:41.2Z,1,REGULAR,jumpball,recovered,[],1629645,,,1610612745,0,0,2022-01-15T03:10:41Z,40000,,,0,,Jump Ball C. Wood vs. C. Metu: Tip to K. Porter Jr.,"[1629645, 1626174, 1629002]",1610612745.0,HOU,startperiod,K. Porter Jr.,1629645.0,Porter Jr.,K. Porter Jr.,Wood,1626174.0,Metu,1629002.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2022-01-15T03:11:00.7Z,1,REGULAR,3pt,Jump Shot,[],1630224,91.5407358738502,96.07843137254902,1610612745,0,0,2022-01-15T03:11:05Z,70000,230.0,27.0,1,right,MISS J. Green 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,23.2,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M33.00S,2022-01-15T03:11:03.7Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612758,0,0,2022-01-15T03:11:05Z,80000,,,0,,M. Bagley III REBOUND (Off:0 Def:1),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M25.00S,2022-01-15T03:11:11.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628963,17.95335085413929,40.44117647058824,1610612758,2,0,2022-01-15T03:11:16Z,90000,48.0,116.0,1,left,M. Bagley III 12' Jump Shot (2 PTS) (T. Haliburton 1 AST),"[1628963, 1630169]",1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,12.57,Made,,,,,2.0,T. Haliburton,1630169.0,1.0,,,,,,,,,,,
11,PT11M12.00S,2022-01-15T03:11:25.1Z,1,REGULAR,3pt,Jump Shot,[],1629645,70.12155059132719,71.81372549019608,1610612745,2,3,2022-01-15T03:11:29Z,110000,109.0,228.0,1,right,K. Porter Jr. 25' 3PT pullup (3 PTS),[1629645],1610612745.0,HOU,pullup,,,Porter Jr.,K. Porter Jr.,,,,,25.31,Made,,,,,3.0,,,,,,,,,,,,,,
12,PT10M53.00S,2022-01-15T03:11:43.4Z,1,REGULAR,3pt,Jump Shot,[],1629002,6.389618922470433,3.431372549019608,1610612758,2,3,2022-01-15T03:11:49Z,120000,233.0,8.0,1,left,MISS C. Metu 3PT,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,23.29,Missed,,,,,,,,,,,,,,,,,,,
13,PT10M48.00S,2022-01-15T03:11:48.4Z,1,REGULAR,rebound,defensive,[],1630256,,,1610612745,2,3,2022-01-15T03:11:49Z,130000,,,0,,J. Tate REBOUND (Off:0 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
14,PT10M47.00S,2022-01-15T03:11:50.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630256,93.64323258869908,45.588235294117645,1610612745,2,5,2022-01-15T03:11:56Z,140000,-22.0,7.0,1,right,J. Tate running Layup (2 PTS),[1630256],1610612745.0,HOU,running,,,Tate,J. Tate,,,,,2.33,Made,,,,,2.0,,,,,,,,,,,,,,
15,PT10M18.00S,2022-01-15T03:12:18.0Z,1,REGULAR,2pt,Jump Shot,[],1628963,5.995400788436268,21.323529411764707,1610612758,2,5,2022-01-15T03:12:23Z,150000,143.0,4.0,1,left,MISS M. Bagley III 14' pullup Shot,[1628963],1610612758.0,SAC,pullup,,,Bagley III,M. Bagley III,,,,,14.35,Missed,,,,,,,,,,,,,,,,,,,
16,PT10M15.00S,2022-01-15T03:12:21.1Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,2,5,2022-01-15T03:12:21Z,160000,,,0,,C. Wood REBOUND (Off:0 Def:1),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
17,PT10M13.00S,2022-01-15T03:12:31.2Z,1,REGULAR,foul,personal,['2freethrow'],203084,,,1610612745,2,5,2022-01-15T03:12:39Z,170000,,,0,,H. Barnes shooting personal FOUL (1 PF) (Wood 2 FT),"[203084, 1626174]",1610612758.0,SAC,shooting,,,Barnes,H. Barnes,,,,,,,,,,,,,,,200833.0,1.0,0.0,Wood,1626174.0,,,,,,
19,PT10M13.00S,2022-01-15T03:12:58.9Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1626174,,,1610612745,2,6,2022-01-15T03:12:58Z,190000,,,0,,C. Wood Free Throw 1 of 2 (1 PTS),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
20,PT10M13.00S,2022-01-15T03:13:12.6Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1626174,,,1610612745,2,7,2022-01-15T03:13:12Z,200000,,,0,,C. Wood Free Throw 2 of 2 (2 PTS),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
21,PT10M03.00S,2022-01-15T03:13:23.7Z,1,REGULAR,3pt,Jump Shot,[],203084,30.042706964520367,70.83333333333334,1610612758,5,7,2022-01-15T03:13:29Z,210000,-104.0,230.0,1,left,H. Barnes 25' 3PT  (3 PTS) (M. Bagley III 1 AST),"[203084, 1628963]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,25.24,Made,,,,,3.0,M. Bagley III,1628963.0,1.0,,,,,,,,,,,
23,PT09M43.00S,2022-01-15T03:13:43.8Z,1,REGULAR,3pt,Jump Shot,[],1629645,74.32654402102497,83.82352941176471,1610612745,5,7,2022-01-15T03:13:48Z,230000,169.0,189.0,1,right,MISS K. Porter Jr. 25' 3PT,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,25.35,Missed,,,,,,,,,,,,,,,,,,,
24,PT09M40.00S,2022-01-15T03:13:46.8Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,5,7,2022-01-15T03:13:48Z,240000,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
25,PT09M34.00S,2022-01-15T03:13:53.3Z,1,REGULAR,2pt,Jump Shot,[],1629002,6.1268068331143235,33.33333333333333,1610612758,7,7,2022-01-15T03:13:57Z,250000,83.0,5.0,1,left,C. Metu 8' floating Jump Shot (2 PTS) (H. Barnes 1 AST),"[1629002, 203084]",1610612758.0,SAC,floating,,,Metu,C. Metu,,,,,8.35,Made,,,,,2.0,H. Barnes,203084.0,1.0,,,,,,,,,,,
27,PT09M13.00S,2022-01-15T03:14:14.1Z,1,REGULAR,2pt,Hook,[],1630256,93.77463863337714,32.35294117647059,1610612745,7,7,2022-01-15T03:14:19Z,270000,-88.0,6.0,1,right,MISS J. Tate 8' turnaround Hook,[1630256],1610612745.0,HOU,turnaround,,,Tate,J. Tate,,,,,8.84,Missed,,,,,,,,,,,,,,,,,,,
28,PT09M10.00S,2022-01-15T03:14:17.1Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612758,7,7,2022-01-15T03:14:19Z,280000,,,0,,M. Bagley III REBOUND (Off:0 Def:2),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,27.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
29,PT09M03.00S,2022-01-15T03:14:23.4Z,1,REGULAR,3pt,Jump Shot,[],1628963,32.14520367936925,51.225490196078425,1610612758,7,7,2022-01-15T03:14:29Z,290000,-6.0,250.0,1,left,MISS M. Bagley III 24' 3PT,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,24.98,Missed,,,,,,,,,,,,,,,,,,,
30,PT08M58.00S,2022-01-15T03:14:28.4Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,7,7,2022-01-15T03:14:29Z,300000,,,0,,C. Wood REBOUND (Off:0 Def:2),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,29.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
