actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2021-12-16T03:10:11.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-12-16T03:10:11Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2021-12-16T03:10:16.5Z,1,REGULAR,jumpball,recovered,[],203484,,,1610612764,0,0,2021-12-16T03:10:16Z,40000,,,0,,Jump Ball D. Gafford vs. A. Len: Tip to K. Caldwell-Pope,"[203484, 1629655, 203458]",1610612764.0,WAS,startperiod,K. Caldwell-Pope,203484.0,Caldwell-Pope,K. Caldwell-Pope,Gafford,1629655.0,Len,203458.0,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2021-12-16T03:10:34.3Z,1,REGULAR,2pt,Jump Shot,[],203078,93.9060446780552,78.18627450980392,1610612764,0,0,2021-12-16T03:10:40Z,70000,141.0,5.0,1,right,MISS B. Beal 14' fadeaway Shot,[203078],1610612764.0,WAS,fadeaway,,,Beal,B. Beal,,,,,14.1,Missed,,,,,,,,,,,,,,,,,,
8,PT11M33.00S,2021-12-16T03:10:38.3Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612758,0,0,2021-12-16T03:10:40Z,80000,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M20.00S,2021-12-16T03:10:50.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630558,12.959921156373195,53.67647058823529,1610612758,0,0,2021-12-16T03:10:57Z,90000,-18.0,69.0,1,left,MISS D. Mitchell 7' floating Shot,[1630558],1610612758.0,SAC,floating,,,Mitchell,D. Mitchell,,,,,7.17,Missed,,,,,,,,,,,,,,,,,,
10,PT11M17.00S,2021-12-16T03:10:53.8Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612764,0,0,2021-12-16T03:10:57Z,100000,,,0,,D. Gafford REBOUND (Off:0 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M07.00S,2021-12-16T03:11:04.7Z,1,REGULAR,2pt,Jump Shot,[],203484,92.19776609724047,75.0,1610612764,0,2,2021-12-16T03:11:27Z,110000,125.0,21.0,1,right,K. Caldwell-Pope 12' pullup Jump Shot (2 PTS),[203484],1610612764.0,WAS,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,12.67,Made,,,,,2.0,,,,,,,,,,,,,
12,PT10M50.00S,2021-12-16T03:11:19.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,18.610381077529567,51.225490196078425,1610612758,2,2,2021-12-16T03:11:25Z,120000,-6.0,122.0,1,left,D. Fox 12' pullup Jump Shot (2 PTS),[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,12.26,Made,,,,,2.0,,,,,,,,,,,,,
13,PT10M27.00S,2021-12-16T03:11:43.6Z,1,REGULAR,3pt,Jump Shot,[],203078,93.64323258869908,3.6764705882352944,1610612764,2,5,2021-12-16T03:11:52Z,130000,-232.0,7.0,1,right,B. Beal 3PT  (3 PTS) (K. Kuzma 1 AST),"[203078, 1628398]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,23.17,Made,,,,,3.0,K. Kuzma,1628398.0,1.0,,,,,,,,,,
15,PT10M11.00S,2021-12-16T03:11:59.7Z,1,REGULAR,3pt,Jump Shot,[],203084,28.991458607095925,71.56862745098039,1610612758,2,5,2021-12-16T03:12:06Z,150000,-108.0,220.0,1,left,MISS H. Barnes 24' pullup 3PT,[203084],1610612758.0,SAC,pullup,,,Barnes,H. Barnes,,,,,24.5,Missed,,,,,,,,,,,,,,,,,,
16,PT10M07.00S,2021-12-16T03:12:03.7Z,1,REGULAR,rebound,defensive,[],203484,,,1610612764,2,5,2021-12-16T03:12:06Z,160000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT10M00.00S,2021-12-16T03:12:10.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203915,93.51182654402102,45.588235294117645,1610612764,2,5,2021-12-16T03:12:19Z,170000,-22.0,8.0,1,right,MISS S. Dinwiddie driving reverse Layup,[203915],1610612764.0,WAS,driving reverse,,,Dinwiddie,S. Dinwiddie,,,,,2.37,Missed,,,,,,,,,,,,,,,,,,
18,PT09M57.00S,2021-12-16T03:12:13.8Z,1,REGULAR,rebound,defensive,[],203458,,,1610612758,2,5,2021-12-16T03:12:19Z,180000,,,0,,A. Len REBOUND (Off:0 Def:1),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT09M54.00S,2021-12-16T03:12:20.3Z,1,REGULAR,foul,personal,['2freethrow'],1629655,,,1610612758,2,5,2021-12-16T03:12:45Z,190000,,,0,,D. Gafford shooting personal FOUL (1 PF) (Fox 2 FT),"[1629655, 1628368]",1610612764.0,WAS,shooting,,,Gafford,D. Gafford,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Fox,1628368.0,,,,,
21,PT09M54.00S,2021-12-16T03:12:50.7Z,1,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,3,5,2021-12-16T03:12:50Z,210000,,,0,,D. Fox Free Throw 1 of 2 (3 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
22,PT09M54.00S,2021-12-16T03:13:09.3Z,1,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,4,5,2021-12-16T03:13:09Z,220000,,,0,,D. Fox Free Throw 2 of 2 (4 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
23,PT09M43.00S,2021-12-16T03:13:25.3Z,1,REGULAR,turnover,out-of-bounds,[],203078,,,1610612764,4,5,2021-12-16T03:13:33Z,230000,,,0,,B. Beal bad pass out-of-bounds TURNOVER (1 TO),[203078],1610612764.0,WAS,bad pass,,,Beal,B. Beal,,,,,,,,,,,,,,,2005.0,,,,,1.0,,,,
24,PT09M38.00S,2021-12-16T03:13:33.4Z,1,REGULAR,turnover,bad pass,[],1628368,,,1610612758,4,5,2021-12-16T03:13:42Z,240000,,,0,,D. Fox bad pass TURNOVER (1 TO),"[1628368, 203915]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,1.0,Dinwiddie,203915.0,,
25,PT09M38.00S,2021-12-16T03:13:33.4Z,1,REGULAR,steal,,[],203915,,,1610612764,4,5,2021-12-16T03:13:42Z,250000,,,0,,S. Dinwiddie STEAL (1 STL),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,
26,PT09M32.00S,2021-12-16T03:13:39.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203078,93.24901445466492,54.65686274509803,1610612764,4,7,2021-12-16T03:13:56Z,260000,23.0,11.0,1,right,B. Beal running Layup (5 PTS) (S. Dinwiddie 1 AST),"[203078, 203915]",1610612764.0,WAS,running,,,Beal,B. Beal,,,,,2.58,Made,,,,,5.0,S. Dinwiddie,203915.0,1.0,,,,,,,,,,
28,PT09M13.00S,2021-12-16T03:13:58.4Z,1,REGULAR,3pt,Jump Shot,[],1630169,6.1268068331143235,94.85294117647058,1610612758,4,7,2021-12-16T03:14:07Z,280000,-224.0,5.0,1,left,MISS T. Haliburton 3PT,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,22.44,Missed,,,,,,,,,,,,,,,,,,
29,PT09M10.00S,2021-12-16T03:14:00.8Z,1,REGULAR,rebound,defensive,[],203915,,,1610612764,4,7,2021-12-16T03:14:00Z,290000,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,
30,PT09M06.00S,2021-12-16T03:14:04.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629655,93.24901445466492,53.18627450980392,1610612764,4,9,2021-12-16T03:14:14Z,300000,16.0,11.0,1,right,D. Gafford Layup (2 PTS),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,1.93,Made,,,,,2.0,,,,,,,,,,,,,
31,PT08M57.00S,2021-12-16T03:14:13.6Z,1,REGULAR,3pt,Jump Shot,[],1630558,28.465834428383708,21.568627450980394,1610612758,7,9,2021-12-16T03:14:22Z,310000,142.0,215.0,1,left,D. Mitchell 25' 3PT  (3 PTS) (A. Len 1 AST),"[1630558, 203458]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,25.79,Made,,,,,3.0,A. Len,203458.0,1.0,,,,,,,,,,
