actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
16,PT10M36.00S,2021-11-07T23:11:34.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204456,5.995400788436268,44.6078431372549,1610612754,2,4,2021-11-07T23:11:58Z,160000,27.0,4.0,1,left,T. McConnell driving Layup (2 PTS) (C. Duarte 1 AST),"[204456, 1630537]",1610612754.0,IND,driving,,,McConnell,T. McConnell,,,,,2.73,Made,2.0,,,,,C. Duarte,1630537.0,1.0,,,,,,,,,,,
18,PT10M21.00S,2021-11-07T23:11:50.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,88.91261498028909,38.970588235294116,1610612758,2,4,2021-11-07T23:13:12Z,180000,-55.0,52.0,1,right,MISS H. Barnes 7' driving floating Shot,[203084],1610612758.0,SAC,driving floating,,,Barnes,H. Barnes,,,,,7.56,Missed,,,,,,,,,,,,,,,,,,,
19,PT10M21.00S,2021-11-07T23:11:50.2Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,2,4,2021-11-07T23:12:02Z,190000,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT10M13.00S,2021-11-07T23:11:58.3Z,1,REGULAR,turnover,bad pass,[],204456,,,1610612754,2,4,2021-11-07T23:12:06Z,200000,,,0,,T. McConnell bad pass TURNOVER (1 TO),"[204456, 203090]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,1.0,Harkless,203090.0,,,,,,,,
21,PT10M13.00S,2021-11-07T23:11:58.3Z,1,REGULAR,steal,,[],203090,,,1610612758,2,4,2021-11-07T23:12:00Z,210000,,,0,,M. Harkless STEAL (1 STL),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,
22,PT10M06.00S,2021-11-07T23:12:04.2Z,1,REGULAR,turnover,lost ball,[],1628368,,,1610612758,2,4,2021-11-07T23:12:14Z,220000,,,0,,D. Fox lost ball TURNOVER (1 TO),"[1628368, 1627747]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,1.0,LeVert,1627747.0,,,,,,,,
23,PT10M06.00S,2021-11-07T23:12:04.2Z,1,REGULAR,steal,,[],1627747,,,1610612754,2,4,2021-11-07T23:12:07Z,230000,,,0,,C. LeVert STEAL (1 STL),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
24,PT09M48.00S,2021-11-07T23:12:23.2Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1627734,9.674770039421814,48.529411764705884,1610612754,2,6,2021-11-07T23:12:28Z,240000,7.0,38.0,1,left,D. Sabonis turnaround Hook (2 PTS) (C. Duarte 2 AST),"[1627734, 1630537]",1610612754.0,IND,turnaround,,,Sabonis,D. Sabonis,,,,,3.91,Made,2.0,,,,,C. Duarte,1630537.0,2.0,,,,,,,,,,,
26,PT09M36.00S,2021-11-07T23:12:36.2Z,1,REGULAR,foul,personal,[],1627747,,,1610612758,2,6,2021-11-07T23:12:48Z,260000,,,0,,C. LeVert personal FOUL (1 PF),"[1627747, 203084]",1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,2882.0,1.0,0.0,Barnes,203084.0,,,
28,PT09M27.00S,2021-11-07T23:12:57.3Z,1,REGULAR,3pt,Jump Shot,[],1630169,81.15965834428384,5.392156862745098,1610612758,2,6,2021-11-07T23:13:05Z,280000,-223.0,125.0,1,right,MISS T. Haliburton 25' 3PT,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,25.54,Missed,,,,,,,,,,,,,,,,,,,
29,PT09M24.00S,2021-11-07T23:13:00.3Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,2,6,2021-11-07T23:13:05Z,290000,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,28.0,2.0,2.0,0.0,,,,,,,,,,,,,,
30,PT09M08.00S,2021-11-07T23:13:16.7Z,1,REGULAR,turnover,bad pass,[],1627734,,,1610612754,2,6,2021-11-07T23:13:22Z,300000,,,0,,D. Sabonis bad pass TURNOVER (1 TO),"[1627734, 1628368]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,1.0,Fox,1628368.0,,,,,,,,
31,PT09M08.00S,2021-11-07T23:13:16.7Z,1,REGULAR,steal,,[],1628368,,,1610612758,2,6,2021-11-07T23:13:19Z,310000,,,0,,D. Fox STEAL (1 STL),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
32,PT08M59.00S,2021-11-07T23:13:25.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203090,72.22404730617609,18.38235294117647,1610612758,2,6,2021-11-07T23:13:31Z,320000,-158.0,209.0,1,right,MISS M. Harkless 26' pullup 3PT,[203090],1610612758.0,SAC,pullup,,,Harkless,M. Harkless,,,,,26.17,Missed,,,,,,,,,,,,,,,,,,,
33,PT08M55.00S,2021-11-07T23:13:29.8Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,2,6,2021-11-07T23:13:31Z,330000,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,,
34,PT08M44.00S,2021-11-07T23:13:41.1Z,1,REGULAR,2pt,Jump Shot,[],204456,6.521024967148489,33.82352941176471,1610612754,2,6,2021-11-07T23:13:47Z,340000,81.0,9.0,1,left,MISS T. McConnell 8' driving floating Shot,[204456],1610612754.0,IND,driving floating,,,McConnell,T. McConnell,,,,,8.14,Missed,,,,,,,,,,,,,,,,,,,
35,PT08M42.00S,2021-11-07T23:13:43.1Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,2,6,2021-11-07T23:13:47Z,350000,,,0,,D. Fox REBOUND (Off:0 Def:2),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,34.0,2.0,2.0,0.0,,,,,,,,,,,,,,
36,PT08M31.00S,2021-11-07T23:13:53.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,80.76544021024968,42.64705882352941,1610612758,4,6,2021-11-07T23:14:00Z,360000,-37.0,128.0,1,right,D. Fox 13' fadeaway Jump Shot (2 PTS),[1628368],1610612758.0,SAC,fadeaway,,,Fox,D. Fox,,,,,13.35,Made,2.0,,,,,,,,,,,,,,,,,,
37,PT08M08.00S,2021-11-07T23:14:16.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,6.1268068331143235,61.029411764705884,1610612754,4,8,2021-11-07T23:14:21Z,370000,-55.0,5.0,1,left,D. Sabonis turnaround Hook (4 PTS),[1627734],1610612754.0,IND,turnaround,,,Sabonis,D. Sabonis,,,,,5.53,Made,4.0,,,,,,,,,,,,,,,,,,
38,PT08M01.00S,2021-11-07T23:14:23.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,91.5407358738502,49.754901960784316,1610612758,4,8,2021-11-07T23:14:29Z,380000,-1.0,27.0,1,right,MISS D. Fox running Layup - blocked,"[1628368, 1626167]",1610612758.0,SAC,running,,,Fox,D. Fox,,,,,2.7,Missed,,,,,,,,,,,,,,,,,Turner,1626167.0,
39,PT08M01.00S,2021-11-07T23:14:23.8Z,1,REGULAR,block,,[],1626167,,,1610612758,4,8,2021-11-07T23:14:27Z,390000,,,0,,M. Turner BLOCK (1 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT07M57.00S,2021-11-07T23:14:27.8Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,4,8,2021-11-07T23:14:29Z,400000,,,0,,D. Sabonis REBOUND (Off:0 Def:2),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,38.0,2.0,2.0,0.0,,,,,,,,,,,,,,
41,PT07M56.00S,2021-11-07T23:14:32.5Z,1,REGULAR,foul,personal,[],203090,,,1610612754,4,8,2021-11-07T23:14:50Z,410000,,,0,,M. Harkless personal FOUL (1 PF),"[203090, 1630537]",1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,203591.0,1.0,0.0,Duarte,1630537.0,,,
43,PT07M56.00S,2021-11-07T23:15:15.7Z,1,REGULAR,stoppage,blood rule,[],0,,,1610612754,4,8,2021-11-07T23:15:15Z,430000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT07M45.00S,2021-11-07T23:16:34.7Z,1,REGULAR,2pt,Jump Shot,[],1630537,8.623521681997373,8.57843137254902,1610612754,4,10,2021-11-07T23:17:47Z,440000,207.0,29.0,1,left,C. Duarte 20' step back Jump Shot (4 PTS) (T. McConnell 1 AST),"[1630537, 204456]",1610612754.0,IND,step back,,,Duarte,C. Duarte,,,,,20.91,Made,4.0,,,,,T. McConnell,204456.0,1.0,,,,,,,,,,,
46,PT07M32.00S,2021-11-07T23:16:53.6Z,1,REGULAR,turnover,3-second-violation,[],1626158,,,1610612758,4,10,2021-11-07T23:17:02Z,460000,,,0,,R. Holmes 3-second-violation TURNOVER (1 TO),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,1.0,,,2882.0,,,,,,,
47,PT07M20.00S,2021-11-07T23:17:12.7Z,1,REGULAR,turnover,lost ball,[],204456,,,1610612754,4,10,2021-11-07T23:17:18Z,470000,,,0,,T. McConnell lost ball TURNOVER (2 TO),"[204456, 203084]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,2.0,Barnes,203084.0,,,,,,,,
48,PT07M20.00S,2021-11-07T23:17:12.7Z,1,REGULAR,steal,,[],203084,,,1610612758,4,10,2021-11-07T23:17:15Z,480000,,,0,,H. Barnes STEAL (1 STL),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M12.00S,2021-11-07T23:17:20.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203084,93.38042049934296,50.0,1610612758,6,10,2021-11-07T23:17:28Z,500000,0.0,10.0,1,right,H. Barnes running Layup (2 PTS),[203084],1610612758.0,SAC,running,,,Barnes,H. Barnes,,,,,0.97,Made,2.0,,,,,,,,,,,,,,,,,,
51,PT07M02.00S,2021-11-07T23:17:29.5Z,1,REGULAR,3pt,Jump Shot,[],1627734,24.26084099868594,11.519607843137255,1610612754,6,10,2021-11-07T23:17:34Z,510000,192.0,176.0,1,left,MISS D. Sabonis 26' 3PT,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,26.05,Missed,,,,,,,,,,,,,,,,,,,
52,PT07M00.00S,2021-11-07T23:17:32.5Z,1,REGULAR,rebound,offensive,[],204456,,,1610612754,6,10,2021-11-07T23:17:32Z,520000,,,0,,T. McConnell REBOUND (Off:1 Def:0),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,51.0,1.0,0.0,1.0,,,,,,,,,,,,,,
53,PT06M51.00S,2021-11-07T23:17:41.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1627734,28.597240473061763,49.01960784313725,1610612754,6,10,2021-11-07T23:17:50Z,530000,5.0,216.0,1,left,MISS D. Sabonis 21' step back Shot,[1627734],1610612754.0,IND,step back,,,Sabonis,D. Sabonis,,,,,21.64,Missed,,,,,,,,,,,,,,,,,,,
54,PT06M51.00S,2021-11-07T23:17:41.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,6,10,2021-11-07T23:17:50Z,540000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,53.0,,,,,,,,,,,,,,,,,
55,PT06M51.00S,2021-11-07T23:17:50.0Z,1,REGULAR,foul,personal,[],1628368,,,1610612754,6,10,2021-11-07T23:18:16Z,550000,,,0,,D. Fox loose ball personal FOUL (1 PF),"[1628368, 204456]",1610612758.0,SAC,loose ball,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,2882.0,1.0,0.0,McConnell,204456.0,,,
57,PT06M51.00S,2021-11-07T23:18:02.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,6,10,2021-11-07T23:18:02Z,570000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M51.00S,2021-11-07T23:20:22.0Z,1,REGULAR,substitution,out,[],203090,,,1610612754,6,10,2021-11-07T23:20:54Z,580000,,,0,,SUB out: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M51.00S,2021-11-07T23:20:22.0Z,1,REGULAR,substitution,out,[],1626158,,,1610612754,6,10,2021-11-07T23:20:54Z,590000,,,0,,SUB out: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M51.00S,2021-11-07T23:20:22.0Z,1,REGULAR,substitution,out,[],1630169,,,1610612754,6,10,2021-11-07T23:20:54Z,600000,,,0,,SUB out: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M51.00S,2021-11-07T23:20:22.0Z,1,REGULAR,substitution,out,[],1627734,,,1610612754,6,10,2021-11-07T23:20:54Z,610000,,,0,,SUB out: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M51.00S,2021-11-07T23:20:22.0Z,1,REGULAR,substitution,out,[],1627747,,,1610612754,6,10,2021-11-07T23:20:54Z,620000,,,0,,SUB out: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M51.00S,2021-11-07T23:20:22.0Z,1,REGULAR,substitution,in,[],1630558,,,1610612754,6,10,2021-11-07T23:20:54Z,630000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M51.00S,2021-11-07T23:20:22.0Z,1,REGULAR,substitution,in,[],1627741,,,1610612754,6,10,2021-11-07T23:20:54Z,640000,,,0,,SUB in: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M51.00S,2021-11-07T23:20:22.0Z,1,REGULAR,substitution,in,[],203458,,,1610612754,6,10,2021-11-07T23:20:54Z,650000,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M51.00S,2021-11-07T23:20:22.0Z,1,REGULAR,substitution,in,[],203200,,,1610612754,6,10,2021-11-07T23:20:54Z,660000,,,0,,SUB in: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M51.00S,2021-11-07T23:20:22.0Z,1,REGULAR,substitution,in,[],1628470,,,1610612754,6,10,2021-11-07T23:20:54Z,670000,,,0,,SUB in: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M41.00S,2021-11-07T23:21:01.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630537,6.915243101182654,54.41176470588235,1610612754,6,10,2021-11-07T23:21:15Z,680000,-22.0,13.0,1,left,MISS C. Duarte driving Layup - blocked,"[1630537, 203458]",1610612754.0,IND,driving,,,Duarte,C. Duarte,,,,,2.54,Missed,,,,,,,,,,,,,,,,,Len,203458.0,
69,PT06M41.00S,2021-11-07T23:21:01.9Z,1,REGULAR,block,,[],203458,,,1610612754,6,10,2021-11-07T23:21:07Z,690000,,,0,,A. Len BLOCK (1 BLK),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M41.00S,2021-11-07T23:21:01.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,6,10,2021-11-07T23:21:15Z,700000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,68.0,,,,,,,,,,,,,,,,,
71,PT06M41.00S,2021-11-07T23:21:09.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,6,10,2021-11-07T23:21:09Z,710000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M38.00S,2021-11-07T23:21:24.0Z,1,REGULAR,turnover,lost ball,[],1630537,,,1610612754,6,10,2021-11-07T23:21:31Z,720000,,,0,,C. Duarte lost ball TURNOVER (1 TO),"[1630537, 1628368]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,1.0,Fox,1628368.0,,,,,,,,
73,PT06M38.00S,2021-11-07T23:21:24.0Z,1,REGULAR,steal,,[],1628368,,,1610612758,6,10,2021-11-07T23:31:44Z,730000,,,0,,D. Fox STEAL (2 STL),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M32.00S,2021-11-07T23:21:30.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627741,85.10183968462549,2.450980392156863,1610612758,6,10,2021-11-07T23:21:37Z,740000,-238.0,88.0,1,right,MISS B. Hield 25' running 3PT,[1627741],1610612758.0,SAC,running,,,Hield,B. Hield,,,,,25.33,Missed,,,,,,,,,,,,,,,,,,,
75,PT06M32.00S,2021-11-07T23:21:30.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,6,10,2021-11-07T23:21:37Z,750000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,
76,PT06M32.00S,2021-11-07T23:21:34.8Z,1,REGULAR,foul,personal,[],1628470,,,1610612758,6,10,2021-11-07T23:21:51Z,760000,,,0,,T. Craig loose ball personal FOUL (1 PF),"[1628470, 1630558]",1610612754.0,IND,loose ball,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,2882.0,1.0,0.0,Mitchell,1630558.0,,,
78,PT06M21.00S,2021-11-07T23:22:03.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628368,68.28186596583443,34.068627450980394,1610612758,9,10,2021-11-07T23:22:08Z,780000,-80.0,246.0,1,right,D. Fox 25' 3PT  (5 PTS) (H. Barnes 2 AST),"[1628368, 203084]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,25.83,Made,5.0,,,,,H. Barnes,203084.0,2.0,,,,,,,,,,,
80,PT06M06.00S,2021-11-07T23:22:17.8Z,1,REGULAR,3pt,Jump Shot,[],1626167,31.882391590013142,25.49019607843137,1610612754,9,13,2021-11-07T23:22:24Z,800000,123.0,247.0,1,left,M. Turner 27' 3PT  (3 PTS) (T. McConnell 2 AST),"[1626167, 204456]",1610612754.0,IND,,,,Turner,M. Turner,,,,,27.59,Made,3.0,,,,,T. McConnell,204456.0,2.0,,,,,,,,,,,
82,PT05M47.00S,2021-11-07T23:22:36.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203084,94.30026281208936,45.83333333333333,1610612758,9,13,2021-11-07T23:22:45Z,820000,-21.0,1.0,1,right,MISS H. Barnes driving Layup,[203084],1610612758.0,SAC,driving,,,Barnes,H. Barnes,,,,,2.08,Missed,,,,,,,,,,,,,,,,,,,
83,PT05M46.00S,2021-11-07T23:22:37.7Z,1,REGULAR,rebound,offensive,[],1630558,,,1610612758,9,13,2021-11-07T23:32:46Z,830000,,,0,,D. Mitchell REBOUND (Off:1 Def:0),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,82.0,1.0,0.0,1.0,,,,,,,,,,,,,,
84,PT05M46.00S,2021-11-07T23:22:42.8Z,1,REGULAR,turnover,out-of-bounds,[],1630558,,,1610612758,9,13,2021-11-07T23:32:16Z,840000,,,0,,D. Mitchell lost ball out-of-bounds TURNOVER (1 TO),[1630558],1610612758.0,SAC,lost ball,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,1.0,,,201245.0,,,,,,,
85,PT05M26.00S,2021-11-07T23:23:17.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626167,32.14520367936925,47.794117647058826,1610612754,9,13,2021-11-07T23:23:22Z,850000,11.0,250.0,1,left,MISS M. Turner 24' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,24.99,Missed,,,,,,,,,,,,,,,,,,,
86,PT05M23.00S,2021-11-07T23:23:20.5Z,1,REGULAR,rebound,defensive,[],203458,,,1610612758,9,13,2021-11-07T23:23:22Z,860000,,,0,,A. Len REBOUND (Off:0 Def:1),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,85.0,1.0,1.0,0.0,,,,,,,,,,,,,,
87,PT05M16.00S,2021-11-07T23:23:26.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,88.38699080157687,45.83333333333333,1610612758,9,13,2021-11-07T23:23:32Z,870000,-21.0,57.0,1,right,MISS D. Fox 6' turnaround Shot,[1628368],1610612758.0,SAC,turnaround,,,Fox,D. Fox,,,,,6.04,Missed,,,,,,,,,,,,,,,,,,,
88,PT05M13.00S,2021-11-07T23:23:29.9Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,9,13,2021-11-07T23:23:32Z,880000,,,0,,M. Turner REBOUND (Off:0 Def:3),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,87.0,3.0,3.0,0.0,,,,,,,,,,,,,,
89,PT05M07.00S,2021-11-07T23:23:36.4Z,1,REGULAR,2pt,Jump Shot,[],203200,28.465834428383708,54.41176470588235,1610612754,9,15,2021-11-07T23:23:41Z,890000,-22.0,215.0,1,left,J. Holiday 21' pullup Jump Shot (2 PTS) (M. Turner 1 AST),"[203200, 1626167]",1610612754.0,IND,pullup,,,Holiday,J. Holiday,,,,,21.62,Made,2.0,,,,,M. Turner,1626167.0,1.0,,,,,,,,,,,
