actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2021-12-19T23:10:08.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-12-19T23:10:08Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M50.00S,2021-12-19T23:10:17.5Z,1,REGULAR,jumpball,recovered,[],1627749,,,1610612759,0,0,2021-12-19T23:10:17Z,40000,,,0,,Jump Ball J. Poeltl vs. T. Thompson: Tip to D. Murray,"[1627749, 1627751, 202684]",1610612759.0,SAS,startperiod,D. Murray,1627749.0,Murray,D. Murray,Poeltl,1627751.0,Thompson,202684.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2021-12-19T23:10:24.0Z,1,REGULAR,2pt,Jump Shot,[],1630170,79.45137976346912,32.35294117647059,1610612759,0,2,2021-12-19T23:10:29Z,70000,-88.0,141.0,1,right,D. Vassell 16' pullup Jump Shot (2 PTS) (D. Murray 1 AST),"[1630170, 1627749]",1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,16.61,Made,2.0,D. Murray,1627749.0,1.0,,,,,,,,,,,,,,,
9,PT11M28.00S,2021-12-19T23:10:40.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202684,10.85742444152431,44.85294117647059,1610612758,2,2,2021-12-19T23:10:44Z,90000,26.0,50.0,1,left,T. Thompson turnaround Hook (2 PTS) (T. Haliburton 1 AST),"[202684, 1630169]",1610612758.0,SAC,turnaround,,,Thompson,T. Thompson,,,,,5.59,Made,2.0,T. Haliburton,1630169.0,1.0,,,,,,,,,,,,,,,
11,PT11M15.00S,2021-12-19T23:10:52.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,86.5473061760841,56.372549019607845,1610612759,2,2,2021-12-19T23:11:12Z,110000,32.0,74.0,1,right,MISS J. Poeltl 8' floating Shot,[1627751],1610612759.0,SAS,floating,,,Poeltl,J. Poeltl,,,,,8.06,Missed,,,,,,,,,,,,,,,,,,,
12,PT11M13.00S,2021-12-19T23:10:54.2Z,1,REGULAR,rebound,defensive,[],1629002,,,1610612758,2,2,2021-12-19T23:10:57Z,120000,,,0,,C. Metu REBOUND (Off:0 Def:1),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,
13,PT11M06.00S,2021-12-19T23:11:02.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,12.434296977660972,47.794117647058826,1610612758,2,2,2021-12-19T23:11:07Z,130000,11.0,64.0,1,left,MISS B. Hield 6' driving Layup,[1627741],1610612758.0,SAC,driving,,,Hield,B. Hield,,,,,6.53,Missed,,,,,,,,,,,,,,,,,,,
14,PT11M02.00S,2021-12-19T23:11:06.4Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,2,2,2021-12-19T23:11:15Z,140000,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,
15,PT10M47.00S,2021-12-19T23:11:21.7Z,1,REGULAR,turnover,bad pass,[],1627749,,,1610612759,2,2,2021-12-19T23:11:27Z,150000,,,0,,D. Murray bad pass TURNOVER (1 TO),"[1627749, 1629002]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,1.0,Metu,1629002.0,,,,,,,,
16,PT10M47.00S,2021-12-19T23:11:21.7Z,1,REGULAR,steal,,[],1629002,,,1610612758,2,2,2021-12-19T23:11:24Z,160000,,,0,,C. Metu STEAL (1 STL),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
17,PT10M34.00S,2021-12-19T23:11:34.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629002,14.273981603153747,32.1078431372549,1610612758,2,2,2021-12-19T23:11:37Z,170000,89.0,82.0,1,left,MISS C. Metu 12' floating Shot,[1629002],1610612758.0,SAC,floating,,,Metu,C. Metu,,,,,12.12,Missed,,,,,,,,,,,,,,,,,,,
18,PT10M31.00S,2021-12-19T23:11:37.0Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,2,2,2021-12-19T23:11:37Z,180000,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,
