actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
17,PT10M52.00S,2022-02-06T03:12:10.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203090,7.703679369250986,41.42156862745098,1610612758,3,0,2022-02-06T03:12:18Z,170000,43.0,20.0,1,left,MISS M. Harkless running Layup,[203090],1610612758.0,SAC,running,,,Harkless,M. Harkless,,,,,4.73,Missed,,,,,,,,,,,,,,,,,,
18,PT10M49.00S,2022-02-06T03:12:13.4Z,1,REGULAR,rebound,defensive,[],1629603,,,1610612760,3,0,2022-02-06T03:12:18Z,180000,,,0,,M. Diakite REBOUND (Off:0 Def:2),[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,,,,,,,,,17.0,2.0,2.0,0.0,,,,,,,,
19,PT10M39.00S,2022-02-06T03:12:22.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629660,83.26215505913272,50.0,1610612760,3,2,2022-02-06T03:12:27Z,190000,0.0,105.0,1,right,T. Jerome 10' floating Jump Shot (2 PTS),[1629660],1610612760.0,OKC,floating,,,Jerome,T. Jerome,,,,,10.48,Made,2.0,,,,,,,,,,,,,,,,,
20,PT10M26.00S,2022-02-06T03:12:35.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,17.821944809461236,53.431372549019606,1610612758,5,2,2022-02-06T03:12:39Z,200000,-17.0,115.0,1,left,T. Haliburton 11' floating Jump Shot (2 PTS),[1630169],1610612758.0,SAC,floating,,,Haliburton,T. Haliburton,,,,,11.63,Made,2.0,,,,,,,,,,,,,,,,,
21,PT10M11.00S,2022-02-06T03:12:53.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629603,92.19776609724047,45.09803921568628,1610612760,5,4,2022-02-06T03:12:59Z,210000,-25.0,21.0,1,right,M. Diakite cutting Layup (2 PTS) (J. Giddey 1 AST),"[1629603, 1630581]",1610612760.0,OKC,cutting,,,Diakite,M. Diakite,,,,,3.21,Made,2.0,,,,,,,,,,J. Giddey,1630581.0,1.0,,,,,
23,PT10M11.00S,2022-02-06T03:12:56.0Z,1,REGULAR,foul,personal,['1freethrow'],1626158,,,1610612760,5,4,2022-02-06T03:13:13Z,230000,,,0,,R. Holmes shooting personal FOUL (1 PF) (Diakite 1 FT),"[1626158, 1629603]",1610612758.0,SAC,shooting,,,Holmes,R. Holmes,,,,,,,,1363.0,1.0,0.0,Diakite,1629603.0,,,,,,,,,,,,
25,PT10M11.00S,2022-02-06T03:13:22.2Z,1,REGULAR,freethrow,1 of 1,[],1629603,,,1610612760,5,4,2022-02-06T03:13:26Z,250000,,,0,,MISS M. Diakite Free Throw 1 of 1,[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,,Missed,,,,,,,,,,,,,,,,,,
26,PT10M09.00S,2022-02-06T03:13:24.2Z,1,REGULAR,rebound,defensive,[],1626158,,,1610612758,5,4,2022-02-06T03:13:26Z,260000,,,0,,R. Holmes REBOUND (Off:0 Def:2),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,25.0,2.0,2.0,0.0,,,,,,,,
27,PT09M49.00S,2022-02-06T03:13:43.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203084,6.258212877792378,53.431372549019606,1610612758,7,4,2022-02-06T03:13:48Z,270000,-17.0,6.0,1,left,H. Barnes cutting Layup (5 PTS) (T. Haliburton 1 AST),"[203084, 1630169]",1610612758.0,SAC,cutting,,,Barnes,H. Barnes,,,,,1.83,Made,5.0,,,,,,,,,,T. Haliburton,1630169.0,1.0,,,,,
29,PT09M33.00S,2022-02-06T03:13:58.9Z,1,REGULAR,3pt,Jump Shot,[],1629647,94.56307490144546,3.1862745098039214,1610612760,7,7,2022-02-06T03:14:04Z,290000,-234.0,-1.0,1,right,D. Bazley 3PT  (3 PTS) (T. Jerome 1 AST),"[1629647, 1629660]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,23.41,Made,3.0,,,,,,,,,,T. Jerome,1629660.0,1.0,,,,,
31,PT09M15.00S,2022-02-06T03:14:16.1Z,1,REGULAR,3pt,Jump Shot,[],203090,25.443495400788436,81.37254901960785,1610612758,7,7,2022-02-06T03:14:21Z,310000,-157.0,187.0,1,left,MISS M. Harkless 24' 3PT,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,24.39,Missed,,,,,,,,,,,,,,,,,,
32,PT09M13.00S,2022-02-06T03:14:18.1Z,1,REGULAR,rebound,defensive,[],1629647,,,1610612760,7,7,2022-02-06T03:14:21Z,320000,,,0,,D. Bazley REBOUND (Off:0 Def:1),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,
33,PT09M05.00S,2022-02-06T03:14:27.7Z,1,REGULAR,turnover,bad pass,[],1630581,,,1610612760,7,7,2022-02-06T03:14:32Z,330000,,,0,,J. Giddey bad pass TURNOVER (1 TO),"[1630581, 203084]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,1.0,Barnes,203084.0,,
34,PT09M05.00S,2022-02-06T03:14:27.7Z,1,REGULAR,steal,,[],203084,,,1610612758,7,7,2022-02-06T03:14:29Z,340000,,,0,,H. Barnes STEAL (1 STL),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
35,PT08M55.00S,2022-02-06T03:14:37.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203090,6.389618922470433,3.431372549019608,1610612758,10,7,2022-02-06T03:14:43Z,350000,233.0,8.0,1,left,M. Harkless 3PT  (3 PTS) (T. Haliburton 2 AST),"[203090, 1630169]",1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,23.29,Made,3.0,,,,,,,,,,T. Haliburton,1630169.0,2.0,,,,,
37,PT08M38.00S,2022-02-06T03:14:53.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,85.49605781865965,53.92156862745098,1610612760,10,9,2022-02-06T03:15:00Z,370000,20.0,84.0,1,right,J. Giddey 8' floating Jump Shot (2 PTS),[1630581],1610612760.0,OKC,floating,,,Giddey,J. Giddey,,,,,8.61,Made,2.0,,,,,,,,,,,,,,,,,
38,PT08M29.00S,2022-02-06T03:15:02.8Z,1,REGULAR,3pt,Jump Shot,[],1630558,28.728646517739815,25.735294117647058,1610612758,10,9,2022-02-06T03:15:13Z,380000,121.0,218.0,1,left,MISS D. Mitchell 24' step back 3PT,[1630558],1610612758.0,SAC,step back,,,Mitchell,D. Mitchell,,,,,24.9,Missed,,,,,,,,,,,,,,,,,,
39,PT08M26.00S,2022-02-06T03:15:05.8Z,1,REGULAR,rebound,defensive,[],1629603,,,1610612760,10,9,2022-02-06T03:15:13Z,390000,,,0,,M. Diakite REBOUND (Off:0 Def:3),[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,,,,,,,,,38.0,3.0,3.0,0.0,,,,,,,,
40,PT08M14.00S,2022-02-06T03:15:18.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630544,92.85479632063075,42.8921568627451,1610612760,10,9,2022-02-06T03:15:24Z,400000,-36.0,15.0,1,right,MISS T. Mann Layup,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,3.84,Missed,,,,,,,,,,,,,,,,,,
42,PT08M11.00S,2022-02-06T03:15:21.5Z,1,REGULAR,rebound,defensive,[],203090,,,1610612758,10,9,2022-02-06T03:15:24Z,420000,,,0,,M. Harkless REBOUND (Off:0 Def:1),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,40.0,1.0,1.0,0.0,,,,,,,,
43,PT08M03.00S,2022-02-06T03:15:28.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626158,6.389618922470433,51.71568627450981,1610612758,12,9,2022-02-06T03:15:33Z,430000,-9.0,8.0,1,left,R. Holmes alley-oop DUNK (2 PTS) (T. Haliburton 3 AST),"[1626158, 1630169]",1610612758.0,SAC,alley-oop,,,Holmes,R. Holmes,,,,,1.15,Made,2.0,,,,,,,,,,T. Haliburton,1630169.0,3.0,,,,,
45,PT07M45.00S,2022-02-06T03:15:46.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629660,89.30683311432325,50.98039215686274,1610612760,12,9,2022-02-06T03:15:53Z,450000,5.0,48.0,1,right,MISS T. Jerome floating Shot,[1629660],1610612760.0,OKC,floating,,,Jerome,T. Jerome,,,,,4.82,Missed,,,,,,,,,,,,,,,,,,
46,PT07M45.00S,2022-02-06T03:15:46.8Z,1,REGULAR,rebound,offensive,[],1629603,,,1610612760,12,9,2022-02-06T03:15:53Z,460000,,,0,,M. Diakite REBOUND (Off:1 Def:3),[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,,,,,,,,,45.0,4.0,3.0,1.0,,,,,,,,
47,PT07M45.00S,2022-02-06T03:15:49.9Z,1,REGULAR,foul,personal,['2freethrow'],1626158,,,1610612760,12,9,2022-02-06T03:16:04Z,470000,,,0,,R. Holmes shooting personal FOUL (2 PF) (Diakite 2 FT),"[1626158, 1629603]",1610612758.0,SAC,shooting,,,Holmes,R. Holmes,,,,,,,,201639.0,2.0,0.0,Diakite,1629603.0,,,,,,,,,,,,
49,PT07M45.00S,2022-02-06T03:16:15.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629603,,,1610612760,12,10,2022-02-06T03:16:37Z,490000,,,0,,M. Diakite Free Throw 1 of 2 (3 PTS),[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
50,PT07M45.00S,2022-02-06T03:16:15.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629603,,,1610612760,12,10,2022-02-06T03:16:37Z,500000,,,0,,MISS M. Diakite Free Throw 2 of 2,[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,,Missed,,,,,,,,,,,,,,,,,,
51,PT07M43.00S,2022-02-06T03:16:17.5Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,12,10,2022-02-06T03:16:37Z,510000,,,0,,H. Barnes REBOUND (Off:0 Def:2),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,50.0,2.0,2.0,0.0,,,,,,,,
52,PT07M29.00S,2022-02-06T03:16:49.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203090,6.652431011826544,39.46078431372549,1610612758,12,10,2022-02-06T03:16:56Z,520000,53.0,10.0,1,left,MISS M. Harkless driving Layup,[203090],1610612758.0,SAC,driving,,,Harkless,M. Harkless,,,,,5.36,Missed,,,,,,,,,,,,,,,,,,
53,PT07M28.00S,2022-02-06T03:16:50.9Z,1,REGULAR,rebound,offensive,[],203090,,,1610612758,12,10,2022-02-06T03:16:51Z,530000,,,0,,M. Harkless REBOUND (Off:1 Def:1),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,52.0,2.0,1.0,1.0,,,,,,,,
54,PT07M27.00S,2022-02-06T03:16:51.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203090,7.835085413929041,42.15686274509804,1610612758,14,10,2022-02-06T03:18:51Z,540000,39.0,21.0,1,left,M. Harkless putback DUNK (5 PTS),[203090],1610612758.0,SAC,putback,,,Harkless,M. Harkless,,,,,4.45,Made,5.0,,,,,,,,,,,,,,,,,
55,PT07M25.00S,2022-02-06T03:16:58.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,14,10,2022-02-06T03:16:58Z,550000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M25.00S,2022-02-06T03:17:03.0Z,1,REGULAR,substitution,out,[],1626158,,,1610612760,14,10,2022-02-06T03:17:06Z,560000,,,0,,SUB out: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M25.00S,2022-02-06T03:17:03.0Z,1,REGULAR,substitution,in,[],1627745,,,1610612760,14,10,2022-02-06T03:17:06Z,570000,,,0,,SUB in: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M16.00S,2022-02-06T03:17:22.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,91.80354796320631,46.568627450980394,1610612760,14,10,2022-02-06T03:17:30Z,580000,-17.0,25.0,1,right,MISS D. Bazley driving Layup - blocked,"[1629647, 203090]",1610612760.0,OKC,driving,,,Bazley,D. Bazley,,,,,2.99,Missed,,,,,,,,,,,,,,,,,Harkless,203090.0
59,PT07M16.00S,2022-02-06T03:17:22.6Z,1,REGULAR,block,,[],203090,,,1610612760,14,10,2022-02-06T03:17:25Z,590000,,,0,,M. Harkless BLOCK (1 BLK),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M12.00S,2022-02-06T03:17:26.6Z,1,REGULAR,rebound,offensive,[],1629647,,,1610612760,14,10,2022-02-06T03:17:30Z,600000,,,0,,D. Bazley REBOUND (Off:1 Def:1),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,58.0,2.0,1.0,1.0,,,,,,,,
61,PT07M11.00S,2022-02-06T03:17:27.9Z,1,REGULAR,turnover,bad pass,[],1629647,,,1610612760,14,10,2022-02-06T03:17:33Z,610000,,,0,,D. Bazley bad pass TURNOVER (1 TO),"[1629647, 1630169]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,1.0,Haliburton,1630169.0,,
62,PT07M11.00S,2022-02-06T03:17:27.9Z,1,REGULAR,steal,,[],1630169,,,1610612758,14,10,2022-02-06T03:17:29Z,620000,,,0,,T. Haliburton STEAL (1 STL),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M59.00S,2022-02-06T03:17:40.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630558,27.020367936925098,53.92156862745098,1610612758,16,10,2022-02-06T03:17:49Z,630000,-20.0,201.0,1,left,D. Mitchell 20' step back Jump Shot (2 PTS) (M. Harkless 1 AST),"[1630558, 203090]",1610612758.0,SAC,step back,,,Mitchell,D. Mitchell,,,,,20.25,Made,2.0,,,,,,,,,,M. Harkless,203090.0,1.0,,,,,
65,PT06M36.00S,2022-02-06T03:18:07.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,16,10,2022-02-06T03:18:07Z,650000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M36.00S,2022-02-06T03:18:10.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,16,10,2022-02-06T03:18:10Z,660000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M32.00S,2022-02-06T03:21:23.9Z,1,REGULAR,3pt,Jump Shot,[],1629603,71.69842312746385,77.94117647058823,1610612760,16,10,2022-02-06T03:21:29Z,670000,140.0,214.0,1,right,MISS M. Diakite 25' 3PT,[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,25.51,Missed,,,,,,,,,,,,,,,,,,
68,PT06M29.00S,2022-02-06T03:21:26.9Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,16,10,2022-02-06T03:21:29Z,680000,,,0,,H. Barnes REBOUND (Off:0 Def:3),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,67.0,3.0,3.0,0.0,,,,,,,,
69,PT06M12.00S,2022-02-06T03:21:44.6Z,1,REGULAR,3pt,Jump Shot,[],203090,32.670827858081466,50.73529411764706,1610612758,19,10,2022-02-06T03:21:52Z,690000,-4.0,255.0,1,left,M. Harkless 25' 3PT  (8 PTS) (H. Barnes 1 AST),"[203090, 203084]",1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,25.46,Made,8.0,,,,,,,,,,H. Barnes,203084.0,1.0,,,,,
71,PT05M50.00S,2022-02-06T03:22:07.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629647,92.32917214191852,38.970588235294116,1610612760,19,12,2022-02-06T03:22:13Z,710000,-55.0,20.0,1,right,D. Bazley Hook (5 PTS),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,5.85,Made,5.0,,,,,,,,,,,,,,,,,
72,PT05M50.00S,2022-02-06T03:22:10.7Z,1,REGULAR,foul,personal,['1freethrow'],1627745,,,1610612760,19,12,2022-02-06T03:22:23Z,720000,,,0,,D. Jones shooting personal FOUL (1 PF) (Bazley 1 FT),"[1627745, 1629647]",1610612758.0,SAC,shooting,,,Jones,D. Jones,,,,,,,,201639.0,1.0,0.0,Bazley,1629647.0,,,,,,,,,,,,
74,PT05M50.00S,2022-02-06T03:22:28.3Z,1,REGULAR,substitution,out,[],1630581,,,1610612760,19,12,2022-02-06T03:23:07Z,740000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M50.00S,2022-02-06T03:22:28.3Z,1,REGULAR,substitution,in,[],1629026,,,1610612760,19,12,2022-02-06T03:23:07Z,750000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M50.00S,2022-02-06T03:22:44.6Z,1,REGULAR,freethrow,1 of 1,[],1629647,,,1610612760,19,13,2022-02-06T03:22:44Z,760000,,,0,,D. Bazley Free Throw 1 of 1 (6 PTS),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
77,PT05M33.00S,2022-02-06T03:23:04.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203090,7.5722733245729295,56.127450980392155,1610612758,19,13,2022-02-06T03:23:14Z,770000,-31.0,19.0,1,left,MISS M. Harkless Layup,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,3.59,Missed,,,,,,,,,,,,,,,,,,
78,PT05M30.00S,2022-02-06T03:23:07.7Z,1,REGULAR,rebound,defensive,[],1629026,,,1610612760,19,13,2022-02-06T03:23:14Z,780000,,,0,,K. Williams REBOUND (Off:0 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,77.0,1.0,1.0,0.0,,,,,,,,
79,PT05M19.00S,2022-02-06T03:23:18.3Z,1,REGULAR,3pt,Jump Shot,[],1630544,74.85216819973719,14.705882352941178,1610612760,19,13,2022-02-06T03:23:24Z,790000,-176.0,184.0,1,right,MISS T. Mann 25' 3PT,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,25.49,Missed,,,,,,,,,,,,,,,,,,
80,PT05M16.00S,2022-02-06T03:23:21.3Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,19,13,2022-02-06T03:23:24Z,800000,,,0,,H. Barnes REBOUND (Off:0 Def:4),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,79.0,4.0,4.0,0.0,,,,,,,,
81,PT05M08.00S,2022-02-06T03:23:29.3Z,1,REGULAR,3pt,Jump Shot,[],203084,32.14520367936925,54.166666666666664,1610612758,19,13,2022-02-06T03:23:38Z,810000,-21.0,250.0,1,left,MISS H. Barnes 25' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,25.06,Missed,,,,,,,,,,,,,,,,,,
82,PT05M07.00S,2022-02-06T03:23:30.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,19,13,2022-02-06T03:23:38Z,820000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,81.0,,,,,,,,,,,
83,PT05M07.00S,2022-02-06T03:23:34.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,19,13,2022-02-06T03:23:34Z,830000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M52.00S,2022-02-06T03:23:51.9Z,1,REGULAR,3pt,Jump Shot,[],1629026,87.33574244415243,2.941176470588235,1610612760,19,16,2022-02-06T03:23:58Z,840000,-235.0,67.0,1,right,K. Williams 24' 3PT  (3 PTS) (T. Jerome 2 AST),"[1629026, 1629660]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,24.45,Made,3.0,,,,,,,,,,T. Jerome,1629660.0,2.0,,,,,
86,PT04M40.00S,2022-02-06T03:24:03.8Z,1,REGULAR,3pt,Jump Shot,[],1630169,29.25427069645204,24.509803921568626,1610612758,19,16,2022-02-06T03:24:14Z,860000,127.0,222.0,1,left,MISS T. Haliburton 25' step back 3PT,[1630169],1610612758.0,SAC,step back,,,Haliburton,T. Haliburton,,,,,25.64,Missed,,,,,,,,,,,,,,,,,,
87,PT04M36.00S,2022-02-06T03:24:07.8Z,1,REGULAR,rebound,defensive,[],1629026,,,1610612760,19,16,2022-02-06T03:24:14Z,870000,,,0,,K. Williams REBOUND (Off:0 Def:2),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,86.0,2.0,2.0,0.0,,,,,,,,
88,PT04M29.00S,2022-02-06T03:24:15.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630544,93.24901445466492,59.31372549019608,1610612760,19,16,2022-02-06T03:24:21Z,880000,47.0,11.0,1,right,MISS T. Mann driving Layup,[1630544],1610612760.0,OKC,driving,,,Mann,T. Mann,,,,,4.79,Missed,,,,,,,,,,,,,,,,,,
89,PT04M25.00S,2022-02-06T03:24:17.8Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,19,16,2022-02-06T03:24:17Z,890000,,,0,,H. Barnes REBOUND (Off:0 Def:5),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,88.0,5.0,5.0,0.0,,,,,,,,
