actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-01-16T23:11:07.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-01-16T23:11:07Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-01-16T23:11:10.2Z,1,REGULAR,jumpball,recovered,[],201569,,,1610612745,0,0,2022-01-16T23:11:10Z,40000,,,0,,Jump Ball C. Wood vs. R. Holmes: Tip to E. Gordon,"[201569, 1626174, 1626158]",1610612745.0,HOU,startperiod,E. Gordon,201569.0,Gordon,E. Gordon,Wood,1626174.0,Holmes,1626158.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2022-01-16T23:11:19.9Z,1,REGULAR,3pt,Jump Shot,[],1626174,66.70499342969777,51.225490196078425,1610612745,0,3,2022-01-16T23:11:27Z,70000,6.0,260.0,1,right,C. Wood 26' 3PT  (3 PTS) (K. Porter Jr. 1 AST),"[1626174, 1629645]",1610612745.0,HOU,,,,Wood,C. Wood,,,,,26.06,Made,3.0,K. Porter Jr.,1629645.0,1.0,,,,,,,,,,,,,,,
9,PT11M27.00S,2022-01-16T23:11:39.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629002,17.559132720105126,56.61764705882353,1610612758,0,3,2022-01-16T23:11:44Z,90000,-33.0,113.0,1,left,MISS C. Metu 11' pullup Shot,[1629002],1610612758.0,SAC,pullup,,,Metu,C. Metu,,,,,11.74,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M23.00S,2022-01-16T23:11:43.0Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,0,3,2022-01-16T23:11:44Z,100000,,,0,,C. Wood REBOUND (Off:0 Def:1),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M16.00S,2022-01-16T23:11:50.2Z,1,REGULAR,3pt,Jump Shot,[],1629645,66.5735873850197,49.754901960784316,1610612745,0,6,2022-01-16T23:11:55Z,110000,-1.0,262.0,1,right,K. Porter Jr. 26' 3PT  (3 PTS) (J. Green 1 AST),"[1629645, 1630224]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,26.17,Made,3.0,J. Green,1630224.0,1.0,,,,,,,,,,,,,,,
13,PT11M07.00S,2022-01-16T23:12:02.9Z,1,REGULAR,foul,personal,[],1630224,,,1610612758,0,6,2022-01-16T23:12:19Z,130000,,,0,,J. Green personal FOUL (1 PF),"[1630224, 1628368]",1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,2714.0,1.0,0.0,Fox,1628368.0,,,,,,
15,PT10M58.00S,2022-01-16T23:12:33.4Z,1,REGULAR,turnover,bad pass,[],1628368,,,1610612758,0,6,2022-01-16T23:12:39Z,150000,,,0,,D. Fox bad pass TURNOVER (1 TO),"[1628368, 1626174]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,1.0,Wood,1626174.0,,,
16,PT10M58.00S,2022-01-16T23:12:33.4Z,1,REGULAR,steal,,[],1626174,,,1610612745,0,6,2022-01-16T23:12:35Z,160000,,,0,,C. Wood STEAL (1 STL),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,
17,PT10M54.00S,2022-01-16T23:12:38.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629645,92.32917214191852,44.85294117647059,1610612745,0,6,2022-01-16T23:12:44Z,170000,-26.0,20.0,1,right,MISS K. Porter Jr. running Layup,[1629645],1610612745.0,HOU,running,,,Porter Jr.,K. Porter Jr.,,,,,3.23,Missed,,,,,,,,,,,,,,,,,,,
