actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
179,PT10M34.00S,2021-11-23T03:40:18.8Z,2,REGULAR,rebound,offensive,[],1630169,,,1610612758,33,30,2021-11-23T03:40:18Z,1780000,,,0,,T. Haliburton REBOUND (Off:1 Def:0),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,178.0,1.0,0.0,1.0,,,
180,PT10M33.00S,2021-11-23T03:40:20.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627741,30.56833114323259,32.59803921568628,1610612758,33,30,2021-11-23T03:40:23Z,1790000,87.0,235.0,1,left,MISS B. Hield 25' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,25.04,Missed,,,,,,,,,,,,,,,,,,,
181,PT10M30.00S,2021-11-23T03:40:23.0Z,2,REGULAR,rebound,defensive,[],1629646,,,1610612755,33,30,2021-11-23T03:40:23Z,1800000,,,0,,C. Bassey REBOUND (Off:0 Def:3),[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,180.0,3.0,3.0,0.0,,,
182,PT10M24.00S,2021-11-23T03:40:34.6Z,2,REGULAR,turnover,offensive goaltending,[],1629646,,,1610612755,33,30,2021-11-23T03:40:46Z,1810000,,,0,,C. Bassey offensive goaltending TURNOVER (2 TO),[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,1155.0,,,,,,,,2.0,,,,,,,,,
183,PT10M15.00S,2021-11-23T03:40:51.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1626158,7.966491458607096,49.26470588235294,1610612758,35,30,2021-11-23T03:40:56Z,1820000,4.0,22.0,1,left,R. Holmes alley-oop DUNK (4 PTS) (T. Haliburton 3 AST),"[1626158, 1630169]",1610612758.0,SAC,alley-oop,,,Holmes,R. Holmes,,,,,2.27,Made,4.0,,,,,,T. Haliburton,1630169.0,3.0,,,,,,,,,,
185,PT09M58.00S,2021-11-23T03:41:08.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,80.3712220762155,49.01960784313725,1610612755,35,30,2021-11-23T03:41:18Z,1840000,-5.0,132.0,1,right,MISS T. Maxey 13' floating Shot,[1630178],1610612755.0,PHI,floating,,,Maxey,T. Maxey,,,,,13.21,Missed,,,,,,,,,,,,,,,,,,,
186,PT09M52.00S,2021-11-23T03:41:14.4Z,2,REGULAR,rebound,offensive,[],1629646,,,1610612755,35,30,2021-11-23T03:41:18Z,1850000,,,0,,C. Bassey REBOUND (Off:1 Def:3),[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,185.0,4.0,3.0,1.0,,,
187,PT09M52.00S,2021-11-23T03:41:14.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629646,94.40999984741211,50.0,1610612755,35,32,2021-11-23T03:41:14Z,1860000,0.0,0.0,1,right,C. Bassey tip DUNK (2 PTS),[1629646],1610612755.0,PHI,tip,,,Bassey,C. Bassey,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,,
188,PT09M43.00S,2021-11-23T03:41:23.2Z,2,REGULAR,3pt,Jump Shot,[],1630558,32.14520367936925,54.166666666666664,1610612758,35,32,2021-11-23T03:41:28Z,1870000,-21.0,250.0,1,left,MISS D. Mitchell 25' 3PT,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,25.06,Missed,,,,,,,,,,,,,,,,,,,
189,PT09M40.00S,2021-11-23T03:41:26.2Z,2,REGULAR,rebound,defensive,[],1629003,,,1610612755,35,32,2021-11-23T03:41:28Z,1880000,,,0,,S. Milton REBOUND (Off:0 Def:1),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,188.0,1.0,1.0,0.0,,,
190,PT09M33.00S,2021-11-23T03:41:33.8Z,2,REGULAR,3pt,Jump Shot,[],1627777,94.03745072273325,3.1862745098039214,1610612755,35,32,2021-11-23T03:41:42Z,1890000,-234.0,4.0,1,right,MISS G. Niang 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,23.41,Missed,,,,,,,,,,,,,,,,,,,
191,PT09M27.00S,2021-11-23T03:41:39.8Z,2,REGULAR,rebound,defensive,[],1630558,,,1610612758,35,32,2021-11-23T03:41:42Z,1900000,,,0,,D. Mitchell REBOUND (Off:0 Def:2),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,190.0,2.0,2.0,0.0,,,
192,PT09M24.00S,2021-11-23T03:41:49.8Z,2,REGULAR,foul,personal,['2freethrow'],1629646,,,1610612758,35,32,2021-11-23T03:41:57Z,1910000,,,0,,C. Bassey shooting personal FOUL (1 PF) (Hield 2 FT),"[1629646, 1627741]",1610612755.0,PHI,shooting,,,Bassey,C. Bassey,,,,,,,,201246.0,1.0,0.0,Hield,1627741.0,,,,,,,,,,,,,
194,PT09M24.00S,2021-11-23T03:42:07.3Z,2,REGULAR,freethrow,1 of 2,[],1627741,,,1610612758,36,32,2021-11-23T03:42:07Z,1930000,,,0,,B. Hield Free Throw 1 of 2 (15 PTS),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
195,PT09M24.00S,2021-11-23T03:42:09.0Z,2,REGULAR,substitution,out,[],1630169,,,1610612758,36,32,2021-11-23T03:42:40Z,1940000,,,0,,SUB out: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT09M24.00S,2021-11-23T03:42:09.0Z,2,REGULAR,substitution,out,[],1628963,,,1610612758,36,32,2021-11-23T03:42:40Z,1950000,,,0,,SUB out: M. Bagley III,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M24.00S,2021-11-23T03:42:09.0Z,2,REGULAR,substitution,out,[],1626158,,,1610612758,36,32,2021-11-23T03:42:40Z,1960000,,,0,,SUB out: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M24.00S,2021-11-23T03:42:09.0Z,2,REGULAR,substitution,in,[],1628368,,,1610612758,36,32,2021-11-23T03:42:40Z,1970000,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT09M24.00S,2021-11-23T03:42:09.0Z,2,REGULAR,substitution,in,[],203458,,,1610612758,36,32,2021-11-23T03:42:40Z,1980000,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M24.00S,2021-11-23T03:42:09.0Z,2,REGULAR,substitution,in,[],203084,,,1610612758,36,32,2021-11-23T03:42:40Z,1990000,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M24.00S,2021-11-23T03:42:47.9Z,2,REGULAR,freethrow,2 of 2,[],1627741,,,1610612758,37,32,2021-11-23T03:42:47Z,2000000,,,0,,B. Hield Free Throw 2 of 2 (16 PTS),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
202,PT09M10.00S,2021-11-23T03:43:03.2Z,2,REGULAR,3pt,Jump Shot,[],1630198,92.59198423127464,3.1862745098039214,1610612755,37,35,2021-11-23T03:43:08Z,2010000,-234.0,17.0,1,right,I. Joe 3PT  (3 PTS) (T. Maxey 2 AST),"[1630198, 1630178]",1610612755.0,PHI,,,,Joe,I. Joe,,,,,23.47,Made,3.0,,,,,,T. Maxey,1630178.0,2.0,,,,,,,,,,
204,PT08M56.00S,2021-11-23T03:43:18.9Z,2,REGULAR,turnover,out-of-bounds,[],1630558,,,1610612758,37,35,2021-11-23T03:43:31Z,2030000,,,0,,D. Mitchell bad pass out-of-bounds TURNOVER (1 TO),[1630558],1610612758.0,SAC,bad pass,,,Mitchell,D. Mitchell,,,,,,,,201246.0,,,,,,,,1.0,,,,,,,,,
205,PT08M56.00S,2021-11-23T03:43:23.2Z,2,REGULAR,substitution,out,[],203458,,,1610612755,37,35,2021-11-23T03:43:28Z,2040000,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M56.00S,2021-11-23T03:43:23.2Z,2,REGULAR,substitution,in,[],1626158,,,1610612755,37,35,2021-11-23T03:43:28Z,2050000,,,0,,SUB in: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M44.00S,2021-11-23T03:43:40.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630178,92.85479632063075,50.98039215686274,1610612755,37,37,2021-11-23T03:43:47Z,2060000,5.0,15.0,1,right,T. Maxey driving DUNK (8 PTS),[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,1.55,Made,8.0,,,,,,,,,,,,,,,,,,
208,PT08M38.00S,2021-11-23T03:43:51.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,37,37,2021-11-23T03:43:51Z,2070000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M28.00S,2021-11-23T03:47:03.5Z,2,REGULAR,2pt,Jump Shot,[],1630558,6.1268068331143235,20.833333333333336,1610612758,37,37,2021-11-23T03:47:08Z,2080000,146.0,5.0,1,left,MISS D. Mitchell 14' pullup Shot,[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,14.59,Missed,,,,,,,,,,,,,,,,,,,
210,PT08M24.00S,2021-11-23T03:47:07.5Z,2,REGULAR,rebound,defensive,[],1629646,,,1610612755,37,37,2021-11-23T03:47:08Z,2090000,,,0,,C. Bassey REBOUND (Off:1 Def:4),[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,209.0,5.0,4.0,1.0,,,
211,PT08M13.00S,2021-11-23T03:47:21.9Z,2,REGULAR,foul,personal,[],1630558,,,1610612755,37,37,2021-11-23T03:47:27Z,2100000,,,0,,D. Mitchell personal FOUL (1 PF),"[1630558, 1630178]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,1155.0,1.0,0.0,Maxey,1630178.0,,,,,,,,,,,,,
213,PT08M13.00S,2021-11-23T03:47:28.8Z,2,REGULAR,substitution,out,[],1630558,,,1610612755,37,37,2021-11-23T03:47:45Z,2120000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M13.00S,2021-11-23T03:47:28.8Z,2,REGULAR,substitution,out,[],1629646,,,1610612755,37,37,2021-11-23T03:47:45Z,2130000,,,0,,SUB out: C. Bassey,[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M13.00S,2021-11-23T03:47:28.8Z,2,REGULAR,substitution,in,[],203090,,,1610612755,37,37,2021-11-23T03:47:45Z,2140000,,,0,,SUB in: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M13.00S,2021-11-23T03:47:28.8Z,2,REGULAR,substitution,in,[],203083,,,1610612755,37,37,2021-11-23T03:47:45Z,2150000,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M01.00S,2021-11-23T03:48:01.9Z,2,REGULAR,foul,personal,['3freethrow'],1627741,,,1610612755,37,37,2021-11-23T03:49:27Z,2160000,,,0,,B. Hield shooting personal FOUL (2 PF) (Joe 3 FT),"[1627741, 1630198]",1610612758.0,SAC,shooting,,,Hield,B. Hield,,,,,,,,1155.0,2.0,0.0,Joe,1630198.0,,,,,,,,,,,,,
221,PT08M01.00S,2021-11-23T03:48:30.8Z,2,REGULAR,substitution,out,[],1627741,,,1610612755,37,37,2021-11-23T03:49:01Z,2175000,,,0,,SUB out: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M01.00S,2021-11-23T03:48:30.8Z,2,REGULAR,substitution,in,[],1630169,,,1610612755,37,37,2021-11-23T03:49:01Z,2177500,,,0,,SUB in: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M01.00S,2021-11-23T03:48:39.5Z,2,REGULAR,freethrow,1 of 3,[],1630198,,,1610612755,37,38,2021-11-23T03:50:39Z,2180000,,,0,,I. Joe Free Throw 1 of 3 (4 PTS),[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
220,PT08M01.00S,2021-11-23T03:48:39.5Z,2,REGULAR,freethrow,2 of 3,[],1630198,,,1610612755,37,39,2021-11-23T03:50:39Z,2190000,,,0,,I. Joe Free Throw 2 of 3 (5 PTS),[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
223,PT08M01.00S,2021-11-23T03:48:39.5Z,2,REGULAR,freethrow,3 of 3,[],1630198,,,1610612755,37,40,2021-11-23T03:50:39Z,2220000,,,0,,I. Joe Free Throw 3 of 3 (6 PTS),[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
224,PT07M39.00S,2021-11-23T03:49:34.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,19.398817345597898,53.67647058823529,1610612758,37,40,2021-11-23T03:49:41Z,2230000,-18.0,130.0,1,left,MISS D. Fox 13' step back Shot,[1628368],1610612758.0,SAC,step back,,,Fox,D. Fox,,,,,13.11,Missed,,,,,,,,,,,,,,,,,,,
225,PT07M35.00S,2021-11-23T03:49:38.9Z,2,REGULAR,rebound,defensive,[],1627777,,,1610612755,37,40,2021-11-23T03:49:41Z,2240000,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,224.0,1.0,1.0,0.0,,,
226,PT07M15.00S,2021-11-23T03:49:58.2Z,2,REGULAR,3pt,Jump Shot,[],1630198,87.33574244415243,3.9215686274509802,1610612755,37,43,2021-11-23T03:50:03Z,2250000,-230.0,67.0,1,right,I. Joe 3PT  (9 PTS) (S. Milton 1 AST),"[1630198, 1629003]",1610612755.0,PHI,,,,Joe,I. Joe,,,,,23.98,Made,9.0,,,,,,S. Milton,1629003.0,1.0,,,,,,,,,,
228,PT07M04.00S,2021-11-23T03:50:09.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626158,18.610381077529567,43.38235294117647,1610612758,39,43,2021-11-23T03:50:15Z,2270000,33.0,122.0,1,left,R. Holmes 12' Jump Shot (6 PTS) (H. Barnes 2 AST),"[1626158, 203084]",1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,12.68,Made,6.0,,,,,,H. Barnes,203084.0,2.0,,,,,,,,,,
230,PT06M53.00S,2021-11-23T03:50:20.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,93.38042049934296,47.549019607843135,1610612755,39,45,2021-11-23T03:50:26Z,2290000,-12.0,10.0,1,right,T. Maxey driving Layup (10 PTS),[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,1.57,Made,10.0,,,,,,,,,,,,,,,,,,
231,PT06M46.00S,2021-11-23T03:50:31.2Z,2,REGULAR,foul,personal,['2freethrow'],1630198,,,1610612758,39,45,2021-11-23T03:50:41Z,2300000,,,0,,I. Joe shooting personal FOUL (1 PF) (Fox 2 FT),"[1630198, 1628368]",1610612755.0,PHI,shooting,,,Joe,I. Joe,,,,,,,,1628951.0,1.0,0.0,Fox,1628368.0,,,,,,,,,,,,,
233,PT06M46.00S,2021-11-23T03:51:00.5Z,2,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,39,45,2021-11-23T03:51:00Z,2320000,,,0,,MISS D. Fox Free Throw 1 of 2,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Missed,,,,,,,,,,,,,,,,,,,
234,PT06M46.00S,2021-11-23T03:51:00.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,39,45,2021-11-23T03:51:00Z,2330000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,233.0,,,,,,
235,PT06M46.00S,2021-11-23T03:51:14.9Z,2,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,40,45,2021-11-23T03:51:14Z,2340000,,,0,,D. Fox Free Throw 2 of 2 (9 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
236,PT06M23.00S,2021-11-23T03:51:38.4Z,2,REGULAR,2pt,Jump Shot,[],1630178,89.04402102496715,24.019607843137255,1610612755,40,45,2021-11-23T03:53:48Z,2350000,-130.0,50.0,1,right,MISS T. Maxey 13' fadeaway Shot,[1630178],1610612755.0,PHI,fadeaway,,,Maxey,T. Maxey,,,,,13.94,Missed,,,,,,,,,,,,,,,,,,,
237,PT06M23.00S,2021-11-23T03:51:42.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,40,45,2021-11-23T03:51:42Z,2360000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,236.0,,,,,,
238,PT06M23.00S,2021-11-23T03:51:44.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,40,45,2021-11-23T03:51:44Z,2370000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M23.00S,2021-11-23T03:51:47.4Z,2,REGULAR,substitution,out,[],1627777,,,1610612755,40,45,2021-11-23T03:51:56Z,2380000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M23.00S,2021-11-23T03:51:47.4Z,2,REGULAR,substitution,in,[],1629680,,,1610612755,40,45,2021-11-23T03:51:56Z,2390000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M20.00S,2021-11-23T03:52:02.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630198,89.96386333771353,2.696078431372549,1610612755,40,45,2021-11-23T03:52:08Z,2400000,-237.0,42.0,1,right,MISS I. Joe 24' 3PT,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,24.02,Missed,,,,,,,,,,,,,,,,,,,
242,PT06M16.00S,2021-11-23T03:52:06.7Z,2,REGULAR,rebound,defensive,[],1628368,,,1610612758,40,45,2021-11-23T03:52:06Z,2410000,,,0,,D. Fox REBOUND (Off:0 Def:2),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,241.0,2.0,2.0,0.0,,,
243,PT06M09.00S,2021-11-23T03:52:13.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,19.267411300919843,55.88235294117647,1610612758,42,45,2021-11-23T03:52:17Z,2420000,-29.0,129.0,1,left,D. Fox 13' pullup Jump Shot (11 PTS),[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,13.19,Made,11.0,,,,,,,,,,,,,,,,,,
244,PT05M56.00S,2021-11-23T03:52:33.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,42,45,2021-11-23T03:52:33Z,2430000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M45.00S,2021-11-23T03:55:38.7Z,2,REGULAR,3pt,Jump Shot,[],1630198,89.17542706964521,95.58823529411765,1610612755,42,45,2021-11-23T03:55:44Z,2440000,228.0,49.0,1,right,MISS I. Joe 3PT,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,23.32,Missed,,,,,,,,,,,,,,,,,,,
246,PT05M42.00S,2021-11-23T03:55:41.4Z,2,REGULAR,rebound,offensive,[],203083,,,1610612755,42,45,2021-11-23T03:55:41Z,2450000,,,0,,A. Drummond REBOUND (Off:1 Def:6),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,245.0,7.0,6.0,1.0,,,
247,PT05M30.00S,2021-11-23T03:55:53.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,88.91261498028909,48.03921568627451,1610612755,42,45,2021-11-23T03:56:18Z,2460000,-10.0,52.0,1,right,MISS A. Drummond Layup,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,5.26,Missed,,,,,,,,,,,,,,,,,,,
248,PT05M27.00S,2021-11-23T03:55:56.5Z,2,REGULAR,rebound,defensive,[],1626158,,,1610612758,42,45,2021-11-23T03:55:56Z,2470000,,,0,,R. Holmes REBOUND (Off:1 Def:5),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,247.0,6.0,5.0,1.0,,,
249,PT05M19.00S,2021-11-23T03:56:03.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626158,19.004599211563733,49.01960784313725,1610612758,42,45,2021-11-23T03:56:09Z,2480000,5.0,126.0,1,left,MISS R. Holmes 12' Jump Shot,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,12.62,Missed,,,,,,,,,,,,,,,,,,,
250,PT05M16.00S,2021-11-23T03:56:06.6Z,2,REGULAR,rebound,defensive,[],1629680,,,1610612755,42,45,2021-11-23T03:56:09Z,2490000,,,0,,M. Thybulle REBOUND (Off:0 Def:1),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,249.0,1.0,1.0,0.0,,,
251,PT05M08.00S,2021-11-23T03:56:15.3Z,2,REGULAR,3pt,Jump Shot,[],1630178,74.72076215505913,14.705882352941178,1610612755,42,45,2021-11-23T03:56:20Z,2500000,-176.0,185.0,1,right,MISS T. Maxey 25' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,25.58,Missed,,,,,,,,,,,,,,,,,,,
252,PT05M05.00S,2021-11-23T03:56:18.3Z,2,REGULAR,rebound,defensive,[],203084,,,1610612758,42,45,2021-11-23T03:56:20Z,2510000,,,0,,H. Barnes REBOUND (Off:0 Def:2),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,251.0,2.0,2.0,0.0,,,
253,PT04M52.00S,2021-11-23T03:56:31.4Z,2,REGULAR,2pt,Jump Shot,[],1628368,22.026938239159,52.450980392156865,1610612758,42,45,2021-11-23T03:56:36Z,2520000,-12.0,155.0,1,left,MISS D. Fox 15' pullup Shot,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,15.51,Missed,,,,,,,,,,,,,,,,,,,
254,PT04M49.00S,2021-11-23T03:56:34.4Z,2,REGULAR,rebound,defensive,[],203083,,,1610612755,42,45,2021-11-23T03:56:36Z,2530000,,,0,,A. Drummond REBOUND (Off:1 Def:7),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,253.0,8.0,7.0,1.0,,,
255,PT04M28.00S,2021-11-23T03:56:55.5Z,2,REGULAR,2pt,Jump Shot,[],1630198,92.19776609724047,30.14705882352941,1610612755,42,47,2021-11-23T03:57:03Z,2540000,-99.0,21.0,1,right,I. Joe 10' Jump Shot (11 PTS),[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,10.15,Made,11.0,,,,,,,,,,,,,,,,,,
256,PT04M09.00S,2021-11-23T03:57:14.3Z,2,REGULAR,3pt,Jump Shot,[],203084,29.77989487516426,70.09803921568627,1610612758,45,47,2021-11-23T03:57:19Z,2550000,-100.0,227.0,1,left,H. Barnes 24' 3PT  (6 PTS) (T. Haliburton 4 AST),"[203084, 1630169]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,24.86,Made,6.0,,,,,,T. Haliburton,1630169.0,4.0,,,,,,,,,,
258,PT03M55.00S,2021-11-23T03:57:30.6Z,2,REGULAR,foul,personal,[],203090,,,1610612755,45,47,2021-11-23T03:57:38Z,2570000,,,0,,M. Harkless personal FOUL (2 PF),"[203090, 1629003]",1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,201246.0,2.0,0.0,Milton,1629003.0,,,,,,,,,,,,,
260,PT03M55.00S,2021-11-23T03:57:39.0Z,2,REGULAR,substitution,out,[],1630198,,,1610612755,45,47,2021-11-23T03:57:53Z,2590000,,,0,,SUB out: I. Joe,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT03M55.00S,2021-11-23T03:57:39.0Z,2,REGULAR,substitution,out,[],1629003,,,1610612755,45,47,2021-11-23T03:57:53Z,2600000,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT03M55.00S,2021-11-23T03:57:39.0Z,2,REGULAR,substitution,in,[],1627788,,,1610612755,45,47,2021-11-23T03:57:53Z,2610000,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT03M55.00S,2021-11-23T03:57:39.0Z,2,REGULAR,substitution,in,[],1627777,,,1610612755,45,47,2021-11-23T03:57:53Z,2620000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT03M49.00S,2021-11-23T03:57:57.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,92.77266754270697,53.55392156862745,1610612755,45,47,2021-11-23T03:59:34Z,2630000,18.0,15.0,1,right,MISS T. Maxey driving reverse Layup,[1630178],1610612755.0,PHI,driving reverse,,,Maxey,T. Maxey,,,,,2.35,Missed,,,,,,,,,,,,,,,,,,,
265,PT03M47.00S,2021-11-23T03:57:59.0Z,2,REGULAR,rebound,offensive,[],203083,,,1610612755,45,47,2021-11-23T03:59:34Z,2640000,,,0,,A. Drummond REBOUND (Off:2 Def:7),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,264.0,9.0,7.0,2.0,,,
