actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
175,PT10M17.00S,2021-11-25T03:38:50.6Z,2,REGULAR,freethrow,2 of 2,[],203090,,,1610612758,35,40,2021-11-25T03:39:10Z,1730000,,,0,,MISS M. Harkless Free Throw 2 of 2,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,Missed,,,,,,,,,,,,,,,,,,,
176,PT10M15.00S,2021-11-25T03:38:52.6Z,2,REGULAR,rebound,defensive,[],1628372,,,1610612757,35,40,2021-11-25T03:39:10Z,1740000,,,0,,D. Smith Jr. REBOUND (Off:0 Def:2),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,175.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
177,PT10M02.00S,2021-11-25T03:39:21.3Z,2,REGULAR,3pt,Jump Shot,[],203081,81.15965834428384,93.62745098039215,1610612757,35,40,2021-11-25T03:39:28Z,1750000,218.0,125.0,1,right,MISS D. Lillard 25' 3PT,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,25.12,Missed,,,,,,,,,,,,,,,,,,,
178,PT09M57.00S,2021-11-25T03:39:26.4Z,2,REGULAR,rebound,defensive,[],1630169,,,1610612758,35,40,2021-11-25T03:39:26Z,1760000,,,0,,T. Haliburton REBOUND (Off:1 Def:2),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,177.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
179,PT09M55.00S,2021-11-25T03:39:30.1Z,2,REGULAR,foul,personal,[],1628372,,,1610612758,35,40,2021-11-25T03:39:40Z,1770000,,,0,,D. Smith Jr. personal FOUL (1 PF),"[1628372, 1628963]",1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,1627964.0,1.0,0.0,Bagley III,1628963.0,,,
181,PT09M41.00S,2021-11-25T03:40:00.5Z,2,REGULAR,3pt,Jump Shot,[],1630169,26.49474375821288,16.176470588235293,1610612758,38,40,2021-11-25T03:40:06Z,1790000,169.0,197.0,1,left,T. Haliburton 25' 3PT  (5 PTS) (A. Len 2 AST),"[1630169, 203458]",1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,25.93,Made,,,,,5.0,,,,A. Len,203458.0,2.0,,,,,,,,
183,PT09M27.00S,2021-11-25T03:40:17.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203081,92.59198423127464,46.32352941176471,1610612757,38,42,2021-11-25T03:40:35Z,1810000,-18.0,17.0,1,right,D. Lillard driving Layup (7 PTS) (D. Smith Jr. 3 AST),"[203081, 1628372]",1610612757.0,POR,driving,,,Lillard,D. Lillard,,,,,2.51,Made,,,,,7.0,,,,D. Smith Jr.,1628372.0,3.0,,,,,,,,
185,PT09M27.00S,2021-11-25T03:40:21.3Z,2,REGULAR,foul,personal,['1freethrow'],203458,,,1610612757,38,42,2021-11-25T03:40:32Z,1830000,,,0,,A. Len shooting personal FOUL (1 PF) (Lillard 1 FT),"[203458, 203081]",1610612758.0,SAC,shooting,,,Len,A. Len,,,,,,,,,,,,,,,,,,1627964.0,1.0,0.0,Lillard,203081.0,,,
188,PT09M27.00S,2021-11-25T03:40:43.9Z,2,REGULAR,freethrow,1 of 1,[],203081,,,1610612757,38,43,2021-11-25T03:40:43Z,1850000,,,0,,D. Lillard Free Throw 1 of 1 (8 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
189,PT09M14.00S,2021-11-25T03:41:00.8Z,2,REGULAR,turnover,traveling,[],1628963,,,1610612758,38,43,2021-11-25T03:41:08Z,1860000,,,0,,M. Bagley III traveling TURNOVER (1 TO),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,1.0,,,,,,1627964.0,,,,,,,
190,PT09M14.00S,2021-11-25T03:41:06.9Z,2,REGULAR,substitution,out,[],203458,,,1610612757,38,43,2021-11-25T03:41:11Z,1870000,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M14.00S,2021-11-25T03:41:06.9Z,2,REGULAR,substitution,in,[],202684,,,1610612757,38,43,2021-11-25T03:41:11Z,1880000,,,0,,SUB in: T. Thompson,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT08M55.00S,2021-11-25T03:41:36.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628372,92.19776609724047,46.07843137254902,1610612757,38,43,2021-11-25T03:44:47Z,1890000,-20.0,21.0,1,right,MISS D. Smith Jr. driving Layup,[1628372],1610612757.0,POR,driving,,,Smith Jr.,D. Smith Jr.,,,,,2.86,Missed,,,,,,,,,,,,,,,,,,,
193,PT08M53.00S,2021-11-25T03:41:38.9Z,2,REGULAR,rebound,defensive,[],1628963,,,1610612758,38,43,2021-11-25T03:41:41Z,1900000,,,0,,M. Bagley III REBOUND (Off:1 Def:1),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,192.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
194,PT08M45.00S,2021-11-25T03:41:47.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203090,5.732588699080158,46.568627450980394,1610612758,40,43,2021-11-25T03:41:51Z,1910000,17.0,1.0,1,left,M. Harkless alley-oop DUNK (8 PTS) (T. Haliburton 3 AST),"[203090, 1630169]",1610612758.0,SAC,alley-oop,,,Harkless,M. Harkless,,,,,1.73,Made,,,,,8.0,,,,T. Haliburton,1630169.0,3.0,,,,,,,,
196,PT08M34.00S,2021-11-25T03:41:58.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629642,92.9862023653088,52.450980392156865,1610612757,40,45,2021-11-25T03:42:04Z,1930000,12.0,13.0,1,right,N. Little driving Layup (8 PTS),[1629642],1610612757.0,POR,driving,,,Little,N. Little,,,,,1.82,Made,,,,,8.0,,,,,,,,,,,,,,
197,PT08M23.00S,2021-11-25T03:42:09.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,6.1268068331143235,52.94117647058824,1610612758,42,45,2021-11-25T03:47:04Z,1940000,-15.0,5.0,1,left,D. Mitchell driving finger roll Layup (9 PTS),[1630558],1610612758.0,SAC,driving finger roll,,,Mitchell,D. Mitchell,,,,,1.56,Made,,,,,9.0,,,,,,,,,,,,,,
198,PT08M14.00S,2021-11-25T03:42:19.7Z,2,REGULAR,foul,personal,['3freethrow'],1630558,,,1610612757,42,45,2021-11-25T03:42:56Z,1950000,,,0,,D. Mitchell shooting personal FOUL (1 PF) (Lillard 3 FT),"[1630558, 203081]",1610612758.0,SAC,shooting,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,2002.0,1.0,0.0,Lillard,203081.0,,,
200,PT08M14.00S,2021-11-25T03:42:57.0Z,2,REGULAR,freethrow,1 of 3,[],203081,,,1610612757,42,46,2021-11-25T03:42:57Z,1970000,,,0,,D. Lillard Free Throw 1 of 3 (9 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,,,,,9.0,,,,,,,,,,,,,,
201,PT08M14.00S,2021-11-25T03:43:12.3Z,2,REGULAR,freethrow,2 of 3,[],203081,,,1610612757,42,47,2021-11-25T03:43:12Z,1980000,,,0,,D. Lillard Free Throw 2 of 3 (10 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,,,,,10.0,,,,,,,,,,,,,,
202,PT08M14.00S,2021-11-25T03:43:15.7Z,2,REGULAR,substitution,out,[],1630169,,,1610612757,42,47,2021-11-25T03:43:57Z,1990000,,,0,,SUB out: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M14.00S,2021-11-25T03:43:15.7Z,2,REGULAR,substitution,out,[],1628963,,,1610612757,42,47,2021-11-25T03:43:57Z,2000000,,,0,,SUB out: M. Bagley III,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M14.00S,2021-11-25T03:43:15.7Z,2,REGULAR,substitution,out,[],1628372,,,1610612757,42,47,2021-11-25T03:43:57Z,2010000,,,0,,SUB out: D. Smith Jr.,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M14.00S,2021-11-25T03:43:15.7Z,2,REGULAR,substitution,out,[],203469,,,1610612757,42,47,2021-11-25T03:43:57Z,2020000,,,0,,SUB out: C. Zeller,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M14.00S,2021-11-25T03:43:15.7Z,2,REGULAR,substitution,in,[],1628368,,,1610612757,42,47,2021-11-25T03:43:57Z,2030000,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M14.00S,2021-11-25T03:43:15.7Z,2,REGULAR,substitution,in,[],203084,,,1610612757,42,47,2021-11-25T03:43:57Z,2040000,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M14.00S,2021-11-25T03:43:15.7Z,2,REGULAR,substitution,in,[],203994,,,1610612757,42,47,2021-11-25T03:43:57Z,2050000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M14.00S,2021-11-25T03:43:15.7Z,2,REGULAR,substitution,in,[],203468,,,1610612757,42,47,2021-11-25T03:43:57Z,2060000,,,0,,SUB in: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M14.00S,2021-11-25T03:43:15.7Z,2,REGULAR,substitution,out,[],1626204,,,1610612757,42,47,2021-11-25T03:45:07Z,2065000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M14.00S,2021-11-25T03:43:15.7Z,2,REGULAR,substitution,in,[],1626181,,,1610612757,42,47,2021-11-25T03:45:07Z,2067500,,,0,,SUB in: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M14.00S,2021-11-25T03:43:58.2Z,2,REGULAR,freethrow,3 of 3,[],203081,,,1610612757,42,48,2021-11-25T03:43:58Z,2070000,,,0,,D. Lillard Free Throw 3 of 3 (11 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,,,,,11.0,,,,,,,,,,,,,,
211,PT07M58.00S,2021-11-25T03:43:59.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630558,18.873193166885677,53.18627450980392,1610612758,42,48,2021-11-25T03:44:05Z,2080000,-16.0,125.0,1,left,MISS D. Mitchell 12' pullup Shot,[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,12.59,Missed,,,,,,,,,,,,,,,,,,,
212,PT07M55.00S,2021-11-25T03:44:02.5Z,2,REGULAR,rebound,offensive,[],202684,,,1610612758,42,48,2021-11-25T03:44:02Z,2090000,,,0,,T. Thompson REBOUND (Off:1 Def:0),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,211.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
213,PT07M51.00S,2021-11-25T03:44:06.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628368,7.440867279894875,40.44117647058824,1610612758,44,48,2021-11-25T03:49:31Z,2100000,48.0,17.0,1,left,D. Fox driving floating Jump Shot (9 PTS),[1628368],1610612758.0,SAC,driving floating,,,Fox,D. Fox,,,,,5.09,Made,,,,,9.0,,,,,,,,,,,,,,
214,PT07M42.00S,2021-11-25T03:44:20.6Z,2,REGULAR,turnover,out-of-bounds,[],1626181,,,1610612757,44,48,2021-11-25T03:44:35Z,2110000,,,0,,N. Powell step out-of-bounds TURNOVER (1 TO),[1626181],1610612757.0,POR,step,,,Powell,N. Powell,,,,,,,,,,,,1.0,,,,,,2002.0,,,,,,,
240,PT07M42.00S,2021-11-25T03:44:33.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,44,48,2021-11-25T03:49:49Z,2125000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M25.00S,2021-11-25T03:44:47.3Z,2,REGULAR,foul,personal,['2freethrow'],203081,,,1610612758,44,48,2021-11-25T03:44:55Z,2140000,,,0,,D. Lillard shooting personal FOUL (1 PF) (Barnes 2 FT),"[203081, 203084]",1610612757.0,POR,shooting,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,2002.0,1.0,0.0,Barnes,203084.0,,,
221,PT07M25.00S,2021-11-25T03:45:12.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203084,,,1610612758,44,48,2021-11-25T03:45:39Z,2160000,,,0,,MISS H. Barnes Free Throw 1 of 2,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Missed,,,,,,,,,,,,,,,,,,,
222,PT07M25.00S,2021-11-25T03:45:12.2Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612758,44,48,2021-11-25T03:45:39Z,2170000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,221.0,,,,,,,,,,,,,,,,,,
223,PT07M25.00S,2021-11-25T03:45:13.7Z,2,REGULAR,substitution,out,[],1629642,,,1610612758,44,48,2021-11-25T03:45:19Z,2180000,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M25.00S,2021-11-25T03:45:13.7Z,2,REGULAR,substitution,in,[],203496,,,1610612758,44,48,2021-11-25T03:45:19Z,2190000,,,0,,SUB in: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M25.00S,2021-11-25T03:45:12.2Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203084,,,1610612758,44,48,2021-11-25T03:45:39Z,2200000,,,0,,MISS H. Barnes Free Throw 2 of 2,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Missed,,,,,,,,,,,,,,,,,,,
226,PT07M22.00S,2021-11-25T03:45:15.2Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,44,48,2021-11-25T03:45:39Z,2210000,,,0,,J. Nurkic REBOUND (Off:2 Def:9),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,225.0,11.0,9.0,2.0,,,,,,,,,,,,,,,
227,PT07M02.00S,2021-11-25T03:45:58.4Z,2,REGULAR,3pt,Jump Shot,[],1626181,72.48685939553219,82.1078431372549,1610612757,44,51,2021-11-25T03:46:03Z,2220000,161.0,206.0,1,right,N. Powell 26' 3PT  (8 PTS) (D. Lillard 4 AST),"[1626181, 203081]",1610612757.0,POR,,,,Powell,N. Powell,,,,,26.12,Made,,,,,8.0,,,,D. Lillard,203081.0,4.0,,,,,,,,
229,PT06M50.00S,2021-11-25T03:46:09.2Z,2,REGULAR,3pt,Jump Shot,[],1630558,17.95335085413929,3.6764705882352944,1610612758,44,51,2021-11-25T03:46:13Z,2240000,232.0,116.0,1,left,MISS D. Mitchell 25' 3PT,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,25.92,Missed,,,,,,,,,,,,,,,,,,,
230,PT06M47.00S,2021-11-25T03:46:12.2Z,2,REGULAR,rebound,defensive,[],203081,,,1610612757,44,51,2021-11-25T03:46:13Z,2250000,,,0,,D. Lillard REBOUND (Off:0 Def:1),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,229.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
231,PT06M38.00S,2021-11-25T03:46:21.6Z,2,REGULAR,3pt,Jump Shot,[],203081,86.15308804204993,4.166666666666666,1610612757,44,51,2021-11-25T03:46:28Z,2260000,-229.0,78.0,1,right,MISS D. Lillard 24' 3PT,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,24.2,Missed,,,,,,,,,,,,,,,,,,,
232,PT06M33.00S,2021-11-25T03:46:26.6Z,2,REGULAR,rebound,defensive,[],202684,,,1610612758,44,51,2021-11-25T03:46:28Z,2270000,,,0,,T. Thompson REBOUND (Off:1 Def:1),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,231.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
233,PT06M29.00S,2021-11-25T03:46:30.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,16.90210249671485,39.705882352941174,1610612758,46,51,2021-11-25T03:46:36Z,2280000,51.0,106.0,1,left,D. Fox 11' pullup Jump Shot (11 PTS),[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,11.82,Made,,,,,11.0,,,,,,,,,,,,,,
234,PT06M13.00S,2021-11-25T03:46:46.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,88.64980289093299,43.38235294117647,1610612757,46,51,2021-11-25T03:51:52Z,2290000,-33.0,54.0,1,right,MISS N. Powell 6' driving floating Shot,[1626181],1610612757.0,POR,driving floating,,,Powell,N. Powell,,,,,6.35,Missed,,,,,,,,,,,,,,,,,,,
235,PT06M10.00S,2021-11-25T03:46:49.6Z,2,REGULAR,rebound,defensive,[],202684,,,1610612758,46,51,2021-11-25T03:46:51Z,2300000,,,0,,T. Thompson REBOUND (Off:1 Def:2),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,234.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
236,PT05M56.00S,2021-11-25T03:47:03.4Z,2,REGULAR,2pt,Jump Shot,[],1628368,20.581471747700395,29.901960784313726,1610612758,46,51,2021-11-25T03:47:08Z,2310000,100.0,141.0,1,left,MISS D. Fox 17' step back Shot,[1628368],1610612758.0,SAC,step back,,,Fox,D. Fox,,,,,17.32,Missed,,,,,,,,,,,,,,,,,,,
237,PT05M54.00S,2021-11-25T03:47:05.4Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,46,51,2021-11-25T03:47:08Z,2320000,,,0,,J. Nurkic REBOUND (Off:2 Def:10),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,236.0,12.0,10.0,2.0,,,,,,,,,,,,,,,
238,PT05M45.00S,2021-11-25T03:47:14.4Z,2,REGULAR,3pt,Jump Shot,[],203081,74.06373193166885,12.745098039215685,1610612757,46,54,2021-11-25T03:47:18Z,2330000,-186.0,191.0,1,right,D. Lillard 26' 3PT pullup (14 PTS),[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,26.7,Made,,,,,14.0,,,,,,,,,,,,,,
239,PT05M37.00S,2021-11-25T03:47:27.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,46,54,2021-11-25T03:47:27Z,2340000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT05M37.00S,2021-11-25T03:49:20.7Z,2,REGULAR,substitution,out,[],202684,,,1610612758,46,54,2021-11-25T03:50:18Z,2350000,,,0,,SUB out: T. Thompson,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT05M37.00S,2021-11-25T03:49:20.7Z,2,REGULAR,substitution,out,[],1630558,,,1610612758,46,54,2021-11-25T03:50:18Z,2360000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M37.00S,2021-11-25T03:49:20.7Z,2,REGULAR,substitution,in,[],203458,,,1610612758,46,54,2021-11-25T03:50:18Z,2370000,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M37.00S,2021-11-25T03:49:20.7Z,2,REGULAR,substitution,in,[],1627741,,,1610612758,46,54,2021-11-25T03:50:18Z,2380000,,,0,,SUB in: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M31.00S,2021-11-25T03:50:30.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203090,5.601182654402102,48.28431372549019,1610612758,48,54,2021-11-25T03:50:35Z,2390000,9.0,0.0,1,left,M. Harkless alley-oop DUNK (10 PTS) (D. Fox 1 AST),"[203090, 1628368]",1610612758.0,SAC,alley-oop,,,Harkless,M. Harkless,,,,,0.86,Made,,,,,10.0,,,,D. Fox,1628368.0,1.0,,,,,,,,
247,PT05M04.00S,2021-11-25T03:50:58.8Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612757,48,54,2021-11-25T03:51:09Z,2410000,,,0,,POR shot clock Team TURNOVER,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,2002.0,,,,,,,
248,PT04M57.00S,2021-11-25T03:51:20.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627741,32.40801576872536,56.127450980392155,1610612758,51,54,2021-11-25T03:51:27Z,2420000,-31.0,252.0,1,left,B. Hield 25' 3PT  (3 PTS) (D. Fox 2 AST),"[1627741, 1628368]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,25.4,Made,,,,,3.0,,,,D. Fox,1628368.0,2.0,,,,,,,,
250,PT04M42.00S,2021-11-25T03:51:35.3Z,2,REGULAR,2pt,Jump Shot,[],203468,86.15308804204993,74.75490196078431,1610612757,51,56,2021-11-25T03:51:39Z,2440000,124.0,78.0,1,right,C. McCollum 14' pullup Jump Shot (4 PTS),[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,14.62,Made,,,,,4.0,,,,,,,,,,,,,,
251,PT04M27.00S,2021-11-25T03:51:49.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203458,18.610381077529567,48.28431372549019,1610612758,53,56,2021-11-25T03:51:55Z,2450000,9.0,122.0,1,left,A. Len 12' floating Jump Shot (10 PTS) (D. Fox 3 AST),"[203458, 1628368]",1610612758.0,SAC,floating,,,Len,A. Len,,,,,12.27,Made,,,,,10.0,,,,D. Fox,1628368.0,3.0,,,,,,,,
253,PT04M12.00S,2021-11-25T03:52:06.0Z,2,REGULAR,3pt,Jump Shot,[],203468,72.09264126149803,78.43137254901961,1610612757,53,56,2021-11-25T03:54:06Z,2470000,142.0,210.0,1,right,MISS C. McCollum 25' pullup 3PT,[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,25.34,Missed,,,,,,,,,,,,,,,,,,,
254,PT04M08.00S,2021-11-25T03:52:10.0Z,2,REGULAR,rebound,defensive,[],203090,,,1610612758,53,56,2021-11-25T03:52:11Z,2480000,,,0,,M. Harkless REBOUND (Off:1 Def:2),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,253.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
255,PT04M03.00S,2021-11-25T03:52:14.8Z,2,REGULAR,foul,personal,['2freethrow'],203081,,,1610612758,53,56,2021-11-25T03:52:30Z,2490000,,,0,,D. Lillard shooting personal FOUL (2 PF) (Fox 2 FT),"[203081, 1628368]",1610612757.0,POR,shooting,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,202058.0,2.0,0.0,Fox,1628368.0,,,
257,PT04M03.00S,2021-11-25T03:52:39.9Z,2,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,54,56,2021-11-25T03:52:39Z,2510000,,,0,,D. Fox Free Throw 1 of 2 (12 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Made,,,,,12.0,,,,,,,,,,,,,,
258,PT04M03.00S,2021-11-25T03:52:55.8Z,2,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,55,56,2021-11-25T03:52:55Z,2520000,,,0,,D. Fox Free Throw 2 of 2 (13 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Made,,,,,13.0,,,,,,,,,,,,,,
259,PT03M52.00S,2021-11-25T03:53:08.7Z,2,REGULAR,3pt,Jump Shot,[],203081,64.33968462549278,68.13725490196079,1610612757,55,59,2021-11-25T03:53:13Z,2530000,91.0,283.0,1,right,D. Lillard 29' 3PT pullup (17 PTS),[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,29.69,Made,,,,,17.0,,,,,,,,,,,,,,
260,PT03M44.00S,2021-11-25T03:53:16.2Z,2,REGULAR,3pt,Jump Shot,[],1627741,32.276609724047304,58.08823529411765,1610612758,55,59,2021-11-25T03:53:20Z,2540000,-40.0,251.0,1,left,MISS B. Hield 25' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,25.41,Missed,,,,,,,,,,,,,,,,,,,
261,PT03M42.00S,2021-11-25T03:53:18.2Z,2,REGULAR,rebound,defensive,[],203468,,,1610612757,55,59,2021-11-25T03:53:20Z,2550000,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,260.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
262,PT03M34.00S,2021-11-25T03:53:27.0Z,2,REGULAR,3pt,Jump Shot,[],203994,66.83639947437582,48.529411764705884,1610612757,55,59,2021-11-25T03:53:31Z,2560000,-7.0,259.0,1,right,MISS J. Nurkic 25' 3PT,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,25.93,Missed,,,,,,,,,,,,,,,,,,,
263,PT03M31.00S,2021-11-25T03:53:30.0Z,2,REGULAR,rebound,defensive,[],1627741,,,1610612758,55,59,2021-11-25T03:53:31Z,2570000,,,0,,B. Hield REBOUND (Off:0 Def:2),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,262.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
264,PT03M24.00S,2021-11-25T03:53:37.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,6.389618922470433,53.18627450980392,1610612758,57,59,2021-11-25T03:55:24Z,2580000,-16.0,8.0,1,left,D. Fox driving finger roll Layup (15 PTS),[1628368],1610612758.0,SAC,driving finger roll,,,Fox,D. Fox,,,,,1.76,Made,,,,,15.0,,,,,,,,,,,,,,
265,PT03M08.00S,2021-11-25T03:53:56.1Z,2,REGULAR,turnover,out-of-bounds,[],203081,,,1610612757,57,59,2021-11-25T03:54:04Z,2590000,,,0,,D. Lillard bad pass out-of-bounds TURNOVER (1 TO),[203081],1610612757.0,POR,bad pass,,,Lillard,D. Lillard,,,,,,,,,,,,1.0,,,,,,202058.0,,,,,,,
