actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
35,PT08M36.00S,2021-11-06T02:13:39.0Z,1,REGULAR,foul,personal,['2freethrow'],202330,,,1610612758,13,8,2021-11-06T02:14:06Z,350000,,,0,,G. Hayward shooting personal FOUL (1 PF) (Harkless 2 FT),"[202330, 203090]",1610612766.0,CHA,shooting,,,Hayward,G. Hayward,,,,,,,,,,,,,,,1179.0,1.0,0.0,Harkless,203090.0,,,,,,
37,PT08M36.00S,2021-11-06T02:14:07.3Z,1,REGULAR,freethrow,1 of 2,[],203090,,,1610612758,13,8,2021-11-06T02:14:07Z,370000,,,0,,MISS M. Harkless Free Throw 1 of 2,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,Missed,,,,,,,,,,,,,,,,,,,
38,PT08M36.00S,2021-11-06T02:14:07.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,13,8,2021-11-06T02:14:07Z,380000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,
39,PT08M36.00S,2021-11-06T02:14:20.5Z,1,REGULAR,freethrow,2 of 2,[],203090,,,1610612758,14,8,2021-11-06T02:14:20Z,390000,,,0,,M. Harkless Free Throw 2 of 2 (7 PTS),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
40,PT08M17.00S,2021-11-06T02:14:46.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,93.9060446780552,53.92156862745098,1610612766,14,10,2021-11-06T02:14:51Z,400000,20.0,5.0,1,right,T. Rozier Layup (2 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,2.02,Made,,,,,2.0,,,,,,,,,,,,,,
41,PT08M08.00S,2021-11-06T02:14:57.2Z,1,REGULAR,turnover,out-of-bounds,[],1626158,,,1610612758,14,10,2021-11-06T02:15:13Z,410000,,,0,,R. Holmes bad pass out-of-bounds TURNOVER (1 TO),[1626158],1610612758.0,SAC,bad pass,,,Holmes,R. Holmes,,,,,,,,,,,,,,,1628487.0,,,,,1.0,,,,,
42,PT08M03.00S,2021-11-06T02:15:11.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,14,10,2021-11-06T02:15:11Z,420000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT07M53.00S,2021-11-06T02:15:31.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202330,85.3646517739816,49.50980392156863,1610612766,14,10,2021-11-06T02:15:36Z,430000,-2.0,85.0,1,right,MISS G. Hayward 8' floating Shot,[202330],1610612766.0,CHA,floating,,,Hayward,G. Hayward,,,,,8.51,Missed,,,,,,,,,,,,,,,,,,,
44,PT07M50.00S,2021-11-06T02:15:34.1Z,1,REGULAR,rebound,defensive,[],1626158,,,1610612758,14,10,2021-11-06T02:15:36Z,440000,,,0,,R. Holmes REBOUND (Off:0 Def:4),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,43.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
45,PT07M45.00S,2021-11-06T02:15:39.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,7.966491458607096,49.01960784313725,1610612758,14,10,2021-11-06T02:15:49Z,450000,5.0,22.0,1,left,MISS D. Fox driving Layup,[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,2.29,Missed,,,,,,,,,,,,,,,,,,,
46,PT07M42.00S,2021-11-06T02:15:41.7Z,1,REGULAR,rebound,offensive,[],1626158,,,1610612758,14,10,2021-11-06T02:15:41Z,460000,,,0,,R. Holmes REBOUND (Off:1 Def:4),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,45.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
47,PT07M38.00S,2021-11-06T02:15:45.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628368,7.046649145860711,3.9215686274509802,1610612758,14,10,2021-11-06T02:15:56Z,470000,230.0,14.0,1,left,MISS D. Fox 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,23.08,Missed,,,,,,,,,,,,,,,,,,,
48,PT07M28.00S,2021-11-06T02:15:55.0Z,1,REGULAR,rebound,offensive,[],1626158,,,1610612758,14,10,2021-11-06T02:15:56Z,480000,,,0,,R. Holmes REBOUND (Off:2 Def:4),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,47.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
49,PT07M28.00S,2021-11-06T02:15:55.6Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1626158,5.590000152587891,50.0,1610612758,16,10,2021-11-06T02:16:50Z,490000,0.0,0.0,1,left,R. Holmes tip DUNK (4 PTS),[1626158],1610612758.0,SAC,tip,,,Holmes,R. Holmes,,,,,0.0,Made,,,,,4.0,,,,,,,,,,,,,,
50,PT07M23.00S,2021-11-06T02:16:01.1Z,1,REGULAR,3pt,Jump Shot,[],1626179,91.5407358738502,2.941176470588235,1610612766,16,10,2021-11-06T02:16:09Z,500000,-235.0,27.0,1,right,MISS T. Rozier 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,23.68,Missed,,,,,,,,,,,,,,,,,,,
51,PT07M19.00S,2021-11-06T02:16:05.1Z,1,REGULAR,rebound,defensive,[],1626158,,,1610612758,16,10,2021-11-06T02:16:09Z,510000,,,0,,R. Holmes REBOUND (Off:2 Def:5),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,50.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
52,PT07M11.00S,2021-11-06T02:16:12.7Z,1,REGULAR,turnover,bad pass,[],1630169,,,1610612758,16,10,2021-11-06T02:16:18Z,520000,,,0,,T. Haliburton bad pass TURNOVER (1 TO),"[1630169, 1628970]",1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,1.0,Bridges,1628970.0,,,
53,PT07M11.00S,2021-11-06T02:16:12.7Z,1,REGULAR,steal,,[],1628970,,,1610612766,16,10,2021-11-06T02:16:15Z,530000,,,0,,M. Bridges STEAL (1 STL),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M10.00S,2021-11-06T02:16:20.4Z,1,REGULAR,foul,personal,[],1628368,,,1610612766,16,10,2021-11-06T02:16:31Z,540000,,,0,,D. Fox personal FOUL (1 PF),"[1628368, 1628970]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,1179.0,1.0,0.0,Bridges,1628970.0,,,,,,
56,PT07M10.00S,2021-11-06T02:16:29.2Z,1,REGULAR,substitution,out,[],203486,,,1610612766,16,10,2021-11-06T02:16:41Z,560000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M10.00S,2021-11-06T02:16:29.2Z,1,REGULAR,substitution,in,[],1630208,,,1610612766,16,10,2021-11-06T02:16:41Z,570000,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M10.00S,2021-11-06T02:16:53.1Z,1,REGULAR,instantreplay,request,[],0,,,1610612766,16,10,2021-11-06T02:17:46Z,580000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,1179.0,,,,,,,,Common Foul Upheld,,
59,PT07M05.00S,2021-11-06T02:18:17.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626179,75.24638633377135,87.25490196078431,1610612766,16,10,2021-11-06T02:18:23Z,590000,186.0,180.0,1,right,MISS T. Rozier 25' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,25.92,Missed,,,,,,,,,,,,,,,,,,,
60,PT07M01.00S,2021-11-06T02:18:21.5Z,1,REGULAR,rebound,defensive,[],203090,,,1610612758,16,10,2021-11-06T02:18:23Z,600000,,,0,,M. Harkless REBOUND (Off:0 Def:1),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,59.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
61,PT06M49.00S,2021-11-06T02:18:33.5Z,1,REGULAR,3pt,Jump Shot,[],1630169,30.699737187910642,12.009803921568627,1610612758,19,10,2021-11-06T02:18:39Z,610000,190.0,236.0,1,left,T. Haliburton 30' 3PT  (5 PTS) (D. Fox 4 AST),"[1630169, 1628368]",1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,30.31,Made,,,,,5.0,D. Fox,1628368.0,4.0,,,,,,,,,,,
63,PT06M35.00S,2021-11-06T02:18:47.1Z,1,REGULAR,3pt,Jump Shot,[],1630163,66.3107752956636,13.480392156862745,1610612766,19,10,2021-11-06T02:18:52Z,630000,-183.0,264.0,1,right,MISS L. Ball 32' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,32.12,Missed,,,,,,,,,,,,,,,,,,,
64,PT06M31.00S,2021-11-06T02:18:51.1Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,19,10,2021-11-06T02:18:52Z,640000,,,0,,H. Barnes REBOUND (Off:0 Def:2),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,63.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
65,PT06M26.00S,2021-11-06T02:18:55.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203084,32.53942181340342,55.392156862745104,1610612758,19,10,2021-11-06T02:19:00Z,650000,-27.0,253.0,1,left,MISS H. Barnes 25' running 3PT,[203084],1610612758.0,SAC,running,,,Barnes,H. Barnes,,,,,25.48,Missed,,,,,,,,,,,,,,,,,,,
66,PT06M24.00S,2021-11-06T02:18:57.5Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,19,10,2021-11-06T02:19:00Z,660000,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,65.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
67,PT06M16.00S,2021-11-06T02:19:08.9Z,1,REGULAR,foul,personal,['2freethrow'],1628368,,,1610612766,19,10,2021-11-06T02:19:28Z,670000,,,0,,D. Fox shooting personal FOUL (2 PF) (Bridges 2 FT),"[1628368, 1628970]",1610612758.0,SAC,shooting,,,Fox,D. Fox,,,,,,,,,,,,,,,1628487.0,2.0,0.0,Bridges,1628970.0,,,,,,
69,PT06M16.00S,2021-11-06T02:19:32.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,19,10,2021-11-06T02:19:32Z,690000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M16.00S,2021-11-06T02:20:53.3Z,1,REGULAR,substitution,out,[],1630169,,,1610612766,19,10,2021-11-06T02:22:06Z,700000,,,0,,SUB out: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M16.00S,2021-11-06T02:20:53.3Z,1,REGULAR,substitution,out,[],1628368,,,1610612766,19,10,2021-11-06T02:22:06Z,710000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M16.00S,2021-11-06T02:20:53.3Z,1,REGULAR,substitution,out,[],203090,,,1610612766,19,10,2021-11-06T02:22:06Z,720000,,,0,,SUB out: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M16.00S,2021-11-06T02:20:53.3Z,1,REGULAR,substitution,out,[],1626158,,,1610612766,19,10,2021-11-06T02:22:06Z,730000,,,0,,SUB out: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M16.00S,2021-11-06T02:20:53.3Z,1,REGULAR,substitution,out,[],1626179,,,1610612766,19,10,2021-11-06T02:22:06Z,740000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M16.00S,2021-11-06T02:20:53.3Z,1,REGULAR,substitution,in,[],1630558,,,1610612766,19,10,2021-11-06T02:22:06Z,750000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M16.00S,2021-11-06T02:20:53.3Z,1,REGULAR,substitution,in,[],1629056,,,1610612766,19,10,2021-11-06T02:22:06Z,760000,,,0,,SUB in: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M16.00S,2021-11-06T02:20:53.3Z,1,REGULAR,substitution,in,[],1627741,,,1610612766,19,10,2021-11-06T02:22:06Z,770000,,,0,,SUB in: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M16.00S,2021-11-06T02:20:53.3Z,1,REGULAR,substitution,in,[],202684,,,1610612766,19,10,2021-11-06T02:22:06Z,780000,,,0,,SUB in: T. Thompson,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M16.00S,2021-11-06T02:20:53.3Z,1,REGULAR,substitution,in,[],1626162,,,1610612766,19,10,2021-11-06T02:22:06Z,790000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M16.00S,2021-11-06T02:22:11.7Z,1,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,19,10,2021-11-06T02:22:11Z,800000,,,0,,MISS M. Bridges Free Throw 1 of 2,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Missed,,,,,,,,,,,,,,,,,,,
81,PT06M16.00S,2021-11-06T02:22:11.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,19,10,2021-11-06T02:22:11Z,810000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,
82,PT06M16.00S,2021-11-06T02:22:11.7Z,1,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,19,10,2021-11-06T02:22:30Z,820000,,,0,,MISS M. Bridges Free Throw 2 of 2,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Missed,,,,,,,,,,,,,,,,,,,
83,PT06M13.00S,2021-11-06T02:22:14.7Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,19,10,2021-11-06T02:22:30Z,830000,,,0,,H. Barnes REBOUND (Off:0 Def:3),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,82.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
84,PT05M57.00S,2021-11-06T02:22:46.1Z,1,REGULAR,foul,personal,['2freethrow'],1626162,,,1610612758,19,10,2021-11-06T02:23:06Z,840000,,,0,,K. Oubre Jr. shooting personal FOUL (1 PF) (Barnes 2 FT),"[1626162, 203084]",1610612766.0,CHA,shooting,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,1179.0,1.0,0.0,Barnes,203084.0,,,,,,
86,PT05M57.00S,2021-11-06T02:23:09.4Z,1,REGULAR,freethrow,1 of 2,[],203084,,,1610612758,20,10,2021-11-06T02:23:09Z,860000,,,0,,H. Barnes Free Throw 1 of 2 (4 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
87,PT05M57.00S,2021-11-06T02:23:23.8Z,1,REGULAR,freethrow,2 of 2,[],203084,,,1610612758,21,10,2021-11-06T02:23:23Z,870000,,,0,,H. Barnes Free Throw 2 of 2 (5 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
88,PT05M42.00S,2021-11-06T02:23:39.4Z,1,REGULAR,3pt,Jump Shot,[],1628970,79.58278580814718,93.13725490196079,1610612766,21,13,2021-11-06T02:23:45Z,880000,216.0,139.0,1,right,M. Bridges 25' 3PT step back (3 PTS),[1628970],1610612766.0,CHA,step back,,,Bridges,M. Bridges,,,,,25.68,Made,,,,,3.0,,,,,,,,,,,,,,
89,PT05M22.00S,2021-11-06T02:23:59.7Z,1,REGULAR,3pt,Jump Shot,[],1630558,27.54599211563732,79.16666666666666,1610612758,24,13,2021-11-06T02:24:05Z,890000,-146.0,206.0,1,left,D. Mitchell 25' 3PT step back (3 PTS),[1630558],1610612758.0,SAC,step back,,,Mitchell,D. Mitchell,,,,,25.27,Made,,,,,3.0,,,,,,,,,,,,,,
90,PT05M15.00S,2021-11-06T02:24:08.7Z,1,REGULAR,foul,personal,[],1627741,,,1610612766,24,13,2021-11-06T02:24:22Z,900000,,,0,,B. Hield personal FOUL (1 PF),"[1627741, 1628970]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,1179.0,1.0,0.0,Bridges,1628970.0,,,,,,
