actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
183,PT10M19.00S,2022-02-03T03:42:32.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201988,87.20433639947439,51.225490196078425,1610612751,26,36,2022-02-03T04:16:45Z,1820000,6.0,68.0,1,right,MISS P. Mills 6' driving floating Shot,[201988],1610612751.0,BKN,driving floating,,,Mills,P. Mills,,,,,6.81,Missed,,,,,,,,,,,,,,,,,,
184,PT10M16.00S,2022-02-03T03:42:35.6Z,2,REGULAR,rebound,defensive,[],1627745,,,1610612758,26,36,2022-02-03T03:42:40Z,1830000,,,0,,D. Jones REBOUND (Off:2 Def:2),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,183.0,4.0,2.0,2.0,,,,,,,,
185,PT10M12.00S,2022-02-03T03:42:40.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203090,6.258212877792378,51.71568627450981,1610612758,28,36,2022-02-03T03:47:29Z,1840000,-9.0,6.0,1,left,M. Harkless running reverse Layup (5 PTS) (T. Haliburton 2 AST),"[203090, 1630169]",1610612758.0,SAC,running reverse,,,Harkless,M. Harkless,,,,,1.07,Made,5.0,T. Haliburton,1630169.0,2.0,,,,,,,,,,,,,,
187,PT10M03.00S,2022-02-03T03:42:47.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627761,92.59198423127464,49.26470588235294,1610612751,28,38,2022-02-03T03:48:02Z,1860000,-4.0,17.0,1,right,D. Bembry reverse Layup (2 PTS) (J. Harden 4 AST),"[1627761, 201935]",1610612751.0,BKN,reverse,,,Bembry,D. Bembry,,,,,1.75,Made,2.0,J. Harden,201935.0,4.0,,,,,,,,,,,,,,
189,PT09M57.00S,2022-02-03T03:42:53.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630169,32.802233902759525,20.098039215686274,1610612758,28,38,2022-02-03T03:48:23Z,1880000,150.0,256.0,1,left,MISS T. Haliburton 29' pullup 3PT,[1630169],1610612758.0,SAC,pullup,,,Haliburton,T. Haliburton,,,,,29.63,Missed,,,,,,,,,,,,,,,,,,
190,PT09M57.00S,2022-02-03T03:42:53.8Z,2,REGULAR,rebound,defensive,[],1627761,,,1610612751,28,38,2022-02-03T03:43:02Z,1890000,,,0,,D. Bembry REBOUND (Off:0 Def:1),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,189.0,1.0,1.0,0.0,,,,,,,,
196,PT09M49.00S,2022-02-03T03:42:57.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,90.48948751642575,54.65686274509803,1610612751,28,38,2022-02-03T03:44:16Z,1895000,23.0,37.0,1,right,MISS N. Claxton alley-oop Layup,[1629651],1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,4.36,Missed,,,,,,,,,,,,,,,,,,
197,PT09M49.00S,2022-02-03T03:42:57.9Z,2,REGULAR,rebound,offensive,[],1629651,,,1610612751,28,38,2022-02-03T03:44:16Z,1897500,,,0,,N. Claxton REBOUND (Off:3 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,196.0,4.0,1.0,3.0,,,,,,,,
191,PT09M49.00S,2022-02-03T03:43:02.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', '2ndchance']",1629651,93.11760840998686,45.83333333333333,1610612751,28,38,2022-02-03T03:49:25Z,1900000,-21.0,12.0,1,right,MISS N. Claxton tip Layup,[1629651],1610612751.0,BKN,tip,,,Claxton,N. Claxton,,,,,2.41,Missed,,,,,,,,,,,,,,,,,,
192,PT09M46.00S,2022-02-03T03:43:05.1Z,2,REGULAR,rebound,defensive,[],1630169,,,1610612758,28,38,2022-02-03T03:43:11Z,1910000,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,191.0,1.0,1.0,0.0,,,,,,,,
193,PT09M40.00S,2022-02-03T03:43:11.7Z,2,REGULAR,3pt,Jump Shot,[],1627741,3.7614980289093296,95.58823529411765,1610612758,31,38,2022-02-03T03:43:18Z,1920000,-228.0,-17.0,1,left,B. Hield 3PT  (3 PTS) (L. King 1 AST),"[1627741, 1629663]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,22.85,Made,3.0,L. King,1629663.0,1.0,,,,,,,,,,,,,,
195,PT09M38.00S,2022-02-03T03:43:21.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,31,38,2022-02-03T03:43:21Z,1940000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M38.00S,2022-02-03T03:44:33.8Z,2,REGULAR,substitution,out,[],1627745,,,1610612751,31,38,2022-02-03T03:46:12Z,1950000,,,0,,SUB out: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M38.00S,2022-02-03T03:44:33.8Z,2,REGULAR,substitution,in,[],1626158,,,1610612751,31,38,2022-02-03T03:46:12Z,1960000,,,0,,SUB in: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M26.00S,2022-02-03T03:46:21.8Z,2,REGULAR,turnover,bad pass,[],201988,,,1610612751,31,38,2022-02-03T03:46:27Z,1970000,,,0,,P. Mills bad pass TURNOVER (1 TO),"[201988, 203090]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,1.0,Harkless,203090.0,,,,,
203,PT09M26.00S,2022-02-03T03:46:21.8Z,2,REGULAR,steal,,[],203090,,,1610612758,31,38,2022-02-03T03:46:24Z,1980000,,,0,,M. Harkless STEAL (1 STL),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M21.00S,2022-02-03T03:46:28.8Z,2,REGULAR,turnover,out-of-bounds,[],1627741,,,1610612758,31,38,2022-02-03T03:53:06Z,1990000,,,0,,B. Hield bad pass out-of-bounds TURNOVER (1 TO),[1627741],1610612758.0,SAC,bad pass,,,Hield,B. Hield,,,,,,,,,,,,,,,,,1.0,,,1662.0,,,,
205,PT09M13.00S,2022-02-03T03:46:42.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629651,92.46057818659659,46.07843137254902,1610612751,31,40,2022-02-03T04:17:25Z,2000000,-20.0,18.0,1,right,N. Claxton cutting DUNK (14 PTS) (J. Harden 5 AST),"[1629651, 201935]",1610612751.0,BKN,cutting,,,Claxton,N. Claxton,,,,,2.69,Made,14.0,J. Harden,201935.0,5.0,,,,,,,,,,,,,,
207,PT09M04.00S,2022-02-03T03:46:50.7Z,2,REGULAR,3pt,Jump Shot,[],1627741,29.122864651773984,16.176470588235293,1610612758,31,40,2022-02-03T03:55:21Z,2020000,169.0,221.0,1,left,MISS B. Hield 27' pullup 3PT,[1627741],1610612758.0,SAC,pullup,,,Hield,B. Hield,,,,,27.85,Missed,,,,,,,,,,,,,,,,,,
208,PT08M58.00S,2022-02-03T03:46:56.7Z,2,REGULAR,rebound,offensive,[],1626158,,,1610612758,31,40,2022-02-03T03:47:01Z,2030000,,,0,,R. Holmes REBOUND (Off:1 Def:1),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,207.0,2.0,1.0,1.0,,,,,,,,
209,PT08M58.00S,2022-02-03T03:46:56.4Z,2,REGULAR,turnover,lost ball,[],1626158,,,1610612758,31,40,2022-02-03T03:47:04Z,2040000,,,0,,R. Holmes lost ball TURNOVER (1 TO),"[1626158, 201988]",1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,1.0,Mills,201988.0,,,,,
210,PT08M58.00S,2022-02-03T03:46:56.4Z,2,REGULAR,steal,,[],201988,,,1610612751,31,40,2022-02-03T03:46:58Z,2050000,,,0,,P. Mills STEAL (2 STL),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M56.00S,2022-02-03T03:47:03.2Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629651,91.80354796320631,45.588235294117645,1610612751,31,42,2022-02-03T03:57:00Z,2060000,-22.0,25.0,1,right,N. Claxton Hook (16 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,3.3,Made,16.0,,,,,,,,,,,,,,,,,
212,PT08M56.00S,2022-02-03T03:47:06.8Z,2,REGULAR,foul,personal,['1freethrow'],1629663,,,1610612751,31,42,2022-02-03T03:47:30Z,2070000,,,0,,L. King shooting personal FOUL (1 PF) (Claxton 1 FT),"[1629663, 1629651]",1610612758.0,SAC,shooting,,,King,L. King,,,,,,,,,,,,,,,,,,,,1628951.0,1.0,0.0,Claxton,1629651.0
214,PT08M56.00S,2022-02-03T03:47:14.2Z,2,REGULAR,substitution,out,[],1629663,,,1610612751,31,42,2022-02-03T03:47:29Z,2090000,,,0,,SUB out: L. King,[1629663],1610612758.0,SAC,,,,King,L. King,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M56.00S,2022-02-03T03:47:14.2Z,2,REGULAR,substitution,in,[],203084,,,1610612751,31,42,2022-02-03T03:47:29Z,2100000,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M56.00S,2022-02-03T03:47:36.0Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1629651,,,1610612751,31,43,2022-02-03T03:47:36Z,2110000,,,0,,N. Claxton Free Throw 1 of 1 (17 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
217,PT08M36.00S,2022-02-03T03:47:58.2Z,2,REGULAR,3pt,Jump Shot,[],203090,10.068988173455978,3.431372549019608,1610612758,34,43,2022-02-03T03:48:10Z,2120000,233.0,42.0,1,left,M. Harkless 3PT  (8 PTS) (T. Haliburton 3 AST),"[203090, 1630169]",1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,23.66,Made,8.0,T. Haliburton,1630169.0,3.0,,,,,,,,,,,,,,
219,PT08M28.00S,2022-02-03T03:48:10.5Z,2,REGULAR,foul,personal,[],203084,,,1610612751,34,43,2022-02-03T04:01:26Z,2140000,,,0,,H. Barnes personal FOUL (2 PF),"[203084, 1629651]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,1662.0,2.0,0.0,Claxton,1629651.0
221,PT08M23.00S,2022-02-03T03:48:29.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630556,93.24901445466492,46.568627450980394,1610612751,34,45,2022-02-03T03:48:35Z,2160000,-17.0,11.0,1,right,K. Edwards cutting DUNK (2 PTS) (P. Mills 1 AST),"[1630556, 201988]",1610612751.0,BKN,cutting,,,Edwards,K. Edwards,,,,,2.04,Made,2.0,P. Mills,201988.0,1.0,,,,,,,,,,,,,,
223,PT08M02.00S,2022-02-03T03:48:51.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203084,5.995400788436268,52.69607843137255,1610612758,36,45,2022-02-03T03:48:57Z,2180000,-13.0,4.0,1,left,H. Barnes driving Layup (10 PTS) (T. Haliburton 4 AST),"[203084, 1630169]",1610612758.0,SAC,driving,,,Barnes,H. Barnes,,,,,1.41,Made,10.0,T. Haliburton,1630169.0,4.0,,,,,,,,,,,,,,
225,PT07M48.00S,2022-02-03T03:49:04.3Z,2,REGULAR,2pt,Jump Shot,[],201935,91.67214191852825,21.568627450980394,1610612751,36,45,2022-02-03T04:02:21Z,2200000,-142.0,26.0,1,right,MISS J. Harden 14' step back Shot,[201935],1610612751.0,BKN,step back,,,Harden,J. Harden,,,,,14.45,Missed,,,,,,,,,,,,,,,,,,
226,PT07M45.00S,2022-02-03T03:49:07.3Z,2,REGULAR,rebound,defensive,[],1626158,,,1610612758,36,45,2022-02-03T03:49:18Z,2210000,,,0,,R. Holmes REBOUND (Off:1 Def:2),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,225.0,3.0,2.0,1.0,,,,,,,,
227,PT07M41.00S,2022-02-03T03:49:11.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627741,5.206964520367937,47.05882352941176,1610612758,38,45,2022-02-03T04:02:47Z,2220000,15.0,-4.0,1,left,B. Hield running finger roll Layup (5 PTS) (T. Haliburton 5 AST),"[1627741, 1630169]",1610612758.0,SAC,running finger roll,,,Hield,B. Hield,,,,,1.51,Made,5.0,T. Haliburton,1630169.0,5.0,,,,,,,,,,,,,,
229,PT07M17.00S,2022-02-03T03:49:35.7Z,2,REGULAR,3pt,Jump Shot,[],201988,89.56964520367937,96.07843137254902,1610612751,38,45,2022-02-03T03:49:43Z,2240000,230.0,46.0,1,right,MISS P. Mills step back 3PT,[201988],1610612751.0,BKN,step back,,,Mills,P. Mills,,,,,23.48,Missed,,,,,,,,,,,,,,,,,,
230,PT07M13.00S,2022-02-03T03:49:39.7Z,2,REGULAR,rebound,defensive,[],203084,,,1610612758,38,45,2022-02-03T03:49:43Z,2250000,,,0,,H. Barnes REBOUND (Off:0 Def:2),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,229.0,2.0,2.0,0.0,,,,,,,,
231,PT07M09.00S,2022-02-03T03:49:48.4Z,2,REGULAR,violation,kicked ball,[],1627761,,,1610612758,38,45,2022-02-03T03:49:56Z,2260000,,,0,,D. Bembry kicked ball VIOLATION,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,1628951.0,,,,
232,PT07M09.00S,2022-02-03T03:49:55.2Z,2,REGULAR,substitution,out,[],201935,,,1610612758,38,45,2022-02-03T03:50:13Z,2270000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M09.00S,2022-02-03T03:49:55.2Z,2,REGULAR,substitution,out,[],1629651,,,1610612758,38,45,2022-02-03T03:50:13Z,2280000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M09.00S,2022-02-03T03:49:55.2Z,2,REGULAR,substitution,out,[],1627761,,,1610612758,38,45,2022-02-03T03:50:13Z,2290000,,,0,,SUB out: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M09.00S,2022-02-03T03:49:55.2Z,2,REGULAR,substitution,in,[],1628971,,,1610612758,38,45,2022-02-03T03:50:13Z,2300000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M09.00S,2022-02-03T03:49:55.2Z,2,REGULAR,substitution,in,[],201933,,,1610612758,38,45,2022-02-03T03:50:13Z,2310000,,,0,,SUB in: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M09.00S,2022-02-03T03:49:55.2Z,2,REGULAR,substitution,in,[],202681,,,1610612758,38,45,2022-02-03T03:50:13Z,2320000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M09.00S,2022-02-03T03:49:55.2Z,2,REGULAR,substitution,in,[],1630558,,,1610612758,38,45,2022-02-03T03:50:22Z,2340000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M09.00S,2022-02-03T03:49:55.2Z,2,REGULAR,substitution,out,[],203090,,,1610612758,38,45,2022-02-03T03:50:53Z,2345000,,,0,,SUB out: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,
285,PT06M54.00S,2022-02-03T03:50:11.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,17.16491458607096,61.029411764705884,1610612758,38,45,2022-02-03T03:57:50Z,2347500,-55.0,109.0,1,left,MISS H. Barnes 12' driving floating Shot - blocked,"[203084, 202681]",1610612758.0,SAC,driving floating,,,Barnes,H. Barnes,,,,,12.2,Missed,,,,,Irving,202681.0,,,,,,,,,,,,
286,PT06M54.00S,2022-02-03T03:50:11.2Z,2,REGULAR,block,,[],202681,,,1610612758,38,45,2022-02-03T03:56:49Z,2348750,,,0,,K. Irving BLOCK (1 BLK),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,
287,PT06M54.00S,2022-02-03T03:50:11.2Z,2,REGULAR,rebound,defensive,[],1630556,,,1610612751,38,45,2022-02-03T03:56:49Z,2349375,,,0,,K. Edwards REBOUND (Off:0 Def:3),[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,285.0,3.0,3.0,0.0,,,,,,,,
240,PT06M54.00S,2022-02-03T03:50:27.3Z,2,REGULAR,turnover,bad pass,[],1630556,,,1610612751,38,45,2022-02-03T03:56:20Z,2350000,,,0,,K. Edwards bad pass TURNOVER (2 TO),"[1630556, 1630169]",1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,2.0,Haliburton,1630169.0,,,,,
241,PT06M54.00S,2022-02-03T03:50:27.3Z,2,REGULAR,steal,,[],1630169,,,1610612758,38,45,2022-02-03T03:56:20Z,2360000,,,0,,T. Haliburton STEAL (2 STL),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M46.00S,2022-02-03T03:50:36.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627741,8.886333771353483,94.85294117647058,1610612758,41,45,2022-02-03T03:58:35Z,2370000,-224.0,31.0,1,left,B. Hield 3PT running (8 PTS) (T. Haliburton 6 AST),"[1627741, 1630169]",1610612758.0,SAC,running,,,Hield,B. Hield,,,,,22.64,Made,8.0,T. Haliburton,1630169.0,6.0,,,,,,,,,,,,,,
245,PT06M28.00S,2022-02-03T03:50:53.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201933,89.70105124835742,38.48039215686275,1610612751,41,45,2022-02-03T04:17:50Z,2390000,-58.0,44.0,1,right,MISS B. Griffin 7' driving Hook,[201933],1610612751.0,BKN,driving,,,Griffin,B. Griffin,,,,,7.27,Missed,,,,,,,,,,,,,,,,,,
246,PT06M28.00S,2022-02-03T03:50:53.9Z,2,REGULAR,rebound,defensive,[],203084,,,1610612758,41,45,2022-02-03T03:51:01Z,2400000,,,0,,H. Barnes REBOUND (Off:0 Def:3),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,245.0,3.0,3.0,0.0,,,,,,,,
247,PT06M25.00S,2022-02-03T03:51:02.9Z,2,REGULAR,foul,personal,[],201933,,,1610612758,41,45,2022-02-03T04:12:34Z,2410000,,,0,,B. Griffin take personal FOUL (2 PF),"[201933, 203084]",1610612751.0,BKN,take,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,1628951.0,2.0,0.0,Barnes,203084.0
249,PT06M25.00S,2022-02-03T03:51:10.8Z,2,REGULAR,substitution,out,[],1630556,,,1610612758,41,45,2022-02-03T03:51:16Z,2430000,,,0,,SUB out: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M25.00S,2022-02-03T03:51:10.8Z,2,REGULAR,substitution,in,[],201949,,,1610612758,41,45,2022-02-03T03:51:16Z,2440000,,,0,,SUB in: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M19.00S,2022-02-03T03:51:27.2Z,2,REGULAR,2pt,Jump Shot,[],1630169,17.16491458607096,24.754901960784316,1610612758,43,45,2022-02-03T04:06:16Z,2450000,126.0,109.0,1,left,T. Haliburton 16' pullup Jump Shot (5 PTS),[1630169],1610612758.0,SAC,pullup,,,Haliburton,T. Haliburton,,,,,16.67,Made,5.0,,,,,,,,,,,,,,,,,
252,PT05M58.00S,2022-02-03T03:51:47.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202681,87.07293035479631,49.26470588235294,1610612751,43,47,2022-02-03T04:06:37Z,2460000,-4.0,69.0,1,right,K. Irving 6' driving Hook (12 PTS),[202681],1610612751.0,BKN,driving,,,Irving,K. Irving,,,,,6.91,Made,12.0,,,,,,,,,,,,,,,,,
253,PT05M49.00S,2022-02-03T03:51:57.6Z,2,REGULAR,3pt,Jump Shot,[],203084,6.652431011826544,96.07843137254902,1610612758,43,47,2022-02-03T03:52:05Z,2470000,-230.0,10.0,1,left,MISS H. Barnes 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,23.06,Missed,,,,,,,,,,,,,,,,,,
254,PT05M43.00S,2022-02-03T03:52:03.6Z,2,REGULAR,rebound,defensive,[],201949,,,1610612751,43,47,2022-02-03T03:52:05Z,2480000,,,0,,J. Johnson REBOUND (Off:0 Def:1),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,253.0,1.0,1.0,0.0,,,,,,,,
255,PT05M33.00S,2022-02-03T03:52:12.6Z,2,REGULAR,3pt,Jump Shot,[],201988,73.01248357424441,17.892156862745097,1610612751,43,50,2022-02-03T03:52:19Z,2490000,-161.0,201.0,1,right,P. Mills 25' 3PT  (8 PTS),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,25.74,Made,8.0,,,,,,,,,,,,,,,,,
257,PT05M22.00S,2022-02-03T03:52:24.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626158,6.1268068331143235,49.754901960784316,1610612758,45,50,2022-02-03T03:52:30Z,2510000,1.0,5.0,1,left,R. Holmes alley-oop DUNK (4 PTS) (T. Haliburton 7 AST),"[1626158, 1630169]",1610612758.0,SAC,alley-oop,,,Holmes,R. Holmes,,,,,0.52,Made,4.0,T. Haliburton,1630169.0,7.0,,,,,,,,,,,,,,
259,PT05M01.00S,2022-02-03T03:52:43.8Z,2,REGULAR,3pt,Jump Shot,[],201988,71.82982917214193,78.92156862745098,1610612751,45,53,2022-02-03T04:08:07Z,2530000,145.0,212.0,1,right,P. Mills 25' 3PT pullup (11 PTS) (B. Griffin 2 AST),"[201988, 201933]",1610612751.0,BKN,pullup,,,Mills,P. Mills,,,,,25.69,Made,11.0,B. Griffin,201933.0,2.0,,,,,,,,,,,,,,
261,PT04M44.00S,2022-02-03T03:53:01.6Z,2,REGULAR,turnover,lost ball,[],203084,,,1610612758,45,53,2022-02-03T03:53:09Z,2550000,,,0,,H. Barnes lost ball TURNOVER (2 TO),"[203084, 202681]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,2.0,Irving,202681.0,,,,,
262,PT04M44.00S,2022-02-03T03:53:01.6Z,2,REGULAR,steal,,[],202681,,,1610612751,45,53,2022-02-03T03:53:04Z,2560000,,,0,,K. Irving STEAL (1 STL),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,
263,PT04M40.00S,2022-02-03T03:53:07.1Z,2,REGULAR,turnover,out-of-bounds,[],202681,,,1610612751,45,53,2022-02-03T03:53:15Z,2570000,,,0,,K. Irving bad pass out-of-bounds TURNOVER (2 TO),[202681],1610612751.0,BKN,bad pass,,,Irving,K. Irving,,,,,,,,,,,,,,,,,2.0,,,1628951.0,,,,
264,PT04M17.00S,2022-02-03T03:53:50.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630558,15.850854139290407,65.19607843137256,1610612758,45,53,2022-02-03T03:53:57Z,2580000,-76.0,96.0,1,left,MISS D. Mitchell 12' pullup Shot,[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,12.28,Missed,,,,,,,,,,,,,,,,,,
265,PT04M16.00S,2022-02-03T03:53:51.8Z,2,REGULAR,rebound,offensive,[],1630558,,,1610612758,45,53,2022-02-03T03:53:57Z,2590000,,,0,,D. Mitchell REBOUND (Off:1 Def:3),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,264.0,4.0,3.0,1.0,,,,,,,,
266,PT04M14.00S,2022-02-03T03:53:54.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627741,5.338370565045992,95.09803921568627,1610612758,45,53,2022-02-03T03:53:59Z,2600000,-225.0,-2.0,1,left,MISS B. Hield 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,22.55,Missed,,,,,,,,,,,,,,,,,,
267,PT04M11.00S,2022-02-03T03:53:57.5Z,2,REGULAR,rebound,defensive,[],201949,,,1610612751,45,53,2022-02-03T03:53:59Z,2610000,,,0,,J. Johnson REBOUND (Off:0 Def:2),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,266.0,2.0,2.0,0.0,,,,,,,,
268,PT03M48.00S,2022-02-03T03:54:20.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201949,87.59855453350855,47.30392156862745,1610612751,45,53,2022-02-03T04:18:00Z,2620000,-13.0,64.0,1,right,MISS J. Johnson 6' turnaround Hook - blocked,"[201949, 1626158]",1610612751.0,BKN,turnaround,,,Johnson,J. Johnson,,,,,6.55,Missed,,,,,Holmes,1626158.0,,,,,,,,,,,,
269,PT03M48.00S,2022-02-03T03:54:20.0Z,2,REGULAR,block,,[],1626158,,,1610612751,45,53,2022-02-03T03:54:22Z,2630000,,,0,,R. Holmes BLOCK (1 BLK),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,
270,PT03M45.00S,2022-02-03T03:54:23.0Z,2,REGULAR,rebound,defensive,[],1630169,,,1610612758,45,53,2022-02-03T03:54:23Z,2640000,,,0,,T. Haliburton REBOUND (Off:0 Def:2),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,268.0,2.0,2.0,0.0,,,,,,,,
271,PT03M43.00S,2022-02-03T03:54:24.7Z,2,REGULAR,turnover,lost ball,[],1627741,,,1610612758,45,53,2022-02-03T03:54:30Z,2650000,,,0,,B. Hield lost ball TURNOVER (2 TO),"[1627741, 201988]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,2.0,Mills,201988.0,,,,,
