actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
18,PT10M35.00S,2022-03-08T03:42:39.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,92.32917214191852,41.911764705882355,1610612752,7,2,2022-03-08T03:45:20Z,180000,-40.0,20.0,1,right,J. Randle driving Layup (2 PTS),[203944],1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,,,,,,Made,2.0,4.49,,,,,,,,,,,,,
19,PT10M20.00S,2022-03-08T03:42:55.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,5.995400788436268,53.431372549019606,1610612758,9,2,2022-03-08T03:46:26Z,190000,-17.0,4.0,1,left,D. Sabonis Layup (6 PTS) (D. Fox 2 AST),"[1627734, 1628368]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,Made,6.0,1.76,,,,,D. Fox,1628368.0,2.0,,,,,,
21,PT10M20.00S,2022-03-08T03:43:01.3Z,1,REGULAR,foul,personal,['1freethrow'],1629011,,,1610612758,9,2,2022-03-08T03:43:21Z,210000,,,0,,M. Robinson shooting personal FOUL (2 PF) (Sabonis 1 FT),"[1629011, 1627734]",1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,201639.0,2.0,0.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,
23,PT10M20.00S,2022-03-08T03:43:11.9Z,1,REGULAR,substitution,out,[],1629011,,,1610612758,9,2,2022-03-08T03:43:50Z,230000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
24,PT10M20.00S,2022-03-08T03:43:11.9Z,1,REGULAR,substitution,in,[],1630579,,,1610612758,9,2,2022-03-08T03:43:50Z,240000,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,
25,PT10M20.00S,2022-03-08T03:43:33.3Z,1,REGULAR,freethrow,1 of 1,[],1627734,,,1610612758,10,2,2022-03-08T03:43:33Z,250000,,,0,,D. Sabonis Free Throw 1 of 1 (7 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
26,PT10M07.00S,2022-03-08T03:43:48.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,92.9862023653088,56.86274509803921,1610612752,10,2,2022-03-08T03:43:53Z,260000,34.0,13.0,1,right,MISS R. Barrett driving Layup,[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,,,,,,Missed,,3.68,,,,,,,,,,,,,
27,PT10M05.00S,2022-03-08T03:43:50.2Z,1,REGULAR,rebound,defensive,[],203200,,,1610612758,10,2,2022-03-08T03:43:53Z,270000,,,0,,J. Holiday REBOUND (Off:0 Def:1),[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,
28,PT09M56.00S,2022-03-08T03:43:59.8Z,1,REGULAR,3pt,Jump Shot,[],203084,5.601182654402102,96.32352941176471,1610612758,10,2,2022-03-08T03:44:04Z,280000,-232.0,0.0,1,left,MISS H. Barnes 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,Missed,,23.16,,,,,,,,,,,,,
29,PT09M52.00S,2022-03-08T03:44:03.8Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612752,10,2,2022-03-08T03:44:04Z,290000,,,0,,J. Sims REBOUND (Off:0 Def:1),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,28.0,1.0,1.0,0.0,,,,,,,,,
30,PT09M41.00S,2022-03-08T03:44:14.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203095,92.46057818659659,37.99019607843137,1610612752,10,2,2022-03-08T03:47:22Z,300000,-60.0,18.0,1,right,MISS E. Fournier 6' driving floating Shot,[203095],1610612752.0,NYK,driving floating,,,Fournier,E. Fournier,,,,,,,,,,Missed,,6.28,,,,,,,,,,,,,
31,PT09M38.00S,2022-03-08T03:44:17.8Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,10,2,2022-03-08T03:44:21Z,310000,,,0,,D. Sabonis REBOUND (Off:0 Def:2),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,30.0,2.0,2.0,0.0,,,,,,,,,
32,PT09M33.00S,2022-03-08T03:44:22.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627734,5.863994743758213,51.225490196078425,1610612758,12,2,2022-03-08T03:44:38Z,320000,-6.0,3.0,1,left,D. Sabonis running DUNK (9 PTS) (D. Fox 3 AST),"[1627734, 1628368]",1610612758.0,SAC,running,,,Sabonis,D. Sabonis,,,,,,,,,,Made,9.0,0.66,,,,,D. Fox,1628368.0,3.0,,,,,,
34,PT09M27.00S,2022-03-08T03:44:33.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,12,2,2022-03-08T03:44:33Z,340000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT09M11.00S,2022-03-08T03:47:38.2Z,1,REGULAR,2pt,Jump Shot,[],202692,94.03745072273325,80.63725490196079,1610612752,12,2,2022-03-08T03:47:46Z,350000,153.0,4.0,1,right,MISS A. Burks 15' fadeaway Shot,[202692],1610612752.0,NYK,fadeaway,,,Burks,A. Burks,,,,,,,,,,Missed,,15.32,,,,,,,,,,,,,
36,PT09M08.00S,2022-03-08T03:47:41.2Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,12,2,2022-03-08T03:47:46Z,360000,,,0,,D. Fox REBOUND (Off:0 Def:2),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,35.0,2.0,2.0,0.0,,,,,,,,,
37,PT09M03.00S,2022-03-08T03:47:46.9Z,1,REGULAR,turnover,lost ball,[],1628368,,,1610612758,12,2,2022-03-08T03:47:53Z,370000,,,0,,D. Fox lost ball TURNOVER (1 TO),"[1628368, 203944]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,1.0,Randle,203944.0,,,
38,PT09M03.00S,2022-03-08T03:47:46.9Z,1,REGULAR,steal,,[],203944,,,1610612752,12,2,2022-03-08T03:47:49Z,380000,,,0,,J. Randle STEAL (1 STL),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT08M57.00S,2022-03-08T03:47:52.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203944,93.77463863337714,53.92156862745098,1610612752,12,4,2022-03-08T03:48:00Z,390000,20.0,6.0,1,right,J. Randle running Layup (4 PTS),[203944],1610612752.0,NYK,running,,,Randle,J. Randle,,,,,,,,,,Made,4.0,2.05,,,,,,,,,,,,,
40,PT08M41.00S,2022-03-08T03:48:08.2Z,1,REGULAR,2pt,Jump Shot,[],1627734,19.66162943495401,26.225490196078432,1610612758,12,4,2022-03-08T03:48:15Z,400000,119.0,132.0,1,left,MISS D. Sabonis 17' Jump Shot,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,Missed,,17.79,,,,,,,,,,,,,
41,PT08M38.00S,2022-03-08T03:48:11.2Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,12,4,2022-03-08T03:48:15Z,410000,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,40.0,1.0,1.0,0.0,,,,,,,,,
42,PT08M28.00S,2022-03-08T03:48:21.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,93.24901445466492,55.392156862745104,1610612752,12,4,2022-03-08T03:48:30Z,420000,27.0,11.0,1,right,MISS J. Randle Layup,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,Missed,,2.92,,,,,,,,,,,,,
43,PT08M22.00S,2022-03-08T03:48:27.5Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,12,4,2022-03-08T03:48:27Z,430000,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,42.0,1.0,1.0,0.0,,,,,,,,,
44,PT08M20.00S,2022-03-08T03:48:35.8Z,1,REGULAR,foul,personal,[],1630579,,,1610612758,12,4,2022-03-08T03:48:47Z,440000,,,0,,J. Sims personal FOUL (1 PF),"[1630579, 1627734]",1610612752.0,NYK,,,,Sims,J. Sims,,,,,1626300.0,1.0,0.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,
46,PT08M08.00S,2022-03-08T03:49:01.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203200,8.754927726675426,53.92156862745098,1610612758,12,4,2022-03-08T03:49:14Z,460000,-20.0,30.0,1,left,MISS J. Holiday Layup - blocked,"[203200, 202692]",1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,,,,Missed,,3.57,,,,,,,,,,,Burks,202692.0,
47,PT08M08.00S,2022-03-08T03:49:01.8Z,1,REGULAR,block,,[],202692,,,1610612758,12,4,2022-03-08T03:49:05Z,470000,,,0,,A. Burks BLOCK (1 BLK),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT08M08.00S,2022-03-08T03:49:01.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612752,12,4,2022-03-08T03:49:14Z,480000,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,,
49,PT08M08.00S,2022-03-08T03:49:07.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,12,4,2022-03-08T03:49:07Z,490000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M54.00S,2022-03-08T03:49:25.2Z,1,REGULAR,3pt,Jump Shot,[],203095,93.77463863337714,3.431372549019608,1610612752,12,4,2022-03-08T03:49:29Z,500000,-233.0,6.0,1,right,MISS E. Fournier 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,Missed,,23.29,,,,,,,,,,,,,
51,PT07M51.00S,2022-03-08T03:49:28.2Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,12,4,2022-03-08T03:49:29Z,510000,,,0,,D. Fox REBOUND (Off:0 Def:3),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,50.0,3.0,3.0,0.0,,,,,,,,,
52,PT07M48.00S,2022-03-08T03:49:31.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203200,5.732588699080158,54.166666666666664,1610612758,12,4,2022-03-08T03:49:37Z,520000,-21.0,1.0,1,left,MISS J. Holiday running Layup - blocked,"[203200, 203944]",1610612758.0,SAC,running,,,Holiday,J. Holiday,,,,,,,,,,Missed,,2.08,,,,,,,,,,,Randle,203944.0,
53,PT07M48.00S,2022-03-08T03:49:31.1Z,1,REGULAR,block,,[],203944,,,1610612758,12,4,2022-03-08T03:49:33Z,530000,,,0,,J. Randle BLOCK (1 BLK),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M45.00S,2022-03-08T03:49:34.1Z,1,REGULAR,rebound,defensive,[],202692,,,1610612752,12,4,2022-03-08T03:49:37Z,540000,,,0,,A. Burks REBOUND (Off:0 Def:1),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,52.0,1.0,1.0,0.0,,,,,,,,,
55,PT07M38.00S,2022-03-08T03:49:40.8Z,1,REGULAR,2pt,Jump Shot,[],1629628,93.38042049934296,76.7156862745098,1610612752,12,4,2022-03-08T03:49:45Z,550000,134.0,10.0,1,right,MISS R. Barrett 13' pullup Shot,[1629628],1610612752.0,NYK,pullup,,,Barrett,R. Barrett,,,,,,,,,,Missed,,13.4,,,,,,,,,,,,,
56,PT07M35.00S,2022-03-08T03:49:43.8Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612758,12,4,2022-03-08T03:49:45Z,560000,,,0,,T. Lyles REBOUND (Off:0 Def:1),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,55.0,1.0,1.0,0.0,,,,,,,,,
57,PT07M28.00S,2022-03-08T03:49:51.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,5.995400788436268,44.36274509803921,1610612758,14,4,2022-03-08T03:49:56Z,570000,28.0,4.0,1,left,D. Sabonis Layup (11 PTS) (J. Holiday 1 AST),"[1627734, 203200]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,Made,11.0,2.85,,,,,J. Holiday,203200.0,1.0,,,,,,
59,PT07M12.00S,2022-03-08T03:50:06.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,89.17542706964521,43.38235294117647,1610612752,14,4,2022-03-08T03:50:12Z,590000,-33.0,49.0,1,right,MISS R. Barrett driving Layup,[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,,,,,,Missed,,5.94,,,,,,,,,,,,,
60,PT07M09.00S,2022-03-08T03:50:09.6Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612758,14,4,2022-03-08T03:50:12Z,600000,,,0,,T. Lyles REBOUND (Off:0 Def:2),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,59.0,2.0,2.0,0.0,,,,,,,,,
61,PT07M07.00S,2022-03-08T03:50:15.8Z,1,REGULAR,foul,personal,[],203944,,,1610612758,14,4,2022-03-08T03:50:25Z,610000,,,0,,J. Randle personal FOUL (1 PF),"[203944, 203084]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,200834.0,1.0,0.0,Barnes,203084.0,,,,,,,,,,,,,,,,
63,PT07M01.00S,2022-03-08T03:50:41.5Z,1,REGULAR,3pt,Jump Shot,[],203200,31.488173455978973,62.99019607843137,1610612758,14,4,2022-03-08T03:50:49Z,630000,-65.0,243.0,1,left,MISS J. Holiday 25' 3PT,[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,,,,Missed,,25.2,,,,,,,,,,,,,
64,PT06M57.00S,2022-03-08T03:50:45.5Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,14,4,2022-03-08T03:50:49Z,640000,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,63.0,1.0,1.0,0.0,,,,,,,,,
65,PT06M54.00S,2022-03-08T03:50:57.6Z,1,REGULAR,foul,personal,['2freethrow'],1628368,,,1610612752,14,4,2022-03-08T03:51:07Z,650000,,,0,,D. Fox shooting personal FOUL (1 PF) (Barrett 2 FT),"[1628368, 1629628]",1610612758.0,SAC,shooting,,,Fox,D. Fox,,,,,201639.0,1.0,0.0,Barrett,1629628.0,,,,,,,,,,,,,,,,
67,PT06M54.00S,2022-03-08T03:51:11.7Z,1,REGULAR,freethrow,1 of 2,[],1629628,,,1610612752,14,5,2022-03-08T03:51:11Z,670000,,,0,,R. Barrett Free Throw 1 of 2 (1 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
68,PT06M54.00S,2022-03-08T03:51:22.2Z,1,REGULAR,freethrow,2 of 2,[],1629628,,,1610612752,14,6,2022-03-08T03:51:22Z,680000,,,0,,R. Barrett Free Throw 2 of 2 (2 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
69,PT06M40.00S,2022-03-08T03:51:41.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,11.12023653088042,42.64705882352941,1610612758,16,6,2022-03-08T03:51:50Z,690000,37.0,52.0,1,left,H. Barnes 6' Jump Shot (2 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,Made,2.0,6.37,,,,,,,,,,,,,
70,PT06M40.00S,2022-03-08T03:51:44.8Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629628,,,1610612758,16,6,2022-03-08T03:52:03Z,700000,,,0,,R. Barrett shooting personal FOUL (1 PF) (Barnes 1 FT),"[1629628, 203084]",1610612752.0,NYK,shooting,,,Barrett,R. Barrett,,,,,201639.0,1.0,0.0,Barnes,203084.0,,,,,,,,,,,,,,,,
72,PT06M40.00S,2022-03-08T03:51:52.0Z,1,REGULAR,substitution,out,[],203200,,,1610612758,16,6,2022-03-08T03:52:01Z,720000,,,0,,SUB out: J. Holiday,[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M40.00S,2022-03-08T03:51:52.0Z,1,REGULAR,substitution,out,[],1626168,,,1610612758,16,6,2022-03-08T03:52:01Z,730000,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M40.00S,2022-03-08T03:51:52.0Z,1,REGULAR,substitution,in,[],1627745,,,1610612758,16,6,2022-03-08T03:52:01Z,740000,,,0,,SUB in: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M40.00S,2022-03-08T03:51:52.0Z,1,REGULAR,substitution,in,[],1630558,,,1610612758,16,6,2022-03-08T03:52:01Z,750000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M40.00S,2022-03-08T03:52:09.5Z,1,REGULAR,freethrow,1 of 1,[],203084,,,1610612758,17,6,2022-03-08T03:52:09Z,760000,,,0,,H. Barnes Free Throw 1 of 1 (3 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
77,PT06M25.00S,2022-03-08T03:52:26.7Z,1,REGULAR,3pt,Jump Shot,[],203944,69.33311432325887,70.83333333333334,1610612752,17,6,2022-03-08T03:52:32Z,770000,104.0,236.0,1,right,MISS J. Randle 25' pullup 3PT,[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,,,,,,Missed,,25.78,,,,,,,,,,,,,
78,PT06M22.00S,2022-03-08T03:52:29.7Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,17,6,2022-03-08T03:52:32Z,780000,,,0,,D. Sabonis REBOUND (Off:0 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,77.0,3.0,3.0,0.0,,,,,,,,,
79,PT06M13.00S,2022-03-08T03:52:38.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627745,8.360709592641262,48.529411764705884,1610612758,17,6,2022-03-08T03:52:44Z,790000,7.0,26.0,1,left,MISS D. Jones Layup,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,Missed,,2.71,,,,,,,,,,,,,
80,PT06M09.00S,2022-03-08T03:52:41.9Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,17,6,2022-03-08T03:52:41Z,800000,,,0,,R. Barrett REBOUND (Off:0 Def:2),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,79.0,2.0,2.0,0.0,,,,,,,,,
81,PT06M07.00S,2022-03-08T03:52:44.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629628,93.38042049934296,49.754901960784316,1610612752,17,8,2022-03-08T03:52:52Z,810000,-1.0,10.0,1,right,R. Barrett running DUNK (4 PTS),[1629628],1610612752.0,NYK,running,,,Barrett,R. Barrett,,,,,,,,,,Made,4.0,0.98,,,,,,,,,,,,,
82,PT05M52.00S,2022-03-08T03:53:00.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,6.783837056504599,48.03921568627451,1610612758,17,8,2022-03-08T03:53:06Z,820000,10.0,11.0,1,left,MISS D. Fox driving Layup,[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,,,,,,Missed,,1.5,,,,,,,,,,,,,
83,PT05M49.00S,2022-03-08T03:53:03.3Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612752,17,8,2022-03-08T03:53:06Z,830000,,,0,,J. Sims REBOUND (Off:0 Def:2),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,82.0,2.0,2.0,0.0,,,,,,,,,
84,PT05M41.00S,2022-03-08T03:53:11.1Z,1,REGULAR,3pt,Jump Shot,[],203944,93.51182654402102,3.431372549019608,1610612752,17,11,2022-03-08T03:53:16Z,840000,-233.0,8.0,1,right,J. Randle 3PT  (7 PTS) (R. Barrett 1 AST),"[203944, 1629628]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,Made,7.0,23.3,,,,,R. Barrett,1629628.0,1.0,,,,,,
86,PT05M26.00S,2022-03-08T03:53:28.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629628,,,1610612758,17,11,2022-03-08T03:53:44Z,860000,,,0,,R. Barrett shooting personal FOUL (2 PF) (Barnes 2 FT),"[1629628, 203084]",1610612752.0,NYK,shooting,,,Barrett,R. Barrett,,,,,1626300.0,2.0,0.0,Barnes,203084.0,,,,,,,,,,,,,,,,
88,PT05M26.00S,2022-03-08T03:53:53.7Z,1,REGULAR,freethrow,1 of 2,[],203084,,,1610612758,18,11,2022-03-08T03:53:53Z,880000,,,0,,H. Barnes Free Throw 1 of 2 (4 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
89,PT05M26.00S,2022-03-08T03:53:54.6Z,1,REGULAR,substitution,out,[],1629628,,,1610612758,18,11,2022-03-08T03:53:59Z,890000,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,
