actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
89,PT05M02.00S,2022-01-02T23:22:45.0Z,1,REGULAR,substitution,out,[],200768,,,1610612748,15,11,2022-01-02T23:22:51Z,890000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M02.00S,2022-01-02T23:22:45.0Z,1,REGULAR,substitution,in,[],1629657,,,1610612748,15,11,2022-01-02T23:22:51Z,900000,,,0,,SUB in: K. Guy,[1629657],1610612748.0,MIA,,,,Guy,K. Guy,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M44.00S,2022-01-02T23:23:13.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628997,85.75886990801577,97.54901960784314,1610612748,15,11,2022-01-02T23:23:19Z,910000,238.0,81.0,1,right,MISS C. Martin 25' 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,25.13,Missed,,,,,,,,,,,,,,,,,,,
92,PT04M39.00S,2022-01-02T23:23:18.1Z,1,REGULAR,rebound,defensive,[],203458,,,1610612758,15,11,2022-01-02T23:23:19Z,920000,,,0,,A. Len REBOUND (Off:0 Def:1),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,91.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
93,PT04M28.00S,2022-01-02T23:23:29.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,6.258212877792378,48.529411764705884,1610612758,17,11,2022-01-02T23:23:33Z,930000,7.0,6.0,1,left,B. Hield cutting Layup (5 PTS) (A. Len 1 AST),"[1627741, 203458]",1610612758.0,SAC,cutting,,,Hield,B. Hield,,,,,0.97,Made,,,,,,,,,,,,,5.0,A. Len,203458.0,1.0,,,
95,PT04M28.00S,2022-01-02T23:23:35.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,17,11,2022-01-02T23:23:35Z,950000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M28.00S,2022-01-02T23:24:09.3Z,1,REGULAR,substitution,out,[],1628963,,,1610612748,17,11,2022-01-02T23:26:20Z,960000,,,0,,SUB out: M. Bagley III,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M28.00S,2022-01-02T23:24:09.3Z,1,REGULAR,substitution,out,[],203084,,,1610612748,17,11,2022-01-02T23:26:20Z,970000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M28.00S,2022-01-02T23:24:09.3Z,1,REGULAR,substitution,out,[],1628997,,,1610612748,17,11,2022-01-02T23:26:20Z,980000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M28.00S,2022-01-02T23:24:09.3Z,1,REGULAR,substitution,in,[],1629002,,,1610612748,17,11,2022-01-02T23:26:20Z,990000,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M28.00S,2022-01-02T23:24:09.3Z,1,REGULAR,substitution,in,[],1630558,,,1610612748,17,11,2022-01-02T23:26:20Z,1000000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M28.00S,2022-01-02T23:24:09.3Z,1,REGULAR,substitution,in,[],1629312,,,1610612748,17,11,2022-01-02T23:26:20Z,1010000,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M13.00S,2022-01-02T23:26:38.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,87.72996057818659,58.82352941176471,1610612748,17,11,2022-01-02T23:26:45Z,1020000,44.0,63.0,1,right,MISS J. Butler 7' driving Layup,[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,7.67,Missed,,,,,,,,,,,,,,,,,,,
103,PT04M09.00S,2022-01-02T23:26:42.2Z,1,REGULAR,rebound,defensive,[],1629002,,,1610612758,17,11,2022-01-02T23:26:45Z,1030000,,,0,,C. Metu REBOUND (Off:0 Def:1),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,102.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
104,PT03M55.00S,2022-01-02T23:27:01.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,17,11,2022-01-02T23:27:01Z,1040000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M47.00S,2022-01-02T23:27:18.4Z,1,REGULAR,3pt,Jump Shot,[],1628368,31.882391590013142,50.49019607843137,1610612758,17,11,2022-01-02T23:27:22Z,1050000,-2.0,247.0,1,left,MISS D. Fox 24' 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,24.72,Missed,,,,,,,,,,,,,,,,,,,
106,PT03M45.00S,2022-01-02T23:27:21.1Z,1,REGULAR,rebound,defensive,[],1629312,,,1610612748,17,11,2022-01-02T23:27:21Z,1060000,,,0,,H. Highsmith REBOUND (Off:0 Def:1),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,105.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
107,PT03M37.00S,2022-01-02T23:27:30.3Z,1,REGULAR,turnover,out-of-bounds,[],1629735,,,1610612748,17,11,2022-01-02T23:27:45Z,1070000,,,0,,C. Silva lost ball out-of-bounds TURNOVER (1 TO),[1629735],1610612748.0,MIA,lost ball,,,Silva,C. Silva,,,,,,,,,,,1.0,,,202035.0,,,,,,,,,,,
108,PT03M12.00S,2022-01-02T23:27:57.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630558,30.56833114323259,33.33333333333333,1610612758,20,11,2022-01-02T23:28:02Z,1080000,83.0,235.0,1,left,D. Mitchell 24' 3PT  (3 PTS) (C. Metu 1 AST),"[1630558, 1629002]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,24.91,Made,,,,,,,,,,,,,3.0,C. Metu,1629002.0,1.0,,,
110,PT02M59.00S,2022-01-02T23:28:11.5Z,1,REGULAR,turnover,out-of-bounds,[],202710,,,1610612748,20,11,2022-01-02T23:28:27Z,1100000,,,0,,J. Butler lost ball out-of-bounds TURNOVER (1 TO),[202710],1610612748.0,MIA,lost ball,,,Butler,J. Butler,,,,,,,,,,,1.0,,,202035.0,,,,,,,,,,,
111,PT02M46.00S,2022-01-02T23:28:32.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203458,5.863994743758213,50.245098039215684,1610612758,22,11,2022-01-02T23:28:36Z,1110000,-1.0,3.0,1,left,A. Len alley-oop DUNK (2 PTS) (D. Fox 3 AST),"[203458, 1628368]",1610612758.0,SAC,alley-oop,,,Len,A. Len,,,,,0.29,Made,,,,,,,,,,,,,2.0,D. Fox,1628368.0,3.0,,,
113,PT02M35.00S,2022-01-02T23:28:46.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629657,92.59198423127464,60.29411764705882,1610612748,22,13,2022-01-02T23:28:54Z,1130000,51.0,17.0,1,right,K. Guy driving Layup (2 PTS) (C. Silva 1 AST),"[1629657, 1629735]",1610612748.0,MIA,driving,,,Guy,K. Guy,,,,,5.43,Made,,,,,,,,,,,,,2.0,C. Silva,1629735.0,1.0,,,
115,PT02M35.00S,2022-01-02T23:28:51.4Z,1,REGULAR,foul,personal,['1freethrow'],203458,,,1610612748,22,13,2022-01-02T23:29:19Z,1150000,,,0,,A. Len shooting personal FOUL (1 PF) (Guy 1 FT),"[203458, 1629657]",1610612758.0,SAC,shooting,,,Len,A. Len,,,,,,,,,,,,,,202035.0,1.0,0.0,Guy,1629657.0,,,,,,,
117,PT02M35.00S,2022-01-02T23:29:01.5Z,1,REGULAR,substitution,out,[],1628368,,,1610612748,22,13,2022-01-02T23:29:05Z,1170000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M35.00S,2022-01-02T23:29:01.5Z,1,REGULAR,substitution,in,[],1630169,,,1610612748,22,13,2022-01-02T23:29:05Z,1180000,,,0,,SUB in: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M35.00S,2022-01-02T23:29:19.7Z,1,REGULAR,freethrow,1 of 1,[],1629657,,,1610612748,22,14,2022-01-02T23:29:19Z,1190000,,,0,,K. Guy Free Throw 1 of 1 (3 PTS),[1629657],1610612748.0,MIA,,,,Guy,K. Guy,,,,,,Made,,,,,,,,,,,,,3.0,,,,,,
120,PT02M22.00S,2022-01-02T23:29:31.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203458,5.863994743758213,44.11764705882353,1610612758,24,14,2022-01-02T23:29:38Z,1200000,29.0,3.0,1,left,A. Len Layup (4 PTS) (C. Metu 2 AST),"[203458, 1629002]",1610612758.0,SAC,,,,Len,A. Len,,,,,2.95,Made,,,,,,,,,,,,,4.0,C. Metu,1629002.0,2.0,,,
122,PT02M08.00S,2022-01-02T23:29:45.6Z,1,REGULAR,2pt,Jump Shot,[],1629639,77.7431011826544,58.333333333333336,1610612748,24,14,2022-01-02T23:29:50Z,1220000,42.0,157.0,1,right,MISS T. Herro 16' pullup Shot,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,16.22,Missed,,,,,,,,,,,,,,,,,,,
123,PT02M05.00S,2022-01-02T23:29:48.6Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612758,24,14,2022-01-02T23:29:50Z,1230000,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,122.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
124,PT02M02.00S,2022-01-02T23:29:56.1Z,1,REGULAR,foul,offensive,[],203458,,,1610612758,24,14,2022-01-02T23:30:06Z,1240000,,,0,,A. Len offensive FOUL (2 PF),"[203458, 1629657]",1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,202035.0,2.0,0.0,Guy,1629657.0,,,,,,,
126,PT02M02.00S,2022-01-02T23:29:56.1Z,1,REGULAR,turnover,offensive foul,[],203458,,,1610612758,24,14,2022-01-02T23:29:56Z,1260000,,,0,,A. Len offensive foul TURNOVER (1 TO),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,1.0,,,202035.0,,,,,,,,,,,
127,PT02M02.00S,2022-01-02T23:30:07.0Z,1,REGULAR,substitution,out,[],1629639,,,1610612748,24,14,2022-01-02T23:30:14Z,1270000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M02.00S,2022-01-02T23:30:07.0Z,1,REGULAR,substitution,in,[],203917,,,1610612748,24,14,2022-01-02T23:30:14Z,1280000,,,0,,SUB in: N. Stauskas,[203917],1610612748.0,MIA,,,,Stauskas,N. Stauskas,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M02.00S,2022-01-02T23:30:23.3Z,1,REGULAR,substitution,out,[],203458,,,1610612748,24,14,2022-01-02T23:30:32Z,1290000,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M02.00S,2022-01-02T23:30:23.3Z,1,REGULAR,substitution,in,[],202684,,,1610612748,24,14,2022-01-02T23:30:32Z,1300000,,,0,,SUB in: T. Thompson,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M45.00S,2022-01-02T23:30:52.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202710,91.67214191852825,44.85294117647059,1610612748,24,16,2022-01-02T23:30:59Z,1310000,-26.0,26.0,1,right,J. Butler driving bank Jump Shot (4 PTS),[202710],1610612748.0,MIA,driving bank,,,Butler,J. Butler,,,,,3.64,Made,,,,,,,,,,,,,4.0,,,,,,
132,PT01M31.00S,2022-01-02T23:31:15.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,5.863994743758213,54.41176470588235,1610612758,26,16,2022-01-02T23:31:21Z,1320000,-22.0,3.0,1,left,D. Mitchell driving Layup (5 PTS),[1630558],1610612758.0,SAC,driving,,,Mitchell,D. Mitchell,,,,,2.23,Made,,,,,,,,,,,,,5.0,,,,,,
133,PT01M13.00S,2022-01-02T23:31:33.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629735,92.32917214191852,50.49019607843137,1610612748,26,18,2022-01-02T23:31:40Z,1330000,2.0,20.0,1,right,C. Silva cutting DUNK (2 PTS) (J. Butler 2 AST),"[1629735, 202710]",1610612748.0,MIA,cutting,,,Silva,C. Silva,,,,,1.98,Made,,,,,,,,,,,,,2.0,J. Butler,202710.0,2.0,,,
135,PT01M02.00S,2022-01-02T23:31:48.3Z,1,REGULAR,foul,offensive,[],202684,,,1610612758,26,18,2022-01-02T23:32:02Z,1350000,,,0,,T. Thompson charge offensive FOUL (1 PF),"[202684, 1629735]",1610612758.0,SAC,charge,,,Thompson,T. Thompson,,,,,,,,,,,,,,202035.0,1.0,0.0,Silva,1629735.0,,,,,,,
137,PT01M02.00S,2022-01-02T23:31:48.3Z,1,REGULAR,turnover,offensive foul,[],202684,,,1610612758,26,18,2022-01-02T23:31:48Z,1370000,,,0,,T. Thompson offensive foul TURNOVER (1 TO),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,1.0,,,202035.0,,,,,,,,,,,
138,PT01M02.00S,2022-01-02T23:32:01.1Z,1,REGULAR,substitution,out,[],202710,,,1610612748,26,18,2022-01-02T23:32:07Z,1380000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M02.00S,2022-01-02T23:32:01.1Z,1,REGULAR,substitution,in,[],200768,,,1610612748,26,18,2022-01-02T23:32:07Z,1390000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT00M48.40S,2022-01-02T23:32:20.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629735,89.30683311432325,62.254901960784316,1610612748,26,18,2022-01-02T23:32:28Z,1400000,61.0,48.0,1,right,MISS C. Silva 7' floating Shot,[1629735],1610612748.0,MIA,floating,,,Silva,C. Silva,,,,,7.79,Missed,,,,,,,,,,,,,,,,,,,
141,PT00M45.20S,2022-01-02T23:32:23.2Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612758,26,18,2022-01-02T23:32:23Z,1410000,,,0,,B. Hield REBOUND (Off:0 Def:2),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,140.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
142,PT00M38.40S,2022-01-02T23:32:34.4Z,1,REGULAR,foul,offensive,[],1627741,,,1610612758,26,18,2022-01-02T23:32:43Z,1420000,,,0,,B. Hield offensive FOUL (1 PF),"[1627741, 200768]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,1627526.0,1.0,0.0,Lowry,200768.0,,,,,,,
144,PT00M38.40S,2022-01-02T23:32:34.4Z,1,REGULAR,turnover,offensive foul,[],1627741,,,1610612758,26,18,2022-01-02T23:32:34Z,1440000,,,0,,B. Hield offensive foul TURNOVER (1 TO),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,1.0,,,1627526.0,,,,,,,,,,,
145,PT00M28.60S,2022-01-02T23:32:53.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",200768,85.10183968462549,52.69607843137255,1610612748,26,18,2022-01-02T23:32:59Z,1450000,13.0,88.0,1,right,MISS K. Lowry 8' floating Shot,[200768],1610612748.0,MIA,floating,,,Lowry,K. Lowry,,,,,8.85,Missed,,,,,,,,,,,,,,,,,,,
146,PT00M27.40S,2022-01-02T23:32:57.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,26,18,2022-01-02T23:32:57Z,1460000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,145.0,,,,,,,,,,,,,,,,,,
148,PT00M27.40S,2022-01-02T23:33:07.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,26,18,2022-01-02T23:33:07Z,1480000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M21.30S,2022-01-02T23:33:16.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629657,76.5604467805519,11.76470588235294,1610612748,26,18,2022-01-02T23:33:26Z,1490000,-191.0,168.0,1,right,MISS K. Guy 25' step back 3PT,[1629657],1610612748.0,MIA,step back,,,Guy,K. Guy,,,,,25.44,Missed,,,,,,,,,,,,,,,,,,,
150,PT00M18.30S,2022-01-02T23:33:19.0Z,1,REGULAR,rebound,defensive,[],1629002,,,1610612758,26,18,2022-01-02T23:33:19Z,1500000,,,0,,C. Metu REBOUND (Off:0 Def:2),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,149.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
151,PT00M03.30S,2022-01-02T23:33:34.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202684,11.514454664914586,47.05882352941176,1610612758,26,18,2022-01-02T23:33:39Z,1510000,15.0,56.0,1,left,MISS T. Thompson floating Shot,[202684],1610612758.0,SAC,floating,,,Thompson,T. Thompson,,,,,5.76,Missed,,,,,,,,,,,,,,,,,,,
152,PT00M03.30S,2022-01-02T23:33:34.0Z,1,REGULAR,rebound,defensive,[],200768,,,1610612748,26,18,2022-01-02T23:33:39Z,1520000,,,0,,K. Lowry REBOUND (Off:0 Def:1),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,151.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
153,PT00M00.00S,2022-01-02T23:33:45.8Z,1,REGULAR,period,end,[],0,,,1610612748,26,18,2022-01-02T23:33:45Z,1530000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-01-02T23:36:06.7Z,2,REGULAR,substitution,out,['startperiod'],202684,,,1610612748,26,18,2022-01-02T23:36:21Z,1540000,,,0,,SUB out: T. Thompson,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2022-01-02T23:36:06.7Z,2,REGULAR,substitution,out,['startperiod'],1629735,,,1610612748,26,18,2022-01-02T23:36:21Z,1550000,,,0,,SUB out: C. Silva,[1629735],1610612748.0,MIA,,,,Silva,C. Silva,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-01-02T23:36:06.7Z,2,REGULAR,substitution,in,['startperiod'],1627745,,,1610612748,26,18,2022-01-02T23:36:21Z,1560000,,,0,,SUB in: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2022-01-02T23:36:06.7Z,2,REGULAR,substitution,in,['startperiod'],1630209,,,1610612748,26,18,2022-01-02T23:36:21Z,1570000,,,0,,SUB in: O. Yurtseven,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2022-01-02T23:36:19.8Z,2,REGULAR,period,start,[],0,,,1610612758,26,18,2022-01-02T23:36:21Z,1580000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT11M44.00S,2022-01-02T23:36:38.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,26,18,2022-01-02T23:36:38Z,1590000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT11M38.00S,2022-01-02T23:36:52.8Z,2,REGULAR,3pt,Jump Shot,[],1629002,8.754927726675426,96.56862745098039,1610612758,26,18,2022-01-02T23:36:58Z,1600000,-233.0,30.0,1,left,MISS C. Metu 3PT,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,23.47,Missed,,,,,,,,,,,,,,,,,,,
161,PT11M33.00S,2022-01-02T23:36:57.8Z,2,REGULAR,rebound,defensive,[],1630209,,,1610612748,26,18,2022-01-02T23:36:58Z,1610000,,,0,,O. Yurtseven REBOUND (Off:1 Def:3),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,160.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
162,PT11M26.00S,2022-01-02T23:37:04.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630209,89.30683311432325,52.94117647058824,1610612748,26,18,2022-01-02T23:37:09Z,1620000,15.0,48.0,1,right,MISS O. Yurtseven cutting Layup,[1630209],1610612748.0,MIA,cutting,,,Yurtseven,O. Yurtseven,,,,,5.02,Missed,,,,,,,,,,,,,,,,,,,
163,PT11M24.00S,2022-01-02T23:37:05.8Z,2,REGULAR,rebound,offensive,[],1630209,,,1610612748,26,18,2022-01-02T23:37:05Z,1630000,,,0,,O. Yurtseven REBOUND (Off:2 Def:3),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,162.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
164,PT11M21.00S,2022-01-02T23:37:08.3Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630209,90.48948751642575,37.5,1610612748,26,20,2022-01-02T23:37:14Z,1640000,-62.0,37.0,1,right,O. Yurtseven 7' Hook (4 PTS),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,7.26,Made,,,,,,,,,,,,,4.0,,,,,,
165,PT11M05.00S,2022-01-02T23:37:25.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627745,5.863994743758213,49.01960784313725,1610612758,28,20,2022-01-02T23:37:33Z,1650000,5.0,3.0,1,left,D. Jones cutting DUNK (6 PTS) (T. Haliburton 2 AST),"[1627745, 1630169]",1610612758.0,SAC,cutting,,,Jones,D. Jones,,,,,0.55,Made,,,,,,,,,,,,,6.0,T. Haliburton,1630169.0,2.0,,,
167,PT10M40.00S,2022-01-02T23:37:49.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630209,79.71419185282524,50.98039215686274,1610612748,28,20,2022-01-02T23:37:54Z,1670000,5.0,138.0,1,right,MISS O. Yurtseven 13' Jump Shot,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,13.83,Missed,,,,,,,,,,,,,,,,,,,
168,PT10M37.00S,2022-01-02T23:37:52.3Z,2,REGULAR,rebound,defensive,[],1629002,,,1610612758,28,20,2022-01-02T23:37:54Z,1680000,,,0,,C. Metu REBOUND (Off:0 Def:3),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,167.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
169,PT10M31.00S,2022-01-02T23:37:58.5Z,2,REGULAR,3pt,Jump Shot,[],1627741,33.459264126149804,51.470588235294116,1610612758,31,20,2022-01-02T23:38:04Z,1690000,-7.0,262.0,1,left,B. Hield 26' 3PT  (8 PTS) (T. Haliburton 3 AST),"[1627741, 1630169]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,26.21,Made,,,,,,,,,,,,,8.0,T. Haliburton,1630169.0,3.0,,,
171,PT10M15.00S,2022-01-02T23:38:14.5Z,2,REGULAR,3pt,Jump Shot,[],203917,87.46714848883047,96.81372549019608,1610612748,31,23,2022-01-02T23:38:19Z,1710000,234.0,65.0,1,right,N. Stauskas 24' 3PT  (3 PTS) (K. Guy 1 AST),"[203917, 1629657]",1610612748.0,MIA,,,,Stauskas,N. Stauskas,,,,,24.3,Made,,,,,,,,,,,,,3.0,K. Guy,1629657.0,1.0,,,
173,PT10M02.00S,2022-01-02T23:38:31.8Z,2,REGULAR,turnover,out-of-bounds,[],1627745,,,1610612758,31,23,2022-01-02T23:38:40Z,1730000,,,0,,D. Jones lost ball out-of-bounds TURNOVER (2 TO),[1627745],1610612758.0,SAC,lost ball,,,Jones,D. Jones,,,,,,,,,,,2.0,,,202035.0,,,,,,,,,,,
174,PT09M51.00S,2022-01-02T23:38:47.1Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629657,80.76544021024968,29.901960784313726,1610612748,31,25,2022-01-02T23:38:51Z,1740000,-100.0,128.0,1,right,K. Guy 16' pullup Jump Shot (5 PTS),[1629657],1610612748.0,MIA,pullup,,,Guy,K. Guy,,,,,16.3,Made,,,,,,,,,,,,,5.0,,,,,,
175,PT09M40.00S,2022-01-02T23:38:58.1Z,2,REGULAR,2pt,Jump Shot,[],1630558,18.2161629434954,77.20588235294117,1610612758,33,25,2022-01-02T23:39:02Z,1750000,-136.0,119.0,1,left,D. Mitchell 18' pullup Jump Shot (7 PTS),[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,18.05,Made,,,,,,,,,,,,,7.0,,,,,,
176,PT09M25.00S,2022-01-02T23:39:12.2Z,2,REGULAR,3pt,Jump Shot,[],200768,74.19513797634691,84.80392156862744,1610612748,33,28,2022-01-02T23:39:17Z,1760000,174.0,190.0,1,right,K. Lowry 25' 3PT  (6 PTS) (K. Guy 2 AST),"[200768, 1629657]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,25.77,Made,,,,,,,,,,,,,6.0,K. Guy,1629657.0,2.0,,,
178,PT09M15.00S,2022-01-02T23:39:23.8Z,2,REGULAR,2pt,Jump Shot,[],1630169,18.347568988173457,32.1078431372549,1610612758,33,28,2022-01-02T23:39:27Z,1780000,89.0,120.0,1,left,MISS T. Haliburton 14' floating Shot - blocked,"[1630169, 1629657]",1610612758.0,SAC,floating,,,Haliburton,T. Haliburton,,,,,14.97,Missed,,,,,,,,,,,,,,,,,Guy,1629657.0,
179,PT09M15.00S,2022-01-02T23:39:23.8Z,2,REGULAR,block,,[],1629657,,,1610612758,33,28,2022-01-02T23:39:26Z,1790000,,,0,,K. Guy BLOCK (1 BLK),[1629657],1610612748.0,MIA,,,,Guy,K. Guy,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT09M12.00S,2022-01-02T23:39:26.8Z,2,REGULAR,rebound,defensive,[],1629657,,,1610612748,33,28,2022-01-02T23:39:27Z,1800000,,,0,,K. Guy REBOUND (Off:0 Def:1),[1629657],1610612748.0,MIA,,,,Guy,K. Guy,,,,,,,178.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
