actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
93,PT03M26.00S,2022-03-10T03:25:42.6Z,1,REGULAR,substitution,in,[],1630267,,,1610612743,23,27,2022-03-10T03:26:00Z,930000,,,0,,SUB in: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M26.00S,2022-03-10T03:25:42.6Z,1,REGULAR,substitution,in,[],1627854,,,1610612743,23,27,2022-03-10T03:26:00Z,940000,,,0,,SUB in: B. Forbes,[1627854],1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M26.00S,2022-03-10T03:25:42.6Z,1,REGULAR,substitution,in,[],203210,,,1610612743,23,27,2022-03-10T03:27:33Z,955000,,,0,,SUB in: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M26.00S,2022-03-10T03:26:03.4Z,1,REGULAR,substitution,out,[],1628368,,,1610612743,23,27,2022-03-10T03:26:06Z,960000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M26.00S,2022-03-10T03:26:03.4Z,1,REGULAR,substitution,in,[],1630558,,,1610612743,23,27,2022-03-10T03:26:06Z,970000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M26.00S,2022-03-10T03:26:07.7Z,1,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,23,28,2022-03-10T03:26:07Z,980000,,,0,,N. Jokic Free Throw 2 of 2 (15 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
99,PT03M10.00S,2022-03-10T03:26:21.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627745,6.783837056504599,52.450980392156865,1610612758,25,28,2022-03-10T03:26:31Z,990000,-12.0,11.0,1,left,D. Jones Layup (2 PTS),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,1.67,Made,2.0,,,,,,,,,,,,,,,,,,
100,PT02M44.00S,2022-03-10T03:26:47.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627854,90.09526938239159,61.274509803921575,1610612743,25,30,2022-03-10T03:27:59Z,1000000,56.0,41.0,1,right,B. Forbes 6' Layup (2 PTS) (A. Gordon 1 AST),"[1627854, 203932]",1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,6.95,Made,2.0,,,,,,,A. Gordon,203932.0,1.0,,,,,,,,,
101,PT02M28.00S,2022-03-10T03:27:04.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626168,6.258212877792378,46.32352941176471,1610612758,27,30,2022-03-10T03:31:32Z,1010000,18.0,6.0,1,left,T. Lyles driving Layup (11 PTS) (H. Barnes 2 AST),"[1626168, 203084]",1610612758.0,SAC,driving,,,Lyles,T. Lyles,,,,,1.94,Made,11.0,,,,,,,H. Barnes,203084.0,2.0,,,,,,,,,
103,PT02M05.00S,2022-03-10T03:27:27.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203932,92.9862023653088,53.18627450980392,1610612743,27,32,2022-03-10T03:28:09Z,1030000,16.0,13.0,1,right,A. Gordon Layup (4 PTS) (N. Jokic 3 AST),"[203932, 203999]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,2.08,Made,4.0,,,,,,,N. Jokic,203999.0,3.0,,,,,,,,,
106,PT01M48.00S,2022-03-10T03:27:44.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627745,7.046649145860711,56.127450980392155,1610612758,27,32,2022-03-10T03:32:23Z,1050000,-31.0,14.0,1,left,MISS D. Jones Hook,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,3.35,Missed,,,,,,,,,,,,,,,,,,,
107,PT01M48.00S,2022-03-10T03:27:44.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,27,32,2022-03-10T03:29:04Z,1060000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,106.0,,,,,,,,,,,,,,,,,
108,PT01M48.00S,2022-03-10T03:27:49.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,27,32,2022-03-10T03:27:49Z,1070000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT01M48.00S,2022-03-10T03:27:52.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,27,32,2022-03-10T03:27:52Z,1080000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT01M48.00S,2022-03-10T03:29:56.3Z,1,REGULAR,substitution,out,[],203200,,,1610612758,27,32,2022-03-10T03:30:43Z,1090000,,,0,,SUB out: J. Holiday,[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT01M48.00S,2022-03-10T03:29:56.3Z,1,REGULAR,substitution,out,[],1626168,,,1610612758,27,32,2022-03-10T03:30:43Z,1100000,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT01M48.00S,2022-03-10T03:29:56.3Z,1,REGULAR,substitution,out,[],203999,,,1610612758,27,32,2022-03-10T03:30:43Z,1110000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT01M48.00S,2022-03-10T03:29:56.3Z,1,REGULAR,substitution,out,[],203932,,,1610612758,27,32,2022-03-10T03:30:43Z,1120000,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT01M48.00S,2022-03-10T03:29:56.3Z,1,REGULAR,substitution,in,[],1628368,,,1610612758,27,32,2022-03-10T03:30:43Z,1130000,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT01M48.00S,2022-03-10T03:29:56.3Z,1,REGULAR,substitution,in,[],1629002,,,1610612758,27,32,2022-03-10T03:30:43Z,1140000,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT01M48.00S,2022-03-10T03:29:56.3Z,1,REGULAR,substitution,in,[],202326,,,1610612758,27,32,2022-03-10T03:30:43Z,1150000,,,0,,SUB in: D. Cousins,[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT01M48.00S,2022-03-10T03:29:56.3Z,1,REGULAR,substitution,in,[],1630192,,,1610612758,27,32,2022-03-10T03:30:43Z,1160000,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT01M36.00S,2022-03-10T03:31:08.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628368,5.075558475689881,25.245098039215684,1610612758,27,32,2022-03-10T03:31:14Z,1170000,124.0,-5.0,1,left,MISS D. Fox 12' pullup Shot,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,12.39,Missed,,,,,,,,,,,,,,,,,,,
121,PT01M33.00S,2022-03-10T03:31:11.9Z,1,REGULAR,rebound,defensive,[],203210,,,1610612743,27,32,2022-03-10T03:31:14Z,1180000,,,0,,J. Green REBOUND (Off:0 Def:1),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,120.0,1.0,1.0,0.0,,,,,,,,,,,,,,
122,PT01M22.00S,2022-03-10T03:31:22.9Z,1,REGULAR,3pt,Jump Shot,[],1627854,69.33311432325887,71.07843137254902,1610612743,27,32,2022-03-10T03:31:28Z,1190000,105.0,236.0,1,right,MISS B. Forbes 25' 3PT,[1627854],1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,25.83,Missed,,,,,,,,,,,,,,,,,,,
123,PT01M18.00S,2022-03-10T03:31:26.9Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,27,32,2022-03-10T03:31:28Z,1200000,,,0,,H. Barnes REBOUND (Off:0 Def:2),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,122.0,2.0,2.0,0.0,,,,,,,,,,,,,,
124,PT01M07.00S,2022-03-10T03:31:42.7Z,1,REGULAR,foul,personal,[],1627854,,,1610612758,27,32,2022-03-10T03:31:58Z,1210000,,,0,,B. Forbes personal FOUL (1 PF),"[1627854, 1630558]",1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,,,,,,,,201638.0,,,,,1.0,0.0,Mitchell,1630558.0,,,,,
126,PT00M57.50S,2022-03-10T03:32:06.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629002,6.258212877792378,49.26470588235294,1610612758,29,32,2022-03-10T03:32:14Z,1230000,4.0,6.0,1,left,C. Metu alley-oop DUNK (2 PTS) (D. Mitchell 1 AST),"[1629002, 1630558]",1610612758.0,SAC,alley-oop,,,Metu,C. Metu,,,,,0.73,Made,2.0,,,,,,,D. Mitchell,1630558.0,1.0,,,,,,,,,
128,PT00M39.90S,2022-03-10T03:32:26.4Z,1,REGULAR,turnover,lost ball,[],202326,,,1610612743,29,32,2022-03-10T03:32:31Z,1250000,,,0,,D. Cousins lost ball TURNOVER (1 TO),"[202326, 1629002]",1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,,,,,,,1.0,,,,,,,,,,Metu,1629002.0,
129,PT00M39.90S,2022-03-10T03:32:26.4Z,1,REGULAR,steal,,[],1629002,,,1610612758,29,32,2022-03-10T03:32:29Z,1260000,,,0,,C. Metu STEAL (1 STL),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT00M28.10S,2022-03-10T03:32:38.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627745,8.623521681997373,44.85294117647059,1610612758,29,32,2022-03-10T03:32:44Z,1270000,26.0,29.0,1,left,MISS D. Jones finger roll Layup,[1627745],1610612758.0,SAC,finger roll,,,Jones,D. Jones,,,,,3.85,Missed,,,,,,,,,,,,,,,,,,,
131,PT00M26.00S,2022-03-10T03:32:40.4Z,1,REGULAR,rebound,defensive,[],202326,,,1610612743,29,32,2022-03-10T03:32:40Z,1280000,,,0,,D. Cousins REBOUND (Off:0 Def:1),[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,,130.0,1.0,1.0,0.0,,,,,,,,,,,,,,
132,PT00M18.70S,2022-03-10T03:32:47.7Z,1,REGULAR,2pt,Jump Shot,[],1627854,73.9323258869908,56.61764705882353,1610612743,29,32,2022-03-10T03:32:54Z,1290000,33.0,193.0,1,right,MISS B. Forbes 19' pullup Shot,[1627854],1610612743.0,DEN,pullup,,,Forbes,B. Forbes,,,,,19.53,Missed,,,,,,,,,,,,,,,,,,,
133,PT00M15.50S,2022-03-10T03:32:50.9Z,1,REGULAR,rebound,defensive,[],1629002,,,1610612758,29,32,2022-03-10T03:32:51Z,1300000,,,0,,C. Metu REBOUND (Off:0 Def:1),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,132.0,1.0,1.0,0.0,,,,,,,,,,,,,,
134,PT00M02.10S,2022-03-10T03:33:04.3Z,1,REGULAR,turnover,lost ball,[],1628368,,,1610612758,29,32,2022-03-10T03:33:09Z,1310000,,,0,,D. Fox lost ball TURNOVER (1 TO),"[1628368, 202326]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,1.0,,,,,,,,,,Cousins,202326.0,
135,PT00M02.10S,2022-03-10T03:33:04.3Z,1,REGULAR,steal,,[],202326,,,1610612743,29,32,2022-03-10T03:33:06Z,1320000,,,0,,D. Cousins STEAL (1 STL),[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT00M00.00S,2022-03-10T03:33:27.8Z,1,REGULAR,instantreplay,request,[],0,,,1610612743,29,32,2022-03-10T03:34:12Z,1330000,,,0,,,[],,,support,,,,,,,,,,,,,,,,202058.0,,,,,,,,,,,,,End Period - No Basket
137,PT00M00.00S,2022-03-10T03:34:15.3Z,1,REGULAR,period,end,[],0,,,1610612743,29,32,2022-03-10T03:34:15Z,1340000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT12M00.00S,2022-03-10T03:35:31.8Z,2,REGULAR,substitution,out,['startperiod'],1630558,,,1610612743,29,32,2022-03-10T03:35:56Z,1350000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2022-03-10T03:35:31.8Z,2,REGULAR,substitution,out,['startperiod'],203084,,,1610612743,29,32,2022-03-10T03:35:56Z,1360000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2022-03-10T03:35:31.8Z,2,REGULAR,substitution,out,['startperiod'],1628368,,,1610612743,29,32,2022-03-10T03:35:56Z,1370000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2022-03-10T03:35:31.8Z,2,REGULAR,substitution,in,['startperiod'],1628978,,,1610612743,29,32,2022-03-10T03:35:56Z,1380000,,,0,,SUB in: D. DiVincenzo,[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2022-03-10T03:35:31.8Z,2,REGULAR,substitution,in,['startperiod'],203200,,,1610612743,29,32,2022-03-10T03:35:56Z,1390000,,,0,,SUB in: J. Holiday,[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2022-03-10T03:35:31.8Z,2,REGULAR,substitution,in,['startperiod'],1626168,,,1610612743,29,32,2022-03-10T03:35:56Z,1400000,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2022-03-10T03:36:04.4Z,2,REGULAR,period,start,[],0,,,1610612758,29,32,2022-03-10T03:36:04Z,1410000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT11M47.00S,2022-03-10T03:36:16.7Z,2,REGULAR,turnover,bad pass,[],1628978,,,1610612758,29,32,2022-03-10T03:36:21Z,1420000,,,0,,D. DiVincenzo bad pass TURNOVER (1 TO),"[1628978, 1630192]",1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,1.0,,,,,,,,,,Nnaji,1630192.0,
146,PT11M47.00S,2022-03-10T03:36:16.7Z,2,REGULAR,steal,,[],1630192,,,1610612743,29,32,2022-03-10T03:36:18Z,1430000,,,0,,Z. Nnaji STEAL (1 STL),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT11M29.00S,2022-03-10T03:36:34.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627854,78.66294349540078,7.598039215686274,1610612743,29,32,2022-03-10T03:36:42Z,1440000,-212.0,148.0,1,right,MISS B. Forbes 25' 3PT,[1627854],1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,25.86,Missed,,,,,,,,,,,,,,,,,,,
148,PT11M24.00S,2022-03-10T03:36:39.5Z,2,REGULAR,rebound,defensive,[],1629002,,,1610612758,29,32,2022-03-10T03:36:42Z,1450000,,,0,,C. Metu REBOUND (Off:0 Def:2),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,147.0,2.0,2.0,0.0,,,,,,,,,,,,,,
149,PT11M11.00S,2022-03-10T03:36:52.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628978,13.748357424441524,56.61764705882353,1610612758,29,32,2022-03-10T03:37:00Z,1460000,-33.0,77.0,1,left,MISS D. DiVincenzo 8' pullup Shot,[1628978],1610612758.0,SAC,pullup,,,DiVincenzo,D. DiVincenzo,,,,,8.35,Missed,,,,,,,,,,,,,,,,,,,
150,PT11M08.00S,2022-03-10T03:36:55.8Z,2,REGULAR,rebound,defensive,[],202326,,,1610612743,29,32,2022-03-10T03:37:00Z,1470000,,,0,,D. Cousins REBOUND (Off:0 Def:2),[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,,149.0,2.0,2.0,0.0,,,,,,,,,,,,,,
151,PT10M58.00S,2022-03-10T03:37:04.7Z,2,REGULAR,3pt,Jump Shot,[],1630267,75.64060446780552,86.76470588235294,1610612743,29,32,2022-03-10T03:37:11Z,1480000,184.0,176.0,1,right,MISS F. Campazzo 25' 3PT,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,25.48,Missed,,,,,,,,,,,,,,,,,,,
152,PT10M55.00S,2022-03-10T03:37:07.7Z,2,REGULAR,rebound,defensive,[],203200,,,1610612758,29,32,2022-03-10T03:37:11Z,1490000,,,0,,J. Holiday REBOUND (Off:0 Def:2),[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,,151.0,2.0,2.0,0.0,,,,,,,,,,,,,,
153,PT10M48.00S,2022-03-10T03:37:15.3Z,2,REGULAR,2pt,Jump Shot,[],1627745,24.392247043363994,40.44117647058824,1610612758,29,32,2022-03-10T03:37:25Z,1500000,48.0,177.0,1,left,MISS D. Jones 18' Jump Shot,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,18.31,Missed,,,,,,,,,,,,,,,,,,,
154,PT10M41.00S,2022-03-10T03:37:22.3Z,2,REGULAR,rebound,defensive,[],203210,,,1610612743,29,32,2022-03-10T03:37:25Z,1510000,,,0,,J. Green REBOUND (Off:0 Def:2),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,153.0,2.0,2.0,0.0,,,,,,,,,,,,,,
155,PT10M34.00S,2022-03-10T03:37:29.2Z,2,REGULAR,2pt,Jump Shot,[],1630192,81.02825229960578,14.705882352941178,1610612743,29,32,2022-03-10T03:38:05Z,1520000,-176.0,126.0,1,right,MISS Z. Nnaji 21' Jump Shot,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,21.67,Missed,,,,,,,,,,,,,,,,,,,
156,PT10M31.00S,2022-03-10T03:37:32.2Z,2,REGULAR,rebound,defensive,[],1627745,,,1610612758,29,32,2022-03-10T03:37:40Z,1530000,,,0,,D. Jones REBOUND (Off:0 Def:1),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,155.0,1.0,1.0,0.0,,,,,,,,,,,,,,
157,PT10M19.00S,2022-03-10T03:37:44.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629002,7.046649145860711,46.81372549019608,1610612758,29,32,2022-03-10T03:37:54Z,1540000,16.0,14.0,1,left,MISS C. Metu reverse Layup,[1629002],1610612758.0,SAC,reverse,,,Metu,C. Metu,,,,,2.1,Missed,,,,,,,,,,,,,,,,,,,
158,PT10M16.00S,2022-03-10T03:37:47.7Z,2,REGULAR,rebound,defensive,[],202326,,,1610612743,29,32,2022-03-10T03:37:54Z,1550000,,,0,,D. Cousins REBOUND (Off:0 Def:3),[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,,157.0,3.0,3.0,0.0,,,,,,,,,,,,,,
159,PT10M13.00S,2022-03-10T03:37:57.2Z,2,REGULAR,foul,offensive,[],202326,,,1610612743,29,32,2022-03-10T03:38:08Z,1560000,,,0,,D. Cousins charge offensive FOUL (1 PF),"[202326, 1627745]",1610612743.0,DEN,charge,,,Cousins,D. Cousins,,,,,,,,,,,,1628172.0,,,,,1.0,0.0,Jones,1627745.0,,,,,
161,PT10M13.00S,2022-03-10T03:37:57.2Z,2,REGULAR,turnover,offensive foul,[],202326,,,1610612743,29,32,2022-03-10T03:37:57Z,1580000,,,0,,D. Cousins offensive foul TURNOVER (2 TO),[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,,,,,,1628172.0,2.0,,,,,,,,,,,,
162,PT10M10.00S,2022-03-10T03:38:18.6Z,2,REGULAR,turnover,bad pass,[],1626168,,,1610612758,29,32,2022-03-10T03:38:26Z,1590000,,,0,,T. Lyles bad pass TURNOVER (1 TO),"[1626168, 1630267]",1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,1.0,,,,,,,,,,Campazzo,1630267.0,
163,PT10M10.00S,2022-03-10T03:38:18.6Z,2,REGULAR,steal,,[],1630267,,,1610612743,29,32,2022-03-10T03:38:23Z,1600000,,,0,,F. Campazzo STEAL (1 STL),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT10M04.00S,2022-03-10T03:38:24.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630267,92.9862023653088,50.98039215686274,1610612743,29,34,2022-03-10T03:38:29Z,1610000,5.0,13.0,1,right,F. Campazzo Layup (2 PTS),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,1.43,Made,2.0,,,,,,,,,,,,,,,,,,
165,PT09M51.00S,2022-03-10T03:38:39.5Z,2,REGULAR,foul,personal,['2freethrow'],203210,,,1610612758,29,34,2022-03-10T03:38:52Z,1620000,,,0,,J. Green shooting personal FOUL (1 PF) (Jones 2 FT),"[203210, 1627745]",1610612743.0,DEN,shooting,,,Green,J. Green,,,,,,,,,,,,201638.0,,,,,1.0,0.0,Jones,1627745.0,,,,,
167,PT09M51.00S,2022-03-10T03:39:02.0Z,2,REGULAR,freethrow,1 of 2,[],1627745,,,1610612758,29,34,2022-03-10T03:39:02Z,1640000,,,0,,MISS D. Jones Free Throw 1 of 2,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,Missed,,,,,,,,,,,,,,,,,,,
168,PT09M51.00S,2022-03-10T03:39:02.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,29,34,2022-03-10T03:39:02Z,1650000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,167.0,,,,,,,,,,,,,,,,,
169,PT09M51.00S,2022-03-10T03:39:18.9Z,2,REGULAR,freethrow,2 of 2,[],1627745,,,1610612758,30,34,2022-03-10T03:39:18Z,1660000,,,0,,D. Jones Free Throw 2 of 2 (3 PTS),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
170,PT09M35.00S,2022-03-10T03:39:43.8Z,2,REGULAR,foul,offensive,[],202326,,,1610612743,30,34,2022-03-10T03:42:39Z,1670000,,,0,,D. Cousins offensive FOUL (2 PF),"[202326, 203200]",1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,,,,,,202058.0,,,,,2.0,0.0,Holiday,203200.0,,,,,
172,PT09M35.00S,2022-03-10T03:39:43.8Z,2,REGULAR,turnover,offensive foul,[],202326,,,1610612743,30,34,2022-03-10T03:39:43Z,1690000,,,0,,D. Cousins offensive foul TURNOVER (3 TO),[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,,,,,,202058.0,3.0,,,,,,,,,,,,
173,PT09M27.00S,2022-03-10T03:40:03.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203200,6.389618922470433,47.05882352941176,1610612758,32,34,2022-03-10T03:43:33Z,1700000,15.0,8.0,1,left,J. Holiday cutting Layup (4 PTS) (D. Jones 1 AST),"[203200, 1627745]",1610612758.0,SAC,cutting,,,Holiday,J. Holiday,,,,,1.65,Made,4.0,,,,,,,D. Jones,1627745.0,1.0,,,,,,,,,
175,PT09M27.00S,2022-03-10T03:40:09.8Z,2,REGULAR,foul,personal,['1freethrow'],1627854,,,1610612758,32,34,2022-03-10T03:40:18Z,1720000,,,0,,B. Forbes shooting personal FOUL (2 PF) (Holiday 1 FT),"[1627854, 203200]",1610612743.0,DEN,shooting,,,Forbes,B. Forbes,,,,,,,,,,,,202058.0,,,,,2.0,0.0,Holiday,203200.0,,,,,
177,PT09M27.00S,2022-03-10T03:40:21.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,32,34,2022-03-10T03:42:39Z,1740000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT09M27.00S,2022-03-10T03:43:30.6Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],203200,,,1610612758,33,34,2022-03-10T03:43:30Z,1750000,,,0,,J. Holiday Free Throw 1 of 1 (5 PTS),[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
179,PT09M12.00S,2022-03-10T03:43:48.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202326,89.43823915900131,40.19607843137255,1610612743,33,36,2022-03-10T03:43:54Z,1760000,-49.0,47.0,1,right,D. Cousins 6' Hook (2 PTS) (F. Campazzo 1 AST),"[202326, 1630267]",1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,6.78,Made,2.0,,,,,,,F. Campazzo,1630267.0,1.0,,,,,,,,,
181,PT08M55.00S,2022-03-10T03:44:05.8Z,2,REGULAR,2pt,Jump Shot,[],203200,14.931011826544022,77.20588235294117,1610612758,33,36,2022-03-10T03:44:19Z,1780000,-136.0,88.0,1,left,MISS J. Holiday 16' pullup Shot,[203200],1610612758.0,SAC,pullup,,,Holiday,J. Holiday,,,,,16.19,Missed,,,,,,,,,,,,,,,,,,,
182,PT08M50.00S,2022-03-10T03:44:10.2Z,2,REGULAR,rebound,defensive,[],203210,,,1610612743,33,36,2022-03-10T03:44:10Z,1790000,,,0,,J. Green REBOUND (Off:0 Def:3),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,181.0,3.0,3.0,0.0,,,,,,,,,,,,,,
183,PT08M38.00S,2022-03-10T03:44:22.7Z,2,REGULAR,turnover,bad pass,[],203210,,,1610612743,33,36,2022-03-10T03:44:34Z,1800000,,,0,,J. Green bad pass TURNOVER (1 TO),"[203210, 1627745]",1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,1.0,,,,,,,,,,Jones,1627745.0,
184,PT08M38.00S,2022-03-10T03:44:22.7Z,2,REGULAR,steal,,[],1627745,,,1610612758,33,36,2022-03-10T03:54:55Z,1810000,,,0,,D. Jones STEAL (1 STL),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
