actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
19,PT10M45.00S,2022-02-10T03:11:55.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,2,5,2022-02-10T03:11:55Z,190000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,
20,PT10M45.00S,2022-02-10T03:11:57.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,2,5,2022-02-10T03:11:57Z,200000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,PT10M42.00S,2022-02-10T03:12:06.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203200,22.158344283837057,87.74509803921569,1610612758,2,5,2022-02-10T03:12:10Z,210000,-189.0,156.0,1,left,MISS J. Holiday 24' 3PT,[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,24.47,Missed,,,,,,,,,,,,,,,,,,,
22,PT10M39.00S,2022-02-10T03:12:09.5Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,2,5,2022-02-10T03:12:10Z,220000,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,21.0,1.0,1.0,0.0,,,
23,PT10M32.00S,2022-02-10T03:12:19.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,92.9862023653088,53.431372549019606,1610612750,2,7,2022-02-10T03:12:25Z,230000,17.0,13.0,1,right,K. Towns driving Layup (2 PTS) (D. Russell 1 AST),"[1626157, 1626156]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,2.18,Made,2.0,D. Russell,1626156.0,1.0,,,,,,,,,,,,,,,
25,PT10M32.00S,2022-02-10T03:12:23.1Z,1,REGULAR,foul,personal,['1freethrow'],1628368,,,1610612750,2,7,2022-02-10T03:12:33Z,250000,,,0,,D. Fox shooting personal FOUL (1 PF) (Towns 1 FT),"[1628368, 1626157]",1610612758.0,SAC,shooting,,,Fox,D. Fox,,,,,,,,,,,,,,202037.0,1.0,0.0,Towns,1626157.0,,,,,,,
27,PT10M32.00S,2022-02-10T03:12:50.8Z,1,REGULAR,freethrow,1 of 1,[],1626157,,,1610612750,2,8,2022-02-10T03:12:50Z,270000,,,0,,K. Towns Free Throw 1 of 1 (3 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
28,PT10M21.00S,2022-02-10T03:13:04.2Z,1,REGULAR,turnover,out-of-bounds,[],1627734,,,1610612758,2,8,2022-02-10T03:13:15Z,280000,,,0,,D. Sabonis bad pass out-of-bounds TURNOVER (2 TO),[1627734],1610612758.0,SAC,bad pass,,,Sabonis,D. Sabonis,,,,,,,,,,,2.0,,,202037.0,,,,,,,,,,,
29,PT10M16.00S,2022-02-10T03:13:12.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630183,93.51182654402102,47.05882352941176,1610612750,2,10,2022-02-10T03:13:24Z,290000,-15.0,8.0,1,right,J. McDaniels alley-oop DUNK (2 PTS) (D. Russell 2 AST),"[1630183, 1626156]",1610612750.0,MIN,alley-oop,,,McDaniels,J. McDaniels,,,,,1.7,Made,2.0,D. Russell,1626156.0,2.0,,,,,,,,,,,,,,,
31,PT10M06.00S,2022-02-10T03:13:22.3Z,1,REGULAR,3pt,Jump Shot,[],1628368,31.750985545335087,48.77450980392157,1610612758,2,10,2022-02-10T03:13:28Z,310000,6.0,246.0,1,left,MISS D. Fox 24' 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,24.61,Missed,,,,,,,,,,,,,,,,,,,
32,PT10M06.00S,2022-02-10T03:13:22.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,2,10,2022-02-10T03:13:28Z,320000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,
33,PT10M05.00S,2022-02-10T03:13:28.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,2,10,2022-02-10T03:13:28Z,330000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT09M50.00S,2022-02-10T03:13:55.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629002,6.521024967148489,55.63725490196079,1610612758,2,10,2022-02-10T03:14:06Z,340000,-28.0,9.0,1,left,MISS C. Metu Layup - blocked,"[1629002, 1630162]",1610612758.0,SAC,,,,Metu,C. Metu,,,,,2.95,Missed,,,,,,,,,,,,,,,,,Edwards,1630162.0,
35,PT09M50.00S,2022-02-10T03:13:55.1Z,1,REGULAR,block,,[],1630162,,,1610612758,2,10,2022-02-10T03:14:51Z,350000,,,0,,A. Edwards BLOCK (1 BLK),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT09M46.00S,2022-02-10T03:13:59.1Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612758,2,10,2022-02-10T03:14:06Z,360000,,,0,,D. Sabonis REBOUND (Off:1 Def:0),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,34.0,1.0,0.0,1.0,,,
37,PT09M40.00S,2022-02-10T03:14:05.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629002,5.995400788436268,47.794117647058826,1610612758,4,10,2022-02-10T03:14:10Z,370000,11.0,4.0,1,left,C. Metu cutting DUNK (2 PTS) (J. Holiday 1 AST),"[1629002, 203200]",1610612758.0,SAC,cutting,,,Metu,C. Metu,,,,,1.17,Made,2.0,J. Holiday,203200.0,1.0,,,,,,,,,,,,,,,
39,PT09M34.00S,2022-02-10T03:14:11.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,93.38042049934296,47.30392156862745,1610612750,4,12,2022-02-10T03:16:24Z,390000,-13.0,10.0,1,right,A. Edwards driving Layup (2 PTS) (D. Russell 3 AST),"[1630162, 1626156]",1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,1.66,Made,2.0,D. Russell,1626156.0,3.0,,,,,,,,,,,,,,,
41,PT09M25.00S,2022-02-10T03:14:19.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629002,5.995400788436268,49.50980392156863,1610612758,6,12,2022-02-10T03:14:23Z,410000,2.0,4.0,1,left,C. Metu alley-oop DUNK (4 PTS) (D. Sabonis 1 AST),"[1629002, 1627734]",1610612758.0,SAC,alley-oop,,,Metu,C. Metu,,,,,0.46,Made,4.0,D. Sabonis,1627734.0,1.0,,,,,,,,,,,,,,,
43,PT09M14.00S,2022-02-10T03:14:34.5Z,1,REGULAR,foul,personal,[],1629002,,,1610612750,6,12,2022-02-10T03:14:39Z,430000,,,0,,C. Metu personal FOUL (1 PF),"[1629002, 1630183]",1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,1628487.0,1.0,0.0,McDaniels,1630183.0,,,,,,,
45,PT09M08.00S,2022-02-10T03:15:14.3Z,1,REGULAR,foul,technical,['1freethrow'],1629002,,,1610612750,6,12,2022-02-10T03:15:22Z,450000,,,0,,C. Metu defensive-3-second technical FOUL (1 Tech),[1629002],1610612758.0,SAC,defensive-3-second,,,Metu,C. Metu,,,,,,,,,,,,,,1628487.0,1.0,1.0,,,,,,,,,
46,PT09M08.00S,2022-02-10T03:15:23.4Z,1,REGULAR,freethrow,1 of 1,[],1626156,,,1610612750,6,13,2022-02-10T03:15:23Z,460000,,,0,,D. Russell technical Free Throw 1 of 1 (6 PTS),[1626156],1610612750.0,MIN,technical,,,Russell,D. Russell,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
47,PT08M56.00S,2022-02-10T03:15:43.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,93.51182654402102,53.18627450980392,1610612750,6,13,2022-02-10T03:15:47Z,470000,16.0,8.0,1,right,MISS A. Edwards driving Layup,[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,1.8,Missed,,,,,,,,,,,,,,,,,,,
48,PT08M53.00S,2022-02-10T03:15:46.4Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,6,13,2022-02-10T03:15:47Z,480000,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,47.0,1.0,1.0,0.0,,,
49,PT08M47.00S,2022-02-10T03:15:54.6Z,1,REGULAR,turnover,out-of-bounds,[],203084,,,1610612758,6,13,2022-02-10T03:16:01Z,490000,,,0,,H. Barnes bad pass out-of-bounds TURNOVER (1 TO),[203084],1610612758.0,SAC,bad pass,,,Barnes,H. Barnes,,,,,,,,,,,1.0,,,202037.0,,,,,,,,,,,
50,PT08M30.00S,2022-02-10T03:16:17.3Z,1,REGULAR,turnover,out-of-bounds,[],1626157,,,1610612750,6,13,2022-02-10T03:16:22Z,500000,,,0,,K. Towns bad pass out-of-bounds TURNOVER (2 TO),[1626157],1610612750.0,MIN,bad pass,,,Towns,K. Towns,,,,,,,,,,,2.0,,,202037.0,,,,,,,,,,,
51,PT08M25.00S,2022-02-10T03:16:35.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,6,13,2022-02-10T03:16:35Z,510000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT08M23.00S,2022-02-10T03:16:42.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629002,6.1268068331143235,50.0,1610612758,8,13,2022-02-10T03:16:47Z,520000,0.0,5.0,1,left,C. Metu cutting DUNK (6 PTS) (D. Fox 2 AST),"[1629002, 1628368]",1610612758.0,SAC,cutting,,,Metu,C. Metu,,,,,0.51,Made,6.0,D. Fox,1628368.0,2.0,,,,,,,,,,,,,,,
54,PT08M04.00S,2022-02-10T03:17:04.5Z,1,REGULAR,foul,personal,['2freethrow'],1628368,,,1610612750,8,13,2022-02-10T03:17:25Z,540000,,,0,,D. Fox shooting personal FOUL (2 PF) (Russell 2 FT),"[1628368, 1626156]",1610612758.0,SAC,shooting,,,Fox,D. Fox,,,,,,,,,,,,,,204059.0,2.0,0.0,Russell,1626156.0,,,,,,,
56,PT08M04.00S,2022-02-10T03:17:29.7Z,1,REGULAR,freethrow,1 of 2,[],1626156,,,1610612750,8,14,2022-02-10T03:17:29Z,560000,,,0,,D. Russell Free Throw 1 of 2 (7 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
57,PT08M04.00S,2022-02-10T03:17:34.6Z,1,REGULAR,substitution,out,[],1628368,,,1610612750,8,14,2022-02-10T03:17:38Z,570000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT08M04.00S,2022-02-10T03:17:34.6Z,1,REGULAR,substitution,in,[],1630558,,,1610612750,8,14,2022-02-10T03:17:38Z,580000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT08M04.00S,2022-02-10T03:17:50.4Z,1,REGULAR,freethrow,2 of 2,[],1626156,,,1610612750,8,15,2022-02-10T03:17:50Z,590000,,,0,,D. Russell Free Throw 2 of 2 (8 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
60,PT07M38.00S,2022-02-10T03:18:17.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630558,16.507884362680684,47.794117647058826,1610612758,10,15,2022-02-10T03:19:01Z,600000,11.0,103.0,1,left,D. Mitchell 10' driving floating Jump Shot (2 PTS),[1630558],1610612758.0,SAC,driving floating,,,Mitchell,D. Mitchell,,,,,10.33,Made,2.0,,,,,,,,,,,,,,,,,,
61,PT07M27.00S,2022-02-10T03:18:33.5Z,1,REGULAR,foul,personal,['2freethrow'],1627734,,,1610612750,10,15,2022-02-10T03:18:45Z,610000,,,0,,D. Sabonis shooting personal FOUL (1 PF) (Edwards 2 FT),"[1627734, 1630162]",1610612758.0,SAC,shooting,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,1628487.0,1.0,0.0,Edwards,1630162.0,,,,,,,
63,PT07M27.00S,2022-02-10T03:18:53.1Z,1,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,10,16,2022-02-10T03:18:53Z,630000,,,0,,A. Edwards Free Throw 1 of 2 (3 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
64,PT07M27.00S,2022-02-10T03:19:04.8Z,1,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,10,17,2022-02-10T03:19:04Z,640000,,,0,,A. Edwards Free Throw 2 of 2 (4 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
65,PT07M15.00S,2022-02-10T03:19:25.1Z,1,REGULAR,foul,personal,[],1630183,,,1610612758,10,17,2022-02-10T03:19:34Z,650000,,,0,,J. McDaniels personal FOUL (1 PF),"[1630183, 1630558]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,202037.0,1.0,0.0,Mitchell,1630558.0,,,,,,,
67,PT07M07.00S,2022-02-10T03:19:47.8Z,1,REGULAR,turnover,bad pass,[],1629002,,,1610612758,10,17,2022-02-10T03:20:16Z,670000,,,0,,C. Metu bad pass TURNOVER (1 TO),"[1629002, 1626156]",1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,1.0,Russell,1626156.0,,,,,,,,,,,,
68,PT07M07.00S,2022-02-10T03:19:47.8Z,1,REGULAR,steal,,[],1626156,,,1610612750,10,17,2022-02-10T03:19:49Z,680000,,,0,,D. Russell STEAL (1 STL),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M54.00S,2022-02-10T03:20:01.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630162,80.6340341655716,92.40196078431373,1610612750,10,17,2022-02-10T03:20:21Z,690000,212.0,130.0,1,right,MISS A. Edwards 24' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,24.84,Missed,,,,,,,,,,,,,,,,,,,
70,PT06M54.00S,2022-02-10T03:20:10.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,10,17,2022-02-10T03:20:10Z,700000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,69.0,,,,,,
71,PT06M54.00S,2022-02-10T03:20:11.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203200,,,1610612750,10,17,2022-02-10T03:22:59Z,710000,,,0,,J. Holiday loose ball personal FOUL (1 PF) (Vanderbilt 2 FT),"[203200, 1629020]",1610612758.0,SAC,loose ball,,,Holiday,J. Holiday,,,,,,,,,,,,,,202037.0,1.0,0.0,Vanderbilt,1629020.0,,,,,,,
73,PT06M54.00S,2022-02-10T03:20:24.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,10,17,2022-02-10T03:20:24Z,730000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M54.00S,2022-02-10T03:23:04.7Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1629020,,,1610612750,10,18,2022-02-10T03:23:04Z,740000,,,0,,J. Vanderbilt Free Throw 1 of 2 (1 PTS),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
75,PT06M54.00S,2022-02-10T03:23:18.6Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1629020,,,1610612750,10,19,2022-02-10T03:23:18Z,750000,,,0,,J. Vanderbilt Free Throw 2 of 2 (2 PTS),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
76,PT06M38.00S,2022-02-10T03:23:35.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,5.863994743758213,56.61764705882353,1610612758,10,19,2022-02-10T03:23:39Z,760000,-33.0,3.0,1,left,MISS D. Sabonis Layup,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,3.32,Missed,,,,,,,,,,,,,,,,,,,
77,PT06M35.00S,2022-02-10T03:23:38.6Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612750,10,19,2022-02-10T03:23:39Z,770000,,,0,,J. Vanderbilt REBOUND (Off:0 Def:1),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,76.0,1.0,1.0,0.0,,,
78,PT06M27.00S,2022-02-10T03:23:46.9Z,1,REGULAR,3pt,Jump Shot,[],1630183,74.72076215505913,85.5392156862745,1610612750,10,19,2022-02-10T03:23:50Z,780000,178.0,185.0,1,right,MISS J. McDaniels 25' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,25.66,Missed,,,,,,,,,,,,,,,,,,,
79,PT06M24.00S,2022-02-10T03:23:49.9Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,10,19,2022-02-10T03:23:50Z,790000,,,0,,D. Sabonis REBOUND (Off:1 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,78.0,2.0,1.0,1.0,,,
80,PT06M18.00S,2022-02-10T03:23:57.3Z,1,REGULAR,foul,personal,['2freethrow'],1626157,,,1610612758,10,19,2022-02-10T03:24:07Z,800000,,,0,,K. Towns shooting personal FOUL (2 PF) (Barnes 2 FT),"[1626157, 203084]",1610612750.0,MIN,shooting,,,Towns,K. Towns,,,,,,,,,,,,,,204059.0,2.0,0.0,Barnes,203084.0,,,,,,,
82,PT06M18.00S,2022-02-10T03:24:23.9Z,1,REGULAR,freethrow,1 of 2,[],203084,,,1610612758,11,19,2022-02-10T03:24:23Z,820000,,,0,,H. Barnes Free Throw 1 of 2 (1 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
83,PT06M18.00S,2022-02-10T03:24:36.6Z,1,REGULAR,freethrow,2 of 2,[],203084,,,1610612758,12,19,2022-02-10T03:24:36Z,830000,,,0,,H. Barnes Free Throw 2 of 2 (2 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
84,PT06M07.00S,2022-02-10T03:24:49.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630162,93.11760840998686,50.49019607843137,1610612750,12,21,2022-02-10T03:24:57Z,840000,2.0,12.0,1,right,A. Edwards cutting DUNK (6 PTS) (K. Towns 2 AST),"[1630162, 1626157]",1610612750.0,MIN,cutting,,,Edwards,A. Edwards,,,,,1.25,Made,6.0,K. Towns,1626157.0,2.0,,,,,,,,,,,,,,,
86,PT05M52.00S,2022-02-10T03:25:04.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203084,6.1268068331143235,52.450980392156865,1610612758,14,21,2022-02-10T03:25:09Z,860000,-12.0,5.0,1,left,H. Barnes Layup (4 PTS) (D. Sabonis 2 AST),"[203084, 1627734]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,1.33,Made,4.0,D. Sabonis,1627734.0,2.0,,,,,,,,,,,,,,,
88,PT05M41.00S,2022-02-10T03:25:15.4Z,1,REGULAR,3pt,Jump Shot,[],1626156,78.53153745072274,8.088235294117647,1610612750,14,24,2022-02-10T03:25:20Z,880000,-210.0,149.0,1,right,D. Russell 25' 3PT  (11 PTS) (A. Edwards 1 AST),"[1626156, 1630162]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,25.73,Made,11.0,A. Edwards,1630162.0,1.0,,,,,,,,,,,,,,,
90,PT05M30.00S,2022-02-10T03:25:25.5Z,1,REGULAR,3pt,Jump Shot,[],203200,28.597240473061763,75.24509803921569,1610612758,14,24,2022-02-10T03:25:30Z,900000,-126.0,216.0,1,left,MISS J. Holiday 25' 3PT,[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,25.04,Missed,,,,,,,,,,,,,,,,,,,
91,PT05M27.00S,2022-02-10T03:25:28.5Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612750,14,24,2022-02-10T03:25:30Z,910000,,,0,,J. Vanderbilt REBOUND (Off:0 Def:2),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,90.0,2.0,2.0,0.0,,,
92,PT05M20.00S,2022-02-10T03:25:36.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,90.75229960578186,58.333333333333336,1610612750,14,24,2022-02-10T03:25:40Z,920000,42.0,34.0,1,right,MISS A. Edwards floating Shot,[1630162],1610612750.0,MIN,floating,,,Edwards,A. Edwards,,,,,5.41,Missed,,,,,,,,,,,,,,,,,,,
93,PT05M17.00S,2022-02-10T03:25:39.7Z,1,REGULAR,rebound,defensive,[],1629002,,,1610612758,14,24,2022-02-10T03:25:40Z,930000,,,0,,C. Metu REBOUND (Off:0 Def:1),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,92.0,1.0,1.0,0.0,,,
94,PT05M11.00S,2022-02-10T03:25:44.8Z,1,REGULAR,3pt,Jump Shot,[],203200,3.892904073587385,95.83333333333334,1610612758,14,24,2022-02-10T03:25:48Z,940000,-229.0,-16.0,1,left,MISS J. Holiday 3PT,[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,22.98,Missed,,,,,,,,,,,,,,,,,,,
95,PT05M09.00S,2022-02-10T03:25:46.9Z,1,REGULAR,rebound,offensive,[],1629002,,,1610612758,14,24,2022-02-10T03:25:46Z,950000,,,0,,C. Metu REBOUND (Off:1 Def:1),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,94.0,2.0,1.0,1.0,,,
