actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
28,PT09M28.00S,2021-11-20T03:13:34.3Z,1,REGULAR,steal,,[],1630169,,,1610612758,5,2,2021-11-20T03:13:37Z,280000,,,0,,T. Haliburton STEAL (2 STL),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
29,PT09M18.00S,2021-11-20T03:13:45.9Z,1,REGULAR,turnover,out-of-bounds,[],1630169,,,1610612758,5,2,2021-11-20T03:13:57Z,290000,,,0,,T. Haliburton step out-of-bounds TURNOVER (1 TO),[1630169],1610612758.0,SAC,step,,,Haliburton,T. Haliburton,,,,,,,,,,,1.0,,,,1626302.0,,,,,,,,,,
30,PT09M03.00S,2021-11-20T03:14:13.1Z,1,REGULAR,foul,personal,['2freethrow'],1630169,,,1610612761,5,2,2021-11-20T03:14:29Z,300000,,,0,,T. Haliburton shooting personal FOUL (1 PF) (Siakam 2 FT),"[1630169, 1627783]",1610612758.0,SAC,shooting,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,1179.0,1.0,0.0,Siakam,1627783.0,,,,,,
32,PT09M03.00S,2021-11-20T03:14:39.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1627783,,,1610612761,5,3,2021-11-20T03:14:39Z,320000,,,0,,P. Siakam Free Throw 1 of 2 (1 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Made,,,,,,,,1.0,,,,,,,,,,,
33,PT09M03.00S,2021-11-20T03:14:57.6Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1627783,,,1610612761,5,4,2021-11-20T03:14:57Z,330000,,,0,,P. Siakam Free Throw 2 of 2 (2 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Made,,,,,,,,2.0,,,,,,,,,,,
34,PT08M51.00S,2021-11-20T03:15:11.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203084,6.521024967148489,48.03921568627451,1610612758,5,4,2021-11-20T03:21:33Z,340000,10.0,9.0,1,left,MISS H. Barnes driving reverse Layup,[203084],1610612758.0,SAC,driving reverse,,,Barnes,H. Barnes,,,,,1.32,Missed,,,,,,,,,,,,,,,,,,,
35,PT08M47.00S,2021-11-20T03:15:15.0Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,5,4,2021-11-20T03:15:17Z,350000,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
36,PT08M46.00S,2021-11-20T03:15:16.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627832,93.64323258869908,51.71568627450981,1610612761,5,6,2021-11-20T03:15:23Z,360000,9.0,7.0,1,right,F. VanVleet running Layup (2 PTS),[1627832],1610612761.0,TOR,running,,,VanVleet,F. VanVleet,,,,,1.13,Made,,,,,,,,2.0,,,,,,,,,,,
37,PT08M39.00S,2021-11-20T03:15:22.4Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1626158,7.046649145860711,48.77450980392157,1610612758,7,6,2021-11-20T03:15:53Z,370000,6.0,14.0,1,left,R. Holmes running DUNK (2 PTS) (D. Fox 1 AST),"[1626158, 1628368]",1610612758.0,SAC,running,,,Holmes,R. Holmes,,,,,1.5,Made,,,,,,,,2.0,,,,,,D. Fox,1628368.0,1.0,,,
39,PT08M26.00S,2021-11-20T03:15:35.7Z,1,REGULAR,3pt,Jump Shot,[],1627832,82.07950065703022,3.431372549019608,1610612761,7,6,2021-11-20T03:15:47Z,390000,-233.0,116.0,1,right,MISS F. VanVleet 26' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,26.01,Missed,,,,,,,,,,,,,,,,,,,
40,PT08M21.00S,2021-11-20T03:15:40.7Z,1,REGULAR,rebound,defensive,[],1629002,,,1610612758,7,6,2021-11-20T03:15:47Z,400000,,,0,,C. Metu REBOUND (Off:0 Def:2),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,39.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
41,PT08M14.00S,2021-11-20T03:15:52.7Z,1,REGULAR,foul,personal,[],1629018,,,1610612758,7,6,2021-11-20T03:16:10Z,410000,,,0,,G. Trent Jr. personal FOUL (1 PF),"[1629018, 1630169]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,1179.0,1.0,0.0,Haliburton,1630169.0,,,,,,
43,PT08M08.00S,2021-11-20T03:16:14.8Z,1,REGULAR,turnover,bad pass,[],1628368,,,1610612758,7,6,2021-11-20T03:16:19Z,430000,,,0,,D. Fox bad pass TURNOVER (1 TO),"[1628368, 1630567]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,1.0,Barnes,1630567.0,,,,,,,,,,,,
44,PT08M08.00S,2021-11-20T03:16:14.8Z,1,REGULAR,steal,,[],1630567,,,1610612761,7,6,2021-11-20T03:16:17Z,440000,,,0,,S. Barnes STEAL (1 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M00.00S,2021-11-20T03:16:23.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630567,84.83902759526939,34.80392156862745,1610612761,7,6,2021-11-20T03:16:30Z,450000,-76.0,90.0,1,right,MISS S. Barnes 11' floating Shot,[1630567],1610612761.0,TOR,floating,,,Barnes,S. Barnes,,,,,11.78,Missed,,,,,,,,,,,,,,,,,,,
46,PT07M56.00S,2021-11-20T03:16:27.0Z,1,REGULAR,rebound,offensive,[],1627832,,,1610612761,7,6,2021-11-20T03:16:30Z,460000,,,0,,F. VanVleet REBOUND (Off:1 Def:0),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,45.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
47,PT07M56.00S,2021-11-20T03:16:27.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627832,91.40932982917214,48.28431372549019,1610612761,7,6,2021-11-20T03:16:32Z,470000,-9.0,28.0,1,right,MISS F. VanVleet Jump Shot - blocked,"[1627832, 1630169]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,2.96,Missed,,,,,,,,,,,,,,,,,Haliburton,1630169.0,
48,PT07M56.00S,2021-11-20T03:16:27.2Z,1,REGULAR,block,,[],1630169,,,1610612761,7,6,2021-11-20T03:16:29Z,480000,,,0,,T. Haliburton BLOCK (1 BLK),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M53.00S,2021-11-20T03:16:30.2Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612758,7,6,2021-11-20T03:16:32Z,490000,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,47.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
50,PT07M50.00S,2021-11-20T03:16:32.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628368,5.469776609724048,51.225490196078425,1610612758,9,6,2021-11-20T03:16:42Z,500000,-6.0,-1.0,1,left,D. Fox running Layup (2 PTS),[1628368],1610612758.0,SAC,running,,,Fox,D. Fox,,,,,0.62,Made,,,,,,,,2.0,,,,,,,,,,,
51,PT07M39.00S,2021-11-20T03:16:43.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627783,78.26872536136662,8.088235294117647,1610612761,9,9,2021-11-20T03:16:50Z,510000,-210.0,152.0,1,right,P. Siakam 25' 3PT pullup (5 PTS) (F. VanVleet 2 AST),"[1627783, 1627832]",1610612761.0,TOR,pullup,,,Siakam,P. Siakam,,,,,25.88,Made,,,,,,,,5.0,,,,,,F. VanVleet,1627832.0,2.0,,,
53,PT07M27.00S,2021-11-20T03:16:57.7Z,1,REGULAR,foul,personal,['2freethrow'],1630567,,,1610612758,9,9,2021-11-20T03:17:15Z,530000,,,0,,S. Barnes shooting personal FOUL (1 PF) (Barnes 2 FT),"[1630567, 203084]",1610612761.0,TOR,shooting,,,Barnes,S. Barnes,,,,,,,,,,,,,,,202035.0,1.0,0.0,Barnes,203084.0,,,,,,
55,PT07M27.00S,2021-11-20T03:17:30.7Z,1,REGULAR,freethrow,1 of 2,[],203084,,,1610612758,10,9,2021-11-20T03:17:30Z,550000,,,0,,H. Barnes Free Throw 1 of 2 (1 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,,,,,,,,1.0,,,,,,,,,,,
56,PT07M27.00S,2021-11-20T03:17:43.0Z,1,REGULAR,freethrow,2 of 2,[],203084,,,1610612758,11,9,2021-11-20T03:17:43Z,560000,,,0,,H. Barnes Free Throw 2 of 2 (2 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,,,,,,,,2.0,,,,,,,,,,,
57,PT07M15.00S,2021-11-20T03:17:56.7Z,1,REGULAR,3pt,Jump Shot,[],1629018,68.01905387647832,32.35294117647059,1610612761,11,9,2021-11-20T03:18:04Z,570000,-88.0,248.0,1,right,MISS G. Trent Jr. 26' step back 3PT,[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,26.33,Missed,,,,,,,,,,,,,,,,,,,
58,PT07M11.00S,2021-11-20T03:18:00.7Z,1,REGULAR,rebound,defensive,[],1629002,,,1610612758,11,9,2021-11-20T03:18:04Z,580000,,,0,,C. Metu REBOUND (Off:0 Def:3),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,57.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
59,PT07M05.00S,2021-11-20T03:18:06.2Z,1,REGULAR,3pt,Jump Shot,[],1629002,22.946780551905388,11.519607843137255,1610612758,11,9,2021-11-20T03:18:12Z,590000,192.0,163.0,1,left,MISS C. Metu 25' 3PT,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,25.23,Missed,,,,,,,,,,,,,,,,,,,
60,PT07M01.00S,2021-11-20T03:18:10.2Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,11,9,2021-11-20T03:18:12Z,600000,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,59.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
61,PT06M44.00S,2021-11-20T03:18:27.4Z,1,REGULAR,turnover,lost ball,[],1627832,,,1610612761,11,9,2021-11-20T03:28:16Z,610000,,,0,,F. VanVleet lost ball TURNOVER (1 TO),"[1627832, 1628368]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,1.0,Fox,1628368.0,,,,,,,,,,,,
62,PT06M44.00S,2021-11-20T03:18:27.4Z,1,REGULAR,steal,,[],1628368,,,1610612758,11,9,2021-11-20T03:18:29Z,620000,,,0,,D. Fox STEAL (1 STL),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M40.00S,2021-11-20T03:18:31.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628368,5.075558475689881,48.03921568627451,1610612758,13,9,2021-11-20T03:18:38Z,630000,10.0,-5.0,1,left,D. Fox running Layup (4 PTS),[1628368],1610612758.0,SAC,running,,,Fox,D. Fox,,,,,1.09,Made,,,,,,,,4.0,,,,,,,,,,,
64,PT06M13.00S,2021-11-20T03:18:58.0Z,1,REGULAR,turnover,bad pass,[],1627832,,,1610612761,13,9,2021-11-20T03:19:03Z,640000,,,0,,F. VanVleet bad pass TURNOVER (2 TO),"[1627832, 203084]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,2.0,Barnes,203084.0,,,,,,,,,,,,
65,PT06M13.00S,2021-11-20T03:18:58.0Z,1,REGULAR,steal,,[],203084,,,1610612758,13,9,2021-11-20T03:19:00Z,650000,,,0,,H. Barnes STEAL (1 STL),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M03.00S,2021-11-20T03:19:09.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203084,6.258212877792378,46.81372549019608,1610612758,15,9,2021-11-20T03:19:17Z,660000,16.0,6.0,1,left,H. Barnes driving Layup (4 PTS) (R. Holmes 1 AST),"[203084, 1626158]",1610612758.0,SAC,driving,,,Barnes,H. Barnes,,,,,1.71,Made,,,,,,,,4.0,,,,,,R. Holmes,1626158.0,1.0,,,
70,PT06M03.00S,2021-11-20T03:19:53.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,15,9,2021-11-20T03:22:36Z,700000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M03.00S,2021-11-20T03:20:05.6Z,1,REGULAR,instantreplay,challenge,[],0,,,1610612761,15,9,2021-11-20T04:00:33Z,710000,,,0,,,[],1610612761.0,TOR,overturned,,,,,,,,,,,,,,,,,,,1179.0,,,,,,,,,,No Foul on F. VanVleet
72,PT05M44.00S,2021-11-20T03:23:10.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627783,87.86136662286465,52.450980392156865,1610612761,15,11,2021-11-20T03:23:16Z,720000,12.0,62.0,1,right,P. Siakam 6' turnaround Hook (7 PTS),[1627783],1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,6.28,Made,,,,,,,,7.0,,,,,,,,,,,
73,PT05M20.00S,2021-11-20T03:23:34.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629002,9.149145860709593,46.32352941176471,1610612758,15,11,2021-11-20T03:23:40Z,730000,18.0,34.0,1,left,MISS C. Metu turnaround Hook,[1629002],1610612758.0,SAC,turnaround,,,Metu,C. Metu,,,,,3.82,Missed,,,,,,,,,,,,,,,,,,,
74,PT05M17.00S,2021-11-20T03:23:37.3Z,1,REGULAR,rebound,defensive,[],203920,,,1610612761,15,11,2021-11-20T03:23:40Z,740000,,,0,,K. Birch REBOUND (Off:0 Def:2),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,73.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
75,PT05M12.00S,2021-11-20T03:23:41.7Z,1,REGULAR,2pt,Jump Shot,[],1627783,75.50919842312747,40.19607843137255,1610612761,15,13,2021-11-20T03:23:50Z,750000,-49.0,178.0,1,right,P. Siakam 18' step back Jump Shot (9 PTS),[1627783],1610612761.0,TOR,step back,,,Siakam,P. Siakam,,,,,18.43,Made,,,,,,,,9.0,,,,,,,,,,,
76,PT04M57.00S,2021-11-20T03:24:01.0Z,1,REGULAR,foul,personal,['2freethrow'],1630567,,,1610612758,15,13,2021-11-20T03:24:10Z,760000,,,0,,S. Barnes shooting personal FOUL (2 PF) (Barnes 2 FT),"[1630567, 203084]",1610612761.0,TOR,shooting,,,Barnes,S. Barnes,,,,,,,,,,,,,,,1179.0,2.0,0.0,Barnes,203084.0,,,,,,
78,PT04M57.00S,2021-11-20T03:24:31.8Z,1,REGULAR,freethrow,1 of 2,[],203084,,,1610612758,16,13,2021-11-20T03:24:31Z,780000,,,0,,H. Barnes Free Throw 1 of 2 (5 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,,,,,,,,5.0,,,,,,,,,,,
79,PT04M57.00S,2021-11-20T03:24:32.7Z,1,REGULAR,substitution,out,[],1630169,,,1610612758,16,13,2021-11-20T03:24:52Z,790000,,,0,,SUB out: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M57.00S,2021-11-20T03:24:32.7Z,1,REGULAR,substitution,out,[],1629002,,,1610612758,16,13,2021-11-20T03:24:52Z,800000,,,0,,SUB out: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M57.00S,2021-11-20T03:24:32.7Z,1,REGULAR,substitution,out,[],1626158,,,1610612758,16,13,2021-11-20T03:24:52Z,810000,,,0,,SUB out: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M57.00S,2021-11-20T03:24:32.7Z,1,REGULAR,substitution,out,[],203920,,,1610612758,16,13,2021-11-20T03:24:52Z,820000,,,0,,SUB out: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M57.00S,2021-11-20T03:24:32.7Z,1,REGULAR,substitution,out,[],1630567,,,1610612758,16,13,2021-11-20T03:24:52Z,830000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M57.00S,2021-11-20T03:24:32.7Z,1,REGULAR,substitution,in,[],202684,,,1610612758,16,13,2021-11-20T03:24:52Z,840000,,,0,,SUB in: T. Thompson,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M57.00S,2021-11-20T03:24:32.7Z,1,REGULAR,substitution,in,[],1630558,,,1610612758,16,13,2021-11-20T03:24:52Z,850000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M57.00S,2021-11-20T03:24:32.7Z,1,REGULAR,substitution,in,[],1627741,,,1610612758,16,13,2021-11-20T03:24:52Z,860000,,,0,,SUB in: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M57.00S,2021-11-20T03:24:32.7Z,1,REGULAR,substitution,in,[],1628449,,,1610612758,16,13,2021-11-20T03:24:52Z,870000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M57.00S,2021-11-20T03:24:32.7Z,1,REGULAR,substitution,in,[],1630173,,,1610612758,16,13,2021-11-20T03:24:52Z,880000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M57.00S,2021-11-20T03:25:04.0Z,1,REGULAR,freethrow,2 of 2,[],203084,,,1610612758,17,13,2021-11-20T03:25:04Z,890000,,,0,,H. Barnes Free Throw 2 of 2 (6 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,,,,,,,,6.0,,,,,,,,,,,
