actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2021-12-23T03:10:48.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-12-23T03:10:48Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2021-12-23T03:10:51.3Z,1,REGULAR,jumpball,recovered,[],1629002,,,1610612758,0,0,2021-12-23T03:10:51Z,40000,,,0,,Jump Ball R. Holmes vs. I. Zubac: Tip to C. Metu,"[1629002, 1626158, 1627826]",1610612758.0,SAC,startperiod,C. Metu,1629002.0,Metu,C. Metu,Holmes,1626158.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2021-12-23T03:11:02.9Z,1,REGULAR,3pt,Jump Shot,[],1627741,90.48948751642575,96.32352941176471,1610612758,0,0,2021-12-23T03:11:08Z,70000,232.0,37.0,1,right,MISS B. Hield 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,23.45,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2021-12-23T03:11:06.9Z,1,REGULAR,rebound,offensive,[],1627741,,,1610612758,0,0,2021-12-23T03:11:08Z,80000,,,0,,B. Hield REBOUND (Off:1 Def:0),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M37.00S,2021-12-23T03:11:10.7Z,1,REGULAR,turnover,bad pass,[],1630169,,,1610612758,0,0,2021-12-23T03:11:17Z,90000,,,0,,T. Haliburton bad pass TURNOVER (1 TO),"[1630169, 202331]",1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,1.0,George,202331.0,,,,,,,,,,,
10,PT11M37.00S,2021-12-23T03:11:10.7Z,1,REGULAR,steal,,[],202331,,,1610612746,0,0,2021-12-23T03:13:54Z,100000,,,0,,P. George STEAL (1 STL),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,
11,PT11M31.00S,2021-12-23T03:11:16.6Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627826,5.863994743758213,49.754901960784316,1610612746,0,2,2021-12-23T03:13:20Z,110000,1.0,3.0,1,left,I. Zubac cutting DUNK (2 PTS) (T. Mann 1 AST),"[1627826, 1629611]",1610612746.0,LAC,cutting,,,Zubac,I. Zubac,,,,,0.29,Made,,,,,,,,2.0,T. Mann,1629611.0,1.0,,,,,,,
13,PT11M05.00S,2021-12-23T03:11:41.8Z,1,REGULAR,2pt,Jump Shot,[],1629002,79.58278580814718,23.284313725490197,1610612758,0,2,2021-12-23T03:11:47Z,130000,-134.0,139.0,1,right,MISS C. Metu 19' fadeaway Shot,[1629002],1610612758.0,SAC,fadeaway,,,Metu,C. Metu,,,,,19.31,Missed,,,,,,,,,,,,,,,,,,
14,PT11M02.00S,2021-12-23T03:11:44.8Z,1,REGULAR,rebound,defensive,[],202339,,,1610612746,0,2,2021-12-23T03:11:47Z,140000,,,0,,E. Bledsoe REBOUND (Off:0 Def:1),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M52.00S,2021-12-23T03:11:54.5Z,1,REGULAR,3pt,Jump Shot,[],1629611,21.369908015768726,9.068627450980392,1610612746,0,5,2021-12-23T03:12:00Z,150000,205.0,148.0,1,left,T. Mann 25' 3PT step back (3 PTS),[1629611],1610612746.0,LAC,step back,,,Mann,T. Mann,,,,,25.28,Made,,,,,,,,3.0,,,,,,,,,,
