actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-03-13T23:40:42.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-13T23:40:42Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2026-03-13T23:40:44.9Z,1,REGULAR,jumpball,recovered,[],1629013,,,1610612752,0,0,2026-03-13T23:40:44Z,40000,False,,,0,,Jump Ball M. Robinson vs. I. Zubac: Tip to L. Shamet,"[1629013, 1629011, 1627826]",1610612752.0,NYK,startperiod,L. Shamet,1629013.0,Shamet,L. Shamet,Robinson,1629011.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2026-03-13T23:40:58.5Z,1,REGULAR,turnover,bad pass,[],1629011,,,1610612752,0,0,2026-03-13T23:41:01Z,70000,False,,,0,,M. Robinson bad pass TURNOVER (1 TO),"[1629011, 1629614]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Center,1.0,Nembhard,1629614.0,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2026-03-13T23:40:58.5Z,1,REGULAR,steal,,[],1629614,,,1610612754,0,0,2026-03-13T23:41:00Z,80000,False,,,0,,A. Nembhard STEAL (1 STL),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
9,PT11M31.00S,2026-03-13T23:41:11.0Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1627826,89.56964520367937,36.029411764705884,1610612754,0,0,2026-03-13T23:41:15Z,90000,False,-70.0,46.0,1,right,MISS I. Zubac 8' turnaround Hook,[1627826],1610612754.0,IND,turnaround,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Left,,,,8.34,Missed,,,,,,,,,,,,,,,
10,PT11M30.00S,2026-03-13T23:41:12.0Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,0,0,2026-03-13T23:41:28Z,100000,False,,,0,,M. Robinson REBOUND (Off:0 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),8-16 Left,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M23.00S,2026-03-13T23:41:18.9Z,1,REGULAR,3pt,Jump Shot,[],1629013,6.521024967148489,4.166666666666666,1610612752,0,0,2026-03-13T23:41:25Z,110000,False,229.0,9.0,1,left,MISS L. Shamet 3PT,[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,Right Corner 3,24+ Right,,,,22.94,Missed,,,,,,,,,,,,,,,
12,PT11M19.00S,2026-03-13T23:41:22.9Z,1,REGULAR,rebound,defensive,[],1641738,,,1610612754,0,0,2026-03-13T23:41:25Z,120000,False,,,0,,K. Brown REBOUND (Off:0 Def:1),[1641738],1610612754.0,IND,,,,Brown,K. Brown,,,,,Right Corner 3,24+ Right,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,
13,PT11M04.00S,2026-03-13T23:41:37.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627826,89.96386333771353,57.84313725490197,1610612754,0,0,2026-03-13T23:42:40Z,130000,False,39.0,42.0,1,right,MISS I. Zubac floating Shot,[1627826],1610612754.0,IND,floating,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,5.73,Missed,,,,,,,,,,,,,,,
14,PT11M01.00S,2026-03-13T23:41:40.5Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,0,0,2026-03-13T23:41:41Z,140000,False,,,0,,M. Robinson REBOUND (Off:0 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,13.0,2.0,2.0,0.0,,,,,,,,,,,
15,PT10M54.00S,2026-03-13T23:41:47.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,6.783837056504599,46.81372549019608,1610612752,0,0,2026-03-13T23:41:52Z,150000,False,16.0,11.0,1,left,MISS M. Robinson alley-oop DUNK,[1629011],1610612752.0,NYK,alley-oop,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,1.95,Missed,,,,,,,,,,,,,,,
16,PT10M54.00S,2026-03-13T23:41:47.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,0,0,2026-03-13T23:41:52Z,160000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Restricted Area,0-8 Center,,,,,,15.0,,,,,,,,,,,,,,
18,PT10M40.00S,2026-03-13T23:42:20.7Z,1,REGULAR,3pt,Jump Shot,[],1641716,85.49605781865965,3.9215686274509802,1610612754,0,0,2026-03-13T23:42:24Z,180000,False,-230.0,84.0,1,right,MISS J. Walker 24' 3PT,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Left Corner 3,24+ Left,,,,24.52,Missed,,,,,,,,,,,,,,,
19,PT10M37.00S,2026-03-13T23:42:23.7Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,0,0,2026-03-13T23:42:24Z,190000,False,,,0,,M. Robinson REBOUND (Off:0 Def:3),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Left Corner 3,24+ Left,,,,,,18.0,3.0,3.0,0.0,,,,,,,,,,,
20,PT10M28.00S,2026-03-13T23:42:33.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,15.588042049934298,50.49019607843137,1610612752,0,2,2026-03-13T23:42:38Z,200000,False,-2.0,94.0,1,left,J. Brunson 9' driving floating Jump Shot (2 PTS),[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,,,,9.4,Made,,,,,2.0,,,,,,,,,,
21,PT10M08.00S,2026-03-13T23:42:52.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630174,80.50262812089356,51.470588235294116,1610612754,2,2,2026-03-13T23:42:57Z,210000,False,7.0,131.0,1,right,A. Nesmith 13' step back Jump Shot (2 PTS),[1630174],1610612754.0,IND,step back,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),8-16 Center,,,,13.1,Made,,,,,2.0,,,,,,,,,,
22,PT09M54.00S,2026-03-13T23:43:06.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,8.09789750328515,58.57843137254902,1610612752,2,2,2026-03-13T23:43:12Z,220000,False,-43.0,24.0,1,left,MISS O. Anunoby driving Layup,[1628384],1610612752.0,NYK,driving,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,4.9,Missed,,,,,,,,,,,,,,,
23,PT09M49.00S,2026-03-13T23:43:11.7Z,1,REGULAR,rebound,defensive,[],1629614,,,1610612754,2,2,2026-03-13T23:43:12Z,230000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:1),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,
24,PT09M39.00S,2026-03-13T23:43:20.8Z,1,REGULAR,3pt,Jump Shot,[],1630174,96.27135348226018,96.81372549019608,1610612754,2,2,2026-03-13T23:43:24Z,240000,False,234.0,-17.0,1,right,MISS A. Nesmith 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Right Corner 3,24+ Right,,,,23.48,Missed,,,,,,,,,,,,,,,
25,PT09M38.00S,2026-03-13T23:43:21.8Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,2,2,2026-03-13T23:43:24Z,250000,False,,,0,,M. Robinson REBOUND (Off:0 Def:4),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Right Corner 3,24+ Right,,,,,,24.0,4.0,4.0,0.0,,,,,,,,,,,
26,PT09M28.00S,2026-03-13T23:43:32.8Z,1,REGULAR,3pt,Jump Shot,[],1629013,31.09395532194481,27.696078431372552,1610612752,2,2,2026-03-13T23:43:37Z,260000,False,112.0,240.0,1,left,MISS L. Shamet 26' 3PT,[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Right Center,,,,26.45,Missed,,,,,,,,,,,,,,,
27,PT09M26.00S,2026-03-13T23:43:34.8Z,1,REGULAR,rebound,defensive,[],1629614,,,1610612754,2,2,2026-03-13T23:43:40Z,270000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:2),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Right Center,,,,,,26.0,2.0,2.0,0.0,,,,,,,,,,,
30,PT09M19.00S,2026-03-13T23:43:51.7Z,1,REGULAR,foul,personal,['2freethrow'],1629013,,,1610612754,2,2,2026-03-13T23:44:09Z,300000,False,,,0,,L. Shamet shooting personal FOUL (1 PF) (Nembhard 2 FT),"[1629013, 1629614]",1610612752.0,NYK,shooting,,,Shamet,L. Shamet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,204058.0,1.0,0.0,Nembhard,1629614.0,,,,,
32,PT09M19.00S,2026-03-13T23:44:06.2Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629614,,,1610612754,3,2,2026-03-13T23:44:06Z,320000,False,,,0,,A. Nembhard Free Throw 1 of 2 (1 PTS),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,
33,PT09M19.00S,2026-03-13T23:44:06.2Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629614,,,1610612754,4,2,2026-03-13T23:45:10Z,330000,False,,,0,,A. Nembhard Free Throw 2 of 2 (2 PTS),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,Made,,,,,2.0,,,,,,,,,,
34,PT09M06.00S,2026-03-13T23:44:38.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,17.95335085413929,45.09803921568628,1610612752,4,2,2026-03-13T23:44:44Z,340000,False,25.0,116.0,1,left,MISS J. Brunson 11' driving floating Shot,[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,,,,11.89,Missed,,,,,,,,,,,,,,,
35,PT09M01.00S,2026-03-13T23:44:43.0Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,4,2,2026-03-13T23:44:44Z,350000,False,,,0,,M. Robinson REBOUND (Off:1 Def:4),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,34.0,5.0,4.0,1.0,,,,,,,,,,,
36,PT09M01.00S,2026-03-13T23:44:42.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629011,5.590000152587891,50.0,1610612752,4,2,2026-03-13T23:44:45Z,360000,False,0.0,0.0,1,left,MISS M. Robinson tip Layup,[1629011],1610612752.0,NYK,tip,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
37,PT09M00.00S,2026-03-13T23:44:43.0Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,4,2,2026-03-13T23:44:45Z,370000,False,,,0,,M. Robinson REBOUND (Off:2 Def:4),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,36.0,6.0,4.0,2.0,,,,,,,,,,,
38,PT09M00.00S,2026-03-13T23:44:43.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629011,5.590000152587891,50.0,1610612752,4,4,2026-03-13T23:44:46Z,380000,False,0.0,0.0,1,left,M. Robinson tip Layup (2 PTS),[1629011],1610612752.0,NYK,tip,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,0.0,Made,,,,,2.0,,,,,,,,,,
39,PT08M51.00S,2026-03-13T23:44:51.9Z,1,REGULAR,2pt,Jump Shot,[],1629614,76.95466491458606,41.42156862745098,1610612754,4,4,2026-03-13T23:44:55Z,390000,False,-43.0,164.0,1,right,MISS A. Nembhard 16' fadeaway Shot,[1629614],1610612754.0,IND,fadeaway,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Center,,,,16.96,Missed,,,,,,,,,,,,,,,
40,PT08M49.00S,2026-03-13T23:44:55.0Z,1,REGULAR,rebound,offensive,[],1641738,,,1610612754,4,4,2026-03-13T23:44:55Z,400000,False,,,0,,K. Brown REBOUND (Off:1 Def:1),[1641738],1610612754.0,IND,,,,Brown,K. Brown,,,,,Mid-Range,16-24 Center,,,,,,39.0,2.0,1.0,1.0,,,,,,,,,,,
41,PT08M45.00S,2026-03-13T23:44:59.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1641738,81.15965834428384,69.85294117647058,1610612754,4,4,2026-03-13T23:46:49Z,410000,False,99.0,125.0,1,right,MISS K. Brown 15' step back Shot,[1641738],1610612754.0,IND,step back,,,Brown,K. Brown,,,,,Mid-Range,8-16 Right,,,,15.93,Missed,,,,,,,,,,,,,,,
42,PT08M42.00S,2026-03-13T23:45:02.3Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612752,4,4,2026-03-13T23:45:03Z,420000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,,,,,,41.0,1.0,1.0,0.0,,,,,,,,,,,
43,PT08M28.00S,2026-03-13T23:45:15.6Z,1,REGULAR,2pt,Jump Shot,[],1628384,6.652431011826544,66.17647058823529,1610612752,4,4,2026-03-13T23:45:20Z,430000,False,-81.0,10.0,1,left,MISS O. Anunoby 8' turnaround fadeaway Shot,[1628384],1610612752.0,NYK,turnaround fadeaway,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Left,,,,8.15,Missed,,,,,,,,,,,,,,,
44,PT08M26.00S,2026-03-13T23:45:17.6Z,1,REGULAR,rebound,defensive,[],1629614,,,1610612754,4,4,2026-03-13T23:45:20Z,440000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:3),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Left,,,,,,43.0,3.0,3.0,0.0,,,,,,,,,,,
