actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-02-22T22:10:26.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-02-22T22:10:26Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2026-02-22T22:10:27.4Z,1,REGULAR,jumpball,recovered,[],1629023,,,1610612742,0,0,2026-02-22T22:10:27Z,40000,False,,,0,,Jump Ball D. Gafford vs. J. Huff: Tip to P. Washington,"[1629023, 1629655, 1630643]",1610612742.0,DAL,startperiod,P. Washington,1629023.0,Washington,P. Washington,Gafford,1629655.0,Huff,1630643.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2026-02-22T22:10:47.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,9.017739816031538,52.20588235294118,1610612742,0,0,2026-02-22T22:10:52Z,70000,False,-11.0,32.0,1,left,MISS P. Washington driving Layup,[1629023],1610612742.0,DAL,driving,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,3.41,Missed,,,,,,,,,,,,,,,,,,
8,PT11M35.00S,2026-02-22T22:10:49.8Z,1,REGULAR,rebound,offensive,[],1629023,,,1610612742,0,0,2026-02-22T22:10:52Z,80000,False,,,0,,P. Washington REBOUND (Off:1 Def:0),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M31.00S,2026-02-22T22:10:54.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203114,26.888961892247043,77.45098039215686,1610612742,0,3,2026-02-22T22:15:17Z,90000,False,-137.0,200.0,1,left,K. Middleton 24' 3PT step back (3 PTS) (M. Christie 1 AST),"[203114, 1631108]",1610612742.0,DAL,step back,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Left Center,24.28,Made,,,,,3.0,M. Christie,1631108.0,1.0,,,,,,,,,,
10,PT11M10.00S,2026-02-22T22:11:14.3Z,1,REGULAR,2pt,Jump Shot,[],1629614,78.26872536136662,22.058823529411764,1610612754,0,3,2026-02-22T22:11:21Z,100000,False,-140.0,152.0,1,right,MISS A. Nembhard 20' step back Shot,[1629614],1610612754.0,IND,step back,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Left Center,20.63,Missed,,,,,,,,,,,,,,,,,,
11,PT11M07.00S,2026-02-22T22:11:17.3Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,0,3,2026-02-22T22:11:21Z,110000,False,,,0,,P. Washington REBOUND (Off:1 Def:1),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Mid-Range,16-24 Left Center,,,10.0,2.0,1.0,1.0,,,,,,,,,,,,,,
12,PT10M56.00S,2026-02-22T22:11:30.2Z,1,REGULAR,turnover,traveling,[],1631108,,,1610612742,0,3,2026-02-22T22:11:35Z,120000,False,,,0,,M. Christie traveling TURNOVER (1 TO),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,101284.0,1.0,,,,,,,,
14,PT10M49.00S,2026-02-22T22:11:49.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627783,87.86136662286465,45.09803921568628,1610612754,2,3,2026-02-22T22:11:53Z,130000,False,-25.0,62.0,1,right,P. Siakam 6' turnaround Jump Shot (2 PTS) (A. Nembhard 1 AST),"[1627783, 1629614]",1610612754.0,IND,turnaround,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,6.63,Made,,,,,2.0,A. Nembhard,1629614.0,1.0,,,,,,,,,,
15,PT10M32.00S,2026-02-22T22:12:06.3Z,1,REGULAR,2pt,Jump Shot,[],1629655,12.697109067017081,33.33333333333333,1610612742,2,3,2026-02-22T22:13:22Z,140000,False,83.0,67.0,1,left,MISS D. Gafford 10' fadeaway Shot,[1629655],1610612742.0,DAL,fadeaway,,,Gafford,D. Gafford,,,,,Mid-Range,8-16 Right,10.68,Missed,,,,,,,,,,,,,,,,,,
