actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2026-01-15T00:11:45.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-15T00:11:45Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2026-01-15T00:11:47.0Z,1,REGULAR,jumpball,recovered,[],1627783,,,1610612754,0,0,2026-01-15T00:11:47Z,40000,False,,,0,,Jump Ball J. Huff vs. S. Barnes: Tip to P. Siakam,"[1627783, 1630643, 1630567]",1610612754.0,IND,startperiod,P. Siakam,1627783.0,Siakam,P. Siakam,Huff,1630643.0,Barnes,1630567.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M35.00S,2026-01-15T00:12:09.1Z,1,REGULAR,turnover,bad pass,[],1627783,,,1610612754,0,0,2026-01-15T00:12:11Z,70000,False,,,0,,P. Siakam bad pass TURNOVER (1 TO),"[1627783, 1630567]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,1.0,Barnes,1630567.0,,,,,,,,,,,,,,,,,
8,PT11M35.00S,2026-01-15T00:12:09.1Z,1,REGULAR,steal,,[],1630567,,,1610612761,0,0,2026-01-15T00:12:10Z,80000,False,,,0,,S. Barnes STEAL (1 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
9,PT11M27.00S,2026-01-15T00:12:17.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1642867,93.64323258869908,47.794117647058826,1610612761,0,0,2026-01-15T00:12:22Z,90000,False,-11.0,7.0,1,right,MISS C. Murray-Boyles cutting DUNK - blocked,"[1642867, 1642277]",1610612761.0,TOR,cutting,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,,,,1.32,Missed,Furphy,1642277.0,,,,,,,,,,,,,
10,PT11M27.00S,2026-01-15T00:12:17.7Z,1,REGULAR,block,,[],1642277,,,1610612761,0,0,2026-01-15T00:12:20Z,100000,False,,,0,,J. Furphy BLOCK (1 BLK),[1642277],1610612754.0,IND,,,,Furphy,J. Furphy,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M22.00S,2026-01-15T00:12:22.7Z,1,REGULAR,rebound,offensive,[],1642867,,,1610612761,0,0,2026-01-15T00:12:22Z,110000,False,,,0,,C. Murray-Boyles REBOUND (Off:1 Def:0),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,,,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,
12,PT11M22.00S,2026-01-15T00:12:21.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1642867,94.40999984741211,50.0,1610612761,0,2,2026-01-15T00:12:21Z,120000,False,0.0,0.0,1,right,C. Murray-Boyles putback Layup (2 PTS),[1642867],1610612761.0,TOR,putback,,,Murray-Boyles,C. Murray-Boyles,,,,,Mid-Range,8-16 Left,,,,0.0,Made,,,,,,,2.0,,,,,,,,
13,PT11M12.00S,2026-01-15T00:12:32.5Z,1,REGULAR,3pt,Jump Shot,[],1627783,26.28120893561104,81.88572303921569,1610612754,0,2,2026-01-15T00:12:40Z,130000,False,-159.0,195.0,1,left,MISS P. Siakam 25' 3PT,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,25.15,Missed,,,,,,,,,,,,,,,
14,PT11M08.00S,2026-01-15T00:12:36.5Z,1,REGULAR,rebound,defensive,[],1642419,,,1610612761,0,2,2026-01-15T00:12:37Z,140000,False,,,0,,J. Battle REBOUND (Off:0 Def:1),[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,Mid-Range,16-24 Left Center,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,
15,PT11M01.00S,2026-01-15T00:12:42.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,82.7365308804205,38.72549019607843,1610612761,0,4,2026-01-15T00:12:45Z,150000,False,-56.0,110.0,1,right,S. Barnes 12' turnaround Jump Shot (2 PTS),[1630567],1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,12.34,Made,,,,,,,2.0,,,,,,,,
16,PT10M49.00S,2026-01-15T00:12:55.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630174,10.85742444152431,44.6078431372549,1610612754,2,4,2026-01-15T00:12:58Z,160000,False,27.0,50.0,1,left,A. Nesmith driving floating Jump Shot (2 PTS) (J. Furphy 1 AST),"[1630174, 1642277]",1610612754.0,IND,driving floating,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),0-8 Center,,,,5.65,Made,,,,,,,2.0,J. Furphy,1642277.0,1.0,,,,,
18,PT10M31.00S,2026-01-15T00:13:13.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642867,93.77463863337714,50.245098039215684,1610612761,2,6,2026-01-15T00:14:29Z,180000,False,1.0,6.0,1,right,C. Murray-Boyles cutting Layup (4 PTS) (J. Shead 1 AST),"[1642867, 1642347]",1610612761.0,TOR,cutting,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,,,,0.61,Made,,,,,,,4.0,J. Shead,1642347.0,1.0,,,,,
