actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
418,PT09M19.00S,2025-10-24T01:14:48.5Z,3,REGULAR,turnover,bad pass,[],1628392,,,1610612760,52,57,2025-10-24T01:14:51Z,4170000,False,,,0,,I. Hartenstein bad pass TURNOVER (2 TO),"[1628392, 1641767]",1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Right Center,,,,,,,,,2.0,,,,,Sheppard,1641767.0,,,,,
419,PT09M19.00S,2025-10-24T01:14:48.5Z,3,REGULAR,steal,,[],1641767,,,1610612754,52,57,2025-10-24T01:14:49Z,4180000,False,,,0,,B. Sheppard STEAL (1 STL),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
420,PT09M15.00S,2025-10-24T01:14:52.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641767,93.9060446780552,52.20588235294118,1610612754,54,57,2025-10-24T01:14:57Z,4190000,False,11.0,5.0,1,right,B. Sheppard running DUNK (5 PTS),[1641767],1610612754.0,IND,running,,,Sheppard,B. Sheppard,,,,,Restricted Area,0-8 Center,1.2,Made,,,,,,,,5.0,,,,,,,,,,
422,PT08M49.00S,2025-10-24T01:15:16.3Z,3,REGULAR,foul,offensive,[],1630598,,,1610612760,54,57,2025-10-24T01:15:58Z,4210000,False,,,0,,A. Wiggins offensive FOUL (2 PF),"[1630598, 1630174]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,1155.0,2.0,0.0,Nesmith,1630174.0,,,,,,,,,,,,
424,PT08M49.00S,2025-10-24T01:15:16.3Z,3,REGULAR,turnover,offensive foul,[],1630598,,,1610612760,54,57,2025-10-24T01:15:16Z,4230000,False,,,0,,A. Wiggins offensive foul TURNOVER (1 TO),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,1155.0,,,,,1.0,,,,,,,,,,,
425,PT08M43.00S,2025-10-24T01:15:39.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627783,92.06636005256242,56.127450980392155,1610612754,54,57,2025-10-24T01:16:03Z,4240000,False,31.0,22.0,1,right,MISS P. Siakam driving Layup,[1627783],1610612754.0,IND,driving,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,3.77,Missed,,,,,,,,,,,,,,,,,,
426,PT08M41.00S,2025-10-24T01:15:41.6Z,3,REGULAR,rebound,defensive,[],1628392,,,1610612760,54,57,2025-10-24T01:15:41Z,4250000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:7),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,425.0,,,,,,,,7.0,7.0,0.0,,,,,,,
427,PT08M37.00S,2025-10-24T01:15:46.7Z,3,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612760,54,57,2025-10-24T01:15:56Z,4260000,False,,,0,,A. Nesmith shooting personal FOUL (3 PF) (Wiggins 2 FT),"[1630174, 1630598]",1610612754.0,IND,shooting,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,1155.0,3.0,0.0,Wiggins,1630598.0,,,,,,,,,,,,
429,PT08M37.00S,2025-10-24T01:16:17.2Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1630598,,,1610612760,54,58,2025-10-24T01:16:17Z,4280000,False,,,0,,A. Wiggins Free Throw 1 of 2 (9 PTS),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,Made,,,,,,,,9.0,,,,,,,,,,
430,PT08M37.00S,2025-10-24T01:16:32.7Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1630598,,,1610612760,54,59,2025-10-24T01:16:32Z,4290000,False,,,0,,A. Wiggins Free Throw 2 of 2 (10 PTS),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,Made,,,,,,,,10.0,,,,,,,,,,
431,PT08M23.00S,2025-10-24T01:16:51.1Z,3,REGULAR,2pt,Jump Shot,[],1631097,85.23324572930355,78.67647058823529,1610612754,54,59,2025-10-24T01:16:55Z,4300000,False,143.0,86.0,1,right,MISS B. Mathurin 16' pullup Shot,[1631097],1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Mid-Range,16-24 Right,16.74,Missed,,,,,,,,,,,,,,,,,,
432,PT08M20.00S,2025-10-24T01:16:54.1Z,3,REGULAR,rebound,offensive,[],1627783,,,1610612754,54,59,2025-10-24T01:17:17Z,4310000,False,,,0,,P. Siakam REBOUND (Off:2 Def:6),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Right,,,431.0,,,,,,,,8.0,6.0,2.0,,,,,,,
433,PT08M20.00S,2025-10-24T01:16:55.2Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627783,94.40999984741211,50.0,1610612754,54,59,2025-10-24T01:17:21Z,4320000,False,0.0,0.0,1,right,MISS P. Siakam tip Layup,[1627783],1610612754.0,IND,tip,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
434,PT08M17.00S,2025-10-24T01:16:58.2Z,3,REGULAR,rebound,defensive,[],1628392,,,1610612760,54,59,2025-10-24T01:17:21Z,4330000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:8),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,433.0,,,,,,,,8.0,8.0,0.0,,,,,,,
435,PT08M17.00S,2025-10-24T01:16:57.0Z,3,REGULAR,foul,personal,[],1630543,,,1610612760,54,59,2025-10-24T01:17:05Z,4340000,False,,,0,,I. Jackson personal FOUL (4 PF),"[1630543, 1628392]",1610612754.0,IND,,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,1155.0,4.0,0.0,Hartenstein,1628392.0,,,,,,,,,,,,
437,PT08M17.00S,2025-10-24T01:17:10.5Z,3,REGULAR,substitution,out,[],1630543,,,1610612760,54,59,2025-10-24T01:17:12Z,4360000,False,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT08M17.00S,2025-10-24T01:17:10.5Z,3,REGULAR,substitution,in,[],1630643,,,1610612760,54,59,2025-10-24T01:17:12Z,4370000,False,,,0,,SUB in: J. Huff,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT08M00.00S,2025-10-24T01:17:44.8Z,3,REGULAR,3pt,Jump Shot,[],1630598,5.075558475689881,96.32352941176471,1610612760,54,59,2025-10-24T01:17:49Z,4380000,False,-232.0,-5.0,1,left,MISS A. Wiggins step back 3PT,[1630598],1610612760.0,OKC,step back,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,23.16,Missed,,,,,,,,,,,,,,,,,,
440,PT07M57.00S,2025-10-24T01:17:47.4Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612754,54,59,2025-10-24T01:17:47Z,4390000,False,,,0,,P. Siakam REBOUND (Off:2 Def:7),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Left Corner 3,24+ Left,,,439.0,,,,,,,,9.0,7.0,2.0,,,,,,,
441,PT07M54.00S,2025-10-24T01:17:50.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627783,89.83245729303549,56.127450980392155,1610612754,54,59,2025-10-24T01:17:56Z,4400000,False,31.0,43.0,1,right,MISS P. Siakam running Layup,[1627783],1610612754.0,IND,running,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,5.29,Missed,,,,,,,,,,,,,,,,,,
442,PT07M53.00S,2025-10-24T01:17:51.8Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,54,59,2025-10-24T01:17:56Z,4410000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:4),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,441.0,,,,,,,,4.0,4.0,0.0,,,,,,,
443,PT07M36.00S,2025-10-24T01:18:10.4Z,3,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612760,54,59,2025-10-24T01:18:15Z,4420000,False,,,0,,A. Nesmith shooting personal FOUL (4 PF) (Wiggins 2 FT),"[1630174, 1630598]",1610612754.0,IND,shooting,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),0-8 Center,,,,1628171.0,4.0,0.0,Wiggins,1630598.0,,,,,,,,,,,,
445,PT07M36.00S,2025-10-24T01:18:41.7Z,3,REGULAR,freethrow,1 of 2,[],1630598,,,1610612760,54,60,2025-10-24T01:18:41Z,4440000,False,,,0,,A. Wiggins Free Throw 1 of 2 (11 PTS),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,Made,,,,,,,,11.0,,,,,,,,,,
446,PT07M36.00S,2025-10-24T01:18:42.3Z,3,REGULAR,substitution,out,[],1630174,,,1610612760,54,60,2025-10-24T01:18:44Z,4450000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT07M36.00S,2025-10-24T01:18:42.3Z,3,REGULAR,substitution,in,[],1641716,,,1610612760,54,60,2025-10-24T01:18:44Z,4460000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT07M36.00S,2025-10-24T01:18:46.9Z,3,REGULAR,substitution,out,[],1627783,,,1610612760,54,60,2025-10-24T01:18:53Z,4470000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT07M36.00S,2025-10-24T01:18:46.9Z,3,REGULAR,substitution,in,[],1630167,,,1610612760,54,60,2025-10-24T01:18:53Z,4480000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT07M36.00S,2025-10-24T01:19:10.5Z,3,REGULAR,freethrow,2 of 2,[],1630598,,,1610612760,54,61,2025-10-24T01:19:10Z,4490000,False,,,0,,A. Wiggins Free Throw 2 of 2 (12 PTS),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,Made,,,,,,,,12.0,,,,,,,,,,
451,PT07M23.00S,2025-10-24T01:19:27.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630167,82.34231274638634,60.049019607843135,1610612754,56,61,2025-10-24T01:19:31Z,4500000,False,50.0,113.0,1,right,O. Toppin 12' Jump Shot (12 PTS) (B. Sheppard 1 AST),"[1630167, 1641767]",1610612754.0,IND,,,,Toppin,O. Toppin,,,,,In The Paint (Non-RA),8-16 Center,12.41,Made,,,,,,,,12.0,,,,,,B. Sheppard,1641767.0,1.0,,
453,PT07M09.00S,2025-10-24T01:19:40.7Z,3,REGULAR,2pt,Jump Shot,[],1628983,17.16491458607096,67.40196078431373,1610612760,56,63,2025-10-24T01:19:44Z,4520000,False,-87.0,109.0,1,left,S. Gilgeous-Alexander 13' step back Jump Shot (23 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,13.94,Made,,,,,,,,23.0,,,,,,,,,,
454,PT06M55.00S,2025-10-24T01:19:53.5Z,3,REGULAR,3pt,Jump Shot,[],1630643,74.19513797634691,9.803921568627452,1610612754,59,63,2025-10-24T01:19:57Z,4530000,False,-201.0,190.0,1,right,J. Huff 27' 3PT  (5 PTS) (B. Sheppard 2 AST),"[1630643, 1641767]",1610612754.0,IND,,,,Huff,J. Huff,,,,,Above the Break 3,24+ Left Center,27.67,Made,,,,,,,,5.0,,,,,,B. Sheppard,1641767.0,2.0,,
456,PT06M44.00S,2025-10-24T01:20:06.3Z,3,REGULAR,3pt,Jump Shot,[],1628983,32.53942181340342,36.27450980392157,1610612760,59,66,2025-10-24T01:20:11Z,4550000,False,69.0,253.0,1,left,S. Gilgeous-Alexander 26' 3PT pullup (26 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,26.25,Made,,,,,,,,26.0,,,,,,,,,,
457,PT06M32.00S,2025-10-24T01:20:18.2Z,3,REGULAR,3pt,Jump Shot,[],1641767,73.66951379763469,10.049019607843137,1610612754,62,66,2025-10-24T01:20:23Z,4560000,False,-200.0,195.0,1,right,B. Sheppard 27' 3PT  (8 PTS) (O. Toppin 2 AST),"[1641767, 1630167]",1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Left Center,27.92,Made,,,,,,,,8.0,,,,,,O. Toppin,1630167.0,2.0,,
459,PT06M18.00S,2025-10-24T01:20:32.1Z,3,REGULAR,2pt,Jump Shot,[],1628392,5.995400788436268,69.36274509803921,1610612760,62,66,2025-10-24T01:20:39Z,4580000,False,-97.0,4.0,1,left,MISS I. Hartenstein 9' floating Shot,[1628392],1610612760.0,OKC,floating,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,8-16 Left,9.69,Missed,,,,,,,,,,,,,,,,,,
460,PT06M15.00S,2025-10-24T01:20:35.1Z,3,REGULAR,rebound,defensive,[],1641716,,,1610612754,62,66,2025-10-24T01:20:39Z,4590000,False,,,0,,J. Walker REBOUND (Off:0 Def:1),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Mid-Range,8-16 Left,,,459.0,,,,,,,,1.0,1.0,0.0,,,,,,,
461,PT06M07.00S,2025-10-24T01:20:42.6Z,3,REGULAR,2pt,Jump Shot,[],1641767,81.68528252299606,25.245098039215684,1610612754,62,66,2025-10-24T01:20:47Z,4600000,False,-124.0,120.0,1,right,MISS B. Sheppard 17' turnaround Shot,[1641767],1610612754.0,IND,turnaround,,,Sheppard,B. Sheppard,,,,,Mid-Range,16-24 Left Center,17.22,Missed,,,,,,,,,,,,,,,,,,
462,PT06M05.00S,2025-10-24T01:20:44.6Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,62,66,2025-10-24T01:20:47Z,4610000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:5),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Left Center,,,461.0,,,,,,,,5.0,5.0,0.0,,,,,,,
463,PT05M50.00S,2025-10-24T01:20:58.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,6.1268068331143235,53.67647058823529,1610612760,62,66,2025-10-24T01:21:06Z,4620000,False,-18.0,5.0,1,left,MISS S. Gilgeous-Alexander driving finger roll Layup,[1628983],1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1.91,Missed,,,,,,,,,,,,,,,,,,
464,PT05M49.00S,2025-10-24T01:20:59.9Z,3,REGULAR,rebound,offensive,[],1642964,,,1610612760,62,66,2025-10-24T01:21:06Z,4630000,False,,,0,,B. Barnhizer REBOUND (Off:1 Def:2),[1642964],1610612760.0,OKC,,,,Barnhizer,B. Barnhizer,,,,,Restricted Area,0-8 Center,,,463.0,,,,,,,,3.0,2.0,1.0,,,,,,,
465,PT05M49.00S,2025-10-24T01:21:02.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1642964,5.590000152587891,50.0,1610612760,62,68,2025-10-24T01:21:02Z,4640000,False,0.0,0.0,1,left,B. Barnhizer tip DUNK (2 PTS),[1642964],1610612760.0,OKC,tip,,,Barnhizer,B. Barnhizer,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,2.0,,,,,,,,,,
466,PT05M41.00S,2025-10-24T01:21:10.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,92.72339027595268,55.88235294117647,1610612754,64,68,2025-10-24T01:21:15Z,4650000,False,29.0,16.0,1,right,B. Mathurin driving finger roll Layup (13 PTS),[1631097],1610612754.0,IND,driving finger roll,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,3.34,Made,,,,,,,,13.0,,,,,,,,,,
467,PT05M41.00S,2025-10-24T01:21:12.2Z,3,REGULAR,foul,personal,['1freethrow'],1642964,,,1610612754,64,68,2025-10-24T01:21:19Z,4660000,False,,,0,,B. Barnhizer shooting personal FOUL (3 PF) (Mathurin 1 FT),"[1642964, 1631097]",1610612760.0,OKC,shooting,,,Barnhizer,B. Barnhizer,,,,,Restricted Area,0-8 Center,,,,1155.0,3.0,0.0,Mathurin,1631097.0,,,,,,,,,,,,
469,PT05M41.00S,2025-10-24T01:21:20.3Z,3,REGULAR,substitution,out,[],1641767,,,1610612754,64,68,2025-10-24T01:22:09Z,4680000,False,,,0,,SUB out: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT05M41.00S,2025-10-24T01:21:20.3Z,3,REGULAR,substitution,out,[],1628983,,,1610612754,64,68,2025-10-24T01:22:09Z,4690000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT05M41.00S,2025-10-24T01:21:20.3Z,3,REGULAR,substitution,out,[],1630598,,,1610612754,64,68,2025-10-24T01:22:09Z,4700000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT05M41.00S,2025-10-24T01:21:20.3Z,3,REGULAR,substitution,out,[],1628392,,,1610612754,64,68,2025-10-24T01:22:09Z,4710000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT05M41.00S,2025-10-24T01:21:20.3Z,3,REGULAR,substitution,in,[],1643007,,,1610612754,64,68,2025-10-24T01:22:09Z,4720000,False,,,0,,SUB in: T. Peter,[1643007],1610612754.0,IND,,,,Peter,T. Peter,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT05M41.00S,2025-10-24T01:21:20.3Z,3,REGULAR,substitution,in,[],1631119,,,1610612754,64,68,2025-10-24T01:22:09Z,4730000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT05M41.00S,2025-10-24T01:21:20.3Z,3,REGULAR,substitution,in,[],1631096,,,1610612754,64,68,2025-10-24T01:22:09Z,4740000,False,,,0,,SUB in: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT05M41.00S,2025-10-24T01:21:20.3Z,3,REGULAR,substitution,in,[],1642349,,,1610612754,64,68,2025-10-24T01:22:09Z,4750000,False,,,0,,SUB in: A. Mitchell,[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT05M41.00S,2025-10-24T01:21:48.1Z,3,REGULAR,freethrow,1 of 1,[],1631097,,,1610612754,65,68,2025-10-24T01:21:48Z,4760000,False,,,0,,B. Mathurin Free Throw 1 of 1 (14 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,,,,,,,,14.0,,,,,,,,,,
478,PT05M27.00S,2025-10-24T01:22:03.7Z,3,REGULAR,3pt,Jump Shot,[],1631096,29.6484888304862,75.73529411764706,1610612760,65,68,2025-10-24T01:22:12Z,4770000,False,-129.0,226.0,1,left,MISS C. Holmgren 26' 3PT,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,26.03,Missed,,,,,,,,,,,,,,,,,,
479,PT05M23.00S,2025-10-24T01:22:07.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612754,65,68,2025-10-24T01:22:12Z,4780000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Left Center,,,478.0,,,,,,,,,,,,,,,,,
481,PT05M16.00S,2025-10-24T01:22:24.7Z,3,REGULAR,3pt,Jump Shot,[],1630167,79.188567674113,93.87254901960785,1610612754,65,68,2025-10-24T01:22:29Z,4800000,False,219.0,143.0,1,right,MISS O. Toppin 26' 3PT,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Right Center,26.19,Missed,,,,,,,,,,,,,,,,,,
482,PT05M14.00S,2025-10-24T01:22:26.7Z,3,REGULAR,rebound,defensive,[],1631096,,,1610612760,65,68,2025-10-24T01:22:29Z,4810000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:5),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Right Center,,,481.0,,,,,,,,5.0,5.0,0.0,,,,,,,
483,PT05M11.00S,2025-10-24T01:22:30.2Z,3,REGULAR,turnover,bad pass,[],1631096,,,1610612760,65,68,2025-10-24T01:22:33Z,4820000,False,,,0,,C. Holmgren bad pass TURNOVER (3 TO),"[1631096, 1641716]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,,,,,,,,,3.0,,,,,Walker,1641716.0,,,,,
484,PT05M11.00S,2025-10-24T01:22:30.2Z,3,REGULAR,steal,,[],1641716,,,1610612754,65,68,2025-10-24T01:22:31Z,4830000,False,,,0,,J. Walker STEAL (1 STL),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
485,PT05M08.00S,2025-10-24T01:22:33.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641716,91.01511169513797,49.50980392156863,1610612754,65,68,2025-10-24T01:22:59Z,4840000,False,-2.0,32.0,1,right,MISS J. Walker driving finger roll Layup,[1641716],1610612754.0,IND,driving finger roll,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,3.21,Missed,,,,,,,,,,,,,,,,,,
486,PT05M07.00S,2025-10-24T01:22:34.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,65,68,2025-10-24T01:22:42Z,4850000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Restricted Area,0-8 Center,,,485.0,,,,,,,,,,,,,,,,,
488,PT05M00.00S,2025-10-24T01:23:03.0Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1641716,82.21090670170827,96.81372549019608,1610612754,68,68,2025-10-24T01:23:07Z,4870000,False,234.0,115.0,1,right,J. Walker 26' 3PT step back (5 PTS) (T. Peter 1 AST),"[1641716, 1643007]",1610612754.0,IND,step back,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right Center,26.07,Made,,,,,,,,5.0,,,,,,T. Peter,1643007.0,1.0,,
490,PT04M38.00S,2025-10-24T01:23:24.9Z,3,REGULAR,turnover,out-of-bounds,[],1631119,,,1610612760,68,68,2025-10-24T01:23:29Z,4890000,False,,,0,,J. Williams bad pass out-of-bounds TURNOVER (2 TO),[1631119],1610612760.0,OKC,bad pass,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left,,,,1628171.0,,,,,2.0,,,,,,,,,,,
491,PT04M34.00S,2025-10-24T01:23:36.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631097,79.188567674113,2.941176470588235,1610612754,68,68,2025-10-24T01:23:41Z,4900000,False,-235.0,143.0,1,right,MISS B. Mathurin 27' pullup 3PT,[1631097],1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,27.54,Missed,,,,,,,,,,,,,,,,,,
492,PT04M31.00S,2025-10-24T01:23:39.8Z,3,REGULAR,rebound,defensive,[],1629652,,,1610612760,68,68,2025-10-24T01:23:43Z,4910000,False,,,0,,L. Dort REBOUND (Off:2 Def:2),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,,,491.0,,,,,,,,4.0,2.0,2.0,,,,,,,
493,PT04M25.00S,2025-10-24T01:23:48.5Z,3,REGULAR,foul,personal,['2freethrow'],1630643,,,1610612760,68,68,2025-10-24T01:23:55Z,4920000,False,,,0,,J. Huff shooting personal FOUL (1 PF) (Dort 2 FT),"[1630643, 1629652]",1610612754.0,IND,shooting,,,Huff,J. Huff,,,,,In The Paint (Non-RA),8-16 Center,,,,1155.0,1.0,0.0,Dort,1629652.0,,,,,,,,,,,,
495,PT04M25.00S,2025-10-24T01:24:20.8Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1629652,,,1610612760,68,69,2025-10-24T01:24:20Z,4940000,False,,,0,,L. Dort Free Throw 1 of 2 (6 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Made,,,,,,,,6.0,,,,,,,,,,
496,PT04M25.00S,2025-10-24T01:24:37.2Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1629652,,,1610612760,68,70,2025-10-24T01:24:37Z,4950000,False,,,0,,L. Dort Free Throw 2 of 2 (7 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Made,,,,,,,,7.0,,,,,,,,,,
497,PT04M08.00S,2025-10-24T01:24:55.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630643,91.14651773981603,56.372549019607845,1610612754,68,70,2025-10-24T01:24:59Z,4960000,False,32.0,31.0,1,right,MISS J. Huff driving finger roll Layup,[1630643],1610612754.0,IND,driving finger roll,,,Huff,J. Huff,,,,,In The Paint (Non-RA),0-8 Center,4.43,Missed,,,,,,,,,,,,,,,,,,
498,PT04M08.00S,2025-10-24T01:24:55.8Z,3,REGULAR,rebound,defensive,[],1631119,,,1610612760,68,70,2025-10-24T01:25:12Z,4970000,False,,,0,,J. Williams REBOUND (Off:0 Def:2),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,497.0,,,,,,,,2.0,2.0,0.0,,,,,,,
499,PT04M01.00S,2025-10-24T01:25:03.6Z,3,REGULAR,3pt,Jump Shot,[],1629652,9.017739816031538,3.9215686274509802,1610612760,68,70,2025-10-24T01:25:08Z,4980000,False,230.0,32.0,1,left,MISS L. Dort 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Right Corner 3,24+ Right,23.27,Missed,,,,,,,,,,,,,,,,,,
