actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-12-14T20:10:33.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-12-14T20:10:33Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-12-14T20:10:36.2Z,1,REGULAR,jumpball,recovered,[],1627783,,,1610612754,0,0,2025-12-14T20:10:36Z,40000,False,,,0,,Jump Ball J. Huff vs. M. Bagley III: Tip to P. Siakam,"[1627783, 1630643, 1628963]",1610612754.0,IND,startperiod,P. Siakam,1627783.0,Siakam,P. Siakam,Huff,1630643.0,Bagley III,1628963.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2025-12-14T20:10:57.1Z,1,REGULAR,3pt,Jump Shot,[],1629614,66.83639947437582,42.15686274509804,1610612754,0,0,2025-12-14T20:11:04Z,70000,False,-39.0,259.0,1,right,MISS A. Nembhard 26' step back 3PT,[1629614],1610612754.0,IND,step back,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,26.21,Missed,,,,,,,,,,,,,,,,,,
8,PT11M32.00S,2025-12-14T20:11:01.1Z,1,REGULAR,rebound,defensive,[],1630551,,,1610612764,0,0,2025-12-14T20:11:04Z,80000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M20.00S,2025-12-14T20:11:12.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,6.1268068331143235,51.9607843137255,1610612764,0,2,2025-12-14T20:11:16Z,90000,False,-10.0,5.0,1,left,M. Bagley III Layup (2 PTS) (B. Carrington 1 AST),"[1628963, 1642267]",1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,1.1,Made,,,,,2.0,B. Carrington,1642267.0,1.0,,,,,,,,,,
11,PT10M54.00S,2025-12-14T20:11:38.2Z,1,REGULAR,3pt,Jump Shot,[],1629614,67.7562417871222,15.196078431372548,1610612754,0,2,2025-12-14T20:11:42Z,110000,False,-174.0,251.0,1,right,MISS A. Nembhard 30' 3PT,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,30.51,Missed,,,,,,,,,,,,,,,,,,
12,PT10M51.00S,2025-12-14T20:11:41.2Z,1,REGULAR,rebound,defensive,[],1630551,,,1610612764,0,2,2025-12-14T20:11:42Z,120000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:2),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,,11.0,2.0,2.0,0.0,,,,,,,,,,,,,,
13,PT10M45.00S,2025-12-14T20:11:47.5Z,1,REGULAR,2pt,Jump Shot,[],203468,20.97568988173456,43.627450980392155,1610612764,0,4,2025-12-14T20:13:43Z,130000,False,32.0,145.0,1,left,C. McCollum 14' step back Jump Shot (2 PTS),[203468],1610612764.0,WAS,step back,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Center,14.82,Made,,,,,2.0,,,,,,,,,,,,,
14,PT10M43.00S,2025-12-14T20:11:53.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,0,4,2025-12-14T20:11:53Z,140000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,PT10M30.00S,2025-12-14T20:15:02.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,91.80354796320631,54.65686274509803,1610612754,2,4,2025-12-14T20:15:30Z,150000,False,23.0,25.0,1,right,P. Siakam driving Layup (2 PTS) (A. Nembhard 1 AST),"[1627783, 1629614]",1610612754.0,IND,driving,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,3.38,Made,,,,,2.0,A. Nembhard,1629614.0,1.0,,,,,,,,,,
