actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
35,PT09M21.00S,2026-03-18T23:44:12.2Z,1,REGULAR,rebound,defensive,[],1641716,,,1610612754,0,6,2026-03-18T23:44:13Z,350000,False,,,0,,J. Walker REBOUND (Off:0 Def:1),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,,
36,PT09M14.00S,2026-03-18T23:44:20.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,94.43166885676742,48.77450980392157,1610612754,2,6,2026-03-18T23:44:24Z,360000,False,-6.0,0.0,1,right,I. Zubac cutting DUNK (2 PTS) (T. McConnell 1 AST),"[1627826, 204456]",1610612754.0,IND,cutting,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,0.61,Made,,,,,,,,,,,,2.0,T. McConnell,204456.0,1.0,,,
38,PT09M14.00S,2026-03-18T23:44:23.8Z,1,REGULAR,foul,personal,['1freethrow'],1642270,,,1610612754,2,6,2026-03-18T23:44:29Z,380000,False,,,0,,D. Clingan shooting personal FOUL (1 PF) (Zubac 1 FT),"[1642270, 1627826]",1610612757.0,POR,shooting,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,,,,,,1629183.0,1.0,0.0,Zubac,1627826.0,,,,,,,
40,PT09M14.00S,2026-03-18T23:44:45.0Z,1,REGULAR,freethrow,1 of 1,[],1627826,,,1610612754,3,6,2026-03-18T23:44:45Z,400000,False,,,0,,I. Zubac Free Throw 1 of 1 (3 PTS),[1627826],1610612754.0,IND,,,,Zubac,I. Zubac,,,,,,,,Made,,,,,,,,,,,,3.0,,,,,,
41,PT08M59.00S,2026-03-18T23:45:04.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642270,7.046649145860711,48.77450980392157,1610612757,3,6,2026-03-18T23:45:08Z,410000,False,6.0,14.0,1,left,MISS D. Clingan alley-oop DUNK,[1642270],1610612757.0,POR,alley-oop,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,1.5,Missed,,,,,,,,,,,,,,,,,,
42,PT08M56.00S,2026-03-18T23:45:07.6Z,1,REGULAR,rebound,offensive,[],203924,,,1610612757,3,6,2026-03-18T23:45:08Z,420000,False,,,0,,J. Grant REBOUND (Off:1 Def:0),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,41.0,1.0,0.0,1.0,,,,,,,,,,,,,,
43,PT08M55.00S,2026-03-18T23:45:07.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641739,28.991458607095925,22.058823529411764,1610612757,3,6,2026-03-18T23:45:12Z,430000,False,140.0,220.0,1,left,MISS T. Camara 26' 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,26.06,Missed,,,,,,,,,,,,,,,,,,
44,PT08M52.00S,2026-03-18T23:45:10.8Z,1,REGULAR,rebound,offensive,[],1642270,,,1610612757,3,6,2026-03-18T23:45:12Z,440000,False,,,0,,D. Clingan REBOUND (Off:1 Def:1),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Right Center,,,43.0,2.0,1.0,1.0,,,,,,,,,,,,,,
45,PT08M52.00S,2026-03-18T23:45:11.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642270,3.892904073587385,50.98039215686274,1610612757,3,8,2026-03-18T23:45:14Z,450000,False,-5.0,-16.0,1,left,D. Clingan putback Layup (4 PTS),[1642270],1610612757.0,POR,putback,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,1.66,Made,,,,,,,,,,,,4.0,,,,,,
46,PT08M38.00S,2026-03-18T23:45:24.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627826,94.43166885676742,49.01960784313725,1610612754,3,8,2026-03-18T23:57:24Z,460000,False,-5.0,0.0,1,right,MISS I. Zubac driving Layup - blocked,"[1627826, 1642270]",1610612754.0,IND,driving,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,0.49,Missed,,,,,Clingan,1642270.0,,,,,,,,,,,,
47,PT08M38.00S,2026-03-18T23:45:24.9Z,1,REGULAR,block,,[],1642270,,,1610612754,3,8,2026-03-18T23:45:27Z,470000,False,,,0,,D. Clingan BLOCK (1 BLK),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
48,PT08M35.00S,2026-03-18T23:45:27.9Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612754,3,8,2026-03-18T23:45:28Z,480000,False,,,0,,I. Zubac REBOUND (Off:2 Def:0),[1627826],1610612754.0,IND,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,46.0,2.0,0.0,2.0,,,,,,,,,,,,,,
49,PT08M33.00S,2026-03-18T23:45:29.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630174,93.11760840998686,59.068627450980394,1610612754,3,8,2026-03-18T23:57:54Z,490000,False,45.0,12.0,1,right,MISS A. Nesmith driving floating Shot - blocked,"[1630174, 1642270]",1610612754.0,IND,driving floating,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),0-8 Center,4.69,Missed,,,,,Clingan,1642270.0,,,,,,,,,,,,
50,PT08M33.00S,2026-03-18T23:45:29.2Z,1,REGULAR,block,,[],1642270,,,1610612754,3,8,2026-03-18T23:45:31Z,500000,False,,,0,,D. Clingan BLOCK (2 BLK),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
51,PT08M31.00S,2026-03-18T23:45:31.2Z,1,REGULAR,rebound,offensive,[],1630174,,,1610612754,3,8,2026-03-18T23:45:32Z,510000,False,,,0,,A. Nesmith REBOUND (Off:1 Def:0),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),0-8 Center,,,49.0,1.0,0.0,1.0,,,,,,,,,,,,,,
52,PT08M30.00S,2026-03-18T23:45:32.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630174,94.56307490144546,50.49019607843137,1610612754,5,8,2026-03-18T23:45:38Z,520000,False,2.0,-1.0,1,right,A. Nesmith reverse Layup (2 PTS),[1630174],1610612754.0,IND,reverse,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,0.29,Made,,,,,,,,,,,,2.0,,,,,,
53,PT08M23.00S,2026-03-18T23:45:39.9Z,1,REGULAR,3pt,Jump Shot,[],1642270,34.247700394218136,43.627450980392155,1610612757,5,11,2026-03-18T23:45:45Z,530000,False,32.0,269.0,1,left,D. Clingan 27' 3PT  (7 PTS) (J. Holiday 2 AST),"[1642270, 201950]",1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Center,27.13,Made,,,,,,,,,,,,7.0,J. Holiday,201950.0,2.0,,,
55,PT08M13.00S,2026-03-18T23:45:49.8Z,1,REGULAR,3pt,Jump Shot,[],1630174,94.95729303547962,98.0392156862745,1610612754,8,11,2026-03-18T23:45:53Z,550000,False,240.0,-5.0,1,right,A. Nesmith 24' 3PT  (5 PTS) (T. McConnell 2 AST),"[1630174, 204456]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Right Corner 3,24+ Right,24.03,Made,,,,,,,,,,,,5.0,T. McConnell,204456.0,2.0,,,
57,PT07M58.00S,2026-03-18T23:46:04.6Z,1,REGULAR,3pt,Jump Shot,[],203924,4.681340341655716,0.0,1610612757,8,11,2026-03-18T23:46:10Z,570000,False,250.0,-8.0,1,left,MISS J. Grant 25' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Right Corner 3,24+ Right,25.01,Missed,,,,,,,,,,,,,,,,,,
58,PT07M54.00S,2026-03-18T23:46:08.6Z,1,REGULAR,rebound,offensive,[],1642270,,,1610612757,8,11,2026-03-18T23:46:10Z,580000,False,,,0,,D. Clingan REBOUND (Off:2 Def:1),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Right Corner 3,24+ Right,,,57.0,3.0,1.0,2.0,,,,,,,,,,,,,,
59,PT07M54.00S,2026-03-18T23:46:08.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642270,5.590000152587891,50.0,1610612757,8,13,2026-03-18T23:46:08Z,590000,False,0.0,0.0,1,left,D. Clingan putback Layup (9 PTS),[1642270],1610612757.0,POR,putback,,,Clingan,D. Clingan,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,,9.0,,,,,,
60,PT07M41.00S,2026-03-18T23:46:21.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630174,85.75886990801577,49.50980392156863,1610612754,10,13,2026-03-18T23:46:26Z,600000,False,-2.0,81.0,1,right,A. Nesmith 8' driving floating Jump Shot (7 PTS) (I. Zubac 1 AST),"[1630174, 1627826]",1610612754.0,IND,driving floating,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),8-16 Center,8.14,Made,,,,,,,,,,,,7.0,I. Zubac,1627826.0,1.0,,,
62,PT07M25.00S,2026-03-18T23:46:37.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,6.1268068331143235,53.67647058823529,1610612757,10,15,2026-03-18T23:46:45Z,620000,False,-18.0,5.0,1,left,D. Avdija reverse Layup (4 PTS) (D. Clingan 1 AST),"[1630166, 1642270]",1610612757.0,POR,reverse,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,1.91,Made,,,,,,,,,,,,4.0,D. Clingan,1642270.0,1.0,,,
64,PT07M25.00S,2026-03-18T23:46:41.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,10,15,2026-03-18T23:46:41Z,640000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M25.00S,2026-03-18T23:49:22.0Z,1,REGULAR,substitution,out,[],204456,,,1610612754,10,15,2026-03-18T23:49:51Z,650000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M25.00S,2026-03-18T23:49:22.0Z,1,REGULAR,substitution,out,[],1641771,,,1610612754,10,15,2026-03-18T23:49:51Z,660000,False,,,0,,SUB out: J. Slawson,[1641771],1610612754.0,IND,,,,Slawson,J. Slawson,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT07M25.00S,2026-03-18T23:49:22.0Z,1,REGULAR,substitution,out,[],1627826,,,1610612754,10,15,2026-03-18T23:49:51Z,670000,False,,,0,,SUB out: I. Zubac,[1627826],1610612754.0,IND,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT07M25.00S,2026-03-18T23:49:22.0Z,1,REGULAR,substitution,out,[],201950,,,1610612754,10,15,2026-03-18T23:49:51Z,680000,False,,,0,,SUB out: J. Holiday,[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT07M25.00S,2026-03-18T23:49:22.0Z,1,REGULAR,substitution,in,[],1630643,,,1610612754,10,15,2026-03-18T23:49:51Z,690000,False,,,0,,SUB in: J. Huff,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT07M25.00S,2026-03-18T23:49:22.0Z,1,REGULAR,substitution,in,[],1641767,,,1610612754,10,15,2026-03-18T23:49:51Z,700000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT07M25.00S,2026-03-18T23:49:22.0Z,1,REGULAR,substitution,in,[],1631245,,,1610612754,10,15,2026-03-18T23:49:51Z,710000,False,,,0,,SUB in: Q. Jackson,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT07M25.00S,2026-03-18T23:49:22.0Z,1,REGULAR,substitution,in,[],1629680,,,1610612754,10,15,2026-03-18T23:49:51Z,720000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT07M08.00S,2026-03-18T23:50:19.2Z,1,REGULAR,2pt,Jump Shot,[],1630174,79.84559789750328,32.84313725490196,1610612754,12,15,2026-03-18T23:50:23Z,730000,False,-86.0,137.0,1,right,A. Nesmith 16' fadeaway Jump Shot (9 PTS),[1630174],1610612754.0,IND,fadeaway,,,Nesmith,A. Nesmith,,,,,Mid-Range,16-24 Left Center,16.16,Made,,,,,,,,,,,,9.0,,,,,,
74,PT06M49.00S,2026-03-18T23:50:37.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629680,10.726018396846255,55.392156862745104,1610612757,12,15,2026-03-18T23:50:41Z,740000,False,-27.0,48.0,1,left,MISS M. Thybulle driving floating Shot,[1629680],1610612757.0,POR,driving floating,,,Thybulle,M. Thybulle,,,,,In The Paint (Non-RA),0-8 Center,5.53,Missed,,,,,,,,,,,,,,,,,,
75,PT06M47.00S,2026-03-18T23:50:39.2Z,1,REGULAR,rebound,offensive,[],1642270,,,1610612757,12,15,2026-03-18T23:50:41Z,750000,False,,,0,,D. Clingan REBOUND (Off:3 Def:1),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,74.0,4.0,1.0,3.0,,,,,,,,,,,,,,
76,PT06M43.00S,2026-03-18T23:50:43.8Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1642270,7.046649145860711,46.81372549019608,1610612757,12,17,2026-03-19T00:00:45Z,760000,False,16.0,14.0,1,left,D. Clingan turnaround Hook (11 PTS),[1642270],1610612757.0,POR,turnaround,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,2.1,Made,,,,,,,,,,,,11.0,,,,,,
77,PT06M43.00S,2026-03-18T23:50:46.3Z,1,REGULAR,foul,personal,['1freethrow'],1630643,,,1610612757,12,17,2026-03-18T23:50:58Z,770000,False,,,0,,J. Huff shooting personal FOUL (1 PF) (Clingan 1 FT),"[1630643, 1642270]",1610612754.0,IND,shooting,,,Huff,J. Huff,,,,,Restricted Area,0-8 Center,,,,,,,,,1179.0,1.0,0.0,Clingan,1642270.0,,,,,,,
79,PT06M43.00S,2026-03-18T23:51:09.5Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1642270,,,1610612757,12,18,2026-03-18T23:51:09Z,790000,False,,,0,,D. Clingan Free Throw 1 of 1 (12 PTS),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,Made,,,,,,,,,,,,12.0,,,,,,
80,PT06M33.00S,2026-03-18T23:51:22.6Z,1,REGULAR,3pt,Jump Shot,[],1630643,66.83639947437582,53.92156862745098,1610612754,15,18,2026-03-18T23:51:27Z,800000,False,20.0,259.0,1,right,J. Huff 25' 3PT pullup (3 PTS) (Q. Jackson 1 AST),"[1630643, 1631245]",1610612754.0,IND,pullup,,,Huff,J. Huff,,,,,Above the Break 3,24+ Center,25.99,Made,,,,,,,,,,,,3.0,Q. Jackson,1631245.0,1.0,,,
82,PT06M17.00S,2026-03-18T23:51:38.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630166,8.360709592641262,38.23529411764706,1610612757,15,18,2026-03-19T00:04:10Z,820000,False,59.0,26.0,1,left,MISS D. Avdija 6' driving floating bank Shot,[1630166],1610612757.0,POR,driving floating bank,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,6.43,Missed,,,,,,,,,,,,,,,,,,
83,PT06M15.00S,2026-03-18T23:51:40.5Z,1,REGULAR,rebound,offensive,[],1642270,,,1610612757,15,18,2026-03-18T23:51:44Z,830000,False,,,0,,D. Clingan REBOUND (Off:4 Def:1),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,82.0,5.0,1.0,4.0,,,,,,,,,,,,,,
84,PT06M14.00S,2026-03-18T23:51:41.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642270,4.418528252299605,51.9607843137255,1610612757,15,20,2026-03-18T23:51:47Z,840000,False,-10.0,-11.0,1,left,D. Clingan putback Layup (14 PTS),[1642270],1610612757.0,POR,putback,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,,,,,,,,14.0,,,,,,
85,PT06M02.00S,2026-03-18T23:51:52.6Z,1,REGULAR,2pt,Jump Shot,[],1641716,78.79434954007884,46.81372549019608,1610612754,17,20,2026-03-18T23:51:55Z,850000,False,-16.0,147.0,1,right,J. Walker 14' pullup Jump Shot (2 PTS),[1641716],1610612754.0,IND,pullup,,,Walker,J. Walker,,,,,Mid-Range,8-16 Center,14.77,Made,,,,,,,,,,,,2.0,,,,,,
