actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2025-12-19T00:10:39.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-12-19T00:10:39Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-12-19T00:10:41.2Z,1,REGULAR,jumpball,recovered,[],1627783,,,1610612754,0,0,2025-12-19T00:10:41Z,40000,False,,,0,,Jump Ball J. Huff vs. A. Hukporti: Tip to P. Siakam,"[1627783, 1630643, 1630574]",1610612754.0,IND,startperiod,P. Siakam,1627783.0,Siakam,P. Siakam,Huff,1630643.0,Hukporti,1630574.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2025-12-19T00:10:55.4Z,1,REGULAR,turnover,lost ball,[],1629614,,,1610612754,0,0,2025-12-19T00:10:58Z,70000,False,,,0,,A. Nembhard lost ball TURNOVER (1 TO),"[1629614, 1628973]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Right Center,1.0,Brunson,1628973.0,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2025-12-19T00:10:55.4Z,1,REGULAR,steal,,[],1628973,,,1610612752,0,0,2025-12-19T00:10:56Z,80000,False,,,0,,J. Brunson STEAL (1 STL),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
9,PT11M40.00S,2025-12-19T00:10:58.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642885,5.338370565045992,55.392156862745104,1610612752,0,2,2025-12-19T00:11:05Z,90000,False,-27.0,-2.0,1,left,M. Diawara running finger roll Layup (2 PTS) (J. Brunson 1 AST),"[1642885, 1628973]",1610612752.0,NYK,running finger roll,,,Diawara,M. Diawara,,,,,Restricted Area,0-8 Center,,,,2.71,Made,2.0,J. Brunson,1628973.0,1.0,,,,,,,,,,,
11,PT11M27.00S,2025-12-19T00:11:11.5Z,1,REGULAR,2pt,Jump Shot,[],1631097,78.26872536136662,31.862745098039213,1610612754,0,2,2025-12-19T00:11:16Z,110000,False,-91.0,152.0,1,right,MISS B. Mathurin 17' pullup Shot,[1631097],1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Mid-Range,16-24 Left Center,,,,17.68,Missed,,,,,,,,,,,,,,,
12,PT11M24.00S,2025-12-19T00:11:15.0Z,1,REGULAR,rebound,offensive,[],1630643,,,1610612754,0,2,2025-12-19T00:11:15Z,120000,False,,,0,,J. Huff REBOUND (Off:1 Def:0),[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,11.0,1.0,0.0,1.0,,,,,,,
13,PT11M22.00S,2025-12-19T00:11:16.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629614,64.86530880420499,47.30392156862745,1610612754,3,2,2025-12-19T00:11:19Z,130000,False,-13.0,278.0,1,right,A. Nembhard 27' 3PT  (3 PTS) (J. Huff 1 AST),"[1629614, 1630643]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,,,,27.81,Made,3.0,J. Huff,1630643.0,1.0,,,,,,,,,,,
15,PT11M05.00S,2025-12-19T00:11:33.3Z,1,REGULAR,3pt,Jump Shot,[],1628384,32.14520367936925,39.705882352941174,1610612752,3,2,2025-12-19T00:11:38Z,150000,False,51.0,250.0,1,left,MISS O. Anunoby 25' 3PT,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Center,,,,25.5,Missed,,,,,,,,,,,,,,,
16,PT11M01.00S,2025-12-19T00:11:37.3Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,3,2,2025-12-19T00:11:38Z,160000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,
