actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
593,PT09M23.00S,2025-11-04T02:09:21.1Z,4,REGULAR,turnover,traveling,[],1627783,,,1610612754,84,94,2025-11-04T02:09:26Z,5900000,False,,,0,,P. Siakam traveling TURNOVER (3 TO),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,101284.0,,,,,3.0,,,,,,
594,PT09M09.00S,2025-11-04T02:09:47.4Z,4,REGULAR,turnover,lost ball,[],1626171,,,1610612749,84,94,2025-11-04T02:09:51Z,5910000,False,,,0,,B. Portis lost ball TURNOVER (2 TO),"[1626171, 1641767]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,2.0,Sheppard,1641767.0,,,,
595,PT09M09.00S,2025-11-04T02:09:47.4Z,4,REGULAR,steal,,[],1641767,,,1610612754,84,94,2025-11-04T02:09:48Z,5920000,False,,,0,,B. Sheppard STEAL (1 STL),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
596,PT09M05.00S,2025-11-04T02:09:51.4Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1643007,9.937582128777924,2.450980392156863,1610612754,84,94,2025-11-04T02:09:55Z,5930000,False,238.0,41.0,1,left,MISS T. Peter 24' running 3PT,[1643007],1610612754.0,IND,running,,,Peter,T. Peter,,,,,Right Corner 3,24+ Right,24.12,Missed,,,,,,,,,,,,,,,,,,
597,PT09M03.00S,2025-11-04T02:09:54.4Z,4,REGULAR,rebound,offensive,[],1627783,,,1610612754,84,94,2025-11-04T02:09:54Z,5940000,False,,,0,,P. Siakam REBOUND (Off:2 Def:3),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Right Corner 3,24+ Right,,,,,596.0,5.0,3.0,2.0,,,,,,,,,,,,
598,PT08M56.00S,2025-11-04T02:10:01.0Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1641716,28.86005256241787,28.186274509803923,1610612754,87,94,2025-11-04T02:10:04Z,5950000,False,109.0,219.0,1,left,J. Walker 24' 3PT  (13 PTS) (P. Siakam 5 AST),"[1641716, 1627783]",1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right Center,24.45,Made,,,,,,,,,,,,,,,13.0,P. Siakam,1627783.0,5.0
600,PT08M40.00S,2025-11-04T02:10:17.1Z,4,REGULAR,3pt,Jump Shot,[],1630175,64.60249671484888,50.49019607843137,1610612749,87,97,2025-11-04T02:10:21Z,5970000,False,2.0,280.0,1,right,C. Anthony 28' 3PT pullup (11 PTS),[1630175],1610612749.0,MIL,pullup,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Center,28.02,Made,,,,,,,,,,,,,,,11.0,,,
601,PT08M26.00S,2025-11-04T02:10:30.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641716,7.835085413929041,50.73529411764706,1610612754,89,97,2025-11-04T02:11:36Z,5980000,False,-4.0,21.0,1,left,J. Walker driving finger roll Layup (15 PTS) (B. Sheppard 1 AST),"[1641716, 1641767]",1610612754.0,IND,driving finger roll,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,2.14,Made,,,,,,,,,,,,,,,15.0,B. Sheppard,1641767.0,1.0
603,PT08M08.00S,2025-11-04T02:10:49.0Z,4,REGULAR,3pt,Jump Shot,[],1631260,94.95729303547962,97.05882352941177,1610612749,89,100,2025-11-04T02:10:52Z,6000000,False,235.0,-5.0,1,right,A. Green 3PT  (9 PTS) (B. Portis 1 AST),"[1631260, 1626171]",1610612749.0,MIL,,,,Green,A. Green,,,,,Right Corner 3,24+ Right,23.54,Made,,,,,,,,,,,,,,,9.0,B. Portis,1626171.0,1.0
606,PT07M53.00S,2025-11-04T02:11:06.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,15.850854139290407,37.745098039215684,1610612754,91,100,2025-11-04T02:12:27Z,6030000,False,61.0,96.0,1,left,P. Siakam 11' driving floating bank Jump Shot (25 PTS),[1627783],1610612754.0,IND,driving floating bank,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Right,11.43,Made,,,,,,,,,,,,,,,25.0,,,
607,PT07M53.00S,2025-11-04T02:11:09.0Z,4,REGULAR,foul,personal,['1freethrow'],1626171,,,1610612754,91,100,2025-11-04T02:11:16Z,6040000,False,,,0,,B. Portis shooting personal FOUL (3 PF) (Siakam 1 FT),"[1626171, 1627783]",1610612749.0,MIL,shooting,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,1627529.0,3.0,0.0,Siakam,1627783.0,,,,,,,
609,PT07M53.00S,2025-11-04T02:11:16.5Z,4,REGULAR,substitution,out,[],1630526,,,1610612754,91,100,2025-11-04T02:11:36Z,6060000,False,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612754.0,IND,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT07M53.00S,2025-11-04T02:11:16.5Z,4,REGULAR,substitution,out,[],1627752,,,1610612754,91,100,2025-11-04T02:11:36Z,6070000,False,,,0,,SUB out: T. Prince,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT07M53.00S,2025-11-04T02:11:16.5Z,4,REGULAR,substitution,out,[],1628398,,,1610612754,91,100,2025-11-04T02:11:36Z,6080000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT07M53.00S,2025-11-04T02:11:16.5Z,4,REGULAR,substitution,in,[],1630543,,,1610612754,91,100,2025-11-04T02:11:36Z,6090000,False,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT07M53.00S,2025-11-04T02:11:16.5Z,4,REGULAR,substitution,in,[],203507,,,1610612754,91,100,2025-11-04T02:11:36Z,6100000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT07M53.00S,2025-11-04T02:11:16.5Z,4,REGULAR,substitution,in,[],1629018,,,1610612754,91,100,2025-11-04T02:11:36Z,6110000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT07M53.00S,2025-11-04T02:11:50.7Z,4,REGULAR,freethrow,1 of 1,[],1627783,,,1610612754,92,100,2025-11-04T02:11:50Z,6120000,False,,,0,,P. Siakam Free Throw 1 of 1 (26 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,,,,,,,,,,,26.0,,,
616,PT07M43.00S,2025-11-04T02:12:01.9Z,4,REGULAR,3pt,Jump Shot,[],1631260,91.80354796320631,96.32352941176471,1610612749,92,103,2025-11-04T02:12:05Z,6130000,False,232.0,25.0,1,right,A. Green 3PT  (12 PTS) (C. Anthony 4 AST),"[1631260, 1630175]",1610612749.0,MIL,,,,Green,A. Green,,,,,Right Corner 3,24+ Right,23.29,Made,,,,,,,,,,,,,,,12.0,C. Anthony,1630175.0,4.0
618,PT07M33.00S,2025-11-04T02:12:13.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,6.915243101182654,43.872549019607845,1610612754,94,103,2025-11-04T02:12:16Z,6150000,False,31.0,13.0,1,left,P. Siakam driving finger roll Layup (28 PTS),[1627783],1610612754.0,IND,driving finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,3.31,Made,,,,,,,,,,,,,,,28.0,,,
620,PT07M11.00S,2025-11-04T02:12:48.3Z,4,REGULAR,3pt,Jump Shot,[],1626171,70.12155059132719,75.73529411764706,1610612749,94,106,2025-11-04T02:12:52Z,6170000,False,129.0,228.0,1,right,B. Portis 26' 3PT  (8 PTS) (G. Antetokounmpo 5 AST),"[1626171, 203507]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Right Center,26.22,Made,,,,,,,,,,,,,,,8.0,G. Antetokounmpo,203507.0,5.0
622,PT06M56.00S,2025-11-04T02:13:03.4Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630543,10.33180026281209,48.529411764705884,1610612754,96,106,2025-11-04T02:14:09Z,6190000,False,7.0,45.0,1,left,I. Jackson driving Hook (16 PTS) (B. Sheppard 2 AST),"[1630543, 1641767]",1610612754.0,IND,driving,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),0-8 Center,4.52,Made,,,,,,,,,,,,,,,16.0,B. Sheppard,1641767.0,2.0
624,PT06M43.00S,2025-11-04T02:13:17.8Z,4,REGULAR,foul,personal,['2freethrow'],1627783,,,1610612749,96,106,2025-11-04T02:13:27Z,6210000,False,,,0,,P. Siakam shooting personal FOUL (2 PF) (Antetokounmpo 2 FT),"[1627783, 203507]",1610612754.0,IND,shooting,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,101284.0,2.0,0.0,Antetokounmpo,203507.0,,,,,,,
626,PT06M43.00S,2025-11-04T02:13:26.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,96,106,2025-11-04T02:13:26Z,6230000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT06M43.00S,2025-11-04T02:15:57.0Z,4,REGULAR,substitution,out,[],1641767,,,1610612749,96,106,2025-11-04T02:16:08Z,6240000,False,,,0,,SUB out: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT06M43.00S,2025-11-04T02:15:57.0Z,4,REGULAR,substitution,in,[],1630526,,,1610612749,96,106,2025-11-04T02:16:08Z,6250000,False,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612754.0,IND,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT06M43.00S,2025-11-04T02:16:39.1Z,4,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,96,106,2025-11-04T02:16:39Z,6260000,False,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
630,PT06M43.00S,2025-11-04T02:16:39.1Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,96,106,2025-11-04T02:16:39Z,6270000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,629.0,,,,,,,,,,,,,,,
631,PT06M43.00S,2025-11-04T02:17:00.4Z,4,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,96,107,2025-11-04T02:17:00Z,6280000,False,,,0,,G. Antetokounmpo Free Throw 2 of 2 (29 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,,,,,,,,,,,29.0,,,
632,PT06M29.00S,2025-11-04T02:17:14.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630526,9.017739816031538,46.81372549019608,1610612754,98,107,2025-11-04T02:17:21Z,6290000,False,16.0,32.0,1,left,J. Robinson-Earl alley-oop Layup (2 PTS) (P. Siakam 6 AST),"[1630526, 1627783]",1610612754.0,IND,alley-oop,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,3.6,Made,,,,,,,,,,,,,,,2.0,P. Siakam,1627783.0,6.0
634,PT06M12.00S,2025-11-04T02:17:32.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,86.02168199737189,49.01960784313725,1610612749,98,107,2025-11-04T02:17:36Z,6310000,False,-5.0,79.0,1,right,MISS C. Anthony 7' driving finger roll Layup,[1630175],1610612749.0,MIL,driving finger roll,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,7.91,Missed,,,,,,,,,,,,,,,,,,
635,PT06M10.00S,2025-11-04T02:17:34.7Z,4,REGULAR,rebound,offensive,[],203507,,,1610612749,98,107,2025-11-04T02:21:35Z,6320000,False,,,0,,G. Antetokounmpo REBOUND (Off:3 Def:6),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,634.0,9.0,6.0,3.0,,,,,,,,,,,,
636,PT06M10.00S,2025-11-04T02:17:35.9Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203507,94.40999984741211,50.0,1610612749,98,107,2025-11-04T02:21:43Z,6330000,False,0.0,0.0,1,right,MISS G. Antetokounmpo tip Layup,[203507],1610612749.0,MIL,tip,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
637,PT06M09.00S,2025-11-04T02:17:36.9Z,4,REGULAR,rebound,offensive,[],203507,,,1610612749,98,107,2025-11-04T02:21:43Z,6340000,False,,,0,,G. Antetokounmpo REBOUND (Off:4 Def:6),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,636.0,10.0,6.0,4.0,,,,,,,,,,,,
666,PT06M09.00S,2025-11-04T02:17:36.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203507,91.27792378449409,49.26470588235294,1610612749,98,107,2025-11-04T02:22:03Z,6345000,False,-4.0,29.0,1,right,MISS G. Antetokounmpo tip Layup,[203507],1610612749.0,MIL,tip,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.97,Missed,,,,,,,,,,,,,,,,,,
667,PT06M08.00S,2025-11-04T02:17:37.6Z,4,REGULAR,rebound,offensive,[],203507,,,1610612749,98,107,2025-11-04T02:22:03Z,6347500,False,,,0,,G. Antetokounmpo REBOUND (Off:5 Def:6),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,666.0,11.0,6.0,5.0,,,,,,,,,,,,
638,PT06M08.00S,2025-11-04T02:17:37.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203507,92.85479632063075,52.94117647058824,1610612749,98,109,2025-11-04T02:22:03Z,6350000,False,15.0,15.0,1,right,G. Antetokounmpo putback Layup (31 PTS),[203507],1610612749.0,MIL,putback,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.08,Made,,,,,,,,,,,,,,,31.0,,,
639,PT05M56.00S,2025-11-04T02:17:49.3Z,4,REGULAR,3pt,Jump Shot,[],1641716,25.706307490144546,82.59803921568627,1610612754,101,109,2025-11-04T02:17:53Z,6360000,False,-163.0,189.0,1,left,J. Walker 24' 3PT  (18 PTS) (P. Siakam 7 AST),"[1641716, 1627783]",1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,24.97,Made,,,,,,,,,,,,,,,18.0,P. Siakam,1627783.0,7.0
641,PT05M33.00S,2025-11-04T02:18:11.6Z,4,REGULAR,3pt,Jump Shot,[],1626171,69.99014454664915,27.450980392156865,1610612749,101,109,2025-11-04T02:18:26Z,6380000,False,-113.0,230.0,1,right,MISS B. Portis 25' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Left Center,25.58,Missed,,,,,,,,,,,,,,,,,,
642,PT05M30.00S,2025-11-04T02:18:14.6Z,4,REGULAR,rebound,offensive,[],1630175,,,1610612749,101,109,2025-11-04T02:18:26Z,6390000,False,,,0,,C. Anthony REBOUND (Off:1 Def:3),[1630175],1610612749.0,MIL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,,,,,641.0,4.0,3.0,1.0,,,,,,,,,,,,
643,PT05M28.00S,2025-11-04T02:18:21.1Z,4,REGULAR,violation,kicked ball,[],1627783,,,1610612749,101,109,2025-11-04T02:19:10Z,6400000,False,,,0,,P. Siakam kicked ball VIOLATION,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,101284.0,,,,,,,,,,,
644,PT05M28.00S,2025-11-04T02:18:25.1Z,4,REGULAR,substitution,out,[],1643007,,,1610612749,101,109,2025-11-04T02:18:35Z,6410000,False,,,0,,SUB out: T. Peter,[1643007],1610612754.0,IND,,,,Peter,T. Peter,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT05M28.00S,2025-11-04T02:18:25.1Z,4,REGULAR,substitution,out,[],1626171,,,1610612749,101,109,2025-11-04T02:18:35Z,6420000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT05M28.00S,2025-11-04T02:18:25.1Z,4,REGULAR,substitution,out,[],1630175,,,1610612749,101,109,2025-11-04T02:18:35Z,6430000,False,,,0,,SUB out: C. Anthony,[1630175],1610612749.0,MIL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT05M28.00S,2025-11-04T02:18:25.1Z,4,REGULAR,substitution,in,[],1630174,,,1610612749,101,109,2025-11-04T02:18:35Z,6440000,False,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT05M28.00S,2025-11-04T02:18:25.1Z,4,REGULAR,substitution,in,[],1626167,,,1610612749,101,109,2025-11-04T02:18:35Z,6450000,False,,,0,,SUB in: M. Turner,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT05M28.00S,2025-11-04T02:18:25.1Z,4,REGULAR,substitution,in,[],1631157,,,1610612749,101,109,2025-11-04T02:18:35Z,6460000,False,,,0,,SUB in: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT05M17.00S,2025-11-04T02:18:50.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629018,84.05059132720105,43.627450980392155,1610612749,101,109,2025-11-04T02:22:32Z,6470000,False,-32.0,97.0,1,right,MISS G. Trent Jr. 10' driving floating Shot,[1629018],1610612749.0,MIL,driving floating,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),8-16 Center,10.25,Missed,,,,,,,,,,,,,,,,,,
651,PT05M15.00S,2025-11-04T02:18:52.0Z,4,REGULAR,rebound,defensive,[],1630543,,,1610612754,101,109,2025-11-04T02:18:53Z,6480000,False,,,0,,I. Jackson REBOUND (Off:4 Def:6),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),8-16 Center,,,,,650.0,10.0,6.0,4.0,,,,,,,,,,,,
652,PT04M57.00S,2025-11-04T02:19:10.2Z,4,REGULAR,3pt,Jump Shot,[],1627783,17.821944809461236,93.38235294117648,1610612754,101,109,2025-11-04T02:19:15Z,6490000,False,-217.0,115.0,1,left,MISS P. Siakam 24' 3PT,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,24.55,Missed,,,,,,,,,,,,,,,,,,
653,PT04M55.00S,2025-11-04T02:19:12.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612754,101,109,2025-11-04T02:19:15Z,6500000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,652.0,,,,,,,,,,,,,,,
654,PT04M55.00S,2025-11-04T02:19:15.0Z,4,REGULAR,foul,personal,[],203507,,,1610612754,101,109,2025-11-04T02:19:22Z,6510000,False,,,0,,G. Antetokounmpo loose ball personal FOUL (2 PF),"[203507, 1630543]",1610612749.0,MIL,loose ball,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1627529.0,2.0,0.0,Jackson,1630543.0,,,,,,,
656,PT04M46.00S,2025-11-04T02:19:48.4Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1627783,14.536793692509855,75.24509803921569,1610612754,101,109,2025-11-04T02:23:16Z,6530000,False,-126.0,84.0,1,left,MISS P. Siakam 15' turnaround fadeaway Shot,[1627783],1610612754.0,IND,turnaround fadeaway,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,15.17,Missed,,,,,,,,,,,,,,,,,,
657,PT04M42.00S,2025-11-04T02:19:52.4Z,4,REGULAR,rebound,defensive,[],203507,,,1610612749,101,109,2025-11-04T02:19:52Z,6540000,False,,,0,,G. Antetokounmpo REBOUND (Off:5 Def:7),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Left,,,,,656.0,12.0,7.0,5.0,,,,,,,,,,,,
658,PT04M35.00S,2025-11-04T02:19:59.8Z,4,REGULAR,3pt,Jump Shot,[],1626167,67.09921156373193,63.725490196078425,1610612749,101,109,2025-11-04T02:20:04Z,6550000,False,69.0,257.0,1,right,MISS M. Turner 26' step back 3PT,[1626167],1610612749.0,MIL,step back,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,26.58,Missed,,,,,,,,,,,,,,,,,,
659,PT04M31.00S,2025-11-04T02:20:03.8Z,4,REGULAR,rebound,defensive,[],1641716,,,1610612754,101,109,2025-11-04T02:20:04Z,6560000,False,,,0,,J. Walker REBOUND (Off:1 Def:6),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Center,,,,,658.0,7.0,6.0,1.0,,,,,,,,,,,,
660,PT04M22.00S,2025-11-04T02:20:12.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,6.783837056504599,54.41176470588235,1610612754,103,109,2025-11-04T02:24:37Z,6570000,False,-22.0,11.0,1,left,I. Jackson driving finger roll Layup (18 PTS) (J. Walker 3 AST),"[1630543, 1641716]",1610612754.0,IND,driving finger roll,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,2.48,Made,,,,,,,,,,,,,,,18.0,J. Walker,1641716.0,3.0
662,PT04M22.00S,2025-11-04T02:20:14.9Z,4,REGULAR,foul,personal,['1freethrow'],203507,,,1610612754,103,109,2025-11-04T02:20:21Z,6590000,False,,,0,,G. Antetokounmpo shooting personal FOUL (3 PF) (Jackson 1 FT),"[203507, 1630543]",1610612749.0,MIL,shooting,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,,,101284.0,3.0,0.0,Jackson,1630543.0,,,,,,,
664,PT04M22.00S,2025-11-04T02:20:52.1Z,4,REGULAR,freethrow,1 of 1,[],1630543,,,1610612754,104,109,2025-11-04T02:20:52Z,6610000,False,,,0,,I. Jackson Free Throw 1 of 1 (19 PTS),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,Made,,,,,,,,,,,,,,,19.0,,,
665,PT04M22.00S,2025-11-04T02:20:54.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,104,109,2025-11-04T02:20:54Z,6620000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,PT04M03.00S,2025-11-04T02:24:09.9Z,4,REGULAR,3pt,Jump Shot,[],1631260,65.1281208935611,35.294117647058826,1610612749,104,109,2025-11-04T02:24:14Z,6630000,False,-74.0,275.0,1,right,MISS A. Green 28' 3PT,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Center,28.49,Missed,,,,,,,,,,,,,,,,,,
669,PT04M01.00S,2025-11-04T02:24:11.9Z,4,REGULAR,rebound,defensive,[],1630174,,,1610612754,104,109,2025-11-04T02:24:21Z,6640000,False,,,0,,A. Nesmith REBOUND (Off:3 Def:4),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Center,,,,,668.0,7.0,4.0,3.0,,,,,,,,,,,,
671,PT03M49.00S,2025-11-04T02:24:30.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630543,6.521024967148489,51.71568627450981,1610612754,106,109,2025-11-04T02:24:35Z,6660000,False,-9.0,9.0,1,left,I. Jackson driving DUNK (21 PTS) (J. Walker 4 AST),"[1630543, 1641716]",1610612754.0,IND,driving,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,,,,,,,,,,,21.0,J. Walker,1641716.0,4.0
672,PT03M31.00S,2025-11-04T02:24:51.2Z,4,REGULAR,foul,personal,['2freethrow'],1641716,,,1610612749,106,109,2025-11-04T02:25:01Z,6670000,False,,,0,,J. Walker shooting personal FOUL (3 PF) (Antetokounmpo 2 FT),"[1641716, 203507]",1610612754.0,IND,shooting,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,1627529.0,3.0,0.0,Antetokounmpo,203507.0,,,,,,,
675,PT03M31.00S,2025-11-04T02:25:28.6Z,4,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,106,109,2025-11-04T02:26:03Z,6690000,False,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
676,PT03M31.00S,2025-11-04T02:25:28.6Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612749,106,109,2025-11-04T02:26:03Z,6700000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,675.0,,,,,,,,,,,,,,,
677,PT03M31.00S,2025-11-04T02:25:29.8Z,4,REGULAR,substitution,out,[],1631260,,,1610612749,106,109,2025-11-04T02:25:37Z,6710000,False,,,0,,SUB out: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
678,PT03M31.00S,2025-11-04T02:25:29.8Z,4,REGULAR,substitution,in,[],1630175,,,1610612749,106,109,2025-11-04T02:25:37Z,6720000,False,,,0,,SUB in: C. Anthony,[1630175],1610612749.0,MIL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
679,PT03M31.00S,2025-11-04T02:25:28.6Z,4,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,106,109,2025-11-04T02:26:03Z,6730000,False,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
