actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
17,PT10M13.00S,2026-01-13T00:44:40.1Z,1,REGULAR,steal,,[],1627783,,,1610612754,2,2,2026-01-13T00:44:41Z,170000,False,,,0,,P. Siakam STEAL (1 STL),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
18,PT10M12.00S,2026-01-13T00:44:42.6Z,1,REGULAR,turnover,bad pass,[],1627783,,,1610612754,2,2,2026-01-13T00:44:45Z,180000,False,,,0,,P. Siakam bad pass TURNOVER (1 TO),"[1627783, 1631248]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,1.0,Scheierman,1631248.0,,,,,,
19,PT10M12.00S,2026-01-13T00:44:42.6Z,1,REGULAR,steal,,[],1631248,,,1610612738,2,2,2026-01-13T00:44:44Z,190000,False,,,0,,B. Scheierman STEAL (1 STL),[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
20,PT10M09.00S,2026-01-13T00:44:44.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628401,21.76412614980289,92.8921568627451,1610612738,2,2,2026-01-13T00:44:50Z,200000,False,-214.0,152.0,1,left,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,26.3,Missed,,,,,,,,,,,,,,,,,,
21,PT10M06.00S,2026-01-13T00:44:47.9Z,1,REGULAR,rebound,offensive,[],1630573,,,1610612738,2,2,2026-01-13T00:44:47Z,210000,False,,,0,,S. Hauser REBOUND (Off:1 Def:0),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,,,20.0,1.0,0.0,1.0,,,,,,,,,,,,,,
22,PT10M04.00S,2026-01-13T00:44:49.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1631248,29.6484888304862,80.3921568627451,1610612738,2,2,2026-01-13T00:44:55Z,220000,False,-152.0,226.0,1,left,MISS B. Scheierman 27' 3PT,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Above the Break 3,24+ Left Center,27.25,Missed,,,,,,,,,,,,,,,,,,
23,PT09M59.00S,2026-01-13T00:44:54.7Z,1,REGULAR,rebound,offensive,[],1628401,,,1610612738,2,2,2026-01-13T00:44:55Z,230000,False,,,0,,D. White REBOUND (Off:1 Def:0),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,22.0,1.0,0.0,1.0,,,,,,,,,,,,,,
24,PT09M48.00S,2026-01-13T00:45:05.7Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1630202,22.158344283837057,42.8921568627451,1610612738,2,2,2026-01-13T00:45:09Z,240000,False,36.0,156.0,1,left,MISS P. Pritchard 15' step back Shot,[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,Mid-Range,8-16 Center,15.98,Missed,,,,,,,,,,,,,,,,,,
25,PT09M45.00S,2026-01-13T00:45:08.7Z,1,REGULAR,rebound,defensive,[],1629614,,,1610612754,2,2,2026-01-13T00:45:09Z,250000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:1),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Center,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,
26,PT09M41.00S,2026-01-13T00:45:12.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642277,91.27792378449409,46.07843137254902,1610612754,4,2,2026-01-13T00:45:16Z,260000,False,-20.0,29.0,1,right,J. Furphy running Layup (2 PTS) (A. Nembhard 1 AST),"[1642277, 1629614]",1610612754.0,IND,running,,,Furphy,J. Furphy,,,,,Restricted Area,0-8 Center,3.54,Made,,,,,2.0,A. Nembhard,1629614.0,1.0,,,,,,,,,,
29,PT09M21.00S,2026-01-13T00:45:50.5Z,1,REGULAR,3pt,Jump Shot,[],1630573,7.178055190538765,95.34313725490196,1610612738,4,2,2026-01-13T00:45:54Z,290000,False,-227.0,15.0,1,left,MISS S. Hauser 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Left Corner 3,24+ Left,22.72,Missed,,,,,,,,,,,,,,,,,,
30,PT09M17.00S,2026-01-13T00:45:54.5Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612754,4,2,2026-01-13T00:45:54Z,300000,False,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Left Corner 3,24+ Left,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,,
31,PT09M09.00S,2026-01-13T00:46:02.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,92.19776609724047,44.11764705882353,1610612754,6,2,2026-01-13T00:46:05Z,310000,False,-29.0,21.0,1,right,P. Siakam driving Layup (4 PTS) (A. Nembhard 2 AST),"[1627783, 1629614]",1610612754.0,IND,driving,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,3.6,Made,,,,,4.0,A. Nembhard,1629614.0,2.0,,,,,,,,,,
33,PT08M49.00S,2026-01-13T00:46:22.5Z,1,REGULAR,turnover,bad pass,[],1628401,,,1610612738,6,2,2026-01-13T00:46:27Z,330000,False,,,0,,D. White bad pass TURNOVER (1 TO),"[1628401, 1642277]",1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,Furphy,1642277.0,,,,,,
34,PT08M49.00S,2026-01-13T00:46:22.5Z,1,REGULAR,steal,,[],1642277,,,1610612754,6,2,2026-01-13T00:53:39Z,340000,False,,,0,,J. Furphy STEAL (1 STL),[1642277],1610612754.0,IND,,,,Furphy,J. Furphy,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
35,PT08M45.00S,2026-01-13T00:46:27.1Z,1,REGULAR,turnover,lost ball,[],1642277,,,1610612754,6,2,2026-01-13T00:46:29Z,350000,False,,,0,,J. Furphy lost ball TURNOVER (2 TO),"[1642277, 1631248]",1610612754.0,IND,,,,Furphy,J. Furphy,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,2.0,Scheierman,1631248.0,,,,,,
36,PT08M45.00S,2026-01-13T00:46:27.1Z,1,REGULAR,steal,,[],1631248,,,1610612738,6,2,2026-01-13T00:46:28Z,360000,False,,,0,,B. Scheierman STEAL (2 STL),[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
38,PT08M29.00S,2026-01-13T00:46:42.6Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629674,10.726018396846255,60.29411764705882,1610612738,6,4,2026-01-13T00:46:47Z,380000,False,-51.0,48.0,1,left,N. Queta 7' Hook (4 PTS) (D. White 1 AST),"[1629674, 1628401]",1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),0-8 Center,7.06,Made,,,,,4.0,D. White,1628401.0,1.0,,,,,,,,,,
40,PT08M16.00S,2026-01-13T00:46:56.0Z,1,REGULAR,3pt,Jump Shot,[],1630643,68.41327201051249,67.40196078431373,1610612754,6,4,2026-01-13T00:47:01Z,400000,False,87.0,244.0,1,right,MISS J. Huff 25' 3PT,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,Above the Break 3,24+ Right Center,25.94,Missed,,,,,,,,,,,,,,,,,,
41,PT08M13.00S,2026-01-13T00:46:59.0Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,6,4,2026-01-13T00:47:01Z,410000,False,,,0,,D. White REBOUND (Off:1 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,40.0,2.0,1.0,1.0,,,,,,,,,,,,,,
42,PT08M06.00S,2026-01-13T00:47:05.8Z,1,REGULAR,3pt,Jump Shot,[],1630573,27.151773981603156,79.41176470588235,1610612738,6,7,2026-01-13T00:47:09Z,420000,False,-147.0,203.0,1,left,S. Hauser 25' 3PT  (3 PTS) (P. Pritchard 2 AST),"[1630573, 1630202]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,25.05,Made,,,,,3.0,P. Pritchard,1630202.0,2.0,,,,,,,,,,
44,PT07M43.00S,2026-01-13T00:47:28.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630643,93.9060446780552,46.81372549019608,1610612754,8,7,2026-01-13T00:47:31Z,440000,False,-16.0,5.0,1,right,J. Huff DUNK (2 PTS) (P. Siakam 1 AST),"[1630643, 1627783]",1610612754.0,IND,,,,Huff,J. Huff,,,,,Restricted Area,0-8 Center,1.66,Made,,,,,2.0,P. Siakam,1627783.0,1.0,,,,,,,,,,
46,PT07M19.00S,2026-01-13T00:47:52.5Z,1,REGULAR,3pt,Jump Shot,[],1631248,27.94021024967148,17.892156862745097,1610612738,8,7,2026-01-13T00:47:57Z,460000,False,161.0,210.0,1,left,MISS B. Scheierman 26' 3PT,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Above the Break 3,24+ Right Center,26.44,Missed,,,,,,,,,,,,,,,,,,
47,PT07M14.00S,2026-01-13T00:47:57.5Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,8,7,2026-01-13T00:47:57Z,470000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,,,46.0,1.0,1.0,0.0,,,,,,,,,,,,,,
48,PT07M11.00S,2026-01-13T00:48:02.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629614,90.22667542706965,51.9607843137255,1610612754,8,7,2026-01-13T00:48:15Z,480000,False,10.0,39.0,1,right,MISS A. Nembhard running Layup - blocked,"[1629614, 1629674]",1610612754.0,IND,running,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,4.06,Missed,,,,,,,,,,,,,Queta,1629674.0,,,,
49,PT07M11.00S,2026-01-13T00:48:02.0Z,1,REGULAR,block,,[],1629674,,,1610612754,8,7,2026-01-13T00:48:03Z,490000,False,,,0,,N. Queta BLOCK (1 BLK),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
50,PT07M10.00S,2026-01-13T00:48:03.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,8,7,2026-01-13T00:48:15Z,500000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Restricted Area,0-8 Center,,,48.0,,,,,,,,,,,,,,,,,
52,PT07M10.00S,2026-01-13T00:48:05.8Z,1,REGULAR,substitution,out,[],1630174,,,1610612754,8,7,2026-01-13T00:48:10Z,520000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M10.00S,2026-01-13T00:48:05.8Z,1,REGULAR,substitution,in,[],1641767,,,1610612754,8,7,2026-01-13T00:48:10Z,530000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M08.00S,2026-01-13T00:48:25.4Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1641767,94.03745072273325,77.20588235294117,1610612754,10,7,2026-01-13T00:48:28Z,540000,False,136.0,4.0,1,right,B. Sheppard 13' fadeaway Jump Shot (2 PTS) (A. Nembhard 3 AST),"[1641767, 1629614]",1610612754.0,IND,fadeaway,,,Sheppard,B. Sheppard,,,,,Mid-Range,8-16 Right,13.6,Made,,,,,2.0,A. Nembhard,1629614.0,3.0,,,,,,,,,,
56,PT06M52.00S,2026-01-13T00:48:41.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,9.280551905387648,45.588235294117645,1610612738,10,7,2026-01-13T00:48:47Z,560000,False,22.0,35.0,1,left,MISS D. White driving Layup - blocked,"[1628401, 1630643]",1610612738.0,BOS,driving,,,White,D. White,,,,,Restricted Area,0-8 Center,4.11,Missed,,,,,,,,,,,,,Huff,1630643.0,,,,
57,PT06M52.00S,2026-01-13T00:48:41.4Z,1,REGULAR,block,,[],1630643,,,1610612738,10,7,2026-01-13T00:48:43Z,570000,False,,,0,,J. Huff BLOCK (1 BLK),[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
58,PT06M47.00S,2026-01-13T00:48:46.4Z,1,REGULAR,rebound,offensive,[],1629674,,,1610612738,10,7,2026-01-13T00:48:47Z,580000,False,,,0,,N. Queta REBOUND (Off:1 Def:1),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,56.0,2.0,1.0,1.0,,,,,,,,,,,,,,
59,PT06M47.00S,2026-01-13T00:48:44.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629674,5.590000152587891,50.0,1610612738,10,9,2026-01-13T00:48:49Z,590000,False,0.0,0.0,1,left,N. Queta putback Layup (6 PTS),[1629674],1610612738.0,BOS,putback,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,6.0,,,,,,,,,,,,,
60,PT06M33.00S,2026-01-13T00:48:59.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629614,80.76544021024968,38.72549019607843,1610612754,10,9,2026-01-13T00:49:05Z,600000,False,-56.0,128.0,1,right,MISS A. Nembhard 14' step back Shot,[1629614],1610612754.0,IND,step back,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,14.01,Missed,,,,,,,,,,,,,,,,,,
61,PT06M31.00S,2026-01-13T00:49:01.3Z,1,REGULAR,rebound,defensive,[],1629674,,,1610612738,10,9,2026-01-13T00:49:05Z,610000,False,,,0,,N. Queta REBOUND (Off:1 Def:2),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),8-16 Center,,,60.0,3.0,2.0,1.0,,,,,,,,,,,,,,
62,PT06M13.00S,2026-01-13T00:49:20.3Z,1,REGULAR,3pt,Jump Shot,[],1630573,33.85348226018397,35.78431372549019,1610612738,10,12,2026-01-13T00:49:25Z,620000,False,71.0,266.0,1,left,S. Hauser 27' 3PT  (6 PTS) (N. Queta 1 AST),"[1630573, 1629674]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Center,27.5,Made,,,,,6.0,N. Queta,1629674.0,1.0,,,,,,,,,,
64,PT06M11.00S,2026-01-13T00:49:24.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,10,12,2026-01-13T00:49:24Z,640000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M11.00S,2026-01-13T00:52:02.3Z,1,REGULAR,substitution,out,[],1628401,,,1610612754,10,12,2026-01-13T00:52:39Z,650000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M11.00S,2026-01-13T00:52:02.3Z,1,REGULAR,substitution,out,[],1629674,,,1610612754,10,12,2026-01-13T00:52:39Z,660000,False,,,0,,SUB out: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M11.00S,2026-01-13T00:52:02.3Z,1,REGULAR,substitution,in,[],1629014,,,1610612754,10,12,2026-01-13T00:52:39Z,670000,False,,,0,,SUB in: A. Simons,[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M11.00S,2026-01-13T00:52:02.3Z,1,REGULAR,substitution,in,[],1630568,,,1610612754,10,12,2026-01-13T00:52:39Z,680000,False,,,0,,SUB in: L. Garza,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M00.00S,2026-01-13T00:53:01.6Z,1,REGULAR,foul,personal,['2freethrow'],1631248,,,1610612754,10,12,2026-01-13T00:53:10Z,690000,False,,,0,,B. Scheierman shooting personal FOUL (1 PF) (Furphy 2 FT),"[1631248, 1642277]",1610612738.0,BOS,shooting,,,Scheierman,B. Scheierman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1628171.0,,,,,,1.0,0.0,Furphy,1642277.0
71,PT06M00.00S,2026-01-13T00:53:23.5Z,1,REGULAR,freethrow,1 of 2,[],1642277,,,1610612754,11,12,2026-01-13T00:53:23Z,710000,False,,,0,,J. Furphy Free Throw 1 of 2 (3 PTS),[1642277],1610612754.0,IND,,,,Furphy,J. Furphy,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
72,PT06M00.00S,2026-01-13T00:53:37.0Z,1,REGULAR,freethrow,2 of 2,[],1642277,,,1610612754,12,12,2026-01-13T00:53:37Z,720000,False,,,0,,J. Furphy Free Throw 2 of 2 (4 PTS),[1642277],1610612754.0,IND,,,,Furphy,J. Furphy,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
73,PT05M40.00S,2026-01-13T00:53:58.4Z,1,REGULAR,2pt,Jump Shot,[],1630202,5.601182654402102,28.186274509803923,1610612738,12,14,2026-01-13T00:54:02Z,730000,False,109.0,0.0,1,left,P. Pritchard 10' turnaround fadeaway Jump Shot (2 PTS),[1630202],1610612738.0,BOS,turnaround fadeaway,,,Pritchard,P. Pritchard,,,,,Mid-Range,8-16 Right,10.91,Made,,,,,2.0,,,,,,,,,,,,,
74,PT05M19.00S,2026-01-13T00:54:19.4Z,1,REGULAR,3pt,Jump Shot,[],1641767,92.72339027595268,96.81372549019608,1610612754,15,14,2026-01-13T00:54:22Z,740000,False,234.0,16.0,1,right,B. Sheppard 3PT  (5 PTS) (J. Huff 1 AST),"[1641767, 1630643]",1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Right Corner 3,24+ Right,23.46,Made,,,,,5.0,J. Huff,1630643.0,1.0,,,,,,,,,,
76,PT05M05.00S,2026-01-13T00:54:33.5Z,1,REGULAR,3pt,Jump Shot,[],1629014,24.26084099868594,89.4607843137255,1610612738,15,14,2026-01-13T00:54:39Z,760000,False,-197.0,176.0,1,left,MISS A. Simons 26' 3PT,[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,26.41,Missed,,,,,,,,,,,,,,,,,,
77,PT05M01.00S,2026-01-13T00:54:37.5Z,1,REGULAR,rebound,defensive,[],1642277,,,1610612754,15,14,2026-01-13T00:54:39Z,770000,False,,,0,,J. Furphy REBOUND (Off:0 Def:2),[1642277],1610612754.0,IND,,,,Furphy,J. Furphy,,,,,Above the Break 3,24+ Left Center,,,76.0,2.0,2.0,0.0,,,,,,,,,,,,,,
78,PT04M55.00S,2026-01-13T00:54:43.4Z,1,REGULAR,3pt,Jump Shot,[],1641767,80.6340341655716,93.87254901960785,1610612754,15,14,2026-01-13T00:59:11Z,780000,False,219.0,130.0,1,right,MISS B. Sheppard 25' 3PT,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Right Center,25.48,Missed,,,,,,,,,,,,,,,,,,
79,PT04M53.00S,2026-01-13T00:54:45.4Z,1,REGULAR,rebound,defensive,[],1630573,,,1610612738,15,14,2026-01-13T00:54:54Z,790000,False,,,0,,S. Hauser REBOUND (Off:1 Def:1),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,,,78.0,2.0,1.0,1.0,,,,,,,,,,,,,,
80,PT04M37.00S,2026-01-13T00:55:01.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630568,5.338370565045992,42.8921568627451,1610612738,15,16,2026-01-13T00:55:04Z,800000,False,36.0,-2.0,1,left,L. Garza Layup (2 PTS) (P. Pritchard 3 AST),"[1630568, 1630202]",1610612738.0,BOS,,,,Garza,L. Garza,,,,,Restricted Area,0-8 Center,3.56,Made,,,,,2.0,P. Pritchard,1630202.0,3.0,,,,,,,,,,
82,PT04M21.00S,2026-01-13T00:55:16.9Z,1,REGULAR,2pt,Jump Shot,[],1630643,88.38699080157687,27.450980392156865,1610612754,17,16,2026-01-13T01:00:19Z,820000,False,-113.0,57.0,1,right,J. Huff 12' floating Jump Shot (4 PTS) (J. Furphy 1 AST),"[1630643, 1642277]",1610612754.0,IND,floating,,,Huff,J. Huff,,,,,Mid-Range,8-16 Left,12.62,Made,,,,,4.0,J. Furphy,1642277.0,1.0,,,,,,,,,,
84,PT04M02.00S,2026-01-13T00:55:38.6Z,1,REGULAR,foul,personal,['2freethrow'],1630643,,,1610612738,17,16,2026-01-13T00:55:46Z,840000,False,,,0,,J. Huff shooting personal FOUL (1 PF) (Scheierman 2 FT),"[1630643, 1631248]",1610612754.0,IND,shooting,,,Huff,J. Huff,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,200833.0,,,,,,1.0,0.0,Scheierman,1631248.0
86,PT04M02.00S,2026-01-13T00:56:04.7Z,1,REGULAR,freethrow,1 of 2,[],1631248,,,1610612738,17,17,2026-01-13T00:56:04Z,860000,False,,,0,,B. Scheierman Free Throw 1 of 2 (1 PTS),[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
87,PT04M02.00S,2026-01-13T00:56:05.6Z,1,REGULAR,substitution,out,[],1629614,,,1610612738,17,17,2026-01-13T00:56:20Z,870000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
