actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-11-30T00:40:58.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-30T00:40:58Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-11-30T00:41:00.9Z,1,REGULAR,jumpball,recovered,[],1630245,,,1610612741,0,0,2025-11-30T00:41:00Z,40000,False,,,0,,Jump Ball N. Vučević vs. J. Huff: Tip to A. Dosunmu,"[1630245, 202696, 1630643]",1610612741.0,CHI,startperiod,A. Dosunmu,1630245.0,Dosunmu,A. Dosunmu,Vučević,202696.0,Huff,1630643.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2025-11-30T00:41:15.1Z,1,REGULAR,turnover,bad pass,[],1630581,,,1610612741,0,0,2025-11-30T00:41:19Z,70000,False,,,0,,J. Giddey bad pass TURNOVER (1 TO),"[1630581, 1627783]",1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,1.0,Siakam,1627783.0,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2025-11-30T00:41:15.1Z,1,REGULAR,steal,,[],1627783,,,1610612754,0,0,2025-11-30T00:41:16Z,80000,False,,,0,,P. Siakam STEAL (1 STL),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M36.00S,2025-11-30T00:41:21.0Z,1,REGULAR,turnover,bad pass,[],1629614,,,1610612754,0,0,2025-11-30T00:41:24Z,90000,False,,,0,,A. Nembhard bad pass TURNOVER (1 TO),"[1629614, 202696]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,1.0,Vučević,202696.0,,,,,,,,,,,,,,,,,
10,PT11M36.00S,2025-11-30T00:41:21.0Z,1,REGULAR,steal,,[],202696,,,1610612741,0,0,2025-11-30T00:41:22Z,100000,False,,,0,,N. Vučević STEAL (1 STL),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M30.00S,2025-11-30T00:41:27.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641824,89.96386333771353,48.28431372549019,1610612741,0,2,2025-11-30T00:41:32Z,110000,False,-9.0,42.0,1,right,M. Buzelis running Layup (2 PTS) (J. Giddey 1 AST),"[1641824, 1630581]",1610612741.0,CHI,running,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,,,,4.27,Made,2.0,J. Giddey,1630581.0,1.0,,,,,,,,,,,
13,PT11M11.00S,2025-11-30T00:41:46.5Z,1,REGULAR,3pt,Jump Shot,[],1630643,26.888961892247043,80.88235294117648,1610612754,3,2,2025-11-30T00:41:51Z,130000,False,-154.0,200.0,1,left,J. Huff 25' 3PT  (3 PTS) (B. Mathurin 1 AST),"[1630643, 1631097]",1610612754.0,IND,,,,Huff,J. Huff,,,,,Above the Break 3,24+ Left Center,,,,25.29,Made,3.0,B. Mathurin,1631097.0,1.0,,,,,,,,,,,
15,PT10M58.00S,2025-11-30T00:41:59.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,92.46057818659659,49.01960784313725,1610612741,3,4,2025-11-30T00:42:04Z,150000,False,-5.0,18.0,1,right,A. Dosunmu driving finger roll Layup (2 PTS) (N. Vučević 1 AST),"[1630245, 202696]",1610612741.0,CHI,driving finger roll,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,,1.9,Made,2.0,N. Vučević,202696.0,1.0,,,,,,,,,,,
17,PT10M50.00S,2025-11-30T00:42:06.5Z,1,REGULAR,3pt,Jump Shot,[],1627783,5.863994743758213,95.83333333333334,1610612754,3,4,2025-11-30T00:42:11Z,170000,False,-229.0,3.0,1,left,MISS P. Siakam 3PT,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Left Corner 3,24+ Left,,,,22.92,Missed,,,,,,,,,,,,,,,
