actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
90,PT04M51.00S,2026-03-25T23:26:04.1Z,1,REGULAR,substitution,in,[],1641767,,,1610612754,16,23,2026-03-25T23:26:14Z,900000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M51.00S,2026-03-25T23:26:04.1Z,1,REGULAR,substitution,in,[],1629020,,,1610612754,16,23,2026-03-25T23:26:14Z,910000,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M51.00S,2026-03-25T23:26:34.3Z,1,REGULAR,freethrow,2 of 2,[],1629614,,,1610612754,17,23,2026-03-25T23:26:34Z,920000,False,,,0,,A. Nembhard Free Throw 2 of 2 (5 PTS),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
93,PT04M42.00S,2026-03-25T23:26:48.7Z,1,REGULAR,foul,personal,['2freethrow'],1630695,,,1610612747,17,23,2026-03-25T23:26:58Z,930000,False,,,0,,M. Potter shooting personal FOUL (1 PF) (Reaves 2 FT),"[1630695, 1630559]",1610612754.0,IND,shooting,,,Potter,M. Potter,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628172.0,1.0,0.0,,,,,Reaves,1630559.0,,
95,PT04M42.00S,2026-03-25T23:27:20.8Z,1,REGULAR,freethrow,1 of 2,[],1630559,,,1610612747,17,24,2026-03-25T23:27:20Z,950000,False,,,0,,A. Reaves Free Throw 1 of 2 (4 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
96,PT04M42.00S,2026-03-25T23:27:21.5Z,1,REGULAR,substitution,out,[],1629637,,,1610612747,17,24,2026-03-25T23:27:25Z,960000,False,,,0,,SUB out: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M42.00S,2026-03-25T23:27:21.5Z,1,REGULAR,substitution,in,[],1628467,,,1610612747,17,24,2026-03-25T23:27:25Z,970000,False,,,0,,SUB in: M. Kleber,[1628467],1610612747.0,LAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M42.00S,2026-03-25T23:27:38.0Z,1,REGULAR,freethrow,2 of 2,[],1630559,,,1610612747,17,25,2026-03-25T23:27:38Z,980000,False,,,0,,A. Reaves Free Throw 2 of 2 (5 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
99,PT04M33.00S,2026-03-25T23:27:48.1Z,1,REGULAR,3pt,Jump Shot,[],1641716,82.86793692509855,94.6078431372549,1610612754,17,25,2026-03-25T23:27:52Z,990000,False,223.0,109.0,1,right,MISS J. Walker 24' 3PT,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right Center,,,,24.8,Missed,,,,,,,,,,,,,,,
100,PT04M30.00S,2026-03-25T23:27:51.1Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612747,17,25,2026-03-25T23:27:52Z,1000000,False,,,0,,J. Vanderbilt REBOUND (Off:0 Def:1),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,99.0,1.0,1.0,0.0,,,,
101,PT04M20.00S,2026-03-25T23:28:01.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,17.427726675427067,35.049019607843135,1610612747,17,25,2026-03-25T23:28:06Z,1010000,False,75.0,111.0,1,left,MISS A. Reaves 13' fadeaway Shot,[1630559],1610612747.0,LAL,fadeaway,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Right,,,,13.41,Missed,,,,,,,,,,,,,,,
102,PT04M17.00S,2026-03-25T23:28:04.0Z,1,REGULAR,rebound,offensive,[],1628467,,,1610612747,17,25,2026-03-25T23:28:06Z,1020000,False,,,0,,M. Kleber REBOUND (Off:1 Def:0),[1628467],1610612747.0,LAL,,,,Kleber,M. Kleber,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,101.0,1.0,0.0,1.0,,,,
103,PT04M14.00S,2026-03-25T23:28:09.2Z,1,REGULAR,foul,personal,['2freethrow'],1641767,,,1610612747,17,25,2026-03-25T23:28:15Z,1030000,False,,,0,,B. Sheppard shooting personal FOUL (1 PF) (Kennard 2 FT),"[1641767, 1628379]",1610612754.0,IND,shooting,,,Sheppard,B. Sheppard,,,,,Mid-Range,8-16 Right,,,,,,,,,,202049.0,1.0,0.0,,,,,Kennard,1628379.0,,
105,PT04M14.00S,2026-03-25T23:28:34.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628379,,,1610612747,17,26,2026-03-25T23:28:34Z,1050000,False,,,0,,L. Kennard Free Throw 1 of 2 (1 PTS),[1628379],1610612747.0,LAL,,,,Kennard,L. Kennard,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
106,PT04M14.00S,2026-03-25T23:28:34.6Z,1,REGULAR,substitution,out,[],1629614,,,1610612747,17,26,2026-03-25T23:28:42Z,1060000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M14.00S,2026-03-25T23:28:34.6Z,1,REGULAR,substitution,out,[],1641716,,,1610612747,17,26,2026-03-25T23:28:42Z,1070000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M14.00S,2026-03-25T23:28:34.6Z,1,REGULAR,substitution,out,[],1641767,,,1610612747,17,26,2026-03-25T23:28:42Z,1080000,False,,,0,,SUB out: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M14.00S,2026-03-25T23:28:34.6Z,1,REGULAR,substitution,in,[],204456,,,1610612747,17,26,2026-03-25T23:28:42Z,1090000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M14.00S,2026-03-25T23:28:34.6Z,1,REGULAR,substitution,in,[],1631245,,,1610612747,17,26,2026-03-25T23:28:42Z,1100000,False,,,0,,SUB in: Q. Jackson,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M14.00S,2026-03-25T23:28:34.6Z,1,REGULAR,substitution,in,[],1627783,,,1610612747,17,26,2026-03-25T23:28:42Z,1110000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M14.00S,2026-03-25T23:28:59.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628379,,,1610612747,17,27,2026-03-25T23:28:59Z,1120000,False,,,0,,L. Kennard Free Throw 2 of 2 (2 PTS),[1628379],1610612747.0,LAL,,,,Kennard,L. Kennard,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
113,PT03M57.00S,2026-03-25T23:29:17.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204456,92.46057818659659,49.50980392156863,1610612754,19,27,2026-03-25T23:29:20Z,1130000,False,-2.0,18.0,1,right,T. McConnell driving reverse Layup (2 PTS) (O. Toppin 1 AST),"[204456, 1630167]",1610612754.0,IND,driving reverse,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,,,,1.86,Made,2.0,O. Toppin,1630167.0,1.0,,,,,,,,,,,
114,PT03M46.00S,2026-03-25T23:29:29.0Z,1,REGULAR,3pt,Jump Shot,[],1629020,2.3160315374507228,95.83333333333334,1610612747,19,30,2026-03-25T23:29:33Z,1140000,False,-229.0,-31.0,1,left,J. Vanderbilt 3PT  (3 PTS) (A. Reaves 2 AST),"[1629020, 1630559]",1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Left Corner 3,24+ Left,,,,23.12,Made,3.0,A. Reaves,1630559.0,2.0,,,,,,,,,,,
116,PT03M41.00S,2026-03-25T23:29:35.9Z,1,REGULAR,foul,personal,[],1628379,,,1610612754,19,30,2026-03-25T23:29:41Z,1160000,False,,,0,,L. Kennard personal FOUL (1 PF),"[1628379, 1631245]",1610612747.0,LAL,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,1628172.0,1.0,0.0,,,,,Jackson,1631245.0,,
118,PT03M35.00S,2026-03-25T23:30:05.1Z,1,REGULAR,3pt,Jump Shot,[],1630167,72.7496714848883,4.901960784313726,1610612754,19,30,2026-03-25T23:30:09Z,1180000,False,-225.0,204.0,1,right,MISS O. Toppin 30' 3PT,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Left Center,,,,30.39,Missed,,,,,,,,,,,,,,,
119,PT03M32.00S,2026-03-25T23:30:08.1Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612747,19,30,2026-03-25T23:30:09Z,1190000,False,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612747.0,LAL,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,118.0,1.0,1.0,0.0,,,,
120,PT03M24.00S,2026-03-25T23:30:16.3Z,1,REGULAR,3pt,Jump Shot,[],1628379,28.203022339027594,15.196078431372548,1610612747,19,33,2026-03-25T23:30:20Z,1200000,False,174.0,213.0,1,left,L. Kennard 27' 3PT  (5 PTS) (L. Dončić 2 AST),"[1628379, 1629029]",1610612747.0,LAL,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,,,,27.47,Made,5.0,L. Dončić,1629029.0,2.0,,,,,,,,,,,
122,PT03M11.00S,2026-03-25T23:30:28.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204456,92.72339027595268,47.30392156862745,1610612754,21,33,2026-03-25T23:30:31Z,1220000,False,-13.0,16.0,1,right,T. McConnell driving reverse Layup (4 PTS),[204456],1610612754.0,IND,driving reverse,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,,,,2.09,Made,4.0,,,,,,,,,,,,,,
123,PT02M55.00S,2026-03-25T23:30:44.6Z,1,REGULAR,2pt,Jump Shot,[],1629029,16.507884362680684,24.264705882352942,1610612747,21,35,2026-03-25T23:30:48Z,1230000,False,129.0,103.0,1,left,L. Dončić 16' turnaround fadeaway Jump Shot (14 PTS),[1629029],1610612747.0,LAL,turnaround fadeaway,,,Dončić,L. Dončić,,,,,Mid-Range,16-24 Right Center,,,,16.47,Made,14.0,,,,,,,,,,,,,,
125,PT02M40.00S,2026-03-25T23:31:08.3Z,1,REGULAR,turnover,bad pass,[],1630167,,,1610612754,21,35,2026-03-25T23:31:11Z,1250000,False,,,0,,O. Toppin bad pass TURNOVER (1 TO),"[1630167, 1629020]",1610612754.0,IND,,,,Toppin,O. Toppin,,,,,In The Paint (Non-RA),0-8 Center,1.0,Vanderbilt,1629020.0,,,,,,,,,,,,,,,,,
126,PT02M40.00S,2026-03-25T23:31:08.3Z,1,REGULAR,steal,,[],1629020,,,1610612747,21,35,2026-03-25T23:31:09Z,1260000,False,,,0,,J. Vanderbilt STEAL (1 STL),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
127,PT02M36.00S,2026-03-25T23:31:12.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628379,22.421156373193167,5.88235294117647,1610612747,21,38,2026-03-25T23:31:16Z,1270000,False,221.0,158.0,1,left,L. Kennard 27' 3PT running (8 PTS) (A. Reaves 3 AST),"[1628379, 1630559]",1610612747.0,LAL,running,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,,,,27.15,Made,8.0,A. Reaves,1630559.0,3.0,,,,,,,,,,,
129,PT02M35.00S,2026-03-25T23:31:16.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,21,38,2026-03-25T23:31:16Z,1290000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M35.00S,2026-03-25T23:33:52.8Z,1,REGULAR,substitution,out,[],1630167,,,1610612754,21,38,2026-03-25T23:34:03Z,1300000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M35.00S,2026-03-25T23:33:52.8Z,1,REGULAR,substitution,out,[],1630559,,,1610612754,21,38,2026-03-25T23:34:03Z,1310000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M35.00S,2026-03-25T23:33:52.8Z,1,REGULAR,substitution,in,[],1630174,,,1610612754,21,38,2026-03-25T23:34:03Z,1320000,False,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M35.00S,2026-03-25T23:33:52.8Z,1,REGULAR,substitution,in,[],1642355,,,1610612754,21,38,2026-03-25T23:34:03Z,1330000,False,,,0,,SUB in: B. James,[1642355],1610612747.0,LAL,,,,James,B. James,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M16.00S,2026-03-25T23:34:39.2Z,1,REGULAR,turnover,bad pass,[],1627783,,,1610612754,21,38,2026-03-25T23:34:42Z,1340000,False,,,0,,P. Siakam bad pass TURNOVER (2 TO),"[1627783, 1628467]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Right,2.0,Kleber,1628467.0,,,,,,,,,,,,,,,,,
136,PT02M16.00S,2026-03-25T23:34:39.2Z,1,REGULAR,steal,,[],1628467,,,1610612747,21,38,2026-03-25T23:34:40Z,1350000,False,,,0,,M. Kleber STEAL (1 STL),[1628467],1610612747.0,LAL,,,,Kleber,M. Kleber,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
137,PT02M06.00S,2026-03-25T23:34:49.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629029,30.436925098554536,74.75490196078431,1610612747,21,41,2026-03-25T23:34:53Z,1360000,False,-124.0,234.0,1,left,L. Dončić 26' 3PT step back (17 PTS),[1629029],1610612747.0,LAL,step back,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,,,,26.44,Made,17.0,,,,,,,,,,,,,,
138,PT01M57.00S,2026-03-25T23:35:00.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630174,93.9060446780552,49.754901960784316,1610612754,23,41,2026-03-25T23:35:03Z,1370000,False,-1.0,5.0,1,right,A. Nesmith driving finger roll Layup (2 PTS) (T. McConnell 1 AST),"[1630174, 204456]",1610612754.0,IND,driving finger roll,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,0.49,Made,2.0,T. McConnell,204456.0,1.0,,,,,,,,,,,
140,PT01M57.00S,2026-03-25T23:35:02.4Z,1,REGULAR,foul,personal,['1freethrow'],1628379,,,1610612754,23,41,2026-03-25T23:35:13Z,1390000,False,,,0,,L. Kennard shooting personal FOUL (2 PF) (Nesmith 1 FT),"[1628379, 1630174]",1610612747.0,LAL,shooting,,,Kennard,L. Kennard,,,,,Restricted Area,0-8 Center,,,,,,,,,,200833.0,2.0,0.0,,,,,Nesmith,1630174.0,,
142,PT01M57.00S,2026-03-25T23:35:29.0Z,1,REGULAR,freethrow,1 of 1,[],1630174,,,1610612754,23,41,2026-03-25T23:36:06Z,1410000,False,,,0,,MISS A. Nesmith Free Throw 1 of 1,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
146,PT01M52.00S,2026-03-25T23:35:34.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,23,41,2026-03-25T23:36:06Z,1420000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,142.0,,,,,,,
143,PT01M52.00S,2026-03-25T23:36:04.4Z,1,REGULAR,jumpball,recovered,[],1642355,,,1610612747,23,41,2026-03-25T23:36:04Z,1430000,False,,,0,,Jump Ball M. Kleber vs. M. Potter: Tip to B. James,"[1642355, 1628467, 1630695]",1610612747.0,LAL,heldball,B. James,1642355.0,James,B. James,Kleber,1628467.0,Potter,1630695.0,,,,,,,,,,,,,,,,,,,,,,
147,PT01M32.00S,2026-03-25T23:36:24.5Z,1,REGULAR,2pt,Jump Shot,[],1629029,16.63929040735874,73.2843137254902,1610612747,23,41,2026-03-25T23:36:28Z,1460000,False,-116.0,104.0,1,left,MISS L. Dončić 15' fadeaway Shot,[1629029],1610612747.0,LAL,fadeaway,,,Dončić,L. Dončić,,,,,Mid-Range,8-16 Left,,,,15.6,Missed,,,,,,,,,,,,,,,
148,PT01M29.00S,2026-03-25T23:36:27.5Z,1,REGULAR,rebound,defensive,[],204456,,,1610612754,23,41,2026-03-25T23:36:28Z,1470000,False,,,0,,T. McConnell REBOUND (Off:0 Def:1),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,147.0,1.0,1.0,0.0,,,,
149,PT01M25.00S,2026-03-25T23:36:31.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630174,91.67214191852825,54.41176470588235,1610612754,25,41,2026-03-25T23:36:36Z,1480000,False,22.0,26.0,1,right,A. Nesmith running Layup (4 PTS) (T. McConnell 2 AST),"[1630174, 204456]",1610612754.0,IND,running,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,3.4,Made,4.0,T. McConnell,204456.0,2.0,,,,,,,,,,,
151,PT01M08.00S,2026-03-25T23:36:48.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,13.354139290407357,38.72549019607843,1610612747,25,43,2026-03-25T23:36:51Z,1500000,False,56.0,73.0,1,left,L. Dončić 9' pullup Jump Shot (19 PTS),[1629029],1610612747.0,LAL,pullup,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Right,,,,9.22,Made,19.0,,,,,,,,,,,,,,
152,PT01M03.00S,2026-03-25T23:36:56.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628467,,,1610612754,25,43,2026-03-25T23:37:12Z,1510000,False,,,0,,M. Kleber personal FOUL (1 PF) (Potter 2 FT),"[1628467, 1630695]",1610612747.0,LAL,,,,Kleber,M. Kleber,,,,,Above the Break 3,24+ Center,,,,,,,,,,200833.0,1.0,0.0,,,,,Potter,1630695.0,,
154,PT01M03.00S,2026-03-25T23:37:28.9Z,1,REGULAR,freethrow,1 of 2,[],1630695,,,1610612754,26,43,2026-03-25T23:37:28Z,1530000,False,,,0,,M. Potter Free Throw 1 of 2 (1 PTS),[1630695],1610612754.0,IND,,,,Potter,M. Potter,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
155,PT01M03.00S,2026-03-25T23:37:29.4Z,1,REGULAR,substitution,out,[],1629020,,,1610612754,26,43,2026-03-25T23:37:33Z,1540000,False,,,0,,SUB out: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT01M03.00S,2026-03-25T23:37:29.4Z,1,REGULAR,substitution,in,[],2544,,,1610612754,26,43,2026-03-25T23:37:33Z,1550000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT01M03.00S,2026-03-25T23:37:52.8Z,1,REGULAR,freethrow,2 of 2,[],1630695,,,1610612754,27,43,2026-03-25T23:37:52Z,1560000,False,,,0,,M. Potter Free Throw 2 of 2 (2 PTS),[1630695],1610612754.0,IND,,,,Potter,M. Potter,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
158,PT00M49.90S,2026-03-25T23:38:12.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630174,,,1610612747,27,43,2026-03-25T23:38:20Z,1570000,False,,,0,,A. Nesmith personal FOUL (2 PF) (Kleber 2 FT),"[1630174, 1628467]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,202049.0,2.0,0.0,,,,,Kleber,1628467.0,,
160,PT00M49.90S,2026-03-25T23:38:35.4Z,1,REGULAR,freethrow,1 of 2,[],1628467,,,1610612747,27,43,2026-03-25T23:38:53Z,1590000,False,,,0,,MISS M. Kleber Free Throw 1 of 2,[1628467],1610612747.0,LAL,,,,Kleber,M. Kleber,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
161,PT00M49.90S,2026-03-25T23:38:35.4Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612747,27,43,2026-03-25T23:38:53Z,1600000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,160.0,,,,,,,
162,PT00M49.90S,2026-03-25T23:38:36.1Z,1,REGULAR,substitution,out,[],1630174,,,1610612747,27,43,2026-03-25T23:38:39Z,1610000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M49.90S,2026-03-25T23:38:36.1Z,1,REGULAR,substitution,in,[],1641716,,,1610612747,27,43,2026-03-25T23:38:39Z,1620000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M49.90S,2026-03-25T23:38:35.4Z,1,REGULAR,freethrow,2 of 2,[],1628467,,,1610612747,27,43,2026-03-25T23:38:53Z,1630000,False,,,0,,MISS M. Kleber Free Throw 2 of 2,[1628467],1610612747.0,LAL,,,,Kleber,M. Kleber,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
165,PT00M48.30S,2026-03-25T23:38:37.0Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,27,43,2026-03-25T23:38:53Z,1640000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,164.0,1.0,1.0,0.0,,,,
166,PT00M36.50S,2026-03-25T23:39:06.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642355,,,1610612754,27,43,2026-03-25T23:39:15Z,1650000,False,,,0,,B. James shooting personal FOUL (1 PF) (Siakam 2 FT),"[1642355, 1627783]",1610612747.0,LAL,shooting,,,James,B. James,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,202049.0,1.0,0.0,,,,,Siakam,1627783.0,,
168,PT00M36.50S,2026-03-25T23:39:33.7Z,1,REGULAR,freethrow,1 of 2,[],1627783,,,1610612754,28,43,2026-03-25T23:39:54Z,1670000,False,,,0,,P. Siakam Free Throw 1 of 2 (1 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
169,PT00M36.50S,2026-03-25T23:39:33.7Z,1,REGULAR,freethrow,2 of 2,[],1627783,,,1610612754,28,43,2026-03-25T23:39:54Z,1680000,False,,,0,,MISS P. Siakam Free Throw 2 of 2,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
170,PT00M34.80S,2026-03-25T23:39:35.4Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,28,43,2026-03-25T23:39:54Z,1690000,False,,,0,,L. James REBOUND (Off:1 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,169.0,3.0,2.0,1.0,,,,
172,PT00M14.90S,2026-03-25T23:40:26.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,6.258212877792378,48.77450980392157,1610612747,28,45,2026-03-25T23:40:30Z,1710000,False,6.0,6.0,1,left,L. Dončić driving finger roll Layup (21 PTS) (L. James 3 AST),"[1629029, 2544]",1610612747.0,LAL,driving finger roll,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,,,,0.88,Made,21.0,L. James,2544.0,3.0,,,,,,,,,,,
174,PT00M01.10S,2026-03-25T23:40:43.0Z,1,REGULAR,2pt,Jump Shot,[],204456,84.05059132720105,21.813725490196077,1610612754,28,45,2026-03-25T23:40:46Z,1730000,False,-141.0,97.0,1,right,MISS T. McConnell 17' turnaround fadeaway Shot,[204456],1610612754.0,IND,turnaround fadeaway,,,McConnell,T. McConnell,,,,,Mid-Range,16-24 Left,,,,17.13,Missed,,,,,,,,,,,,,,,
175,PT00M01.10S,2026-03-25T23:40:43.0Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,28,45,2026-03-25T23:40:46Z,1740000,False,,,0,,L. James REBOUND (Off:1 Def:3),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,174.0,4.0,3.0,1.0,,,,
176,PT00M00.00S,2026-03-25T23:40:46.5Z,1,REGULAR,period,end,[],0,,,1610612747,28,45,2026-03-25T23:40:46Z,1750000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2026-03-25T23:43:10.8Z,2,REGULAR,substitution,out,['startperiod'],1628467,,,1610612747,28,45,2026-03-25T23:43:28Z,1760000,False,,,0,,SUB out: M. Kleber,[1628467],1610612747.0,LAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2026-03-25T23:43:10.8Z,2,REGULAR,substitution,out,['startperiod'],1629029,,,1610612747,28,45,2026-03-25T23:43:28Z,1770000,False,,,0,,SUB out: L. Dončić,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2026-03-25T23:43:10.8Z,2,REGULAR,substitution,in,['startperiod'],1629637,,,1610612747,28,45,2026-03-25T23:43:28Z,1780000,False,,,0,,SUB in: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2026-03-25T23:43:10.8Z,2,REGULAR,substitution,in,['startperiod'],1630559,,,1610612747,28,45,2026-03-25T23:43:28Z,1790000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
