actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-11-25T00:11:15.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-25T00:11:15Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-11-25T00:11:18.2Z,1,REGULAR,jumpball,recovered,[],1629130,,,1610612765,0,0,2025-11-25T00:11:18Z,40000,False,,,0,,Jump Ball J. Duren vs. I. Jackson: Tip to D. Robinson,"[1629130, 1631105, 1630543]",1610612765.0,DET,startperiod,D. Robinson,1629130.0,Robinson,D. Robinson,Duren,1631105.0,Jackson,1630543.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2025-11-25T00:11:34.4Z,1,REGULAR,turnover,lost ball,[],1631105,,,1610612765,0,0,2025-11-25T00:11:37Z,70000,False,,,0,,J. Duren lost ball TURNOVER (1 TO),"[1631105, 1629614]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,1.0,Nembhard,1629614.0,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2025-11-25T00:11:34.4Z,1,REGULAR,steal,,[],1629614,,,1610612754,0,0,2025-11-25T00:31:13Z,80000,False,,,0,,A. Nembhard STEAL (1 STL),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M36.00S,2025-11-25T00:11:39.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641767,93.51182654402102,1.4705882352941175,1610612754,0,0,2025-11-25T00:11:43Z,90000,False,-243.0,8.0,1,right,MISS B. Sheppard 24' running 3PT,[1641767],1610612754.0,IND,running,,,Sheppard,B. Sheppard,,,,,Left Corner 3,24+ Left,,,,24.27,Missed,,,,,,,,,,,,,,,
10,PT11M32.00S,2025-11-25T00:11:43.7Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,0,0,2025-11-25T00:11:43Z,100000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Left Corner 3,24+ Left,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M27.00S,2025-11-25T00:11:47.6Z,1,REGULAR,turnover,lost ball,[],1641709,,,1610612765,0,0,2025-11-25T00:11:50Z,110000,False,,,0,,A. Thompson lost ball TURNOVER (1 TO),"[1641709, 1627783]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,1.0,Siakam,1627783.0,,,,,,,,,,,,,,,,,
12,PT11M27.00S,2025-11-25T00:11:47.6Z,1,REGULAR,steal,,[],1627783,,,1610612754,0,0,2025-11-25T00:11:49Z,120000,False,,,0,,P. Siakam STEAL (1 STL),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
13,PT11M23.00S,2025-11-25T00:11:52.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627783,95.22010512483574,54.90196078431373,1610612754,2,0,2025-11-25T00:11:55Z,130000,False,25.0,-8.0,1,right,P. Siakam running finger roll Layup (2 PTS) (A. Nembhard 1 AST),"[1627783, 1629614]",1610612754.0,IND,running finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,2.57,Made,,,,,2.0,A. Nembhard,1629614.0,1.0,,,,,,,
15,PT11M11.00S,2025-11-25T00:12:03.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631105,11.383048620236531,45.09803921568628,1610612765,2,2,2025-11-25T00:15:52Z,150000,False,25.0,55.0,1,left,J. Duren floating Jump Shot (2 PTS),[1631105],1610612765.0,DET,floating,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,5.98,Made,,,,,2.0,,,,,,,,,,
16,PT11M04.00S,2025-11-25T00:12:10.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,94.30026281208936,46.32352941176471,1610612754,2,2,2025-11-25T00:16:24Z,160000,False,-18.0,1.0,1,right,MISS I. Jackson driving reverse Layup,[1630543],1610612754.0,IND,driving reverse,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,1.84,Missed,,,,,,,,,,,,,,,
17,PT11M02.00S,2025-11-25T00:12:12.5Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,2,2,2025-11-25T00:12:15Z,170000,False,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,
18,PT10M59.00S,2025-11-25T00:12:15.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631105,6.521024967148489,51.9607843137255,1610612765,2,4,2025-11-25T00:12:19Z,180000,False,-10.0,9.0,1,left,J. Duren running DUNK (4 PTS) (C. Cunningham 1 AST),"[1631105, 1630595]",1610612765.0,DET,running,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,1.32,Made,,,,,4.0,C. Cunningham,1630595.0,1.0,,,,,,,
20,PT10M35.00S,2025-11-25T00:12:40.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,87.72996057818659,47.549019607843135,1610612754,4,4,2025-11-25T00:17:22Z,200000,False,-12.0,63.0,1,right,P. Siakam 6' driving floating Jump Shot (4 PTS),[1627783],1610612754.0,IND,driving floating,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,6.4,Made,,,,,4.0,,,,,,,,,,
21,PT10M12.00S,2025-11-25T00:13:02.7Z,1,REGULAR,3pt,Jump Shot,[],1630595,27.54599211563732,87.99019607843137,1610612765,4,4,2025-11-25T00:13:06Z,210000,False,-190.0,206.0,1,left,MISS C. Cunningham 28' pullup 3PT,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,,,,28.05,Missed,,,,,,,,,,,,,,,
22,PT10M09.00S,2025-11-25T00:13:05.7Z,1,REGULAR,rebound,defensive,[],1631097,,,1610612754,4,4,2025-11-25T00:13:06Z,220000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:1),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,
23,PT09M49.00S,2025-11-25T00:13:25.8Z,1,REGULAR,2pt,Jump Shot,[],1627783,77.4802890932983,50.73529411764706,1610612754,4,4,2025-11-25T00:13:29Z,230000,False,4.0,159.0,1,right,MISS P. Siakam 15' turnaround fadeaway Shot,[1627783],1610612754.0,IND,turnaround fadeaway,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Center,,,,15.92,Missed,,,,,,,,,,,,,,,
24,PT09M46.00S,2025-11-25T00:13:28.8Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,4,4,2025-11-25T00:13:29Z,240000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:2),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Center,,,,,,23.0,2.0,2.0,0.0,,,,,,,,,,,
25,PT09M35.00S,2025-11-25T00:13:40.0Z,1,REGULAR,2pt,Jump Shot,[],1630595,22.421156373193167,50.245098039215684,1610612765,4,4,2025-11-25T00:13:43Z,250000,False,-1.0,158.0,1,left,MISS C. Cunningham 15' pullup Shot,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Center,,,,15.83,Missed,,,,,,,,,,,,,,,
26,PT09M32.00S,2025-11-25T00:13:43.0Z,1,REGULAR,rebound,defensive,[],1630543,,,1610612754,4,4,2025-11-25T00:13:43Z,260000,False,,,0,,I. Jackson REBOUND (Off:0 Def:1),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Mid-Range,8-16 Center,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,
27,PT09M26.00S,2025-11-25T00:13:48.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629614,93.64323258869908,48.529411764705884,1610612754,6,4,2025-11-25T00:13:54Z,270000,False,-7.0,7.0,1,right,A. Nembhard running Layup (2 PTS),[1629614],1610612754.0,IND,running,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,1.04,Made,,,,,2.0,,,,,,,,,,
28,PT09M10.00S,2025-11-25T00:14:05.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629130,7.046649145860711,44.85294117647059,1610612765,6,4,2025-11-25T00:19:47Z,280000,False,26.0,14.0,1,left,MISS D. Robinson driving Layup,[1629130],1610612765.0,DET,driving,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,,,,2.91,Missed,,,,,,,,,,,,,,,
29,PT09M06.00S,2025-11-25T00:14:09.0Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,6,4,2025-11-25T00:14:09Z,290000,False,,,0,,J. Duren REBOUND (Off:1 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,28.0,2.0,1.0,1.0,,,,,,,,,,,
30,PT09M06.00S,2025-11-25T00:14:08.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631105,5.590000152587891,50.0,1610612765,6,6,2025-11-25T00:14:12Z,300000,False,0.0,0.0,1,left,J. Duren putback Layup (6 PTS),[1631105],1610612765.0,DET,putback,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,0.0,Made,,,,,6.0,,,,,,,,,,
31,PT08M57.00S,2025-11-25T00:14:18.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631097,93.38042049934296,50.0,1610612754,8,6,2025-11-25T00:14:21Z,310000,False,0.0,10.0,1,right,B. Mathurin driving DUNK (2 PTS),[1631097],1610612754.0,IND,driving,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,0.97,Made,,,,,2.0,,,,,,,,,,
