actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
90,PT05M06.00S,2026-02-27T00:27:07.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641767,26.888961892247043,83.82352941176471,1610612754,18,21,2026-02-27T00:27:12Z,890000,False,-169.0,200.0,1,left,MISS B. Sheppard 26' running pullup 3PT,[1641767],1610612754.0,IND,running pullup,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Left Center,26.21,Missed,,,,,,,,,,,,,,,,,,
91,PT05M02.00S,2026-02-27T00:27:11.4Z,1,REGULAR,rebound,defensive,[],1631217,,,1610612766,18,21,2026-02-27T00:27:12Z,900000,False,,,0,,M. Diabaté REBOUND (Off:1 Def:2),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Above the Break 3,24+ Left Center,,,90.0,3.0,2.0,1.0,,,,,,,,,,,,,,
92,PT04M54.00S,2026-02-27T00:27:21.7Z,1,REGULAR,foul,personal,[],1629614,,,1610612766,18,21,2026-02-27T00:27:26Z,910000,False,,,0,,A. Nembhard personal FOUL (2 PF),"[1629614, 1630163]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,202056.0,,,,2.0,0.0,Ball,1630163.0
94,PT04M54.00S,2026-02-27T00:27:27.1Z,1,REGULAR,substitution,out,[],1629614,,,1610612766,18,21,2026-02-27T00:27:53Z,930000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M54.00S,2026-02-27T00:27:27.1Z,1,REGULAR,substitution,out,[],1641738,,,1610612766,18,21,2026-02-27T00:27:53Z,940000,False,,,0,,SUB out: K. Brown,[1641738],1610612754.0,IND,,,,Brown,K. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M54.00S,2026-02-27T00:27:27.1Z,1,REGULAR,substitution,out,[],1641767,,,1610612766,18,21,2026-02-27T00:27:53Z,950000,False,,,0,,SUB out: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M54.00S,2026-02-27T00:27:27.1Z,1,REGULAR,substitution,out,[],1628970,,,1610612766,18,21,2026-02-27T00:27:53Z,960000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M54.00S,2026-02-27T00:27:27.1Z,1,REGULAR,substitution,out,[],1630163,,,1610612766,18,21,2026-02-27T00:27:53Z,970000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M54.00S,2026-02-27T00:27:27.1Z,1,REGULAR,substitution,in,[],1641716,,,1610612766,18,21,2026-02-27T00:27:53Z,980000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M54.00S,2026-02-27T00:27:27.1Z,1,REGULAR,substitution,in,[],1642880,,,1610612766,18,21,2026-02-27T00:27:53Z,990000,False,,,0,,SUB in: K. Jones,[1642880],1610612754.0,IND,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M54.00S,2026-02-27T00:27:27.1Z,1,REGULAR,substitution,in,[],204456,,,1610612766,18,21,2026-02-27T00:27:53Z,1000000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M54.00S,2026-02-27T00:27:27.1Z,1,REGULAR,substitution,in,[],1629684,,,1610612766,18,21,2026-02-27T00:27:53Z,1010000,False,,,0,,SUB in: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M54.00S,2026-02-27T00:27:27.1Z,1,REGULAR,substitution,in,[],1629632,,,1610612766,18,21,2026-02-27T00:27:53Z,1020000,False,,,0,,SUB in: C. White,[1629632],1610612766.0,CHA,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M41.00S,2026-02-27T00:28:09.5Z,1,REGULAR,3pt,Jump Shot,[],1629632,66.44218134034165,35.53921568627451,1610612766,18,21,2026-02-27T00:28:13Z,1030000,False,-72.0,263.0,1,right,MISS C. White 27' step back 3PT,[1629632],1610612766.0,CHA,step back,,,White,C. White,,,,,Above the Break 3,24+ Center,27.27,Missed,,,,,,,,,,,,,,,,,,
105,PT04M38.00S,2026-02-27T00:28:12.5Z,1,REGULAR,rebound,defensive,[],1641716,,,1610612754,18,21,2026-02-27T00:28:13Z,1040000,False,,,0,,J. Walker REBOUND (Off:1 Def:2),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Center,,,104.0,3.0,2.0,1.0,,,,,,,,,,,,,,
106,PT04M33.00S,2026-02-27T00:28:20.5Z,1,REGULAR,foul,personal,[],1631217,,,1610612754,18,21,2026-02-27T00:28:26Z,1050000,False,,,0,,M. Diabaté personal FOUL (1 PF),"[1631217, 1630695]",1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,201246.0,,,,1.0,0.0,Potter,1630695.0
108,PT04M25.00S,2026-02-27T00:28:51.8Z,1,REGULAR,3pt,Jump Shot,[],1630695,31.750985545335087,34.80392156862745,1610612754,21,21,2026-02-27T00:28:55Z,1070000,False,76.0,246.0,1,left,M. Potter 25' 3PT  (5 PTS) (T. McConnell 1 AST),"[1630695, 204456]",1610612754.0,IND,,,,Potter,M. Potter,,,,,Above the Break 3,24+ Center,25.75,Made,,,,,5.0,T. McConnell,204456.0,1.0,,,,,,,,,,
110,PT04M11.00S,2026-02-27T00:29:05.4Z,1,REGULAR,3pt,Jump Shot,[],1641706,86.5473061760841,97.05882352941177,1610612766,21,21,2026-02-27T00:29:10Z,1090000,False,235.0,74.0,1,right,MISS B. Miller 24' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Right Corner 3,24+ Right,24.67,Missed,,,,,,,,,,,,,,,,,,
111,PT04M07.00S,2026-02-27T00:29:09.4Z,1,REGULAR,rebound,defensive,[],1642880,,,1610612754,21,21,2026-02-27T00:29:10Z,1100000,False,,,0,,K. Jones REBOUND (Off:0 Def:1),[1642880],1610612754.0,IND,,,,Jones,K. Jones,,,,,Right Corner 3,24+ Right,,,110.0,1.0,1.0,0.0,,,,,,,,,,,,,,
112,PT03M56.00S,2026-02-27T00:29:20.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641716,14.4053876478318,44.11764705882353,1610612754,21,21,2026-02-27T00:39:18Z,1110000,False,29.0,83.0,1,left,MISS J. Walker 8' driving floating Shot,[1641716],1610612754.0,IND,driving floating,,,Walker,J. Walker,,,,,In The Paint (Non-RA),8-16 Center,8.8,Missed,,,,,,,,,,,,,,,,,,
113,PT03M54.00S,2026-02-27T00:29:22.2Z,1,REGULAR,rebound,offensive,[],1641716,,,1610612754,21,21,2026-02-27T00:29:24Z,1120000,False,,,0,,J. Walker REBOUND (Off:2 Def:2),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),8-16 Center,,,112.0,4.0,2.0,2.0,,,,,,,,,,,,,,
114,PT03M53.00S,2026-02-27T00:29:23.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641716,7.835085413929041,47.30392156862745,1610612754,23,21,2026-02-27T00:29:26Z,1130000,False,13.0,21.0,1,left,J. Walker putback Layup (4 PTS),[1641716],1610612754.0,IND,putback,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,2.5,Made,,,,,4.0,,,,,,,,,,,,,
115,PT03M34.00S,2026-02-27T00:29:44.2Z,1,REGULAR,turnover,out-of-bounds,[],1641706,,,1610612766,23,21,2026-02-27T00:29:48Z,1140000,False,,,0,,B. Miller bad pass out-of-bounds TURNOVER (3 TO),[1641706],1610612766.0,CHA,bad pass,,,Miller,B. Miller,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,202027.0,3.0,,,,,,
116,PT03M34.00S,2026-02-27T00:29:46.6Z,1,REGULAR,substitution,out,[],1631217,,,1610612754,23,21,2026-02-27T00:29:53Z,1150000,False,,,0,,SUB out: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M34.00S,2026-02-27T00:29:46.6Z,1,REGULAR,substitution,out,[],1641706,,,1610612754,23,21,2026-02-27T00:29:53Z,1160000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M34.00S,2026-02-27T00:29:46.6Z,1,REGULAR,substitution,in,[],1642851,,,1610612754,23,21,2026-02-27T00:29:53Z,1170000,False,,,0,,SUB in: K. Knueppel,[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M34.00S,2026-02-27T00:29:46.6Z,1,REGULAR,substitution,in,[],1641750,,,1610612754,23,21,2026-02-27T00:29:53Z,1180000,False,,,0,,SUB in: R. Kalkbrenner,[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M19.00S,2026-02-27T00:30:19.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641716,19.793035479632064,94.11764705882352,1610612754,26,21,2026-02-27T00:30:23Z,1190000,False,-221.0,134.0,1,left,J. Walker 25' 3PT  (7 PTS) (T. McConnell 2 AST),"[1641716, 204456]",1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,25.79,Made,,,,,7.0,T. McConnell,204456.0,2.0,,,,,,,,,,
122,PT03M06.00S,2026-02-27T00:30:32.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642851,88.51839684625493,34.55882352941176,1610612766,26,21,2026-02-27T00:30:35Z,1210000,False,-77.0,55.0,1,right,MISS K. Knueppel 9' driving Layup,[1642851],1610612766.0,CHA,driving,,,Knueppel,K. Knueppel,,,,,In The Paint (Non-RA),8-16 Left,9.5,Missed,,,,,,,,,,,,,,,,,,
123,PT03M04.00S,2026-02-27T00:30:34.1Z,1,REGULAR,rebound,defensive,[],1631245,,,1610612754,26,21,2026-02-27T00:30:35Z,1220000,False,,,0,,Q. Jackson REBOUND (Off:0 Def:1),[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,In The Paint (Non-RA),8-16 Left,,,122.0,1.0,1.0,0.0,,,,,,,,,,,,,,
124,PT03M00.00S,2026-02-27T00:30:38.3Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],204456,16.90210249671485,70.83333333333334,1610612754,26,21,2026-02-27T00:30:42Z,1230000,False,-104.0,106.0,1,left,MISS T. McConnell 14' running Shot,[204456],1610612754.0,IND,running,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Left,14.89,Missed,,,,,,,,,,,,,,,,,,
125,PT02M58.00S,2026-02-27T00:30:40.3Z,1,REGULAR,rebound,defensive,[],1641750,,,1610612766,26,21,2026-02-27T00:30:42Z,1240000,False,,,0,,R. Kalkbrenner REBOUND (Off:0 Def:1),[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,Mid-Range,8-16 Left,,,124.0,1.0,1.0,0.0,,,,,,,,,,,,,,
127,PT02M44.00S,2026-02-27T00:30:55.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629632,85.10183968462549,51.470588235294116,1610612766,26,21,2026-02-27T00:31:00Z,1250000,False,7.0,88.0,1,right,MISS C. White 8' turnaround Shot,[1629632],1610612766.0,CHA,turnaround,,,White,C. White,,,,,In The Paint (Non-RA),8-16 Center,8.78,Missed,,,,,,,,,,,,,,,,,,
128,PT02M40.00S,2026-02-27T00:30:59.3Z,1,REGULAR,rebound,defensive,[],1641716,,,1610612754,26,21,2026-02-27T00:31:00Z,1260000,False,,,0,,J. Walker REBOUND (Off:2 Def:3),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),8-16 Center,,,127.0,5.0,3.0,2.0,,,,,,,,,,,,,,
129,PT02M36.00S,2026-02-27T00:31:02.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631245,5.338370565045992,3.9215686274509802,1610612754,26,21,2026-02-27T00:31:07Z,1270000,False,230.0,-2.0,1,left,MISS Q. Jackson running 3PT,[1631245],1610612754.0,IND,running,,,Jackson,Q. Jackson,,,,,Right Corner 3,24+ Right,23.04,Missed,,,,,,,,,,,,,,,,,,
130,PT02M33.00S,2026-02-27T00:31:05.1Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612766,26,21,2026-02-27T00:31:10Z,1280000,False,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612766.0,CHA,,,,White,C. White,,,,,Right Corner 3,24+ Right,,,129.0,1.0,1.0,0.0,,,,,,,,,,,,,,
132,PT02M27.00S,2026-02-27T00:31:19.4Z,1,REGULAR,substitution,out,[],1641716,,,1610612766,26,21,2026-02-27T00:31:35Z,1300000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M27.00S,2026-02-27T00:31:19.4Z,1,REGULAR,substitution,out,[],1630182,,,1610612766,26,21,2026-02-27T00:31:35Z,1310000,False,,,0,,SUB out: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M27.00S,2026-02-27T00:31:19.4Z,1,REGULAR,substitution,in,[],1641738,,,1610612766,26,21,2026-02-27T00:31:35Z,1320000,False,,,0,,SUB in: K. Brown,[1641738],1610612754.0,IND,,,,Brown,K. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M27.00S,2026-02-27T00:31:19.4Z,1,REGULAR,substitution,in,[],1642883,,,1610612766,26,21,2026-02-27T00:31:35Z,1330000,False,,,0,,SUB in: S. James,[1642883],1610612766.0,CHA,,,,James,S. James,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M26.00S,2026-02-27T00:31:46.7Z,1,REGULAR,3pt,Jump Shot,[],1642851,94.56307490144546,95.09803921568627,1610612766,26,24,2026-02-27T00:31:50Z,1340000,False,225.0,-1.0,1,right,K. Knueppel 3PT  (3 PTS) (C. White 1 AST),"[1642851, 1629632]",1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Right Corner 3,24+ Right,22.55,Made,,,,,3.0,C. White,1629632.0,1.0,,,,,,,,,,
138,PT02M12.00S,2026-02-27T00:32:00.6Z,1,REGULAR,3pt,Jump Shot,[],1641738,28.203022339027594,74.26470588235294,1610612754,26,24,2026-02-27T00:32:05Z,1360000,False,-121.0,213.0,1,left,MISS K. Brown 24' 3PT,[1641738],1610612754.0,IND,,,,Brown,K. Brown,,,,,Above the Break 3,24+ Left Center,24.48,Missed,,,,,,,,,,,,,,,,,,
139,PT02M08.00S,2026-02-27T00:32:04.6Z,1,REGULAR,rebound,defensive,[],1642883,,,1610612766,26,24,2026-02-27T00:33:03Z,1370000,False,,,0,,S. James REBOUND (Off:0 Def:1),[1642883],1610612766.0,CHA,,,,James,S. James,,,,,Above the Break 3,24+ Left Center,,,138.0,1.0,1.0,0.0,,,,,,,,,,,,,,
140,PT01M56.00S,2026-02-27T00:32:17.7Z,1,REGULAR,3pt,Jump Shot,[],1642851,93.11760840998686,98.2843137254902,1610612766,26,27,2026-02-27T00:32:21Z,1380000,False,241.0,12.0,1,right,K. Knueppel 24' 3PT  (6 PTS) (G. Williams 1 AST),"[1642851, 1629684]",1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Right Corner 3,24+ Right,24.17,Made,,,,,6.0,G. Williams,1629684.0,1.0,,,,,,,,,,
142,PT01M40.00S,2026-02-27T00:32:32.5Z,1,REGULAR,2pt,Jump Shot,[],204456,8.754927726675426,27.696078431372552,1610612754,28,27,2026-02-27T00:32:35Z,1400000,False,112.0,30.0,1,left,T. McConnell 11' pullup Jump Shot (2 PTS),[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Right,11.54,Made,,,,,2.0,,,,,,,,,,,,,
143,PT01M30.00S,2026-02-27T00:32:43.4Z,1,REGULAR,3pt,Jump Shot,[],1629684,69.33311432325887,25.0,1610612766,28,27,2026-02-27T00:32:47Z,1410000,False,-125.0,236.0,1,right,MISS G. Williams 26' 3PT,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,26.69,Missed,,,,,,,,,,,,,,,,,,
144,PT01M28.00S,2026-02-27T00:32:45.4Z,1,REGULAR,rebound,defensive,[],1631245,,,1610612754,28,27,2026-02-27T00:32:51Z,1420000,False,,,0,,Q. Jackson REBOUND (Off:0 Def:2),[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,Above the Break 3,24+ Left Center,,,143.0,2.0,2.0,0.0,,,,,,,,,,,,,,
145,PT01M22.00S,2026-02-27T00:32:52.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642880,21.107095926412615,91.66666666666666,1610612754,28,27,2026-02-27T00:33:02Z,1430000,False,-208.0,146.0,1,left,MISS K. Jones 25' running 3PT,[1642880],1610612754.0,IND,running,,,Jones,K. Jones,,,,,Above the Break 3,24+ Left Center,25.43,Missed,,,,,,,,,,,,,,,,,,
146,PT01M20.00S,2026-02-27T00:32:54.1Z,1,REGULAR,rebound,offensive,[],1642880,,,1610612754,28,27,2026-02-27T00:33:02Z,1440000,False,,,0,,K. Jones REBOUND (Off:1 Def:1),[1642880],1610612754.0,IND,,,,Jones,K. Jones,,,,,Above the Break 3,24+ Left Center,,,145.0,2.0,1.0,1.0,,,,,,,,,,,,,,
147,PT01M16.00S,2026-02-27T00:33:03.6Z,1,REGULAR,foul,personal,['2freethrow'],1629632,,,1610612754,28,27,2026-02-27T00:33:11Z,1450000,False,,,0,,C. White shooting personal FOUL (1 PF) (Jackson 2 FT),"[1629632, 1631245]",1610612766.0,CHA,shooting,,,White,C. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202027.0,,,,1.0,0.0,Jackson,1631245.0
149,PT01M16.00S,2026-02-27T00:33:25.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631245,,,1610612754,29,27,2026-02-27T00:33:25Z,1470000,False,,,0,,Q. Jackson Free Throw 1 of 2 (1 PTS),[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
150,PT01M16.00S,2026-02-27T00:33:43.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631245,,,1610612754,30,27,2026-02-27T00:33:43Z,1480000,False,,,0,,Q. Jackson Free Throw 2 of 2 (2 PTS),[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
151,PT01M06.00S,2026-02-27T00:33:55.8Z,1,REGULAR,3pt,Jump Shot,[],1642851,65.25952693823915,67.8921568627451,1610612766,30,30,2026-02-27T00:34:00Z,1490000,False,89.0,274.0,1,right,K. Knueppel 28' 3PT  (9 PTS) (C. White 2 AST),"[1642851, 1629632]",1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Above the Break 3,24+ Right Center,28.83,Made,,,,,9.0,C. White,1629632.0,2.0,,,,,,,,,,
153,PT00M54.50S,2026-02-27T00:34:08.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642880,11.777266754270697,39.46078431372549,1610612754,32,30,2026-02-27T00:34:11Z,1510000,False,53.0,58.0,1,left,K. Jones 7' driving floating bank Jump Shot (2 PTS) (Q. Jackson 2 AST),"[1642880, 1631245]",1610612754.0,IND,driving floating bank,,,Jones,K. Jones,,,,,In The Paint (Non-RA),0-8 Center,7.85,Made,,,,,2.0,Q. Jackson,1631245.0,2.0,,,,,,,,,,
154,PT00M34.10S,2026-02-27T00:34:32.1Z,1,REGULAR,3pt,Jump Shot,[],1629632,91.67214191852825,3.1862745098039214,1610612766,32,30,2026-02-27T00:34:36Z,1520000,False,-234.0,26.0,1,right,MISS C. White 3PT,[1629632],1610612766.0,CHA,,,,White,C. White,,,,,Left Corner 3,24+ Left,23.55,Missed,,,,,,,,,,,,,,,,,,
155,PT00M31.10S,2026-02-27T00:34:35.1Z,1,REGULAR,rebound,defensive,[],204456,,,1610612754,32,30,2026-02-27T00:34:36Z,1530000,False,,,0,,T. McConnell REBOUND (Off:0 Def:1),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Left Corner 3,24+ Left,,,154.0,1.0,1.0,0.0,,,,,,,,,,,,,,
157,PT00M22.90S,2026-02-27T00:34:51.4Z,1,REGULAR,substitution,out,[],1629684,,,1610612754,32,30,2026-02-27T00:35:08Z,1550000,False,,,0,,SUB out: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M22.90S,2026-02-27T00:34:51.4Z,1,REGULAR,substitution,out,[],1641750,,,1610612754,32,30,2026-02-27T00:35:08Z,1560000,False,,,0,,SUB out: R. Kalkbrenner,[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M22.90S,2026-02-27T00:34:51.4Z,1,REGULAR,substitution,in,[],1628970,,,1610612754,32,30,2026-02-27T00:35:08Z,1570000,False,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M22.90S,2026-02-27T00:34:51.4Z,1,REGULAR,substitution,in,[],1631217,,,1610612754,32,30,2026-02-27T00:35:08Z,1580000,False,,,0,,SUB in: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M20.20S,2026-02-27T00:35:19.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631245,6.652431011826544,50.49019607843137,1610612754,34,30,2026-02-27T00:35:23Z,1590000,False,-2.0,10.0,1,left,Q. Jackson driving DUNK (4 PTS) (T. McConnell 3 AST),"[1631245, 204456]",1610612754.0,IND,driving,,,Jackson,Q. Jackson,,,,,Restricted Area,0-8 Center,1.03,Made,,,,,4.0,T. McConnell,204456.0,3.0,,,,,,,,,,
163,PT00M02.60S,2026-02-27T00:35:43.2Z,1,REGULAR,foul,personal,['2freethrow'],1631245,,,1610612766,34,30,2026-02-27T00:35:55Z,1610000,False,,,0,,Q. Jackson shooting personal FOUL (1 PF) (White 2 FT),"[1631245, 1629632]",1610612754.0,IND,shooting,,,Jackson,Q. Jackson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,202056.0,,,,1.0,0.0,White,1629632.0
165,PT00M02.60S,2026-02-27T00:36:09.5Z,1,REGULAR,freethrow,1 of 2,[],1629632,,,1610612766,34,30,2026-02-27T00:36:09Z,1630000,False,,,0,,MISS C. White Free Throw 1 of 2,[1629632],1610612766.0,CHA,,,,White,C. White,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
166,PT00M02.60S,2026-02-27T00:36:09.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,34,30,2026-02-27T00:36:09Z,1640000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,165.0,,,,,,,,,,,,,,,,,
167,PT00M02.60S,2026-02-27T00:36:24.8Z,1,REGULAR,freethrow,2 of 2,[],1629632,,,1610612766,34,31,2026-02-27T00:36:24Z,1650000,False,,,0,,C. White Free Throw 2 of 2 (1 PTS),[1629632],1610612766.0,CHA,,,,White,C. White,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
168,PT00M00.10S,2026-02-27T00:36:30.6Z,1,REGULAR,heave,,[],0,,,1610612754,34,31,2026-02-27T00:36:37Z,1660000,False,,,0,,IND Heave,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Left Center,48.02,,,,,,,,,,,,,,,,,,,
169,PT00M00.10S,2026-02-27T00:36:30.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,34,31,2026-02-27T00:36:37Z,1670000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Left Center,,,168.0,,,,,,,,,,,,,,,,,
170,PT00M00.00S,2026-02-27T00:36:34.8Z,1,REGULAR,period,end,[],0,,,1610612754,34,31,2026-02-27T00:36:34Z,1680000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2026-02-27T00:38:45.7Z,2,REGULAR,substitution,out,['startperiod'],1630695,,,1610612754,34,31,2026-02-27T00:39:12Z,1690000,False,,,0,,SUB out: M. Potter,[1630695],1610612754.0,IND,,,,Potter,M. Potter,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2026-02-27T00:38:45.7Z,2,REGULAR,substitution,out,['startperiod'],1629632,,,1610612754,34,31,2026-02-27T00:39:12Z,1700000,False,,,0,,SUB out: C. White,[1629632],1610612766.0,CHA,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2026-02-27T00:38:45.7Z,2,REGULAR,substitution,out,['startperiod'],1628970,,,1610612754,34,31,2026-02-27T00:39:12Z,1710000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2026-02-27T00:38:45.7Z,2,REGULAR,substitution,out,['startperiod'],1631217,,,1610612754,34,31,2026-02-27T00:39:12Z,1720000,False,,,0,,SUB out: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2026-02-27T00:38:45.7Z,2,REGULAR,substitution,in,['startperiod'],1630643,,,1610612754,34,31,2026-02-27T00:39:12Z,1730000,False,,,0,,SUB in: J. Huff,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2026-02-27T00:38:45.7Z,2,REGULAR,substitution,in,['startperiod'],1630163,,,1610612754,34,31,2026-02-27T00:39:12Z,1740000,False,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
