actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2026-01-11T00:10:58.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-11T00:10:58Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-01-11T00:11:00.9Z,1,REGULAR,jumpball,recovered,[],1630558,,,1610612748,0,0,2026-01-11T00:11:00Z,40000,False,,,0,,Jump Ball B. Adebayo vs. P. Siakam: Tip to D. Mitchell,"[1630558, 1628389, 1627783]",1610612748.0,MIA,startperiod,D. Mitchell,1630558.0,Mitchell,D. Mitchell,Adebayo,1628389.0,Siakam,1627783.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2026-01-11T00:11:12.8Z,1,REGULAR,turnover,bad pass,[],1630558,,,1610612748,0,0,2026-01-11T00:11:15Z,70000,False,,,0,,D. Mitchell bad pass TURNOVER (1 TO),"[1630558, 1627783]",1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Right Center,1.0,Siakam,1627783.0,,,,,,,,,,,,,,,,,
8,PT11M44.00S,2026-01-11T00:11:12.8Z,1,REGULAR,steal,,[],1627783,,,1610612754,0,0,2026-01-11T00:11:14Z,80000,False,,,0,,P. Siakam STEAL (1 STL),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
9,PT11M40.00S,2026-01-11T00:11:17.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627783,93.11760840998686,49.754901960784316,1610612754,2,0,2026-01-11T00:11:23Z,90000,False,-1.0,12.0,1,right,P. Siakam running Layup (2 PTS) (Q. Jackson 1 AST),"[1627783, 1631245]",1610612754.0,IND,running,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,1.23,Made,2.0,Q. Jackson,1631245.0,1.0,,,,,,,,,,,
11,PT11M29.00S,2026-01-11T00:11:28.1Z,1,REGULAR,turnover,bad pass,[],1626181,,,1610612748,2,0,2026-01-11T00:11:32Z,110000,False,,,0,,N. Powell bad pass TURNOVER (1 TO),"[1626181, 1631245]",1610612748.0,MIA,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Center,1.0,Jackson,1631245.0,,,,,,,,,,,,,,,,,
12,PT11M29.00S,2026-01-11T00:11:28.1Z,1,REGULAR,steal,,[],1631245,,,1610612754,2,0,2026-01-11T00:11:30Z,120000,False,,,0,,Q. Jackson STEAL (1 STL),[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
13,PT11M26.00S,2026-01-11T00:11:31.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629614,91.80354796320631,56.61764705882353,1610612754,4,0,2026-01-11T00:11:36Z,130000,False,33.0,25.0,1,right,A. Nembhard running Layup (2 PTS) (J. Furphy 1 AST),"[1629614, 1642277]",1610612754.0,IND,running,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,4.12,Made,2.0,J. Furphy,1642277.0,1.0,,,,,,,,,,,
15,PT11M11.00S,2026-01-11T00:11:46.3Z,1,REGULAR,3pt,Jump Shot,[],1626181,25.443495400788436,89.95098039215686,1610612748,4,0,2026-01-11T00:11:53Z,150000,False,-200.0,187.0,1,left,MISS N. Powell 27' 3PT,[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,,,,27.35,Missed,,,,,,,,,,,,,,,
16,PT11M05.00S,2026-01-11T00:11:52.3Z,1,REGULAR,rebound,offensive,[],1628389,,,1610612748,4,0,2026-01-11T00:11:53Z,160000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:0),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,15.0,1.0,0.0,1.0,,,,,,,
