actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
87,PT05M09.00S,2025-12-24T00:53:55.7Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1641716,,,1610612754,10,9,2025-12-24T00:53:55Z,860000,False,,,0,,MISS J. Walker Free Throw 1 of 2,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
88,PT05M09.00S,2025-12-24T00:53:55.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,10,9,2025-12-24T00:53:55Z,870000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,87.0,,,,,,,,,,,,,,,,,
89,PT05M09.00S,2025-12-24T00:53:56.4Z,1,REGULAR,substitution,out,[],1628398,,,1610612754,10,9,2025-12-24T00:54:01Z,880000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M09.00S,2025-12-24T00:53:56.4Z,1,REGULAR,substitution,out,[],1631260,,,1610612754,10,9,2025-12-24T00:54:01Z,890000,False,,,0,,SUB out: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M09.00S,2025-12-24T00:53:56.4Z,1,REGULAR,substitution,in,[],1629018,,,1610612754,10,9,2025-12-24T00:54:01Z,900000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M09.00S,2025-12-24T00:53:56.4Z,1,REGULAR,substitution,in,[],1631157,,,1610612754,10,9,2025-12-24T00:54:01Z,910000,False,,,0,,SUB in: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M09.00S,2025-12-24T00:54:18.5Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1641716,,,1610612754,11,9,2025-12-24T00:54:18Z,920000,False,,,0,,J. Walker Free Throw 2 of 2 (1 PTS),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,Made,,1.0,,,,,,,,,,,,,,,,
94,PT04M58.00S,2025-12-24T00:54:30.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,10.988830486202366,38.970588235294116,1610612749,11,9,2025-12-24T00:56:30Z,930000,False,55.0,51.0,1,left,MISS K. Porter Jr. 7' driving floating Shot,[1629645],1610612749.0,MIL,driving floating,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.49,Missed,,,,,,,,,,,,,,,,,,
95,PT04M55.00S,2025-12-24T00:54:33.6Z,1,REGULAR,rebound,defensive,[],204456,,,1610612754,11,9,2025-12-24T00:54:35Z,940000,False,,,0,,T. McConnell REBOUND (Off:0 Def:1),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,,,94.0,,,,,,,,,,,1.0,1.0,0.0,,,,
96,PT04M51.00S,2025-12-24T00:54:37.8Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],204456,81.02825229960578,72.30392156862744,1610612754,13,9,2025-12-24T00:54:42Z,950000,False,112.0,126.0,1,right,T. McConnell 16' running pullup Jump Shot (2 PTS),[204456],1610612754.0,IND,running pullup,,,McConnell,T. McConnell,,,,,Mid-Range,16-24 Right Center,16.81,Made,,2.0,,,,,,,,,,,,,,,,
97,PT04M34.00S,2025-12-24T00:54:54.1Z,1,REGULAR,2pt,Jump Shot,[],1626171,8.229303547963205,82.59803921568627,1610612749,13,11,2025-12-24T00:54:59Z,960000,False,-163.0,25.0,1,left,B. Portis 16' step back Jump Shot (4 PTS) (K. Porter Jr. 1 AST),"[1626171, 1629645]",1610612749.0,MIL,step back,,,Portis,B. Portis,,,,,Mid-Range,16-24 Left,16.49,Made,,4.0,K. Porter Jr.,1629645.0,1.0,,,,,,,,,,,,,
99,PT04M20.00S,2025-12-24T00:55:08.4Z,1,REGULAR,3pt,Jump Shot,[],1641716,65.52233902759527,63.725490196078425,1610612754,13,11,2025-12-24T00:55:12Z,980000,False,69.0,272.0,1,right,MISS J. Walker 28' 3PT,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Center,28.01,Missed,,,,,,,,,,,,,,,,,,
100,PT04M17.00S,2025-12-24T00:55:11.4Z,1,REGULAR,rebound,defensive,[],1629018,,,1610612749,13,11,2025-12-24T00:55:12Z,990000,False,,,0,,G. Trent Jr. REBOUND (Off:0 Def:1),[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,,,99.0,,,,,,,,,,,1.0,1.0,0.0,,,,
101,PT04M10.00S,2025-12-24T00:55:22.1Z,1,REGULAR,foul,personal,['2freethrow'],1641716,,,1610612749,13,11,2025-12-24T00:55:25Z,1000000,False,,,0,,J. Walker shooting personal FOUL (1 PF) (Portis 2 FT),"[1641716, 1626171]",1610612754.0,IND,shooting,,,Walker,J. Walker,,,,,Mid-Range,8-16 Left,,,,,,,,1628487.0,1.0,0.0,Portis,1626171.0,,,,,,,,
103,PT04M10.00S,2025-12-24T00:55:53.1Z,1,REGULAR,freethrow,1 of 2,[],1626171,,,1610612749,13,12,2025-12-24T00:55:53Z,1020000,False,,,0,,B. Portis Free Throw 1 of 2 (5 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,Made,,5.0,,,,,,,,,,,,,,,,
104,PT04M10.00S,2025-12-24T00:55:53.6Z,1,REGULAR,substitution,out,[],1631097,,,1610612749,13,12,2025-12-24T00:56:00Z,1030000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M10.00S,2025-12-24T00:55:53.6Z,1,REGULAR,substitution,out,[],1629614,,,1610612749,13,12,2025-12-24T00:56:00Z,1040000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M10.00S,2025-12-24T00:55:53.6Z,1,REGULAR,substitution,out,[],1626167,,,1610612749,13,12,2025-12-24T00:56:00Z,1050000,False,,,0,,SUB out: M. Turner,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M10.00S,2025-12-24T00:55:53.6Z,1,REGULAR,substitution,in,[],1630679,,,1610612749,13,12,2025-12-24T00:56:00Z,1060000,False,,,0,,SUB in: E. Thompson,[1630679],1610612754.0,IND,,,,Thompson,E. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M10.00S,2025-12-24T00:55:53.6Z,1,REGULAR,substitution,in,[],1642277,,,1610612749,13,12,2025-12-24T00:56:00Z,1070000,False,,,0,,SUB in: J. Furphy,[1642277],1610612754.0,IND,,,,Furphy,J. Furphy,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M10.00S,2025-12-24T00:55:53.6Z,1,REGULAR,substitution,in,[],1630579,,,1610612749,13,12,2025-12-24T00:56:00Z,1080000,False,,,0,,SUB in: J. Sims,[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M10.00S,2025-12-24T00:56:22.4Z,1,REGULAR,freethrow,2 of 2,[],1626171,,,1610612749,13,13,2025-12-24T00:56:22Z,1090000,False,,,0,,B. Portis Free Throw 2 of 2 (6 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,Made,,6.0,,,,,,,,,,,,,,,,
111,PT03M47.00S,2025-12-24T00:56:46.6Z,1,REGULAR,2pt,Jump Shot,[],204456,88.51839684625493,70.83333333333334,1610612754,13,13,2025-12-24T00:56:51Z,1100000,False,104.0,55.0,1,right,MISS T. McConnell 11' fadeaway Shot,[204456],1610612754.0,IND,fadeaway,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Right,11.8,Missed,,,,,,,,,,,,,,,,,,
112,PT03M44.00S,2025-12-24T00:56:49.6Z,1,REGULAR,rebound,offensive,[],1642277,,,1610612754,13,13,2025-12-24T00:56:51Z,1110000,False,,,0,,J. Furphy REBOUND (Off:1 Def:0),[1642277],1610612754.0,IND,,,,Furphy,J. Furphy,,,,,Mid-Range,8-16 Right,,,111.0,,,,,,,,,,,1.0,0.0,1.0,,,,
113,PT03M43.00S,2025-12-24T00:56:50.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642277,92.32917214191852,50.73529411764706,1610612754,13,13,2025-12-24T00:56:53Z,1120000,False,4.0,20.0,1,right,MISS J. Furphy putback Layup - blocked,"[1642277, 1631157]",1610612754.0,IND,putback,,,Furphy,J. Furphy,,,,,Restricted Area,0-8 Center,1.99,Missed,,,,,,,,,,,,,,,Rollins,1631157.0,,
124,PT03M43.00S,2025-12-24T00:56:50.2Z,1,REGULAR,block,,[],1631157,,,1610612754,13,13,2025-12-24T00:59:49Z,1125000,False,,,0,,R. Rollins BLOCK (1 BLK),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
114,PT03M42.00S,2025-12-24T00:56:51.2Z,1,REGULAR,rebound,defensive,[],1631157,,,1610612749,13,13,2025-12-24T00:56:53Z,1130000,False,,,0,,R. Rollins REBOUND (Off:0 Def:1),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,,,113.0,,,,,,,,,,,1.0,1.0,0.0,,,,
115,PT03M37.00S,2025-12-24T00:56:56.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630579,5.338370565045992,50.98039215686274,1610612749,13,15,2025-12-24T00:57:00Z,1140000,False,-5.0,-2.0,1,left,J. Sims running DUNK (2 PTS) (B. Portis 1 AST),"[1630579, 1626171]",1610612749.0,MIL,running,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,0.54,Made,,2.0,B. Portis,1626171.0,1.0,,,,,,,,,,,,,
117,PT03M12.00S,2025-12-24T00:57:21.2Z,1,REGULAR,2pt,Jump Shot,[],1630679,81.42247043363994,75.24509803921569,1610612754,13,15,2025-12-24T00:57:25Z,1160000,False,126.0,122.0,1,right,MISS E. Thompson 17' pullup Shot,[1630679],1610612754.0,IND,pullup,,,Thompson,E. Thompson,,,,,Mid-Range,16-24 Right Center,17.56,Missed,,,,,,,,,,,,,,,,,,
118,PT03M09.00S,2025-12-24T00:57:24.2Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,13,15,2025-12-24T00:57:25Z,1170000,False,,,0,,B. Portis REBOUND (Off:0 Def:4),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,16-24 Right Center,,,117.0,,,,,,,,,,,4.0,4.0,0.0,,,,
119,PT02M52.00S,2025-12-24T00:57:41.4Z,1,REGULAR,2pt,Jump Shot,[],1631157,18.478975032851512,66.91176470588235,1610612749,13,15,2025-12-24T00:57:44Z,1180000,False,-85.0,121.0,1,left,MISS R. Rollins 14' pullup Shot,[1631157],1610612749.0,MIL,pullup,,,Rollins,R. Rollins,,,,,Mid-Range,8-16 Left,14.78,Missed,,,,,,,,,,,,,,,,,,
120,PT02M50.00S,2025-12-24T00:57:43.4Z,1,REGULAR,rebound,defensive,[],1642277,,,1610612754,13,15,2025-12-24T00:57:44Z,1190000,False,,,0,,J. Furphy REBOUND (Off:1 Def:1),[1642277],1610612754.0,IND,,,,Furphy,J. Furphy,,,,,Mid-Range,8-16 Left,,,119.0,,,,,,,,,,,2.0,1.0,1.0,,,,
121,PT02M38.00S,2025-12-24T00:57:57.4Z,1,REGULAR,foul,personal,['2freethrow'],1631157,,,1610612754,13,15,2025-12-24T00:58:03Z,1200000,False,,,0,,R. Rollins shooting personal FOUL (1 PF) (McConnell 2 FT),"[1631157, 204456]",1610612749.0,MIL,shooting,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,201245.0,1.0,0.0,McConnell,204456.0,,,,,,,,
123,PT02M38.00S,2025-12-24T00:58:03.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,13,15,2025-12-24T00:58:03Z,1220000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M38.00S,2025-12-24T01:00:18.4Z,1,REGULAR,substitution,out,[],1629645,,,1610612754,13,15,2025-12-24T01:00:28Z,1230000,False,,,0,,SUB out: K. Porter Jr.,[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M38.00S,2025-12-24T01:00:18.4Z,1,REGULAR,substitution,out,[],1626171,,,1610612754,13,15,2025-12-24T01:00:28Z,1240000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M38.00S,2025-12-24T01:00:18.4Z,1,REGULAR,substitution,in,[],203914,,,1610612754,13,15,2025-12-24T01:00:28Z,1250000,False,,,0,,SUB in: G. Harris,[203914],1610612749.0,MIL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M38.00S,2025-12-24T01:00:18.4Z,1,REGULAR,substitution,in,[],1628398,,,1610612754,13,15,2025-12-24T01:00:28Z,1260000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M38.00S,2025-12-24T01:01:11.6Z,1,REGULAR,freethrow,1 of 2,[],204456,,,1610612754,14,15,2025-12-24T01:01:11Z,1270000,False,,,0,,T. McConnell Free Throw 1 of 2 (3 PTS),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,Made,,3.0,,,,,,,,,,,,,,,,
130,PT02M38.00S,2025-12-24T01:01:43.8Z,1,REGULAR,violation,lane,[],1631157,,,1610612754,14,15,2025-12-24T01:01:43Z,1280000,False,,,0,,R. Rollins lane VIOLATION,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M38.00S,2025-12-24T01:02:03.2Z,1,REGULAR,freethrow,2 of 2,[],204456,,,1610612754,15,15,2025-12-24T01:02:03Z,1290000,False,,,0,,T. McConnell Free Throw 2 of 2 (4 PTS),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,Made,,4.0,,,,,,,,,,,,,,,,
132,PT02M27.00S,2025-12-24T01:02:15.7Z,1,REGULAR,3pt,Jump Shot,[],1629018,4.812746386333772,96.81372549019608,1610612749,15,18,2025-12-24T01:02:20Z,1300000,False,-234.0,-7.0,1,left,G. Trent Jr. 3PT  (3 PTS) (J. Sims 1 AST),"[1629018, 1630579]",1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Left Corner 3,24+ Left,23.42,Made,,3.0,J. Sims,1630579.0,1.0,,,,,,,,,,,,,
134,PT02M15.00S,2025-12-24T01:02:26.2Z,1,REGULAR,2pt,Jump Shot,[],204456,82.9993429697766,74.50980392156863,1610612754,17,18,2025-12-24T01:02:29Z,1320000,False,123.0,107.0,1,right,T. McConnell 16' pullup Jump Shot (6 PTS),[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,Mid-Range,16-24 Right Center,16.28,Made,,6.0,,,,,,,,,,,,,,,,
135,PT01M59.00S,2025-12-24T01:02:42.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630579,5.601182654402102,50.98039215686274,1610612749,17,20,2025-12-24T01:02:45Z,1330000,False,-5.0,0.0,1,left,J. Sims cutting DUNK (4 PTS) (G. Trent Jr. 1 AST),"[1630579, 1629018]",1610612749.0,MIL,cutting,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,0.49,Made,,4.0,G. Trent Jr.,1629018.0,1.0,,,,,,,,,,,,,
137,PT01M38.00S,2025-12-24T01:03:04.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642277,91.01511169513797,42.8921568627451,1610612754,19,20,2025-12-24T01:03:15Z,1350000,False,-36.0,32.0,1,right,J. Furphy driving Layup (2 PTS) (T. McConnell 1 AST),"[1642277, 204456]",1610612754.0,IND,driving,,,Furphy,J. Furphy,,,,,In The Paint (Non-RA),0-8 Center,4.78,Made,,2.0,T. McConnell,204456.0,1.0,,,,,,,,,,,,,
138,PT01M38.00S,2025-12-24T01:03:07.3Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630579,,,1610612754,19,20,2025-12-24T01:03:12Z,1360000,False,,,0,,J. Sims shooting personal FOUL (1 PF) (Furphy 1 FT),"[1630579, 1642277]",1610612749.0,MIL,shooting,,,Sims,J. Sims,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628487.0,1.0,0.0,Furphy,1642277.0,,,,,,,,
140,PT01M38.00S,2025-12-24T01:03:28.0Z,1,REGULAR,substitution,out,[],204456,,,1610612754,19,20,2025-12-24T01:04:04Z,1380000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M38.00S,2025-12-24T01:03:28.0Z,1,REGULAR,substitution,in,[],1629614,,,1610612754,19,20,2025-12-24T01:04:04Z,1390000,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M38.00S,2025-12-24T01:03:28.0Z,1,REGULAR,substitution,out,[],1630679,,,1610612754,19,20,2025-12-24T01:04:04Z,1400000,False,,,0,,SUB out: E. Thompson,[1630679],1610612754.0,IND,,,,Thompson,E. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M38.00S,2025-12-24T01:03:28.0Z,1,REGULAR,substitution,in,[],1631245,,,1610612754,19,20,2025-12-24T01:04:04Z,1410000,False,,,0,,SUB in: Q. Jackson,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M38.00S,2025-12-24T01:04:02.9Z,1,REGULAR,freethrow,1 of 1,[],1642277,,,1610612754,19,20,2025-12-24T01:04:06Z,1420000,False,,,0,,MISS J. Furphy Free Throw 1 of 1,[1642277],1610612754.0,IND,,,,Furphy,J. Furphy,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
145,PT01M36.00S,2025-12-24T01:04:04.9Z,1,REGULAR,rebound,defensive,[],203914,,,1610612749,19,20,2025-12-24T01:04:06Z,1430000,False,,,0,,G. Harris REBOUND (Off:0 Def:1),[203914],1610612749.0,MIL,,,,Harris,G. Harris,,,,,,,,,144.0,,,,,,,,,,,1.0,1.0,0.0,,,,
147,PT01M16.00S,2025-12-24T01:04:24.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631157,13.485545335085414,36.029411764705884,1610612749,19,22,2025-12-24T01:05:22Z,1440000,False,70.0,74.0,1,left,R. Rollins 10' turnaround Jump Shot (2 PTS),[1631157],1610612749.0,MIL,turnaround,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),8-16 Right,10.2,Made,,2.0,,,,,,,,,,,,,,,,
148,PT01M02.00S,2025-12-24T01:04:37.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642277,90.62089356110381,39.950980392156865,1610612754,19,22,2025-12-24T01:04:40Z,1450000,False,-50.0,36.0,1,right,MISS J. Furphy 6' Layup - blocked,"[1642277, 203914]",1610612754.0,IND,,,,Furphy,J. Furphy,,,,,In The Paint (Non-RA),0-8 Center,6.16,Missed,,,,,,,,,,,,,,,Harris,203914.0,,
149,PT01M02.00S,2025-12-24T01:04:37.9Z,1,REGULAR,block,,[],203914,,,1610612754,19,22,2025-12-24T01:04:39Z,1460000,False,,,0,,G. Harris BLOCK (1 BLK),[203914],1610612749.0,MIL,,,,Harris,G. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
150,PT01M01.00S,2025-12-24T01:04:38.9Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612749,19,22,2025-12-24T01:04:40Z,1470000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,148.0,,,,,,,,,,,2.0,2.0,0.0,,,,
151,PT00M51.20S,2025-12-24T01:04:50.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631157,13.091327201051248,63.48039215686274,1610612749,19,24,2025-12-24T01:06:59Z,1480000,False,-67.0,71.0,1,left,R. Rollins 9' turnaround fadeaway Jump Shot (4 PTS),[1631157],1610612749.0,MIL,turnaround fadeaway,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),8-16 Left,9.76,Made,,4.0,,,,,,,,,,,,,,,,
152,PT00M47.00S,2025-12-24T01:04:59.4Z,1,REGULAR,turnover,backcourt,[],1631245,,,1610612754,19,24,2025-12-24T01:05:06Z,1490000,False,,,0,,Q. Jackson backcourt TURNOVER (1 TO),[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,Above the Break 3,24+ Center,,,,,,,,1628487.0,,,,,1.0,,,,,,,
153,PT00M47.00S,2025-12-24T01:05:04.9Z,1,REGULAR,substitution,out,[],1630164,,,1610612749,19,24,2025-12-24T01:05:07Z,1500000,False,,,0,,SUB out: J. Wiseman,[1630164],1610612754.0,IND,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M47.00S,2025-12-24T01:05:04.9Z,1,REGULAR,substitution,in,[],1630643,,,1610612749,19,24,2025-12-24T01:05:07Z,1510000,False,,,0,,SUB in: J. Huff,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M47.00S,2025-12-24T01:05:04.9Z,1,REGULAR,substitution,out,[],1642277,,,1610612749,19,24,2025-12-24T01:05:32Z,1530000,False,,,0,,SUB out: J. Furphy,[1642277],1610612754.0,IND,,,,Furphy,J. Furphy,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M47.00S,2025-12-24T01:05:04.9Z,1,REGULAR,substitution,in,[],1627783,,,1610612749,19,24,2025-12-24T01:05:32Z,1540000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M38.40S,2025-12-24T01:05:47.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628398,8.492115637319317,41.42156862745098,1610612749,19,24,2025-12-24T01:06:02Z,1550000,False,43.0,27.0,1,left,MISS K. Kuzma driving Layup - blocked,"[1628398, 1630643]",1610612749.0,MIL,driving,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,5.08,Missed,,,,,,,,,,,,,,,Huff,1630643.0,,
159,PT00M38.40S,2025-12-24T01:05:47.6Z,1,REGULAR,block,,[],1630643,,,1610612749,19,24,2025-12-24T01:05:50Z,1560000,False,,,0,,J. Huff BLOCK (1 BLK),[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
160,PT00M37.40S,2025-12-24T01:05:48.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,19,24,2025-12-24T01:05:59Z,1570000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,158.0,,,,,,,,,,,,,,,,,
162,PT00M36.40S,2025-12-24T01:06:06.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628398,4.944152431011826,51.470588235294116,1610612749,19,24,2025-12-24T01:06:09Z,1590000,False,-7.0,-6.0,1,left,MISS K. Kuzma cutting DUNK,[1628398],1610612749.0,MIL,cutting,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,0.95,Missed,,,,,,,,,,,,,,,,,,
163,PT00M34.50S,2025-12-24T01:06:08.2Z,1,REGULAR,rebound,defensive,[],1630643,,,1610612754,19,24,2025-12-24T01:06:09Z,1600000,False,,,0,,J. Huff REBOUND (Off:1 Def:2),[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,Restricted Area,0-8 Center,,,162.0,,,,,,,,,,,3.0,2.0,1.0,,,,
164,PT00M27.60S,2025-12-24T01:06:16.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630579,,,1610612754,19,24,2025-12-24T01:06:24Z,1610000,False,,,0,,J. Sims personal FOUL (2 PF) (Siakam 2 FT),"[1630579, 1627783]",1610612749.0,MIL,,,,Sims,J. Sims,,,,,Mid-Range,8-16 Left,,,,,,,,201245.0,2.0,0.0,Siakam,1627783.0,,,,,,,,
166,PT00M27.60S,2025-12-24T01:06:47.7Z,1,REGULAR,freethrow,1 of 2,[],1627783,,,1610612754,19,24,2025-12-24T01:07:21Z,1630000,False,,,0,,MISS P. Siakam Free Throw 1 of 2,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
167,PT00M27.60S,2025-12-24T01:06:47.7Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612754,19,24,2025-12-24T01:07:21Z,1640000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,166.0,,,,,,,,,,,,,,,,,
168,PT00M27.60S,2025-12-24T01:06:51.5Z,1,REGULAR,substitution,out,[],1629614,,,1610612754,19,24,2025-12-24T01:07:04Z,1650000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT00M27.60S,2025-12-24T01:06:51.5Z,1,REGULAR,substitution,out,[],1631245,,,1610612754,19,24,2025-12-24T01:07:04Z,1660000,False,,,0,,SUB out: Q. Jackson,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT00M27.60S,2025-12-24T01:06:51.5Z,1,REGULAR,substitution,in,[],204456,,,1610612754,19,24,2025-12-24T01:07:04Z,1670000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
