actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-11-16T00:12:28.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-16T00:12:28Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2025-11-16T00:12:30.1Z,1,REGULAR,jumpball,recovered,[],1641716,,,1610612754,0,0,2025-11-16T00:12:30Z,40000,False,,,0,,Jump Ball T. Bradley vs. J. Poeltl: Tip to J. Walker,"[1641716, 1628396, 1627751]",1610612754.0,IND,startperiod,J. Walker,1641716.0,Walker,J. Walker,Bradley,1628396.0,Poeltl,1627751.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2025-11-16T00:12:46.0Z,1,REGULAR,3pt,Jump Shot,[],1641716,27.808804204993432,75.49019607843137,1610612754,0,0,2025-11-16T00:12:49Z,70000,False,-127.0,209.0,1,left,MISS J. Walker 24' step back 3PT,[1641716],1610612754.0,IND,step back,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,24.47,Missed,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2025-11-16T00:12:49.0Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612761,0,0,2025-11-16T00:12:49Z,80000,False,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M32.00S,2025-11-16T00:12:55.2Z,1,REGULAR,3pt,Jump Shot,[],1627742,91.40932982917214,2.450980392156863,1610612761,0,0,2025-11-16T00:12:59Z,90000,False,-238.0,28.0,1,right,MISS B. Ingram 3PT,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Left Corner 3,24+ Left,23.94,Missed,,,,,,,,,,,,,,,,,,
10,PT11M29.00S,2025-11-16T00:12:58.2Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,0,0,2025-11-16T00:12:59Z,100000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Left Corner 3,24+ Left,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M19.00S,2025-11-16T00:13:08.4Z,1,REGULAR,3pt,Jump Shot,[],1630526,17.95335085413929,3.431372549019608,1610612754,3,0,2025-11-16T00:13:11Z,110000,False,233.0,116.0,1,left,J. Robinson-Earl 26' 3PT  (3 PTS) (J. Walker 1 AST),"[1630526, 1641716]",1610612754.0,IND,,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Right Center,26.02,Made,,,,,3.0,J. Walker,1641716.0,1.0,,,,,,,,,,
14,PT11M02.00S,2025-11-16T00:13:44.0Z,1,REGULAR,3pt,Jump Shot,[],1629628,94.69448094612353,95.83333333333334,1610612761,3,0,2025-11-16T00:13:49Z,140000,False,229.0,-3.0,1,right,MISS R. Barrett 3PT,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Right Corner 3,24+ Right,22.92,Missed,,,,,,,,,,,,,,,,,,
15,PT10M57.00S,2025-11-16T00:13:49.0Z,1,REGULAR,rebound,offensive,[],1627742,,,1610612761,3,0,2025-11-16T00:13:49Z,150000,False,,,0,,B. Ingram REBOUND (Off:1 Def:0),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Right Corner 3,24+ Right,,,14.0,1.0,0.0,1.0,,,,,,,,,,,,,,
16,PT10M54.00S,2025-11-16T00:13:51.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630193,73.80091984231275,86.51960784313727,1610612761,3,0,2025-11-16T00:13:55Z,160000,False,183.0,194.0,1,right,MISS I. Quickley 26' 3PT,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,26.63,Missed,,,,,,,,,,,,,,,,,,
