actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-03-29T21:11:04.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-29T21:11:04Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-03-29T21:11:07.4Z,1,REGULAR,jumpball,recovered,[],1631245,,,1610612754,0,0,2026-03-29T21:11:07Z,40000,False,,,0,,Jump Ball J. Slawson vs. B. Adebayo: Tip to Q. Jackson,"[1631245, 1641771, 1628389]",1610612754.0,IND,startperiod,Q. Jackson,1631245.0,Jackson,Q. Jackson,Slawson,1641771.0,Adebayo,1628389.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2026-03-29T21:11:24.2Z,1,REGULAR,3pt,Jump Shot,[],1627783,69.59592641261499,65.44117647058823,1610612754,0,0,2026-03-29T21:11:28Z,70000,False,77.0,233.0,1,right,MISS P. Siakam 24' 3PT,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,24.57,Missed,,,,,,,,,,,,,,,,,,
8,PT11M36.00S,2026-03-29T21:11:27.2Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,0,0,2026-03-29T21:11:28Z,80000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M29.00S,2026-03-29T21:11:35.0Z,1,REGULAR,2pt,Jump Shot,[],203952,6.521024967148489,72.05882352941177,1610612748,0,0,2026-03-29T21:12:02Z,90000,False,-110.0,9.0,1,left,MISS A. Wiggins 11' driving floating Shot,[203952],1610612748.0,MIA,driving floating,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Left,11.07,Missed,,,,,,,,,,,,,,,,,,
10,PT11M27.00S,2026-03-29T21:11:37.0Z,1,REGULAR,rebound,defensive,[],1630679,,,1610612754,0,0,2026-03-29T21:11:39Z,100000,False,,,0,,E. Thompson REBOUND (Off:0 Def:1),[1630679],1610612754.0,IND,,,,Thompson,E. Thompson,,,,,Mid-Range,8-16 Left,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M22.00S,2026-03-29T21:11:42.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629614,90.09526938239159,55.392156862745104,1610612754,2,0,2026-03-29T21:11:46Z,110000,False,27.0,41.0,1,right,A. Nembhard running finger roll Layup (2 PTS),[1629614],1610612754.0,IND,running finger roll,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,4.88,Made,,,,,2.0,,,,,,,,,,,,,
12,PT11M06.00S,2026-03-29T21:11:57.7Z,1,REGULAR,3pt,Jump Shot,[],1629639,20.18725361366623,4.6568627450980395,1610612748,2,0,2026-03-29T21:12:01Z,120000,False,227.0,137.0,1,left,MISS T. Herro 26' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,26.5,Missed,,,,,,,,,,,,,,,,,,
13,PT11M05.00S,2026-03-29T21:11:58.7Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,2,0,2026-03-29T21:12:14Z,130000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT10M58.00S,2026-03-29T21:12:09.5Z,1,REGULAR,foul,personal,['2freethrow'],1641796,,,1610612754,2,0,2026-03-29T21:12:15Z,140000,False,,,0,,P. Larsson shooting personal FOUL (1 PF) (Siakam 2 FT),"[1641796, 1627783]",1610612748.0,MIA,shooting,,,Larsson,P. Larsson,,,,,Restricted Area,0-8 Center,,,,,,,,2715.0,1.0,0.0,Siakam,1627783.0,,,,,,,,
