actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-12-09T00:10:30.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-12-09T00:10:30Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-12-09T00:10:32.2Z,1,REGULAR,jumpball,recovered,[],1627783,,,1610612754,0,0,2025-12-09T00:10:32Z,40000,False,,,0,,Jump Ball J. Huff vs. M. Raynaud: Tip to P. Siakam,"[1627783, 1630643, 1642875]",1610612754.0,IND,startperiod,P. Siakam,1627783.0,Siakam,P. Siakam,Huff,1630643.0,Raynaud,1642875.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2025-12-09T00:10:46.5Z,1,REGULAR,3pt,Jump Shot,[],1631097,71.30420499342969,17.647058823529413,1610612754,0,0,2025-12-09T00:10:50Z,70000,False,-162.0,217.0,1,right,MISS B. Mathurin 27' 3PT,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,27.08,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2025-12-09T00:10:48.5Z,1,REGULAR,rebound,defensive,[],201566,,,1610612758,0,0,2025-12-09T00:10:50Z,80000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M23.00S,2025-12-09T00:11:07.3Z,1,REGULAR,turnover,lost ball,[],1642875,,,1610612758,0,0,2025-12-09T00:11:11Z,90000,False,,,0,,M. Raynaud lost ball TURNOVER (1 TO),"[1642875, 1630643]",1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,1.0,Huff,1630643.0,,,,,,,,,,,
10,PT11M23.00S,2025-12-09T00:11:07.3Z,1,REGULAR,steal,,[],1630643,,,1610612754,0,0,2025-12-09T00:11:09Z,100000,False,,,0,,J. Huff STEAL (1 STL),[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
11,PT11M13.00S,2025-12-09T00:11:18.6Z,1,REGULAR,foul,personal,['2freethrow'],1631099,,,1610612754,0,0,2025-12-09T00:11:25Z,110000,False,,,0,,K. Murray shooting personal FOUL (1 PF) (Huff 2 FT),"[1631099, 1630643]",1610612758.0,SAC,shooting,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,1626300.0,1.0,0.0,Huff,1630643.0,,,,,,
13,PT11M13.00S,2025-12-09T00:11:44.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630643,,,1610612754,1,0,2025-12-09T00:11:44Z,130000,False,,,0,,J. Huff Free Throw 1 of 2 (1 PTS),[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,,,,Made,,,,,,,,,,,,,1.0,,,,,
14,PT11M13.00S,2025-12-09T00:11:59.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630643,,,1610612754,2,0,2025-12-09T00:11:59Z,140000,False,,,0,,J. Huff Free Throw 2 of 2 (2 PTS),[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,,,,Made,,,,,,,,,,,,,2.0,,,,,
15,PT10M59.00S,2025-12-09T00:12:23.6Z,1,REGULAR,3pt,Jump Shot,[],201566,13.61695137976347,3.1862745098039214,1610612758,2,3,2025-12-09T00:12:27Z,150000,False,234.0,75.0,1,left,R. Westbrook 24' 3PT  (3 PTS) (D. DeRozan 1 AST),"[201566, 201942]",1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Right Corner 3,24+ Right,24.6,Made,,,,,,,,,,,,,3.0,D. DeRozan,201942.0,1.0,,
17,PT10M38.00S,2025-12-09T00:12:43.7Z,1,REGULAR,2pt,Jump Shot,[],1627783,94.56307490144546,14.215686274509803,1610612754,2,3,2025-12-09T00:13:24Z,170000,False,-179.0,-1.0,1,right,MISS P. Siakam 17' fadeaway Shot,[1627783],1610612754.0,IND,fadeaway,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Left,17.89,Missed,,,,,,,,,,,,,,,,,,
18,PT10M36.00S,2025-12-09T00:12:45.7Z,1,REGULAR,rebound,defensive,[],203897,,,1610612758,2,3,2025-12-09T00:12:47Z,180000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:1),[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Left,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M19.00S,2025-12-09T00:13:02.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642875,5.075558475689881,53.92156862745098,1610612758,2,5,2025-12-09T00:13:07Z,190000,False,-20.0,-5.0,1,left,M. Raynaud alley-oop Layup (2 PTS) (R. Westbrook 1 AST),"[1642875, 201566]",1610612758.0,SAC,alley-oop,,,Raynaud,M. Raynaud,,,,,Restricted Area,0-8 Center,2.02,Made,,,,,,,,,,,,,2.0,R. Westbrook,201566.0,1.0,,
21,PT10M04.00S,2025-12-09T00:13:18.0Z,1,REGULAR,3pt,Jump Shot,[],1631097,96.66557161629436,96.81372549019608,1610612754,5,5,2025-12-09T00:13:22Z,210000,False,234.0,-21.0,1,right,B. Mathurin 3PT  (3 PTS) (A. Nembhard 1 AST),"[1631097, 1629614]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Right Corner 3,24+ Right,23.51,Made,,,,,,,,,,,,,3.0,A. Nembhard,1629614.0,1.0,,
