actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
166,PT00M41.20S,2026-04-11T00:04:33.2Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,21,28,2026-04-11T00:04:33Z,1650000,False,,,0,,T. Maxey REBOUND (Off:1 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,,,,,,165.0,2.0,1.0,1.0,,,,,,,,
167,PT00M32.80S,2026-04-11T00:04:41.6Z,1,REGULAR,3pt,Jump Shot,[],1630178,18.610381077529567,93.62745098039215,1610612755,21,28,2026-04-11T00:04:45Z,1660000,False,-218.0,122.0,1,left,MISS T. Maxey 25' step back 3PT,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,,,25.01,Missed,,,,,,,,,,,,
168,PT00M29.80S,2026-04-11T00:04:44.6Z,1,REGULAR,rebound,defensive,[],1641716,,,1610612754,21,28,2026-04-11T00:04:45Z,1670000,False,,,0,,J. Walker REBOUND (Off:0 Def:2),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,,,,,,,,,167.0,2.0,2.0,0.0,,,,,,,,
169,PT00M21.30S,2026-04-11T00:04:53.2Z,1,REGULAR,3pt,Jump Shot,[],1641716,66.3107752956636,67.64705882352942,1610612754,21,28,2026-04-11T00:04:57Z,1680000,False,88.0,264.0,1,right,MISS J. Walker 27' 3PT,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right Center,,,,,,,27.85,Missed,,,,,,,,,,,,
170,PT00M17.50S,2026-04-11T00:04:56.8Z,1,REGULAR,rebound,defensive,[],1631230,,,1610612755,21,28,2026-04-11T00:04:56Z,1690000,False,,,0,,D. Barlow REBOUND (Off:0 Def:1),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Above the Break 3,24+ Right Center,,,,,,,,,169.0,1.0,1.0,0.0,,,,,,,,
171,PT00M03.90S,2026-04-11T00:05:10.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,6.1268068331143235,48.529411764705884,1610612755,21,28,2026-04-11T00:05:13Z,1700000,False,7.0,5.0,1,left,MISS T. Maxey driving Layup,[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,,0.9,Missed,,,,,,,,,,,,
172,PT00M02.00S,2026-04-11T00:05:12.4Z,1,REGULAR,rebound,defensive,[],1630167,,,1610612754,21,28,2026-04-11T00:05:12Z,1710000,False,,,0,,O. Toppin REBOUND (Off:0 Def:2),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,,,,,,,171.0,2.0,2.0,0.0,,,,,,,,
173,PT00M00.90S,2026-04-11T00:05:13.5Z,1,REGULAR,heave,,[],0,,,1610612754,21,28,2026-04-11T00:05:18Z,1720000,False,,,0,,IND Heave,[],1610612754.0,IND,,,,,,,,,,Mid-Range,16-24 Center,,,,,,,61.16,,,,,,,,,,,,,
174,PT00M00.90S,2026-04-11T00:05:13.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,21,28,2026-04-11T00:05:18Z,1730000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Mid-Range,16-24 Center,,,,,,,,,173.0,,,,,,,,,,,
175,PT00M00.00S,2026-04-11T00:05:16.8Z,1,REGULAR,period,end,[],0,,,1610612754,21,28,2026-04-11T00:05:16Z,1740000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2026-04-11T00:07:27.4Z,2,REGULAR,substitution,out,['startperiod'],1630167,,,1610612754,21,28,2026-04-11T00:07:47Z,1750000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2026-04-11T00:07:27.4Z,2,REGULAR,substitution,out,['startperiod'],1631245,,,1610612754,21,28,2026-04-11T00:07:47Z,1760000,False,,,0,,SUB out: Q. Jackson,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2026-04-11T00:07:27.4Z,2,REGULAR,substitution,out,['startperiod'],1630643,,,1610612754,21,28,2026-04-11T00:07:47Z,1770000,False,,,0,,SUB out: J. Huff,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2026-04-11T00:07:27.4Z,2,REGULAR,substitution,out,['startperiod'],1630178,,,1610612754,21,28,2026-04-11T00:07:47Z,1780000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2026-04-11T00:07:27.4Z,2,REGULAR,substitution,in,['startperiod'],1630695,,,1610612754,21,28,2026-04-11T00:07:47Z,1790000,False,,,0,,SUB in: M. Potter,[1630695],1610612754.0,IND,,,,Potter,M. Potter,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2026-04-11T00:07:27.4Z,2,REGULAR,substitution,in,['startperiod'],1641771,,,1610612754,21,28,2026-04-11T00:07:47Z,1800000,False,,,0,,SUB in: J. Slawson,[1641771],1610612754.0,IND,,,,Slawson,J. Slawson,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2026-04-11T00:07:27.4Z,2,REGULAR,substitution,in,['startperiod'],1642880,,,1610612754,21,28,2026-04-11T00:07:47Z,1810000,False,,,0,,SUB in: K. Jones,[1642880],1610612754.0,IND,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2026-04-11T00:07:27.4Z,2,REGULAR,substitution,in,['startperiod'],1642845,,,1610612754,21,28,2026-04-11T00:07:47Z,1820000,False,,,0,,SUB in: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2026-04-11T00:08:01.4Z,2,REGULAR,period,start,[],0,,,1610612755,21,28,2026-04-11T00:08:01Z,1830000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT11M40.00S,2026-04-11T00:08:20.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203083,5.338370565045992,49.01960784313725,1610612755,21,30,2026-04-11T00:08:24Z,1840000,False,5.0,-2.0,1,left,A. Drummond driving DUNK (4 PTS),[203083],1610612755.0,PHI,driving,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,0.54,Made,,,,,4.0,,,,,,,
186,PT11M26.00S,2026-04-11T00:08:35.8Z,2,REGULAR,turnover,out-of-bounds,[],1630695,,,1610612754,21,30,2026-04-11T00:08:40Z,1850000,False,,,0,,M. Potter bad pass out-of-bounds TURNOVER (1 TO),[1630695],1610612754.0,IND,bad pass,,,Potter,M. Potter,,,,,In The Paint (Non-RA),8-16 Center,1626300.0,,,,,1.0,,,,,,,,,,,,,,
187,PT11M15.00S,2026-04-11T00:08:54.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631230,7.5722733245729295,54.65686274509803,1610612755,21,30,2026-04-11T00:08:59Z,1860000,False,-23.0,19.0,1,left,MISS D. Barlow driving Layup,[1631230],1610612755.0,PHI,driving,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,,,,2.99,Missed,,,,,,,,,,,,
188,PT11M13.00S,2026-04-11T00:08:56.6Z,2,REGULAR,rebound,offensive,[],203083,,,1610612755,21,30,2026-04-11T00:08:56Z,1870000,False,,,0,,A. Drummond REBOUND (Off:2 Def:4),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,,,187.0,6.0,4.0,2.0,,,,,,,,
189,PT11M13.00S,2026-04-11T00:08:59.1Z,2,REGULAR,foul,personal,['2freethrow'],1641771,,,1610612755,21,30,2026-04-11T00:09:05Z,1880000,False,,,0,,J. Slawson shooting personal FOUL (1 PF) (Drummond 2 FT),"[1641771, 203083]",1610612754.0,IND,shooting,,,Slawson,J. Slawson,,,,,Restricted Area,0-8 Center,1626300.0,1.0,0.0,Drummond,203083.0,,,,,,,,,,,,,,,
191,PT11M13.00S,2026-04-11T00:09:23.8Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",203083,,,1610612755,21,31,2026-04-11T00:09:23Z,1900000,False,,,0,,A. Drummond Free Throw 1 of 2 (5 PTS),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,Made,,,,,5.0,,,,,,,
192,PT11M13.00S,2026-04-11T00:09:39.6Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",203083,,,1610612755,21,32,2026-04-11T00:09:39Z,1910000,False,,,0,,A. Drummond Free Throw 2 of 2 (6 PTS),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,Made,,,,,6.0,,,,,,,
193,PT11M05.00S,2026-04-11T00:09:49.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642880,87.59855453350855,35.294117647058826,1610612754,21,32,2026-04-11T00:13:49Z,1920000,False,-74.0,64.0,1,right,MISS K. Jones 9' driving floating Shot,[1642880],1610612754.0,IND,driving floating,,,Jones,K. Jones,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,9.75,Missed,,,,,,,,,,,,
194,PT11M04.00S,2026-04-11T00:09:50.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612755,21,32,2026-04-11T00:09:58Z,1930000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,193.0,,,,,,,,,,,
195,PT11M04.00S,2026-04-11T00:09:55.9Z,2,REGULAR,foul,personal,[],1630695,,,1610612755,21,32,2026-04-11T00:10:10Z,1940000,False,,,0,,M. Potter loose ball personal FOUL (2 PF),"[1630695, 203083]",1610612754.0,IND,loose ball,,,Potter,M. Potter,,,,,In The Paint (Non-RA),8-16 Left,1626300.0,2.0,0.0,Drummond,203083.0,,,,,,,,,,,,,,,
197,PT10M42.00S,2026-04-11T00:10:28.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631230,5.995400788436268,47.30392156862745,1610612755,21,32,2026-04-11T00:10:31Z,1960000,False,13.0,4.0,1,left,MISS D. Barlow Layup - blocked,"[1631230, 1630695]",1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,,,,1.41,Missed,,,,,,,,,,,Potter,1630695.0
200,PT10M42.00S,2026-04-11T00:10:28.3Z,2,REGULAR,block,,[],1630695,,,1610612755,21,32,2026-04-11T00:10:35Z,1965000,False,,,0,,M. Potter BLOCK (1 BLK),[1630695],1610612754.0,IND,,,,Potter,M. Potter,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
198,PT10M39.00S,2026-04-11T00:10:31.3Z,2,REGULAR,rebound,defensive,[],1630695,,,1610612754,21,32,2026-04-11T00:10:31Z,1970000,False,,,0,,M. Potter REBOUND (Off:0 Def:6),[1630695],1610612754.0,IND,,,,Potter,M. Potter,,,,,Restricted Area,0-8 Center,,,,,,,,,197.0,6.0,6.0,0.0,,,,,,,,
199,PT10M36.00S,2026-04-11T00:10:34.7Z,2,REGULAR,turnover,bad pass,[],1630679,,,1610612754,21,32,2026-04-11T00:10:37Z,1980000,False,,,0,,E. Thompson bad pass TURNOVER (2 TO),"[1630679, 1642845]",1610612754.0,IND,,,,Thompson,E. Thompson,,,,,Above the Break 3,24+ Center,,,,,,2.0,,,,,,,,,,,Edgecombe,1642845.0,,
201,PT10M36.00S,2026-04-11T00:10:34.7Z,2,REGULAR,steal,,[],1642845,,,1610612755,21,32,2026-04-11T00:10:36Z,1990000,False,,,0,,V. Edgecombe STEAL (3 STL),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
202,PT10M32.00S,2026-04-11T00:10:38.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642845,5.732588699080158,50.49019607843137,1610612755,21,34,2026-04-11T00:10:42Z,2000000,False,-2.0,1.0,1,left,V. Edgecombe running alley-oop DUNK (8 PTS) (J. Edwards 1 AST),"[1642845, 1642348]",1610612755.0,PHI,running alley-oop,,,Edgecombe,V. Edgecombe,,,,,Restricted Area,0-8 Center,,,,,,,0.29,Made,,,,,8.0,J. Edwards,1642348.0,1.0,,,,
204,PT10M19.00S,2026-04-11T00:10:50.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641716,92.85479632063075,54.90196078431373,1610612754,23,34,2026-04-11T00:10:53Z,2020000,False,25.0,15.0,1,right,J. Walker driving Layup (8 PTS) (K. Jones 1 AST),"[1641716, 1642880]",1610612754.0,IND,driving,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,,2.86,Made,,,,,8.0,K. Jones,1642880.0,1.0,,,,
206,PT09M55.00S,2026-04-11T00:11:14.5Z,2,REGULAR,3pt,Jump Shot,[],1642348,21.23850197109067,90.68627450980392,1610612755,23,34,2026-04-11T00:11:18Z,2040000,False,-203.0,147.0,1,left,MISS J. Edwards 25' 3PT,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,,,25.1,Missed,,,,,,,,,,,,
207,PT09M53.00S,2026-04-11T00:11:16.5Z,2,REGULAR,rebound,defensive,[],1642880,,,1610612754,23,34,2026-04-11T00:11:18Z,2050000,False,,,0,,K. Jones REBOUND (Off:0 Def:2),[1642880],1610612754.0,IND,,,,Jones,K. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,,,206.0,2.0,2.0,0.0,,,,,,,,
208,PT09M40.00S,2026-04-11T00:11:29.6Z,2,REGULAR,3pt,Jump Shot,[],1630695,95.0886990801577,4.901960784313726,1610612754,26,34,2026-04-11T00:11:32Z,2060000,False,-225.0,-6.0,1,right,M. Potter 3PT  (6 PTS) (J. Slawson 1 AST),"[1630695, 1641771]",1610612754.0,IND,,,,Potter,M. Potter,,,,,Left Corner 3,24+ Left,,,,,,,22.56,Made,,,,,6.0,J. Slawson,1641771.0,1.0,,,,
210,PT09M23.00S,2026-04-11T00:11:47.0Z,2,REGULAR,3pt,Jump Shot,[],203083,6.783837056504599,94.85294117647058,1610612755,26,34,2026-04-11T00:11:51Z,2080000,False,-224.0,11.0,1,left,MISS A. Drummond 3PT,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Left Corner 3,24+ Left,,,,,,,22.46,Missed,,,,,,,,,,,,
211,PT09M20.00S,2026-04-11T00:11:50.0Z,2,REGULAR,rebound,defensive,[],1641771,,,1610612754,26,34,2026-04-11T00:11:51Z,2090000,False,,,0,,J. Slawson REBOUND (Off:1 Def:1),[1641771],1610612754.0,IND,,,,Slawson,J. Slawson,,,,,Left Corner 3,24+ Left,,,,,,,,,210.0,2.0,1.0,1.0,,,,,,,,
212,PT09M13.00S,2026-04-11T00:11:57.5Z,2,REGULAR,3pt,Jump Shot,[],1630695,92.85479632063075,3.6764705882352944,1610612754,26,34,2026-04-11T00:12:00Z,2100000,False,-232.0,15.0,1,right,MISS M. Potter 3PT,[1630695],1610612754.0,IND,,,,Potter,M. Potter,,,,,Left Corner 3,24+ Left,,,,,,,23.21,Missed,,,,,,,,,,,,
213,PT09M10.00S,2026-04-11T00:12:00.5Z,2,REGULAR,rebound,defensive,[],203083,,,1610612755,26,34,2026-04-11T00:12:00Z,2110000,False,,,0,,A. Drummond REBOUND (Off:2 Def:5),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Left Corner 3,24+ Left,,,,,,,,,212.0,7.0,5.0,2.0,,,,,,,,
214,PT09M03.00S,2026-04-11T00:12:09.7Z,2,REGULAR,foul,personal,['2freethrow'],1642880,,,1610612755,26,34,2026-04-11T00:12:21Z,2120000,False,,,0,,K. Jones shooting personal FOUL (1 PF) (Grimes 2 FT),"[1642880, 1629656]",1610612754.0,IND,shooting,,,Jones,K. Jones,,,,,Restricted Area,0-8 Center,1162.0,1.0,0.0,Grimes,1629656.0,,,,,,,,,,,,,,,
216,PT09M03.00S,2026-04-11T00:12:40.3Z,2,REGULAR,freethrow,1 of 2,[],1629656,,,1610612755,26,35,2026-04-11T00:12:40Z,2140000,False,,,0,,Q. Grimes Free Throw 1 of 2 (3 PTS),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,Made,,,,,3.0,,,,,,,
217,PT09M03.00S,2026-04-11T00:12:40.9Z,2,REGULAR,substitution,out,[],1641716,,,1610612755,26,35,2026-04-11T00:12:47Z,2150000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT09M03.00S,2026-04-11T00:12:40.9Z,2,REGULAR,substitution,out,[],1630679,,,1610612755,26,35,2026-04-11T00:12:47Z,2160000,False,,,0,,SUB out: E. Thompson,[1630679],1610612754.0,IND,,,,Thompson,E. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT09M03.00S,2026-04-11T00:12:40.9Z,2,REGULAR,substitution,out,[],203083,,,1610612755,26,35,2026-04-11T00:12:47Z,2170000,False,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT09M03.00S,2026-04-11T00:12:40.9Z,2,REGULAR,substitution,in,[],1643007,,,1610612755,26,35,2026-04-11T00:12:47Z,2180000,False,,,0,,SUB in: T. Peter,[1643007],1610612754.0,IND,,,,Peter,T. Peter,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT09M03.00S,2026-04-11T00:12:40.9Z,2,REGULAR,substitution,in,[],1641738,,,1610612755,26,35,2026-04-11T00:12:47Z,2190000,False,,,0,,SUB in: K. Brown,[1641738],1610612754.0,IND,,,,Brown,K. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT09M03.00S,2026-04-11T00:12:40.9Z,2,REGULAR,substitution,in,[],1641737,,,1610612755,26,35,2026-04-11T00:12:47Z,2200000,False,,,0,,SUB in: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT09M03.00S,2026-04-11T00:13:07.3Z,2,REGULAR,freethrow,2 of 2,[],1629656,,,1610612755,26,36,2026-04-11T00:13:07Z,2210000,False,,,0,,Q. Grimes Free Throw 2 of 2 (4 PTS),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,Made,,,,,4.0,,,,,,,
224,PT08M46.00S,2026-04-11T00:13:29.0Z,2,REGULAR,foul,personal,[],1642348,,,1610612754,26,36,2026-04-11T00:13:37Z,2220000,False,,,0,,J. Edwards personal FOUL (1 PF),"[1642348, 1641771]",1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Mid-Range,8-16 Left,1626300.0,1.0,0.0,Slawson,1641771.0,,,,,,,,,,,,,,,
226,PT08M37.00S,2026-04-11T00:13:55.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630695,88.25558475689881,55.14705882352941,1610612754,28,36,2026-04-11T00:20:57Z,2240000,False,26.0,58.0,1,right,M. Potter 6' driving floating Jump Shot (8 PTS),[1630695],1610612754.0,IND,driving floating,,,Potter,M. Potter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,6.33,Made,,,,,8.0,,,,,,,
227,PT08M14.00S,2026-04-11T00:14:17.6Z,2,REGULAR,3pt,Jump Shot,[],1631230,7.5722733245729295,2.696078431372549,1610612755,28,36,2026-04-11T00:14:22Z,2250000,False,237.0,19.0,1,left,MISS D. Barlow 3PT,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Right Corner 3,24+ Right,,,,,,,23.72,Missed,,,,,,,,,,,,
228,PT08M10.00S,2026-04-11T00:14:21.6Z,2,REGULAR,rebound,defensive,[],1630695,,,1610612754,28,36,2026-04-11T00:14:22Z,2260000,False,,,0,,M. Potter REBOUND (Off:0 Def:7),[1630695],1610612754.0,IND,,,,Potter,M. Potter,,,,,Right Corner 3,24+ Right,,,,,,,,,227.0,7.0,7.0,0.0,,,,,,,,
229,PT07M59.00S,2026-04-11T00:14:32.3Z,2,REGULAR,3pt,Jump Shot,[],1641738,65.78515111695138,52.94117647058824,1610612754,28,36,2026-04-11T00:14:36Z,2270000,False,15.0,269.0,1,right,MISS K. Brown 26' pullup 3PT,[1641738],1610612754.0,IND,pullup,,,Brown,K. Brown,,,,,Above the Break 3,24+ Center,,,,,,,26.95,Missed,,,,,,,,,,,,
230,PT07M58.00S,2026-04-11T00:14:33.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612755,28,36,2026-04-11T00:14:36Z,2280000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,229.0,,,,,,,,,,,
232,PT07M58.00S,2026-04-11T00:14:37.8Z,2,REGULAR,substitution,out,[],1631230,,,1610612755,28,36,2026-04-11T00:14:46Z,2300000,False,,,0,,SUB out: D. Barlow,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M58.00S,2026-04-11T00:14:37.8Z,2,REGULAR,substitution,in,[],202331,,,1610612755,28,36,2026-04-11T00:14:46Z,2310000,False,,,0,,SUB in: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M46.00S,2026-04-11T00:15:06.6Z,2,REGULAR,turnover,bad pass,[],1642845,,,1610612755,28,36,2026-04-11T00:15:09Z,2320000,False,,,0,,V. Edgecombe bad pass TURNOVER (1 TO),"[1642845, 1630695]",1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Mid-Range,16-24 Center,,,,,,1.0,,,,,,,,,,,Potter,1630695.0,,
235,PT07M46.00S,2026-04-11T00:15:06.6Z,2,REGULAR,steal,,[],1630695,,,1610612754,28,36,2026-04-11T00:15:08Z,2330000,False,,,0,,M. Potter STEAL (1 STL),[1630695],1610612754.0,IND,,,,Potter,M. Potter,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
236,PT07M42.00S,2026-04-11T00:15:11.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1643007,92.06636005256242,50.49019607843137,1610612754,30,36,2026-04-11T00:15:14Z,2340000,False,2.0,22.0,1,right,T. Peter running alley-oop DUNK (2 PTS) (J. Slawson 2 AST),"[1643007, 1641771]",1610612754.0,IND,running alley-oop,,,Peter,T. Peter,,,,,Restricted Area,0-8 Center,,,,,,,2.22,Made,,,,,2.0,J. Slawson,1641771.0,2.0,,,,
238,PT07M33.00S,2026-04-11T00:15:19.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642348,7.440867279894875,49.26470588235294,1610612755,30,38,2026-04-11T00:15:22Z,2360000,False,4.0,17.0,1,left,J. Edwards driving Layup (2 PTS),[1642348],1610612755.0,PHI,driving,,,Edwards,J. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,1.78,Made,,,,,2.0,,,,,,,
240,PT07M19.00S,2026-04-11T00:15:32.9Z,2,REGULAR,2pt,Jump Shot,[],1630695,81.07752956636006,80.90533088235294,1610612754,30,38,2026-04-11T00:15:42Z,2380000,False,155.0,125.0,1,right,MISS M. Potter 19' Jump Shot,[1630695],1610612754.0,IND,,,,Potter,M. Potter,,,,,Mid-Range,16-24 Right Center,,,,,,,19.9,Missed,,,,,,,,,,,,
241,PT07M18.00S,2026-04-11T00:15:33.9Z,2,REGULAR,rebound,defensive,[],1642845,,,1610612755,30,38,2026-04-11T00:15:37Z,2390000,False,,,0,,V. Edgecombe REBOUND (Off:0 Def:2),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Right Center,,,,,,,,,240.0,2.0,2.0,0.0,,,,,,,,
243,PT07M12.00S,2026-04-11T00:15:41.7Z,2,REGULAR,foul,personal,['2freethrow'],1641771,,,1610612755,30,38,2026-04-11T00:15:56Z,2410000,False,,,0,,J. Slawson shooting personal FOUL (2 PF) (Bona 2 FT),"[1641771, 1641737]",1610612754.0,IND,shooting,,,Slawson,J. Slawson,,,,,Restricted Area,0-8 Center,1626300.0,2.0,0.0,Bona,1641737.0,,,,,,,,,,,,,,,
245,PT07M12.00S,2026-04-11T00:16:12.1Z,2,REGULAR,freethrow,1 of 2,[],1641737,,,1610612755,30,39,2026-04-11T00:19:35Z,2430000,False,,,0,,A. Bona Free Throw 1 of 2 (1 PTS),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,Made,,,,,1.0,,,,,,,
246,PT07M12.00S,2026-04-11T00:16:19.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,30,39,2026-04-11T00:16:19Z,2440000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M12.00S,2026-04-11T00:18:45.5Z,2,REGULAR,substitution,out,[],1630695,,,1610612755,30,39,2026-04-11T00:19:00Z,2460000,False,,,0,,SUB out: M. Potter,[1630695],1610612754.0,IND,,,,Potter,M. Potter,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M12.00S,2026-04-11T00:18:45.5Z,2,REGULAR,substitution,out,[],1641771,,,1610612755,30,39,2026-04-11T00:19:00Z,2470000,False,,,0,,SUB out: J. Slawson,[1641771],1610612754.0,IND,,,,Slawson,J. Slawson,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M12.00S,2026-04-11T00:18:45.5Z,2,REGULAR,substitution,in,[],1630643,,,1610612755,30,39,2026-04-11T00:19:00Z,2480000,False,,,0,,SUB in: J. Huff,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M12.00S,2026-04-11T00:18:45.5Z,2,REGULAR,substitution,in,[],1630167,,,1610612755,30,39,2026-04-11T00:19:00Z,2490000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT07M12.00S,2026-04-11T00:16:12.1Z,2,REGULAR,freethrow,2 of 2,[],1641737,,,1610612755,30,39,2026-04-11T00:19:35Z,2510000,False,,,0,,MISS A. Bona Free Throw 2 of 2,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
