actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-03-27T23:10:46.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-27T23:10:46Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2026-03-27T23:10:48.9Z,1,REGULAR,jumpball,recovered,[],1627884,,,1610612746,0,0,2026-03-27T23:10:48Z,40000,False,,,0,,Jump Ball B. Lopez vs. J. Huff: Tip to D. Jones Jr.,"[1627884, 201572, 1630643]",1610612746.0,LAC,startperiod,D. Jones Jr.,1627884.0,Jones Jr.,D. Jones Jr.,Lopez,201572.0,Huff,1630643.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2026-03-27T23:11:06.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201572,91.01511169513797,52.20588235294118,1610612746,0,0,2026-03-27T23:12:28Z,70000,False,11.0,32.0,1,right,MISS B. Lopez driving floating Shot,[201572],1610612746.0,LAC,driving floating,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,3.38,Missed,,,,,,,,,,,,,,,,,,
8,PT11M36.00S,2026-03-27T23:11:09.5Z,1,REGULAR,rebound,offensive,[],1627884,,,1610612746,0,0,2026-03-27T23:11:10Z,80000,False,,,0,,D. Jones Jr. REBOUND (Off:1 Def:0),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M36.00S,2026-03-27T23:11:09.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627884,94.40999984741211,50.0,1610612746,0,0,2026-03-27T23:11:13Z,90000,False,0.0,0.0,1,right,MISS D. Jones Jr. tip Layup,[1627884],1610612746.0,LAC,tip,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
10,PT11M36.00S,2026-03-27T23:11:09.9Z,1,REGULAR,rebound,offensive,[],1628381,,,1610612746,0,0,2026-03-27T23:11:13Z,100000,False,,,0,,J. Collins REBOUND (Off:1 Def:0),[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,9.0,1.0,0.0,1.0,,,,,,,,,,,,,,
11,PT11M32.00S,2026-03-27T23:11:14.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629636,67.36202365308804,46.32352941176471,1610612746,0,3,2026-03-27T23:12:46Z,110000,False,-18.0,254.0,1,right,D. Garland 25' 3PT pullup (3 PTS) (J. Collins 1 AST),"[1629636, 1628381]",1610612746.0,LAC,pullup,,,Garland,D. Garland,,,,,Above the Break 3,24+ Center,25.5,Made,,,,,3.0,J. Collins,1628381.0,1.0,,,,,,,,,,
13,PT11M14.00S,2026-03-27T23:11:32.0Z,1,REGULAR,3pt,Jump Shot,[],1629614,31.882391590013142,24.264705882352942,1610612754,3,3,2026-03-27T23:11:35Z,130000,False,129.0,247.0,1,left,A. Nembhard 27' 3PT  (3 PTS) (J. Huff 1 AST),"[1629614, 1630643]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Right Center,27.87,Made,,,,,3.0,J. Huff,1630643.0,1.0,,,,,,,,,,
15,PT10M57.00S,2026-03-27T23:11:48.9Z,1,REGULAR,2pt,Jump Shot,[],1628381,88.78120893561103,17.647058823529413,1610612746,3,5,2026-03-27T23:11:53Z,150000,False,-162.0,53.0,1,right,J. Collins 17' Jump Shot (2 PTS) (D. Jones Jr. 1 AST),"[1628381, 1627884]",1610612746.0,LAC,,,,Collins,J. Collins,,,,,Mid-Range,16-24 Left,17.03,Made,,,,,2.0,D. Jones Jr.,1627884.0,1.0,,,,,,,,,,
17,PT10M49.00S,2026-03-27T23:11:59.3Z,1,REGULAR,foul,personal,[],202695,,,1610612754,3,5,2026-03-27T23:12:05Z,170000,False,,,0,,K. Leonard personal FOUL (1 PF),"[202695, 1630174]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,2004.0,1.0,0.0,Nesmith,1630174.0,,,,,
19,PT10M39.00S,2026-03-27T23:12:24.9Z,1,REGULAR,3pt,Jump Shot,[],1629614,35.03613666228647,18.627450980392158,1610612754,3,5,2026-03-27T23:12:28Z,190000,False,157.0,277.0,1,left,MISS A. Nembhard 31' 3PT,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Right Center,31.82,Missed,,,,,,,,,,,,,,,,,,
20,PT10M36.00S,2026-03-27T23:12:27.9Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612746,3,5,2026-03-27T23:12:28Z,200000,False,,,0,,J. Collins REBOUND (Off:1 Def:1),[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,,,19.0,2.0,1.0,1.0,,,,,,,,,,,,,,
21,PT10M26.00S,2026-03-27T23:12:37.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,89.83245729303549,51.71568627450981,1610612746,3,5,2026-03-27T23:12:40Z,210000,False,9.0,43.0,1,right,MISS K. Leonard pullup Shot,[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,4.39,Missed,,,,,,,,,,,,,,,,,,
22,PT10M25.00S,2026-03-27T23:12:38.8Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612754,3,5,2026-03-27T23:12:51Z,220000,False,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,
23,PT10M18.00S,2026-03-27T23:12:46.1Z,1,REGULAR,2pt,Jump Shot,[],1630174,10.726018396846255,19.852941176470587,1610612754,5,5,2026-03-27T23:12:49Z,230000,False,151.0,48.0,1,left,A. Nesmith 15' driving floating bank Jump Shot (2 PTS) (A. Nembhard 1 AST),"[1630174, 1629614]",1610612754.0,IND,driving floating bank,,,Nesmith,A. Nesmith,,,,,Mid-Range,8-16 Right,15.83,Made,,,,,2.0,A. Nembhard,1629614.0,1.0,,,,,,,,,,
25,PT10M03.00S,2026-03-27T23:13:00.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627884,91.93495400788436,52.20588235294118,1610612746,5,5,2026-03-27T23:13:04Z,250000,False,11.0,23.0,1,right,MISS D. Jones Jr. cutting Layup,[1627884],1610612746.0,LAC,cutting,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,2.58,Missed,,,,,,,,,,,,,,,,,,
26,PT10M01.00S,2026-03-27T23:13:01.8Z,1,REGULAR,rebound,offensive,[],1627884,,,1610612746,5,5,2026-03-27T23:13:01Z,260000,False,,,0,,D. Jones Jr. REBOUND (Off:2 Def:0),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,25.0,2.0,0.0,2.0,,,,,,,,,,,,,,
27,PT09M55.00S,2026-03-27T23:13:08.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629636,67.7562417871222,16.42156862745098,1610612746,5,8,2026-03-27T23:13:12Z,270000,False,-168.0,251.0,1,right,D. Garland 30' 3PT  (6 PTS) (B. Lopez 1 AST),"[1629636, 201572]",1610612746.0,LAC,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,30.16,Made,,,,,6.0,B. Lopez,201572.0,1.0,,,,,,,,,,
29,PT09M42.00S,2026-03-27T23:13:21.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,5.601182654402102,48.529411764705884,1610612754,5,8,2026-03-27T23:13:24Z,290000,False,7.0,0.0,1,left,MISS P. Siakam driving reverse Layup,[1627783],1610612754.0,IND,driving reverse,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,0.74,Missed,,,,,,,,,,,,,,,,,,
30,PT09M41.00S,2026-03-27T23:13:22.2Z,1,REGULAR,rebound,defensive,[],201572,,,1610612746,5,8,2026-03-27T23:13:24Z,300000,False,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,,
31,PT09M30.00S,2026-03-27T23:13:34.2Z,1,REGULAR,3pt,Jump Shot,[],1629636,63.41984231274639,42.40196078431372,1610612746,5,8,2026-03-27T23:13:39Z,310000,False,-38.0,291.0,1,right,MISS D. Garland 29' 3PT,[1629636],1610612746.0,LAC,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Center,29.39,Missed,,,,,,,,,,,,,,,,,,
32,PT09M26.00S,2026-03-27T23:13:38.2Z,1,REGULAR,rebound,defensive,[],1630643,,,1610612754,5,8,2026-03-27T23:13:39Z,320000,False,,,0,,J. Huff REBOUND (Off:0 Def:1),[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,Above the Break 3,24+ Center,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,,
33,PT09M21.00S,2026-03-27T23:13:42.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629614,6.258212877792378,50.49019607843137,1610612754,5,8,2026-03-27T23:13:48Z,330000,False,-2.0,6.0,1,left,MISS A. Nembhard running Layup - blocked,"[1629614, 1627884]",1610612754.0,IND,running,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,0.68,Missed,,,,,,,,,,,,,,Jones Jr.,1627884.0,,,
34,PT09M21.00S,2026-03-27T23:13:42.5Z,1,REGULAR,block,,[],1627884,,,1610612754,5,8,2026-03-27T23:13:44Z,340000,False,,,0,,D. Jones Jr. BLOCK (1 BLK),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
35,PT09M21.00S,2026-03-27T23:13:42.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,5,8,2026-03-27T23:13:48Z,350000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Restricted Area,0-8 Center,,,33.0,,,,,,,,,,,,,,,,,
37,PT09M19.00S,2026-03-27T23:13:59.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630174,2.578843626806833,96.32352941176471,1610612754,8,8,2026-03-27T23:14:03Z,370000,False,-232.0,-28.0,1,left,A. Nesmith 3PT  (5 PTS) (A. Nembhard 2 AST),"[1630174, 1629614]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Left Corner 3,24+ Left,23.33,Made,,,,,5.0,A. Nembhard,1629614.0,2.0,,,,,,,,,,
39,PT09M05.00S,2026-03-27T23:14:13.1Z,1,REGULAR,3pt,Jump Shot,[],201572,71.04139290407359,15.686274509803921,1610612746,8,11,2026-03-27T23:14:16Z,390000,False,-172.0,220.0,1,right,B. Lopez 27' 3PT  (3 PTS) (D. Jones Jr. 2 AST),"[201572, 1627884]",1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,27.88,Made,,,,,3.0,D. Jones Jr.,1627884.0,2.0,,,,,,,,,,
41,PT08M57.00S,2026-03-27T23:14:21.5Z,1,REGULAR,3pt,Jump Shot,[],1630643,9.543363994743759,2.941176470588235,1610612754,11,11,2026-03-27T23:14:25Z,410000,False,235.0,37.0,1,left,J. Huff 3PT  (3 PTS) (J. Walker 1 AST),"[1630643, 1641716]",1610612754.0,IND,,,,Huff,J. Huff,,,,,Right Corner 3,24+ Right,23.82,Made,,,,,3.0,J. Walker,1641716.0,1.0,,,,,,,,,,
43,PT08M46.00S,2026-03-27T23:14:32.1Z,1,REGULAR,2pt,Jump Shot,[],202695,88.64980289093299,68.87254901960785,1610612746,11,11,2026-03-27T23:14:36Z,430000,False,94.0,54.0,1,right,MISS K. Leonard 10' step back Shot,[202695],1610612746.0,LAC,step back,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Right,10.89,Missed,,,,,,,,,,,,,,,,,,
44,PT08M45.00S,2026-03-27T23:14:33.1Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,11,11,2026-03-27T23:14:36Z,440000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Right,,,43.0,1.0,1.0,0.0,,,,,,,,,,,,,,
45,PT08M39.00S,2026-03-27T23:14:39.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630643,5.863994743758213,47.794117647058826,1610612754,11,11,2026-03-27T23:14:44Z,450000,False,11.0,3.0,1,left,MISS J. Huff running Layup,[1630643],1610612754.0,IND,running,,,Huff,J. Huff,,,,,Restricted Area,0-8 Center,1.13,Missed,,,,,,,,,,,,,,,,,,
46,PT08M37.00S,2026-03-27T23:14:41.3Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,11,11,2026-03-27T23:14:44Z,460000,False,,,0,,K. Leonard REBOUND (Off:0 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,45.0,1.0,1.0,0.0,,,,,,,,,,,,,,
47,PT08M30.00S,2026-03-27T23:14:49.1Z,1,REGULAR,3pt,Jump Shot,[],201572,73.9323258869908,9.558823529411764,1610612746,11,11,2026-03-27T23:14:53Z,470000,False,-202.0,193.0,1,right,MISS B. Lopez 27' 3PT,[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,27.92,Missed,,,,,,,,,,,,,,,,,,
