actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-01-07T00:10:43.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-07T00:10:43Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2026-01-07T00:10:47.7Z,1,REGULAR,jumpball,recovered,[],1630596,,,1610612739,0,0,2026-01-07T00:10:47Z,40000,False,,,0,,Jump Ball J. Allen vs. J. Huff: Tip to E. Mobley,"[1630596, 1628386, 1630643]",1610612739.0,CLE,startperiod,E. Mobley,1630596.0,Mobley,E. Mobley,Allen,1628386.0,Huff,1630643.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2026-01-07T00:11:00.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,88.51839684625493,41.911764705882355,1610612739,0,2,2026-01-07T00:11:04Z,70000,False,-40.0,55.0,1,right,E. Mobley 6' fadeaway Jump Shot (2 PTS),[1630596],1610612739.0,CLE,fadeaway,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,6.86,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M25.00S,2026-01-07T00:11:17.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630174,20.18725361366623,50.0,1610612754,0,2,2026-01-07T00:11:21Z,80000,False,0.0,137.0,1,left,MISS A. Nesmith 13' pullup Shot,[1630174],1610612754.0,IND,pullup,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),8-16 Center,13.73,Missed,,,,,,,,,,,,,,,,,,
9,PT11M22.00S,2026-01-07T00:11:20.1Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,0,2,2026-01-07T00:11:21Z,90000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Center,,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,,
10,PT11M14.00S,2026-01-07T00:11:28.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,88.64980289093299,34.55882352941176,1610612739,0,2,2026-01-07T00:11:32Z,100000,False,-77.0,54.0,1,right,MISS E. Mobley 9' driving floating bank Shot,[1630596],1610612739.0,CLE,driving floating bank,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Left,9.43,Missed,,,,,,,,,,,,,,,,,,
11,PT11M11.00S,2026-01-07T00:11:31.1Z,1,REGULAR,rebound,defensive,[],1642277,,,1610612754,0,2,2026-01-07T00:11:32Z,110000,False,,,0,,J. Furphy REBOUND (Off:0 Def:1),[1642277],1610612754.0,IND,,,,Furphy,J. Furphy,,,,,In The Paint (Non-RA),8-16 Left,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,
12,PT11M03.00S,2026-01-07T00:11:39.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,8.886333771353483,45.588235294117645,1610612754,2,2,2026-01-07T00:11:45Z,120000,False,22.0,31.0,1,left,P. Siakam Layup (2 PTS) (A. Nesmith 1 AST),"[1627783, 1630174]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,3.81,Made,2.0,,,,,A. Nesmith,1630174.0,1.0,,,,,,,,,,
14,PT10M41.00S,2026-01-07T00:12:01.5Z,1,REGULAR,3pt,Jump Shot,[],1630596,66.96780551905388,50.49019607843137,1610612739,2,2,2026-01-07T00:12:05Z,140000,False,2.0,258.0,1,right,MISS E. Mobley 25' 3PT,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Center,25.8,Missed,,,,,,,,,,,,,,,,,,
15,PT10M39.00S,2026-01-07T00:12:03.5Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612754,2,2,2026-01-07T00:12:08Z,150000,False,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Center,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,
