actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-12-04T00:10:43.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-12-04T00:10:43Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2025-12-04T00:10:46.5Z,1,REGULAR,jumpball,recovered,[],1629614,,,1610612754,0,0,2025-12-04T00:10:46Z,40000,False,,,0,,Jump Ball J. Huff vs. N. Jokić: Tip to A. Nembhard,"[1629614, 1630643, 203999]",1610612754.0,IND,startperiod,A. Nembhard,1629614.0,Nembhard,A. Nembhard,Huff,1630643.0,Jokić,203999.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2025-12-04T00:11:03.6Z,1,REGULAR,2pt,Jump Shot,[],1629614,16.113666228646515,30.637254901960787,1610612754,0,0,2025-12-04T00:11:07Z,70000,False,97.0,99.0,1,left,MISS A. Nembhard 13' pullup Shot,[1629614],1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Right,13.85,Missed,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2025-12-04T00:11:04.6Z,1,REGULAR,rebound,offensive,[],1629614,,,1610612754,0,0,2025-12-04T00:11:07Z,80000,False,,,0,,A. Nembhard REBOUND (Off:1 Def:0),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Right,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M35.00S,2025-12-04T00:11:07.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629614,10.5946123521682,60.5392156862745,1610612754,2,0,2025-12-04T00:11:54Z,90000,False,-53.0,47.0,1,left,A. Nembhard 7' pullup Jump Shot (2 PTS),[1629614],1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,7.07,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M16.00S,2025-12-04T00:11:25.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629661,92.59198423127464,56.127450980392155,1610612743,2,0,2025-12-04T00:11:29Z,100000,False,31.0,17.0,1,right,MISS C. Johnson driving Layup,[1629661],1610612743.0,DEN,driving,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,3.51,Missed,,,,,,,,,,,,,,,,,,
11,PT11M13.00S,2025-12-04T00:11:28.9Z,1,REGULAR,rebound,defensive,[],1641767,,,1610612754,2,0,2025-12-04T00:11:29Z,110000,False,,,0,,B. Sheppard REBOUND (Off:0 Def:1),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Restricted Area,0-8 Center,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,,
12,PT11M02.00S,2025-12-04T00:11:42.8Z,1,REGULAR,foul,personal,['2freethrow'],1631212,,,1610612754,2,0,2025-12-04T00:11:52Z,120000,False,,,0,,P. Watson shooting personal FOUL (1 PF) (Siakam 2 FT),"[1631212, 1627783]",1610612743.0,DEN,shooting,,,Watson,P. Watson,,,,,Mid-Range,8-16 Right,,,,,,,,1628481.0,1.0,0.0,Siakam,1627783.0,,,,,,,,
14,PT11M02.00S,2025-12-04T00:12:19.1Z,1,REGULAR,freethrow,1 of 2,[],1627783,,,1610612754,3,0,2025-12-04T00:12:39Z,140000,False,,,0,,P. Siakam Free Throw 1 of 2 (1 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
15,PT11M02.00S,2025-12-04T00:12:19.1Z,1,REGULAR,freethrow,2 of 2,[],1627783,,,1610612754,3,0,2025-12-04T00:12:39Z,150000,False,,,0,,MISS P. Siakam Free Throw 2 of 2,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
16,PT11M01.00S,2025-12-04T00:12:20.1Z,1,REGULAR,rebound,defensive,[],1631212,,,1610612743,3,0,2025-12-04T00:12:42Z,160000,False,,,0,,P. Watson REBOUND (Off:0 Def:1),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT10M47.00S,2025-12-04T00:12:51.7Z,1,REGULAR,2pt,Jump Shot,[],1627750,78.13731931668858,53.431372549019606,1610612743,3,0,2025-12-04T00:12:57Z,170000,False,17.0,153.0,1,right,MISS J. Murray 15' pullup Shot,[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Mid-Range,8-16 Center,15.4,Missed,,,,,,,,,,,,,,,,,,
18,PT10M41.00S,2025-12-04T00:12:57.7Z,1,REGULAR,rebound,defensive,[],1641767,,,1610612754,3,0,2025-12-04T00:12:57Z,180000,False,,,0,,B. Sheppard REBOUND (Off:0 Def:2),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Mid-Range,8-16 Center,,,17.0,2.0,2.0,0.0,,,,,,,,,,,,,,
19,PT10M24.00S,2025-12-04T00:13:13.6Z,1,REGULAR,turnover,bad pass,[],1641767,,,1610612754,3,0,2025-12-04T00:13:17Z,190000,False,,,0,,B. Sheppard bad pass TURNOVER (1 TO),"[1641767, 1629661]",1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,1.0,Johnson,1629661.0,,,,,
20,PT10M24.00S,2025-12-04T00:13:13.6Z,1,REGULAR,steal,,[],1629661,,,1610612743,3,0,2025-12-04T00:13:15Z,200000,False,,,0,,C. Johnson STEAL (1 STL),[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
21,PT10M10.00S,2025-12-04T00:13:28.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203999,64.47109067017082,49.26470588235294,1610612743,3,0,2025-12-04T00:13:32Z,210000,False,-4.0,281.0,1,right,MISS N. Jokić 28' 3PT,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Center,28.15,Missed,,,,,,,,,,,,,,,,,,
22,PT10M08.00S,2025-12-04T00:13:30.7Z,1,REGULAR,rebound,defensive,[],1631097,,,1610612754,3,0,2025-12-04T00:13:44Z,220000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:1),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Center,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,
