actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-12-31T20:10:54.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-12-31T20:10:54Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-12-31T20:10:57.1Z,1,REGULAR,jumpball,recovered,[],1630552,,,1610612737,0,0,2025-12-31T20:10:57Z,40000,False,,,0,,Jump Ball O. Okongwu vs. R. Gobert: Tip to J. Johnson,"[1630552, 1630168, 203497]",1610612737.0,ATL,startperiod,J. Johnson,1630552.0,Johnson,J. Johnson,Okongwu,1630168.0,Gobert,203497.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2025-12-31T20:11:13.5Z,1,REGULAR,3pt,Jump Shot,[],1642258,32.933639947437584,52.94117647058824,1610612737,3,0,2025-12-31T20:11:19Z,70000,False,-15.0,257.0,1,left,Z. Risacher 25' 3PT  (3 PTS) (O. Okongwu 1 AST),"[1642258, 1630168]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Center,25.75,Made,3.0,O. Okongwu,1630168.0,1.0,,,,,,,,,,,,,,
9,PT11M21.00S,2025-12-31T20:11:34.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203497,92.59198423127464,46.32352941176471,1610612750,3,0,2025-12-31T20:36:41Z,90000,False,-18.0,17.0,1,right,MISS R. Gobert cutting Layup,[203497],1610612750.0,MIN,cutting,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,2.51,Missed,,,,,,,,,,,,,,,,,,
10,PT11M20.00S,2025-12-31T20:11:35.3Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,3,0,2025-12-31T20:36:41Z,100000,False,,,0,,R. Gobert REBOUND (Off:1 Def:0),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,,
163,PT11M19.00S,2025-12-31T20:11:43.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203497,91.67214191852825,48.529411764705884,1610612750,3,0,2025-12-31T20:36:51Z,105000,False,-7.0,26.0,1,right,MISS R. Gobert tip Layup,[203497],1610612750.0,MIN,tip,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,2.68,Missed,,,,,,,,,,,,,,,,,,
164,PT11M18.00S,2025-12-31T20:11:44.3Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,3,0,2025-12-31T20:36:51Z,107500,False,,,0,,O. Okongwu REBOUND (Off:0 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,163.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M01.00S,2025-12-31T20:11:52.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,15.588042049934298,54.166666666666664,1610612737,5,0,2025-12-31T20:13:15Z,110000,False,-21.0,94.0,1,left,D. Daniels 9' driving floating Jump Shot (2 PTS) (O. Okongwu 2 AST),"[1630700, 1630168]",1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,9.63,Made,2.0,O. Okongwu,1630168.0,2.0,,,,,,,,,,,,,,
13,PT10M43.00S,2025-12-31T20:12:09.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628978,88.38699080157687,42.64705882352941,1610612750,5,0,2025-12-31T20:12:18Z,130000,False,-37.0,57.0,1,right,MISS D. DiVincenzo 6' driving floating bank Shot,[1628978],1610612750.0,MIN,driving floating bank,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,6.76,Missed,,,,,,,,,,,,,,,,,,
14,PT10M40.00S,2025-12-31T20:12:12.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,5,0,2025-12-31T20:12:18Z,140000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,13.0,,,,,,,,,,,,,
