actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-02-27T00:40:38.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-02-27T00:40:38Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2026-02-27T00:40:40.6Z,1,REGULAR,jumpball,recovered,[],1630228,,,1610612737,0,0,2026-02-27T00:40:40Z,40000,False,,,0,,Jump Ball O. Okongwu vs. T. Vukcevic: Tip to J. Kuminga,"[1630228, 1630168, 1641774]",1610612737.0,ATL,startperiod,J. Kuminga,1630228.0,Kuminga,J. Kuminga,Okongwu,1630168.0,Vukcevic,1641774.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2026-02-27T00:40:54.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630168,87.33574244415243,50.245098039215684,1610612737,2,0,2026-02-27T00:41:01Z,70000,False,1.0,67.0,1,right,O. Okongwu 6' turnaround Hook (2 PTS) (J. Kuminga 1 AST),"[1630168, 1630228]",1610612737.0,ATL,turnaround,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,6.65,Made,2.0,J. Kuminga,1630228.0,1.0,,,,,,,,,,,,,,
8,PT11M23.00S,2026-02-27T00:41:13.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641774,5.601182654402102,52.94117647058824,1610612764,2,0,2026-02-27T00:48:08Z,80000,False,-15.0,0.0,1,left,MISS T. Vukcevic Layup - blocked,"[1641774, 1630168]",1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Restricted Area,0-8 Center,1.47,Missed,,,,,Okongwu,1630168.0,,,,,,,,,,,,
9,PT11M23.00S,2026-02-27T00:41:13.6Z,1,REGULAR,block,,[],1630168,,,1610612764,2,0,2026-02-27T00:41:16Z,90000,False,,,0,,O. Okongwu BLOCK (1 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
10,PT11M20.00S,2026-02-27T00:41:16.6Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,2,0,2026-02-27T00:41:17Z,100000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,8.0,1.0,1.0,0.0,,,,,,,,
11,PT11M16.00S,2026-02-27T00:41:21.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,91.01511169513797,46.81372549019608,1610612737,4,0,2026-02-27T00:44:24Z,110000,False,-16.0,32.0,1,right,C. McCollum driving floating bank Jump Shot (2 PTS),[203468],1610612737.0,ATL,driving floating bank,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,3.57,Made,2.0,,,,,,,,,,,,,,,,,
12,PT10M59.00S,2026-02-27T00:41:37.4Z,1,REGULAR,3pt,Jump Shot,[],1641731,28.203022339027594,24.264705882352942,1610612764,4,0,2026-02-27T00:41:43Z,120000,False,129.0,213.0,1,left,MISS B. Coulibaly 24' 3PT,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Right Center,24.85,Missed,,,,,,,,,,,,,,,,,,
13,PT10M55.00S,2026-02-27T00:41:41.4Z,1,REGULAR,rebound,offensive,[],1642860,,,1610612764,4,0,2026-02-27T00:41:43Z,130000,False,,,0,,W. Riley REBOUND (Off:1 Def:0),[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,12.0,1.0,0.0,1.0,,,,,,,,
14,PT10M50.00S,2026-02-27T00:41:46.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642848,15.193823915900131,47.05882352941176,1610612764,4,0,2026-02-27T00:41:51Z,140000,False,15.0,90.0,1,left,MISS T. Johnson 9' driving floating Shot,[1642848],1610612764.0,WAS,driving floating,,,Johnson,T. Johnson,,,,,In The Paint (Non-RA),8-16 Center,9.15,Missed,,,,,,,,,,,,,,,,,,
