actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-03-22T00:10:46.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-22T00:10:46Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-03-22T00:10:49.0Z,1,REGULAR,jumpball,recovered,[],1629638,,,1610612737,0,0,2026-03-22T00:10:49Z,40000,False,,,0,,Jump Ball O. Okongwu vs. Q. Post: Tip to N. Alexander-Walker,"[1629638, 1630168, 1642366]",1610612737.0,ATL,startperiod,N. Alexander-Walker,1629638.0,Alexander-Walker,N. Alexander-Walker,Okongwu,1630168.0,Post,1642366.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2026-03-22T00:11:04.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,16.507884362680684,57.107843137254896,1610612737,2,0,2026-03-22T00:11:10Z,70000,False,-36.0,103.0,1,left,C. McCollum 10' turnaround fadeaway Jump Shot (2 PTS),[203468],1610612737.0,ATL,turnaround fadeaway,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,10.87,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M15.00S,2026-03-22T00:11:30.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629001,88.12417871222075,47.30392156862745,1610612744,2,0,2026-03-22T00:11:58Z,80000,False,-13.0,59.0,1,right,MISS D. Melton 6' driving finger roll Layup,[1629001],1610612744.0,GSW,driving finger roll,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,6.06,Missed,,,,,,,,,,,,,,,,,,
9,PT11M13.00S,2026-03-22T00:11:32.5Z,1,REGULAR,rebound,offensive,[],1642366,,,1610612744,2,0,2026-03-22T00:11:58Z,90000,False,,,0,,Q. Post REBOUND (Off:1 Def:0),[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,In The Paint (Non-RA),0-8 Center,,,,8.0,1.0,0.0,1.0,,,,,,,,,,,,,
10,PT11M13.00S,2026-03-22T00:11:35.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642366,94.40999984741211,50.0,1610612744,2,2,2026-03-22T00:12:02Z,100000,False,0.0,0.0,1,right,Q. Post putback Layup (2 PTS),[1642366],1610612744.0,GSW,putback,,,Post,Q. Post,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
11,PT10M50.00S,2026-03-22T00:11:54.6Z,1,REGULAR,3pt,Jump Shot,[],1630700,31.35676741130092,49.50980392156863,1610612737,5,2,2026-03-22T00:11:59Z,110000,False,2.0,242.0,1,left,D. Daniels 24' 3PT  (3 PTS) (M. Gueye 1 AST),"[1630700, 1631243]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Center,24.23,Made,3.0,,,,,M. Gueye,1631243.0,1.0,,,,,,,,,,
13,PT10M38.00S,2026-03-22T00:12:07.4Z,1,REGULAR,3pt,Jump Shot,[],1641764,68.9388961892247,69.85294117647058,1610612744,5,2,2026-03-22T00:12:12Z,130000,False,99.0,239.0,1,right,MISS B. Podziemski 25' pullup 3PT,[1641764],1610612744.0,GSW,pullup,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,25.93,Missed,,,,,,,,,,,,,,,,,,
14,PT10M35.00S,2026-03-22T00:12:10.4Z,1,REGULAR,rebound,defensive,[],1630700,,,1610612737,5,2,2026-03-22T00:12:12Z,140000,False,,,0,,D. Daniels REBOUND (Off:0 Def:1),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,
15,PT10M30.00S,2026-03-22T00:12:14.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630700,6.389618922470433,53.431372549019606,1610612737,7,2,2026-03-22T00:12:19Z,150000,False,-17.0,8.0,1,left,D. Daniels running Layup (5 PTS),[1630700],1610612737.0,ATL,running,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,1.88,Made,5.0,,,,,,,,,,,,,,,,,
