actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-12-28T01:10:32.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-12-28T01:10:32Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-12-28T01:10:35.9Z,1,REGULAR,jumpball,recovered,[],1628973,,,1610612752,0,0,2025-12-28T01:10:35Z,40000,False,,,0,,Jump Ball K. Towns vs. O. Okongwu: Tip to J. Brunson,"[1628973, 1626157, 1630168]",1610612752.0,NYK,startperiod,J. Brunson,1628973.0,Brunson,J. Brunson,Towns,1626157.0,Okongwu,1630168.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2025-12-28T01:10:53.6Z,1,REGULAR,3pt,Jump Shot,[],1642885,29.25427069645204,74.50980392156863,1610612752,0,0,2025-12-28T01:11:00Z,70000,False,-123.0,222.0,1,left,MISS M. Diawara 25' 3PT,[1642885],1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,Above the Break 3,24+ Left Center,25.4,Missed,,,,,,,,,,,,,,,,,,
8,PT11M35.00S,2025-12-28T01:10:56.6Z,1,REGULAR,rebound,offensive,[],1626157,,,1610612752,0,0,2025-12-28T01:11:00Z,80000,False,,,0,,K. Towns REBOUND (Off:1 Def:0),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M34.00S,2025-12-28T01:10:58.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626157,6.652431011826544,47.549019607843135,1610612752,0,0,2025-12-28T01:12:12Z,90000,False,12.0,10.0,1,left,MISS K. Towns Layup - blocked,"[1626157, 1630552]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,1.59,Missed,,,,,Johnson,1630552.0,,,,,,,,,,,,
10,PT11M34.00S,2025-12-28T01:10:58.6Z,1,REGULAR,block,,[],1630552,,,1610612752,0,0,2025-12-28T01:11:01Z,100000,False,,,0,,J. Johnson BLOCK (1 BLK),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M33.00S,2025-12-28T01:10:59.6Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,0,0,2025-12-28T01:12:12Z,110000,False,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
12,PT11M20.00S,2025-12-28T01:11:11.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,92.06636005256242,45.83333333333333,1610612737,0,0,2025-12-28T01:11:30Z,120000,False,-21.0,22.0,1,right,MISS T. Young driving Layup - blocked,"[1629027, 1642885]",1610612737.0,ATL,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,3.03,Missed,,,,,Diawara,1642885.0,,,,,,,,,,,,
13,PT11M20.00S,2025-12-28T01:11:11.8Z,1,REGULAR,block,,[],1642885,,,1610612737,0,0,2025-12-28T01:11:15Z,130000,False,,,0,,M. Diawara BLOCK (1 BLK),[1642885],1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
14,PT11M13.00S,2025-12-28T01:11:18.8Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,0,0,2025-12-28T01:11:20Z,140000,False,,,0,,K. Towns REBOUND (Off:1 Def:1),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,12.0,2.0,1.0,1.0,,,,,,,,,,,,,,
