actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2026-02-22T20:40:34.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-02-22T20:40:34Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2026-02-22T20:40:38.2Z,1,REGULAR,jumpball,recovered,[],1642849,,,1610612751,0,0,2026-02-22T20:40:38Z,40000,False,,,0,,Jump Ball N. Claxton vs. O. Okongwu: Tip to N. Traore,"[1642849, 1629651, 1630168]",1610612751.0,BKN,startperiod,N. Traore,1642849.0,Traore,N. Traore,Claxton,1629651.0,Okongwu,1630168.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2026-02-22T20:40:48.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641730,10.85742444152431,59.55882352941176,1610612751,0,0,2026-02-22T20:41:04Z,70000,False,-48.0,50.0,1,left,MISS N. Clowney 6' floating Shot,[1641730],1610612751.0,BKN,floating,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),0-8 Center,6.89,Missed,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2026-02-22T20:40:51.6Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,0,0,2026-02-22T20:40:55Z,80000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M30.00S,2026-02-22T20:41:03.3Z,1,REGULAR,2pt,Jump Shot,[],1630552,87.86136662286465,67.15686274509804,1610612737,0,0,2026-02-22T20:41:27Z,90000,False,86.0,62.0,1,right,MISS J. Johnson 10' floating Shot,[1630552],1610612737.0,ATL,floating,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Right,10.56,Missed,,,,,,,,,,,,,,,,,,
10,PT11M27.00S,2026-02-22T20:41:06.3Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,0,0,2026-02-22T20:41:10Z,100000,False,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Right,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M19.00S,2026-02-22T20:41:14.4Z,1,REGULAR,3pt,Jump Shot,[],1641730,12.040078843626807,95.83333333333334,1610612751,0,0,2026-02-22T20:41:19Z,110000,False,-229.0,61.0,1,left,MISS N. Clowney 3PT,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Left Corner 3,24+ Left,23.71,Missed,,,,,,,,,,,,,,,,,,
12,PT11M15.00S,2026-02-22T20:41:18.4Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,0,0,2026-02-22T20:41:19Z,120000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Left Corner 3,24+ Left,,,11.0,2.0,2.0,0.0,,,,,,,,,,,,,,
13,PT11M08.00S,2026-02-22T20:41:25.3Z,1,REGULAR,3pt,Jump Shot,[],1630168,66.5735873850197,52.20588235294118,1610612737,0,0,2026-02-22T20:41:30Z,130000,False,11.0,262.0,1,right,MISS O. Okongwu 26' 3PT,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,26.19,Missed,,,,,,,,,,,,,,,,,,
14,PT11M05.00S,2026-02-22T20:41:28.3Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612751,0,0,2026-02-22T20:41:30Z,140000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M52.00S,2026-02-22T20:41:41.4Z,1,REGULAR,2pt,Jump Shot,[],1629008,12.565703022339028,68.62745098039215,1610612751,0,0,2026-02-22T20:42:13Z,150000,False,-93.0,66.0,1,left,MISS M. Porter Jr. 11' turnaround fadeaway Shot,[1629008],1610612751.0,BKN,turnaround fadeaway,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Left,11.39,Missed,,,,,,,,,,,,,,,,,,
16,PT10M47.00S,2026-02-22T20:41:46.4Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,0,0,2026-02-22T20:41:46Z,160000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:3),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Mid-Range,8-16 Left,,,15.0,3.0,3.0,0.0,,,,,,,,,,,,,,
17,PT10M41.00S,2026-02-22T20:41:52.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,85.3646517739816,55.14705882352941,1610612737,2,0,2026-02-22T20:41:56Z,170000,False,26.0,85.0,1,right,J. Johnson 8' driving floating Jump Shot (2 PTS),[1630552],1610612737.0,ATL,driving floating,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,8.89,Made,,,,,2.0,,,,,,,,,,,,,
18,PT10M27.00S,2026-02-22T20:42:06.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629008,5.469776609724048,49.50980392156863,1610612751,2,2,2026-02-22T20:42:12Z,180000,False,2.0,-1.0,1,left,M. Porter Jr. Layup (2 PTS) (N. Claxton 1 AST),"[1629008, 1629651]",1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,0.27,Made,,,,,2.0,N. Claxton,1629651.0,1.0,,,,,,,,,,
