actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-11-23T23:10:29.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-23T23:10:29Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M53.00S,2025-11-23T23:10:35.5Z,1,REGULAR,jumpball,recovered,[],1629012,,,1610612766,0,0,2025-11-23T23:10:35Z,40000,False,,,0,,Jump Ball M. Plumlee vs. O. Okongwu: Tip to C. Sexton,"[1629012, 203486, 1630168]",1610612766.0,CHA,startperiod,C. Sexton,1629012.0,Sexton,C. Sexton,Plumlee,203486.0,Okongwu,1630168.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2025-11-23T23:10:42.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,93.24901445466492,50.0,1610612766,0,2,2025-11-23T23:10:51Z,70000,False,0.0,11.0,1,right,M. Plumlee cutting DUNK (2 PTS) (C. Sexton 1 AST),"[203486, 1629012]",1610612766.0,CHA,cutting,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,1.1,Made,2.0,C. Sexton,1629012.0,1.0,,,,,,,,,,,,,,
9,PT11M28.00S,2025-11-23T23:11:00.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630168,10.85742444152431,46.07843137254902,1610612737,0,2,2025-11-23T23:11:58Z,90000,False,20.0,50.0,1,left,MISS O. Okongwu bank Shot,[1630168],1610612737.0,ATL,bank,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,5.33,Missed,,,,,,,,,,,,,,,,,,
10,PT11M24.00S,2025-11-23T23:11:04.6Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,0,2,2025-11-23T23:11:07Z,100000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
12,PT11M07.00S,2025-11-23T23:11:38.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628970,86.67871222076215,49.754901960784316,1610612766,0,4,2025-11-23T23:11:45Z,120000,False,-1.0,73.0,1,right,M. Bridges 7' turnaround Hook (2 PTS),[1628970],1610612766.0,CHA,turnaround,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,7.27,Made,2.0,,,,,,,,,,,,,,,,,
13,PT10M56.00S,2025-11-23T23:11:50.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642258,7.5722733245729295,48.28431372549019,1610612737,2,4,2025-11-23T23:11:56Z,130000,False,9.0,19.0,1,left,Z. Risacher cutting DUNK (2 PTS) (J. Johnson 1 AST),"[1642258, 1630552]",1610612737.0,ATL,cutting,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,2.06,Made,2.0,J. Johnson,1630552.0,1.0,,,,,,,,,,,,,,
15,PT10M47.00S,2025-11-23T23:11:58.2Z,1,REGULAR,3pt,Jump Shot,[],1628970,77.7431011826544,88.48039215686273,1610612766,2,4,2025-11-23T23:12:05Z,150000,False,192.0,157.0,1,right,MISS M. Bridges 24' pullup 3PT,[1628970],1610612766.0,CHA,pullup,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,24.81,Missed,,,,,,,,,,,,,,,,,,
16,PT10M44.00S,2025-11-23T23:12:01.2Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,2,4,2025-11-23T23:12:05Z,160000,False,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,
17,PT10M40.00S,2025-11-23T23:12:05.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630168,6.389618922470433,49.50980392156863,1610612737,4,4,2025-11-23T23:12:13Z,170000,False,2.0,8.0,1,left,O. Okongwu running Layup (2 PTS),[1630168],1610612737.0,ATL,running,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,0.8,Made,2.0,,,,,,,,,,,,,,,,,
19,PT10M19.00S,2025-11-23T23:12:26.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642883,94.03745072273325,48.03921568627451,1610612766,4,6,2025-11-23T23:12:32Z,190000,False,-10.0,4.0,1,right,S. James cutting DUNK (2 PTS) (M. Plumlee 1 AST),"[1642883, 203486]",1610612766.0,CHA,cutting,,,James,S. James,,,,,Restricted Area,0-8 Center,1.04,Made,2.0,M. Plumlee,203486.0,1.0,,,,,,,,,,,,,,
21,PT10M10.00S,2025-11-23T23:12:35.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630168,18.2161629434954,43.872549019607845,1610612737,6,6,2025-11-23T23:12:42Z,210000,False,31.0,119.0,1,left,O. Okongwu 12' driving floating Jump Shot (4 PTS) (J. Johnson 2 AST),"[1630168, 1630552]",1610612737.0,ATL,driving floating,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,12.26,Made,4.0,J. Johnson,1630552.0,2.0,,,,,,,,,,,,,,
23,PT09M48.00S,2025-11-23T23:12:57.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642851,84.05059132720105,54.41176470588235,1610612766,6,6,2025-11-23T23:13:06Z,230000,False,22.0,97.0,1,right,MISS K. Knueppel 9' fadeaway Shot,[1642851],1610612766.0,CHA,fadeaway,,,Knueppel,K. Knueppel,,,,,In The Paint (Non-RA),8-16 Center,9.99,Missed,,,,,,,,,,,,,,,,,,
24,PT09M45.00S,2025-11-23T23:13:00.8Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,6,6,2025-11-23T23:13:06Z,240000,False,,,0,,J. Johnson REBOUND (Off:0 Def:2),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,23.0,2.0,2.0,0.0,,,,,,,,,,
25,PT09M39.00S,2025-11-23T23:13:06.4Z,1,REGULAR,3pt,Jump Shot,[],1630552,31.488173455978973,67.40196078431373,1610612737,9,6,2025-11-23T23:13:11Z,250000,False,-87.0,243.0,1,left,J. Johnson 25' 3PT  (3 PTS) (O. Okongwu 1 AST),"[1630552, 1630168]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,25.86,Made,3.0,O. Okongwu,1630168.0,1.0,,,,,,,,,,,,,,
27,PT09M28.00S,2025-11-23T23:13:19.9Z,1,REGULAR,turnover,out-of-bounds,[],1642883,,,1610612766,9,6,2025-11-23T23:13:29Z,270000,False,,,0,,S. James bad pass out-of-bounds TURNOVER (1 TO),[1642883],1610612766.0,CHA,bad pass,,,James,S. James,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201245.0,1.0,,,,,,,,
28,PT09M21.00S,2025-11-23T23:13:29.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642258,7.5722733245729295,94.6078431372549,1610612737,12,6,2025-11-23T23:13:34Z,280000,False,-223.0,19.0,1,left,Z. Risacher 3PT  (5 PTS) (N. Alexander-Walker 1 AST),"[1642258, 1629638]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Left Corner 3,24+ Left,22.38,Made,5.0,N. Alexander-Walker,1629638.0,1.0,,,,,,,,,,,,,,
30,PT09M21.00S,2025-11-23T23:13:34.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,12,6,2025-11-23T23:13:34Z,300000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PT09M09.00S,2025-11-23T23:16:41.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,92.72339027595268,48.03921568627451,1610612766,12,8,2025-11-23T23:17:29Z,310000,False,-10.0,16.0,1,right,M. Bridges driving finger roll Layup (4 PTS) (M. Plumlee 2 AST),"[1628970, 203486]",1610612766.0,CHA,driving finger roll,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,1.87,Made,4.0,M. Plumlee,203486.0,2.0,,,,,,,,,,,,,,
33,PT08M48.00S,2025-11-23T23:17:03.6Z,1,REGULAR,3pt,Jump Shot,[],1642258,10.5946123521682,2.941176470588235,1610612737,12,8,2025-11-23T23:17:11Z,330000,False,235.0,47.0,1,left,MISS Z. Risacher 24' step back 3PT,[1642258],1610612737.0,ATL,step back,,,Risacher,Z. Risacher,,,,,Right Corner 3,24+ Right,24.0,Missed,,,,,,,,,,,,,,,,,,
