actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
90,PT04M47.00S,2026-03-12T23:53:39.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630592,7.046649145860711,47.549019607843135,1610612751,19,12,2026-03-12T23:53:45Z,900000,False,12.0,14.0,1,left,MISS J. Wilson driving Layup - blocked,"[1630592, 1630168]",1610612751.0,BKN,driving,,,Wilson,J. Wilson,,,,,Restricted Area,0-8 Center,,,,,,Missed,,1.84,,,,,,,,,Okongwu,1630168.0,,
91,PT04M47.00S,2026-03-12T23:53:39.2Z,1,REGULAR,block,,[],1630168,,,1610612751,19,12,2026-03-12T23:53:41Z,910000,False,,,0,,O. Okongwu BLOCK (2 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
92,PT04M44.00S,2026-03-12T23:53:42.2Z,1,REGULAR,rebound,defensive,[],1629216,,,1610612737,19,12,2026-03-12T23:53:45Z,920000,False,,,0,,G. Vincent REBOUND (Off:0 Def:1),[1629216],1610612737.0,ATL,,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,90.0,1.0,1.0,0.0,,,,,
93,PT04M42.00S,2026-03-12T23:53:45.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1642258,92.59198423127464,51.225490196078425,1610612737,21,12,2026-03-12T23:53:50Z,930000,False,6.0,17.0,1,right,Z. Risacher alley-oop DUNK (5 PTS) (G. Vincent 2 AST),"[1642258, 1629216]",1610612737.0,ATL,alley-oop,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,1.82,G. Vincent,1629216.0,2.0,,,,,,,,,
95,PT04M23.00S,2026-03-12T23:54:03.6Z,1,REGULAR,3pt,Jump Shot,[],1642874,32.933639947437584,19.362745098039216,1610612751,21,12,2026-03-12T23:54:10Z,950000,False,153.0,257.0,1,left,MISS D. Wolf 29' 3PT,[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,29.93,,,,,,,,,,,,
96,PT04M18.00S,2026-03-12T23:54:08.6Z,1,REGULAR,rebound,offensive,[],1630623,,,1610612751,21,12,2026-03-12T23:54:10Z,960000,False,,,0,,T. Etienne REBOUND (Off:1 Def:0),[1630623],1610612751.0,BKN,,,,Etienne,T. Etienne,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,95.0,1.0,0.0,1.0,,,,,
97,PT04M11.00S,2026-03-12T23:54:15.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642874,9.543363994743759,56.86274509803921,1610612751,21,14,2026-03-12T23:54:20Z,970000,False,-34.0,37.0,1,left,D. Wolf driving floating Jump Shot (5 PTS),[1642874],1610612751.0,BKN,driving floating,,,Wolf,D. Wolf,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,5.0,5.06,,,,,,,,,,,,
98,PT04M00.00S,2026-03-12T23:54:27.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630552,93.11760840998686,50.98039215686274,1610612737,23,14,2026-03-12T23:54:31Z,980000,False,5.0,12.0,1,right,J. Johnson driving DUNK (5 PTS),[1630552],1610612737.0,ATL,driving,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,1.31,,,,,,,,,,,,
99,PT04M00.00S,2026-03-12T23:54:33.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,23,14,2026-03-12T23:54:33Z,990000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M00.00S,2026-03-12T23:56:47.5Z,1,REGULAR,substitution,out,[],1630168,,,1610612751,23,14,2026-03-12T23:57:31Z,1000000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M00.00S,2026-03-12T23:56:47.5Z,1,REGULAR,substitution,out,[],1630557,,,1610612751,23,14,2026-03-12T23:57:31Z,1010000,False,,,0,,SUB out: C. Kispert,[1630557],1610612737.0,ATL,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M00.00S,2026-03-12T23:56:47.5Z,1,REGULAR,substitution,out,[],1642874,,,1610612751,23,14,2026-03-12T23:57:31Z,1020000,False,,,0,,SUB out: D. Wolf,[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M00.00S,2026-03-12T23:56:47.5Z,1,REGULAR,substitution,out,[],1642962,,,1610612751,23,14,2026-03-12T23:57:31Z,1030000,False,,,0,,SUB out: D. Powell,[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M00.00S,2026-03-12T23:56:47.5Z,1,REGULAR,substitution,out,[],1629651,,,1610612751,23,14,2026-03-12T23:57:31Z,1040000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M00.00S,2026-03-12T23:56:47.5Z,1,REGULAR,substitution,in,[],1629638,,,1610612751,23,14,2026-03-12T23:57:31Z,1050000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M00.00S,2026-03-12T23:56:47.5Z,1,REGULAR,substitution,in,[],1629111,,,1610612751,23,14,2026-03-12T23:57:31Z,1060000,False,,,0,,SUB in: J. Landale,[1629111],1610612737.0,ATL,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M00.00S,2026-03-12T23:56:47.5Z,1,REGULAR,substitution,in,[],1629611,,,1610612751,23,14,2026-03-12T23:57:31Z,1070000,False,,,0,,SUB in: T. Mann,[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M00.00S,2026-03-12T23:56:47.5Z,1,REGULAR,substitution,in,[],1643052,,,1610612751,23,14,2026-03-12T23:57:31Z,1080000,False,,,0,,SUB in: C. Johnson,[1643052],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M00.00S,2026-03-12T23:56:47.5Z,1,REGULAR,substitution,in,[],1631169,,,1610612751,23,14,2026-03-12T23:57:31Z,1090000,False,,,0,,SUB in: J. Minott,[1631169],1610612751.0,BKN,,,,Minott,J. Minott,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M40.00S,2026-03-12T23:57:50.4Z,1,REGULAR,2pt,Jump Shot,[],1629611,22.815374507227332,50.49019607843137,1610612751,23,16,2026-03-12T23:57:57Z,1100000,False,-2.0,162.0,1,left,T. Mann 16' step back Jump Shot (2 PTS),[1629611],1610612751.0,BKN,step back,,,Mann,T. Mann,,,,,Mid-Range,16-24 Center,,,,,,Made,2.0,16.2,,,,,,,,,,,,
112,PT03M24.00S,2026-03-12T23:58:12.0Z,1,REGULAR,foul,personal,[],1643052,,,1610612737,23,16,2026-03-12T23:58:18Z,1110000,False,,,0,,C. Johnson personal FOUL (1 PF),"[1643052, 1629111]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),8-16 Center,1627961.0,1.0,0.0,Landale,1629111.0,,,,,,,,,,,,,,,
114,PT03M24.00S,2026-03-12T23:58:19.7Z,1,REGULAR,substitution,out,[],1630552,,,1610612737,23,16,2026-03-12T23:58:23Z,1130000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M24.00S,2026-03-12T23:58:19.7Z,1,REGULAR,substitution,in,[],1630228,,,1610612737,23,16,2026-03-12T23:58:23Z,1140000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612737.0,ATL,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M12.00S,2026-03-12T23:58:49.3Z,1,REGULAR,3pt,Jump Shot,[],1642258,77.7431011826544,10.294117647058822,1610612737,26,16,2026-03-12T23:58:58Z,1150000,False,-199.0,157.0,1,right,Z. Risacher 25' 3PT  (8 PTS) (J. Kuminga 1 AST),"[1642258, 1630228]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Left Center,,,,,,Made,8.0,25.29,J. Kuminga,1630228.0,1.0,,,,,,,,,
118,PT02M52.00S,2026-03-12T23:59:12.4Z,1,REGULAR,foul,personal,['2freethrow'],1629111,,,1610612751,26,16,2026-03-12T23:59:29Z,1170000,False,,,0,,J. Landale shooting personal FOUL (1 PF) (Mann 2 FT),"[1629111, 1629611]",1610612737.0,ATL,shooting,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,1627961.0,1.0,0.0,Mann,1629611.0,,,,,,,,,,,,,,,
120,PT02M52.00S,2026-03-12T23:59:45.3Z,1,REGULAR,freethrow,1 of 2,[],1629611,,,1610612751,26,17,2026-03-12T23:59:45Z,1190000,False,,,0,,T. Mann Free Throw 1 of 2 (3 PTS),[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
121,PT02M52.00S,2026-03-13T00:00:06.3Z,1,REGULAR,freethrow,2 of 2,[],1629611,,,1610612751,26,18,2026-03-13T00:00:06Z,1200000,False,,,0,,T. Mann Free Throw 2 of 2 (4 PTS),[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
122,PT02M33.00S,2026-03-13T00:00:29.1Z,1,REGULAR,3pt,Jump Shot,[],1629638,94.30026281208936,96.07843137254902,1610612737,26,18,2026-03-13T00:00:34Z,1210000,False,230.0,1.0,1,right,MISS N. Alexander-Walker 3PT,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Right Corner 3,24+ Right,,,,,,Missed,,23.04,,,,,,,,,,,,
123,PT02M29.00S,2026-03-13T00:00:33.1Z,1,REGULAR,rebound,offensive,[],1642258,,,1610612737,26,18,2026-03-13T00:00:34Z,1220000,False,,,0,,Z. Risacher REBOUND (Off:1 Def:0),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,122.0,1.0,0.0,1.0,,,,,
124,PT02M19.00S,2026-03-13T00:00:42.5Z,1,REGULAR,foul,personal,['2freethrow'],1629611,,,1610612737,26,18,2026-03-13T00:01:09Z,1230000,False,,,0,,T. Mann shooting personal FOUL (1 PF) (Kuminga 2 FT),"[1629611, 1630228]",1610612751.0,BKN,shooting,,,Mann,T. Mann,,,,,Mid-Range,8-16 Right,1629178.0,1.0,0.0,Kuminga,1630228.0,,,,,,,,,,,,,,,
126,PT02M19.00S,2026-03-13T00:01:10.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630228,,,1610612737,26,18,2026-03-13T00:01:10Z,1250000,False,,,0,,MISS J. Kuminga Free Throw 1 of 2,[1630228],1610612737.0,ATL,,,,Kuminga,J. Kuminga,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
127,PT02M19.00S,2026-03-13T00:01:10.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,26,18,2026-03-13T00:01:10Z,1260000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,126.0,,,,,,,,
128,PT02M19.00S,2026-03-13T00:01:12.1Z,1,REGULAR,substitution,out,[],1629216,,,1610612737,26,18,2026-03-13T00:01:15Z,1270000,False,,,0,,SUB out: G. Vincent,[1629216],1610612737.0,ATL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M19.00S,2026-03-13T00:01:12.1Z,1,REGULAR,substitution,in,[],203468,,,1610612737,26,18,2026-03-13T00:01:15Z,1280000,False,,,0,,SUB in: C. McCollum,[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M19.00S,2026-03-13T00:01:27.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630228,,,1610612737,27,18,2026-03-13T00:01:27Z,1290000,False,,,0,,J. Kuminga Free Throw 2 of 2 (1 PTS),[1630228],1610612737.0,ATL,,,,Kuminga,J. Kuminga,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
131,PT02M06.00S,2026-03-13T00:01:41.5Z,1,REGULAR,3pt,Jump Shot,[],1630623,31.225361366622867,52.69607843137255,1610612751,27,18,2026-03-13T00:02:10Z,1300000,False,-13.0,241.0,1,left,MISS T. Etienne 24' pullup bank 3PT,[1630623],1610612751.0,BKN,pullup bank,,,Etienne,T. Etienne,,,,,Above the Break 3,24+ Center,,,,,,Missed,,24.14,,,,,,,,,,,,
132,PT02M03.00S,2026-03-13T00:01:44.5Z,1,REGULAR,rebound,defensive,[],1630228,,,1610612737,27,18,2026-03-13T00:01:49Z,1310000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:1),[1630228],1610612737.0,ATL,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,131.0,1.0,1.0,0.0,,,,,
133,PT01M57.00S,2026-03-13T00:01:51.6Z,1,REGULAR,3pt,Jump Shot,[],203468,89.56964520367937,96.81372549019608,1610612737,27,18,2026-03-13T00:01:56Z,1320000,False,234.0,46.0,1,right,MISS C. McCollum 3PT,[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,Right Corner 3,24+ Right,,,,,,Missed,,23.85,,,,,,,,,,,,
134,PT01M55.00S,2026-03-13T00:01:53.6Z,1,REGULAR,rebound,offensive,[],203468,,,1610612737,27,18,2026-03-13T00:02:10Z,1330000,False,,,0,,C. McCollum REBOUND (Off:1 Def:1),[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,133.0,2.0,1.0,1.0,,,,,
135,PT01M54.00S,2026-03-13T00:01:56.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629111,92.59198423127464,48.529411764705884,1610612737,27,18,2026-03-13T00:02:15Z,1340000,False,-7.0,17.0,1,right,MISS J. Landale Layup - blocked,"[1629111, 1631169]",1610612737.0,ATL,,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,,,,,,Missed,,1.86,,,,,,,,,Minott,1631169.0,,
136,PT01M54.00S,2026-03-13T00:01:56.2Z,1,REGULAR,block,,[],1631169,,,1610612737,27,18,2026-03-13T00:01:59Z,1350000,False,,,0,,J. Minott BLOCK (1 BLK),[1631169],1610612751.0,BKN,,,,Minott,J. Minott,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
137,PT01M53.00S,2026-03-13T00:01:57.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,27,18,2026-03-13T00:02:15Z,1360000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,135.0,,,,,,,,
139,PT01M44.00S,2026-03-13T00:02:24.1Z,1,REGULAR,turnover,out-of-bounds,[],203468,,,1610612737,27,18,2026-03-13T00:02:31Z,1380000,False,,,0,,C. McCollum bad pass out-of-bounds TURNOVER (1 TO),[203468],1610612737.0,ATL,bad pass,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Left,202026.0,,,,,,,,,,,,,,,1.0,,,,
140,PT01M30.00S,2026-03-13T00:02:45.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631169,31.488173455978973,37.254901960784316,1610612751,27,21,2026-03-13T00:02:50Z,1390000,False,64.0,243.0,1,left,J. Minott 25' 3PT  (3 PTS) (T. Etienne 1 AST),"[1631169, 1630623]",1610612751.0,BKN,,,,Minott,J. Minott,,,,,Above the Break 3,24+ Center,,,,,,Made,3.0,25.17,T. Etienne,1630623.0,1.0,,,,,,,,,
142,PT01M09.00S,2026-03-13T00:03:06.4Z,1,REGULAR,3pt,Jump Shot,[],203468,66.70499342969777,62.99019607843137,1610612737,27,21,2026-03-13T00:03:18Z,1410000,False,65.0,260.0,1,right,MISS C. McCollum 26' 3PT,[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,,,,,,Missed,,26.85,,,,,,,,,,,,
143,PT01M08.00S,2026-03-13T00:03:07.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,27,21,2026-03-13T00:03:18Z,1420000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,142.0,,,,,,,,
144,PT01M08.00S,2026-03-13T00:03:14.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630623,,,1610612737,27,21,2026-03-13T00:03:37Z,1430000,False,,,0,,T. Etienne loose ball personal FOUL (1 PF) (Landale 2 FT),"[1630623, 1629111]",1610612751.0,BKN,loose ball,,,Etienne,T. Etienne,,,,,Restricted Area,0-8 Center,202026.0,1.0,0.0,Landale,1629111.0,,,,,,,,,,,,,,,
146,PT01M08.00S,2026-03-13T00:04:03.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629111,,,1610612737,27,21,2026-03-13T00:04:21Z,1450000,False,,,0,,MISS J. Landale Free Throw 1 of 2,[1629111],1610612737.0,ATL,,,,Landale,J. Landale,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
147,PT01M08.00S,2026-03-13T00:04:03.5Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612737,27,21,2026-03-13T00:04:21Z,1460000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,146.0,,,,,,,,
148,PT01M08.00S,2026-03-13T00:04:03.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629111,,,1610612737,27,21,2026-03-13T00:04:21Z,1470000,False,,,0,,MISS J. Landale Free Throw 2 of 2,[1629111],1610612737.0,ATL,,,,Landale,J. Landale,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
149,PT01M06.00S,2026-03-13T00:04:05.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,27,21,2026-03-13T00:04:21Z,1480000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,148.0,,,,,,,,
151,PT00M57.10S,2026-03-13T00:04:41.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630623,,,1610612737,27,21,2026-03-13T00:05:03Z,1500000,False,,,0,,T. Etienne shooting personal FOUL (2 PF) (Alexander-Walker 2 FT),"[1630623, 1629638]",1610612751.0,BKN,shooting,,,Etienne,T. Etienne,,,,,Restricted Area,0-8 Center,202026.0,2.0,0.0,Alexander-Walker,1629638.0,,,,,,,,,,,,,,,
153,PT00M57.10S,2026-03-13T00:05:06.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629638,,,1610612737,28,21,2026-03-13T00:05:06Z,1520000,False,,,0,,N. Alexander-Walker Free Throw 1 of 2 (4 PTS),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
154,PT00M57.10S,2026-03-13T00:05:20.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629638,,,1610612737,29,21,2026-03-13T00:05:20Z,1530000,False,,,0,,N. Alexander-Walker Free Throw 2 of 2 (5 PTS),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
155,PT00M42.80S,2026-03-13T00:05:36.1Z,1,REGULAR,2pt,Jump Shot,[],1643052,20.71287779237845,54.90196078431373,1610612751,29,21,2026-03-13T00:05:40Z,1540000,False,-25.0,142.0,1,left,MISS C. Johnson 14' pullup Shot,[1643052],1610612751.0,BKN,pullup,,,Johnson,C. Johnson,,,,,Mid-Range,8-16 Center,,,,,,Missed,,14.43,,,,,,,,,,,,
156,PT00M39.60S,2026-03-13T00:05:39.3Z,1,REGULAR,rebound,defensive,[],1642258,,,1610612737,29,21,2026-03-13T00:05:40Z,1550000,False,,,0,,Z. Risacher REBOUND (Off:1 Def:1),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,155.0,2.0,1.0,1.0,,,,,
157,PT00M32.30S,2026-03-13T00:05:46.5Z,1,REGULAR,2pt,Jump Shot,[],1629638,80.1084099868594,73.2843137254902,1610612737,29,21,2026-03-13T00:05:51Z,1560000,False,116.0,134.0,1,right,MISS N. Alexander-Walker 17' pullup Shot,[1629638],1610612737.0,ATL,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,16-24 Right Center,,,,,,Missed,,17.79,,,,,,,,,,,,
158,PT00M30.30S,2026-03-13T00:05:48.5Z,1,REGULAR,rebound,offensive,[],1642258,,,1610612737,29,21,2026-03-13T00:06:21Z,1570000,False,,,0,,Z. Risacher REBOUND (Off:2 Def:1),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,157.0,3.0,1.0,2.0,,,,,
159,PT00M30.30S,2026-03-13T00:05:51.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642258,94.40999984741211,50.0,1610612737,29,21,2026-03-13T00:06:29Z,1580000,False,0.0,0.0,1,right,MISS Z. Risacher tip Layup,[1642258],1610612737.0,ATL,tip,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,,,Missed,,0.0,,,,,,,,,,,,
160,PT00M29.30S,2026-03-13T00:05:52.1Z,1,REGULAR,rebound,offensive,[],1642258,,,1610612737,29,21,2026-03-13T00:06:29Z,1590000,False,,,0,,Z. Risacher REBOUND (Off:3 Def:1),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,159.0,4.0,1.0,3.0,,,,,
161,PT00M29.30S,2026-03-13T00:05:54.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630623,,,1610612737,29,21,2026-03-13T00:09:41Z,1600000,False,,,0,,T. Etienne personal FOUL (3 PF) (Risacher 2 FT),"[1630623, 1642258]",1610612751.0,BKN,,,,Etienne,T. Etienne,,,,,Restricted Area,0-8 Center,1627961.0,3.0,0.0,Risacher,1642258.0,,,,,,,,,,,,,,,
163,PT00M29.30S,2026-03-13T00:06:22.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1642258,,,1610612737,30,21,2026-03-13T00:06:39Z,1620000,False,,,0,,Z. Risacher Free Throw 1 of 2 (9 PTS),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
164,PT00M29.30S,2026-03-13T00:06:22.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1642258,,,1610612737,30,21,2026-03-13T00:06:39Z,1630000,False,,,0,,MISS Z. Risacher Free Throw 2 of 2,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
165,PT00M26.20S,2026-03-13T00:06:26.0Z,1,REGULAR,rebound,defensive,[],1630623,,,1610612751,30,21,2026-03-13T00:06:39Z,1640000,False,,,0,,T. Etienne REBOUND (Off:1 Def:1),[1630623],1610612751.0,BKN,,,,Etienne,T. Etienne,,,,,,,,,,,,,,,,,,164.0,2.0,1.0,1.0,,,,,
166,PT00M19.00S,2026-03-13T00:06:45.9Z,1,REGULAR,3pt,Jump Shot,[],1643052,13.485545335085414,4.166666666666666,1610612751,30,21,2026-03-13T00:06:51Z,1650000,False,229.0,74.0,1,left,MISS C. Johnson 24' step back 3PT,[1643052],1610612751.0,BKN,step back,,,Johnson,C. Johnson,,,,,Right Corner 3,24+ Right,,,,,,Missed,,24.09,,,,,,,,,,,,
167,PT00M15.80S,2026-03-13T00:06:49.1Z,1,REGULAR,rebound,defensive,[],1630228,,,1610612737,30,21,2026-03-13T00:06:49Z,1660000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:2),[1630228],1610612737.0,ATL,,,,Kuminga,J. Kuminga,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,166.0,2.0,2.0,0.0,,,,,
168,PT00M00.00S,2026-03-13T00:07:09.1Z,1,REGULAR,period,end,[],0,,,1610612737,30,21,2026-03-13T00:07:09Z,1670000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2026-03-13T00:09:17.3Z,2,REGULAR,substitution,out,['startperiod'],1629638,,,1610612737,30,21,2026-03-13T00:09:54Z,1680000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2026-03-13T00:09:17.3Z,2,REGULAR,substitution,out,['startperiod'],1631169,,,1610612737,30,21,2026-03-13T00:09:54Z,1690000,False,,,0,,SUB out: J. Minott,[1631169],1610612751.0,BKN,,,,Minott,J. Minott,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2026-03-13T00:09:17.3Z,2,REGULAR,substitution,out,['startperiod'],1630623,,,1610612737,30,21,2026-03-13T00:09:54Z,1700000,False,,,0,,SUB out: T. Etienne,[1630623],1610612751.0,BKN,,,,Etienne,T. Etienne,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2026-03-13T00:09:17.3Z,2,REGULAR,substitution,out,['startperiod'],1629611,,,1610612737,30,21,2026-03-13T00:09:54Z,1710000,False,,,0,,SUB out: T. Mann,[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2026-03-13T00:09:17.3Z,2,REGULAR,substitution,out,['startperiod'],1630592,,,1610612737,30,21,2026-03-13T00:09:54Z,1720000,False,,,0,,SUB out: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2026-03-13T00:09:17.3Z,2,REGULAR,substitution,out,['startperiod'],1643052,,,1610612737,30,21,2026-03-13T00:09:54Z,1730000,False,,,0,,SUB out: C. Johnson,[1643052],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
