actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
476,PT06M09.00S,2025-10-23T01:17:50.3Z,3,REGULAR,substitution,in,[],1642347,,,1610612737,79,87,2025-10-23T01:17:55Z,4730000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT06M09.00S,2025-10-23T01:17:50.3Z,3,REGULAR,substitution,out,[],1629027,,,1610612737,79,87,2025-10-23T01:18:09Z,4740000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT06M09.00S,2025-10-23T01:17:50.3Z,3,REGULAR,substitution,in,[],1630811,,,1610612737,79,87,2025-10-23T01:18:09Z,4750000,False,,,0,,SUB in: K. Wallace,[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT06M05.00S,2025-10-23T01:18:17.1Z,3,REGULAR,foul,offensive,['inpenalty'],1628379,,,1610612737,79,87,2025-10-23T01:18:23Z,4760000,False,,,0,,L. Kennard off-the-ball offensive FOUL (3 PF),"[1628379, 1642347]",1610612737.0,ATL,off-the-ball,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Center,,,,,,,2882.0,,3.0,0.0,Shead,1642347.0,,,,,,,,
481,PT06M05.00S,2025-10-23T01:18:17.1Z,3,REGULAR,turnover,offensive foul,[],1628379,,,1610612737,79,87,2025-10-23T01:18:17Z,4780000,False,,,0,,L. Kennard offensive foul TURNOVER (2 TO),[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Center,,,,,,,2882.0,2.0,,,,,,,,,,,,
482,PT05M55.00S,2025-10-23T01:18:42.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630811,,,1610612761,79,87,2025-10-23T01:19:12Z,4790000,False,,,0,,K. Wallace shooting personal FOUL (1 PF) (Shead 2 FT),"[1630811, 1642347]",1610612737.0,ATL,shooting,,,Wallace,K. Wallace,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2882.0,,1.0,0.0,Shead,1642347.0,,,,,,,,
484,PT05M55.00S,2025-10-23T01:19:08.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,79,87,2025-10-23T01:19:08Z,4810000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT05M55.00S,2025-10-23T01:22:08.2Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1642347,,,1610612761,79,87,2025-10-23T01:22:08Z,4830000,False,,,0,,MISS J. Shead Free Throw 1 of 2,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
487,PT05M55.00S,2025-10-23T01:22:08.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,79,87,2025-10-23T01:22:08Z,4840000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,486.0,,,,,,,,,,,,,,,,,
488,PT05M55.00S,2025-10-23T01:22:20.2Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1642347,,,1610612761,79,88,2025-10-23T01:22:20Z,4850000,False,,,0,,J. Shead Free Throw 2 of 2 (6 PTS),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,Made,,,,,,,,,,,6.0,,,,,,,
489,PT05M48.00S,2025-10-23T01:22:28.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,92.06636005256242,55.63725490196079,1610612737,81,88,2025-10-23T01:22:46Z,4860000,False,28.0,22.0,1,right,N. Alexander-Walker driving Layup (8 PTS),[1629638],1610612737.0,ATL,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,3.58,Made,,,,,,,,,,,8.0,,,,,,,
490,PT05M37.00S,2025-10-23T01:22:42.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630811,,,1610612761,81,88,2025-10-23T01:23:05Z,4870000,False,,,0,,K. Wallace personal FOUL (2 PF) (Shead 2 FT),"[1630811, 1642347]",1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,Above the Break 3,24+ Center,,,,,,,2882.0,,2.0,0.0,Shead,1642347.0,,,,,,,,
492,PT05M37.00S,2025-10-23T01:23:08.1Z,3,REGULAR,freethrow,1 of 2,[],1642347,,,1610612761,81,89,2025-10-23T01:23:08Z,4890000,False,,,0,,J. Shead Free Throw 1 of 2 (7 PTS),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,Made,,,,,,,,,,,7.0,,,,,,,
493,PT05M37.00S,2025-10-23T01:23:22.7Z,3,REGULAR,freethrow,2 of 2,[],1642347,,,1610612761,81,90,2025-10-23T01:23:22Z,4900000,False,,,0,,J. Shead Free Throw 2 of 2 (8 PTS),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,Made,,,,,,,,,,,8.0,,,,,,,
494,PT05M21.00S,2025-10-23T01:23:41.5Z,3,REGULAR,3pt,Jump Shot,[],1630552,75.50919842312747,84.31372549019608,1610612737,81,90,2025-10-23T01:23:49Z,4910000,False,172.0,178.0,1,right,MISS J. Johnson 24' pullup 3PT,[1630552],1610612737.0,ATL,pullup,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,24.7,Missed,,,,,,,,,,,,,,,,,,
495,PT05M19.00S,2025-10-23T01:23:43.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612761,81,90,2025-10-23T01:23:49Z,4920000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Right Center,,,494.0,,,,,,,,,,,,,,,,,
497,PT04M56.00S,2025-10-23T01:24:14.5Z,3,REGULAR,2pt,Jump Shot,[],1627742,20.318659658344284,25.49019607843137,1610612761,81,90,2025-10-23T01:24:19Z,4940000,False,123.0,138.0,1,left,MISS B. Ingram 18' turnaround Shot - blocked,"[1627742, 1629638]",1610612761.0,TOR,turnaround,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Right Center,18.49,Missed,,,,,,,,,,,,,,,Alexander-Walker,1629638.0,,
498,PT04M56.00S,2025-10-23T01:24:14.5Z,3,REGULAR,block,,[],1629638,,,1610612761,81,90,2025-10-23T01:24:17Z,4950000,False,,,0,,N. Alexander-Walker BLOCK (1 BLK),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
499,PT04M53.00S,2025-10-23T01:24:17.5Z,3,REGULAR,rebound,defensive,[],1628379,,,1610612737,81,90,2025-10-23T01:24:19Z,4960000,False,,,0,,L. Kennard REBOUND (Off:0 Def:4),[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,Mid-Range,16-24 Right Center,,,497.0,4.0,4.0,0.0,,,,,,,,,,,,,,
500,PT04M45.00S,2025-10-23T01:24:25.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,89.17542706964521,52.450980392156865,1610612737,81,90,2025-10-23T01:24:59Z,4970000,False,12.0,49.0,1,right,MISS N. Alexander-Walker driving finger roll Layup,[1629638],1610612737.0,ATL,driving finger roll,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),0-8 Center,5.08,Missed,,,,,,,,,,,,,,,,,,
501,PT04M38.00S,2025-10-23T01:24:32.1Z,3,REGULAR,rebound,offensive,[],1630168,,,1610612737,81,90,2025-10-23T01:24:32Z,4980000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:3),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,500.0,4.0,3.0,1.0,,,,,,,,,,,,,,
502,PT04M38.00S,2025-10-23T01:24:32.0Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630168,94.40999984741211,50.0,1610612737,83,90,2025-10-23T01:24:39Z,4990000,False,0.0,0.0,1,right,O. Okongwu putback Layup (11 PTS),[1630168],1610612737.0,ATL,putback,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,,11.0,,,,,,,
503,PT04M31.00S,2025-10-23T01:24:39.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630168,,,1610612761,83,90,2025-10-23T01:25:02Z,5000000,False,,,0,,O. Okongwu shooting personal FOUL (2 PF) (Dick 2 FT),"[1630168, 1641711]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,201638.0,,2.0,0.0,Dick,1641711.0,,,,,,,,
505,PT04M31.00S,2025-10-23T01:25:15.0Z,3,REGULAR,freethrow,1 of 2,[],1641711,,,1610612761,83,91,2025-10-23T01:25:15Z,5020000,False,,,0,,G. Dick Free Throw 1 of 2 (10 PTS),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,Made,,,,,,,,,,,10.0,,,,,,,
506,PT04M31.00S,2025-10-23T01:25:15.9Z,3,REGULAR,substitution,out,[],1629638,,,1610612761,83,91,2025-10-23T01:25:30Z,5030000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT04M31.00S,2025-10-23T01:25:15.9Z,3,REGULAR,substitution,out,[],1630811,,,1610612761,83,91,2025-10-23T01:25:30Z,5040000,False,,,0,,SUB out: K. Wallace,[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT04M31.00S,2025-10-23T01:25:15.9Z,3,REGULAR,substitution,in,[],1642258,,,1610612761,83,91,2025-10-23T01:25:30Z,5050000,False,,,0,,SUB in: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT04M31.00S,2025-10-23T01:25:15.9Z,3,REGULAR,substitution,in,[],1629027,,,1610612761,83,91,2025-10-23T01:25:30Z,5060000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT04M31.00S,2025-10-23T01:25:40.0Z,3,REGULAR,freethrow,2 of 2,[],1641711,,,1610612761,83,92,2025-10-23T01:25:40Z,5070000,False,,,0,,G. Dick Free Throw 2 of 2 (11 PTS),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,Made,,,,,,,,,,,11.0,,,,,,,
511,PT04M16.00S,2025-10-23T01:25:56.5Z,3,REGULAR,3pt,Jump Shot,[],1642258,91.93495400788436,96.32352941176471,1610612737,83,92,2025-10-23T01:26:03Z,5080000,False,232.0,23.0,1,right,MISS Z. Risacher 3PT,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Right Corner 3,24+ Right,23.28,Missed,,,,,,,,,,,,,,,,,,
512,PT04M12.00S,2025-10-23T01:26:00.5Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612761,83,92,2025-10-23T01:31:51Z,5090000,False,,,0,,B. Ingram REBOUND (Off:2 Def:6),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Right Corner 3,24+ Right,,,511.0,8.0,6.0,2.0,,,,,,,,,,,,,,
513,PT04M11.00S,2025-10-23T01:26:02.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641711,7.30946123521682,48.28431372549019,1610612761,83,94,2025-10-23T01:26:08Z,5100000,False,9.0,16.0,1,left,G. Dick running Layup (13 PTS) (J. Shead 2 AST),"[1641711, 1642347]",1610612761.0,TOR,running,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,1.83,Made,,,,,,,,,,,13.0,J. Shead,1642347.0,2.0,,,,
515,PT04M00.00S,2025-10-23T01:26:13.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630168,93.24901445466492,50.98039215686274,1610612737,85,94,2025-10-23T01:26:17Z,5120000,False,5.0,11.0,1,right,O. Okongwu alley-oop DUNK (13 PTS) (J. Johnson 8 AST),"[1630168, 1630552]",1610612737.0,ATL,alley-oop,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,1.2,Made,,,,,,,,,,,13.0,J. Johnson,1630552.0,8.0,,,,
517,PT03M47.00S,2025-10-23T01:26:25.9Z,3,REGULAR,3pt,Jump Shot,[],1642347,30.17411300919842,25.735294117647058,1610612761,85,94,2025-10-23T01:26:32Z,5140000,False,121.0,231.0,1,left,MISS J. Shead 26' 3PT,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Above the Break 3,24+ Right Center,26.1,Missed,,,,,,,,,,,,,,,,,,
518,PT03M43.00S,2025-10-23T01:26:30.0Z,3,REGULAR,rebound,offensive,[],1641711,,,1610612761,85,94,2025-10-23T01:26:30Z,5150000,False,,,0,,G. Dick REBOUND (Off:1 Def:2),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Right Center,,,517.0,3.0,2.0,1.0,,,,,,,,,,,,,,
519,PT03M42.00S,2025-10-23T01:26:31.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627742,32.53942181340342,62.00980392156863,1610612761,85,94,2025-10-23T01:26:38Z,5160000,False,-60.0,253.0,1,left,MISS B. Ingram 26' 3PT,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,26.04,Missed,,,,,,,,,,,,,,,,,,
520,PT03M35.00S,2025-10-23T01:26:38.2Z,3,REGULAR,rebound,offensive,[],1630534,,,1610612761,85,94,2025-10-23T01:26:38Z,5170000,False,,,0,,O. Agbaji REBOUND (Off:1 Def:1),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Center,,,519.0,2.0,1.0,1.0,,,,,,,,,,,,,,
521,PT03M35.00S,2025-10-23T01:26:37.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630534,5.590000152587891,50.0,1610612761,85,96,2025-10-23T01:26:37Z,5180000,False,0.0,0.0,1,left,O. Agbaji putback Layup (2 PTS),[1630534],1610612761.0,TOR,putback,,,Agbaji,O. Agbaji,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,2.0,,,,,,,
522,PT03M27.00S,2025-10-23T01:26:47.3Z,3,REGULAR,turnover,lost ball,[],1630552,,,1610612737,85,96,2025-10-23T01:26:51Z,5190000,False,,,0,,J. Johnson lost ball TURNOVER (3 TO),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,3.0,,,,,,,,,,,,
524,PT03M27.00S,2025-10-23T01:27:00.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630552,,,1610612761,85,96,2025-10-23T01:27:25Z,5210000,False,,,0,,J. Johnson loose ball personal FOUL (1 PF) (Dick 2 FT),"[1630552, 1641711]",1610612737.0,ATL,loose ball,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,,1627541.0,,1.0,0.0,Dick,1641711.0,,,,,,,,
526,PT03M27.00S,2025-10-23T01:27:26.2Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1641711,,,1610612761,85,97,2025-10-23T01:27:26Z,5230000,False,,,0,,G. Dick Free Throw 1 of 2 (14 PTS),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,Made,,,,,,,,,,,14.0,,,,,,,
527,PT03M27.00S,2025-10-23T01:27:28.0Z,3,REGULAR,substitution,out,[],1630552,,,1610612761,85,97,2025-10-23T01:27:44Z,5240000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT03M27.00S,2025-10-23T01:27:28.0Z,3,REGULAR,substitution,out,[],1627742,,,1610612761,85,97,2025-10-23T01:27:44Z,5250000,False,,,0,,SUB out: B. Ingram,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT03M27.00S,2025-10-23T01:27:28.0Z,3,REGULAR,substitution,out,[],1642347,,,1610612761,85,97,2025-10-23T01:27:44Z,5260000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT03M27.00S,2025-10-23T01:27:28.0Z,3,REGULAR,substitution,in,[],204001,,,1610612761,85,97,2025-10-23T01:27:44Z,5270000,False,,,0,,SUB in: K. Porziņģis,[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT03M27.00S,2025-10-23T01:27:28.0Z,3,REGULAR,substitution,in,[],1630193,,,1610612761,85,97,2025-10-23T01:27:44Z,5280000,False,,,0,,SUB in: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT03M27.00S,2025-10-23T01:27:28.0Z,3,REGULAR,substitution,in,[],1630567,,,1610612761,85,97,2025-10-23T01:27:44Z,5290000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT03M27.00S,2025-10-23T01:27:26.2Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1641711,,,1610612761,85,97,2025-10-23T01:28:04Z,5300000,False,,,0,,MISS G. Dick Free Throw 2 of 2,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
534,PT03M24.00S,2025-10-23T01:27:29.2Z,3,REGULAR,rebound,defensive,[],204001,,,1610612737,85,97,2025-10-23T01:28:04Z,5310000,False,,,0,,K. Porziņģis REBOUND (Off:1 Def:5),[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,,,,,533.0,6.0,5.0,1.0,,,,,,,,,,,,,,
535,PT03M15.00S,2025-10-23T01:28:11.7Z,3,REGULAR,3pt,Jump Shot,[],1629027,70.77858081471747,22.058823529411764,1610612737,85,97,2025-10-23T01:28:17Z,5320000,False,-140.0,222.0,1,right,MISS T. Young 26' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,26.25,Missed,,,,,,,,,,,,,,,,,,
536,PT03M12.00S,2025-10-23T01:28:14.7Z,3,REGULAR,rebound,defensive,[],1630572,,,1610612761,85,97,2025-10-23T01:28:17Z,5330000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:2),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Left Center,,,535.0,2.0,2.0,0.0,,,,,,,,,,,,,,
537,PT03M02.00S,2025-10-23T01:28:25.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630572,7.5722733245729295,47.05882352941176,1610612761,85,99,2025-10-23T01:28:31Z,5340000,False,15.0,19.0,1,left,S. Mamukelashvili driving Layup (7 PTS) (I. Quickley 6 AST),"[1630572, 1630193]",1610612761.0,TOR,driving,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,2.38,Made,,,,,,,,,,,7.0,I. Quickley,1630193.0,6.0,,,,
539,PT02M48.00S,2025-10-23T01:28:39.5Z,3,REGULAR,turnover,lost ball,[],204001,,,1610612737,85,99,2025-10-23T01:28:43Z,5360000,False,,,0,,K. Porziņģis lost ball TURNOVER (2 TO),"[204001, 1630534]",1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,2.0,,,,,,,,,,,Agbaji,1630534.0
540,PT02M48.00S,2025-10-23T01:28:39.5Z,3,REGULAR,steal,,[],1630534,,,1610612761,85,99,2025-10-23T01:28:41Z,5370000,False,,,0,,O. Agbaji STEAL (2 STL),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
541,PT02M44.00S,2025-10-23T01:28:43.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630567,7.5722733245729295,49.26470588235294,1610612761,85,101,2025-10-23T01:28:50Z,5380000,False,4.0,19.0,1,left,S. Barnes running DUNK (18 PTS) (S. Mamukelashvili 1 AST),"[1630567, 1630572]",1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,1.91,Made,,,,,,,,,,,18.0,S. Mamukelashvili,1630572.0,1.0,,,,
543,PT02M44.00S,2025-10-23T01:28:48.8Z,3,REGULAR,timeout,full,['team'],0,,,1610612737,85,101,2025-10-23T01:28:48Z,5400000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT02M31.00S,2025-10-23T01:30:40.3Z,3,REGULAR,foul,personal,[],1630534,,,1610612737,85,101,2025-10-23T01:30:45Z,5410000,False,,,0,,O. Agbaji personal FOUL (2 PF),"[1630534, 1629027]",1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Left Center,,,,,,,2882.0,,2.0,0.0,Young,1629027.0,,,,,,,,
546,PT02M21.00S,2025-10-23T01:31:08.2Z,3,REGULAR,3pt,Jump Shot,[],1642258,88.25558475689881,3.431372549019608,1610612737,85,101,2025-10-23T01:31:14Z,5430000,False,-233.0,58.0,1,right,MISS Z. Risacher 3PT,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Left Corner 3,24+ Left,23.99,Missed,,,,,,,,,,,,,,,,,,
547,PT02M16.00S,2025-10-23T01:31:13.2Z,3,REGULAR,rebound,defensive,[],1630534,,,1610612761,85,101,2025-10-23T01:31:14Z,5440000,False,,,0,,O. Agbaji REBOUND (Off:1 Def:2),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Left Corner 3,24+ Left,,,546.0,3.0,2.0,1.0,,,,,,,,,,,,,,
548,PT02M10.00S,2025-10-23T01:31:21.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629027,,,1610612761,85,101,2025-10-23T01:31:41Z,5450000,False,,,0,,T. Young shooting personal FOUL (2 PF) (Quickley 2 FT),"[1629027, 1630193]",1610612737.0,ATL,shooting,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627541.0,,2.0,0.0,Quickley,1630193.0,,,,,,,,
550,PT02M10.00S,2025-10-23T01:31:52.8Z,3,REGULAR,freethrow,1 of 2,[],1630193,,,1610612761,85,102,2025-10-23T01:31:52Z,5470000,False,,,0,,I. Quickley Free Throw 1 of 2 (6 PTS),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,Made,,,,,,,,,,,6.0,,,,,,,
551,PT02M10.00S,2025-10-23T01:32:14.7Z,3,REGULAR,freethrow,2 of 2,[],1630193,,,1610612761,85,103,2025-10-23T01:32:14Z,5480000,False,,,0,,I. Quickley Free Throw 2 of 2 (7 PTS),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,Made,,,,,,,,,,,7.0,,,,,,,
552,PT01M50.00S,2025-10-23T01:32:36.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642258,92.85479632063075,46.07843137254902,1610612737,85,103,2025-10-23T01:32:45Z,5490000,False,-20.0,15.0,1,right,MISS Z. Risacher driving Layup - blocked,"[1642258, 1630572]",1610612737.0,ATL,driving,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,2.45,Missed,,,,,,,,,,,,,,,Mamukelashvili,1630572.0,,
553,PT01M50.00S,2025-10-23T01:32:36.9Z,3,REGULAR,block,,[],1630572,,,1610612737,85,103,2025-10-23T01:32:40Z,5500000,False,,,0,,S. Mamukelashvili BLOCK (1 BLK),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
554,PT01M46.00S,2025-10-23T01:32:40.9Z,3,REGULAR,rebound,defensive,[],1641711,,,1610612761,85,103,2025-10-23T01:32:45Z,5510000,False,,,0,,G. Dick REBOUND (Off:1 Def:3),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,,,552.0,4.0,3.0,1.0,,,,,,,,,,,,,,
555,PT01M44.00S,2025-10-23T01:32:42.9Z,3,REGULAR,turnover,bad pass,[],1630193,,,1610612761,85,103,2025-10-23T01:32:48Z,5520000,False,,,0,,I. Quickley bad pass TURNOVER (3 TO),"[1630193, 1628379]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,3.0,,,,,,,,,,,Kennard,1628379.0
556,PT01M44.00S,2025-10-23T01:32:42.9Z,3,REGULAR,steal,,[],1628379,,,1610612737,85,103,2025-10-23T01:32:44Z,5530000,False,,,0,,L. Kennard STEAL (1 STL),[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
558,PT01M33.00S,2025-10-23T01:33:11.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628379,80.23981603153744,91.91176470588235,1610612737,85,103,2025-10-23T01:33:17Z,5550000,False,210.0,133.0,1,right,MISS L. Kennard 24' 3PT,[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,24.83,Missed,,,,,,,,,,,,,,,,,,
559,PT01M30.00S,2025-10-23T01:33:14.3Z,3,REGULAR,rebound,offensive,[],1642258,,,1610612737,85,103,2025-10-23T01:33:14Z,5560000,False,,,0,,Z. Risacher REBOUND (Off:2 Def:0),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Right Center,,,558.0,2.0,0.0,2.0,,,,,,,,,,,,,,
560,PT01M22.00S,2025-10-23T01:33:21.7Z,3,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1628379,76.69185282522996,50.0,1610612737,85,103,2025-10-23T01:33:26Z,5570000,False,0.0,167.0,1,right,MISS L. Kennard 16' pullup Shot,[1628379],1610612737.0,ATL,pullup,,,Kennard,L. Kennard,,,,,Mid-Range,16-24 Center,16.66,Missed,,,,,,,,,,,,,,,,,,
