actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
341,PT12M00.00S,2025-12-06T01:50:50.9Z,3,REGULAR,substitution,out,['startperiod'],204001,,,1610612743,73,54,2025-12-06T01:52:20Z,3370000,False,,,0,,SUB out: K. Porziņģis,[204001],1610612737.0,ATL,,,,,,,,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2025-12-06T01:50:50.9Z,3,REGULAR,substitution,out,['startperiod'],1630249,,,1610612743,73,54,2025-12-06T01:52:20Z,3380000,False,,,0,,SUB out: V. Krejčí,[1630249],1610612737.0,ATL,,,,,,,,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2025-12-06T01:50:50.9Z,3,REGULAR,substitution,out,['startperiod'],1628971,,,1610612743,73,54,2025-12-06T01:52:20Z,3390000,False,,,0,,SUB out: B. Brown,[1628971],1610612743.0,DEN,,,,,,,,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2025-12-06T01:50:50.9Z,3,REGULAR,substitution,out,['startperiod'],1630192,,,1610612743,73,54,2025-12-06T01:52:20Z,3400000,False,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,,,,,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2025-12-06T01:50:50.9Z,3,REGULAR,substitution,in,['startperiod'],1629638,,,1610612743,73,54,2025-12-06T01:52:20Z,3410000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,,,,,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2025-12-06T01:50:50.9Z,3,REGULAR,substitution,in,['startperiod'],1630168,,,1610612743,73,54,2025-12-06T01:52:20Z,3420000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,,,,,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2025-12-06T01:50:50.9Z,3,REGULAR,substitution,in,['startperiod'],203999,,,1610612743,73,54,2025-12-06T01:52:20Z,3430000,False,,,0,,SUB in: N. Jokić,[203999],1610612743.0,DEN,,,,,,,,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2025-12-06T01:50:50.9Z,3,REGULAR,substitution,in,['startperiod'],1629661,,,1610612743,73,54,2025-12-06T01:52:20Z,3440000,False,,,0,,SUB in: C. Johnson,[1629661],1610612743.0,DEN,,,,,,,,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2025-12-06T01:52:39.1Z,3,REGULAR,period,start,[],0,,,1610612737,73,54,2025-12-06T01:52:39Z,3450000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT11M47.00S,2025-12-06T01:52:51.5Z,3,REGULAR,3pt,Jump Shot,[],1630168,82.7365308804205,3.9215686274509802,1610612737,73,54,2025-12-06T01:52:56Z,3460000,False,-230.0,110.0,1,right,MISS O. Okongwu 25' 3PT,[1630168],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Left Center,25.52,Missed,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,
351,PT11M43.00S,2025-12-06T01:52:55.5Z,3,REGULAR,rebound,defensive,[],1629661,,,1610612743,73,54,2025-12-06T01:52:56Z,3470000,False,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Left Center,,,Johnson,C. Johnson,350.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
352,PT11M36.00S,2025-12-06T01:53:01.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203999,6.783837056504599,46.32352941176471,1610612743,73,56,2025-12-06T01:53:08Z,3480000,False,18.0,11.0,1,left,N. Jokić driving Hook (12 PTS) (J. Murray 1 AST),"[203999, 1627750]",1610612743.0,DEN,driving,,,,,,Restricted Area,0-8 Center,2.16,Made,Jokić,N. Jokić,,,,,12.0,J. Murray,1627750.0,1.0,,,,,,,,,,,
353,PT11M26.00S,2025-12-06T01:53:14.0Z,3,REGULAR,foul,personal,['2freethrow'],1629661,,,1610612737,73,56,2025-12-06T01:53:39Z,3490000,False,,,0,,C. Johnson shooting personal FOUL (1 PF) (Okongwu 2 FT),"[1629661, 1630168]",1610612743.0,DEN,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Johnson,C. Johnson,,,,,,,,,1626301.0,,,,1.0,0.0,Okongwu,1630168.0,,,
355,PT11M26.00S,2025-12-06T01:53:40.3Z,3,REGULAR,freethrow,1 of 2,[],1630168,,,1610612737,74,56,2025-12-06T01:53:40Z,3510000,False,,,0,,O. Okongwu Free Throw 1 of 2 (12 PTS),[1630168],1610612737.0,ATL,,,,,,,,,,Made,Okongwu,O. Okongwu,,,,,12.0,,,,,,,,,,,,,,
356,PT11M26.00S,2025-12-06T01:53:59.7Z,3,REGULAR,freethrow,2 of 2,[],1630168,,,1610612737,75,56,2025-12-06T01:53:59Z,3520000,False,,,0,,O. Okongwu Free Throw 2 of 2 (13 PTS),[1630168],1610612737.0,ATL,,,,,,,,,,Made,Okongwu,O. Okongwu,,,,,13.0,,,,,,,,,,,,,,
357,PT11M14.00S,2025-12-06T01:54:14.7Z,3,REGULAR,foul,personal,['2freethrow'],1630552,,,1610612743,75,56,2025-12-06T01:54:34Z,3530000,False,,,0,,J. Johnson shooting personal FOUL (2 PF) (Murray 2 FT),"[1630552, 1627750]",1610612737.0,ATL,shooting,,,,,,Restricted Area,0-8 Center,,,Johnson,J. Johnson,,,,,,,,,1626301.0,,,,2.0,0.0,Murray,1627750.0,,,
359,PT11M14.00S,2025-12-06T01:54:42.0Z,3,REGULAR,freethrow,1 of 2,[],1627750,,,1610612743,75,57,2025-12-06T01:54:42Z,3550000,False,,,0,,J. Murray Free Throw 1 of 2 (8 PTS),[1627750],1610612743.0,DEN,,,,,,,,,,Made,Murray,J. Murray,,,,,8.0,,,,,,,,,,,,,,
360,PT11M14.00S,2025-12-06T01:54:58.1Z,3,REGULAR,freethrow,2 of 2,[],1627750,,,1610612743,75,58,2025-12-06T01:54:58Z,3560000,False,,,0,,J. Murray Free Throw 2 of 2 (9 PTS),[1627750],1610612743.0,DEN,,,,,,,,,,Made,Murray,J. Murray,,,,,9.0,,,,,,,,,,,,,,
361,PT10M59.00S,2025-12-06T01:55:15.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630168,82.07950065703022,49.754901960784316,1610612737,75,58,2025-12-06T01:55:23Z,3570000,False,-1.0,116.0,1,right,MISS O. Okongwu 11' floating Shot,[1630168],1610612737.0,ATL,floating,,,,,,In The Paint (Non-RA),8-16 Center,11.6,Missed,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,
362,PT10M55.00S,2025-12-06T01:55:19.4Z,3,REGULAR,rebound,defensive,[],1631212,,,1610612743,75,58,2025-12-06T01:55:23Z,3580000,False,,,0,,P. Watson REBOUND (Off:0 Def:4),[1631212],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),8-16 Center,,,Watson,P. Watson,361.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
363,PT10M51.00S,2025-12-06T01:55:25.2Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",203999,7.5722733245729295,39.705882352941174,1610612743,75,60,2025-12-06T01:56:30Z,3590000,False,51.0,19.0,1,left,N. Jokić running Jump Shot (14 PTS) (J. Murray 2 AST),"[203999, 1627750]",1610612743.0,DEN,running,,,,,,In The Paint (Non-RA),0-8 Center,5.48,Made,Jokić,N. Jokić,,,,,14.0,J. Murray,1627750.0,2.0,,,,,,,,,,,
365,PT10M51.00S,2025-12-06T01:55:32.9Z,3,REGULAR,foul,personal,['1freethrow'],1630168,,,1610612743,75,60,2025-12-06T01:55:42Z,3610000,False,,,0,,O. Okongwu shooting personal FOUL (1 PF) (Jokić 1 FT),"[1630168, 203999]",1610612737.0,ATL,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Okongwu,O. Okongwu,,,,,,,,,1629183.0,,,,1.0,0.0,Jokić,203999.0,,,
367,PT10M51.00S,2025-12-06T01:55:48.1Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],203999,,,1610612743,75,61,2025-12-06T01:55:48Z,3630000,False,,,0,,N. Jokić Free Throw 1 of 1 (15 PTS),[203999],1610612743.0,DEN,,,,,,,,,,Made,Jokić,N. Jokić,,,,,15.0,,,,,,,,,,,,,,
368,PT10M38.00S,2025-12-06T01:56:02.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,92.85479632063075,49.754901960784316,1610612737,75,61,2025-12-06T01:56:06Z,3640000,False,-1.0,15.0,1,right,MISS D. Daniels driving Layup - blocked,"[1630700, 203999]",1610612737.0,ATL,driving,,,,,,Restricted Area,0-8 Center,1.47,Missed,Daniels,D. Daniels,,,,,,,,,,,,,,,,,Jokić,203999.0,
369,PT10M38.00S,2025-12-06T01:56:02.0Z,3,REGULAR,block,,[],203999,,,1610612737,75,61,2025-12-06T01:56:04Z,3650000,False,,,0,,N. Jokić BLOCK (1 BLK),[203999],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,
370,PT10M35.00S,2025-12-06T01:56:05.0Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,75,61,2025-12-06T01:56:06Z,3660000,False,,,0,,N. Jokić REBOUND (Off:3 Def:2),[203999],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,,Jokić,N. Jokić,368.0,5.0,2.0,3.0,,,,,,,,,,,,,,,
371,PT10M32.00S,2025-12-06T01:56:08.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629661,9.937582128777924,97.05882352941177,1610612743,75,64,2025-12-06T01:56:14Z,3670000,False,-235.0,41.0,1,left,C. Johnson 3PT running (5 PTS) (J. Murray 3 AST),"[1629661, 1627750]",1610612743.0,DEN,running,,,,,,Left Corner 3,24+ Left,23.88,Made,Johnson,C. Johnson,,,,,5.0,J. Murray,1627750.0,3.0,,,,,,,,,,,
373,PT10M31.00S,2025-12-06T01:56:14.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,75,64,2025-12-06T01:56:14Z,3690000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT10M11.00S,2025-12-06T01:59:36.3Z,3,REGULAR,3pt,Jump Shot,[],1629638,71.96123521681997,19.852941176470587,1610612737,75,64,2025-12-06T01:59:51Z,3700000,False,-151.0,211.0,1,right,MISS N. Alexander-Walker 25' 3PT,[1629638],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Left Center,25.94,Missed,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,
377,PT10M09.00S,2025-12-06T01:59:38.3Z,3,REGULAR,rebound,offensive,[],1630552,,,1610612737,75,64,2025-12-06T01:59:51Z,3710000,False,,,0,,J. Johnson REBOUND (Off:3 Def:8),[1630552],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Left Center,,,Johnson,J. Johnson,376.0,11.0,8.0,3.0,,,,,,,,,,,,,,,
378,PT10M09.00S,2025-12-06T01:59:50.8Z,3,REGULAR,foul,personal,['2freethrow'],1642461,,,1610612737,75,64,2025-12-06T02:00:03Z,3720000,False,,,0,,S. Jones shooting personal FOUL (1 PF) (Johnson 2 FT),"[1642461, 1630552]",1610612743.0,DEN,shooting,,,,,,Restricted Area,0-8 Center,,,Jones,S. Jones,,,,,,,,,1162.0,,,,1.0,0.0,Johnson,1630552.0,,,
380,PT10M09.00S,2025-12-06T02:00:08.7Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1630552,,,1610612737,76,64,2025-12-06T02:00:08Z,3740000,False,,,0,,J. Johnson Free Throw 1 of 2 (12 PTS),[1630552],1610612737.0,ATL,,,,,,,,,,Made,Johnson,J. Johnson,,,,,12.0,,,,,,,,,,,,,,
381,PT10M09.00S,2025-12-06T02:00:21.9Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1630552,,,1610612737,77,64,2025-12-06T02:00:21Z,3750000,False,,,0,,J. Johnson Free Throw 2 of 2 (13 PTS),[1630552],1610612737.0,ATL,,,,,,,,,,Made,Johnson,J. Johnson,,,,,13.0,,,,,,,,,,,,,,
382,PT09M55.00S,2025-12-06T02:00:37.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,8.623521681997373,48.28431372549019,1610612743,77,66,2025-12-06T02:00:43Z,3760000,False,9.0,29.0,1,left,N. Jokić floating Jump Shot (17 PTS) (J. Murray 4 AST),"[203999, 1627750]",1610612743.0,DEN,floating,,,,,,Restricted Area,0-8 Center,2.99,Made,Jokić,N. Jokić,,,,,17.0,J. Murray,1627750.0,4.0,,,,,,,,,,,
384,PT09M44.00S,2025-12-06T02:00:48.3Z,3,REGULAR,3pt,Jump Shot,[],1630168,96.13994743758212,95.83333333333334,1610612737,77,66,2025-12-06T02:00:54Z,3780000,False,229.0,-16.0,1,right,MISS O. Okongwu 3PT,[1630168],1610612737.0,ATL,,,,,,,Right Corner 3,24+ Right,22.98,Missed,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,
385,PT09M39.00S,2025-12-06T02:00:53.3Z,3,REGULAR,rebound,defensive,[],1631212,,,1610612743,77,66,2025-12-06T02:00:54Z,3790000,False,,,0,,P. Watson REBOUND (Off:0 Def:5),[1631212],1610612743.0,DEN,,,,,,,Right Corner 3,24+ Right,,,Watson,P. Watson,384.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
386,PT09M37.00S,2025-12-06T02:00:55.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627750,5.075558475689881,47.794117647058826,1610612743,77,68,2025-12-06T02:01:02Z,3800000,False,11.0,-5.0,1,left,J. Murray running Layup (11 PTS),[1627750],1610612743.0,DEN,running,,,,,,Restricted Area,0-8 Center,1.2,Made,Murray,J. Murray,,,,,11.0,,,,,,,,,,,,,,
387,PT09M21.00S,2025-12-06T02:01:10.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,83.78777923784494,63.23529411764706,1610612737,77,68,2025-12-06T02:01:16Z,3810000,False,66.0,100.0,1,right,MISS J. Johnson 11' pullup Shot,[1630552],1610612737.0,ATL,pullup,,,,,,In The Paint (Non-RA),8-16 Right,11.98,Missed,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,
388,PT09M18.00S,2025-12-06T02:01:13.5Z,3,REGULAR,rebound,defensive,[],1627750,,,1610612743,77,68,2025-12-06T02:17:23Z,3820000,False,,,0,,J. Murray REBOUND (Off:1 Def:3),[1627750],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),8-16 Right,,,Murray,J. Murray,387.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
389,PT09M03.00S,2025-12-06T02:01:28.7Z,3,REGULAR,3pt,Jump Shot,[],1627750,20.05584756898817,91.42156862745098,1610612743,77,71,2025-12-06T02:01:33Z,3830000,False,-207.0,136.0,1,left,J. Murray 24' 3PT  (14 PTS) (P. Watson 1 AST),"[1627750, 1631212]",1610612743.0,DEN,,,,,,,Above the Break 3,24+ Left Center,24.78,Made,Murray,J. Murray,,,,,14.0,P. Watson,1631212.0,1.0,,,,,,,,,,,
391,PT08M55.00S,2025-12-06T02:01:37.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,90.75229960578186,47.30392156862745,1610612737,77,71,2025-12-06T02:01:48Z,3850000,False,-13.0,34.0,1,right,MISS N. Alexander-Walker driving Layup,[1629638],1610612737.0,ATL,driving,,,,,,Restricted Area,0-8 Center,3.7,Missed,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,
392,PT08M52.00S,2025-12-06T02:01:40.2Z,3,REGULAR,rebound,defensive,[],1631212,,,1610612743,77,71,2025-12-06T02:01:48Z,3860000,False,,,0,,P. Watson REBOUND (Off:0 Def:6),[1631212],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,,Watson,P. Watson,391.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
393,PT08M49.00S,2025-12-06T02:01:43.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629661,4.812746386333772,49.01960784313725,1610612743,77,73,2025-12-06T02:01:55Z,3870000,False,5.0,-7.0,1,left,C. Johnson running DUNK (7 PTS) (P. Watson 2 AST),"[1629661, 1631212]",1610612743.0,DEN,running,,,,,,Restricted Area,0-8 Center,0.88,Made,Johnson,C. Johnson,,,,,7.0,P. Watson,1631212.0,2.0,,,,,,,,,,,
395,PT08M49.00S,2025-12-06T02:01:50.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,77,73,2025-12-06T02:01:50Z,3890000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT08M33.00S,2025-12-06T02:04:54.0Z,3,REGULAR,foul,personal,['2freethrow'],1642461,,,1610612737,77,73,2025-12-06T02:05:14Z,3900000,False,,,0,,S. Jones shooting personal FOUL (2 PF) (Alexander-Walker 2 FT),"[1642461, 1629638]",1610612743.0,DEN,shooting,,,,,,In The Paint (Non-RA),8-16 Center,,,Jones,S. Jones,,,,,,,,,1629183.0,,,,2.0,0.0,Alexander-Walker,1629638.0,,,
398,PT08M33.00S,2025-12-06T02:05:19.7Z,3,REGULAR,freethrow,1 of 2,[],1629638,,,1610612737,78,73,2025-12-06T02:05:19Z,3920000,False,,,0,,N. Alexander-Walker Free Throw 1 of 2 (16 PTS),[1629638],1610612737.0,ATL,,,,,,,,,,Made,Alexander-Walker,N. Alexander-Walker,,,,,16.0,,,,,,,,,,,,,,
399,PT08M33.00S,2025-12-06T02:05:34.7Z,3,REGULAR,freethrow,2 of 2,[],1629638,,,1610612737,79,73,2025-12-06T02:05:34Z,3930000,False,,,0,,N. Alexander-Walker Free Throw 2 of 2 (17 PTS),[1629638],1610612737.0,ATL,,,,,,,,,,Made,Alexander-Walker,N. Alexander-Walker,,,,,17.0,,,,,,,,,,,,,,
400,PT08M21.00S,2025-12-06T02:05:48.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,10.988830486202366,51.9607843137255,1610612743,79,73,2025-12-06T02:05:57Z,3940000,False,-10.0,51.0,1,left,MISS J. Murray driving floating Shot,[1627750],1610612743.0,DEN,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,5.17,Missed,Murray,J. Murray,,,,,,,,,,,,,,,,,,,
401,PT08M17.00S,2025-12-06T02:05:51.5Z,3,REGULAR,rebound,defensive,[],1630552,,,1610612737,79,73,2025-12-06T02:05:51Z,3950000,False,,,0,,J. Johnson REBOUND (Off:3 Def:9),[1630552],1610612737.0,ATL,,,,,,,In The Paint (Non-RA),0-8 Center,,,Johnson,J. Johnson,400.0,12.0,9.0,3.0,,,,,,,,,,,,,,,
402,PT08M07.00S,2025-12-06T02:06:01.2Z,3,REGULAR,3pt,Jump Shot,[],1630700,68.67608409986859,70.58823529411765,1610612737,79,73,2025-12-06T02:06:06Z,3960000,False,103.0,242.0,1,right,MISS D. Daniels 26' 3PT,[1630700],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Right Center,26.29,Missed,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,
403,PT08M05.00S,2025-12-06T02:06:03.2Z,3,REGULAR,rebound,defensive,[],1642461,,,1610612743,79,73,2025-12-06T02:06:06Z,3970000,False,,,0,,S. Jones REBOUND (Off:2 Def:1),[1642461],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Right Center,,,Jones,S. Jones,402.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
404,PT07M57.00S,2025-12-06T02:06:12.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203999,5.338370565045992,49.50980392156863,1610612743,79,75,2025-12-06T02:06:16Z,3980000,False,2.0,-2.0,1,left,N. Jokić Layup (19 PTS) (J. Murray 5 AST),"[203999, 1627750]",1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,0.34,Made,Jokić,N. Jokić,,,,,19.0,J. Murray,1627750.0,5.0,,,,,,,,,,,
406,PT07M48.00S,2025-12-06T02:06:20.8Z,3,REGULAR,3pt,Jump Shot,[],1629638,79.58278580814718,7.598039215686274,1610612737,79,75,2025-12-06T02:06:26Z,4000000,False,-212.0,139.0,1,right,MISS N. Alexander-Walker 25' 3PT,[1629638],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Left Center,25.37,Missed,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,
407,PT07M43.00S,2025-12-06T02:06:25.8Z,3,REGULAR,rebound,offensive,[],1642258,,,1610612737,79,75,2025-12-06T02:06:26Z,4010000,False,,,0,,Z. Risacher REBOUND (Off:1 Def:1),[1642258],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Left Center,,,Risacher,Z. Risacher,406.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
408,PT07M43.00S,2025-12-06T02:06:25.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642258,94.40999984741211,50.0,1610612737,81,75,2025-12-06T02:06:25Z,4020000,False,0.0,0.0,1,right,Z. Risacher putback Layup (5 PTS),[1642258],1610612737.0,ATL,putback,,,,,,Mid-Range,8-16 Left,0.0,Made,Risacher,Z. Risacher,,,,,5.0,,,,,,,,,,,,,,
409,PT07M28.00S,2025-12-06T02:06:41.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631212,4.944152431011826,51.71568627450981,1610612743,81,77,2025-12-06T02:06:48Z,4030000,False,-9.0,-6.0,1,left,P. Watson cutting DUNK (9 PTS) (N. Jokić 6 AST),"[1631212, 203999]",1610612743.0,DEN,cutting,,,,,,Restricted Area,0-8 Center,1.05,Made,Watson,P. Watson,,,,,9.0,N. Jokić,203999.0,6.0,,,,,,,,,,,
411,PT07M13.00S,2025-12-06T02:06:55.7Z,3,REGULAR,2pt,Jump Shot,[],1642258,77.34888304862024,52.94117647058824,1610612737,83,77,2025-12-06T02:07:01Z,4050000,False,15.0,160.0,1,right,Z. Risacher 16' turnaround Jump Shot (7 PTS) (N. Alexander-Walker 1 AST),"[1642258, 1629638]",1610612737.0,ATL,turnaround,,,,,,Mid-Range,16-24 Center,16.11,Made,Risacher,Z. Risacher,,,,,7.0,N. Alexander-Walker,1629638.0,1.0,,,,,,,,,,,
413,PT06M57.00S,2025-12-06T02:07:13.3Z,3,REGULAR,foul,personal,['2freethrow'],1642258,,,1610612743,83,77,2025-12-06T02:07:31Z,4070000,False,,,0,,Z. Risacher shooting personal FOUL (3 PF) (Jones 2 FT),"[1642258, 1642461]",1610612737.0,ATL,shooting,,,,,,Restricted Area,0-8 Center,,,Risacher,Z. Risacher,,,,,,,,,1626301.0,,,,3.0,0.0,Jones,1642461.0,,,
415,PT06M57.00S,2025-12-06T02:07:38.4Z,3,REGULAR,freethrow,1 of 2,[],1642461,,,1610612743,83,78,2025-12-06T02:07:38Z,4090000,False,,,0,,S. Jones Free Throw 1 of 2 (3 PTS),[1642461],1610612743.0,DEN,,,,,,,,,,Made,Jones,S. Jones,,,,,3.0,,,,,,,,,,,,,,
416,PT06M57.00S,2025-12-06T02:07:39.4Z,3,REGULAR,substitution,out,[],1630168,,,1610612743,83,78,2025-12-06T02:07:45Z,4100000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,,,,,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,
417,PT06M57.00S,2025-12-06T02:07:39.4Z,3,REGULAR,substitution,in,[],204001,,,1610612743,83,78,2025-12-06T02:07:45Z,4110000,False,,,0,,SUB in: K. Porziņģis,[204001],1610612737.0,ATL,,,,,,,,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,
418,PT06M57.00S,2025-12-06T02:07:56.8Z,3,REGULAR,freethrow,2 of 2,[],1642461,,,1610612743,83,79,2025-12-06T02:07:56Z,4120000,False,,,0,,S. Jones Free Throw 2 of 2 (4 PTS),[1642461],1610612743.0,DEN,,,,,,,,,,Made,Jones,S. Jones,,,,,4.0,,,,,,,,,,,,,,
419,PT06M42.00S,2025-12-06T02:08:14.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,88.51839684625493,49.01960784313725,1610612737,83,79,2025-12-06T02:08:21Z,4130000,False,-5.0,55.0,1,right,MISS D. Daniels driving floating Shot,[1630700],1610612737.0,ATL,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,5.56,Missed,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,
420,PT06M36.00S,2025-12-06T02:08:20.8Z,3,REGULAR,rebound,offensive,[],1630552,,,1610612737,83,79,2025-12-06T02:08:21Z,4140000,False,,,0,,J. Johnson REBOUND (Off:4 Def:9),[1630552],1610612737.0,ATL,,,,,,,In The Paint (Non-RA),0-8 Center,,,Johnson,J. Johnson,419.0,13.0,9.0,4.0,,,,,,,,,,,,,,,
421,PT06M36.00S,2025-12-06T02:08:20.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630552,94.40999984741211,50.0,1610612737,85,79,2025-12-06T02:08:20Z,4150000,False,0.0,0.0,1,right,J. Johnson putback Layup (15 PTS),[1630552],1610612737.0,ATL,putback,,,,,,Mid-Range,8-16 Left,0.0,Made,Johnson,J. Johnson,,,,,15.0,,,,,,,,,,,,,,
422,PT06M27.00S,2025-12-06T02:08:30.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629661,10.988830486202366,50.0,1610612743,85,79,2025-12-06T02:08:36Z,4160000,False,0.0,51.0,1,left,MISS C. Johnson driving floating Shot,[1629661],1610612743.0,DEN,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,5.08,Missed,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,
423,PT06M22.00S,2025-12-06T02:08:35.4Z,3,REGULAR,rebound,offensive,[],1642461,,,1610612743,85,79,2025-12-06T02:08:36Z,4170000,False,,,0,,S. Jones REBOUND (Off:3 Def:1),[1642461],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),0-8 Center,,,Jones,S. Jones,422.0,4.0,1.0,3.0,,,,,,,,,,,,,,,
424,PT06M22.00S,2025-12-06T02:08:35.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,5.601182654402102,51.71568627450981,1610612743,85,81,2025-12-06T02:08:39Z,4180000,False,-9.0,0.0,1,left,N. Jokić Layup (21 PTS) (S. Jones 2 AST),"[203999, 1642461]",1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,0.86,Made,Jokić,N. Jokić,,,,,21.0,S. Jones,1642461.0,2.0,,,,,,,,,,,
