actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-11-09T01:10:23.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-09T01:10:23Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-11-09T01:10:25.9Z,1,REGULAR,jumpball,recovered,[],1629060,,,1610612747,0,0,2025-11-09T01:10:25Z,40000,False,,,0,,Jump Ball D. Ayton vs. O. Okongwu: Tip to R. Hachimura,"[1629060, 1629028, 1630168]",1610612747.0,LAL,startperiod,R. Hachimura,1629060.0,Hachimura,R. Hachimura,Ayton,1629028.0,Okongwu,1630168.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2025-11-09T01:10:36.4Z,1,REGULAR,turnover,lost ball,[],1629028,,,1610612747,0,0,2025-11-09T01:10:43Z,70000,False,,,0,,D. Ayton lost ball TURNOVER (1 TO),"[1629028, 1630168]",1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Right,1.0,Okongwu,1630168.0,,,,,,,,,,,,,,,,,
8,PT11M45.00S,2025-11-09T01:10:36.4Z,1,REGULAR,steal,,[],1630168,,,1610612737,0,0,2025-11-09T01:10:40Z,80000,False,,,0,,O. Okongwu STEAL (1 STL),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
9,PT11M32.00S,2025-11-09T01:10:49.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642258,93.38042049934296,48.28431372549019,1610612737,2,0,2025-11-09T01:10:54Z,90000,False,-9.0,10.0,1,right,Z. Risacher driving Layup (2 PTS) (K. Wallace 1 AST),"[1642258, 1630811]",1610612737.0,ATL,driving,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,1.3,Made,2.0,K. Wallace,1630811.0,1.0,,,,,,,,,,,
10,PT11M17.00S,2025-11-09T01:11:05.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629028,7.30946123521682,48.77450980392157,1610612747,2,2,2025-11-09T01:11:10Z,100000,False,6.0,16.0,1,left,D. Ayton alley-oop DUNK (2 PTS) (M. Smart 1 AST),"[1629028, 203935]",1610612747.0,LAL,alley-oop,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,1.73,Made,2.0,M. Smart,203935.0,1.0,,,,,,,,,,,
12,PT10M54.00S,2025-11-09T01:11:27.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,94.03745072273325,48.529411764705884,1610612737,4,2,2025-11-09T01:11:32Z,120000,False,-7.0,4.0,1,right,D. Daniels cutting finger roll Layup (2 PTS) (M. Gueye 1 AST),"[1630700, 1631243]",1610612737.0,ATL,cutting finger roll,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,0.82,Made,2.0,M. Gueye,1631243.0,1.0,,,,,,,,,,,
14,PT10M40.00S,2025-11-09T01:11:41.5Z,1,REGULAR,3pt,Jump Shot,[],1631222,15.062417871222076,1.715686274509804,1610612747,4,2,2025-11-09T01:11:47Z,140000,False,241.0,89.0,1,left,MISS J. LaRavia 25' 3PT,[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Right Corner 3,24+ Right,,,,25.73,Missed,,,,,,,,,,,,,,,
15,PT10M38.00S,2025-11-09T01:11:43.5Z,1,REGULAR,rebound,defensive,[],1630811,,,1610612737,4,2,2025-11-09T01:11:47Z,150000,False,,,0,,K. Wallace REBOUND (Off:0 Def:1),[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,Right Corner 3,24+ Right,,,,,,,,,,14.0,1.0,1.0,0.0,,,,,,,
16,PT10M33.00S,2025-11-09T01:11:49.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630168,92.32917214191852,55.392156862745104,1610612737,6,2,2025-11-09T01:11:58Z,160000,False,27.0,20.0,1,right,O. Okongwu running Layup (2 PTS) (D. Daniels 1 AST),"[1630168, 1630700]",1610612737.0,ATL,running,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,3.34,Made,2.0,D. Daniels,1630700.0,1.0,,,,,,,,,,,
18,PT10M22.00S,2025-11-09T01:12:01.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1629060,6.521024967148489,50.73529411764706,1610612747,6,4,2025-11-09T01:12:18Z,180000,False,-4.0,9.0,1,left,R. Hachimura cutting Layup (2 PTS) (L. Dončić 1 AST),"[1629060, 1629029]",1610612747.0,LAL,cutting,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,0.95,Made,2.0,L. Dončić,1629029.0,1.0,,,,,,,,,,,
20,PT10M22.00S,2025-11-09T01:12:10.2Z,1,REGULAR,violation,defensive goaltending,[],1631243,,,1610612747,6,4,2025-11-09T01:12:18Z,200000,False,,,0,,M. Gueye defensive goaltending VIOLATION,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,202035.0,,,,,,
21,PT10M11.00S,2025-11-09T01:12:30.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630811,80.3712220762155,48.28431372549019,1610612737,6,4,2025-11-09T01:12:35Z,210000,False,-9.0,132.0,1,right,MISS K. Wallace 13' pullup Shot,[1630811],1610612737.0,ATL,pullup,,,Wallace,K. Wallace,,,,,In The Paint (Non-RA),8-16 Center,,,,13.23,Missed,,,,,,,,,,,,,,,
22,PT10M08.00S,2025-11-09T01:12:33.0Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612747,6,4,2025-11-09T01:12:35Z,220000,False,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,21.0,1.0,1.0,0.0,,,,,,,
23,PT10M04.00S,2025-11-09T01:12:37.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629060,8.886333771353483,93.87254901960785,1610612747,6,7,2025-11-09T01:12:48Z,230000,False,-219.0,31.0,1,left,R. Hachimura 3PT running (5 PTS) (L. Dončić 2 AST),"[1629060, 1629029]",1610612747.0,LAL,running,,,Hachimura,R. Hachimura,,,,,Left Corner 3,24+ Left,,,,22.16,Made,5.0,L. Dončić,1629029.0,2.0,,,,,,,,,,,
25,PT09M43.00S,2025-11-09T01:12:56.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631243,85.23324572930355,42.8921568627451,1610612737,8,7,2025-11-09T01:13:02Z,250000,False,-36.0,86.0,1,right,M. Gueye 9' driving floating Jump Shot (2 PTS) (K. Wallace 2 AST),"[1631243, 1630811]",1610612737.0,ATL,driving floating,,,Gueye,M. Gueye,,,,,In The Paint (Non-RA),8-16 Center,,,,9.33,Made,2.0,K. Wallace,1630811.0,2.0,,,,,,,,,,,
27,PT09M30.00S,2025-11-09T01:13:10.5Z,1,REGULAR,3pt,Jump Shot,[],1629029,27.808804204993432,83.08823529411765,1610612747,8,7,2025-11-09T01:13:15Z,270000,False,-165.0,209.0,1,left,MISS L. Dončić 26' pullup 3PT,[1629029],1610612747.0,LAL,pullup,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,,,,26.65,Missed,,,,,,,,,,,,,,,
28,PT09M27.00S,2025-11-09T01:13:13.5Z,1,REGULAR,rebound,defensive,[],1642258,,,1610612737,8,7,2025-11-09T01:13:15Z,280000,False,,,0,,Z. Risacher REBOUND (Off:0 Def:1),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,27.0,1.0,1.0,0.0,,,,,,,
29,PT09M17.00S,2025-11-09T01:13:24.2Z,1,REGULAR,3pt,Jump Shot,[],1631243,94.56307490144546,3.1862745098039214,1610612737,11,7,2025-11-09T01:13:31Z,290000,False,-234.0,-1.0,1,right,M. Gueye 3PT  (5 PTS) (D. Daniels 2 AST),"[1631243, 1630700]",1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Left Corner 3,24+ Left,,,,23.41,Made,5.0,D. Daniels,1630700.0,2.0,,,,,,,,,,,
31,PT09M01.00S,2025-11-09T01:13:40.0Z,1,REGULAR,turnover,bad pass,[],203935,,,1610612747,11,7,2025-11-09T01:13:44Z,310000,False,,,0,,M. Smart bad pass TURNOVER (1 TO),"[203935, 1630811]",1610612747.0,LAL,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Center,1.0,Wallace,1630811.0,,,,,,,,,,,,,,,,,
32,PT09M01.00S,2025-11-09T01:13:40.0Z,1,REGULAR,steal,,[],1630811,,,1610612737,11,7,2025-11-09T01:47:30Z,320000,False,,,0,,K. Wallace STEAL (1 STL),[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
33,PT08M56.00S,2025-11-09T01:13:44.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631243,93.38042049934296,51.225490196078425,1610612737,13,7,2025-11-09T01:14:28Z,330000,False,6.0,10.0,1,right,M. Gueye running Layup (7 PTS) (K. Wallace 3 AST),"[1631243, 1630811]",1610612737.0,ATL,running,,,Gueye,M. Gueye,,,,,Restricted Area,0-8 Center,,,,1.15,Made,7.0,K. Wallace,1630811.0,3.0,,,,,,,,,,,
35,PT08M56.00S,2025-11-09T01:13:54.2Z,1,REGULAR,foul,personal,['1freethrow'],1629029,,,1610612737,13,7,2025-11-09T01:14:13Z,350000,False,,,0,,L. Dončić shooting personal FOUL (1 PF) (Gueye 1 FT),"[1629029, 1631243]",1610612747.0,LAL,shooting,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,202035.0,1.0,0.0,Gueye,1631243.0,,
37,PT08M56.00S,2025-11-09T01:14:17.0Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1631243,,,1610612737,14,7,2025-11-09T01:14:17Z,370000,False,,,0,,M. Gueye Free Throw 1 of 1 (8 PTS),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
38,PT08M34.00S,2025-11-09T01:14:43.5Z,1,REGULAR,3pt,Jump Shot,[],1629029,29.122864651773984,77.69607843137256,1610612747,14,10,2025-11-09T01:14:48Z,380000,False,-138.0,221.0,1,left,L. Dončić 26' 3PT step back (3 PTS),[1629029],1610612747.0,LAL,step back,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,,,,26.11,Made,3.0,,,,,,,,,,,,,,
39,PT08M19.00S,2025-11-09T01:14:58.3Z,1,REGULAR,3pt,Jump Shot,[],1631243,94.82588699080158,96.56862745098039,1610612737,17,10,2025-11-09T01:15:03Z,390000,False,233.0,-4.0,1,right,M. Gueye 3PT  (11 PTS) (Z. Risacher 1 AST),"[1631243, 1642258]",1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Right Corner 3,24+ Right,,,,23.28,Made,11.0,Z. Risacher,1642258.0,1.0,,,,,,,,,,,
41,PT08M05.00S,2025-11-09T01:15:12.5Z,1,REGULAR,3pt,Jump Shot,[],203935,26.62614980289093,82.1078431372549,1610612747,17,10,2025-11-09T01:15:18Z,410000,False,-161.0,198.0,1,left,MISS M. Smart 25' 3PT,[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,,,,25.47,Missed,,,,,,,,,,,,,,,
42,PT08M01.00S,2025-11-09T01:15:16.7Z,1,REGULAR,rebound,offensive,[],1631222,,,1610612747,17,10,2025-11-09T01:15:16Z,420000,False,,,0,,J. LaRavia REBOUND (Off:1 Def:0),[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,41.0,1.0,0.0,1.0,,,,,,,
