actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
577,PT08M15.00S,2025-11-08T02:28:58.2Z,4,REGULAR,substitution,out,[],1641711,,,1610612761,81,79,2025-11-08T02:29:20Z,5740000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT08M15.00S,2025-11-08T02:28:58.2Z,4,REGULAR,substitution,in,[],1629628,,,1610612761,81,79,2025-11-08T02:29:20Z,5750000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT08M15.00S,2025-11-08T02:29:28.6Z,4,REGULAR,freethrow,2 of 2,[],1630567,,,1610612761,81,80,2025-11-08T02:29:28Z,5760000,False,,,0,,S. Barnes Free Throw 2 of 2 (8 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
580,PT07M52.00S,2025-11-08T02:29:52.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631243,82.9993429697766,55.392156862745104,1610612737,81,80,2025-11-08T02:29:57Z,5770000,False,27.0,107.0,1,right,MISS M. Gueye 11' pullup Shot,[1631243],1610612737.0,ATL,pullup,,,Gueye,M. Gueye,,,,,In The Paint (Non-RA),8-16 Center,11.06,Missed,,,,,,,,,,,,,,,,,,
581,PT07M47.00S,2025-11-08T02:29:57.4Z,4,REGULAR,rebound,offensive,[],1630168,,,1610612737,81,80,2025-11-08T02:29:57Z,5780000,False,,,0,,O. Okongwu REBOUND (Off:4 Def:7),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,,580.0,11.0,7.0,4.0,,,,,,,,,,,,,
582,PT07M47.00S,2025-11-08T02:29:56.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630168,94.40999984741211,50.0,1610612737,81,80,2025-11-08T02:29:56Z,5790000,False,0.0,0.0,1,right,MISS O. Okongwu tip Layup,[1630168],1610612737.0,ATL,tip,,,Okongwu,O. Okongwu,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
583,PT07M46.00S,2025-11-08T02:29:57.5Z,4,REGULAR,rebound,defensive,[],1627751,,,1610612761,81,80,2025-11-08T02:29:57Z,5800000,False,,,0,,J. Poeltl REBOUND (Off:2 Def:4),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Left,,,,582.0,6.0,4.0,2.0,,,,,,,,,,,,,
584,PT07M31.00S,2025-11-08T02:30:13.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,6.521024967148489,49.50980392156863,1610612761,81,82,2025-11-08T02:30:19Z,5810000,False,2.0,9.0,1,left,S. Barnes driving Layup (10 PTS),[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,0.91,Made,10.0,,,,,,,,,,,,,,,,,
585,PT07M30.00S,2025-11-08T02:30:18.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,81,82,2025-11-08T02:30:18Z,5820000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT07M30.00S,2025-11-08T02:32:30.9Z,4,REGULAR,substitution,out,[],1630811,,,1610612737,81,82,2025-11-08T02:33:15Z,5830000,False,,,0,,SUB out: K. Wallace,[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT07M30.00S,2025-11-08T02:32:30.9Z,4,REGULAR,substitution,out,[],1630567,,,1610612737,81,82,2025-11-08T02:33:15Z,5840000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT07M30.00S,2025-11-08T02:32:30.9Z,4,REGULAR,substitution,in,[],1629638,,,1610612737,81,82,2025-11-08T02:33:15Z,5850000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT07M30.00S,2025-11-08T02:32:30.9Z,4,REGULAR,substitution,in,[],1627742,,,1610612737,81,82,2025-11-08T02:33:15Z,5860000,False,,,0,,SUB in: B. Ingram,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT07M16.00S,2025-11-08T02:33:31.1Z,4,REGULAR,turnover,bad pass,[],1629638,,,1610612737,81,82,2025-11-08T02:33:39Z,5870000,False,,,0,,N. Alexander-Walker bad pass TURNOVER (3 TO),"[1629638, 1630193]",1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,8-16 Right,,,,,,,,3.0,Quickley,1630193.0,,,,,,,,,,
591,PT07M16.00S,2025-11-08T02:33:31.1Z,4,REGULAR,steal,,[],1630193,,,1610612761,81,82,2025-11-08T02:49:06Z,5880000,False,,,0,,I. Quickley STEAL (3 STL),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
592,PT07M07.00S,2025-11-08T02:33:40.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630193,32.14520367936925,37.745098039215684,1610612761,81,85,2025-11-08T02:33:47Z,5890000,False,61.0,250.0,1,left,I. Quickley 25' 3PT pullup (16 PTS) (B. Ingram 4 AST),"[1630193, 1627742]",1610612761.0,TOR,pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,25.71,Made,16.0,,,,,,,,,,,,,,,B. Ingram,1627742.0,4.0
594,PT06M57.00S,2025-11-08T02:33:53.1Z,4,REGULAR,foul,personal,[],1630193,,,1610612737,81,85,2025-11-08T02:34:02Z,5910000,False,,,0,,I. Quickley personal FOUL (2 PF),"[1630193, 1630552]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,202053.0,2.0,0.0,Johnson,1630552.0,,,
596,PT06M57.00S,2025-11-08T02:34:00.6Z,4,REGULAR,substitution,out,[],1631243,,,1610612737,81,85,2025-11-08T02:34:05Z,5930000,False,,,0,,SUB out: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT06M57.00S,2025-11-08T02:34:00.6Z,4,REGULAR,substitution,in,[],1630700,,,1610612737,81,85,2025-11-08T02:34:05Z,5940000,False,,,0,,SUB in: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT06M52.00S,2025-11-08T02:34:24.6Z,4,REGULAR,3pt,Jump Shot,[],1630249,72.22404730617609,16.911764705882355,1610612737,81,85,2025-11-08T02:34:30Z,5950000,False,-165.0,209.0,1,right,MISS V. Krejčí 26' 3PT,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Above the Break 3,24+ Left Center,26.62,Missed,,,,,,,,,,,,,,,,,,
599,PT06M48.00S,2025-11-08T02:34:28.6Z,4,REGULAR,rebound,defensive,[],1630193,,,1610612761,81,85,2025-11-08T02:34:30Z,5960000,False,,,0,,I. Quickley REBOUND (Off:0 Def:5),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,,,,598.0,5.0,5.0,0.0,,,,,,,,,,,,,
600,PT06M35.00S,2025-11-08T02:34:46.6Z,4,REGULAR,foul,personal,[],1630249,,,1610612761,81,85,2025-11-08T02:34:57Z,5970000,False,,,0,,V. Krejčí personal FOUL (2 PF),"[1630249, 1627742]",1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,202053.0,2.0,0.0,Ingram,1627742.0,,,
602,PT06M27.00S,2025-11-08T02:35:13.1Z,4,REGULAR,foul,personal,[],1630700,,,1610612761,81,85,2025-11-08T02:35:18Z,5990000,False,,,0,,D. Daniels personal FOUL (1 PF),"[1630700, 1627742]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1627529.0,1.0,0.0,Ingram,1627742.0,,,
604,PT06M21.00S,2025-11-08T02:35:34.9Z,4,REGULAR,3pt,Jump Shot,[],1642419,7.046649145860711,2.696078431372549,1610612761,81,85,2025-11-08T02:35:41Z,6010000,False,237.0,14.0,1,left,MISS J. Battle 3PT,[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,Right Corner 3,24+ Right,23.69,Missed,,,,,,,,,,,,,,,,,,
605,PT06M17.00S,2025-11-08T02:35:38.9Z,4,REGULAR,rebound,defensive,[],1630249,,,1610612737,81,85,2025-11-08T02:35:41Z,6020000,False,,,0,,V. Krejčí REBOUND (Off:1 Def:3),[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Right Corner 3,24+ Right,,,,604.0,4.0,3.0,1.0,,,,,,,,,,,,,
606,PT06M08.00S,2025-11-08T02:35:47.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,84.31340341655716,47.794117647058826,1610612737,81,85,2025-11-08T02:35:54Z,6030000,False,-11.0,95.0,1,right,MISS D. Daniels 9' driving floating Shot,[1630700],1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,9.56,Missed,,,,,,,,,,,,,,,,,,
607,PT06M07.00S,2025-11-08T02:35:48.2Z,4,REGULAR,rebound,defensive,[],1627751,,,1610612761,81,85,2025-11-08T02:35:54Z,6040000,False,,,0,,J. Poeltl REBOUND (Off:2 Def:5),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,,606.0,7.0,5.0,2.0,,,,,,,,,,,,,
608,PT06M07.00S,2025-11-08T02:35:51.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630700,,,1610612761,81,85,2025-11-08T02:36:17Z,6050000,False,,,0,,D. Daniels personal FOUL (2 PF) (Poeltl 2 FT),"[1630700, 1627751]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1627529.0,2.0,0.0,Poeltl,1627751.0,,,
610,PT06M07.00S,2025-11-08T02:36:28.1Z,4,REGULAR,freethrow,1 of 2,[],1627751,,,1610612761,81,86,2025-11-08T02:36:28Z,6070000,False,,,0,,J. Poeltl Free Throw 1 of 2 (7 PTS),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
611,PT06M07.00S,2025-11-08T02:36:30.1Z,4,REGULAR,substitution,out,[],1630168,,,1610612761,81,86,2025-11-08T02:36:39Z,6080000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT06M07.00S,2025-11-08T02:36:30.1Z,4,REGULAR,substitution,out,[],1630249,,,1610612761,81,86,2025-11-08T02:36:39Z,6090000,False,,,0,,SUB out: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT06M07.00S,2025-11-08T02:36:30.1Z,4,REGULAR,substitution,in,[],204001,,,1610612761,81,86,2025-11-08T02:36:39Z,6100000,False,,,0,,SUB in: K. Porziņģis,[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT06M07.00S,2025-11-08T02:36:30.1Z,4,REGULAR,substitution,in,[],1642258,,,1610612761,81,86,2025-11-08T02:36:39Z,6110000,False,,,0,,SUB in: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT06M07.00S,2025-11-08T02:36:53.9Z,4,REGULAR,freethrow,2 of 2,[],1627751,,,1610612761,81,87,2025-11-08T02:36:53Z,6120000,False,,,0,,J. Poeltl Free Throw 2 of 2 (8 PTS),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
616,PT06M00.00S,2025-11-08T02:37:05.7Z,4,REGULAR,foul,personal,[],1627751,,,1610612737,81,87,2025-11-08T02:37:12Z,6130000,False,,,0,,J. Poeltl personal FOUL (2 PF),"[1627751, 204001]",1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,2534.0,2.0,0.0,Porziņģis,204001.0,,,
618,PT06M00.00S,2025-11-08T02:37:11.6Z,4,REGULAR,substitution,out,[],1627751,,,1610612737,81,87,2025-11-08T02:37:17Z,6150000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT06M00.00S,2025-11-08T02:37:11.6Z,4,REGULAR,substitution,in,[],1630567,,,1610612737,81,87,2025-11-08T02:37:17Z,6160000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT05M50.00S,2025-11-08T02:37:30.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,92.46057818659659,52.20588235294118,1610612737,83,87,2025-11-08T02:37:37Z,6170000,False,11.0,18.0,1,right,J. Johnson cutting Layup (18 PTS) (K. Porziņģis 2 AST),"[1630552, 204001]",1610612737.0,ATL,cutting,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,2.14,Made,18.0,,,,,,,,,,,,,,,K. Porziņģis,204001.0,2.0
622,PT05M36.00S,2025-11-08T02:37:45.0Z,4,REGULAR,turnover,bad pass,[],1630193,,,1610612761,83,87,2025-11-08T02:37:50Z,6190000,False,,,0,,I. Quickley bad pass TURNOVER (2 TO),"[1630193, 1642258]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,,,,,,,,2.0,Risacher,1642258.0,,,,,,,,,,
623,PT05M36.00S,2025-11-08T02:37:45.0Z,4,REGULAR,steal,,[],1642258,,,1610612737,83,87,2025-11-08T02:37:47Z,6200000,False,,,0,,Z. Risacher STEAL (2 STL),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
624,PT05M30.00S,2025-11-08T02:37:50.7Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",204001,68.80749014454665,71.81372549019608,1610612737,83,87,2025-11-08T02:37:58Z,6210000,False,109.0,241.0,1,right,MISS K. Porziņģis 26' running 3PT,[204001],1610612737.0,ATL,running,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Right Center,26.43,Missed,,,,,,,,,,,,,,,,,,
625,PT05M26.00S,2025-11-08T02:37:54.7Z,4,REGULAR,rebound,defensive,[],1630567,,,1610612761,83,87,2025-11-08T02:37:58Z,6220000,False,,,0,,S. Barnes REBOUND (Off:3 Def:5),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,,624.0,8.0,5.0,3.0,,,,,,,,,,,,,
626,PT05M22.00S,2025-11-08T02:37:58.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629628,6.258212877792378,49.754901960784316,1610612761,83,89,2025-11-08T02:38:12Z,6230000,False,1.0,6.0,1,left,R. Barrett running reverse Layup (11 PTS) (S. Barnes 3 AST),"[1629628, 1630567]",1610612761.0,TOR,running reverse,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,0.64,Made,11.0,,,,,,,,,,,,,,,S. Barnes,1630567.0,3.0
628,PT05M12.00S,2025-11-08T02:38:08.9Z,4,REGULAR,2pt,Jump Shot,[],1629638,76.16622864651774,32.59803921568628,1610612737,83,89,2025-11-08T02:38:15Z,6250000,False,-87.0,172.0,1,right,MISS N. Alexander-Walker 19' pullup Shot,[1629638],1610612737.0,ATL,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,16-24 Left Center,19.23,Missed,,,,,,,,,,,,,,,,,,
629,PT05M12.00S,2025-11-08T02:38:08.9Z,4,REGULAR,rebound,defensive,[],1627742,,,1610612761,83,89,2025-11-08T02:38:15Z,6260000,False,,,0,,B. Ingram REBOUND (Off:1 Def:3),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Left Center,,,,628.0,4.0,3.0,1.0,,,,,,,,,,,,,
630,PT05M01.00S,2025-11-08T02:38:20.5Z,4,REGULAR,3pt,Jump Shot,[],1627742,32.40801576872536,55.14705882352941,1610612761,83,89,2025-11-08T02:38:28Z,6270000,False,-26.0,252.0,1,left,MISS B. Ingram 25' 3PT,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,25.34,Missed,,,,,,,,,,,,,,,,,,
631,PT04M57.00S,2025-11-08T02:38:24.4Z,4,REGULAR,rebound,offensive,[],1629628,,,1610612761,83,89,2025-11-08T02:38:24Z,6280000,False,,,0,,R. Barrett REBOUND (Off:2 Def:3),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,,,,630.0,5.0,3.0,2.0,,,,,,,,,,,,,
632,PT04M55.00S,2025-11-08T02:38:25.6Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629628,10.33180026281209,49.26470588235294,1610612761,83,91,2025-11-08T02:38:34Z,6290000,False,4.0,45.0,1,left,R. Barrett driving floating Jump Shot (13 PTS),[1629628],1610612761.0,TOR,driving floating,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,4.48,Made,13.0,,,,,,,,,,,,,,,,,
633,PT04M55.00S,2025-11-08T02:38:31.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,83,91,2025-11-08T02:38:31Z,6300000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT04M38.00S,2025-11-08T02:41:42.5Z,4,REGULAR,turnover,lost ball,[],1630552,,,1610612737,83,91,2025-11-08T02:41:48Z,6310000,False,,,0,,J. Johnson lost ball TURNOVER (6 TO),"[1630552, 1642419]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Left Center,,,,,,,,6.0,Battle,1642419.0,,,,,,,,,,
637,PT04M38.00S,2025-11-08T02:41:42.5Z,4,REGULAR,steal,,[],1642419,,,1610612761,83,91,2025-11-08T02:41:44Z,6320000,False,,,0,,J. Battle STEAL (1 STL),[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
638,PT04M34.00S,2025-11-08T02:41:47.0Z,4,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630567,12.434296977660972,45.09803921568628,1610612761,83,91,2025-11-08T02:50:37Z,6330000,False,25.0,64.0,1,left,MISS S. Barnes 6' driving floating Shot,[1630567],1610612761.0,TOR,driving floating,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,6.89,Missed,,,,,,,,,,,,,,,,,,
639,PT04M29.00S,2025-11-08T02:41:52.0Z,4,REGULAR,rebound,defensive,[],1642258,,,1610612737,83,91,2025-11-08T02:42:01Z,6340000,False,,,0,,Z. Risacher REBOUND (Off:2 Def:2),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),0-8 Center,,,,638.0,4.0,2.0,2.0,,,,,,,,,,,,,
640,PT04M22.00S,2025-11-08T02:41:57.5Z,4,REGULAR,3pt,Jump Shot,[],1630700,72.35545335085413,19.607843137254903,1610612737,86,91,2025-11-08T02:42:04Z,6350000,False,-152.0,207.0,1,right,D. Daniels 25' 3PT  (7 PTS) (J. Johnson 4 AST),"[1630700, 1630552]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,25.71,Made,7.0,,,,,,,,,,,,,,,J. Johnson,1630552.0,4.0
642,PT03M56.00S,2025-11-08T02:42:25.9Z,4,REGULAR,turnover,out-of-bounds,[],1627742,,,1610612761,86,91,2025-11-08T02:42:35Z,6370000,False,,,0,,B. Ingram bad pass out-of-bounds TURNOVER (2 TO),[1627742],1610612761.0,TOR,bad pass,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,,,,,,,,2.0,,,,,202053.0,,,,,,,
643,PT03M56.00S,2025-11-08T02:42:38.3Z,4,REGULAR,substitution,out,[],1642419,,,1610612737,86,91,2025-11-08T02:42:44Z,6380000,False,,,0,,SUB out: J. Battle,[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT03M56.00S,2025-11-08T02:42:38.3Z,4,REGULAR,substitution,in,[],1627751,,,1610612737,86,91,2025-11-08T02:42:44Z,6390000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT03M45.00S,2025-11-08T02:43:11.2Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],204001,75.90341655716163,65.44117647058823,1610612737,86,91,2025-11-08T02:43:17Z,6400000,False,77.0,174.0,1,right,MISS K. Porziņģis 19' step back Shot,[204001],1610612737.0,ATL,step back,,,Porziņģis,K. Porziņģis,,,,,Mid-Range,16-24 Right Center,19.04,Missed,,,,,,,,,,,,,,,,,,
646,PT03M41.00S,2025-11-08T02:43:15.2Z,4,REGULAR,rebound,defensive,[],1630567,,,1610612761,86,91,2025-11-08T02:43:17Z,6410000,False,,,0,,S. Barnes REBOUND (Off:3 Def:6),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Right Center,,,,645.0,9.0,6.0,3.0,,,,,,,,,,,,,
647,PT03M37.00S,2025-11-08T02:43:18.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627751,6.915243101182654,48.28431372549019,1610612761,86,93,2025-11-08T02:43:28Z,6420000,False,9.0,13.0,1,left,J. Poeltl running reverse Layup (10 PTS) (S. Barnes 4 AST),"[1627751, 1630567]",1610612761.0,TOR,running reverse,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1.52,Made,10.0,,,,,,,,,,,,,,,S. Barnes,1630567.0,4.0
649,PT03M27.00S,2025-11-08T02:43:31.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629628,,,1610612737,86,93,2025-11-08T02:43:52Z,6440000,False,,,0,,R. Barrett personal FOUL (3 PF) (Porziņģis 2 FT),"[1629628, 204001]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1627529.0,3.0,0.0,Porziņģis,204001.0,,,
651,PT03M27.00S,2025-11-08T02:43:57.2Z,4,REGULAR,freethrow,1 of 2,[],204001,,,1610612737,87,93,2025-11-08T02:43:57Z,6460000,False,,,0,,K. Porziņģis Free Throw 1 of 2 (12 PTS),[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
652,PT03M27.00S,2025-11-08T02:44:02.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612737,87,93,2025-11-08T02:44:02Z,6470000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT03M27.00S,2025-11-08T02:45:39.7Z,4,REGULAR,freethrow,2 of 2,[],204001,,,1610612737,88,93,2025-11-08T02:45:39Z,6480000,False,,,0,,K. Porziņģis Free Throw 2 of 2 (13 PTS),[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
656,PT03M15.00S,2025-11-08T02:46:15.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629638,,,1610612761,88,93,2025-11-08T02:46:30Z,6510000,False,,,0,,N. Alexander-Walker personal FOUL (3 PF) (Quickley 2 FT),"[1629638, 1630193]",1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,202053.0,3.0,0.0,Quickley,1630193.0,,,
658,PT03M15.00S,2025-11-08T02:46:38.1Z,4,REGULAR,freethrow,1 of 2,[],1630193,,,1610612761,88,94,2025-11-08T02:46:38Z,6530000,False,,,0,,I. Quickley Free Throw 1 of 2 (17 PTS),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
659,PT03M15.00S,2025-11-08T02:46:56.1Z,4,REGULAR,freethrow,2 of 2,[],1630193,,,1610612761,88,95,2025-11-08T02:46:56Z,6540000,False,,,0,,I. Quickley Free Throw 2 of 2 (18 PTS),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
660,PT03M02.00S,2025-11-08T02:47:09.8Z,4,REGULAR,3pt,Jump Shot,[],1642258,70.25295663600527,23.03921568627451,1610612737,88,95,2025-11-08T02:47:16Z,6550000,False,-135.0,227.0,1,right,MISS Z. Risacher 26' 3PT,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Left Center,26.41,Missed,,,,,,,,,,,,,,,,,,
661,PT02M59.00S,2025-11-08T02:47:12.8Z,4,REGULAR,rebound,defensive,[],1627751,,,1610612761,88,95,2025-11-08T02:47:16Z,6560000,False,,,0,,J. Poeltl REBOUND (Off:2 Def:6),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Left Center,,,,660.0,8.0,6.0,2.0,,,,,,,,,,,,,
662,PT02M55.00S,2025-11-08T02:47:16.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630567,6.1268068331143235,49.754901960784316,1610612761,88,97,2025-11-08T02:47:23Z,6570000,False,1.0,5.0,1,left,S. Barnes running Layup (12 PTS) (I. Quickley 5 AST),"[1630567, 1630193]",1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,0.52,Made,12.0,,,,,,,,,,,,,,,I. Quickley,1630193.0,5.0
